Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA,week,year,game_id
1.0,1:10,1.0,10.0,ATL 20,7.0,7.0,Derek Carr pass complete short left to Rashid Shaheed for 5 yards (tackle by DeAundre Alford),4.24,4.45,4.0,2024,50
1.0,0:37,2.0,5.0,ATL 15,7.0,7.0,Alvin Kamara right end for no gain (tackle by Troy Andersen and Zach Harrison),4.45,3.7,4.0,2024,50
2.0,15:00,3.0,5.0,ATL 15,7.0,7.0,Derek Carr pass complete short left to Mason Tipton for 6 yards (tackle by DeAundre Alford),3.7,5.14,4.0,2024,50
2.0,14:22,1.0,9.0,ATL 9,7.0,7.0,Jamaal Williams right guard for 4 yards (tackle by Kaden Elliss and Grady Jarrett),5.14,5.15,4.0,2024,50
2.0,13:46,2.0,5.0,ATL 5,13.0,7.0,"Taysom Hill left tackle for 5 yards, touchdown",5.15,7.0,4.0,2024,50
2.0,13:42,,,ATL 15,14.0,7.0,Blake Grupe kicks extra point good,0.0,0.0,4.0,2024,50
2.0,13:42,,,NOR 35,14.0,7.0,"Blake Grupe kicks off 63 yards, returned by Ray-Ray McCloud for 21 yards (tackle by Adam Prentice and Anfernee Orji)",0.0,0.48,4.0,2024,50
2.0,13:36,1.0,10.0,ATL 23,14.0,7.0,Bijan Robinson right guard for 8 yards (tackle by Paulson Adebo and Nathan Shepherd),0.48,1.01,4.0,2024,50
2.0,12:59,2.0,2.0,ATL 31,14.0,7.0,Bijan Robinson left guard for 6 yards (tackle by Tyrann Mathieu),1.01,1.4,4.0,2024,50
2.0,12:20,1.0,10.0,ATL 37,14.0,7.0,Kirk Cousins pass complete deep right to Darnell Mooney for 24 yards (tackle by Alontae Taylor),1.4,2.98,4.0,2024,50
2.0,11:40,1.0,10.0,NOR 39,14.0,7.0,"Kirk Cousins pass complete short right to Kyle Pitts for no gain (tackle by Paulson Adebo). Penalty on Drake London: Offensive Pass Interference, 10 yards (accepted) (no play)",2.98,2.32,4.0,2024,50
2.0,11:18,1.0,20.0,NOR 49,14.0,7.0,Kirk Cousins pass complete short middle to Drake London for 14 yards (tackle by Pete Werner and D'Marco Jackson),2.32,2.98,4.0,2024,50
2.0,10:49,2.0,6.0,NOR 35,14.0,7.0,Kirk Cousins pass incomplete deep right intended for Drake London,2.98,2.28,4.0,2024,50
2.0,10:41,3.0,6.0,NOR 35,14.0,7.0,Kirk Cousins pass complete short right to Drake London for 5 yards (tackle by Paulson Adebo),2.28,1.52,4.0,2024,50
2.0,10:17,4.0,1.0,NOR 30,14.0,7.0,"Penalty on Ryan Neuzil: False Start, 5 yards (accepted) (no play)",1.52,0.97,4.0,2024,50
2.0,10:02,4.0,6.0,NOR 35,14.0,10.0,Younghoe Koo 53 yard field goal good,0.97,3.0,4.0,2024,50
2.0,9:57,,,ATL 35,14.0,10.0,"Younghoe Koo kicks off 62 yards, returned by Jamaal Williams for 27 yards (tackle by Lorenzo Carter)",0.0,0.94,4.0,2024,50
2.0,9:52,1.0,10.0,NOR 30,14.0,10.0,Derek Carr scrambles right end for 5 yards (tackle by Troy Andersen),0.94,1.07,4.0,2024,50
2.0,9:19,2.0,5.0,NOR 35,14.0,10.0,Alvin Kamara right guard for 7 yards (tackle by Kaden Elliss),1.07,1.73,4.0,2024,50
2.0,8:45,1.0,10.0,NOR 42,14.0,10.0,Rashid Shaheed right end for 1 yard (tackle by Clark Phillips and James Smith-Williams),1.73,1.32,4.0,2024,50
2.0,8:05,2.0,9.0,NOR 43,14.0,16.0,"Derek Carr pass short middle (defended by Matt Judon) intended for Chris Olave is intercepted by Troy Andersen at NO-47 and returned for 47 yards, touchdown",1.32,-7.0,4.0,2024,50
2.0,7:54,,,NOR 15,14.0,17.0,Younghoe Koo kicks extra point good,0.0,0.0,4.0,2024,50
2.0,7:54,,,ATL 35,14.0,17.0,"Younghoe Koo kicks off 62 yards, returned by Rashid Shaheed for 33 yards (tackle by KhaDarel Hodge and Micah Abernathy)",0.0,1.33,4.0,2024,50
2.0,7:48,1.0,10.0,NOR 36,14.0,17.0,Alvin Kamara right tackle for 15 yards (tackle by Justin Simmons and Jessie Bates),1.33,2.32,4.0,2024,50
2.0,7:09,1.0,10.0,ATL 49,14.0,17.0,Jamaal Williams right tackle for 4 yards (tackle by Zach Harrison),2.32,2.32,4.0,2024,50
2.0,6:26,2.0,6.0,ATL 45,14.0,17.0,Jamaal Williams left tackle for 3 yards (tackle by DeAundre Alford),2.32,2.02,4.0,2024,50
2.0,5:47,3.0,3.0,ATL 42,14.0,17.0,Alvin Kamara right end for -2 yards (tackle by Troy Andersen and Arnold Ebiketie),2.02,0.33,4.0,2024,50
2.0,4:58,4.0,5.0,ATL 44,14.0,17.0,"Matthew Hayball punts 32 yards, fair catch by Avery Williams at ATL-12",0.33,0.35,4.0,2024,50
2.0,4:49,1.0,10.0,ATL 12,14.0,17.0,"Bijan Robinson right guard for no gain (tackle by D'Marco Jackson). Penalty on Matthew Bergeron: Offensive Holding, 6 yards (accepted) (no play)",-0.35,-0.61,4.0,2024,50
2.0,4:26,1.0,16.0,ATL 6,14.0,17.0,Bijan Robinson right guard for 1 yard (tackle by Chase Young and Khalen Saunders),-0.61,-1.15,4.0,2024,50
2.0,3:50,2.0,15.0,ATL 7,14.0,17.0,Kirk Cousins pass complete short middle to Ray-Ray McCloud for 10 yards (tackle by Paulson Adebo),-1.15,-0.84,4.0,2024,50
2.0,3:26,3.0,5.0,ATL 17,14.0,17.0,Kirk Cousins pass complete short left to Bijan Robinson for 26 yards (tackle by Alontae Taylor),-0.84,1.8,4.0,2024,50
2.0,2:52,1.0,10.0,ATL 43,14.0,17.0,"Kirk Cousins pass complete short middle to Drake London for 14 yards (tackle by Will Harris) NOR challenged the pass completion ruling, and the original play was overturned. Kirk Cousins pass incomplete short middle intended for Drake London (defended by Will Harris)",1.8,1.25,4.0,2024,50
2.0,2:46,2.0,10.0,ATL 43,14.0,17.0,Kirk Cousins pass complete short left to Drake London for 4 yards (tackle by Alontae Taylor),1.25,1.09,4.0,2024,50
2.0,2:00,3.0,6.0,ATL 47,14.0,17.0,Kirk Cousins pass incomplete short right intended for Drake London (defended by Paulson Adebo),1.09,-0.26,4.0,2024,50
2.0,1:55,4.0,6.0,ATL 47,14.0,17.0,"Bradley Pinion punts 41 yards, fair catch by Rashid Shaheed at NO-12",-0.26,0.35,4.0,2024,50
2.0,1:49,1.0,10.0,NOR 12,14.0,17.0,Alvin Kamara right guard for 8 yards (tackle by Troy Andersen and Jessie Bates),-0.35,0.29,4.0,2024,50
2.0,1:33,2.0,2.0,NOR 20,14.0,17.0,"Derek Carr pass complete short left to Chris Olave for no gain (tackle by DeAundre Alford). Penalty on Taliese Fuaga: Illegal Formation, 5 yards (accepted) (no play)",0.29,-0.5,4.0,2024,50
2.0,1:27,2.0,7.0,NOR 15,14.0,17.0,Derek Carr pass complete short left to Alvin Kamara for 11 yards (tackle by Troy Andersen),-0.5,0.67,4.0,2024,50
2.0,1:21,1.0,10.0,NOR 26,14.0,17.0,Derek Carr pass incomplete short left intended for Alvin Kamara,0.67,0.13,4.0,2024,50
2.0,1:16,2.0,10.0,NOR 26,14.0,17.0,Derek Carr pass complete short left to Alvin Kamara for 2 yards (tackle by Troy Andersen),0.13,-0.3,4.0,2024,50
2.0,1:06,3.0,8.0,NOR 28,14.0,17.0,"Penalty on Matt Judon: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-0.3,1.8,4.0,2024,50
2.0,1:06,1.0,10.0,NOR 43,14.0,17.0,Derek Carr pass complete short right to Rashid Shaheed for 7 yards (tackle by Clark Phillips),1.8,2.2,4.0,2024,50
2.0,0:49,2.0,3.0,NOR 50,14.0,17.0,Derek Carr pass incomplete short right intended for Juwan Johnson,2.2,1.49,4.0,2024,50
2.0,0:43,3.0,3.0,NOR 50,14.0,17.0,Derek Carr pass incomplete deep middle intended for Rashid Shaheed,1.49,-0.06,4.0,2024,50
2.0,0:38,4.0,3.0,NOR 50,14.0,17.0,Matthew Hayball punts 40 yards downed by Pete Werner,-0.06,0.38,4.0,2024,50
2.0,0:30,1.0,10.0,ATL 10,14.0,17.0,Bijan Robinson left tackle for 9 yards (tackle by Pete Werner and Tyrann Mathieu),-0.38,0.24,4.0,2024,50
3.0,15:00,,,ATL 35,14.0,17.0,"Younghoe Koo kicks off 62 yards, returned by Rashid Shaheed for 27 yards (tackle by Avery Williams and Micah Abernathy)",0.0,0.94,4.0,2024,50
3.0,14:55,1.0,10.0,NOR 30,14.0,17.0,Alvin Kamara right tackle for no gain (tackle by Lorenzo Carter and Matt Judon),0.94,0.39,4.0,2024,50
3.0,14:15,2.0,10.0,NOR 30,14.0,17.0,Derek Carr pass complete short left to Alvin Kamara for 11 yards (tackle by Troy Andersen and Lorenzo Carter),0.39,1.66,4.0,2024,50
3.0,13:43,1.0,10.0,NOR 41,14.0,17.0,"Penalty on Taliese Fuaga: False Start, 5 yards (accepted) (no play)",1.66,1.33,4.0,2024,50
3.0,13:24,1.0,15.0,NOR 36,14.0,17.0,"Derek Carr pass complete short left to Juwan Johnson for no gain (tackle by AJ Terrell). Penalty on Trevor Penning: Offensive Holding, 10 yards (accepted) (no play)",1.33,0.67,4.0,2024,50
3.0,12:59,1.0,25.0,NOR 26,14.0,17.0,Derek Carr pass complete short middle to Rashid Shaheed for 5 yards (tackle by DeAundre Alford),0.67,-0.23,4.0,2024,50
3.0,12:23,2.0,20.0,NOR 31,14.0,17.0,Derek Carr pass complete short left to Alvin Kamara for 6 yards (tackle by Troy Andersen and DeAundre Alford),-0.23,-0.1,4.0,2024,50
3.0,11:39,3.0,14.0,NOR 37,14.0,17.0,Derek Carr pass complete short right to Juwan Johnson for 5 yards (tackle by Mike Hughes),-0.1,-0.59,4.0,2024,50
3.0,10:55,4.0,9.0,NOR 42,14.0,17.0,"Matthew Hayball punts 48 yards, fair catch by Avery Williams at ATL-10",-0.59,0.38,4.0,2024,50
3.0,10:45,1.0,10.0,ATL 10,14.0,17.0,Kirk Cousins pass incomplete short left,-0.38,-0.78,4.0,2024,50
3.0,10:37,2.0,10.0,ATL 10,14.0,17.0,"Kirk Cousins pass complete deep right to Darnell Mooney for 36 yards (tackle by Paulson Adebo). Penalty on Paulson Adebo: Defensive Pass Interference, 1 yard (declined)",-0.78,1.99,4.0,2024,50
3.0,10:14,1.0,10.0,ATL 46,14.0,17.0,Kirk Cousins pass complete short left to Bijan Robinson for 1 yard (tackle by Alontae Taylor),1.99,1.59,4.0,2024,50
3.0,9:32,2.0,9.0,ATL 47,14.0,17.0,Kirk Cousins pass incomplete short left intended for Kyle Pitts (defended by Marshon Lattimore),1.59,0.89,4.0,2024,50
3.0,9:27,3.0,9.0,ATL 47,14.0,17.0,Kirk Cousins pass complete short left to Tyler Allgeier for 13 yards (tackle by Pete Werner and Payton Turner),0.89,2.92,4.0,2024,50
3.0,8:55,1.0,10.0,NOR 40,14.0,17.0,Tyler Allgeier left end for 12 yards (tackle by Will Harris and Pete Werner),2.92,3.71,4.0,2024,50
3.0,8:20,1.0,10.0,NOR 28,14.0,17.0,Tyler Allgeier right end for 6 yards (tackle by D'Marco Jackson and Paulson Adebo),3.71,3.98,4.0,2024,50
3.0,7:38,2.0,4.0,NOR 22,14.0,17.0,Kirk Cousins pass incomplete deep right intended for Darnell Mooney,3.98,3.27,4.0,2024,50
3.0,7:33,3.0,4.0,NOR 22,14.0,17.0,Kirk Cousins pass complete short left to Darnell Mooney for -4 yards (tackle by Chase Young),3.27,1.74,4.0,2024,50
3.0,6:50,4.0,8.0,NOR 26,14.0,20.0,Younghoe Koo 44 yard field goal good,1.74,3.0,4.0,2024,50
3.0,6:46,,,ATL 35,14.0,20.0,"Younghoe Koo kicks off 70 yards, returned by Jamaal Williams for 30 yards (tackle by DeAngelo Malone)",0.0,0.61,4.0,2024,50
3.0,6:40,1.0,10.0,NOR 25,14.0,20.0,Derek Carr pass complete short left to Chris Olave for 7 yards (tackle by Mike Hughes),0.61,1.01,4.0,2024,50
3.0,6:13,2.0,3.0,NOR 32,14.0,20.0,Alvin Kamara left tackle for no gain (tackle by Ta'Quon Graham),1.01,0.3,4.0,2024,50
3.0,5:32,3.0,3.0,NOR 32,14.0,20.0,Derek Carr pass complete short right to Rashid Shaheed for 6 yards (tackle by AJ Terrell),0.3,1.47,4.0,2024,50
3.0,4:48,1.0,10.0,NOR 38,14.0,20.0,Derek Carr pass complete short right to Jamaal Williams for 4 yards (tackle by AJ Terrell and Zach Harrison),1.47,1.46,4.0,2024,50
3.0,4:27,2.0,6.0,NOR 42,14.0,20.0,Derek Carr pass complete short right to Chris Olave for 9 yards (tackle by James Smith-Williams),1.46,2.32,4.0,2024,50
3.0,3:52,1.0,10.0,ATL 49,14.0,20.0,Derek Carr pass complete deep right to Rashid Shaheed for 25 yards (tackle by Clark Phillips),2.32,3.97,4.0,2024,50
3.0,3:15,1.0,10.0,ATL 24,14.0,20.0,Alvin Kamara right end for -3 yards (tackle by James Smith-Williams),3.97,3.03,4.0,2024,50
3.0,2:32,2.0,13.0,ATL 27,14.0,20.0,Derek Carr sacked by DeAundre Alford for -4 yards,3.03,1.82,4.0,2024,50
3.0,1:51,3.0,17.0,ATL 31,14.0,20.0,Derek Carr pass complete short left to Alvin Kamara for 6 yards (tackle by Mike Hughes),1.82,1.8,4.0,2024,50
3.0,1:08,4.0,11.0,ATL 25,17.0,20.0,Blake Grupe 43 yard field goal good,1.8,3.0,4.0,2024,50
3.0,1:03,,,NOR 35,17.0,20.0,"Blake Grupe kicks off 64 yards, returned by Ray-Ray McCloud for 18 yards (tackle by Anfernee Orji and J.T. Gray)",0.0,0.15,4.0,2024,50
3.0,0:57,1.0,10.0,ATL 19,17.0,20.0,Tyler Allgeier right end for 7 yards (tackle by Jordan Howden and Paulson Adebo),0.15,0.61,4.0,2024,50
3.0,0:34,2.0,3.0,ATL 26,17.0,20.0,Kirk Cousins pass complete short right to Ray-Ray McCloud for 15 yards (tackle by Paulson Adebo),0.61,1.66,4.0,2024,50
4.0,15:00,1.0,10.0,ATL 41,17.0,20.0,Tyler Allgeier left guard for 11 yards (tackle by Marshon Lattimore),1.66,2.39,4.0,2024,50
4.0,14:24,1.0,10.0,NOR 48,17.0,20.0,Tyler Allgeier right tackle for 15 yards (tackle by Paulson Adebo),2.39,3.38,4.0,2024,50
4.0,13:39,1.0,10.0,NOR 33,17.0,20.0,Tyler Allgeier right end for 2 yards (tackle by Chase Young),3.38,3.11,4.0,2024,50
4.0,12:57,2.0,8.0,NOR 31,17.0,20.0,Kirk Cousins pass complete short middle to Drake London for 12 yards (tackle by Paulson Adebo),3.11,4.31,4.0,2024,50
4.0,12:16,1.0,10.0,NOR 19,17.0,20.0,"Kirk Cousins pass complete short left to Bijan Robinson for no gain, touchdown. Penalty on Jake Matthews: Offensive Holding, 10 yards (accepted) (no play)",4.31,3.64,4.0,2024,50
4.0,12:08,1.0,20.0,NOR 29,17.0,20.0,Bijan Robinson left end for 2 yards (tackle by Payton Turner),3.64,2.68,4.0,2024,50
4.0,11:44,2.0,18.0,NOR 27,17.0,20.0,"Kirk Cousins sacked by Payton Turner for -11 yards. Kirk Cousins fumbles (forced by Payton Turner), recovered by Matthew Bergeron at NO-40",2.68,0.3,4.0,2024,50
4.0,10:57,3.0,31.0,NOR 40,17.0,20.0,Kirk Cousins pass complete deep right to Drake London for 16 yards (tackle by Paulson Adebo),0.3,1.87,4.0,2024,50
4.0,10:13,4.0,15.0,NOR 24,17.0,23.0,Younghoe Koo 42 yard field goal good,1.87,3.0,4.0,2024,50
4.0,10:09,,,ATL 35,17.0,23.0,"Younghoe Koo kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,50
4.0,10:09,1.0,10.0,NOR 30,17.0,23.0,Alvin Kamara left tackle for 7 yards (tackle by Jessie Bates),0.94,1.34,4.0,2024,50
4.0,9:39,2.0,3.0,NOR 37,17.0,23.0,Alvin Kamara left tackle for 4 yards (tackle by Grady Jarrett),1.34,1.66,4.0,2024,50
4.0,9:05,1.0,10.0,NOR 41,17.0,23.0,Derek Carr pass complete deep left to Rashid Shaheed for 18 yards (tackle by Kaden Elliss),1.66,2.85,4.0,2024,50
4.0,8:24,1.0,10.0,ATL 41,17.0,23.0,Derek Carr pass complete short right to Jamaal Williams for 4 yards (tackle by Troy Andersen),2.85,2.85,4.0,2024,50
4.0,7:40,2.0,6.0,ATL 37,17.0,23.0,Alvin Kamara right end for 1 yard (tackle by AJ Terrell),2.85,2.28,4.0,2024,50
4.0,7:01,3.0,5.0,ATL 36,17.0,23.0,Derek Carr pass complete short left to Chris Olave for 12 yards (tackle by Mike Hughes),2.28,3.97,4.0,2024,50
4.0,6:17,1.0,10.0,ATL 24,17.0,23.0,Derek Carr pass incomplete deep right intended for Chris Olave,3.97,3.43,4.0,2024,50
4.0,6:07,2.0,10.0,ATL 24,17.0,23.0,Alvin Kamara left tackle for 14 yards (tackle by Jessie Bates),3.43,4.91,4.0,2024,50
4.0,5:43,1.0,10.0,ATL 10,17.0,23.0,"Alvin Kamara left tackle for no gain (tackle by Mike Hughes and Ta'Quon Graham). Penalty on Ta'Quon Graham: Defensive Too Many Men on Field, 5 yards (declined) . Penalty on Grady Jarrett: Defensive Offside, 5 yards (accepted) (no play)",4.91,6.06,4.0,2024,50
4.0,5:29,1.0,5.0,ATL 5,17.0,23.0,Alvin Kamara right tackle for no gain (tackle by Troy Andersen),6.06,5.15,4.0,2024,50
4.0,4:50,2.0,5.0,ATL 5,17.0,23.0,Derek Carr pass incomplete short left intended for Rashid Shaheed,5.15,4.26,4.0,2024,50
4.0,4:46,3.0,5.0,ATL 5,17.0,23.0,Alvin Kamara right tackle for -2 yards (tackle by Arnold Ebiketie and Troy Andersen),4.26,2.97,4.0,2024,50
4.0,4:01,,,,,,Timeout #1 by Atlanta Falcons,,,4.0,2024,50
4.0,4:01,4.0,7.0,ATL 7,17.0,23.0,Derek Carr pass incomplete short left intended for Rashid Shaheed (defended by DeAundre Alford),2.97,0.38,4.0,2024,50
4.0,3:57,1.0,10.0,ATL 7,17.0,23.0,Tyler Allgeier right guard for no gain (tackle by D'Marco Jackson and Marshon Lattimore),-0.38,-0.78,4.0,2024,50
4.0,3:49,,,,,,Timeout #1 by New Orleans Saints,,,4.0,2024,50
4.0,3:49,2.0,10.0,ATL 7,17.0,23.0,Kirk Cousins pass incomplete short left intended for Kyle Pitts,-0.78,-1.42,4.0,2024,50
4.0,3:45,3.0,10.0,ATL 7,17.0,23.0,Kirk Cousins pass complete short left to Tyler Allgeier for 7 yards (tackle by Will Harris),-1.42,-2.47,4.0,2024,50
4.0,3:38,4.0,3.0,ATL 14,17.0,23.0,"Bradley Pinion punts 45 yards, returned by Rashid Shaheed for 17 yards (tackle by Troy Andersen)",-2.47,-2.79,4.0,2024,50
4.0,3:28,1.0,10.0,ATL 42,17.0,23.0,"Penalty on Juwan Johnson: False Start, 5 yards (accepted) (no play)",2.79,2.46,4.0,2024,50
4.0,3:28,1.0,15.0,ATL 47,17.0,23.0,"Derek Carr pass complete deep middle to Chris Olave for no gain (tackle by Kaden Elliss). Penalty on Rashid Shaheed: Illegal Motion, 5 yards (accepted) (no play)",2.46,2.13,4.0,2024,50
4.0,3:22,1.0,20.0,NOR 48,17.0,23.0,Derek Carr pass complete short middle to Alvin Kamara for 3 yards (tackle by Lorenzo Carter),2.13,1.3,4.0,2024,50
4.0,2:42,2.0,17.0,ATL 49,17.0,23.0,Derek Carr pass complete short left to Rashid Shaheed for 11 yards (tackle by AJ Terrell),1.3,2.08,4.0,2024,50
4.0,2:35,3.0,6.0,ATL 38,17.0,23.0,Derek Carr pass complete short right to Chris Olave for 13 yards (tackle by DeAundre Alford),2.08,3.91,4.0,2024,50
4.0,2:29,1.0,10.0,ATL 25,17.0,23.0,Derek Carr pass complete short left to Juwan Johnson for 8 yards (tackle by DeAundre Alford),3.91,4.55,4.0,2024,50
4.0,2:00,2.0,2.0,ATL 17,17.0,23.0,Derek Carr pass incomplete short right intended for Alvin Kamara,4.55,3.85,4.0,2024,50
4.0,1:58,3.0,2.0,ATL 17,17.0,23.0,Derek Carr pass complete short middle to Chris Olave for 16 yards (tackle by DeAundre Alford),3.85,6.97,4.0,2024,50
4.0,1:53,,,,,,Timeout #2 by Atlanta Falcons,,,4.0,2024,50
4.0,1:53,1.0,1.0,ATL 1,17.0,23.0,Derek Carr right guard for no gain (tackle by Grady Jarrett),6.97,5.91,4.0,2024,50
4.0,1:48,,,,,,Timeout #3 by Atlanta Falcons,,,4.0,2024,50
4.0,1:48,2.0,1.0,ATL 1,17.0,23.0,Derek Carr left guard for no gain (tackle by David Onyemata),5.91,5.17,4.0,2024,50
4.0,1:04,,,,,,Timeout #2 by New Orleans Saints,,,4.0,2024,50
4.0,1:04,3.0,1.0,ATL 1,23.0,23.0,"Alvin Kamara left tackle for 1 yard, touchdown",5.17,7.0,4.0,2024,50
4.0,1:00,,,ATL 15,24.0,23.0,Blake Grupe kicks extra point good,0.0,0.0,4.0,2024,50
4.0,1:00,,,NOR 35,24.0,23.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,50
4.0,1:00,1.0,10.0,ATL 30,24.0,23.0,Kirk Cousins pass complete short right to Ray-Ray McCloud for 5 yards (tackle by Carl Granderson),0.94,1.07,4.0,2024,50
4.0,0:41,2.0,5.0,ATL 35,24.0,23.0,"Penalty on Ryan Neuzil: False Start, 5 yards (accepted) (no play)",1.07,0.39,4.0,2024,50
