Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA,week,year,game_id
1.0,8:58,1.0,10.0,TEN 33,0.0,0.0,De'Von Achane right tackle for 1 yard (tackle by Jarvis Brownlee),3.38,2.97,4.0,2024,63
1.0,8:37,2.0,9.0,TEN 32,0.0,0.0,"Tyler Huntley pass incomplete short right intended for Tyreek Hill Replay Assistant challenged the fumble ruling, and the original play was overturned. Tyler Huntley aborted snap, recovered by Arden Key at TEN-39",2.97,-1.33,4.0,2024,63
1.0,8:33,1.0,10.0,TEN 36,0.0,0.0,Tony Pollard up the middle for 1 yard (tackle by Jalen Ramsey and Anthony Walker),1.33,0.93,4.0,2024,63
1.0,7:54,2.0,9.0,TEN 37,0.0,0.0,Will Levis pass complete short right to Chigoziem Okonkwo for 5 yards (tackle by Jordyn Brooks),0.93,0.89,4.0,2024,63
1.0,7:07,3.0,4.0,TEN 42,0.0,0.0,Will Levis scrambles right end for 3 yards (tackle by Calais Campbell),0.89,-0.39,4.0,2024,63
1.0,6:21,4.0,1.0,TEN 45,0.0,0.0,"Ryan Stonehouse punts 42 yards, fair catch by Braxton Berrios at MIA-13",-0.39,0.32,4.0,2024,63
1.0,6:11,1.0,10.0,MIA 13,0.0,0.0,De'Von Achane right end for 3 yards (tackle by Harold Landry and T'Vondre Sweat),-0.32,-0.44,4.0,2024,63
1.0,5:38,2.0,7.0,MIA 16,0.0,0.0,Tyler Huntley pass complete short right to Tyreek Hill for 1 yard (tackle by Jarvis Brownlee),-0.44,-0.94,4.0,2024,63
1.0,5:01,3.0,6.0,MIA 17,0.0,0.0,Tyler Huntley sacked by Harold Landry for -8 yards,-0.94,-2.49,4.0,2024,63
1.0,4:18,4.0,14.0,MIA 9,0.0,0.0,Jake Bailey punts 47 yards out of bounds,-2.49,-1.86,4.0,2024,63
1.0,4:14,1.0,10.0,TEN 44,0.0,0.0,Tyjae Spears left tackle for 7 yards (tackle by Jevon Holland),1.86,2.26,4.0,2024,63
1.0,3:39,2.0,3.0,MIA 49,0.0,0.0,Tyjae Spears left tackle for -1 yards (tackle by Emmanuel Ogbah),2.26,1.42,4.0,2024,63
1.0,2:55,3.0,4.0,MIA 50,0.0,0.0,Mason Rudolph pass complete short left to Josh Whyle for 5 yards (tackle by Jordyn Brooks and Jalen Ramsey),1.42,2.59,4.0,2024,63
1.0,2:16,1.0,10.0,MIA 45,0.0,0.0,Tyjae Spears left tackle for -2 yards (tackle by Calais Campbell and Jevon Holland),2.59,1.77,4.0,2024,63
1.0,1:37,2.0,12.0,MIA 47,0.0,0.0,Mason Rudolph pass complete short middle to Treylon Burks for 13 yards (tackle by Storm Duck),1.77,3.31,4.0,2024,63
1.0,0:53,1.0,10.0,MIA 34,0.0,0.0,Tony Pollard right end for 4 yards (tackle by Calais Campbell),3.31,3.31,4.0,2024,63
1.0,0:14,2.0,6.0,MIA 30,0.0,0.0,Tony Pollard left tackle for no gain (tackle by Zach Sieler),3.31,2.61,4.0,2024,63
2.0,15:00,3.0,6.0,MIA 30,0.0,0.0,Mason Rudolph pass complete short right to Tyjae Spears for -5 yards (tackle by Storm Duck),2.61,0.97,4.0,2024,63
2.0,14:21,4.0,11.0,MIA 35,3.0,0.0,Nick Folk 53 yard field goal good,0.97,3.0,4.0,2024,63
2.0,14:16,,,TEN 35,3.0,0.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,63
2.0,14:16,1.0,10.0,MIA 30,3.0,0.0,"Tyler Huntley pass incomplete short right intended for De'Von Achane. Penalty on Arden Key: Roughing the Passer, 15 yards (accepted) (no play)",0.94,1.93,4.0,2024,63
2.0,14:13,1.0,10.0,MIA 45,3.0,0.0,De'Von Achane up the middle for 4 yards (tackle by Amani Hooker and Ernest Jones),1.93,1.92,4.0,2024,63
2.0,13:43,2.0,6.0,MIA 49,3.0,0.0,De'Von Achane right guard for 3 yards (tackle by Sebastian Joseph-Day),1.92,1.62,4.0,2024,63
2.0,13:03,3.0,3.0,TEN 48,3.0,0.0,Tyler Huntley right tackle for 2 yards (tackle by Harold Landry and Sebastian Joseph-Day),1.62,0.2,4.0,2024,63
2.0,12:28,4.0,1.0,TEN 46,3.0,0.0,Tyreek Hill left end for no gain (tackle by Quandre Diggs),0.2,-2.06,4.0,2024,63
2.0,12:21,1.0,10.0,TEN 47,3.0,0.0,Tyjae Spears right end for 7 yards (tackle by Jordyn Brooks and Calais Campbell),2.06,2.46,4.0,2024,63
2.0,11:42,2.0,3.0,MIA 46,3.0,0.0,Tyjae Spears up the middle for 4 yards (tackle by Anthony Walker),2.46,2.79,4.0,2024,63
2.0,11:02,1.0,10.0,MIA 42,3.0,0.0,Tyjae Spears up the middle for 4 yards (tackle by Anthony Walker),2.79,2.78,4.0,2024,63
2.0,10:21,2.0,6.0,MIA 38,3.0,0.0,Tyjae Spears right guard for 9 yards (tackle by Jaelan Phillips and Emmanuel Ogbah),2.78,3.64,4.0,2024,63
2.0,9:41,1.0,10.0,MIA 29,3.0,0.0,"Tony Pollard up the middle for no gain (tackle by Storm Duck). Penalty on Lloyd Cushenberry: Offensive Holding, 10 yards (accepted) (no play)",3.64,2.98,4.0,2024,63
2.0,9:15,1.0,20.0,MIA 39,3.0,0.0,Mason Rudolph pass incomplete short left intended for DeAndre Hopkins,2.98,1.75,4.0,2024,63
2.0,9:09,2.0,20.0,MIA 39,3.0,0.0,Mason Rudolph pass incomplete short left intended for Calvin Ridley,1.75,1.09,4.0,2024,63
2.0,9:05,3.0,20.0,MIA 39,3.0,0.0,Mason Rudolph pass complete short right to Calvin Ridley for 5 yards (tackle by Storm Duck),1.09,1.06,4.0,2024,63
2.0,8:26,4.0,15.0,MIA 34,6.0,0.0,Nick Folk 52 yard field goal good,1.06,3.0,4.0,2024,63
2.0,8:20,,,TEN 35,6.0,0.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,63
2.0,8:20,1.0,10.0,MIA 30,6.0,0.0,"Jaylen Wright right end for no gain (tackle by L'Jarius Sneed and Harold Landry). Penalty on L'Jarius Sneed: Taunting / Defense, 15 yards (accepted)",0.94,1.93,4.0,2024,63
2.0,8:09,1.0,10.0,MIA 45,6.0,0.0,Jaylen Wright right end for 7 yards (tackle by Amani Hooker),1.93,2.33,4.0,2024,63
2.0,7:31,2.0,3.0,TEN 48,6.0,0.0,Jaylen Wright up the middle for 3 yards (tackle by James Lynch and Ernest Jones),2.33,2.59,4.0,2024,63
2.0,6:53,1.0,10.0,TEN 45,6.0,0.0,Tyler Huntley pass incomplete short right intended for Jaylen Wright,2.59,2.04,4.0,2024,63
2.0,6:46,2.0,10.0,TEN 45,6.0,0.0,"Jaylen Wright left end for -1 yards (tackle by Arden Key). Penalty on Jaylen Waddle: Illegal Shift, 5 yards (declined)",2.04,1.22,4.0,2024,63
2.0,6:32,3.0,11.0,TEN 46,6.0,0.0,Tyler Huntley left guard for 12 yards (tackle by Quandre Diggs),1.22,3.31,4.0,2024,63
2.0,5:54,1.0,10.0,TEN 34,6.0,0.0,Tyler Huntley pass incomplete deep left intended for Tyreek Hill (defended by Amani Hooker),3.31,2.77,4.0,2024,63
2.0,5:43,2.0,10.0,TEN 34,6.0,0.0,Tyler Huntley pass complete short left to De'Von Achane for 4 yards (tackle by Kenneth Murray and James Lynch),2.77,2.61,4.0,2024,63
2.0,5:02,3.0,6.0,TEN 30,6.0,0.0,Tyler Huntley pass complete short left to Jaylen Waddle for 4 yards (tackle by Jarvis Brownlee),2.61,1.86,4.0,2024,63
2.0,4:18,4.0,2.0,TEN 26,6.0,3.0,Jason Sanders 44 yard field goal good,1.86,3.0,4.0,2024,63
2.0,4:13,,,MIA 35,6.0,3.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,63
2.0,4:13,1.0,10.0,TEN 30,6.0,3.0,Mason Rudolph pass complete short left to Tony Pollard for 16 yards (tackle by Jevon Holland and Anthony Walker),0.94,1.99,4.0,2024,63
2.0,3:34,1.0,10.0,TEN 46,6.0,3.0,Tony Pollard left guard for 1 yard (tackle by Jevon Holland),1.99,1.59,4.0,2024,63
2.0,2:59,2.0,9.0,TEN 47,6.0,3.0,Tony Pollard up the middle for 7 yards (tackle by Jordyn Brooks),1.59,1.82,4.0,2024,63
2.0,2:17,,,,,,Timeout #1 by Tennessee Titans,,,4.0,2024,63
2.0,2:17,3.0,2.0,MIA 46,6.0,3.0,Mason Rudolph pass incomplete short right intended for Calvin Ridley (defended by Jaelan Phillips),1.82,0.2,4.0,2024,63
2.0,2:15,4.0,2.0,MIA 46,6.0,3.0,"Ryan Stonehouse punts 46 yards, touchback.",0.2,-0.28,4.0,2024,63
2.0,2:08,1.0,10.0,MIA 20,6.0,3.0,Tyler Huntley pass incomplete deep left intended for Tyreek Hill,0.28,-0.27,4.0,2024,63
2.0,2:02,,,,,,Timeout #1 by Miami Dolphins,,,4.0,2024,63
2.0,2:02,2.0,10.0,MIA 20,6.0,3.0,Tyler Huntley up the middle for 1 yard (tackle by Harold Landry and T'Vondre Sweat),-0.27,-0.82,4.0,2024,63
2.0,1:59,3.0,9.0,MIA 21,6.0,3.0,Tyler Huntley pass complete short left to De'Von Achane for 5 yards (tackle by Ernest Jones),-0.82,-1.63,4.0,2024,63
2.0,1:53,,,,,,Timeout #2 by Tennessee Titans,,,4.0,2024,63
2.0,1:53,4.0,4.0,MIA 26,6.0,3.0,"Jake Bailey punts 57 yards, returned by Jha'Quan Jackson for 17 yards (tackle by Blake Ferguson and Anthony Walker)",-1.63,-1.2,4.0,2024,63
2.0,1:40,1.0,10.0,TEN 34,6.0,3.0,Mason Rudolph pass complete short left to DeAndre Hopkins for 15 yards,1.2,2.19,4.0,2024,63
2.0,1:33,1.0,10.0,TEN 49,6.0,3.0,Mason Rudolph pass complete short middle to Tony Pollard for 4 yards (tackle by Duke Riley),2.19,2.19,4.0,2024,63
2.0,1:15,2.0,6.0,MIA 47,6.0,3.0,Mason Rudolph pass incomplete short right,2.19,1.49,4.0,2024,63
2.0,1:09,3.0,6.0,MIA 47,6.0,3.0,"Mason Rudolph pass complete short left to Chigoziem Okonkwo for 3 yards (tackle by Jordyn Brooks) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Mason Rudolph pass incomplete short left intended for Chigoziem Okonkwo (defended by Jordyn Brooks)",1.49,0.13,4.0,2024,63
2.0,0:57,4.0,6.0,MIA 47,6.0,3.0,"Ryan Stonehouse punts 21 yards, recovered by Nick Westbrook-Ikhine at MIA-26 Replay Assistant challenged the kick touched ruling, and the original play was overturned. Ryan Stonehouse punts 22 yards downed by Mike Brown",0.13,-0.61,4.0,2024,63
2.0,0:57,1.0,10.0,MIA 25,6.0,3.0,Tyler Huntley pass complete short right to De'Von Achane for 5 yards (tackle by Kenneth Murray),0.61,0.74,4.0,2024,63
2.0,0:54,2.0,5.0,MIA 30,6.0,3.0,Tyler Huntley pass complete short left to Tyreek Hill for 2 yards (tackle by Quandre Diggs),0.74,0.3,4.0,2024,63
2.0,0:36,3.0,3.0,MIA 32,6.0,3.0,"Tyler Huntley aborted snap, recovered by Tyler Huntley at MIA-16 Tyler Huntley up the middle for no gain. Penalty on Tyreek Hill: Illegal Shift, 5 yards (accepted) (no play)",0.3,-0.36,4.0,2024,63
2.0,0:27,3.0,8.0,MIA 27,6.0,3.0,Jaylen Wright up the middle for -1 yards (tackle by Kenneth Murray and T'Vondre Sweat),-0.36,-1.63,4.0,2024,63
2.0,0:22,,,,,,Timeout #3 by Tennessee Titans,,,4.0,2024,63
2.0,0:22,4.0,9.0,MIA 26,6.0,3.0,Jake Bailey punts 30 yards out of bounds,-1.63,-1.86,4.0,2024,63
2.0,0:16,1.0,10.0,TEN 44,6.0,3.0,Mason Rudolph pass complete deep middle to Tyler Boyd for 27 yards (tackle by Kader Kohou),1.86,3.64,4.0,2024,63
2.0,0:03,1.0,10.0,MIA 29,6.0,3.0,Mason Rudolph spiked the ball,3.64,3.1,4.0,2024,63
2.0,0:01,2.0,10.0,MIA 29,9.0,3.0,Nick Folk 47 yard field goal good,3.1,3.0,4.0,2024,63
3.0,15:00,,,TEN 35,9.0,3.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,63
3.0,15:00,1.0,10.0,MIA 30,9.0,3.0,De'Von Achane right end for 1 yard (tackle by Kenneth Murray and Sebastian Joseph-Day),0.94,0.53,4.0,2024,63
3.0,14:22,2.0,9.0,MIA 31,9.0,3.0,Tyler Huntley pass incomplete short left intended for Jaylen Waddle,0.53,-0.16,4.0,2024,63
3.0,14:16,3.0,9.0,MIA 31,9.0,3.0,Tyler Huntley pass incomplete short right intended for Jonnu Smith,-0.16,-1.31,4.0,2024,63
3.0,14:10,4.0,9.0,MIA 31,9.0,3.0,"Jake Bailey punts 53 yards, returned by Jha'Quan Jackson for 8 yards (tackle by Siran Neal and Duke Riley). Penalty on Tre Avery: Offensive Holding, 10 yards (accepted)",-1.31,0.28,4.0,2024,63
3.0,13:57,1.0,10.0,TEN 14,9.0,3.0,Tony Pollard right guard for 5 yards (tackle by Jaelan Phillips),-0.28,-0.04,4.0,2024,63
3.0,13:18,2.0,5.0,TEN 19,9.0,3.0,Tony Pollard right guard for no gain (tackle by Zach Sieler and Jordyn Brooks),-0.04,-0.8,4.0,2024,63
3.0,12:31,3.0,5.0,TEN 19,9.0,3.0,Mason Rudolph sacked by Jordyn Brooks for -8 yards,-0.8,-2.49,4.0,2024,63
3.0,11:55,4.0,13.0,TEN 11,9.0,3.0,"Ryan Stonehouse punts 64 yards, returned by Braxton Berrios for 27 yards (tackle by Morgan Cox)",-2.49,-2.39,4.0,2024,63
3.0,11:40,1.0,10.0,TEN 48,9.0,3.0,"De'Von Achane right end for 3 yards (tackle by Sebastian Joseph-Day). Penalty on T'Vondre Sweat: Defensive Holding, 5 yards (accepted)",2.39,2.92,4.0,2024,63
3.0,11:21,1.0,10.0,TEN 40,9.0,3.0,De'Von Achane left end for -4 yards (tackle by T'Vondre Sweat),2.92,1.83,4.0,2024,63
3.0,10:41,2.0,14.0,TEN 44,9.0,3.0,Tyreek Hill right end for 3 yards (tackle by Roger McCreary),1.83,1.55,4.0,2024,63
3.0,10:02,3.0,11.0,TEN 41,9.0,3.0,Tyler Huntley left tackle for 3 yards (tackle by Jarvis Brownlee and Sebastian Joseph-Day),1.55,0.72,4.0,2024,63
3.0,9:07,4.0,8.0,TEN 38,9.0,6.0,Jason Sanders 56 yard field goal good,0.72,3.0,4.0,2024,63
3.0,9:02,,,MIA 35,9.0,6.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,63
3.0,9:02,1.0,10.0,TEN 30,9.0,6.0,Mason Rudolph pass complete short left to Tyjae Spears for 5 yards (tackle by Jordyn Brooks),0.94,1.07,4.0,2024,63
3.0,8:21,2.0,5.0,TEN 35,9.0,6.0,Tyjae Spears right tackle for 1 yard (tackle by Anthony Walker and Da'Shawn Hand),1.07,0.5,4.0,2024,63
3.0,7:38,3.0,4.0,TEN 36,9.0,6.0,"Mason Rudolph pass incomplete deep left intended for DeAndre Hopkins. Penalty on Kader Kohou: Defensive Pass Interference, 15 yards (accepted) (no play)",0.5,2.32,4.0,2024,63
3.0,7:32,1.0,10.0,MIA 49,9.0,6.0,Tyjae Spears left tackle for 1 yard (tackle by Emmanuel Ogbah),2.32,1.92,4.0,2024,63
3.0,6:53,2.0,9.0,MIA 48,9.0,6.0,Tony Pollard left tackle for 41 yards (tackle by Jevon Holland),1.92,5.6,4.0,2024,63
3.0,6:04,,,,,,Timeout #1 by Tennessee Titans,,,4.0,2024,63
3.0,6:04,1.0,7.0,MIA 7,15.0,6.0,"Tyjae Spears right tackle for 7 yards, touchdown",5.6,7.0,4.0,2024,63
3.0,6:00,,,MIA 15,16.0,6.0,Nick Folk kicks extra point good,0.0,0.0,4.0,2024,63
3.0,6:00,,,TEN 35,16.0,6.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,63
3.0,6:00,1.0,10.0,MIA 30,16.0,6.0,Tyler Huntley sacked by Sebastian Joseph-Day for -10 yards,0.94,-0.96,4.0,2024,63
3.0,5:18,2.0,20.0,MIA 20,16.0,6.0,Tyler Huntley pass complete short right to Tyreek Hill for 3 yards (tackle by L'Jarius Sneed),-0.96,-1.22,4.0,2024,63
3.0,4:43,3.0,17.0,MIA 23,16.0,6.0,Tyler Huntley pass incomplete deep right intended for Tyreek Hill,-1.22,-1.83,4.0,2024,63
3.0,4:33,4.0,17.0,MIA 23,16.0,6.0,"Jake Bailey punts 51 yards, returned by Jha'Quan Jackson for 15 yards (tackle by Duke Riley and Elijah Campbell). Penalty on Siran Neal: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",-1.83,-2.65,4.0,2024,63
3.0,4:20,1.0,10.0,MIA 44,16.0,6.0,Tony Pollard right end for 4 yards (tackle by Jordyn Brooks),2.65,2.65,4.0,2024,63
3.0,3:42,2.0,6.0,MIA 40,16.0,6.0,Tony Pollard up the middle for 10 yards (tackle by Duke Riley),2.65,3.58,4.0,2024,63
3.0,3:02,1.0,10.0,MIA 30,16.0,6.0,Tony Pollard up the middle for 2 yards (tackle by Calais Campbell),3.58,3.3,4.0,2024,63
3.0,2:17,2.0,8.0,MIA 28,16.0,6.0,Tyjae Spears left tackle for -3 yards (tackle by Jalen Ramsey),3.3,2.21,4.0,2024,63
3.0,1:31,3.0,11.0,MIA 31,16.0,6.0,"Penalty on Nicholas Petit-Frere: False Start, 4 yards (accepted) (no play)",2.21,1.68,4.0,2024,63
3.0,1:19,3.0,15.0,MIA 35,16.0,6.0,Tyjae Spears up the middle for 2 yards (tackle by Jordyn Brooks and Chop Robinson),1.68,1.15,4.0,2024,63
3.0,0:41,4.0,13.0,MIA 33,19.0,6.0,Nick Folk 51 yard field goal good,1.15,3.0,4.0,2024,63
3.0,0:36,,,TEN 35,19.0,6.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,63
3.0,0:36,1.0,10.0,MIA 30,19.0,6.0,Jaylen Wright right end for no gain (tackle by James Lynch and Kenneth Murray),0.94,0.39,4.0,2024,63
3.0,0:09,2.0,10.0,MIA 30,19.0,6.0,Tyler Huntley pass complete short right to Malik Washington for 8 yards (tackle by Kenneth Murray),0.39,0.76,4.0,2024,63
4.0,15:00,3.0,2.0,MIA 38,19.0,6.0,"Tyler Huntley scrambles left tackle for 1 yard (tackle by T'Vondre Sweat) MIA challenged the short of the line to gain ruling, and the play was upheld.",0.76,-0.78,4.0,2024,63
4.0,14:10,4.0,1.0,MIA 39,19.0,6.0,De'Von Achane right tackle for -1 yards (tackle by Ernest Jones and James Lynch),-0.78,-3.05,4.0,2024,63
4.0,14:08,1.0,10.0,MIA 38,19.0,6.0,Mason Rudolph pass incomplete short right,3.05,2.51,4.0,2024,63
4.0,14:04,2.0,10.0,MIA 38,19.0,6.0,"Tyjae Spears right end for 1 yard (tackle by Emmanuel Ogbah). Penalty on Emmanuel Ogbah: Face Mask (15 Yards), 15 yards (accepted)",2.51,4.11,4.0,2024,63
4.0,13:55,1.0,10.0,MIA 22,19.0,6.0,Tyjae Spears right tackle for 2 yards (tackle by Benito Jones and Jordyn Brooks),4.11,3.83,4.0,2024,63
4.0,13:12,2.0,8.0,MIA 20,19.0,6.0,Calvin Ridley left end for 10 yards (tackle by Marcus Maye),3.83,4.91,4.0,2024,63
4.0,12:25,1.0,10.0,MIA 10,19.0,6.0,Tyjae Spears right tackle for no gain (tackle by Benito Jones and Quinton Bell),4.91,4.19,4.0,2024,63
4.0,11:40,2.0,10.0,MIA 10,19.0,6.0,Tony Pollard up the middle for -1 yards (tackle by Quinton Bell),4.19,3.12,4.0,2024,63
4.0,10:57,3.0,11.0,MIA 11,19.0,6.0,Mason Rudolph pass incomplete short right intended for Chigoziem Okonkwo (defended by Storm Duck),3.12,2.7,4.0,2024,63
4.0,10:49,4.0,11.0,MIA 11,22.0,6.0,Nick Folk 29 yard field goal good,2.7,3.0,4.0,2024,63
4.0,10:45,,,TEN 35,22.0,6.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,63
4.0,10:45,1.0,10.0,MIA 30,22.0,6.0,Tyler Huntley pass complete deep middle to Tyreek Hill for 17 yards (tackle by L'Jarius Sneed),0.94,2.06,4.0,2024,63
4.0,10:00,1.0,10.0,MIA 47,22.0,6.0,Jaylen Wright up the middle for 20 yards (tackle by Kenneth Murray),2.06,3.38,4.0,2024,63
4.0,9:35,1.0,10.0,TEN 33,22.0,6.0,Tyler Huntley pass incomplete short right intended for Jaylen Waddle,3.38,2.84,4.0,2024,63
4.0,9:30,2.0,10.0,TEN 33,22.0,6.0,"Tyler Huntley pass complete deep middle to Tyreek Hill for no gain (tackle by Quandre Diggs). Penalty on Tyreek Hill: Illegal Shift, 5 yards (accepted) (no play)",2.84,2.16,4.0,2024,63
4.0,9:05,2.0,15.0,TEN 38,22.0,6.0,"Tyler Huntley pass complete short right to Jaylen Wright for no gain (tackle by Harold Landry). Penalty on Jaylen Waddle: Illegal Shift, 5 yards (accepted) (no play)",2.16,1.49,4.0,2024,63
4.0,8:39,2.0,20.0,TEN 43,22.0,6.0,Tyler Huntley scrambles left tackle for 20 yards (tackle by Kenneth Murray),1.49,4.04,4.0,2024,63
4.0,7:51,1.0,10.0,TEN 23,22.0,6.0,Jaylen Wright left guard for 6 yards (tackle by Jarvis Brownlee),4.04,4.29,4.0,2024,63
4.0,7:20,2.0,5.0,TEN 17,22.0,6.0,Tyler Huntley pass complete short right to Jaylen Waddle for no gain (tackle by Darrell Baker),4.29,3.56,4.0,2024,63
4.0,6:38,3.0,5.0,TEN 17,22.0,6.0,Jaylen Wright left end for -2 yards (tackle by T'Vondre Sweat),3.56,2.18,4.0,2024,63
4.0,5:46,4.0,7.0,TEN 19,22.0,6.0,"Tyler Huntley scrambles right end for no gain (tackle by Harold Landry). Penalty on Tanner Conner: Illegal Shift, 5 yards (accepted) (no play)",2.18,1.87,4.0,2024,63
4.0,5:26,4.0,12.0,TEN 24,22.0,6.0,Tyler Huntley pass complete short right to Jaylen Waddle for 18 yards (tackle by Darrell Baker),1.87,5.83,4.0,2024,63
4.0,4:51,1.0,6.0,TEN 6,22.0,6.0,De'Von Achane right tackle for 5 yards (tackle by Amani Hooker and Darrell Baker),5.83,5.91,4.0,2024,63
4.0,4:20,2.0,1.0,TEN 1,22.0,6.0,De'Von Achane left guard for no gain (tackle by Amani Hooker),5.91,5.17,4.0,2024,63
4.0,3:40,3.0,1.0,TEN 1,22.0,12.0,"Tyler Huntley right tackle for 1 yard, touchdown",5.17,7.0,4.0,2024,63
4.0,3:36,,,TEN 2,22.0,12.0,Two Point Attempt: Tyler Huntley pass complete to . Interception by Quandre Diggs,1.0,-1.0,4.0,2024,63
4.0,3:36,,,MIA 35,22.0,12.0,"Jason Sanders kicks onside 10 yards, returned by Tyler Boyd for no gain",0.0,2.59,4.0,2024,63
4.0,3:35,1.0,10.0,MIA 45,22.0,12.0,Tony Pollard left end for 1 yard (tackle by Quinton Bell and Jalen Ramsey),2.59,2.18,4.0,2024,63
4.0,2:54,2.0,9.0,MIA 44,22.0,12.0,Tony Pollard right tackle for 1 yard (tackle by Emmanuel Ogbah and Zach Sieler),2.18,1.62,4.0,2024,63
4.0,2:47,,,,,,Timeout #2 by Miami Dolphins,,,4.0,2024,63
4.0,2:47,3.0,8.0,MIA 43,22.0,12.0,Tony Pollard left guard for no gain (tackle by Marcus Maye and Anthony Walker),1.62,0.4,4.0,2024,63
4.0,2:42,,,,,,Timeout #3 by Miami Dolphins,,,4.0,2024,63
4.0,2:42,4.0,8.0,MIA 43,22.0,12.0,Ryan Stonehouse punts 35 yards,0.4,0.38,4.0,2024,63
4.0,2:33,1.0,10.0,MIA 8,24.0,12.0,"Tyler Huntley pass incomplete short right. Penalty on Tyler Huntley: Intentional Grounding, 8 yards (accepted)",-0.38,-2.0,4.0,2024,63
4.0,2:27,,,MIA 20,24.0,12.0,"Jake Bailey kicks onside no gain,. Penalty on Jake Bailey: Kickoff Short of Landing Zone, 10 yards (accepted)",0.0,4.91,4.0,2024,63
4.0,2:27,1.0,10.0,MIA 10,24.0,12.0,Tony Pollard right end for 7 yards (tackle by Brandon Pili and Marcus Maye),4.91,5.53,4.0,2024,63
4.0,2:00,2.0,3.0,MIA 3,24.0,12.0,Tony Pollard up the middle for no gain (tackle by Benito Jones),5.53,4.72,4.0,2024,63
4.0,1:17,3.0,3.0,MIA 3,24.0,12.0,Tony Pollard left end for -1 yards (tackle by Da'Shawn Hand and Marcus Maye),4.72,3.03,4.0,2024,63
4.0,0:30,,,,,,Timeout #2 by Tennessee Titans,,,4.0,2024,63
4.0,0:30,4.0,4.0,MIA 4,30.0,12.0,"Tony Pollard right end for 4 yards, touchdown",3.03,7.0,4.0,2024,63
4.0,0:24,,,MIA 15,31.0,12.0,Nick Folk kicks extra point good,0.0,0.0,4.0,2024,63
4.0,0:24,,,TEN 35,31.0,12.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,63
