Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA,week,year,game_id
1.0,11:53,1.0,10.0,GNB 30,7.0,0.0,Josh Jacobs right guard for 8 yards (tackle by Blake Cashman and Harrison Phillips),0.94,1.47,4.0,2024,55
1.0,11:13,2.0,2.0,GNB 38,7.0,0.0,Jordan Love pass complete short left to Luke Musgrave for 4 yards (tackle by Byron Murphy and Blake Cashman),1.47,1.73,4.0,2024,55
1.0,10:35,1.0,10.0,GNB 42,7.0,0.0,Emanuel Wilson left tackle for 3 yards (tackle by Harrison Phillips),1.73,1.59,4.0,2024,55
1.0,9:58,2.0,7.0,GNB 45,7.0,0.0,Josh Jacobs left guard for 13 yards (tackle by Harrison Smith and Byron Murphy),1.59,2.79,4.0,2024,55
1.0,9:19,1.0,10.0,MIN 42,7.0,0.0,Jayden Reed right end for 2 yards (tackle by Blake Cashman and Jonathan Bullard),2.79,2.51,4.0,2024,55
1.0,8:42,2.0,8.0,MIN 40,7.0,0.0,Jordan Love pass complete short middle to Jayden Reed for 24 yards (tackle by Harrison Smith),2.51,4.51,4.0,2024,55
1.0,7:58,1.0,10.0,MIN 16,7.0,0.0,Jordan Love pass complete short left to Tucker Kraft for 1 yard (tackle by Andrew Van Ginkel),4.51,4.05,4.0,2024,55
1.0,7:16,2.0,9.0,MIN 15,7.0,0.0,Josh Jacobs left tackle for 1 yard (tackle by Jonathan Greenard and Jerry Tillery),4.05,3.37,4.0,2024,55
1.0,6:56,,,,,,Timeout #1 by Minnesota Vikings,,,4.0,2024,55
1.0,6:56,3.0,8.0,MIN 14,7.0,0.0,"Penalty on Elgton Jenkins: False Start, 5 yards (accepted) (no play)",3.37,2.85,4.0,2024,55
1.0,6:56,3.0,13.0,MIN 19,7.0,0.0,Jordan Love pass incomplete short middle intended for Dontayvion Wicks,2.85,2.18,4.0,2024,55
1.0,6:52,4.0,13.0,MIN 19,7.0,0.0,Brayden Narveson 37 yard field goal no good,2.18,-0.74,4.0,2024,55
1.0,6:47,1.0,10.0,MIN 27,7.0,0.0,"Aaron Jones up the middle for 17 yards (tackle by Eric Stokes and Xavier McKinney). Penalty on Edgerrin Cooper: Face Mask (15 Yards), 15 yards (accepted)",0.74,2.85,4.0,2024,55
1.0,6:26,1.0,10.0,GNB 41,7.0,0.0,Aaron Jones right tackle for 1 yard (tackle by Edgerrin Cooper),2.85,2.44,4.0,2024,55
1.0,5:46,2.0,9.0,GNB 40,7.0,0.0,"Sam Darnold pass complete short left to Jordan Addison for no gain (tackle by Eric Stokes). Penalty on Devonte Wyatt: Defensive Offside, 5 yards (accepted) (no play)",2.44,3.12,4.0,2024,55
1.0,5:30,2.0,4.0,GNB 35,7.0,0.0,Aaron Jones up the middle for 3 yards (tackle by Isaiah McDuffie and Keisean Nixon),3.12,2.81,4.0,2024,55
1.0,4:47,3.0,1.0,GNB 32,7.0,0.0,Sam Darnold scrambles left end for 9 yards (tackle by Javon Bullard),2.81,4.04,4.0,2024,55
1.0,4:03,1.0,10.0,GNB 23,7.0,0.0,"Penalty on Sam Darnold: Delay of Game, 5 yards (accepted) (no play)",4.04,3.71,4.0,2024,55
1.0,3:49,1.0,15.0,GNB 28,7.0,0.0,Sam Darnold pass complete short left to Justin Jefferson for 5 yards (tackle by Isaiah McDuffie),3.71,3.5,4.0,2024,55
1.0,3:12,2.0,10.0,GNB 23,7.0,0.0,Sam Darnold pass complete short left to Ty Chandler for 8 yards (tackle by Lukas Van Ness),3.5,4.05,4.0,2024,55
1.0,2:29,3.0,2.0,GNB 15,7.0,0.0,"Sam Darnold pass incomplete short left intended for Justin Jefferson. Penalty on Eric Stokes: Defensive Pass Interference, 12 yards (accepted) (no play)",4.05,6.51,4.0,2024,55
1.0,2:26,1.0,3.0,GNB 3,7.0,0.0,"Sam Darnold pass incomplete short middle intended for Justin Jefferson. Penalty on Keisean Nixon: Defensive Holding, 2 yards (accepted) (no play)",6.51,6.97,4.0,2024,55
1.0,2:19,1.0,1.0,GNB 1,7.0,0.0,Aaron Jones left end for -1 yards (tackle by Devonte Wyatt and Karl Brooks),6.97,5.72,4.0,2024,55
1.0,1:41,2.0,2.0,GNB 2,13.0,0.0,"Sam Darnold pass complete short left to Josh Oliver for 2 yards, touchdown",5.72,7.0,4.0,2024,55
1.0,1:37,,,GNB 15,14.0,0.0,Will Reichard kicks extra point good,0.0,0.0,4.0,2024,55
1.0,1:37,,,MIN 35,14.0,0.0,"Will Reichard kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,55
1.0,1:37,1.0,10.0,GNB 30,14.0,0.0,Josh Jacobs left end for -2 yards (tackle by Blake Cashman),0.94,0.12,4.0,2024,55
1.0,1:02,2.0,12.0,GNB 28,14.0,0.0,Jordan Love pass complete short middle to Luke Musgrave for 5 yards (tackle by Andrew Van Ginkel and Kamu Grugier-Hill),0.12,0.1,4.0,2024,55
1.0,0:23,3.0,7.0,GNB 33,14.0,0.0,Jordan Love pass short middle intended for Christian Watson is intercepted by Kamu Grugier-Hill at GB-46 and returned for no gain (tackle by Christian Watson),0.1,-2.52,4.0,2024,55
1.0,0:20,1.0,10.0,GNB 46,14.0,0.0,Sam Darnold pass complete short left to Johnny Mundt for 9 yards (tackle by Edgerrin Cooper),2.52,3.19,4.0,2024,55
2.0,15:00,2.0,1.0,GNB 37,14.0,0.0,Aaron Jones up the middle for 3 yards (tackle by Quay Walker),3.19,3.31,4.0,2024,55
2.0,14:35,1.0,10.0,GNB 34,14.0,0.0,Sam Darnold pass complete short right to Trent Sherfield for 8 yards (tackle by Keisean Nixon),3.31,3.85,4.0,2024,55
2.0,14:03,2.0,2.0,GNB 26,14.0,0.0,Aaron Jones left end for 4 yards (tackle by Devonte Wyatt and Preston Smith),3.85,4.11,4.0,2024,55
2.0,13:25,1.0,10.0,GNB 22,14.0,0.0,Aaron Jones right guard for 3 yards (tackle by Kenny Clark and Eric Wilson),4.11,3.97,4.0,2024,55
2.0,12:44,2.0,7.0,GNB 19,14.0,0.0,Sam Darnold pass complete short right to Aaron Jones for 12 yards (tackle by Quay Walker),3.97,5.6,4.0,2024,55
2.0,11:54,,,,,,Timeout #2 by Minnesota Vikings,,,4.0,2024,55
2.0,11:54,1.0,7.0,GNB 7,20.0,0.0,"Jordan Addison right end for 7 yards, touchdown",5.6,7.0,4.0,2024,55
2.0,11:50,,,GNB 15,21.0,0.0,Will Reichard kicks extra point good,0.0,0.0,4.0,2024,55
2.0,11:50,,,MIN 35,21.0,0.0,"Will Reichard kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,55
2.0,11:50,1.0,10.0,GNB 30,21.0,0.0,Jordan Love pass complete deep middle to Romeo Doubs for 20 yards (tackle by Byron Murphy),0.94,2.26,4.0,2024,55
2.0,11:13,1.0,10.0,GNB 50,21.0,0.0,Emanuel Wilson up the middle for -1 yards (tackle by Jerry Tillery and Harrison Phillips),2.26,1.58,4.0,2024,55
2.0,10:32,2.0,11.0,GNB 49,21.0,0.0,Jordan Love pass complete short right to Jayden Reed for 8 yards (tackle by Blake Cashman),1.58,1.95,4.0,2024,55
2.0,9:53,3.0,3.0,MIN 43,21.0,0.0,"Jordan Love pass incomplete deep right intended for Jayden Reed. Penalty on Josh Metellus: Defensive Pass Interference, 20 yards (accepted) (no play)",1.95,4.04,4.0,2024,55
2.0,9:44,1.0,10.0,MIN 23,21.0,0.0,Emanuel Wilson left guard for 2 yards (tackle by Harrison Phillips and Patrick Jones),4.04,3.77,4.0,2024,55
2.0,9:03,2.0,8.0,MIN 21,21.0,0.0,Jordan Love sacked by Patrick Jones for -10 yards,3.77,1.75,4.0,2024,55
2.0,8:15,3.0,18.0,MIN 31,21.0,0.0,Jordan Love pass incomplete deep left intended for Tucker Kraft (defended by Camryn Bynum),1.75,1.32,4.0,2024,55
2.0,8:09,4.0,18.0,MIN 31,21.0,0.0,Brayden Narveson 49 yard field goal no good,1.32,-1.53,4.0,2024,55
2.0,8:04,1.0,10.0,MIN 39,21.0,0.0,Sam Darnold pass incomplete short middle intended for Jordan Addison,1.53,0.99,4.0,2024,55
2.0,7:58,2.0,10.0,MIN 39,21.0,0.0,Ty Chandler right tackle for 2 yards (tackle by Karl Brooks),0.99,0.56,4.0,2024,55
2.0,7:16,3.0,8.0,MIN 41,21.0,0.0,Sam Darnold pass incomplete deep left intended for Brandon Powell,0.56,-0.65,4.0,2024,55
2.0,7:09,4.0,8.0,MIN 41,21.0,0.0,Ryan Wright punts 53 yards downed by Akayleb Evans,-0.65,0.38,4.0,2024,55
2.0,7:01,1.0,10.0,GNB 6,21.0,0.0,Josh Jacobs right guard for 6 yards (tackle by Jonathan Bullard and Harrison Phillips),-0.38,-0.34,4.0,2024,55
2.0,6:42,2.0,4.0,GNB 12,21.0,0.0,Jordan Love pass complete short left to Romeo Doubs for 7 yards (tackle by Shaquill Griffin),-0.34,0.15,4.0,2024,55
2.0,6:09,1.0,10.0,GNB 19,21.0,0.0,Jordan Love pass short middle intended for Romeo Doubs is intercepted by Shaquill Griffin at GB-32 and returned for 28 yards (tackle by Elgton Jenkins and Josh Myers),0.15,-6.28,4.0,2024,55
2.0,5:55,1.0,4.0,GNB 4,21.0,0.0,"Aaron Jones up the middle for no gain (tackle by Evan Williams and Keisean Nixon). Penalty on Brian O'Neill: Offensive Holding, 10 yards (accepted) (no play)",6.28,4.44,4.0,2024,55
2.0,5:32,1.0,14.0,GNB 14,27.0,0.0,"Sam Darnold pass complete short right to Justin Jefferson for 14 yards, touchdown",4.44,7.0,4.0,2024,55
2.0,5:28,,,GNB 15,28.0,0.0,Will Reichard kicks extra point good,0.0,0.0,4.0,2024,55
2.0,5:28,,,MIN 35,28.0,0.0,"Will Reichard kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,55
2.0,5:28,1.0,10.0,GNB 30,28.0,0.0,Jordan Love pass incomplete short right intended for Tucker Kraft,0.94,0.39,4.0,2024,55
2.0,5:22,2.0,10.0,GNB 30,28.0,0.0,Jordan Love pass incomplete short left intended for Emanuel Wilson (defended by Blake Cashman),0.39,-0.3,4.0,2024,55
2.0,5:18,3.0,10.0,GNB 30,28.0,0.0,Jordan Love pass complete short right to Tucker Kraft for 21 yards (tackle by Camryn Bynum),-0.3,2.32,4.0,2024,55
2.0,4:38,1.0,10.0,MIN 49,28.0,0.0,Emanuel Wilson right guard for 5 yards (tackle by Jonathan Greenard and Harrison Phillips),2.32,2.46,4.0,2024,55
2.0,3:57,2.0,5.0,MIN 44,28.0,0.0,Jordan Love pass complete short right to Luke Musgrave for 4 yards (tackle by Shaquill Griffin),2.46,2.28,4.0,2024,55
2.0,3:16,3.0,1.0,MIN 40,28.0,0.0,"Penalty on Emanuel Wilson: False Start, 5 yards (accepted) (no play)",2.28,1.62,4.0,2024,55
2.0,2:57,3.0,6.0,MIN 45,28.0,0.0,"Jordan Love scrambles up the middle for 6 yards (tackle by Andrew Van Ginkel). Penalty on Jonathan Greenard: Illegal Use of Hands / Defense, 5 yards (accepted)",1.62,3.31,4.0,2024,55
2.0,2:29,1.0,10.0,MIN 34,28.0,0.0,"Jordan Love pass complete deep middle to Romeo Doubs for 17 yards (tackle by Harrison Smith) MIN challenged the pass completion ruling, and the original play was overturned. Jordan Love pass incomplete deep middle intended for Romeo Doubs (defended by Harrison Smith)",3.31,2.77,4.0,2024,55
2.0,2:23,2.0,10.0,MIN 34,28.0,0.0,"Jordan Love pass incomplete deep middle intended for Dontayvion Wicks GNB challenged the pass completion ruling, and the play was upheld.",2.77,2.08,4.0,2024,55
2.0,2:16,3.0,10.0,MIN 34,28.0,0.0,Jordan Love pass incomplete deep left intended for Dontayvion Wicks (defended by Shaquill Griffin),2.08,1.06,4.0,2024,55
2.0,2:11,4.0,10.0,MIN 34,28.0,0.0,Jordan Love pass incomplete deep middle intended for Bo Melton (defended by Byron Murphy),1.06,-1.2,4.0,2024,55
2.0,2:03,1.0,10.0,MIN 34,28.0,0.0,Ty Chandler right guard for 3 yards (tackle by Rashan Gary),1.2,1.06,4.0,2024,55
2.0,2:00,2.0,7.0,MIN 37,28.0,0.0,Sam Darnold pass complete short left to Johnny Mundt for 6 yards (tackle by Keisean Nixon),1.06,1.16,4.0,2024,55
2.0,1:21,3.0,1.0,MIN 43,28.0,0.0,Sam Darnold pass incomplete short middle intended for Brandon Powell,1.16,-0.52,4.0,2024,55
2.0,1:17,,,,,,Timeout #3 by Minnesota Vikings,,,4.0,2024,55
2.0,1:17,4.0,1.0,MIN 43,28.0,0.0,"Ryan Wright punts 41 yards, fair catch by Jayden Reed at GB-16",-0.52,0.14,4.0,2024,55
2.0,1:11,1.0,10.0,GNB 16,28.0,0.0,Jordan Love pass incomplete short middle intended for Romeo Doubs (defended by Camryn Bynum),-0.14,-0.66,4.0,2024,55
2.0,1:07,2.0,10.0,GNB 16,28.0,0.0,Jordan Love pass complete short left to Josh Jacobs for 7 yards (tackle by Camryn Bynum),-0.66,-0.45,4.0,2024,55
2.0,0:58,3.0,3.0,GNB 23,28.0,0.0,Jordan Love pass incomplete deep right intended for Romeo Doubs,-0.45,-1.83,4.0,2024,55
2.0,0:50,4.0,3.0,GNB 23,28.0,0.0,"Daniel Whelan punts 74 yards, recovered by Bo Melton at MIN-3",-1.83,6.51,4.0,2024,55
2.0,0:39,1.0,3.0,MIN 3,28.0,0.0,Jordan Love pass complete short middle to Romeo Doubs for 2 yards (tackle by Byron Murphy),6.51,5.91,4.0,2024,55
2.0,0:28,2.0,1.0,MIN 1,28.0,0.0,"Penalty on GNB: Unsportsmanlike Conduct / Offense, 14 yards (accepted) (no play)",5.91,3.46,4.0,2024,55
2.0,0:20,,,,,,Timeout #2 by Green Bay Packers,,,4.0,2024,55
2.0,0:20,2.0,15.0,MIN 15,28.0,6.0,"Jordan Love pass complete short right to Jayden Reed for 15 yards, touchdown",3.46,7.0,4.0,2024,55
2.0,0:15,,,MIN 15,28.0,7.0,Brayden Narveson kicks extra point good,0.0,0.0,4.0,2024,55
2.0,0:15,,,GNB 35,28.0,7.0,"Brayden Narveson kicks off 60 yards, recovered by Myles Gaskin at MIN-5 (tackle by Zayne Anderson)",0.0,0.28,4.0,2024,55
2.0,0:08,1.0,10.0,MIN 20,28.0,7.0,Sam Darnold kneels for -1 yards,0.28,-0.46,4.0,2024,55
3.0,15:00,,,MIN 35,28.0,7.0,"Will Reichard kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,55
3.0,15:00,1.0,10.0,GNB 30,28.0,7.0,Josh Jacobs left guard for 3 yards (tackle by Jonathan Bullard),0.94,0.8,4.0,2024,55
3.0,14:30,2.0,7.0,GNB 33,28.0,7.0,Jordan Love pass complete short left to Josh Jacobs for 3 yards (tackle by Jonathan Greenard),0.8,0.5,4.0,2024,55
3.0,14:06,3.0,4.0,GNB 36,28.0,7.0,"Jordan Love pass complete short left to Dontayvion Wicks for 11 yards MIN challenged the pass completion ruling, and the original play was overturned. Jordan Love pass incomplete short left intended for Dontayvion Wicks",0.5,-0.98,4.0,2024,55
3.0,14:00,4.0,4.0,GNB 36,28.0,7.0,"Daniel Whelan punts 46 yards, fair catch by Brandon Powell at MIN-18",-0.98,-0.04,4.0,2024,55
3.0,13:53,1.0,10.0,MIN 18,28.0,7.0,Aaron Jones up the middle for no gain (tackle by Kenny Clark),0.04,-0.49,4.0,2024,55
3.0,13:20,2.0,10.0,MIN 18,28.0,7.0,Sam Darnold pass incomplete deep left intended for Justin Jefferson,-0.49,-1.17,4.0,2024,55
3.0,13:10,3.0,10.0,MIN 18,28.0,7.0,Sam Darnold pass complete deep left to Jordan Addison for 25 yards (tackle by Eric Stokes),-1.17,1.8,4.0,2024,55
3.0,12:29,1.0,10.0,MIN 43,28.0,7.0,Aaron Jones left end for 16 yards (tackle by Edgerrin Cooper),1.8,2.85,4.0,2024,55
3.0,11:55,1.0,10.0,GNB 41,28.0,7.0,Sam Darnold scrambles left end for 12 yards (tackle by Eric Stokes),2.85,3.64,4.0,2024,55
3.0,11:15,1.0,10.0,GNB 29,28.0,7.0,Aaron Jones left guard for 9 yards (tackle by Xavier McKinney and Isaiah McDuffie),3.64,4.32,4.0,2024,55
3.0,10:29,2.0,1.0,GNB 20,28.0,7.0,"Sam Darnold pass deep left intended for Aaron Jones is intercepted by Xavier McKinney at GB-2 and returned for no gain Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",4.32,0.38,4.0,2024,55
3.0,10:18,1.0,10.0,GNB 2,28.0,7.0,Josh Jacobs right tackle for 4 yards (tackle by Kamu Grugier-Hill),-0.38,-0.49,4.0,2024,55
3.0,9:39,2.0,6.0,GNB 6,28.0,7.0,Jordan Love pass incomplete short right intended for Josh Jacobs,-0.49,-0.95,4.0,2024,55
3.0,9:32,3.0,6.0,GNB 6,28.0,7.0,Jordan Love pass incomplete short right intended for Dontayvion Wicks,-0.95,-2.49,4.0,2024,55
3.0,9:28,4.0,6.0,GNB 6,28.0,7.0,"Daniel Whelan punts 60 yards, returned by Brandon Powell for 10 yards (tackle by Isaiah McDuffie)",-2.49,-1.86,4.0,2024,55
3.0,9:16,1.0,10.0,MIN 44,28.0,7.0,Aaron Jones right end for 13 yards (tackle by Corey Ballentine and Quay Walker),1.86,2.72,4.0,2024,55
3.0,8:39,1.0,10.0,GNB 43,28.0,7.0,Aaron Jones right end for -2 yards (tackle by Javon Bullard),2.72,1.91,4.0,2024,55
3.0,7:59,2.0,12.0,GNB 45,28.0,7.0,Sam Darnold sacked by Quay Walker for -13 yards,1.91,-0.49,4.0,2024,55
3.0,7:15,3.0,25.0,MIN 42,28.0,7.0,Sam Darnold pass complete short middle to Aaron Jones for 14 yards (tackle by Isaiah McDuffie and Keisean Nixon),-0.49,0.33,4.0,2024,55
3.0,6:37,4.0,11.0,GNB 44,28.0,7.0,"Ryan Wright punts 44 yards, touchback.",0.33,-0.28,4.0,2024,55
3.0,6:28,1.0,10.0,GNB 20,28.0,7.0,Jordan Love pass complete short right to Dontayvion Wicks for 11 yards (tackle by Jonathan Greenard),0.28,1.0,4.0,2024,55
3.0,6:04,1.0,10.0,GNB 31,28.0,7.0,Emanuel Wilson right guard for 8 yards (tackle by Josh Metellus),1.0,1.54,4.0,2024,55
3.0,5:43,2.0,2.0,GNB 39,28.0,7.0,Jordan Love pass complete short right to Dontayvion Wicks for 8 yards (tackle by Byron Murphy),1.54,2.06,4.0,2024,55
3.0,5:21,1.0,10.0,GNB 47,28.0,7.0,Emanuel Wilson up the middle for 2 yards (tackle by Patrick Jones and Blake Cashman),2.06,1.79,4.0,2024,55
3.0,5:01,2.0,8.0,GNB 49,28.0,7.0,Jordan Love pass complete short left to Jayden Reed for 17 yards (tackle by Camryn Bynum),1.79,3.31,4.0,2024,55
3.0,4:18,1.0,10.0,MIN 34,28.0,7.0,"Emanuel Wilson left guard for 2 yards (tackle by Camryn Bynum). Penalty on Tucker Kraft: Offensive Holding, 10 yards (accepted)",3.31,2.79,4.0,2024,55
3.0,3:47,1.0,18.0,MIN 42,28.0,7.0,Jordan Love pass incomplete deep middle intended for Bo Melton (defended by Josh Metellus),2.79,1.69,4.0,2024,55
3.0,3:42,2.0,18.0,MIN 42,28.0,7.0,Jordan Love pass incomplete short right intended for Jayden Reed,1.69,1.03,4.0,2024,55
3.0,3:39,3.0,18.0,MIN 42,28.0,7.0,Jordan Love pass complete short right to Tucker Kraft for 10 yards (tackle by Andrew Van Ginkel and Blake Cashman),1.03,1.24,4.0,2024,55
3.0,3:13,4.0,8.0,MIN 32,28.0,7.0,Jordan Love pass incomplete deep right intended for Dontayvion Wicks (defended by Shaquill Griffin),1.24,-1.14,4.0,2024,55
3.0,3:02,1.0,10.0,MIN 33,28.0,7.0,Aaron Jones right end for 5 yards (tackle by Lukas Van Ness),1.14,1.27,4.0,2024,55
3.0,2:23,2.0,5.0,MIN 38,28.0,7.0,"Penalty on Blake Brandel: False Start, 5 yards (accepted) (no play)",1.27,0.59,4.0,2024,55
3.0,2:09,2.0,10.0,MIN 33,28.0,7.0,Sam Darnold pass complete short left to Justin Jefferson for 9 yards (tackle by Eric Wilson),0.59,1.09,4.0,2024,55
3.0,1:31,3.0,1.0,MIN 42,28.0,7.0,Ty Chandler left end for no gain (tackle by Quay Walker),1.09,-0.59,4.0,2024,55
3.0,0:46,4.0,1.0,MIN 42,28.0,7.0,Ryan Wright punts 47 yards out of bounds,-0.59,0.37,4.0,2024,55
3.0,0:33,1.0,10.0,GNB 11,28.0,7.0,Jordan Love pass complete short left to Jayden Reed for 12 yards (tackle by Blake Cashman and Camryn Bynum),-0.37,0.48,4.0,2024,55
3.0,0:10,1.0,10.0,GNB 23,28.0,7.0,Jordan Love pass complete short middle to Josh Jacobs for 8 yards (tackle by Josh Metellus),0.48,1.01,4.0,2024,55
4.0,15:00,2.0,2.0,GNB 31,28.0,7.0,Jordan Love pass incomplete short right intended for Tucker Kraft,1.01,0.3,4.0,2024,55
4.0,14:55,3.0,2.0,GNB 31,28.0,7.0,Josh Jacobs up the middle for 11 yards (tackle by Harrison Smith and Josh Metellus),0.3,1.73,4.0,2024,55
4.0,14:34,1.0,10.0,GNB 42,28.0,7.0,Jordan Love pass complete short right to Tucker Kraft for 3 yards (tackle by Shaquill Griffin and Harrison Smith),1.73,1.59,4.0,2024,55
4.0,14:04,2.0,7.0,GNB 45,28.0,7.0,Jordan Love pass complete deep right to Bo Melton for 28 yards (tackle by Camryn Bynum),1.59,3.78,4.0,2024,55
4.0,13:40,1.0,10.0,MIN 27,28.0,7.0,Jordan Love pass complete short left to Malik Heath for 3 yards,3.78,3.64,4.0,2024,55
4.0,13:04,2.0,7.0,MIN 24,28.0,7.0,Jordan Love pass complete short right to Malik Heath for 9 yards (tackle by Blake Cashman),3.64,4.58,4.0,2024,55
4.0,12:39,1.0,10.0,MIN 15,28.0,7.0,Jordan Love pass complete short middle to Josh Jacobs for 9 yards (tackle by Blake Cashman),4.58,5.6,4.0,2024,55
4.0,11:54,2.0,1.0,MIN 6,28.0,7.0,Jordan Love pass incomplete short right intended for Josh Jacobs,5.6,4.9,4.0,2024,55
4.0,11:42,3.0,1.0,MIN 6,28.0,13.0,"Jordan Love pass complete short middle to Dontayvion Wicks for 6 yards, touchdown",4.9,7.0,4.0,2024,55
4.0,11:38,,,MIN 15,28.0,14.0,Brayden Narveson kicks extra point good,0.0,0.0,4.0,2024,55
4.0,11:38,,,GNB 35,28.0,14.0,"Brayden Narveson kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,55
4.0,11:38,1.0,10.0,MIN 30,28.0,14.0,Sam Darnold scrambles left end for 2 yards (tackle by Rashan Gary),0.94,0.66,4.0,2024,55
4.0,10:51,2.0,8.0,MIN 32,28.0,14.0,"Sam Darnold sacked by Keisean Nixon for -8 yards. Sam Darnold fumbles (forced by Keisean Nixon), recovered by Edgerrin Cooper at MIN-24 and returned for 4 yards (tackle by Aaron Jones)",0.66,-4.24,4.0,2024,55
4.0,10:43,1.0,10.0,MIN 20,28.0,14.0,Josh Jacobs up the middle for 7 yards (tackle by Josh Metellus and Blake Cashman),4.24,4.83,4.0,2024,55
4.0,10:22,2.0,3.0,MIN 13,28.0,20.0,"Jordan Love pass complete short left to Tucker Kraft for 13 yards, touchdown",4.83,7.0,4.0,2024,55
4.0,10:16,,,MIN 2,28.0,22.0,Two Point Attempt: Jordan Love pass complete to to Tucker Kraft for no gain,1.0,1.0,4.0,2024,55
4.0,10:16,,,GNB 35,28.0,22.0,"Brayden Narveson kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,55
4.0,10:16,1.0,10.0,MIN 30,28.0,22.0,Sam Darnold pass complete deep left to Justin Jefferson for 17 yards (tackle by Keisean Nixon),0.94,2.06,4.0,2024,55
4.0,9:36,1.0,10.0,MIN 47,28.0,22.0,Sam Darnold pass complete short right to Josh Oliver for 8 yards (tackle by Quay Walker and Isaiah McDuffie),2.06,2.6,4.0,2024,55
4.0,8:56,2.0,2.0,GNB 45,28.0,22.0,Sam Darnold pass complete short middle to Justin Jefferson for 27 yards (tackle by Corey Ballentine),2.6,4.37,4.0,2024,55
4.0,8:30,1.0,10.0,GNB 18,28.0,22.0,Sam Darnold pass complete short left to Aaron Jones for 8 yards (tackle by Quay Walker),4.37,5.23,4.0,2024,55
4.0,7:44,2.0,2.0,GNB 10,28.0,22.0,Sam Darnold up the middle for -5 yards (tackle by Edgerrin Cooper),5.23,3.46,4.0,2024,55
4.0,7:07,3.0,7.0,GNB 15,28.0,22.0,Sam Darnold pass incomplete short right,3.46,2.44,4.0,2024,55
4.0,6:53,4.0,7.0,GNB 15,31.0,22.0,Will Reichard 33 yard field goal good,2.44,3.0,4.0,2024,55
4.0,6:50,,,MIN 35,31.0,22.0,"Will Reichard kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,55
4.0,6:50,1.0,10.0,GNB 30,31.0,22.0,Jordan Love pass complete deep right to Dontayvion Wicks for 36 yards (tackle by Byron Murphy),0.94,3.31,4.0,2024,55
4.0,6:20,1.0,10.0,MIN 34,31.0,22.0,Jordan Love pass deep right intended for Dontayvion Wicks is intercepted by Byron Murphy in end zone and returned for no gain,3.31,-0.28,4.0,2024,55
4.0,6:13,1.0,10.0,MIN 20,31.0,22.0,Aaron Jones up the middle for 4 yards (tackle by Lukas Van Ness),0.28,0.27,4.0,2024,55
4.0,5:31,2.0,6.0,MIN 24,31.0,22.0,Aaron Jones right guard for no gain (tackle by Kenny Clark and Preston Smith),0.27,-0.43,4.0,2024,55
4.0,4:48,3.0,6.0,MIN 24,31.0,22.0,Sam Darnold pass incomplete short left intended for Jalen Nailor,-0.43,-1.77,4.0,2024,55
4.0,4:40,4.0,6.0,MIN 24,31.0,22.0,"Ryan Wright punts 40 yards, returned by Keisean Nixon for 1 yard (tackle by Akayleb Evans)",-1.77,-1.4,4.0,2024,55
