Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA,week,year,game_id
1.0,6:21,2.0,7.0,KAN 7,0.0,6.0,"Justin Herbert pass complete short middle to Ladd McConkey for 7 yards, touchdown",4.76,7.0,4.0,2024,61
1.0,6:16,,,KAN 15,0.0,7.0,Cameron Dicker kicks extra point good,0.0,0.0,4.0,2024,61
1.0,6:16,,,LAC 35,0.0,7.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,61
1.0,6:16,1.0,10.0,KAN 30,0.0,7.0,"Patrick Mahomes pass deep left intended for Travis Kelce is intercepted by Kristian Fulton at KC-49 and returned for 29 yards. Kristian Fulton fumbles (forced by Rashee Rice), recovered by Creed Humphrey at KC-20 Replay Assistant challenged the loose ball recovery ruling, and the original play was overturned. Patrick Mahomes pass deep left intended for Travis Kelce is intercepted by Kristian Fulton at KC-49 and returned for 29 yards. Kristian Fulton fumbles (forced by Rashee Rice). Kristian Fulton fumbles out of bounds",0.94,-4.24,4.0,2024,61
1.0,6:06,1.0,10.0,KAN 20,0.0,7.0,"Gus Edwards left end for no gain (tackle by Nick Bolton and Drue Tranquill). Penalty on Sam Mustipher: Chop Block, 15 yards (accepted) (no play)",4.24,3.25,4.0,2024,61
1.0,5:46,1.0,25.0,KAN 35,0.0,7.0,Justin Herbert pass complete short right to Hayden Hurst for 6 yards,3.25,2.48,4.0,2024,61
1.0,5:15,2.0,19.0,KAN 29,0.0,7.0,"Justin Herbert pass incomplete short left intended for J.K. Dobbins. Penalty on Jamaree Salyer: Offensive Holding, 10 yards (accepted) (no play)",2.48,1.13,4.0,2024,61
1.0,5:09,2.0,29.0,KAN 39,0.0,7.0,J.K. Dobbins up the middle for 4 yards (tackle by George Karlaftis),1.13,1.02,4.0,2024,61
1.0,4:37,3.0,25.0,KAN 35,0.0,7.0,J.K. Dobbins left end for 3 yards (tackle by Chamarri Conner and Trent McDuffie),1.02,1.24,4.0,2024,61
1.0,3:58,4.0,22.0,KAN 32,0.0,10.0,Cameron Dicker 50 yard field goal good,1.24,3.0,4.0,2024,61
1.0,3:53,,,LAC 35,0.0,10.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,61
1.0,3:53,1.0,10.0,KAN 30,0.0,10.0,Carson Steele left end for 3 yards (tackle by Asante Samuel),0.94,0.8,4.0,2024,61
1.0,3:20,2.0,7.0,KAN 33,0.0,10.0,Patrick Mahomes pass incomplete short middle intended for Carson Steele (defended by Poona Ford),0.8,0.1,4.0,2024,61
1.0,3:12,3.0,7.0,KAN 33,0.0,10.0,Patrick Mahomes sacked by Bud Dupree for -5 yards,0.1,-1.5,4.0,2024,61
1.0,2:36,4.0,12.0,KAN 28,0.0,10.0,Matt Araiza punts 53 yards downed by Nazeeh Johnson,-1.5,-0.15,4.0,2024,61
1.0,2:25,1.0,10.0,LAC 19,0.0,10.0,Justin Herbert pass complete short left to J.K. Dobbins for 11 yards (tackle by Drue Tranquill),0.15,0.94,4.0,2024,61
1.0,1:44,1.0,10.0,LAC 30,0.0,10.0,"Justin Herbert aborted snap, recovered by Gus Edwards at LAC-24 (tackle by Drue Tranquill)",0.94,-0.42,4.0,2024,61
1.0,1:00,2.0,16.0,LAC 24,0.0,10.0,"Penalty on Trey Pipkins: False Start, 5 yards (accepted) (no play)",-0.42,-1.15,4.0,2024,61
1.0,0:41,2.0,21.0,LAC 19,0.0,10.0,Justin Herbert pass complete short left to Ladd McConkey for 3 yards (tackle by Nick Bolton),-1.15,-1.35,4.0,2024,61
2.0,15:00,3.0,18.0,LAC 22,0.0,10.0,Justin Herbert pass incomplete short right intended for Josh Palmer,-1.35,-1.9,4.0,2024,61
2.0,14:55,4.0,18.0,LAC 22,0.0,10.0,"JK Scott punts 48 yards, returned by Mecole Hardman for 5 yards (tackle by Cam Hart)",-1.9,-1.27,4.0,2024,61
2.0,14:44,1.0,10.0,KAN 35,0.0,10.0,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",1.27,0.94,4.0,2024,61
2.0,14:44,1.0,15.0,KAN 30,0.0,10.0,Kareem Hunt up the middle for 9 yards (tackle by Daiyan Henley and Alohi Gilman),0.94,1.26,4.0,2024,61
2.0,14:09,2.0,6.0,KAN 39,0.0,10.0,Patrick Mahomes pass complete short right to Travis Kelce for 5 yards (tackle by Elijah Molden),1.26,1.22,4.0,2024,61
2.0,13:29,3.0,1.0,KAN 44,0.0,10.0,Patrick Mahomes pass incomplete short right intended for Skyy Moore,1.22,-0.46,4.0,2024,61
2.0,13:25,4.0,1.0,KAN 44,0.0,10.0,"Matt Araiza punts 50 yards, fair catch by Derius Davis at LAC-6",-0.46,0.38,4.0,2024,61
2.0,13:18,1.0,10.0,LAC 6,0.0,10.0,Justin Herbert pass complete short right to Will Dissly for 2 yards (tackle by Leo Chenal),-0.38,-0.63,4.0,2024,61
2.0,12:36,2.0,8.0,LAC 8,0.0,10.0,Justin Herbert pass complete short right to Scott Matlock for 7 yards (tackle by Drue Tranquill),-0.63,-0.37,4.0,2024,61
2.0,12:09,3.0,1.0,LAC 15,0.0,10.0,J.K. Dobbins left guard for no gain (tackle by Jaylen Watson and Drue Tranquill),-0.37,-2.44,4.0,2024,61
2.0,11:35,4.0,1.0,LAC 15,0.0,10.0,"JK Scott punts 50 yards, fair catch by Mecole Hardman at KC-35",-2.44,-1.27,4.0,2024,61
2.0,11:22,1.0,10.0,KAN 35,0.0,10.0,Kareem Hunt left end for 1 yard (tackle by Kristian Fulton and Khalil Mack),1.27,0.86,4.0,2024,61
2.0,10:47,2.0,9.0,KAN 36,0.0,10.0,Patrick Mahomes pass complete short right to Travis Kelce for 8 yards (tackle by Denzel Perryman),0.86,1.22,4.0,2024,61
2.0,10:17,3.0,1.0,KAN 44,0.0,10.0,Kareem Hunt up the middle for 3 yards (tackle by Denzel Perryman and Tuli Tuipulotu),1.22,2.06,4.0,2024,61
2.0,9:43,1.0,10.0,KAN 47,0.0,10.0,Patrick Mahomes pass complete short left to Travis Kelce for 5 yards (tackle by Denzel Perryman),2.06,2.19,4.0,2024,61
2.0,9:13,2.0,5.0,LAC 48,0.0,10.0,Kareem Hunt left guard for 2 yards (tackle by Denzel Perryman and Otito Ogbonnia),2.19,1.75,4.0,2024,61
2.0,8:32,3.0,3.0,LAC 46,0.0,10.0,Samaje Perine left guard for 4 yards (tackle by Morgan Fox),1.75,2.79,4.0,2024,61
2.0,7:59,1.0,10.0,LAC 42,0.0,10.0,Samaje Perine up the middle for 4 yards (tackle by Elijah Molden and Daiyan Henley),2.79,2.78,4.0,2024,61
2.0,7:24,2.0,6.0,LAC 38,0.0,10.0,Patrick Mahomes sacked by Bud Dupree for -3 yards,2.78,1.68,4.0,2024,61
2.0,6:36,3.0,9.0,LAC 41,0.0,10.0,Patrick Mahomes sacked by and Tarheeb Still for -9 yards and Troy Dye for -9 yards,1.68,-0.06,4.0,2024,61
2.0,5:51,4.0,18.0,LAC 50,0.0,10.0,Matt Araiza punts 48 yards downed by Nazeeh Johnson,-0.06,0.38,4.0,2024,61
2.0,5:41,1.0,10.0,LAC 2,0.0,10.0,J.K. Dobbins right guard for 1 yard (tackle by Chamarri Conner),-0.38,-0.71,4.0,2024,61
2.0,5:07,2.0,9.0,LAC 3,0.0,10.0,"Penalty on Jamaree Salyer: False Start, 1 yard (accepted) (no play)",-0.71,-0.78,4.0,2024,61
2.0,4:32,2.0,10.0,LAC 2,0.0,10.0,Justin Herbert pass incomplete deep left intended for Quentin Johnston,-0.78,-1.42,4.0,2024,61
2.0,4:27,3.0,10.0,LAC 2,0.0,10.0,Justin Herbert pass incomplete short right intended for Will Dissly (defended by Trent McDuffie),-1.42,-2.49,4.0,2024,61
2.0,4:24,4.0,10.0,LAC 2,0.0,10.0,"JK Scott punts 50 yards, returned by Mecole Hardman for -2 yards (tackle by Simi Fehoko)",-2.49,-1.99,4.0,2024,61
2.0,4:14,1.0,10.0,KAN 46,6.0,10.0,"Patrick Mahomes pass complete short left to Xavier Worthy for 54 yards, touchdown. Penalty on Kristian Fulton: Defensive Pass Interference, 15 yards (declined)",1.99,7.0,4.0,2024,61
2.0,4:06,,,LAC 15,7.0,10.0,Harrison Butker kicks extra point good,0.0,0.0,4.0,2024,61
2.0,4:06,,,KAN 35,7.0,10.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,61
2.0,4:06,1.0,10.0,LAC 30,7.0,10.0,"Penalty on Scott Matlock: False Start, 5 yards (accepted) (no play)",0.94,0.61,4.0,2024,61
2.0,4:06,1.0,15.0,LAC 25,7.0,10.0,Justin Herbert pass incomplete short left intended for Quentin Johnston,0.61,-0.28,4.0,2024,61
2.0,4:04,2.0,15.0,LAC 25,7.0,10.0,Justin Herbert right guard for -2 yards (tackle by Leo Chenal),-0.28,-1.22,4.0,2024,61
2.0,3:31,3.0,17.0,LAC 23,7.0,10.0,"Justin Herbert sacked by Chris Jones for -6 yards. Penalty on Trey Pipkins: Offensive Facemask, 15 yards (declined)",-1.22,-2.32,4.0,2024,61
2.0,3:17,4.0,23.0,LAC 17,7.0,10.0,JK Scott punts 59 yards out of bounds,-2.32,-0.54,4.0,2024,61
2.0,3:12,1.0,10.0,KAN 24,7.0,10.0,Patrick Mahomes pass incomplete short right intended for Kareem Hunt (defended by Tuli Tuipulotu),0.54,0.0,4.0,2024,61
2.0,3:09,2.0,10.0,KAN 24,7.0,10.0,"Patrick Mahomes scrambles right end for no gain (tackle by Denzel Perryman). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (accepted) (no play)",0.0,-1.47,4.0,2024,61
2.0,2:47,2.0,20.0,KAN 14,7.0,10.0,Kareem Hunt left tackle for 10 yards (tackle by Alohi Gilman and Kristian Fulton),-1.47,-0.69,4.0,2024,61
2.0,2:00,3.0,10.0,KAN 24,7.0,10.0,Patrick Mahomes pass complete deep middle to Travis Kelce for 18 yards (tackle by Elijah Molden),-0.69,1.73,4.0,2024,61
2.0,1:42,1.0,10.0,KAN 42,7.0,10.0,Patrick Mahomes pass complete short right to Noah Gray for 7 yards (tackle by Tarheeb Still and Daiyan Henley),1.73,2.13,4.0,2024,61
2.0,1:25,2.0,3.0,KAN 49,7.0,10.0,Patrick Mahomes pass complete short left to Noah Gray for 2 yards (tackle by Tarheeb Still),2.13,1.69,4.0,2024,61
2.0,0:49,,,,,,Timeout #2 by Los Angeles Chargers,,,4.0,2024,61
2.0,0:49,3.0,1.0,LAC 49,7.0,10.0,Samaje Perine up the middle for 2 yards (tackle by Tuli Tuipulotu and Khalil Mack),1.69,2.46,4.0,2024,61
2.0,0:45,,,,,,Timeout #1 by Kansas City Chiefs,,,4.0,2024,61
2.0,0:45,1.0,10.0,LAC 47,7.0,10.0,Patrick Mahomes pass incomplete short right,2.46,1.91,4.0,2024,61
2.0,0:38,2.0,10.0,LAC 47,7.0,10.0,"Patrick Mahomes pass complete short right to Noah Gray for no gain. Penalty on Trey Smith: Offensive Holding, 10 yards (accepted) (no play)",1.91,0.56,4.0,2024,61
2.0,0:30,2.0,20.0,KAN 43,7.0,10.0,Patrick Mahomes pass incomplete short right intended for Skyy Moore,0.56,-0.1,4.0,2024,61
2.0,0:26,3.0,20.0,KAN 43,7.0,10.0,Patrick Mahomes pass complete short middle to Justin Watson for 10 yards (tackle by Tarheeb Still),-0.1,0.13,4.0,2024,61
2.0,0:04,,,,,,Timeout #3 by Los Angeles Chargers,,,4.0,2024,61
2.0,0:04,4.0,10.0,LAC 47,7.0,10.0,Harrison Butker 65 yard field goal no good,0.13,2.52,4.0,2024,61
3.0,15:00,,,KAN 35,7.0,10.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,61
3.0,15:00,1.0,10.0,LAC 30,7.0,10.0,J.K. Dobbins up the middle for 4 yards (tackle by Chris Jones),0.94,0.93,4.0,2024,61
3.0,14:22,2.0,6.0,LAC 34,7.0,10.0,"J.K. Dobbins right end for no gain (tackle by Nick Bolton). Penalty on Tyler McLellan: Illegal Shift, 4 yards (accepted) (no play)",0.93,0.39,4.0,2024,61
3.0,14:11,2.0,10.0,LAC 30,7.0,10.0,Justin Herbert pass complete short middle to Ladd McConkey for 37 yards (tackle by Bryan Cook),0.39,3.38,4.0,2024,61
3.0,13:31,1.0,10.0,KAN 33,7.0,10.0,"Penalty on Sam Mustipher: False Start, 5 yards (accepted) (no play)",3.38,3.05,4.0,2024,61
3.0,13:02,1.0,15.0,KAN 38,7.0,10.0,J.K. Dobbins up the middle for 1 yard (tackle by Drue Tranquill),3.05,2.3,4.0,2024,61
3.0,12:02,2.0,14.0,KAN 37,7.0,10.0,Justin Herbert pass incomplete deep left intended for Quentin Johnston,2.3,1.62,4.0,2024,61
3.0,11:56,3.0,14.0,KAN 37,7.0,10.0,Justin Herbert pass incomplete short left intended for Quentin Johnston (defended by Jaylen Watson) (defended by Justin Reid),1.62,0.79,4.0,2024,61
3.0,11:51,4.0,14.0,KAN 37,7.0,10.0,Cameron Dicker 55 yard field goal no good,0.79,-1.93,4.0,2024,61
3.0,11:46,1.0,10.0,KAN 45,7.0,10.0,Kareem Hunt up the middle for 4 yards (tackle by Denzel Perryman),1.93,1.92,4.0,2024,61
3.0,11:15,2.0,6.0,KAN 49,7.0,10.0,Patrick Mahomes pass complete short left to Travis Kelce for 4 yards (tackle by Daiyan Henley),1.92,1.75,4.0,2024,61
3.0,10:32,3.0,2.0,LAC 47,7.0,10.0,Patrick Mahomes pass complete short right to Xavier Worthy for 4 yards (tackle by Tarheeb Still),1.75,2.72,4.0,2024,61
3.0,9:56,1.0,10.0,LAC 43,7.0,10.0,Kareem Hunt up the middle for 4 yards (tackle by Teair Tart and Khalil Mack),2.72,2.72,4.0,2024,61
3.0,9:15,2.0,6.0,LAC 39,7.0,10.0,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",2.72,2.04,4.0,2024,61
3.0,8:55,2.0,11.0,LAC 44,7.0,10.0,Patrick Mahomes pass incomplete short middle intended for Justin Watson (defended by Kristian Fulton),2.04,1.36,4.0,2024,61
3.0,8:50,3.0,11.0,LAC 44,7.0,10.0,"Patrick Mahomes pass complete deep middle to Justin Watson for 17 yards (tackle by Elijah Molden) LAC challenged the pass completion ruling, and the play was upheld.",1.36,3.78,4.0,2024,61
3.0,8:06,1.0,10.0,LAC 27,7.0,10.0,Patrick Mahomes pass incomplete short right intended for Carson Steele,3.78,3.23,4.0,2024,61
3.0,7:57,2.0,10.0,LAC 27,7.0,10.0,Patrick Mahomes pass complete short right to Kareem Hunt for 7 yards (tackle by Daiyan Henley),3.23,3.47,4.0,2024,61
3.0,7:26,3.0,3.0,LAC 20,7.0,10.0,Patrick Mahomes scrambles up the middle for 2 yards (tackle by Khalil Mack),3.47,2.4,4.0,2024,61
3.0,6:30,4.0,1.0,LAC 18,10.0,10.0,Harrison Butker 37 yard field goal good,2.4,3.0,4.0,2024,61
3.0,6:26,,,KAN 35,10.0,10.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,61
3.0,6:26,1.0,10.0,LAC 30,10.0,10.0,Justin Herbert pass complete deep right to Josh Palmer for 26 yards (tackle by Bryan Cook),0.94,2.65,4.0,2024,61
3.0,5:43,1.0,10.0,KAN 44,10.0,10.0,Gus Edwards right tackle for 4 yards (tackle by Trent McDuffie),2.65,2.65,4.0,2024,61
3.0,5:08,2.0,6.0,KAN 40,10.0,10.0,Gus Edwards right guard for 5 yards (tackle by Drue Tranquill and Nick Bolton),2.65,2.61,4.0,2024,61
3.0,4:32,3.0,1.0,KAN 35,10.0,10.0,Justin Herbert up the middle for 2 yards (tackle by Leo Chenal),2.61,3.38,4.0,2024,61
3.0,3:56,1.0,10.0,KAN 33,10.0,10.0,J.K. Dobbins up the middle for 4 yards (tackle by George Karlaftis),3.38,3.38,4.0,2024,61
3.0,3:18,2.0,6.0,KAN 29,10.0,10.0,J.K. Dobbins right guard for no gain (tackle by George Karlaftis and Mike Pennel),3.38,2.68,4.0,2024,61
3.0,2:32,3.0,6.0,KAN 29,10.0,10.0,"Justin Herbert pass complete short left to Josh Palmer for 6 yards (tackle by Chamarri Conner). Penalty on Felix Anudike-Uzomah: Defensive Offside, 5 yards (declined)",2.68,4.04,4.0,2024,61
3.0,2:00,1.0,10.0,KAN 23,10.0,10.0,Justin Herbert pass incomplete deep middle intended for Ladd McConkey,4.04,3.5,4.0,2024,61
3.0,1:42,2.0,10.0,KAN 23,10.0,10.0,Gus Edwards up the middle for 2 yards (tackle by Felix Anudike-Uzomah),3.5,3.07,4.0,2024,61
3.0,1:00,3.0,8.0,KAN 21,10.0,10.0,Justin Herbert pass complete short middle to Quentin Johnston for 9 yards (tackle by Trent McDuffie),3.07,4.78,4.0,2024,61
3.0,0:21,1.0,10.0,KAN 12,10.0,10.0,J.K. Dobbins right tackle for no gain (tackle by Drue Tranquill),4.78,4.1,4.0,2024,61
4.0,15:00,2.0,10.0,KAN 12,10.0,10.0,Justin Herbert pass complete short left to J.K. Dobbins for 5 yards (tackle by Trent McDuffie and Nazeeh Johnson),4.1,4.16,4.0,2024,61
4.0,14:19,3.0,5.0,KAN 7,10.0,10.0,Justin Herbert pass complete short right to Josh Palmer for 4 yards (tackle by Nick Bolton),4.16,3.06,4.0,2024,61
4.0,13:37,,,,,,Timeout #2 by Los Angeles Chargers,,,4.0,2024,61
4.0,13:37,4.0,1.0,KAN 3,10.0,10.0,Justin Herbert pass incomplete short middle intended for Hayden Hurst. Penalty on Sam Mustipher: Offensive Holding (declined),3.06,0.38,4.0,2024,61
4.0,13:32,1.0,10.0,KAN 3,10.0,10.0,Kareem Hunt right guard for 5 yards (tackle by Denzel Perryman and Tuli Tuipulotu),-0.38,-0.42,4.0,2024,61
4.0,12:58,2.0,5.0,KAN 8,10.0,10.0,Kareem Hunt right tackle for 8 yards (tackle by Poona Ford and Denzel Perryman),-0.42,-0.14,4.0,2024,61
4.0,12:24,1.0,10.0,KAN 16,10.0,10.0,Kareem Hunt up the middle for 5 yards (tackle by Otito Ogbonnia),-0.14,0.15,4.0,2024,61
4.0,11:49,2.0,5.0,KAN 21,10.0,10.0,Samaje Perine right guard for 2 yards (tackle by Tuli Tuipulotu and Teair Tart),0.15,-0.45,4.0,2024,61
4.0,11:13,3.0,3.0,KAN 23,10.0,10.0,Patrick Mahomes scrambles right end for 13 yards (tackle by Asante Samuel),-0.45,1.33,4.0,2024,61
4.0,10:44,1.0,10.0,KAN 36,10.0,10.0,"Kareem Hunt right end for no gain (tackle by Daiyan Henley). Penalty on Noah Gray: Offensive Holding, 10 yards (accepted) (no play)",1.33,0.67,4.0,2024,61
4.0,10:29,1.0,20.0,KAN 26,10.0,10.0,Patrick Mahomes pass incomplete short left intended for Xavier Worthy (defended by Khalil Mack),0.67,-0.56,4.0,2024,61
4.0,10:21,2.0,20.0,KAN 26,10.0,10.0,Patrick Mahomes pass complete short right to Travis Kelce for 11 yards (tackle by Asante Samuel),-0.56,0.23,4.0,2024,61
4.0,9:39,3.0,9.0,KAN 37,10.0,10.0,Patrick Mahomes pass incomplete short right intended for Travis Kelce,0.23,-0.91,4.0,2024,61
4.0,9:31,4.0,9.0,KAN 37,10.0,10.0,"Matt Araiza punts 48 yards, fair catch by Derius Davis at LAC-15",-0.91,0.22,4.0,2024,61
4.0,9:24,1.0,10.0,LAC 15,10.0,10.0,Gus Edwards left tackle for 1 yard (tackle by Malik Herring),-0.22,-0.58,4.0,2024,61
4.0,8:42,2.0,9.0,LAC 16,10.0,10.0,Justin Herbert pass incomplete deep left intended for J.K. Dobbins,-0.58,-1.25,4.0,2024,61
4.0,8:32,3.0,9.0,LAC 16,10.0,10.0,Justin Herbert pass incomplete short right intended for Ladd McConkey (defended by Jaylen Watson),-1.25,-2.39,4.0,2024,61
4.0,8:27,4.0,9.0,LAC 16,10.0,10.0,"JK Scott punts 56 yards, returned by Mecole Hardman for 12 yards (tackle by Troy Dye)",-2.39,-1.6,4.0,2024,61
4.0,8:16,1.0,10.0,KAN 40,10.0,10.0,Patrick Mahomes pass complete deep middle to Noah Gray for 29 yards (tackle by Elijah Molden and Alohi Gilman),1.6,3.51,4.0,2024,61
4.0,7:38,1.0,10.0,LAC 31,10.0,10.0,"Kareem Hunt right end for 9 yards (tackle by Denzel Perryman and Elijah Molden). Penalty on Otito Ogbonnia: Defensive Holding, 5 yards (accepted)",3.51,4.44,4.0,2024,61
4.0,7:25,1.0,10.0,LAC 17,10.0,10.0,Kareem Hunt right end for 5 yards (tackle by Daiyan Henley and Elijah Molden),4.44,4.69,4.0,2024,61
4.0,6:56,2.0,5.0,LAC 12,10.0,10.0,Patrick Mahomes pass complete short middle to Kareem Hunt for 9 yards (tackle by AJ Finley),4.69,6.51,4.0,2024,61
4.0,6:17,1.0,3.0,LAC 3,10.0,10.0,"Patrick Mahomes pass incomplete short left intended for Justin Watson. Penalty on Alohi Gilman: Defensive Holding, 1 yard (accepted) (no play)",6.51,6.74,4.0,2024,61
4.0,6:08,1.0,2.0,LAC 2,16.0,10.0,"Samaje Perine up the middle for 2 yards, touchdown",6.74,7.0,4.0,2024,61
4.0,6:04,,,LAC 15,17.0,10.0,Harrison Butker kicks extra point good,0.0,0.0,4.0,2024,61
4.0,6:04,,,KAN 35,17.0,10.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,61
4.0,6:04,1.0,10.0,LAC 30,17.0,10.0,J.K. Dobbins right guard for 2 yards (tackle by Chris Jones and Felix Anudike-Uzomah),0.94,0.66,4.0,2024,61
4.0,5:28,2.0,8.0,LAC 32,17.0,10.0,Justin Herbert pass complete short left to J.K. Dobbins for 14 yards (tackle by Jaylen Watson and Justin Reid),0.66,1.99,4.0,2024,61
4.0,4:46,1.0,10.0,LAC 46,17.0,10.0,J.K. Dobbins up the middle for -1 yards (tackle by Trent McDuffie and Felix Anudike-Uzomah),1.99,1.32,4.0,2024,61
4.0,4:09,2.0,11.0,LAC 45,17.0,10.0,Justin Herbert pass incomplete short right intended for Hayden Hurst,1.32,0.63,4.0,2024,61
4.0,4:01,3.0,11.0,LAC 45,17.0,10.0,Justin Herbert sacked by Chris Jones for -4 yards,0.63,-0.65,4.0,2024,61
4.0,3:25,4.0,15.0,LAC 41,17.0,10.0,JK Scott punts 55 yards downed by Simi Fehoko,-0.65,0.38,4.0,2024,61
4.0,3:15,1.0,10.0,KAN 4,17.0,10.0,Kareem Hunt up the middle for 4 yards (tackle by Elijah Molden and Otito Ogbonnia),-0.38,-0.49,4.0,2024,61
4.0,3:05,,,,,,Timeout #3 by Los Angeles Chargers,,,4.0,2024,61
4.0,3:05,2.0,6.0,KAN 8,17.0,10.0,Kareem Hunt right tackle for no gain (tackle by Khalil Mack),-0.49,-0.95,4.0,2024,61
4.0,2:22,3.0,6.0,KAN 8,17.0,10.0,Patrick Mahomes pass complete short middle to Xavier Worthy for 15 yards (tackle by Asante Samuel),-0.95,0.48,4.0,2024,61
4.0,2:00,1.0,10.0,KAN 23,17.0,10.0,Patrick Mahomes kneels for -1 yards,0.48,-0.2,4.0,2024,61
4.0,1:20,2.0,11.0,KAN 22,17.0,10.0,Patrick Mahomes kneels for -1 yards,-0.2,-1.02,4.0,2024,61
4.0,0:40,3.0,12.0,KAN 21,17.0,10.0,Patrick Mahomes kneels for -1 yards,-1.02,-2.03,4.0,2024,61
