Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Unnamed: 22_level_0
273.0,Emanuel Wilson,25.0,GNB,RB,17.0,0.0,14.0,11.0,48.0,3.0,-51.0,-4.6,99.0,9.0,-4.5,1.0,11.0,0.0,0.0,0.0,104.8,
274.0,Michael Burton,32.0,DEN,FB,17.0,2.0,10.0,10.0,65.0,3.0,24.0,2.4,41.0,4.1,2.4,0.0,,0.0,0.0,0.0,127.1,
275.0,Ryan Flournoy,25.0,DAL,WR,11.0,1.0,14.0,10.0,102.0,5.0,68.0,6.8,34.0,3.4,8.2,0.0,,1.0,7.1,0.0,92.0,
276.0,Eric Gray,25.0,NYG,RB,17.0,0.0,11.0,10.0,82.0,3.0,-21.0,-2.1,103.0,10.3,-2.0,1.0,10.0,1.0,9.1,0.0,97.7,
277.0,Jamycal Hasty,28.0,NWE,RB,15.0,0.0,12.0,10.0,59.0,2.0,-13.0,-1.3,72.0,7.2,-1.3,1.0,10.0,0.0,0.0,0.0,114.9,
278.0,Malik Heath,24.0,GNB,WR,13.0,1.0,13.0,10.0,97.0,5.0,74.0,7.4,23.0,2.3,6.5,0.0,,0.0,0.0,0.0,136.9,
279.0,Khalil Herbert,26.0,2TM,RB,14.0,1.0,11.0,10.0,25.0,0.0,-19.0,-1.9,44.0,4.4,-2.1,0.0,,1.0,9.1,0.0,79.2,
279.0,Khalil Herbert,26.0,CHI,RB,6.0,0.0,2.0,2.0,4.0,0.0,-2.0,-1.0,6.0,3.0,-1.0,0.0,,0.0,0.0,0.0,79.2,
279.0,Khalil Herbert,26.0,CIN,RB,8.0,1.0,9.0,8.0,21.0,0.0,-17.0,-2.1,38.0,4.8,-2.3,0.0,,1.0,11.1,0.0,79.2,
280.0,Odell Beckham Jr.,32.0,MIA,WR,9.0,0.0,18.0,9.0,55.0,3.0,41.0,4.6,14.0,1.6,7.6,0.0,,1.0,5.6,1.0,33.3,
281.0,Marquise Brown,27.0,KAN,WR,2.0,1.0,15.0,9.0,91.0,5.0,45.0,5.0,46.0,5.1,8.2,0.0,,0.0,0.0,0.0,77.4,
282.0,Harrison Bryant,26.0,LVR,TE,13.0,3.0,12.0,9.0,86.0,5.0,15.0,1.7,71.0,7.9,3.4,2.0,4.5,0.0,0.0,1.0,59.7,
283.0,DeAndre Carter,31.0,CHI,WR,13.0,0.0,14.0,9.0,72.0,3.0,40.0,4.4,32.0,3.6,11.1,2.0,4.5,0.0,0.0,1.0,47.3,
284.0,Jamison Crowder,31.0,WAS,WR,6.0,1.0,13.0,9.0,72.0,4.0,61.0,6.8,11.0,1.2,8.3,0.0,,0.0,0.0,1.0,90.4,
285.0,Isaiah Davis,22.0,NYJ,RB,17.0,0.0,12.0,9.0,75.0,4.0,0.0,0.0,75.0,8.3,1.3,0.0,,1.0,8.3,0.0,118.4,
286.0,Rakim Jarrett,23.0,TAM,WR,10.0,2.0,11.0,9.0,124.0,5.0,106.0,11.8,18.0,2.0,11.5,0.0,,0.0,0.0,0.0,113.6,
287.0,Charlie Kolar,25.0,BAL,TE,13.0,3.0,11.0,9.0,131.0,4.0,55.0,6.1,76.0,8.4,6.0,0.0,,0.0,0.0,0.0,146.6,
288.0,Jeremy McNichols,29.0,WAS,RB,17.0,1.0,12.0,9.0,27.0,1.0,-6.0,-0.7,33.0,3.7,1.6,0.0,,0.0,0.0,0.0,77.1,
289.0,Bub Means,23.0,NOR,WR,7.0,1.0,15.0,9.0,118.0,7.0,98.0,10.9,20.0,2.2,11.3,0.0,,1.0,6.7,0.0,107.1,
290.0,Andrew Ogletree,26.0,IND,TE,17.0,6.0,14.0,9.0,109.0,6.0,59.0,6.6,50.0,5.6,10.7,0.0,,1.0,7.1,1.0,82.1,
291.0,Durham Smythe,29.0,MIA,TE,17.0,4.0,17.0,9.0,53.0,1.0,37.0,4.1,16.0,1.8,5.5,0.0,,1.0,5.9,0.0,59.2,
292.0,Brevyn Spann-Ford,25.0,DAL,TE,17.0,0.0,14.0,9.0,88.0,6.0,35.0,3.9,53.0,5.9,5.9,0.0,,0.0,0.0,0.0,81.8,
293.0,Sean Tucker,23.0,TAM,RB,17.0,0.0,12.0,9.0,109.0,6.0,4.0,0.4,105.0,11.7,0.6,1.0,9.0,0.0,0.0,0.0,130.2,
294.0,Jamaal Williams,29.0,NOR,RB,14.0,1.0,11.0,9.0,57.0,3.0,4.0,0.4,53.0,5.9,-1.3,0.0,,0.0,0.0,0.0,88.3,
295.0,John Bates,27.0,WAS,TE,17.0,6.0,13.0,8.0,84.0,3.0,35.0,4.4,49.0,6.1,4.8,1.0,8.0,1.0,7.7,0.0,80.3,
296.0,Pharaoh Brown,30.0,SEA,TE,15.0,7.0,12.0,8.0,65.0,2.0,35.0,4.4,30.0,3.8,4.2,1.0,8.0,1.0,8.3,0.0,80.2,
297.0,Gerald Everett,30.0,CHI,TE,17.0,4.0,13.0,8.0,36.0,1.0,-5.0,-0.6,41.0,5.1,2.8,2.0,4.0,1.0,7.7,0.0,65.9,
298.0,Tyler Higbee,31.0,LAR,TE,3.0,3.0,12.0,8.0,66.0,5.0,18.0,2.3,48.0,6.0,2.2,0.0,,0.0,0.0,0.0,120.1,
299.0,Hayden Hurst,31.0,LAC,TE,9.0,2.0,13.0,8.0,73.0,2.0,53.0,6.6,20.0,2.5,4.8,0.0,,2.0,15.4,0.0,76.8,
300.0,Jalin Hyatt,23.0,NYG,WR,16.0,3.0,19.0,8.0,62.0,3.0,56.0,7.0,6.0,0.8,19.1,0.0,,2.0,10.5,2.0,11.2,
301.0,Zay Jones,29.0,ARI,WR,11.0,2.0,11.0,8.0,84.0,5.0,65.0,8.1,19.0,2.4,8.6,0.0,,0.0,0.0,1.0,56.6,
302.0,Bo Melton,25.0,GNB,WR,17.0,0.0,17.0,8.0,91.0,5.0,84.0,10.5,7.0,0.9,17.8,0.0,,0.0,0.0,1.0,39.1,
303.0,Trent Sherfield,28.0,MIN,WR,17.0,1.0,9.0,8.0,83.0,4.0,43.0,5.4,40.0,5.0,6.0,0.0,,0.0,0.0,1.0,102.5,
304.0,Tank Bigsby,23.0,JAX,RB,16.0,1.0,12.0,7.0,54.0,1.0,-10.0,-1.4,64.0,9.1,-1.1,1.0,7.0,2.0,16.7,1.0,34.7,
305.0,Blake Corum,24.0,LAR,RB,17.0,1.0,8.0,7.0,58.0,5.0,-7.0,-1.0,65.0,9.3,-0.6,1.0,7.0,1.0,12.5,0.0,96.9,
306.0,Britain Covey,27.0,PHI,WR,5.0,1.0,8.0,7.0,34.0,2.0,6.0,0.9,28.0,4.0,1.1,0.0,,1.0,12.5,0.0,84.4,
307.0,River Cracraft,30.0,MIA,WR,8.0,0.0,9.0,7.0,66.0,4.0,55.0,7.9,11.0,1.6,7.9,0.0,,1.0,11.1,0.0,97.2,
308.0,Tucker Fisk,25.0,LAC,TE,9.0,5.0,8.0,7.0,39.0,1.0,18.0,2.6,21.0,3.0,2.5,0.0,,0.0,0.0,0.0,87.0,
309.0,KhaDarel Hodge,29.0,ATL,WR,17.0,2.0,12.0,7.0,131.0,6.0,42.0,6.0,89.0,12.7,10.8,0.0,,1.0,8.3,0.0,124.0,PB
310.0,Hunter Long,26.0,LAR,TE,17.0,2.0,9.0,7.0,60.0,2.0,30.0,4.3,30.0,4.3,3.4,0.0,,1.0,11.1,0.0,94.4,
311.0,Luke Musgrave,24.0,GNB,TE,7.0,3.0,10.0,7.0,45.0,2.0,27.0,3.9,18.0,2.6,6.6,0.0,,0.0,0.0,1.0,39.6,
312.0,K.J. Osborn,27.0,NWE,WR,7.0,4.0,18.0,7.0,57.0,2.0,41.0,5.9,16.0,2.3,5.9,0.0,,1.0,5.6,0.0,66.2,
313.0,Brandon Powell,29.0,MIN,WR,17.0,1.0,10.0,7.0,71.0,5.0,59.0,8.4,12.0,1.7,10.1,0.0,,0.0,0.0,0.0,90.0,
314.0,Jalen Reagor,25.0,LAC,WR,8.0,2.0,12.0,7.0,100.0,3.0,74.0,10.6,26.0,3.7,10.3,0.0,,0.0,0.0,0.0,85.4,
315.0,Ainias Smith,23.0,PHI,WR,7.0,1.0,9.0,7.0,41.0,1.0,18.0,2.6,23.0,3.3,1.3,0.0,,0.0,0.0,0.0,122.7,
316.0,Carson Steele,22.0,KAN,RB,17.0,3.0,11.0,7.0,26.0,0.0,-17.0,-2.4,43.0,6.1,-1.5,3.0,2.3,0.0,0.0,0.0,67.6,
317.0,Charlie Woerner,27.0,ATL,TE,16.0,5.0,12.0,7.0,46.0,3.0,25.0,3.6,21.0,3.0,2.9,0.0,,1.0,8.3,1.0,31.9,
318.0,Michael Woods II,24.0,CLE,WR,5.0,2.0,17.0,7.0,65.0,4.0,30.0,4.3,35.0,5.0,11.0,1.0,7.0,2.0,11.8,1.0,27.8,
319.0,Davis Allen,23.0,LAR,TE,15.0,5.0,13.0,6.0,39.0,2.0,18.0,3.0,21.0,3.5,3.8,0.0,,2.0,15.4,0.0,53.0,
320.0,Trey Benson,21.0,ARI,RB,13.0,1.0,6.0,6.0,59.0,3.0,-19.0,-3.2,78.0,13.0,-3.2,2.0,3.0,0.0,0.0,0.0,107.6,
321.0,Parris Campbell,27.0,PHI,WR,5.0,0.0,8.0,6.0,30.0,1.0,21.0,3.5,9.0,1.5,4.3,0.0,,0.0,0.0,0.0,119.8,
322.0,Ty Chandler,26.0,MIN,RB,17.0,0.0,6.0,6.0,42.0,2.0,-11.0,-1.8,53.0,8.8,-1.8,0.0,,0.0,0.0,0.0,95.8,
323.0,Chris Conley,32.0,SFO,WR,15.0,2.0,12.0,6.0,76.0,3.0,57.0,9.5,19.0,3.2,17.4,0.0,,0.0,0.0,1.0,35.4,
324.0,Simi Fehoko,27.0,LAC,WR,8.0,2.0,16.0,6.0,106.0,6.0,90.0,15.0,16.0,2.7,14.8,0.0,,2.0,12.5,0.0,60.9,
325.0,D'Onta Foreman,28.0,CLE,RB,11.0,3.0,8.0,6.0,54.0,1.0,6.0,1.0,48.0,8.0,0.9,1.0,6.0,2.0,25.0,0.0,92.7,
326.0,Xavier Gipson,23.0,NYJ,WR,17.0,0.0,10.0,6.0,39.0,3.0,17.0,2.8,22.0,3.7,11.2,0.0,,1.0,10.0,0.0,101.7,
327.0,Connor Heyward,25.0,PIT,TE,17.0,5.0,8.0,6.0,40.0,3.0,33.0,5.5,7.0,1.2,8.4,0.0,,2.0,25.0,0.0,125.0,
328.0,Sincere McCormick,24.0,LVR,RB,5.0,2.0,7.0,6.0,29.0,2.0,0.0,0.0,29.0,4.8,0.4,0.0,,0.0,0.0,0.0,83.9,
329.0,Bryce Oliver,24.0,TEN,WR,10.0,1.0,9.0,6.0,95.0,4.0,69.0,11.5,26.0,4.3,10.6,0.0,,0.0,0.0,0.0,101.6,
330.0,MyCole Pruitt,32.0,PIT,TE,12.0,5.0,10.0,6.0,40.0,2.0,24.0,4.0,16.0,2.7,2.7,0.0,,0.0,0.0,1.0,62.5,
331.0,Tip Reiman,23.0,ARI,TE,17.0,9.0,7.0,6.0,37.0,1.0,8.0,1.3,29.0,4.8,1.7,1.0,6.0,0.0,0.0,0.0,88.7,
332.0,Zamir White,25.0,LVR,RB,8.0,5.0,8.0,6.0,30.0,2.0,-20.0,-3.3,50.0,8.3,-3.1,2.0,3.0,1.0,12.5,0.0,80.2,
333.0,Blake Whiteheart,24.0,CLE,TE,11.0,2.0,9.0,6.0,51.0,2.0,41.0,6.8,10.0,1.7,9.0,0.0,,0.0,0.0,1.0,78.7,
334.0,Nick Chubb,29.0,CLE,RB,8.0,8.0,11.0,5.0,31.0,3.0,0.0,0.0,31.0,6.2,-0.5,0.0,,0.0,0.0,2.0,43.2,AP CPoY-8
335.0,Devin Culp,24.0,TAM,TE,5.0,0.0,6.0,5.0,88.0,4.0,57.0,11.4,31.0,6.2,12.2,0.0,,0.0,0.0,0.0,118.7,
336.0,Greg Dulcich,24.0,DEN,TE,4.0,3.0,12.0,5.0,28.0,0.0,13.0,2.6,15.0,3.0,5.9,0.0,,2.0,16.7,0.0,49.3,
337.0,Audric Estime,21.0,DEN,RB,13.0,1.0,5.0,5.0,27.0,2.0,-10.0,-2.0,37.0,7.4,-2.0,0.0,,0.0,0.0,0.0,89.2,
338.0,Cam Grandy,24.0,CIN,TE,8.0,6.0,5.0,5.0,28.0,1.0,12.0,2.4,16.0,3.2,2.4,0.0,,0.0,0.0,0.0,90.0,
339.0,C.J. Ham,31.0,MIN,FB,17.0,3.0,6.0,5.0,35.0,1.0,6.0,1.2,29.0,5.8,0.2,0.0,,0.0,0.0,0.0,91.0,
340.0,Peyton Hendershot,25.0,KAN,TE,7.0,1.0,5.0,5.0,51.0,2.0,19.0,3.8,32.0,6.4,3.8,0.0,,0.0,0.0,0.0,109.2,
341.0,Kendre Miller,22.0,NOR,RB,6.0,2.0,8.0,5.0,33.0,2.0,0.0,0.0,33.0,6.6,0.4,0.0,,2.0,25.0,0.0,71.4,
342.0,Scott Miller,27.0,PIT,WR,13.0,1.0,9.0,5.0,69.0,2.0,36.0,7.2,33.0,6.6,11.8,1.0,5.0,1.0,11.1,0.0,80.3,
343.0,Quintin Morris,25.0,BUF,TE,16.0,3.0,8.0,5.0,36.0,3.0,14.0,2.8,22.0,4.4,9.3,0.0,,1.0,12.5,0.0,112.5,
344.0,Ronnie Rivers,25.0,LAR,RB,17.0,0.0,6.0,5.0,34.0,1.0,-24.0,-4.8,58.0,11.6,-4.3,0.0,,0.0,0.0,0.0,90.3,
345.0,Laviska Shenault Jr.,26.0,SEA,WR,11.0,1.0,5.0,5.0,36.0,2.0,-10.0,-2.0,46.0,9.2,-2.0,0.0,,0.0,0.0,0.0,96.7,
346.0,Ben Sinnott,22.0,WAS,TE,17.0,2.0,5.0,5.0,28.0,2.0,9.0,1.8,19.0,3.8,1.8,0.0,,0.0,0.0,0.0,129.6,
347.0,Ben Skowronek,27.0,PIT,WR,10.0,1.0,5.0,5.0,69.0,4.0,40.0,8.0,29.0,5.8,8.0,0.0,,0.0,0.0,0.0,118.7,
348.0,Kimani Vidal,23.0,LAC,RB,10.0,0.0,9.0,5.0,62.0,2.0,25.0,5.0,37.0,7.4,5.3,0.0,,3.0,33.3,0.0,114.1,
349.0,Johnny Wilson,23.0,PHI,WR,16.0,4.0,15.0,5.0,38.0,3.0,23.0,4.6,15.0,3.0,9.8,0.0,,1.0,6.7,0.0,64.6,
350.0,Kenny Yeboah,26.0,NYJ,TE,9.0,1.0,8.0,5.0,47.0,3.0,13.0,2.6,34.0,6.8,4.6,0.0,,2.0,25.0,0.0,118.2,
351.0,Treylon Burks,24.0,TEN,WR,5.0,2.0,8.0,4.0,34.0,3.0,29.0,7.3,5.0,1.3,16.9,1.0,4.0,2.0,25.0,1.0,21.9,
352.0,Jermaine Burton,23.0,CIN,WR,14.0,1.0,14.0,4.0,107.0,4.0,85.0,21.3,22.0,5.5,21.1,0.0,,1.0,7.1,0.0,58.9,
353.0,DJ Chark,28.0,LAC,WR,7.0,0.0,10.0,4.0,31.0,1.0,24.0,6.0,7.0,1.8,11.5,0.0,,0.0,0.0,0.0,81.7,
354.0,Jacob Cowing,23.0,SFO,WR,15.0,0.0,6.0,4.0,80.0,3.0,54.0,13.5,26.0,6.5,12.7,0.0,,0.0,0.0,1.0,70.1,
355.0,Will Mallory,25.0,IND,TE,10.0,0.0,8.0,4.0,29.0,1.0,25.0,6.3,4.0,1.0,8.6,1.0,4.0,0.0,0.0,1.0,19.3,
356.0,Scott Matlock,24.0,LAC,FB/DL,17.0,11.0,5.0,4.0,28.0,1.0,5.0,1.3,23.0,5.8,1.4,0.0,,1.0,20.0,0.0,90.0,
357.0,Will Shipley,22.0,PHI,RB,16.0,1.0,4.0,4.0,35.0,2.0,7.0,1.8,28.0,7.0,1.8,0.0,,0.0,0.0,0.0,103.1,
358.0,Ben Sims,24.0,GNB,TE,17.0,5.0,5.0,4.0,42.0,1.0,26.0,6.5,16.0,4.0,8.0,0.0,,0.0,0.0,0.0,101.7,
359.0,Deven Thompkins,25.0,CAR,WR,7.0,0.0,4.0,4.0,20.0,2.0,-8.0,-2.0,28.0,7.0,-2.0,0.0,,0.0,0.0,0.0,87.5,
360.0,Tyquan Thornton,24.0,NWE,WR,6.0,1.0,8.0,4.0,47.0,2.0,23.0,5.8,24.0,6.0,15.8,1.0,4.0,0.0,0.0,1.0,28.6,
361.0,Alex Bachman,28.0,LVR,WR,6.0,1.0,3.0,3.0,31.0,2.0,21.0,7.0,10.0,3.3,7.0,0.0,,0.0,0.0,0.0,109.7,
362.0,Tyler Badie,24.0,DEN,RB,3.0,0.0,3.0,3.0,-2.0,0.0,-6.0,-2.0,4.0,1.3,-2.0,0.0,,0.0,0.0,0.0,79.2,
363.0,David Bell,24.0,CLE,WR,1.0,0.0,3.0,3.0,27.0,1.0,19.0,6.3,8.0,2.7,6.3,0.0,,0.0,0.0,0.0,104.2,
364.0,Jonathon Brooks,21.0,CAR,RB,3.0,1.0,3.0,3.0,23.0,2.0,-8.0,-2.7,31.0,10.3,-2.7,0.0,,0.0,0.0,0.0,98.6,
365.0,Dan Chisena,27.0,CAR,WR,6.0,0.0,4.0,3.0,37.0,2.0,28.0,9.3,9.0,3.0,7.5,0.0,,0.0,0.0,0.0,103.1,
366.0,Tanner Conner,26.0,MIA,TE,8.0,1.0,4.0,3.0,16.0,1.0,11.0,3.7,5.0,1.7,11.5,0.0,,0.0,0.0,0.0,81.2,
367.0,Malachi Corley,22.0,NYJ,WR,9.0,1.0,6.0,3.0,16.0,1.0,11.0,3.7,5.0,1.7,8.3,0.0,,0.0,0.0,0.0,56.2,
368.0,DeeJay Dallas,26.0,ARI,RB,17.0,0.0,3.0,3.0,11.0,1.0,-9.0,-3.0,20.0,6.7,-3.0,0.0,,0.0,0.0,0.0,121.5,
369.0,Josiah Deguara,27.0,JAX,TE,15.0,0.0,3.0,3.0,14.0,0.0,2.0,0.7,12.0,4.0,0.7,0.0,,0.0,0.0,0.0,86.1,
370.0,Gus Edwards,29.0,LAC,RB,11.0,6.0,5.0,3.0,6.0,0.0,-5.0,-1.7,11.0,3.7,-3.0,0.0,,0.0,0.0,0.0,64.6,
371.0,Clyde Edwards-Helaire,25.0,NOR,RB,2.0,0.0,5.0,3.0,24.0,1.0,-11.0,-3.7,35.0,11.7,-0.8,1.0,3.0,1.0,20.0,0.0,72.1,
372.0,D'Wayne Eskridge,27.0,MIA,WR,6.0,0.0,3.0,3.0,44.0,2.0,15.0,5.0,29.0,9.7,5.0,0.0,,0.0,0.0,0.0,118.7,
373.0,Hassan Haskins,25.0,LAC,RB,17.0,0.0,3.0,3.0,49.0,2.0,7.0,2.3,42.0,14.0,2.3,0.0,,0.0,0.0,0.0,158.3,
374.0,Dallin Holker,24.0,NOR,TE,12.0,2.0,4.0,3.0,21.0,1.0,8.0,2.7,13.0,4.3,9.0,0.0,,0.0,0.0,0.0,86.5,
375.0,Travis Homer,26.0,CHI,RB,10.0,0.0,3.0,3.0,11.0,0.0,1.0,0.3,10.0,3.3,0.3,0.0,,0.0,0.0,0.0,81.9,
376.0,Trenton Irwin,29.0,CIN,WR,7.0,2.0,10.0,3.0,15.0,1.0,11.0,3.7,4.0,1.3,6.2,0.0,,1.0,10.0,0.0,39.6,
377.0,Tim Jones,26.0,JAX,WR,17.0,0.0,5.0,3.0,41.0,3.0,24.0,8.0,17.0,5.7,8.0,0.0,,0.0,0.0,0.0,86.2,
378.0,Chris Manhertz,32.0,NYG,TE,17.0,11.0,4.0,3.0,30.0,2.0,11.0,3.7,19.0,6.3,3.8,0.0,,0.0,0.0,0.0,135.4,
379.0,Terrace Marshall Jr.,24.0,LVR,WR,7.0,1.0,6.0,3.0,41.0,1.0,37.0,12.3,4.0,1.3,8.7,0.0,,0.0,0.0,0.0,72.2,
380.0,Kenny McIntosh,24.0,SEA,RB,17.0,0.0,4.0,3.0,22.0,1.0,5.0,1.7,17.0,5.7,1.3,0.0,,0.0,0.0,0.0,87.5,
381.0,James Proche,28.0,CLE,WR,9.0,0.0,3.0,3.0,21.0,1.0,17.0,5.7,4.0,1.3,5.7,1.0,3.0,0.0,0.0,0.0,95.8,
382.0,Craig Reynolds,28.0,DET,RB,17.0,0.0,5.0,3.0,40.0,2.0,-2.0,-0.7,42.0,14.0,-2.0,0.0,,0.0,0.0,1.0,45.8,
383.0,Patrick Ricard,30.0,BAL,FB,17.0,6.0,5.0,3.0,22.0,1.0,4.0,1.3,18.0,6.0,1.2,0.0,,1.0,20.0,0.0,110.0,"PB,AP-1"
384.0,Allen Robinson,31.0,DET,WR,12.0,0.0,7.0,3.0,30.0,3.0,26.0,8.7,4.0,1.3,7.3,0.0,,1.0,14.3,0.0,55.7,
385.0,Patrick Taylor,26.0,SFO,RB,13.0,1.0,11.0,3.0,25.0,2.0,6.0,2.0,19.0,6.3,3.1,0.0,,2.0,18.2,0.0,39.6,
386.0,Ian Thomas,28.0,CAR,TE,5.0,2.0,6.0,3.0,7.0,1.0,1.0,0.3,6.0,2.0,4.2,0.0,,1.0,16.7,1.0,16.7,
387.0,Jamari Thrash,24.0,CLE,WR,9.0,0.0,7.0,3.0,22.0,2.0,8.0,2.7,14.0,4.7,7.3,0.0,,2.0,28.6,0.0,50.9,
388.0,Sione Vaki,23.0,DET,RB,16.0,0.0,3.0,3.0,37.0,2.0,17.0,5.7,20.0,6.7,5.7,0.0,,0.0,0.0,0.0,118.1,
389.0,Deuce Vaughn,23.0,DAL,RB,7.0,0.0,5.0,3.0,18.0,0.0,5.0,1.7,13.0,4.3,0.0,1.0,3.0,0.0,0.0,0.0,67.1,
390.0,Jeff Wilson,29.0,MIA,RB,9.0,0.0,3.0,3.0,19.0,0.0,0.0,0.0,19.0,6.3,0.0,0.0,,0.0,0.0,0.0,93.1,
391.0,Jaylen Wright,21.0,MIA,RB,15.0,1.0,6.0,3.0,8.0,1.0,0.0,0.0,8.0,2.7,-1.0,1.0,3.0,1.0,16.7,0.0,56.2,
392.0,Jaheim Bell,23.0,NWE,TE,15.0,0.0,3.0,2.0,20.0,1.0,15.0,7.5,5.0,2.5,7.7,0.0,,0.0,0.0,0.0,85.4,
393.0,Ronnie Bell,24.0,SFO,WR,9.0,0.0,6.0,2.0,22.0,2.0,20.0,10.0,2.0,1.0,10.8,0.0,,2.0,33.3,1.0,5.6,
394.0,Julius Chestnut,24.0,TEN,RB,17.0,0.0,3.0,2.0,11.0,0.0,-3.0,-1.5,14.0,7.0,0.3,0.0,,0.0,0.0,1.0,33.3,
395.0,Grant Dubose,23.0,MIA,WR,3.0,0.0,4.0,2.0,11.0,1.0,8.0,4.0,3.0,1.5,11.8,0.0,,0.0,0.0,1.0,16.7,
396.0,Ashton Dulin,27.0,IND,WR,15.0,2.0,8.0,2.0,67.0,2.0,24.0,12.0,43.0,21.5,19.3,1.0,2.0,1.0,12.5,1.0,62.0,
397.0,Isaiah Hodgins,26.0,NYG,WR,3.0,0.0,2.0,2.0,12.0,0.0,11.0,5.5,1.0,0.5,5.5,0.0,,0.0,0.0,0.0,91.7,
398.0,Brevin Jordan,24.0,HOU,TE,2.0,1.0,3.0,2.0,7.0,1.0,4.0,2.0,3.0,1.5,0.3,0.0,,0.0,0.0,0.0,70.1,
399.0,Mason Kinsey,26.0,TEN,WR,6.0,0.0,2.0,2.0,17.0,1.0,17.0,8.5,0.0,0.0,8.5,0.0,,0.0,0.0,0.0,102.1,
400.0,Dameon Pierce,24.0,HOU,RB,11.0,0.0,4.0,2.0,2.0,0.0,-3.0,-1.5,5.0,2.5,-1.3,1.0,2.0,0.0,0.0,0.0,56.2,
401.0,Nikko Remigio,25.0,KAN,WR,5.0,1.0,6.0,2.0,48.0,2.0,34.0,17.0,14.0,7.0,10.7,0.0,,1.0,16.7,0.0,63.2,
402.0,Xavier Smith,27.0,LAR,WR,15.0,0.0,2.0,2.0,6.0,1.0,1.0,0.5,5.0,2.5,0.5,0.0,,0.0,0.0,0.0,79.2,
403.0,Jack Stoll,26.0,PHI,TE,7.0,2.0,3.0,2.0,10.0,0.0,8.0,4.0,2.0,1.0,4.0,0.0,,0.0,0.0,0.0,71.5,
404.0,J.J. Taylor,26.0,HOU,RB,5.0,0.0,3.0,2.0,0.0,0.0,-1.0,-0.5,1.0,0.5,-2.0,0.0,,1.0,33.3,0.0,70.1,
405.0,Eric Tomlinson,32.0,LAC,TE,9.0,1.0,4.0,2.0,9.0,0.0,-3.0,-1.5,12.0,6.0,2.0,1.0,2.0,1.0,25.0,0.0,56.2,
406.0,Austin Trammell,26.0,JAX,WR,1.0,0.0,3.0,2.0,40.0,2.0,31.0,15.5,9.0,4.5,14.7,0.0,,0.0,0.0,0.0,109.7,
407.0,Cody White,26.0,SEA,WR,4.0,0.0,3.0,2.0,44.0,2.0,31.0,15.5,13.0,6.5,13.3,0.0,,0.0,0.0,0.0,109.7,
408.0,Kristian Wilkerson,27.0,LVR,WR,3.0,0.0,3.0,2.0,18.0,2.0,7.0,3.5,11.0,5.5,5.3,0.0,,0.0,0.0,0.0,122.2,
409.0,Isaiah Williams,23.0,DET,WR,2.0,0.0,3.0,2.0,6.0,0.0,-1.0,-0.5,7.0,3.5,5.0,2.0,1.0,0.0,0.0,0.0,70.1,
410.0,Javon Baker,22.0,NWE,WR,11.0,1.0,4.0,1.0,12.0,1.0,12.0,12.0,0.0,0.0,12.5,0.0,,0.0,0.0,0.0,39.6,
411.0,Chris Blair,27.0,ATL,WR,4.0,0.0,2.0,1.0,17.0,1.0,17.0,17.0,0.0,0.0,18.5,0.0,,0.0,0.0,1.0,39.6,
412.0,Mike Boone,29.0,CAR,RB,6.0,0.0,3.0,1.0,-2.0,0.0,-4.0,-4.0,2.0,2.0,-4.7,0.0,,1.0,33.3,0.0,42.4,
413.0,Mike Caliendo,27.0,KAN,OL,17.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,,0.0,0.0,0.0,87.5,
414.0,Robbie Chosen,31.0,MIA,WR,2.0,0.0,4.0,1.0,5.0,0.0,4.0,4.0,1.0,1.0,11.8,0.0,,0.0,0.0,1.0,0.0,
415.0,Chris Collier,24.0,LVR,RB,3.0,0.0,2.0,1.0,-4.0,0.0,-5.0,-5.0,1.0,1.0,-2.5,0.0,,0.0,0.0,0.0,56.2,
416.0,Dalvin Cook,29.0,DAL,RB,2.0,0.0,1.0,1.0,10.0,1.0,3.0,3.0,7.0,7.0,3.0,0.0,,0.0,0.0,0.0,108.3,
417.0,Jaelon Darden,25.0,CLE,WR,7.0,1.0,1.0,1.0,6.0,1.0,-3.0,-3.0,9.0,9.0,-3.0,0.0,,0.0,0.0,0.0,91.7,
418.0,Zach Davidson,26.0,BUF,TE,2.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0,2.0,2.0,1.5,0.0,,0.0,0.0,0.0,56.2,
419.0,Divine Deablo,26.0,LVR,LLB,14.0,14.0,1.0,1.0,34.0,1.0,4.0,4.0,30.0,30.0,4.0,0.0,,0.0,0.0,0.0,118.7,
420.0,Ross Dwelley,29.0,ATL,TE,17.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,,0.0,0.0,0.0,87.5,
421.0,John FitzPatrick,24.0,GNB,TE,9.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,79.2,
