Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Unnamed: 22_level_0
13.0,Wan'Dale Robinson,23.0,NYG,WR,17.0,7.0,140.0,93.0,699.0,36.0,338.0,3.6,361.0,3.9,4.8,9.0,10.3,6.0,4.3,2.0,79.4,
14.0,Jerry Jeudy,25.0,CLE,WR,17.0,16.0,145.0,90.0,1229.0,57.0,842.0,9.4,387.0,4.3,11.1,0.0,,13.0,9.0,3.0,89.7,PB
15.0,Jonnu Smith,29.0,MIA,TE,17.0,6.0,111.0,88.0,884.0,55.0,374.0,4.3,510.0,5.8,4.9,8.0,11.0,6.0,5.4,0.0,123.9,PB
16.0,Jakobi Meyers,28.0,LVR,WR,15.0,15.0,129.0,87.0,1027.0,52.0,734.0,8.4,293.0,3.4,9.6,4.0,21.8,1.0,0.8,3.0,92.1,
17.0,Brian Thomas,22.0,JAX,WR,17.0,16.0,133.0,87.0,1282.0,53.0,720.0,8.3,562.0,6.5,11.4,0.0,,7.0,5.3,5.0,106.2,"PB,AP ORoY-4"
18.0,Davante Adams,32.0,2TM,WR,14.0,14.0,141.0,85.0,1063.0,49.0,590.0,6.9,473.0,5.6,8.2,7.0,12.1,6.0,4.3,3.0,93.8,
18.0,Davante Adams,32.0,LVR,WR,3.0,3.0,27.0,18.0,209.0,10.0,164.0,9.1,45.0,2.5,9.6,0.0,,1.0,3.7,1.0,86.8,
18.0,Davante Adams,32.0,NYJ,WR,11.0,11.0,114.0,67.0,854.0,39.0,426.0,6.4,428.0,6.4,7.9,7.0,9.6,5.0,4.4,2.0,95.4,
19.0,Ladd McConkey,23.0,LAC,WR,16.0,14.0,112.0,82.0,1149.0,52.0,759.0,9.3,390.0,4.8,9.9,10.0,8.2,5.0,4.5,1.0,123.0,AP ORoY-9
20.0,Terry McLaurin,29.0,WAS,WR,17.0,17.0,117.0,82.0,1096.0,56.0,804.0,9.8,292.0,3.6,13.4,2.0,41.0,4.0,3.4,1.0,133.0,"PB,AP-2"
21.0,Tyreek Hill,30.0,MIA,WR,17.0,17.0,123.0,81.0,959.0,54.0,667.0,8.2,292.0,3.6,11.4,1.0,81.0,2.0,1.6,3.0,95.5,
22.0,Courtland Sutton,29.0,DEN,WR,17.0,13.0,135.0,81.0,1081.0,57.0,902.0,11.1,179.0,2.2,13.2,1.0,81.0,9.0,6.7,6.0,86.7,
23.0,Puka Nacua,23.0,LAR,WR,11.0,11.0,106.0,79.0,990.0,47.0,472.0,6.0,518.0,6.6,7.9,10.0,7.9,1.0,0.9,1.0,108.6,
24.0,De'Von Achane,23.0,MIA,RB,17.0,16.0,87.0,78.0,592.0,30.0,-73.0,-0.9,665.0,8.5,-0.4,5.0,15.6,2.0,2.3,0.0,118.0,
25.0,George Kittle,31.0,SFO,TE,15.0,15.0,94.0,78.0,1106.0,50.0,584.0,7.5,522.0,6.7,8.1,4.0,19.5,2.0,2.1,2.0,135.2,"PB,AP-2,AP OPoY-11"
26.0,Jauan Jennings,27.0,SFO,WR,15.0,10.0,113.0,77.0,975.0,47.0,737.0,9.6,238.0,3.1,9.9,5.0,15.4,5.0,4.4,3.0,101.5,
27.0,Khalil Shakir,24.0,BUF,WR,15.0,9.0,100.0,76.0,821.0,35.0,224.0,2.9,597.0,7.9,5.5,6.0,12.7,1.0,1.0,1.0,108.8,
28.0,Mike Evans,31.0,TAM,WR,14.0,14.0,110.0,74.0,1004.0,53.0,778.0,10.5,226.0,3.1,11.6,2.0,37.0,4.0,3.6,5.0,110.6,PB
29.0,Zay Flowers,24.0,BAL,WR,17.0,15.0,116.0,74.0,1059.0,48.0,596.0,8.1,463.0,6.3,10.0,7.0,10.6,6.0,5.2,0.0,104.8,PB
30.0,Tee Higgins,25.0,CIN,WR,12.0,9.0,109.0,73.0,911.0,48.0,683.0,9.4,228.0,3.1,9.8,7.0,10.4,3.0,2.8,1.0,119.5,
31.0,Josh Downs,23.0,IND,WR,14.0,8.0,107.0,72.0,803.0,40.0,407.0,5.7,396.0,5.5,6.9,3.0,24.0,5.0,4.7,3.0,93.3,
32.0,Keenan Allen,32.0,CHI,WR,15.0,15.0,121.0,70.0,744.0,43.0,504.0,7.2,240.0,3.4,9.0,1.0,70.0,6.0,5.0,0.0,95.2,
33.0,Michael Pittman Jr.,27.0,IND,WR,16.0,14.0,111.0,69.0,808.0,35.0,549.0,8.0,259.0,3.8,11.0,3.0,23.0,1.0,0.9,4.0,78.2,
34.0,Nico Collins,25.0,HOU,WR,12.0,12.0,99.0,68.0,1006.0,48.0,641.0,9.4,365.0,5.4,10.7,2.0,34.0,3.0,3.0,5.0,104.2,PB
35.0,Alvin Kamara,29.0,NOR,RB,14.0,14.0,89.0,68.0,543.0,18.0,1.0,0.0,542.0,8.0,0.9,2.0,34.0,8.0,9.0,1.0,94.0,
36.0,DeVonta Smith,26.0,PHI,WR,13.0,13.0,89.0,68.0,833.0,42.0,534.0,7.9,299.0,4.4,9.1,0.0,,2.0,2.2,3.0,120.7,
37.0,A.J. Brown,27.0,PHI,WR,13.0,13.0,97.0,67.0,1079.0,51.0,726.0,10.8,353.0,5.3,12.1,9.0,7.4,0.0,0.0,2.0,121.5,AP-2
38.0,Cooper Kupp,31.0,LAR,WR,12.0,11.0,100.0,67.0,710.0,28.0,441.0,6.6,269.0,4.0,7.5,2.0,33.5,2.0,2.0,0.0,107.5,
39.0,Demario Douglas,24.0,NWE,WR,17.0,7.0,87.0,66.0,621.0,31.0,262.0,4.0,359.0,5.4,5.9,2.0,33.0,7.0,8.0,2.0,97.0,
40.0,Zach Ertz,34.0,WAS,TE,17.0,17.0,91.0,66.0,654.0,38.0,467.0,7.1,187.0,2.8,7.4,0.0,,4.0,4.4,2.0,109.0,AP CPoY-17
41.0,Hunter Henry,30.0,NWE,TE,16.0,16.0,97.0,66.0,674.0,40.0,406.0,6.2,268.0,4.1,7.0,2.0,33.0,2.0,2.1,1.0,90.3,
42.0,D.K. Metcalf,27.0,SEA,WR,15.0,12.0,108.0,66.0,992.0,35.0,729.0,11.0,263.0,4.0,13.1,3.0,22.0,4.0,3.7,2.0,99.0,
43.0,Pat Freiermuth,26.0,PIT,TE,17.0,11.0,78.0,65.0,653.0,32.0,374.0,5.8,279.0,4.3,6.1,4.0,16.3,4.0,5.1,1.0,126.1,
44.0,Mike Gesicki,29.0,CIN,TE,17.0,3.0,83.0,65.0,665.0,38.0,420.0,6.5,245.0,3.8,7.4,0.0,,5.0,6.0,0.0,108.1,
45.0,Darnell Mooney,27.0,ATL,WR,16.0,16.0,106.0,64.0,992.0,48.0,717.0,11.2,275.0,4.3,12.2,6.0,10.7,6.0,5.7,2.0,99.3,
46.0,David Njoku,28.0,CLE,TE,11.0,11.0,97.0,64.0,505.0,23.0,254.0,4.0,251.0,3.9,5.2,4.0,16.0,7.0,7.2,3.0,83.1,
47.0,Calvin Ridley,30.0,TEN,WR,17.0,14.0,120.0,64.0,1017.0,40.0,786.0,12.3,231.0,3.6,15.3,4.0,16.0,6.0,5.0,4.0,79.1,
48.0,Jordan Addison,22.0,MIN,WR,15.0,15.0,99.0,63.0,875.0,39.0,662.0,10.5,213.0,3.4,13.0,3.0,21.0,2.0,2.0,2.0,113.8,
49.0,Marvin Harrison Jr.,22.0,ARI,WR,17.0,16.0,116.0,62.0,885.0,43.0,737.0,11.9,148.0,2.4,13.4,0.0,,5.0,4.3,4.0,87.0,
50.0,Ray-Ray McCloud,28.0,ATL,WR,17.0,13.0,87.0,62.0,686.0,29.0,351.0,5.7,335.0,5.4,6.8,1.0,62.0,3.0,3.4,3.0,83.8,
51.0,Elijah Moore,24.0,CLE,WR,17.0,13.0,102.0,61.0,538.0,25.0,405.0,6.6,133.0,2.2,9.3,1.0,61.0,5.0,4.9,8.0,44.5,
52.0,Bijan Robinson,22.0,ATL,RB,17.0,17.0,72.0,61.0,431.0,20.0,-100.0,-1.6,531.0,8.7,-0.5,5.0,12.2,3.0,4.2,0.0,96.2,PB
53.0,Sam LaPorta,23.0,DET,TE,16.0,16.0,83.0,60.0,726.0,39.0,383.0,6.4,343.0,5.7,7.0,3.0,20.0,1.0,1.2,2.0,116.8,
54.0,Jake Ferguson,25.0,DAL,TE,14.0,14.0,86.0,59.0,494.0,18.0,185.0,3.1,309.0,5.2,4.1,6.0,9.8,3.0,3.5,0.0,83.2,
55.0,Cade Otton,25.0,TAM,TE,14.0,14.0,87.0,59.0,600.0,31.0,289.0,4.9,311.0,5.3,5.5,6.0,9.8,8.0,9.2,3.0,88.3,
56.0,George Pickens,23.0,PIT,WR,14.0,12.0,103.0,59.0,900.0,37.0,685.0,11.6,215.0,3.6,13.3,4.0,14.8,6.0,5.8,2.0,87.8,
57.0,Xavier Worthy,21.0,KAN,WR,17.0,13.0,98.0,59.0,638.0,36.0,231.0,3.9,407.0,6.9,9.2,0.0,,7.0,7.1,2.0,91.3,
58.0,Jaylen Waddle,26.0,MIA,WR,15.0,15.0,83.0,58.0,744.0,38.0,508.0,8.8,236.0,4.1,10.0,0.0,,8.0,9.6,3.0,90.6,
59.0,Jameson Williams,23.0,DET,WR,15.0,11.0,91.0,58.0,1001.0,41.0,504.0,8.7,497.0,8.6,11.2,2.0,29.0,3.0,3.3,3.0,112.9,AP CPoY-19
60.0,Breece Hall,23.0,NYJ,RB,16.0,16.0,76.0,57.0,483.0,15.0,-13.0,-0.2,496.0,8.7,0.2,6.0,9.5,9.0,11.8,0.0,104.2,
61.0,DeAndre Hopkins,32.0,2TM,WR,16.0,8.0,80.0,56.0,610.0,35.0,501.0,8.9,109.0,1.9,10.4,3.0,18.7,2.0,2.5,2.0,102.6,
61.0,DeAndre Hopkins,32.0,TEN,WR,6.0,3.0,21.0,15.0,173.0,10.0,172.0,11.5,1.0,0.1,10.2,2.0,7.5,1.0,4.8,2.0,72.2,
61.0,DeAndre Hopkins,32.0,KAN,WR,10.0,5.0,59.0,41.0,437.0,25.0,329.0,8.0,108.0,2.6,10.4,1.0,41.0,1.0,1.7,0.0,113.5,
62.0,Mark Andrews,29.0,BAL,TE,17.0,13.0,69.0,55.0,673.0,39.0,485.0,8.8,188.0,3.4,10.5,1.0,55.0,4.0,5.8,1.0,140.9,AP CPoY-19
63.0,Quentin Johnston,23.0,LAC,WR,15.0,11.0,91.0,55.0,711.0,32.0,405.0,7.4,306.0,5.6,10.8,8.0,6.9,7.0,7.7,1.0,109.7,
64.0,Jayden Reed,24.0,GNB,WR,17.0,10.0,75.0,55.0,857.0,29.0,477.0,8.7,380.0,6.9,9.1,3.0,18.3,9.0,12.0,0.0,137.5,
65.0,Chase Brown,24.0,CIN,RB,16.0,10.0,65.0,54.0,360.0,23.0,34.0,0.6,326.0,6.0,0.8,2.0,27.0,2.0,3.1,0.0,110.3,
66.0,Rome Odunze,22.0,CHI,WR,17.0,12.0,101.0,54.0,734.0,37.0,481.0,8.9,253.0,4.7,13.9,4.0,13.5,6.0,5.9,1.0,82.7,
67.0,Dalton Schultz,28.0,HOU,TE,17.0,13.0,85.0,53.0,532.0,26.0,318.0,6.0,214.0,4.0,8.1,0.0,,4.0,4.7,1.0,83.1,
68.0,Jahmyr Gibbs,22.0,DET,RB,17.0,4.0,63.0,52.0,517.0,25.0,-76.0,-1.5,593.0,11.4,-0.2,4.0,13.0,2.0,3.2,1.0,115.4,"PB,AP OPoY-8"
69.0,Chigoziem Okonkwo,25.0,TEN,TE,17.0,11.0,70.0,52.0,479.0,19.0,230.0,4.4,249.0,4.8,5.9,5.0,10.4,3.0,4.3,4.0,78.2,
70.0,Javonte Williams,24.0,DEN,RB,17.0,11.0,70.0,52.0,346.0,14.0,-49.0,-0.9,395.0,7.6,-0.3,4.0,13.0,7.0,10.0,0.0,84.6,
71.0,Tyler Conklin,29.0,NYJ,TE,16.0,15.0,72.0,51.0,449.0,24.0,187.0,3.7,262.0,5.1,4.9,0.0,,1.0,1.4,0.0,105.6,
72.0,Tank Dell,25.0,HOU,WR,14.0,10.0,81.0,51.0,667.0,35.0,503.0,9.9,164.0,3.2,12.5,3.0,17.0,6.0,7.4,3.0,85.8,
73.0,Aaron Jones,30.0,MIN,RB,17.0,17.0,62.0,51.0,408.0,20.0,-3.0,-0.1,411.0,8.1,0.9,1.0,51.0,2.0,3.2,1.0,98.1,
74.0,Deebo Samuel,28.0,SFO,WR,15.0,15.0,81.0,51.0,670.0,28.0,249.0,4.9,421.0,8.3,6.6,8.0,6.4,6.0,7.4,1.0,96.2,
75.0,Rachaad White,25.0,TAM,RB,16.0,15.0,57.0,51.0,393.0,18.0,-123.0,-2.4,516.0,10.1,-1.9,3.0,17.0,0.0,0.0,0.0,130.5,
76.0,Will Dissly,28.0,LAC,TE,15.0,8.0,64.0,50.0,481.0,24.0,178.0,3.6,303.0,6.1,4.6,4.0,12.5,4.0,6.3,0.0,108.4,
77.0,Chris Godwin,28.0,TAM,WR,7.0,7.0,62.0,50.0,576.0,33.0,226.0,4.5,350.0,7.0,5.7,4.0,12.5,2.0,3.2,1.0,125.5,
78.0,Juwan Johnson,28.0,NOR,TE,17.0,5.0,66.0,50.0,548.0,27.0,336.0,6.7,212.0,4.2,8.2,3.0,16.7,3.0,4.5,1.0,108.6,
79.0,Tucker Kraft,24.0,GNB,TE,17.0,17.0,70.0,50.0,707.0,30.0,251.0,5.0,456.0,9.1,5.3,9.0,5.6,5.0,7.1,1.0,131.1,
80.0,Xavier Legette,23.0,CAR,WR,16.0,13.0,84.0,49.0,497.0,27.0,385.0,7.9,112.0,2.3,12.3,2.0,24.5,7.0,8.3,1.0,86.3,
81.0,Tyler Lockett,32.0,SEA,WR,17.0,14.0,74.0,49.0,600.0,36.0,466.0,9.5,134.0,2.7,10.7,1.0,49.0,4.0,5.4,4.0,77.5,
82.0,Jalen Tolbert,25.0,DAL,WR,17.0,15.0,79.0,49.0,610.0,29.0,444.0,9.1,166.0,3.4,11.5,0.0,,3.0,3.8,2.0,104.9,
83.0,Noah Fant,27.0,SEA,TE,14.0,9.0,64.0,48.0,500.0,25.0,223.0,4.6,277.0,5.8,5.4,2.0,24.0,1.0,1.6,3.0,82.8,
84.0,Adam Thielen,34.0,CAR,WR,10.0,10.0,62.0,48.0,615.0,28.0,463.0,9.6,152.0,3.2,11.0,1.0,48.0,2.0,3.2,4.0,107.9,
85.0,James Conner,29.0,ARI,RB,16.0,16.0,55.0,47.0,414.0,17.0,-69.0,-1.5,483.0,10.3,-1.6,12.0,3.9,2.0,3.6,2.0,88.9,
86.0,Stefon Diggs,31.0,HOU,WR,8.0,8.0,64.0,47.0,496.0,31.0,311.0,6.6,185.0,3.9,8.7,3.0,15.7,3.0,4.7,1.0,104.7,
87.0,Evan Engram,30.0,JAX,TE,9.0,9.0,64.0,47.0,365.0,17.0,215.0,4.6,150.0,3.2,5.4,0.0,,4.0,6.3,0.0,92.3,
88.0,Bucky Irving,22.0,TAM,RB,17.0,3.0,52.0,47.0,392.0,16.0,-136.0,-2.9,528.0,11.2,-2.7,6.0,7.8,1.0,1.9,0.0,98.1,AP ORoY-6
89.0,Cole Kmet,25.0,CHI,TE,17.0,16.0,55.0,47.0,474.0,25.0,293.0,6.2,181.0,3.9,7.1,1.0,47.0,1.0,1.8,1.0,119.2,
90.0,Kyle Pitts,24.0,ATL,TE,17.0,15.0,74.0,47.0,602.0,21.0,330.0,7.0,272.0,5.8,8.6,4.0,11.8,4.0,5.4,4.0,84.4,
91.0,Tre Tucker,23.0,LVR,WR,17.0,14.0,81.0,47.0,539.0,24.0,331.0,7.0,208.0,4.4,12.7,3.0,15.7,2.0,2.5,1.0,85.4,
92.0,Michael Wilson,24.0,ARI,WR,16.0,13.0,71.0,47.0,548.0,27.0,418.0,8.9,130.0,2.8,11.4,1.0,47.0,3.0,4.2,3.0,90.6,
93.0,Romeo Doubs,24.0,GNB,WR,13.0,12.0,72.0,46.0,601.0,33.0,466.0,10.1,135.0,2.9,12.3,4.0,11.5,7.0,9.7,2.0,97.0,
94.0,Kenneth Walker III,24.0,SEA,RB,11.0,11.0,53.0,46.0,299.0,19.0,-64.0,-1.4,363.0,7.9,-1.2,5.0,9.2,2.0,3.8,1.0,88.6,
95.0,Rashod Bateman,25.0,BAL,WR,17.0,14.0,72.0,45.0,756.0,35.0,572.0,12.7,184.0,4.1,13.6,0.0,,4.0,5.6,2.0,125.9,
96.0,Austin Hooper,30.0,NWE,TE,17.0,8.0,59.0,45.0,476.0,25.0,251.0,5.6,225.0,5.0,5.8,3.0,15.0,1.0,1.7,2.0,102.1,
97.0,Olamide Zaccheaus,27.0,WAS,WR,17.0,6.0,64.0,45.0,506.0,26.0,222.0,4.9,284.0,6.3,6.3,7.0,6.4,5.0,7.8,0.0,109.2,
98.0,Dalton Kincaid,25.0,BUF,TE,13.0,9.0,75.0,44.0,448.0,23.0,174.0,4.0,274.0,6.2,7.5,4.0,11.0,6.0,8.0,0.0,84.7,
99.0,Amari Cooper,30.0,2TM,WR,14.0,10.0,85.0,44.0,547.0,25.0,436.0,9.9,111.0,2.5,12.3,1.0,44.0,12.0,14.1,2.0,77.9,
99.0,Amari Cooper,30.0,CLE,WR,6.0,6.0,53.0,24.0,250.0,11.0,193.0,8.0,57.0,2.4,12.1,1.0,24.0,10.0,18.9,1.0,64.2,
99.0,Amari Cooper,30.0,BUF,WR,8.0,4.0,32.0,20.0,297.0,14.0,243.0,12.2,54.0,2.7,12.6,0.0,,2.0,6.3,1.0,100.7,
100.0,Kayshon Boutte,22.0,NWE,WR,15.0,13.0,68.0,43.0,589.0,25.0,439.0,10.2,150.0,3.5,14.5,1.0,43.0,4.0,5.9,2.0,93.3,
101.0,Chuba Hubbard,25.0,CAR,RB,15.0,15.0,54.0,43.0,171.0,10.0,-74.0,-1.7,245.0,5.7,-1.2,7.0,6.1,2.0,3.7,0.0,86.0,
102.0,Tutu Atwell,25.0,LAR,WR,17.0,5.0,62.0,42.0,562.0,29.0,436.0,10.4,126.0,3.0,11.2,0.0,,3.0,4.8,2.0,82.9,
103.0,Zach Charbonnet,23.0,SEA,RB,17.0,6.0,52.0,42.0,340.0,6.0,-37.0,-0.9,377.0,9.0,-0.9,0.0,,0.0,0.0,1.0,92.3,
104.0,Dallas Goedert,29.0,PHI,TE,10.0,10.0,52.0,42.0,496.0,20.0,239.0,5.7,257.0,6.1,6.8,2.0,21.0,1.0,1.9,1.0,111.2,
105.0,Justice Hill,27.0,BAL,RB,15.0,0.0,51.0,42.0,383.0,17.0,-55.0,-1.3,438.0,10.4,-0.5,5.0,8.4,2.0,3.9,1.0,109.4,
106.0,Isaiah Likely,24.0,BAL,TE,16.0,9.0,58.0,42.0,477.0,26.0,221.0,5.3,256.0,6.1,8.0,3.0,14.0,2.0,3.4,0.0,131.2,
107.0,D'Andre Swift,25.0,CHI,RB,17.0,17.0,52.0,42.0,386.0,12.0,-19.0,-0.5,405.0,9.6,0.0,2.0,21.0,3.0,5.8,1.0,89.6,
108.0,T.J. Hockenson,27.0,MIN,TE,10.0,9.0,62.0,41.0,455.0,30.0,310.0,7.6,145.0,3.5,8.4,1.0,41.0,2.0,3.2,2.0,74.3,AP CPoY-19
109.0,Tony Pollard,27.0,TEN,RB,16.0,16.0,57.0,41.0,238.0,9.0,17.0,0.4,221.0,5.4,0.1,2.0,20.5,8.0,14.0,1.0,72.1,
110.0,Devaughn Vele,27.0,DEN,WR,13.0,7.0,55.0,41.0,475.0,26.0,348.0,8.5,127.0,3.1,8.4,0.0,,3.0,5.5,0.0,118.4,
111.0,Ameer Abdullah,31.0,LVR,RB,16.0,3.0,47.0,40.0,261.0,16.0,9.0,0.2,252.0,6.3,0.7,2.0,20.0,0.0,0.0,0.0,111.1,
112.0,Jordan Akins,32.0,CLE,TE,17.0,6.0,58.0,40.0,390.0,20.0,213.0,5.3,177.0,4.4,6.0,1.0,40.0,1.0,1.7,1.0,91.9,
113.0,Noah Gray,25.0,KAN,TE,17.0,10.0,49.0,40.0,437.0,25.0,227.0,5.7,210.0,5.3,6.2,0.0,,2.0,4.1,2.0,120.8,
114.0,Brenton Strange,24.0,JAX,TE,17.0,10.0,53.0,40.0,411.0,21.0,228.0,5.7,183.0,4.6,6.4,3.0,13.3,3.0,5.7,0.0,109.9,
115.0,Tyler Boyd,30.0,TEN,WR,16.0,8.0,57.0,39.0,390.0,20.0,201.0,5.2,189.0,4.8,7.4,2.0,19.5,3.0,5.3,3.0,65.7,
116.0,Rico Dowdle,26.0,DAL,RB,16.0,15.0,49.0,39.0,249.0,13.0,-23.0,-0.6,272.0,7.0,-0.1,3.0,13.0,2.0,4.1,0.0,108.2,
117.0,Travis Etienne,25.0,JAX,RB,15.0,15.0,52.0,39.0,254.0,13.0,-42.0,-1.1,296.0,7.6,0.2,4.0,9.8,2.0,3.8,1.0,76.9,
118.0,Marvin Mims,22.0,DEN,WR,17.0,2.0,52.0,39.0,503.0,14.0,26.0,0.7,477.0,12.2,7.4,0.0,,3.0,5.8,2.0,127.3,"PB,AP-1"
119.0,Josh Palmer,25.0,LAC,WR,15.0,7.0,65.0,39.0,584.0,28.0,483.0,12.4,101.0,2.6,15.2,0.0,,4.0,6.2,1.0,88.2,
120.0,Darius Slayton,27.0,NYG,WR,16.0,13.0,71.0,39.0,573.0,30.0,449.0,11.5,124.0,3.2,13.1,4.0,9.8,4.0,5.6,2.0,79.1,
121.0,Dontayvion Wicks,23.0,GNB,WR,17.0,5.0,76.0,39.0,415.0,25.0,276.0,7.1,139.0,3.6,10.7,3.0,13.0,9.0,11.8,2.0,78.6,
122.0,Tyrone Tracy Jr.,25.0,NYG,RB,17.0,12.0,53.0,38.0,284.0,13.0,3.0,0.1,281.0,7.4,0.3,6.0,6.3,5.0,9.4,1.0,82.6,
123.0,Jaylen Warren,26.0,PIT,RB,15.0,0.0,47.0,38.0,310.0,16.0,-5.0,-0.1,315.0,8.3,-0.1,5.0,7.6,1.0,2.1,0.0,94.1,
124.0,Greg Dortch,26.0,ARI,WR,17.0,4.0,50.0,37.0,342.0,16.0,48.0,1.3,294.0,7.9,4.1,5.0,7.4,3.0,6.0,0.0,112.2,
125.0,Jerome Ford,25.0,CLE,RB,14.0,6.0,43.0,37.0,225.0,10.0,-69.0,-1.9,294.0,7.9,-0.3,7.0,5.3,1.0,2.3,0.0,88.5,
126.0,Allen Lazard,29.0,NYJ,WR,12.0,10.0,60.0,37.0,530.0,29.0,375.0,10.1,155.0,4.2,11.0,0.0,,6.0,10.0,2.0,109.7,
127.0,Jalen McMillan,23.0,TAM,WR,13.0,12.0,58.0,37.0,461.0,23.0,328.0,8.9,133.0,3.6,12.2,1.0,37.0,4.0,6.9,6.0,88.4,
128.0,Alec Pierce,24.0,IND,WR,16.0,13.0,69.0,37.0,824.0,32.0,706.0,19.1,118.0,3.2,21.5,0.0,,3.0,4.3,4.0,106.2,
129.0,Calvin Austin III,25.0,PIT,WR,17.0,8.0,58.0,36.0,548.0,18.0,396.0,11.0,152.0,4.2,12.4,1.0,36.0,3.0,5.2,0.0,116.2,
130.0,Najee Harris,26.0,PIT,RB,17.0,17.0,48.0,36.0,283.0,13.0,-46.0,-1.3,329.0,9.1,-1.5,7.0,5.1,4.0,8.3,0.0,89.1,
131.0,Andrei Iosivas,25.0,CIN,WR,17.0,8.0,61.0,36.0,479.0,26.0,412.0,11.4,67.0,1.9,11.2,0.0,,5.0,8.2,1.0,109.9,
132.0,Josh Jacobs,26.0,GNB,RB,17.0,17.0,43.0,36.0,342.0,15.0,-61.0,-1.7,403.0,11.2,-1.0,13.0,2.8,0.0,0.0,1.0,97.9,"PB,AP OPoY-11"
133.0,Alexander Mattison,26.0,LVR,RB,14.0,7.0,48.0,36.0,294.0,13.0,-20.0,-0.6,314.0,8.7,-0.1,6.0,6.0,2.0,4.2,2.0,79.7,
134.0,Joe Mixon,28.0,HOU,RB,14.0,14.0,52.0,36.0,309.0,12.0,-51.0,-1.4,360.0,10.0,-0.5,6.0,6.0,4.0,7.7,0.0,90.9,PB
135.0,David Montgomery,27.0,DET,RB,14.0,14.0,38.0,36.0,341.0,16.0,-24.0,-0.7,365.0,10.1,-0.5,11.0,3.3,0.0,0.0,0.0,104.1,
136.0,Noah Brown,28.0,WAS,WR,11.0,9.0,56.0,35.0,453.0,21.0,370.0,10.6,83.0,2.4,11.4,0.0,,4.0,7.1,1.0,86.4,
137.0,Austin Ekeler,29.0,WAS,RB,12.0,6.0,41.0,35.0,366.0,14.0,-58.0,-1.7,424.0,12.1,-1.4,4.0,8.8,2.0,4.9,0.0,103.9,AP-2
