Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA,week,year,game_id
1.0,11:02,3.0,2.0,ARI 47,0.0,0.0,Daniel Jones pass incomplete short right intended for Darius Slayton,1.75,0.13,2.0,2023,26
1.0,10:59,4.0,2.0,ARI 47,0.0,0.0,"Jamie Gillan punts 33 yards, fair catch by Greg Dortch at ARI-14",0.13,0.28,2.0,2023,26
1.0,10:52,1.0,10.0,ARI 14,0.0,0.0,"Joshua Dobbs right end for 13 yards (tackle by Xavier McKinney). Penalty on Xavier McKinney: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.28,1.73,2.0,2023,26
1.0,10:23,1.0,10.0,ARI 42,0.0,0.0,Joshua Dobbs pass complete short right to Zach Ertz for 9 yards (tackle by Micah McFadden),1.73,2.4,2.0,2023,26
1.0,9:51,2.0,1.0,NYG 49,0.0,0.0,James Conner up the middle for 7 yards (tackle by Micah McFadden),2.4,2.79,2.0,2023,26
1.0,9:12,1.0,10.0,NYG 42,0.0,0.0,Joshua Dobbs pass incomplete short middle intended for Marquise Brown,2.79,2.24,2.0,2023,26
1.0,9:06,2.0,10.0,NYG 42,0.0,0.0,James Conner up the middle for 3 yards (tackle by Bobby Okereke and A'Shawn Robinson),2.24,1.95,2.0,2023,26
1.0,8:25,3.0,7.0,NYG 39,0.0,0.0,Joshua Dobbs pass complete deep left to Michael Wilson for 21 yards (tackle by Jason Pinnock),1.95,4.37,2.0,2023,26
1.0,7:52,1.0,10.0,NYG 18,0.0,0.0,"Penalty on NYG: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",4.37,5.41,2.0,2023,26
1.0,7:32,1.0,5.0,NYG 13,0.0,0.0,James Conner up the middle for -1 yards (tackle by Jason Pinnock),5.41,4.43,2.0,2023,26
1.0,6:53,2.0,6.0,NYG 14,0.0,0.0,Joshua Dobbs pass complete short left to Marquise Brown for 10 yards (tackle by Jason Pinnock),4.43,6.28,2.0,2023,26
1.0,6:15,1.0,4.0,NYG 4,0.0,6.0,"James Conner up the middle for 4 yards, touchdown",6.28,7.0,2.0,2023,26
1.0,6:11,,,NYG 15,0.0,7.0,Matt Prater kicks extra point good,0.0,0.0,2.0,2023,26
1.0,6:11,,,ARI 35,0.0,7.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
1.0,6:11,1.0,10.0,NYG 25,0.0,7.0,Saquon Barkley left tackle for 2 yards (tackle by Carlos Watkins),0.61,0.33,2.0,2023,26
1.0,5:38,2.0,8.0,NYG 27,0.0,7.0,Daniel Jones pass complete short left to Isaiah Hodgins for 12 yards (tackle by K'Von Wallace),0.33,1.53,2.0,2023,26
1.0,5:15,1.0,10.0,NYG 39,0.0,7.0,Saquon Barkley up the middle for 4 yards (tackle by Kevin Strong),1.53,1.53,2.0,2023,26
1.0,4:41,2.0,6.0,NYG 43,0.0,7.0,Saquon Barkley up the middle for 2 yards (tackle by Krys Barnes),1.53,1.09,2.0,2023,26
1.0,4:06,3.0,4.0,NYG 45,0.0,7.0,Daniel Jones sacked by Dennis Gardeck for -1 yards,1.09,-0.46,2.0,2023,26
1.0,3:28,4.0,5.0,NYG 44,0.0,7.0,"Jamie Gillan punts 36 yards, fair catch by Greg Dortch at ARI-20",-0.46,-0.28,2.0,2023,26
1.0,3:18,1.0,10.0,ARI 20,0.0,7.0,Joshua Dobbs pass complete deep left to Trey McBride for 23 yards (tackle by Jason Pinnock),0.28,1.8,2.0,2023,26
1.0,2:42,1.0,10.0,ARI 43,0.0,7.0,Keaontay Ingram up the middle for 1 yard (tackle by Dexter Lawrence),1.8,1.39,2.0,2023,26
1.0,2:05,2.0,9.0,ARI 44,0.0,7.0,Joshua Dobbs pass complete short right to Zach Ertz for 14 yards (tackle by Deonte Banks),1.39,2.79,2.0,2023,26
1.0,1:23,1.0,10.0,NYG 42,0.0,7.0,Joshua Dobbs pass incomplete short left intended for Zach Ertz,2.79,2.24,2.0,2023,26
1.0,1:19,2.0,10.0,NYG 42,0.0,7.0,Keaontay Ingram left tackle for 5 yards (tackle by Micah McFadden),2.24,2.21,2.0,2023,26
1.0,0:39,3.0,5.0,NYG 37,0.0,7.0,"Joshua Dobbs pass complete short right to Rondale Moore for 14 yards (tackle by Adoree' Jackson) NYG challenged the pass completion ruling, and the play was upheld.",2.21,4.04,2.0,2023,26
2.0,15:00,1.0,10.0,NYG 23,0.0,13.0,"Joshua Dobbs up the middle for 23 yards, touchdown",4.04,7.0,2.0,2023,26
2.0,14:51,,,NYG 15,0.0,14.0,Matt Prater kicks extra point good,0.0,0.0,2.0,2023,26
2.0,14:51,,,ARI 35,0.0,14.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
2.0,14:51,1.0,10.0,NYG 25,0.0,14.0,Daniel Jones pass incomplete short middle intended for Darren Waller (defended by Andre Chachere),0.61,0.06,2.0,2023,26
2.0,14:46,2.0,10.0,NYG 25,0.0,14.0,Daniel Jones pass incomplete short middle intended for Darren Waller (defended by Carlos Watkins),0.06,-0.62,2.0,2023,26
2.0,14:41,3.0,10.0,NYG 25,0.0,14.0,Daniel Jones pass complete short middle to Saquon Barkley for -4 yards (tackle by Kyzir White),-0.62,-1.96,2.0,2023,26
2.0,13:59,4.0,14.0,NYG 21,0.0,14.0,"Jamie Gillan punts 42 yards, returned by Greg Dortch for no gain (tackle by Micah McFadden and Daniel Bellinger). Penalty on Kris Boyd: Defensive Holding, 10 yards (accepted)",-1.96,-0.74,2.0,2023,26
2.0,13:45,1.0,10.0,ARI 27,0.0,14.0,James Conner up the middle for 4 yards (tackle by Adoree' Jackson),0.74,0.74,2.0,2023,26
2.0,13:12,2.0,6.0,ARI 31,0.0,14.0,James Conner right tackle for 5 yards (tackle by Bobby Okereke),0.74,0.7,2.0,2023,26
2.0,12:33,3.0,1.0,ARI 36,0.0,14.0,Joshua Dobbs up the middle for 5 yards (tackle by Jason Pinnock),0.7,1.66,2.0,2023,26
2.0,11:58,1.0,10.0,ARI 41,0.0,14.0,James Conner up the middle for -2 yards (tackle by Jason Pinnock),1.66,0.85,2.0,2023,26
2.0,11:21,2.0,12.0,ARI 39,0.0,14.0,Joshua Dobbs pass complete short right to Marquise Brown for 22 yards (tackle by Bobby Okereke),0.85,2.98,2.0,2023,26
2.0,10:44,1.0,10.0,NYG 39,0.0,14.0,"Joshua Dobbs pass incomplete short left intended for Trey McBride. Penalty on Bobby Okereke: Roughing the Passer, 15 yards (accepted) (no play)",2.98,3.97,2.0,2023,26
2.0,10:39,1.0,10.0,NYG 24,0.0,14.0,James Conner left end for 2 yards (tackle by Deonte Banks),3.97,3.7,2.0,2023,26
2.0,9:58,2.0,8.0,NYG 22,0.0,14.0,James Conner up the middle for -1 yards (tackle by A'Shawn Robinson),3.7,2.87,2.0,2023,26
2.0,9:15,3.0,9.0,NYG 23,0.0,14.0,Joshua Dobbs pass complete short left to Emari Demercado for 4 yards (tackle by Isaiah Simmons),2.87,2.24,2.0,2023,26
2.0,8:47,4.0,5.0,NYG 19,0.0,17.0,Matt Prater 37 yard field goal good,2.24,3.0,2.0,2023,26
2.0,8:43,,,ARI 35,0.0,17.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
2.0,8:43,1.0,10.0,NYG 25,0.0,17.0,Saquon Barkley up the middle for 9 yards (tackle by Marco Wilson and K'Von Wallace),0.61,1.28,2.0,2023,26
2.0,8:11,2.0,1.0,NYG 34,0.0,17.0,Saquon Barkley up the middle for no gain (tackle by Victor Dimukeje),1.28,0.56,2.0,2023,26
2.0,7:33,3.0,1.0,NYG 34,0.0,17.0,Saquon Barkley right end for 5 yards (tackle by Kyzir White),0.56,1.53,2.0,2023,26
2.0,6:57,1.0,10.0,NYG 39,0.0,17.0,Daniel Jones pass incomplete deep left intended for Darius Slayton (defended by Kei'Trel Clark),1.53,0.99,2.0,2023,26
2.0,6:49,2.0,10.0,NYG 39,0.0,17.0,Daniel Jones pass incomplete short left intended for Parris Campbell,0.99,0.3,2.0,2023,26
2.0,6:46,3.0,10.0,NYG 39,0.0,17.0,Daniel Jones pass complete short middle to Darren Waller for 12 yards (tackle by Marco Wilson),0.3,2.32,2.0,2023,26
2.0,6:17,1.0,10.0,ARI 49,0.0,17.0,Daniel Jones left end for 1 yard (tackle by Kei'Trel Clark),2.32,1.92,2.0,2023,26
2.0,5:39,2.0,9.0,ARI 48,0.0,17.0,Daniel Jones pass complete short left to Saquon Barkley for 10 yards (tackle by K'Von Wallace),1.92,3.05,2.0,2023,26
2.0,5:01,1.0,10.0,ARI 38,0.0,17.0,Saquon Barkley left tackle for 2 yards (tackle by Krys Barnes and Carlos Watkins),3.05,2.78,2.0,2023,26
2.0,4:30,2.0,8.0,ARI 36,0.0,17.0,Daniel Jones pass short right intended for Saquon Barkley is intercepted by Jalen Thompson at ARI-31 and returned for 35 yards (tackle by Daniel Jones),2.78,-3.31,2.0,2023,26
2.0,4:20,1.0,10.0,NYG 34,0.0,17.0,Joshua Dobbs pass complete short middle to Zach Ertz for 6 yards (tackle by Micah McFadden),3.31,3.58,2.0,2023,26
2.0,3:40,2.0,4.0,NYG 28,0.0,17.0,James Conner right tackle for 5 yards (tackle by Jason Pinnock and A'Shawn Robinson),3.58,4.04,2.0,2023,26
2.0,3:00,1.0,10.0,NYG 23,0.0,17.0,James Conner left tackle for 3 yards (tackle by Jihad Ward),4.04,3.9,2.0,2023,26
2.0,2:25,2.0,7.0,NYG 20,0.0,17.0,"Joshua Dobbs pass complete short right to Rondale Moore for no gain (tackle by Bobby Okereke). Penalty on Michael Wilson: Offensive Pass Interference, 10 yards (accepted) (no play)",3.9,2.55,2.0,2023,26
2.0,2:00,2.0,17.0,NYG 30,0.0,17.0,Joshua Dobbs pass complete short left to Marquise Brown for 6 yards (tackle by Deonte Banks),2.55,2.68,2.0,2023,26
2.0,1:56,,,,,,Timeout #2 by New York Giants,,,2.0,2023,26
2.0,1:56,3.0,11.0,NYG 24,0.0,17.0,Emari Demercado up the middle for -2 yards (tackle by Dexter Lawrence and Oshane Ximines),2.68,1.74,2.0,2023,26
2.0,1:13,4.0,13.0,NYG 26,0.0,20.0,Matt Prater 44 yard field goal good,1.74,3.0,2.0,2023,26
2.0,1:09,,,ARI 35,0.0,20.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
2.0,1:09,1.0,10.0,NYG 25,0.0,20.0,Daniel Jones pass complete short right to Parris Campbell for 9 yards (tackle by Andre Chachere),0.61,1.28,2.0,2023,26
2.0,0:52,2.0,1.0,NYG 34,0.0,20.0,Daniel Jones pass complete short left to Saquon Barkley for no gain (tackle by Dennis Gardeck),1.28,0.56,2.0,2023,26
2.0,0:29,3.0,1.0,NYG 34,0.0,20.0,Daniel Jones pass complete short right to Isaiah Hodgins for 10 yards (tackle by Dennis Gardeck),0.56,1.86,2.0,2023,26
2.0,0:23,,,,,,Timeout #3 by New York Giants,,,2.0,2023,26
2.0,0:23,1.0,10.0,NYG 44,0.0,20.0,Daniel Jones pass incomplete short middle intended for Parris Campbell (defended by Andre Chachere) (defended by Krys Barnes),1.86,1.32,2.0,2023,26
2.0,0:19,2.0,10.0,NYG 44,0.0,20.0,Daniel Jones sacked by and Victor Dimukeje for -5 yards and Zaven Collins for -5 yards,1.32,-0.03,2.0,2023,26
3.0,15:00,,,ARI 35,0.0,20.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
3.0,15:00,1.0,10.0,NYG 25,0.0,20.0,Daniel Jones pass complete deep middle to Jalin Hyatt for 58 yards (tackle by Marco Wilson),0.61,4.44,2.0,2023,26
3.0,14:13,1.0,10.0,ARI 17,0.0,20.0,Daniel Jones pass complete short left to Darren Waller for 3 yards (tackle by Kyzir White and Jalen Thompson),4.44,4.32,2.0,2023,26
3.0,13:48,2.0,7.0,ARI 14,6.0,20.0,"Daniel Jones left end for 14 yards, touchdown",4.32,7.0,2.0,2023,26
3.0,13:43,,,ARI 15,7.0,20.0,Graham Gano kicks extra point good,0.0,0.0,2.0,2023,26
3.0,13:43,,,NYG 35,7.0,20.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
3.0,13:43,1.0,10.0,ARI 25,7.0,20.0,Joshua Dobbs pass incomplete short left intended for James Conner (defended by Xavier McKinney),0.61,0.06,2.0,2023,26
3.0,13:39,2.0,10.0,ARI 25,7.0,20.0,James Conner left tackle for 22 yards (tackle by Xavier McKinney),0.06,2.06,2.0,2023,26
3.0,12:56,1.0,10.0,ARI 47,7.0,20.0,Joshua Dobbs pass complete short right to Zach Pascal for 9 yards (tackle by Jason Pinnock and Xavier McKinney),2.06,2.73,2.0,2023,26
3.0,12:22,2.0,1.0,NYG 44,7.0,20.0,James Conner up the middle for 10 yards (tackle by Xavier McKinney and Jason Pinnock),2.73,3.31,2.0,2023,26
3.0,11:30,1.0,10.0,NYG 34,7.0,20.0,James Conner up the middle for -1 yards (tackle by Jason Pinnock),3.31,2.64,2.0,2023,26
3.0,10:52,2.0,11.0,NYG 35,7.0,20.0,"Joshua Dobbs pass short middle is intercepted by Jason Pinnock at NYG-35 and returned for no gain. Penalty on Bobby Okereke: Defensive Pass Interference, 10 yards (accepted) (no play)",2.64,3.91,2.0,2023,26
3.0,10:43,1.0,10.0,NYG 25,7.0,20.0,James Conner right tackle for 21 yards (tackle by Adoree' Jackson),3.91,6.28,2.0,2023,26
3.0,10:15,1.0,4.0,NYG 4,7.0,20.0,James Conner right tackle for 1 yard (tackle by D.J. Davidson and Jason Pinnock),6.28,5.53,2.0,2023,26
3.0,9:39,2.0,3.0,NYG 3,7.0,26.0,"Joshua Dobbs pass complete short right to Marquise Brown for 3 yards, touchdown",5.53,7.0,2.0,2023,26
3.0,9:34,,,NYG 2,7.0,28.0,"Two Point Attempt: Joshua Dobbs rushes, conversion succeeds.",1.0,1.0,2.0,2023,26
3.0,9:34,,,ARI 35,7.0,28.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
3.0,9:34,1.0,10.0,NYG 25,7.0,28.0,Daniel Jones pass complete short middle to Darren Waller for 9 yards (tackle by Jalen Thompson and K'Von Wallace),0.61,1.28,2.0,2023,26
3.0,8:59,2.0,1.0,NYG 34,7.0,28.0,Saquon Barkley up the middle for 5 yards (tackle by Cameron Thomas),1.28,1.53,2.0,2023,26
3.0,8:24,1.0,10.0,NYG 39,7.0,28.0,Daniel Jones pass complete short left to Darius Slayton for 29 yards (tackle by Jalen Thompson),1.53,3.45,2.0,2023,26
3.0,7:44,1.0,10.0,ARI 32,7.0,28.0,Saquon Barkley left end for -3 yards (tackle by Dennis Gardeck),3.45,2.5,2.0,2023,26
3.0,7:08,2.0,13.0,ARI 35,7.0,28.0,Daniel Jones left end for 1 yard (tackle by Krys Barnes),2.5,1.95,2.0,2023,26
3.0,6:34,3.0,12.0,ARI 34,7.0,28.0,Daniel Jones scrambles right tackle for 13 yards (tackle by Kei'Trel Clark),1.95,4.17,2.0,2023,26
3.0,5:56,1.0,10.0,ARI 21,7.0,28.0,Daniel Jones pass complete short left to Parris Campbell for 7 yards (tackle by Kei'Trel Clark),4.17,4.74,2.0,2023,26
3.0,5:22,2.0,3.0,ARI 14,7.0,28.0,Daniel Jones pass complete short left to Sterling Shepard for 4 yards (tackle by K'Von Wallace),4.74,4.91,2.0,2023,26
3.0,4:41,1.0,10.0,ARI 10,7.0,28.0,"Daniel Jones sacked by Kyzir White for -3 yards. Penalty on Dante Stills: Personal Foul / Defense, 7 yards (accepted)",4.91,5.83,2.0,2023,26
3.0,4:15,1.0,6.0,ARI 6,7.0,28.0,Daniel Jones pass incomplete short left intended for Isaiah Hodgins (defended by Kei'Trel Clark),5.83,4.95,2.0,2023,26
3.0,4:09,2.0,6.0,ARI 6,7.0,28.0,Saquon Barkley up the middle for 5 yards (tackle by K'Von Wallace and Jesse Luketa),4.95,5.17,2.0,2023,26
3.0,3:30,3.0,1.0,ARI 1,13.0,28.0,"Saquon Barkley right tackle for 1 yard, touchdown",5.17,7.0,2.0,2023,26
3.0,3:27,,,ARI 15,14.0,28.0,Graham Gano kicks extra point good,0.0,0.0,2.0,2023,26
3.0,3:27,,,NYG 35,14.0,28.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
3.0,3:27,1.0,10.0,ARI 25,14.0,28.0,Joshua Dobbs pass complete short middle to Zach Ertz for 17 yards (tackle by Xavier McKinney),0.61,1.73,2.0,2023,26
3.0,2:53,1.0,10.0,ARI 42,14.0,28.0,James Conner up the middle for -1 yards (tackle by Bobby Okereke),1.73,1.05,2.0,2023,26
3.0,2:14,2.0,11.0,ARI 41,14.0,28.0,"Joshua Dobbs pass complete short right to Trey McBride for 9 yards (tackle by Boogie Basham). Penalty on Marquise Brown: Offensive Illegal Block Above the Waist, 10 yards (accepted)",1.05,0.92,2.0,2023,26
3.0,1:45,2.0,12.0,ARI 40,14.0,28.0,Joshua Dobbs pass complete short left to Marquise Brown for 1 yard (tackle by Bobby Okereke),0.92,0.37,2.0,2023,26
3.0,0:57,3.0,11.0,ARI 41,14.0,28.0,"Joshua Dobbs pass complete deep middle to Michael Wilson for 16 yards (tackle by Xavier McKinney) Penalty on NYG: Illegal Contact, 5 yards (declined)",0.37,2.72,2.0,2023,26
3.0,0:38,1.0,10.0,NYG 43,14.0,28.0,James Conner right tackle for -1 yards (tackle by Deonte Banks),2.72,2.04,2.0,2023,26
4.0,15:00,2.0,11.0,NYG 44,14.0,28.0,Joshua Dobbs pass incomplete short middle intended for Marquise Brown (defended by Adoree' Jackson),2.04,1.36,2.0,2023,26
4.0,14:58,3.0,11.0,NYG 44,14.0,28.0,Joshua Dobbs pass incomplete deep right intended for Marquise Brown,1.36,0.33,2.0,2023,26
4.0,14:51,4.0,11.0,NYG 44,14.0,28.0,"Nolan Cooney punts 44 yards, touchback.",0.33,-0.28,2.0,2023,26
4.0,14:41,1.0,10.0,NYG 20,14.0,28.0,Daniel Jones pass complete short right to Darius Slayton for 15 yards (tackle by Marco Wilson),0.28,1.27,2.0,2023,26
4.0,14:11,1.0,10.0,NYG 35,14.0,28.0,Daniel Jones pass complete deep left to Darren Waller for 25 yards (tackle by Andre Chachere),1.27,2.92,2.0,2023,26
4.0,13:33,1.0,10.0,ARI 40,14.0,28.0,Daniel Jones pass incomplete deep right intended for Darius Slayton,2.92,2.37,2.0,2023,26
4.0,13:26,2.0,10.0,ARI 40,14.0,28.0,Daniel Jones scrambles left tackle for 9 yards (tackle by Krys Barnes),2.37,2.87,2.0,2023,26
4.0,12:52,3.0,1.0,ARI 31,14.0,28.0,Daniel Jones up the middle for 2 yards (tackle by Jonathan Ledbetter),2.87,3.64,2.0,2023,26
4.0,12:18,1.0,10.0,ARI 29,14.0,28.0,Daniel Jones pass complete short middle to Darren Waller for 14 yards (tackle by K'Von Wallace and Jalen Thompson),3.64,4.58,2.0,2023,26
4.0,11:36,1.0,10.0,ARI 15,14.0,28.0,Daniel Jones scrambles right end for 2 yards (tackle by Zaven Collins),4.58,4.28,2.0,2023,26
4.0,11:02,2.0,8.0,ARI 13,14.0,28.0,Saquon Barkley up the middle for 1 yard (tackle by Zaven Collins),4.28,3.58,2.0,2023,26
4.0,10:17,3.0,7.0,ARI 12,14.0,28.0,Daniel Jones pass complete short middle to Parris Campbell for 6 yards (tackle by Jalen Thompson),3.58,3.02,2.0,2023,26
4.0,9:46,4.0,1.0,ARI 6,14.0,28.0,Daniel Jones up the middle for 2 yards (tackle by Jonathan Ledbetter),3.02,6.28,2.0,2023,26
4.0,9:10,1.0,4.0,ARI 4,14.0,28.0,Daniel Jones pass incomplete short right,6.28,5.34,2.0,2023,26
4.0,9:03,2.0,4.0,ARI 4,14.0,28.0,Daniel Jones pass incomplete short left,5.34,4.49,2.0,2023,26
4.0,8:57,3.0,4.0,ARI 4,14.0,28.0,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",4.49,3.36,2.0,2023,26
4.0,8:57,3.0,9.0,ARI 9,20.0,28.0,"Daniel Jones pass complete short right to Saquon Barkley for 9 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",3.36,7.0,2.0,2023,26
4.0,8:51,,,ARI 15,20.0,28.0,"Penalty on Parris Campbell: False Start, 5 yards (accepted) (no play)",0.0,0.0,2.0,2023,26
4.0,8:51,,,ARI 20,21.0,28.0,Graham Gano kicks extra point good,0.0,0.0,2.0,2023,26
4.0,8:51,,,NYG 35,21.0,28.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
4.0,8:51,1.0,10.0,ARI 25,21.0,28.0,Joshua Dobbs pass incomplete short right intended for Trey McBride,0.61,0.06,2.0,2023,26
4.0,8:42,2.0,10.0,ARI 25,21.0,28.0,James Conner left tackle for 1 yard (tackle by Bobby Okereke),0.06,-0.49,2.0,2023,26
4.0,8:08,3.0,9.0,ARI 26,21.0,28.0,"Penalty on Hjalte Froholdt: False Start, 5 yards (accepted) (no play)",-0.49,-1.15,2.0,2023,26
4.0,8:08,3.0,14.0,ARI 21,21.0,28.0,Joshua Dobbs pass complete short left to Emari Demercado for 3 yards (tackle by Isaiah Simmons),-1.15,-1.77,2.0,2023,26
4.0,7:42,4.0,11.0,ARI 24,21.0,28.0,"Nolan Cooney punts 54 yards, returned by Eric Gray for 14 yards (tackle by Zach Pascal and Zeke Turner)",-1.77,-1.33,2.0,2023,26
4.0,7:31,1.0,10.0,NYG 36,21.0,28.0,Daniel Jones scrambles right tackle for 15 yards,1.33,2.32,2.0,2023,26
4.0,6:52,1.0,10.0,ARI 49,21.0,28.0,Daniel Jones pass complete deep left to Jalin Hyatt for 31 yards (tackle by Kei'Trel Clark),2.32,4.37,2.0,2023,26
4.0,6:11,1.0,10.0,ARI 18,21.0,28.0,Daniel Jones pass complete short left to Parris Campbell for -1 yards (tackle by Krys Barnes),4.37,3.67,2.0,2023,26
4.0,5:38,2.0,11.0,ARI 19,21.0,28.0,Daniel Jones pass complete short middle to Darren Waller for 13 yards (tackle by K'Von Wallace),3.67,5.83,2.0,2023,26
4.0,4:57,1.0,6.0,ARI 6,21.0,28.0,"Daniel Jones scrambles right tackle for no gain, touchdown. Penalty on Evan Neal: Offensive Holding, 10 yards (accepted) (no play)",5.83,4.31,2.0,2023,26
4.0,4:48,1.0,16.0,ARI 16,21.0,28.0,Saquon Barkley left tackle for 5 yards (tackle by Eric Banks),4.31,4.02,2.0,2023,26
4.0,4:29,2.0,11.0,ARI 11,27.0,28.0,"Daniel Jones pass complete short middle to Isaiah Hodgins for 11 yards, touchdown",4.02,7.0,2.0,2023,26
4.0,4:25,,,ARI 15,28.0,28.0,Graham Gano kicks extra point good,0.0,0.0,2.0,2023,26
4.0,4:25,,,NYG 35,28.0,28.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,26
4.0,4:25,1.0,10.0,ARI 25,28.0,28.0,James Conner up the middle for 1 yard (tackle by Dexter Lawrence),0.61,0.2,2.0,2023,26
4.0,3:53,2.0,9.0,ARI 26,28.0,28.0,James Conner up the middle for 3 yards (tackle by Dexter Lawrence and Bobby Okereke),0.2,-0.1,2.0,2023,26
4.0,3:11,3.0,6.0,ARI 29,28.0,28.0,"Penalty on Elijah Wilkinson: False Start, 5 yards (accepted) (no play)",-0.1,-0.76,2.0,2023,26
4.0,3:11,3.0,11.0,ARI 24,28.0,28.0,"Penalty on Elijah Wilkinson: False Start, 5 yards (accepted) (no play)",-0.76,-1.51,2.0,2023,26
4.0,3:11,3.0,16.0,ARI 19,28.0,28.0,Joshua Dobbs pass complete short right to Zach Ertz for 5 yards (tackle by Bobby Okereke and Adoree' Jackson),-1.51,-1.77,2.0,2023,26
4.0,2:47,4.0,11.0,ARI 24,28.0,28.0,"Nolan Cooney punts 48 yards, fair catch by Eric Gray at NYG-28",-1.77,-0.81,2.0,2023,26
4.0,2:31,1.0,10.0,NYG 28,28.0,28.0,Daniel Jones pass complete short left to Saquon Barkley for 8 yards (tackle by Jalen Thompson),0.81,1.34,2.0,2023,26
4.0,2:23,2.0,2.0,NYG 36,28.0,28.0,Saquon Barkley up the middle for 10 yards (tackle by Kyzir White),1.34,1.99,2.0,2023,26
4.0,2:00,1.0,10.0,NYG 46,28.0,28.0,Daniel Jones pass complete deep right to Darius Slayton for 18 yards (tackle by Marco Wilson),1.99,3.18,2.0,2023,26
4.0,1:20,1.0,10.0,ARI 36,28.0,28.0,Saquon Barkley up the middle for 16 yards (tackle by Krys Barnes),3.18,4.24,2.0,2023,26
4.0,1:16,,,,,,Timeout #1 by Arizona Cardinals,,,2.0,2023,26
4.0,1:16,1.0,10.0,ARI 20,28.0,28.0,Saquon Barkley right end for -3 yards (tackle by Jalen Thompson),4.24,3.29,2.0,2023,26
4.0,1:12,,,,,,Timeout #2 by Arizona Cardinals,,,2.0,2023,26
4.0,1:12,2.0,13.0,ARI 23,28.0,28.0,Saquon Barkley up the middle for 2 yards (tackle by Krys Barnes and Dante Stills),3.29,2.87,2.0,2023,26
4.0,1:08,,,,,,Timeout #3 by Arizona Cardinals,,,2.0,2023,26
4.0,1:08,3.0,11.0,ARI 21,28.0,28.0,Matt Breida up the middle for 5 yards (tackle by Kyzir White and Dante Stills),2.87,2.4,2.0,2023,26
4.0,0:23,,,,,,Timeout #1 by New York Giants,,,2.0,2023,26
4.0,0:23,4.0,6.0,ARI 16,31.0,28.0,Graham Gano 34 yard field goal good,2.4,3.0,2.0,2023,26
4.0,0:19,,,NYG 35,31.0,28.0,"Graham Gano kicks off 64 yards, returned by Greg Dortch for 19 yards (tackle by Gary Brightwell)",0.0,0.28,2.0,2023,26
