Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA,week,year,game_id
4.0,4:51,3.0,13.0,CLE 33,22.0,26.0,Deshaun Watson pass incomplete deep right intended for Marquise Goodwin,-0.3,-1.18,2.0,2023,32
4.0,4:44,4.0,13.0,CLE 33,22.0,26.0,Corey Bojorquez punts 42 yards,-1.18,-0.61,2.0,2023,32
4.0,4:37,1.0,10.0,PIT 25,22.0,26.0,Najee Harris right guard for 1 yard (tackle by Shelby Harris),0.61,0.2,2.0,2023,32
4.0,3:55,2.0,9.0,PIT 26,22.0,26.0,Jaylen Warren left tackle for 8 yards (tackle by Juan Thornhill and Grant Delpit),0.2,0.56,2.0,2023,32
4.0,3:08,3.0,1.0,PIT 34,22.0,26.0,Kenny Pickett right tackle for -3 yards (tackle by Ogbonnia Okoronkwo and Anthony Walker),0.56,-1.31,2.0,2023,32
4.0,3:02,,,,,,Timeout #2 by Cleveland Browns,,,2.0,2023,32
4.0,3:02,4.0,3.0,PIT 31,22.0,26.0,"Pressley Harvin punts 44 yards, fair catch by Donovan Peoples-Jones at CLE-25",-1.31,-0.61,2.0,2023,32
4.0,2:55,1.0,10.0,CLE 25,22.0,26.0,"Penalty on Dawand Jones: False Start, 5 yards (accepted) (no play)",0.61,0.28,2.0,2023,32
4.0,2:55,1.0,15.0,CLE 20,22.0,26.0,Deshaun Watson pass complete short right to David Bell for 8 yards (tackle by Cole Holcomb),0.28,0.4,2.0,2023,32
4.0,2:49,2.0,8.0,CLE 28,22.0,26.0,Deshaun Watson pass complete short left to Amari Cooper for 8 yards (tackle by Levi Wallace),0.4,1.33,2.0,2023,32
4.0,2:44,1.0,10.0,CLE 36,22.0,26.0,Deshaun Watson pass complete short right to Elijah Moore for 14 yards (tackle by Kwon Alexander),1.33,2.26,2.0,2023,32
4.0,2:20,1.0,10.0,CLE 50,22.0,26.0,Deshaun Watson scrambles for 3 yards (tackle by Kwon Alexander),2.26,2.12,2.0,2023,32
4.0,2:00,2.0,7.0,PIT 47,22.0,26.0,Deshaun Watson pass incomplete short left intended for Elijah Moore,2.12,1.42,2.0,2023,32
4.0,1:53,3.0,7.0,PIT 47,22.0,26.0,Deshaun Watson sacked by Elijah Riley for -2 yards,1.42,0.0,2.0,2023,32
4.0,1:05,4.0,9.0,PIT 49,22.0,26.0,Deshaun Watson pass incomplete deep right intended for Donovan Peoples-Jones,0.0,-2.19,2.0,2023,32
4.0,1:00,1.0,10.0,PIT 49,22.0,26.0,Kenny Pickett kneels for -1 yards,2.19,1.58,2.0,2023,32
4.0,0:27,2.0,11.0,PIT 49,22.0,26.0,Kenny Pickett kneels for -1 yards,1.58,0.76,2.0,2023,32
