Quarter,Time,Down,ToGo,Location,NYJ,DAL,Detail,EPB,EPA,week,year,game_id
1.0,9:25,3.0,4.0,NYJ 4,0.0,6.0,"Dak Prescott pass complete short left to Jake Ferguson for 4 yards, touchdown",4.49,7.0,2.0,2023,28
1.0,9:19,,,NYJ 15,0.0,7.0,Brandon Aubrey kicks extra point good,0.0,0.0,2.0,2023,28
1.0,9:19,,,DAL 35,0.0,7.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,28
1.0,9:19,1.0,10.0,NYJ 25,0.0,7.0,Breece Hall left end for -4 yards (tackle by DeMarcus Lawrence),0.61,-0.48,2.0,2023,28
1.0,8:39,2.0,14.0,NYJ 21,0.0,7.0,Zach Wilson pass complete short right to Allen Lazard for 9 yards (tackle by Stephon Gilmore),-0.48,0.04,2.0,2023,28
1.0,7:57,3.0,5.0,NYJ 30,0.0,7.0,Zach Wilson sacked by Micah Parsons for -7 yards,0.04,-1.83,2.0,2023,28
1.0,7:12,4.0,12.0,NYJ 23,0.0,7.0,"Thomas Morstead punts 46 yards, fair catch by KaVontae Turpin at DAL-31",-1.83,-1.0,2.0,2023,28
1.0,7:03,1.0,10.0,DAL 31,0.0,7.0,Dak Prescott pass complete short left to CeeDee Lamb for 5 yards (tackle by D.J. Reed),1.0,1.14,2.0,2023,28
1.0,6:40,2.0,5.0,DAL 36,0.0,7.0,Deuce Vaughn right guard for no gain (tackle by Quinnen Williams),1.14,0.43,2.0,2023,28
1.0,6:18,3.0,5.0,DAL 36,0.0,7.0,Dak Prescott pass complete short right to Deuce Vaughn for 4 yards (tackle by Quincy Williams),0.43,-0.72,2.0,2023,28
1.0,5:39,4.0,1.0,DAL 40,0.0,7.0,"Bryan Anger punts 50 yards, fair catch by Xavier Gipson at NYJ-10",-0.72,0.38,2.0,2023,28
1.0,5:31,1.0,10.0,NYJ 10,0.0,7.0,Dalvin Cook left guard for 3 yards (tackle by Damone Clark and Johnathan Hankins),-0.38,-0.56,2.0,2023,28
1.0,4:57,2.0,7.0,NYJ 13,0.0,7.0,Dalvin Cook right tackle for 6 yards (tackle by Malik Hooker),-0.56,-0.37,2.0,2023,28
1.0,4:21,3.0,1.0,NYJ 19,0.0,7.0,Dalvin Cook up the middle for no gain (tackle by Osa Odighizuwa and Dorance Armstrong),-0.37,-2.14,2.0,2023,28
1.0,3:26,4.0,1.0,NYJ 19,0.0,7.0,Ashtyn Davis up the middle for 4 yards (tackle by Devin Harper and Dante Fowler),-2.14,0.48,2.0,2023,28
1.0,2:40,1.0,10.0,NYJ 23,0.0,7.0,Breece Hall left end for 9 yards (tackle by Trevon Diggs),0.48,1.15,2.0,2023,28
1.0,2:11,2.0,1.0,NYJ 32,0.0,7.0,Zach Wilson pass incomplete short right intended for Garrett Wilson,1.15,0.43,2.0,2023,28
1.0,1:58,3.0,1.0,NYJ 32,0.0,7.0,Zach Wilson up the middle for no gain (tackle by Neville Gallimore and Chauncey Golston),0.43,-1.24,2.0,2023,28
1.0,1:03,4.0,1.0,NYJ 32,0.0,7.0,"Thomas Morstead punts 58 yards, fair catch by KaVontae Turpin at DAL-10. Penalty on DaRon Bland: Offensive Holding, 5 yards (accepted)",-1.24,0.38,2.0,2023,28
1.0,0:54,1.0,10.0,DAL 5,0.0,7.0,"Penalty on CeeDee Lamb: False Start, 2 yards (accepted) (no play)",-0.38,-0.46,2.0,2023,28
1.0,0:54,1.0,12.0,DAL 3,0.0,7.0,"Dak Prescott pass complete short middle to CeeDee Lamb for 31 yards. CeeDee Lamb fumbles (forced by Sauce Gardner) (tackle by Jamien Sherwood), recovered by Tyler Biadasz at DAL-36 (tackle by Jamien Sherwood) (tackle by Jamien Sherwood) (tackle by Sauce Gardner) (tackle by Sauce Gardner)",-0.46,1.33,2.0,2023,28
1.0,0:09,1.0,10.0,DAL 36,0.0,7.0,Tony Pollard up the middle for 2 yards (tackle by Jamien Sherwood),1.33,1.06,2.0,2023,28
2.0,15:00,2.0,8.0,DAL 38,0.0,7.0,Dak Prescott pass complete short right to Jalen Tolbert for 6 yards,1.06,1.16,2.0,2023,28
2.0,14:51,3.0,2.0,DAL 44,0.0,7.0,Dak Prescott pass complete short left to CeeDee Lamb for 12 yards (tackle by Tony Adams and Sauce Gardner),1.16,2.65,2.0,2023,28
2.0,14:15,1.0,10.0,NYJ 44,0.0,7.0,Tony Pollard right guard for 4 yards (tackle by Quinton Jefferson and Jordan Whitehead),2.65,2.65,2.0,2023,28
2.0,13:35,2.0,6.0,NYJ 40,0.0,7.0,Dak Prescott pass complete short right to Jalen Tolbert for 5 yards (tackle by Jordan Whitehead),2.65,2.61,2.0,2023,28
2.0,12:57,3.0,1.0,NYJ 35,0.0,7.0,Dak Prescott up the middle for 2 yards (tackle by Jordan Whitehead),2.61,3.38,2.0,2023,28
2.0,12:22,1.0,10.0,NYJ 33,0.0,7.0,Dak Prescott pass complete short left to Tony Pollard for 2 yards (tackle by Michael Carter),3.38,3.11,2.0,2023,28
2.0,11:52,2.0,8.0,NYJ 31,0.0,7.0,Tony Pollard left end for 1 yard (tackle by Carl Lawson),3.11,2.54,2.0,2023,28
2.0,11:20,3.0,7.0,NYJ 30,0.0,7.0,Dak Prescott pass complete short left to Jalen Tolbert for 7 yards (tackle by Tony Adams),2.54,4.04,2.0,2023,28
2.0,10:44,1.0,10.0,NYJ 23,0.0,7.0,Rico Dowdle up the middle for 3 yards (tackle by Quincy Williams and D.J. Reed),4.04,3.9,2.0,2023,28
2.0,10:08,2.0,7.0,NYJ 20,0.0,7.0,Dak Prescott pass incomplete short left,3.9,3.2,2.0,2023,28
2.0,9:56,3.0,7.0,NYJ 20,0.0,7.0,Dak Prescott pass complete short left to Michael Gallup for 3 yards (tackle by D.J. Reed),3.2,2.39,2.0,2023,28
2.0,9:14,4.0,4.0,NYJ 17,0.0,10.0,Brandon Aubrey 35 yard field goal good,2.39,3.0,2.0,2023,28
2.0,9:10,,,DAL 35,0.0,10.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,28
2.0,9:10,1.0,10.0,NYJ 25,0.0,10.0,Zach Wilson pass incomplete short middle intended for Breece Hall,0.61,0.06,2.0,2023,28
2.0,9:06,2.0,10.0,NYJ 25,0.0,10.0,Breece Hall right tackle for 6 yards (tackle by Malik Hooker and Leighton Vander Esch),0.06,0.17,2.0,2023,28
2.0,8:28,3.0,4.0,NYJ 31,0.0,10.0,Zach Wilson pass incomplete short left intended for Randall Cobb,0.17,-1.31,2.0,2023,28
2.0,8:23,4.0,4.0,NYJ 31,0.0,10.0,"Thomas Morstead punts 46 yards, fair catch by KaVontae Turpin at DAL-23",-1.31,-0.48,2.0,2023,28
2.0,8:16,1.0,10.0,DAL 23,0.0,10.0,Tony Pollard right tackle for 2 yards (tackle by Quincy Williams),0.48,0.2,2.0,2023,28
2.0,7:47,2.0,8.0,DAL 25,0.0,10.0,Dak Prescott pass incomplete short middle intended for Michael Gallup (defended by C.J. Mosley),0.2,-0.49,2.0,2023,28
2.0,7:40,3.0,8.0,DAL 25,0.0,10.0,Dak Prescott pass incomplete deep left intended for Jalen Tolbert,-0.49,-1.7,2.0,2023,28
2.0,7:33,4.0,8.0,DAL 25,0.0,10.0,"Bryan Anger punts 50 yards, returned by Xavier Gipson for 7 yards (tackle by Devin Harper)",-1.7,-1.07,2.0,2023,28
2.0,7:21,1.0,10.0,NYJ 32,6.0,10.0,"Zach Wilson pass complete short middle to Garrett Wilson for 68 yards, touchdown",1.07,7.0,2.0,2023,28
2.0,7:12,,,DAL 15,7.0,10.0,Austin Seibert kicks extra point good,0.0,0.0,2.0,2023,28
2.0,7:12,,,NYJ 35,7.0,10.0,"Austin Seibert kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,28
2.0,7:12,1.0,10.0,DAL 25,7.0,10.0,Dak Prescott pass complete short left to Deuce Vaughn for 1 yard (tackle by Michael Carter),0.61,0.2,2.0,2023,28
2.0,6:32,2.0,9.0,DAL 26,7.0,10.0,Dak Prescott pass complete deep left to CeeDee Lamb for 20 yards (tackle by Tony Adams),0.2,1.99,2.0,2023,28
2.0,6:14,1.0,10.0,DAL 46,7.0,10.0,Dak Prescott pass complete short right to CeeDee Lamb for 7 yards (tackle by Quinnen Williams),1.99,2.4,2.0,2023,28
2.0,5:49,2.0,3.0,NYJ 47,7.0,10.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Sauce Gardner),2.4,1.69,2.0,2023,28
2.0,5:41,3.0,3.0,NYJ 47,7.0,10.0,Dak Prescott pass complete short right to KaVontae Turpin for 9 yards (tackle by Adrian Amos),1.69,3.05,2.0,2023,28
2.0,5:14,1.0,10.0,NYJ 38,7.0,10.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Quincy Williams),3.05,2.51,2.0,2023,28
2.0,5:13,2.0,10.0,NYJ 38,7.0,10.0,Dak Prescott pass complete short right to Deuce Vaughn for 11 yards (tackle by Sauce Gardner),2.51,3.78,2.0,2023,28
2.0,4:35,1.0,10.0,NYJ 27,7.0,10.0,Deuce Vaughn right end for 13 yards (tackle by Jordan Whitehead),3.78,4.65,2.0,2023,28
2.0,4:05,1.0,10.0,NYJ 14,7.0,10.0,Deuce Vaughn up the middle for 3 yards (tackle by John Franklin-Myers and Quinton Jefferson),4.65,4.52,2.0,2023,28
2.0,3:35,2.0,7.0,NYJ 11,7.0,10.0,Dak Prescott pass complete short right to Tony Pollard for no gain (tackle by Jordan Whitehead),4.52,3.62,2.0,2023,28
2.0,2:47,3.0,7.0,NYJ 11,7.0,10.0,"Dak Prescott pass incomplete short left intended for CeeDee Lamb (defended by Michael Carter). Penalty on John Franklin-Myers: Roughing the Passer, 6 yards (accepted) (no play)",3.62,6.06,2.0,2023,28
2.0,2:47,1.0,5.0,NYJ 5,7.0,10.0,Tony Pollard left tackle for -1 yards (tackle by Al Woods and C.J. Mosley),6.06,4.95,2.0,2023,28
2.0,2:15,2.0,6.0,NYJ 6,7.0,10.0,Dak Prescott sacked by Solomon Thomas for -7 yards,4.95,3.06,2.0,2023,28
2.0,2:00,3.0,13.0,NYJ 13,7.0,10.0,"Dak Prescott pass incomplete short left intended for Jalen Tolbert. Penalty on Brandin Echols: Defensive Pass Interference, 12 yards (accepted) (no play)",3.06,6.97,2.0,2023,28
2.0,1:56,1.0,1.0,NYJ 1,7.0,16.0,"Dak Prescott pass complete short left to Luke Schoonmaker for 1 yard, touchdown. Penalty on Micheal Clemons: Roughing the Passer, 1 yard (accepted) . Penalty on Samuel Eguavoen: Defensive Holding, 5 yards (declined)",6.97,7.0,2.0,2023,28
2.0,1:52,1.0,1.0,NYJ 1,7.0,18.0,"Two Point Attempt: Tony Pollard rushes, conversion succeeds.",1.0,1.0,2.0,2023,28
2.0,1:52,,,DAL 35,7.0,18.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,28
2.0,1:52,1.0,10.0,NYJ 25,7.0,18.0,Zach Wilson pass complete short right to Tyler Conklin for 8 yards (tackle by Markquese Bell),0.61,1.14,2.0,2023,28
2.0,1:32,2.0,2.0,NYJ 33,7.0,18.0,Zach Wilson pass complete short middle to Michael Carter for 3 yards (tackle by Leighton Vander Esch),1.14,1.33,2.0,2023,28
2.0,1:12,1.0,10.0,NYJ 36,7.0,18.0,Zach Wilson pass complete short right to Tyler Conklin for 6 yards (tackle by Markquese Bell),1.33,1.6,2.0,2023,28
2.0,0:50,2.0,4.0,NYJ 42,7.0,18.0,Zach Wilson scrambles right end for 3 yards (tackle by DeMarcus Lawrence),1.6,1.29,2.0,2023,28
2.0,0:50,3.0,1.0,NYJ 45,7.0,18.0,Michael Carter left end for 6 yards (tackle by Markquese Bell),1.29,2.32,2.0,2023,28
2.0,0:45,,,,,,Timeout #1 by New York Jets,,,2.0,2023,28
2.0,0:45,1.0,10.0,DAL 49,7.0,18.0,Zach Wilson scrambles up the middle for 12 yards (tackle by Leighton Vander Esch),2.32,3.12,2.0,2023,28
2.0,0:38,,,,,,Timeout #2 by New York Jets,,,2.0,2023,28
2.0,0:38,1.0,10.0,DAL 37,7.0,18.0,Zach Wilson scrambles right end for 16 yards (tackle by Jayron Kearse),3.12,4.17,2.0,2023,28
2.0,0:30,,,,,,Timeout #3 by New York Jets,,,2.0,2023,28
2.0,0:30,1.0,10.0,DAL 21,7.0,18.0,Zach Wilson scrambles up the middle for 5 yards (tackle by Jayron Kearse),4.17,4.37,2.0,2023,28
2.0,0:13,2.0,5.0,DAL 16,7.0,18.0,Zach Wilson spiked the ball,4.37,3.63,2.0,2023,28
2.0,0:12,3.0,5.0,DAL 16,7.0,18.0,Zach Wilson pass incomplete short left intended for Garrett Wilson (defended by DeMarcus Lawrence),3.63,2.43,2.0,2023,28
2.0,0:07,4.0,5.0,DAL 16,10.0,18.0,Austin Seibert 34 yard field goal good,2.43,3.0,2.0,2023,28
2.0,0:04,,,NYJ 35,10.0,18.0,"Austin Seibert kicks off 46 yards, recovered by Hunter Luepke at DAL-24",0.0,0.54,2.0,2023,28
2.0,0:01,1.0,10.0,DAL 24,10.0,18.0,Dak Prescott kneels for -1 yards,0.54,-0.14,2.0,2023,28
3.0,15:00,,,DAL 35,10.0,18.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,28
3.0,15:00,1.0,10.0,NYJ 25,10.0,18.0,Zach Wilson pass incomplete short middle intended for Breece Hall,0.61,0.06,2.0,2023,28
3.0,14:55,2.0,10.0,NYJ 25,10.0,18.0,Breece Hall up the middle for -2 yards (tackle by Micah Parsons),0.06,-0.89,2.0,2023,28
3.0,14:18,3.0,12.0,NYJ 23,10.0,18.0,"Penalty on Mekhi Becton: False Start, 5 yards (accepted) (no play)",-0.89,-1.72,2.0,2023,28
3.0,14:18,3.0,17.0,NYJ 18,10.0,18.0,Michael Carter left tackle for 2 yards (tackle by Dorance Armstrong),-1.72,-2.03,2.0,2023,28
3.0,13:38,4.0,15.0,NYJ 20,10.0,18.0,Thomas Morstead punts 38 yards out of bounds,-2.03,-1.73,2.0,2023,28
3.0,13:16,1.0,10.0,DAL 42,10.0,18.0,Tony Pollard right guard for 23 yards (tackle by Jermaine Johnson),1.73,3.25,2.0,2023,28
3.0,12:43,1.0,10.0,NYJ 35,10.0,18.0,Tony Pollard right end for -4 yards (tackle by Quinnen Williams),3.25,2.16,2.0,2023,28
3.0,12:15,2.0,14.0,NYJ 39,10.0,18.0,Dak Prescott pass complete short left to CeeDee Lamb for no gain (tackle by Jermaine Johnson),2.16,1.49,2.0,2023,28
3.0,11:39,3.0,14.0,NYJ 39,10.0,18.0,Dak Prescott pass complete short right to CeeDee Lamb for 15 yards,1.49,3.97,2.0,2023,28
3.0,11:09,1.0,10.0,NYJ 24,10.0,18.0,Tony Pollard left end for 6 yards (tackle by Adrian Amos),3.97,4.29,2.0,2023,28
3.0,10:34,2.0,4.0,NYJ 18,10.0,18.0,KaVontae Turpin right end for 6 yards (tackle by C.J. Mosley),4.29,4.78,2.0,2023,28
3.0,9:57,1.0,10.0,NYJ 12,10.0,18.0,Rico Dowdle up the middle for 9 yards (tackle by C.J. Mosley),4.78,5.79,2.0,2023,28
3.0,9:17,2.0,1.0,NYJ 3,10.0,18.0,Rico Dowdle up the middle for 2 yards (tackle by Carl Lawson and Jordan Whitehead),5.79,6.97,2.0,2023,28
3.0,8:42,1.0,1.0,NYJ 1,10.0,18.0,Peyton Hendershot right end for no gain (tackle by Jordan Whitehead),6.97,5.91,2.0,2023,28
3.0,8:10,2.0,1.0,NYJ 1,10.0,18.0,Rico Dowdle right end for -2 yards (tackle by C.J. Mosley and Micheal Clemons),5.91,4.72,2.0,2023,28
3.0,7:32,3.0,3.0,NYJ 3,10.0,18.0,Dak Prescott pass incomplete short right intended for Jake Ferguson,4.72,3.04,2.0,2023,28
3.0,7:27,4.0,3.0,NYJ 3,10.0,21.0,Brandon Aubrey 21 yard field goal good,3.04,3.0,2.0,2023,28
3.0,7:24,,,DAL 35,10.0,21.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,28
3.0,7:24,1.0,10.0,NYJ 25,10.0,21.0,Zach Wilson pass complete short right to Allen Lazard for 14 yards (tackle by Stephon Gilmore),0.61,1.53,2.0,2023,28
3.0,6:47,1.0,10.0,NYJ 39,10.0,21.0,"Dalvin Cook left end for no gain. Dalvin Cook fumbles (forced by Micah Parsons), recovered by Micah Parsons at NYJ-37, touchdown Replay Assistant challenged the fumble ruling, and the original play was overturned. Dalvin Cook left end for -2 yards. Dalvin Cook fumbles (forced by Micah Parsons), recovered by Micah Parsons at NYJ-37 (tackle by Laken Tomlinson)",1.53,-3.12,2.0,2023,28
3.0,6:41,1.0,10.0,NYJ 37,10.0,21.0,KaVontae Turpin left end for no gain (tackle by Jamien Sherwood and C.J. Mosley),3.12,2.57,2.0,2023,28
3.0,6:07,2.0,10.0,NYJ 37,10.0,21.0,Dak Prescott pass complete short right to CeeDee Lamb for 1 yard (tackle by Sauce Gardner),2.57,2.01,2.0,2023,28
3.0,5:28,3.0,9.0,NYJ 36,10.0,21.0,Dak Prescott pass incomplete short right intended for Tony Pollard,2.01,0.88,2.0,2023,28
3.0,5:24,4.0,9.0,NYJ 36,10.0,24.0,Brandon Aubrey 55 yard field goal good,0.88,3.0,2.0,2023,28
3.0,5:19,,,DAL 35,10.0,24.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,28
3.0,5:19,1.0,10.0,NYJ 25,10.0,24.0,Zach Wilson sacked by Osa Odighizuwa for -7 yards,0.61,-0.98,2.0,2023,28
3.0,4:41,2.0,17.0,NYJ 18,10.0,24.0,Zach Wilson pass incomplete short right intended for Garrett Wilson,-0.98,-1.72,2.0,2023,28
3.0,4:38,3.0,17.0,NYJ 18,10.0,24.0,Zach Wilson pass complete short right to Tyler Conklin for 8 yards (tackle by DaRon Bland),-1.72,-1.63,2.0,2023,28
3.0,3:53,4.0,9.0,NYJ 26,10.0,24.0,"Thomas Morstead punts 53 yards, fair catch by KaVontae Turpin at DAL-21",-1.63,-0.34,2.0,2023,28
3.0,3:44,1.0,10.0,DAL 21,10.0,24.0,Tony Pollard up the middle for 3 yards (tackle by D.J. Reed and Al Woods),0.34,0.21,2.0,2023,28
3.0,3:18,2.0,7.0,DAL 24,10.0,24.0,Dak Prescott pass complete short right to Tony Pollard for 7 yards (tackle by Ashtyn Davis and C.J. Mosley),0.21,1.0,2.0,2023,28
3.0,2:34,1.0,10.0,DAL 31,10.0,24.0,Tony Pollard up the middle for 3 yards (tackle by Jamien Sherwood),1.0,0.87,2.0,2023,28
3.0,2:04,2.0,7.0,DAL 34,10.0,24.0,Dak Prescott pass complete short right to Rico Dowdle for 17 yards (tackle by Jamien Sherwood and Adrian Amos),0.87,2.32,2.0,2023,28
3.0,1:29,1.0,10.0,NYJ 49,10.0,24.0,Rico Dowdle right guard for 5 yards (tackle by Jordan Whitehead),2.32,2.46,2.0,2023,28
3.0,0:52,2.0,5.0,NYJ 44,10.0,24.0,Tony Pollard left tackle for no gain (tackle by Brandin Echols),2.46,1.75,2.0,2023,28
3.0,0:24,3.0,5.0,NYJ 44,10.0,24.0,Dak Prescott pass complete short right to Tony Pollard for 19 yards (tackle by Sauce Gardner),1.75,3.91,2.0,2023,28
4.0,15:00,1.0,10.0,NYJ 25,10.0,24.0,"Penalty on Terence Steele: False Start, 5 yards (accepted) (no play)",3.91,3.58,2.0,2023,28
4.0,14:59,1.0,15.0,NYJ 30,10.0,24.0,Dak Prescott pass complete short left to CeeDee Lamb for 21 yards (tackle by D.J. Reed),3.58,5.14,2.0,2023,28
4.0,14:20,1.0,9.0,NYJ 9,10.0,24.0,Tony Pollard left end for -4 yards (tackle by Bryce Huff),5.14,3.72,2.0,2023,28
4.0,13:40,,,,,,Timeout #1 by Dallas Cowboys,,,2.0,2023,28
4.0,13:40,2.0,13.0,NYJ 13,10.0,24.0,Tony Pollard left tackle for 2 yards (tackle by C.J. Mosley and Quinnen Williams),3.72,3.12,2.0,2023,28
4.0,13:01,3.0,11.0,NYJ 11,10.0,24.0,Dak Prescott pass complete short left to Tony Pollard for 3 yards (tackle by Sauce Gardner),3.12,2.95,2.0,2023,28
4.0,12:27,4.0,8.0,NYJ 8,10.0,27.0,Brandon Aubrey 26 yard field goal good,2.95,3.0,2.0,2023,28
4.0,12:23,,,DAL 35,10.0,27.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,28
4.0,12:23,1.0,10.0,NYJ 25,10.0,27.0,Zach Wilson pass complete short right to Garrett Wilson for 15 yards (tackle by Stephon Gilmore),0.61,1.6,2.0,2023,28
4.0,11:55,1.0,10.0,NYJ 40,10.0,27.0,Zach Wilson pass incomplete short middle intended for Tyler Conklin (defended by Micah Parsons),1.6,1.05,2.0,2023,28
4.0,11:41,2.0,10.0,NYJ 40,10.0,27.0,"Zach Wilson pass short right intended for Garrett Wilson is intercepted by Jayron Kearse at NYJ-49 and returned for 32 yards (tackle by Duane Brown). Penalty on Mekhi Becton: Offensive Holding, 10 yards (declined)",1.05,-4.44,2.0,2023,28
4.0,11:36,1.0,10.0,NYJ 17,10.0,27.0,Tony Pollard up the middle for 8 yards (tackle by Adrian Amos),4.44,5.29,2.0,2023,28
4.0,10:52,2.0,2.0,NYJ 9,10.0,27.0,Tony Pollard left guard for 3 yards (tackle by Jermaine Johnson),5.29,5.83,2.0,2023,28
4.0,10:07,1.0,6.0,NYJ 6,10.0,27.0,Tony Pollard left guard for no gain (tackle by Jamien Sherwood),5.83,4.95,2.0,2023,28
4.0,9:28,2.0,6.0,NYJ 6,10.0,27.0,"Tony Pollard right tackle for no gain, touchdown. Penalty on Tyron Smith: Offensive Holding, 10 yards (accepted) (no play)",4.95,3.34,2.0,2023,28
4.0,9:18,2.0,16.0,NYJ 16,10.0,27.0,Dak Prescott pass complete short right to Jake Ferguson for 1 yard (tackle by Quincy Williams),3.34,2.93,2.0,2023,28
4.0,8:37,3.0,15.0,NYJ 15,10.0,27.0,"Tony Pollard up the middle for 3 yards (tackle by Quinton Jefferson) Penalty on DAL: Illegal Shift, 5 yards (declined)",2.93,2.63,2.0,2023,28
4.0,8:22,4.0,12.0,NYJ 12,10.0,30.0,Brandon Aubrey 30 yard field goal good,2.63,3.0,2.0,2023,28
4.0,8:18,,,DAL 35,10.0,30.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,28
4.0,8:18,1.0,10.0,NYJ 25,10.0,30.0,Zach Wilson pass incomplete deep left intended for Garrett Wilson (defended by Trevon Diggs),0.61,0.06,2.0,2023,28
4.0,8:12,2.0,10.0,NYJ 25,10.0,30.0,Zach Wilson pass complete short right to Mecole Hardman for 6 yards (tackle by Dante Fowler and Stephon Gilmore),0.06,0.17,2.0,2023,28
4.0,7:32,3.0,4.0,NYJ 31,10.0,30.0,"Zach Wilson pass complete to Allen Lazard for no gain. Penalty on Duane Brown: Offensive Holding, 10 yards (accepted) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Zach Wilson pass incomplete deep left intended for Allen Lazard (defended by Malik Hooker). Penalty on Duane Brown: Offensive Holding, 10 yards (declined)",0.17,-1.31,2.0,2023,28
4.0,7:32,4.0,4.0,NYJ 31,10.0,30.0,"Zach Wilson pass incomplete intended for Allen Lazard. Penalty on Stephon Gilmore: Defensive Pass Interference, 10 yards (accepted) (no play)",-1.31,1.66,2.0,2023,28
4.0,7:21,1.0,10.0,NYJ 41,10.0,30.0,"Penalty on Mekhi Becton: False Start, 5 yards (accepted) (no play)",1.66,1.33,2.0,2023,28
4.0,7:21,1.0,15.0,NYJ 36,10.0,30.0,Zach Wilson pass complete short right to Tyler Conklin for 17 yards (tackle by Stephon Gilmore),1.33,2.46,2.0,2023,28
4.0,6:52,1.0,10.0,DAL 47,10.0,30.0,Zach Wilson sacked by Micah Parsons for -5 yards,2.46,1.24,2.0,2023,28
4.0,6:12,2.0,15.0,NYJ 48,10.0,30.0,Zach Wilson pass deep left intended for Garrett Wilson is intercepted by Malik Hooker at DAL-8 and returned for no gain (tackle by Garrett Wilson),1.24,0.38,2.0,2023,28
4.0,6:02,1.0,10.0,DAL 8,10.0,30.0,Tony Pollard right guard for 6 yards (tackle by Micheal Clemons and Jamien Sherwood),-0.38,-0.32,2.0,2023,28
4.0,5:17,2.0,4.0,DAL 14,10.0,30.0,Tony Pollard right guard for 3 yards (tackle by Micheal Clemons),-0.32,-0.37,2.0,2023,28
4.0,4:36,3.0,1.0,DAL 17,10.0,30.0,Tony Pollard up the middle for -3 yards (tackle by Jordan Whitehead and Quinton Jefferson),-0.37,-2.47,2.0,2023,28
4.0,4:02,4.0,4.0,DAL 14,10.0,30.0,"Bryan Anger punts 55 yards, fair catch by Xavier Gipson at NYJ-31",-2.47,-1.0,2.0,2023,28
4.0,3:56,1.0,10.0,NYJ 31,10.0,30.0,Zach Wilson pass complete short middle to Tyler Conklin for 11 yards (tackle by Markquese Bell and Leighton Vander Esch),1.0,1.73,2.0,2023,28
4.0,3:33,1.0,10.0,NYJ 42,10.0,30.0,Zach Wilson pass incomplete short left,1.73,1.19,2.0,2023,28
4.0,3:26,2.0,10.0,NYJ 42,10.0,30.0,Zach Wilson pass incomplete deep right intended for Allen Lazard,1.19,0.5,2.0,2023,28
4.0,3:18,3.0,10.0,NYJ 42,10.0,30.0,Zach Wilson pass complete short right to Dalvin Cook for 5 yards (tackle by Juanyeh Thomas),0.5,-0.26,2.0,2023,28
