Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA,week,year,game_id
1.0,0:49,1.0,10.0,MIA 41,3.0,0.0,Ezekiel Elliott up the middle for 2 yards (tackle by David Long and Zach Sieler),2.85,2.58,2.0,2023,30
1.0,0:15,2.0,8.0,MIA 39,3.0,0.0,Mac Jones pass incomplete deep left intended for Kendrick Bourne (defended by Eli Apple),2.58,1.88,2.0,2023,30
1.0,0:10,3.0,8.0,MIA 39,3.0,0.0,"Mac Jones pass complete short middle to Demario Douglas for 10 yards. Demario Douglas fumbles (forced by Bradley Chubb), recovered by DeShon Elliott at MIA-27",1.88,-0.74,2.0,2023,30
2.0,15:00,1.0,10.0,MIA 27,3.0,0.0,Raheem Mostert left end for 3 yards (tackle by Deatrich Wise and Adrian Phillips),0.74,0.6,2.0,2023,30
2.0,14:34,2.0,7.0,MIA 30,3.0,0.0,Tua Tagovailoa pass incomplete short left intended for Braxton Berrios,0.6,-0.1,2.0,2023,30
2.0,14:28,3.0,7.0,MIA 30,3.0,0.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 8 yards (tackle by Christian Gonzalez),-0.1,1.47,2.0,2023,30
2.0,13:56,1.0,10.0,MIA 38,3.0,0.0,Raheem Mostert up the middle for 3 yards (tackle by Ja'Whaun Bentley and Davon Godchaux),1.47,1.33,2.0,2023,30
2.0,13:21,2.0,7.0,MIA 41,3.0,0.0,Salvon Ahmed left end for 10 yards (tackle by Ja'Whaun Bentley),1.33,2.32,2.0,2023,30
2.0,12:34,1.0,10.0,NWE 49,3.0,0.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 15 yards (tackle by Christian Gonzalez),2.32,3.31,2.0,2023,30
2.0,11:52,1.0,10.0,NWE 34,3.0,0.0,"Salvon Ahmed left end for 1 yard (tackle by Kyle Dugger). Penalty on Isaiah Wynn: Offensive Illegal Block Above the Waist, 10 yards (accepted)",3.31,2.72,2.0,2023,30
2.0,11:26,1.0,19.0,NWE 43,3.0,0.0,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill,2.72,1.55,2.0,2023,30
2.0,11:15,2.0,19.0,NWE 43,3.0,0.0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 28 yards (tackle by Marcus Jones),1.55,4.58,2.0,2023,30
2.0,10:49,1.0,10.0,NWE 15,3.0,0.0,"Penalty on Myles Bryant: Neutral Zone Infraction, 5 yards (accepted) (no play)",4.58,5.74,2.0,2023,30
2.0,10:27,1.0,5.0,NWE 10,3.0,0.0,Salvon Ahmed left tackle for 2 yards (tackle by Jabrill Peppers),5.74,5.22,2.0,2023,30
2.0,9:43,2.0,3.0,NWE 8,9.0,0.0,"Raheem Mostert left end for 8 yards, touchdown",5.22,7.0,2.0,2023,30
2.0,9:39,,,NWE 15,10.0,0.0,Jason Sanders kicks extra point good,0.0,0.0,2.0,2023,30
2.0,9:39,,,MIA 35,10.0,0.0,"Jake Bailey kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,30
2.0,9:39,1.0,10.0,NWE 25,10.0,0.0,Ezekiel Elliott left guard for 3 yards (tackle by Jerome Baker),0.61,0.47,2.0,2023,30
2.0,9:05,2.0,7.0,NWE 28,10.0,0.0,Mac Jones pass complete short right to JuJu Smith-Schuster for 6 yards (tackle by Xavien Howard),0.47,0.56,2.0,2023,30
2.0,8:30,3.0,1.0,NWE 34,10.0,0.0,Rhamondre Stevenson up the middle for 1 yard (tackle by David Long and Andrew Van Ginkel),0.56,1.27,2.0,2023,30
2.0,7:49,1.0,10.0,NWE 35,10.0,0.0,Mac Jones pass incomplete deep left intended for Kendrick Bourne,1.27,0.72,2.0,2023,30
2.0,7:39,2.0,10.0,NWE 35,10.0,0.0,Mac Jones pass complete short left to JuJu Smith-Schuster for no gain (tackle by Andrew Van Ginkel and Kader Kohou),0.72,0.04,2.0,2023,30
2.0,6:59,3.0,10.0,NWE 35,10.0,0.0,"Mac Jones pass incomplete short middle intended for Ty Montgomery (defended by Andrew Van Ginkel) MIA challenged the fumble ruling, and the play was upheld.",0.04,-1.04,2.0,2023,30
2.0,6:52,4.0,10.0,NWE 35,10.0,0.0,"Bryce Baringer punts 58 yards, returned by Braxton Berrios for 9 yards (tackle by Brenden Schooler)",-1.04,0.14,2.0,2023,30
2.0,6:42,1.0,10.0,MIA 16,10.0,0.0,Raheem Mostert left end for 3 yards (tackle by Jahlani Tavai and Marte Mapu),-0.14,-0.18,2.0,2023,30
2.0,5:57,2.0,7.0,MIA 19,10.0,0.0,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill,-0.18,-0.95,2.0,2023,30
2.0,5:54,3.0,7.0,MIA 19,10.0,0.0,Tua Tagovailoa pass incomplete deep left intended for Jaylen Waddle (defended by Myles Bryant),-0.95,-2.14,2.0,2023,30
2.0,5:51,4.0,7.0,MIA 19,10.0,0.0,"Jake Bailey punts 37 yards, fair catch by Demario Douglas at NE-44. Penalty on Jabrill Peppers: Offensive Holding, 10 yards (accepted)",-2.14,-1.2,2.0,2023,30
2.0,5:44,1.0,10.0,NWE 34,10.0,0.0,Mac Jones pass complete short right to Mike Gesicki for 9 yards (tackle by Xavien Howard),1.2,1.87,2.0,2023,30
2.0,5:02,2.0,1.0,NWE 43,10.0,0.0,Rhamondre Stevenson up the middle for 2 yards (tackle by Raekwon Davis),1.87,1.93,2.0,2023,30
2.0,4:24,1.0,10.0,NWE 45,10.0,0.0,Mac Jones pass complete short left to Hunter Henry for 8 yards (tackle by Bradley Chubb),1.93,2.46,2.0,2023,30
2.0,4:13,2.0,2.0,MIA 47,10.0,0.0,Rhamondre Stevenson up the middle for 1 yard (tackle by Raekwon Davis and Jevon Holland),2.46,1.88,2.0,2023,30
2.0,3:56,3.0,1.0,MIA 46,10.0,0.0,Mac Jones up the middle for 2 yards (tackle by Christian Wilkins and Bradley Chubb),1.88,2.65,2.0,2023,30
2.0,3:27,1.0,10.0,MIA 44,10.0,0.0,Mac Jones pass complete short left to DeVante Parker for 12 yards (tackle by David Long),2.65,3.45,2.0,2023,30
2.0,2:57,1.0,10.0,MIA 32,10.0,0.0,"Mac Jones scrambles for no gain. Penalty on Cole Strange: Offensive Holding, 10 yards (accepted) (no play)",3.45,2.79,2.0,2023,30
2.0,2:38,1.0,20.0,MIA 42,10.0,0.0,Mac Jones pass complete short middle to DeVante Parker for 7 yards (tackle by Raekwon Davis),2.79,2.5,2.0,2023,30
2.0,2:10,2.0,13.0,MIA 35,10.0,0.0,"Penalty on Bradley Chubb: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.5,3.17,2.0,2023,30
2.0,2:00,2.0,8.0,MIA 30,10.0,0.0,Ezekiel Elliott left tackle for -1 yards (tackle by Raekwon Davis),3.17,2.34,2.0,2023,30
2.0,1:55,,,,,,Timeout #2 by Miami Dolphins,,,2.0,2023,30
2.0,1:55,3.0,9.0,MIA 31,10.0,0.0,Mac Jones pass incomplete short middle intended for DeVante Parker (defended by DeShon Elliott),2.34,1.32,2.0,2023,30
2.0,1:53,4.0,9.0,MIA 31,10.0,3.0,Chad Ryland 49 yard field goal good,1.32,3.0,2.0,2023,30
2.0,1:49,,,NWE 35,10.0,3.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,30
2.0,1:49,1.0,10.0,MIA 25,10.0,3.0,Tua Tagovailoa pass complete short left to Salvon Ahmed for 5 yards (tackle by Jalen Mills),0.61,0.74,2.0,2023,30
2.0,1:44,2.0,5.0,MIA 30,10.0,3.0,Tua Tagovailoa pass complete short left to Salvon Ahmed for 4 yards (tackle by Myles Bryant),0.74,0.56,2.0,2023,30
2.0,1:40,3.0,1.0,MIA 34,10.0,3.0,Raheem Mostert left end for 6 yards (tackle by Ja'Whaun Bentley and Jabrill Peppers),0.56,1.6,2.0,2023,30
2.0,1:16,1.0,10.0,MIA 40,10.0,3.0,Tua Tagovailoa pass complete short middle to River Cracraft for 22 yards (tackle by Jalen Mills),1.6,3.05,2.0,2023,30
2.0,0:59,1.0,10.0,NWE 38,10.0,3.0,Tua Tagovailoa pass complete short right to Durham Smythe for 6 yards (tackle by Shaun Wade),3.05,3.32,2.0,2023,30
2.0,0:38,2.0,4.0,NWE 32,10.0,3.0,Tua Tagovailoa pass complete short left to River Cracraft for 12 yards (tackle by Myles Bryant),3.32,4.24,2.0,2023,30
2.0,0:29,,,,,,Timeout #3 by Miami Dolphins,,,2.0,2023,30
2.0,0:29,1.0,10.0,NWE 20,10.0,3.0,"Tua Tagovailoa pass complete short right to Braxton Berrios for 18 yards (tackle by Shaun Wade) Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",4.24,6.74,2.0,2023,30
2.0,0:15,1.0,2.0,NWE 2,16.0,3.0,"Tua Tagovailoa pass complete short right to Tyreek Hill for 2 yards, touchdown",6.74,7.0,2.0,2023,30
2.0,0:11,,,NWE 15,17.0,3.0,Jason Sanders kicks extra point good,0.0,0.0,2.0,2023,30
2.0,0:11,,,MIA 35,17.0,3.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,30
2.0,0:11,1.0,10.0,NWE 25,17.0,3.0,Mac Jones kneels for -1 yards,0.61,-0.07,2.0,2023,30
3.0,15:00,,,NWE 35,17.0,3.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,30
3.0,15:00,1.0,10.0,MIA 25,17.0,3.0,Raheem Mostert right guard for 3 yards (tackle by Jahlani Tavai),0.61,0.47,2.0,2023,30
3.0,14:18,2.0,7.0,MIA 28,17.0,3.0,Jaylen Waddle left end for -2 yards (tackle by Kyle Dugger),0.47,-0.49,2.0,2023,30
3.0,13:36,3.0,9.0,MIA 26,17.0,3.0,Tua Tagovailoa sacked by Matt Judon for -5 yards,-0.49,-1.96,2.0,2023,30
3.0,13:03,4.0,14.0,MIA 21,17.0,3.0,"Jake Bailey punts 55 yards, returned by Demario Douglas for 12 yards (tackle by Durham Smythe)",-1.96,-1.33,2.0,2023,30
3.0,12:52,1.0,10.0,NWE 36,17.0,3.0,Rhamondre Stevenson left end for 9 yards (tackle by DeShon Elliott),1.33,2.01,2.0,2023,30
3.0,12:24,2.0,1.0,NWE 45,17.0,3.0,Mac Jones up the middle for 4 yards (tackle by Christian Wilkins and Zach Sieler),2.01,2.19,2.0,2023,30
3.0,11:56,1.0,10.0,NWE 49,17.0,3.0,Mac Jones pass complete short left to DeVante Parker for 9 yards (tackle by Jevon Holland),2.19,2.86,2.0,2023,30
3.0,11:30,2.0,1.0,MIA 42,17.0,3.0,Rhamondre Stevenson up the middle for no gain (tackle by Jevon Holland and Bradley Chubb),2.86,2.15,2.0,2023,30
3.0,10:49,3.0,1.0,MIA 42,17.0,3.0,Rhamondre Stevenson right tackle for -4 yards (tackle by Jevon Holland),2.15,0.2,2.0,2023,30
3.0,10:05,4.0,4.0,MIA 46,17.0,3.0,"Bryce Baringer punts 38 yards, fair catch by Braxton Berrios at MIA-8",0.2,0.38,2.0,2023,30
3.0,9:55,1.0,10.0,MIA 8,17.0,3.0,Tua Tagovailoa pass complete short right to Durham Smythe for 9 yards (tackle by Christian Gonzalez),-0.38,0.05,2.0,2023,30
3.0,9:35,2.0,1.0,MIA 17,17.0,3.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 9 yards (tackle by Christian Gonzalez),0.05,0.67,2.0,2023,30
3.0,8:53,1.0,10.0,MIA 26,17.0,3.0,Raheem Mostert left tackle for no gain (tackle by Ja'Whaun Bentley),0.67,0.13,2.0,2023,30
3.0,8:11,2.0,10.0,MIA 26,17.0,3.0,Erik Ezukanma right end for 7 yards (tackle by Matt Judon),0.13,0.37,2.0,2023,30
3.0,7:25,3.0,3.0,MIA 33,17.0,3.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 6 yards (tackle by Matt Judon),0.37,1.53,2.0,2023,30
3.0,6:45,1.0,10.0,MIA 39,17.0,3.0,Erik Ezukanma left end for -1 yards (tackle by Myles Bryant),1.53,0.85,2.0,2023,30
3.0,6:00,2.0,11.0,MIA 38,17.0,3.0,Tua Tagovailoa pass complete deep left to Jaylen Waddle for 32 yards (tackle by Myles Bryant),0.85,3.58,2.0,2023,30
3.0,5:20,1.0,10.0,NWE 30,17.0,3.0,De'Von Achane left tackle for 5 yards (tackle by Adrian Phillips),3.58,3.71,2.0,2023,30
3.0,4:58,2.0,5.0,NWE 25,17.0,3.0,"De'Von Achane for no gain. Penalty on Austin Jackson: Offensive Holding, 10 yards (accepted) (no play)",3.71,2.36,2.0,2023,30
3.0,4:31,2.0,15.0,NWE 35,17.0,3.0,Tua Tagovailoa pass complete short right to De'Von Achane for 4 yards (tackle by Ja'Whaun Bentley),2.36,2.21,2.0,2023,30
3.0,3:47,3.0,11.0,NWE 31,17.0,3.0,Tua Tagovailoa pass incomplete short middle intended for Erik Ezukanma (defended by Kyle Dugger),2.21,1.32,2.0,2023,30
3.0,3:39,4.0,11.0,NWE 31,17.0,3.0,Jason Sanders 49 yard field goal no good blocked by Brenden Schooler (tackle by Christian Wilkins),1.32,-2.32,2.0,2023,30
3.0,3:32,1.0,10.0,MIA 49,17.0,3.0,Mac Jones pass complete short middle to Hunter Henry for 9 yards (tackle by David Long and Eli Apple),2.32,3.0,2.0,2023,30
3.0,3:06,2.0,1.0,MIA 40,17.0,3.0,Mac Jones pass incomplete short right intended for Kendrick Bourne,3.0,2.28,2.0,2023,30
3.0,3:01,3.0,1.0,MIA 40,17.0,3.0,Mac Jones pass complete short right to Rhamondre Stevenson for 7 yards (tackle by Xavien Howard),2.28,3.38,2.0,2023,30
3.0,2:28,1.0,10.0,MIA 33,17.0,3.0,Mac Jones pass incomplete deep right intended for Kendrick Bourne,3.38,2.84,2.0,2023,30
3.0,2:18,2.0,10.0,MIA 33,17.0,3.0,Mac Jones pass complete short right to Kendrick Bourne for 8 yards (tackle by Xavien Howard),2.84,3.2,2.0,2023,30
3.0,1:47,3.0,2.0,MIA 25,17.0,3.0,"Rhamondre Stevenson for 1 yard (tackle by Bradley Chubb) NWE challenged the short of the line to gain ruling, and the play was upheld.",3.2,2.02,2.0,2023,30
3.0,1:26,4.0,1.0,MIA 24,17.0,3.0,Mac Jones up the middle for 2 yards (tackle by Christian Wilkins),2.02,4.11,2.0,2023,30
3.0,0:57,1.0,10.0,MIA 22,17.0,3.0,Mac Jones pass deep right intended for DeVante Parker is intercepted by Xavien Howard at MIA-3 and returned for no gain (tackle by DeVante Parker),4.11,0.38,2.0,2023,30
3.0,0:52,1.0,10.0,MIA 3,17.0,3.0,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle,-0.38,-0.78,2.0,2023,30
3.0,0:48,2.0,10.0,MIA 3,17.0,3.0,Raheem Mostert up the middle for 3 yards (tackle by Deatrich Wise and Ja'Whaun Bentley),-0.78,-1.07,2.0,2023,30
3.0,0:05,3.0,7.0,MIA 6,17.0,3.0,Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill,-1.07,-2.49,2.0,2023,30
4.0,15:00,4.0,7.0,MIA 6,17.0,3.0,"Jake Bailey punts 52 yards, returned by Demario Douglas for no gain (tackle by David Long)",-2.49,-1.73,2.0,2023,30
4.0,14:47,1.0,10.0,NWE 42,17.0,3.0,Rhamondre Stevenson up the middle for 3 yards (tackle by Kader Kohou),1.73,1.59,2.0,2023,30
4.0,14:24,2.0,7.0,NWE 45,17.0,3.0,Mac Jones pass complete short middle to Hunter Henry for 13 yards (tackle by Jevon Holland and David Long),1.59,2.79,2.0,2023,30
4.0,14:01,1.0,10.0,MIA 42,17.0,3.0,Mac Jones pass complete short left to JuJu Smith-Schuster for 12 yards (tackle by Eli Apple),2.79,3.58,2.0,2023,30
4.0,13:33,1.0,10.0,MIA 30,17.0,3.0,Mac Jones sacked by Christian Wilkins for -4 yards,3.58,2.49,2.0,2023,30
4.0,13:04,2.0,14.0,MIA 34,17.0,3.0,Mac Jones pass complete short right to JuJu Smith-Schuster for -1 yards (tackle by Kader Kohou),2.49,1.68,2.0,2023,30
4.0,12:28,3.0,15.0,MIA 35,17.0,3.0,"Mac Jones scrambles right end for 18 yards (tackle by Jevon Holland). Penalty on Xavien Howard: Defensive Holding, 5 yards (accepted)",1.68,4.78,2.0,2023,30
4.0,12:06,1.0,10.0,MIA 12,17.0,3.0,Rhamondre Stevenson right end for 6 yards (tackle by Jevon Holland and David Long),4.78,5.21,2.0,2023,30
4.0,11:27,2.0,4.0,MIA 6,17.0,9.0,"Mac Jones pass complete short right to Hunter Henry for 6 yards, touchdown",5.21,7.0,2.0,2023,30
4.0,11:21,,,MIA 15,17.0,10.0,Chad Ryland kicks extra point good,0.0,0.0,2.0,2023,30
4.0,11:21,,,NWE 35,17.0,10.0,"Chad Ryland kicks off 65 yards, touchback.. Penalty on Chris Board: Illegal Formation, 5 yards (accepted)",0.0,0.94,2.0,2023,30
4.0,11:21,1.0,10.0,MIA 30,17.0,10.0,Raheem Mostert right end for 7 yards (tackle by Jahlani Tavai),0.94,1.34,2.0,2023,30
4.0,10:40,2.0,3.0,MIA 37,17.0,10.0,Tua Tagovailoa pass complete short right to Durham Smythe for 8 yards (tackle by Christian Gonzalez),1.34,1.93,2.0,2023,30
4.0,10:01,1.0,10.0,MIA 45,17.0,10.0,Tua Tagovailoa pass deep left intended for Tyreek Hill is intercepted by Christian Gonzalez at NE-14 and returned for no gain (tackle by Tyreek Hill),1.93,0.28,2.0,2023,30
4.0,9:56,1.0,10.0,NWE 14,17.0,10.0,Mac Jones pass incomplete short left intended for JuJu Smith-Schuster (defended by Eli Apple),-0.28,-0.75,2.0,2023,30
4.0,9:53,2.0,10.0,NWE 14,17.0,10.0,Mac Jones sacked by Andrew Van Ginkel for -10 yards,-0.75,-2.59,2.0,2023,30
4.0,9:13,3.0,20.0,NWE 4,17.0,10.0,Mac Jones pass incomplete deep left intended for Mike Gesicki,-2.59,-2.49,2.0,2023,30
4.0,9:03,4.0,20.0,NWE 4,17.0,10.0,"Bryce Baringer punts 57 yards, returned by Braxton Berrios for 18 yards (tackle by Chris Board)",-2.49,-2.72,2.0,2023,30
4.0,8:51,1.0,10.0,NWE 43,23.0,10.0,"Raheem Mostert left guard for 43 yards, touchdown",2.72,7.0,2.0,2023,30
4.0,8:45,,,NWE 15,24.0,10.0,Jason Sanders kicks extra point good,0.0,0.0,2.0,2023,30
4.0,8:45,,,MIA 35,24.0,10.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,30
4.0,8:45,1.0,10.0,NWE 25,24.0,10.0,"Mac Jones pass complete to DeVante Parker for no gain. Penalty on Eli Apple: Defensive Pass Interference, 8 yards (accepted) (no play)",0.61,1.14,2.0,2023,30
4.0,8:29,1.0,10.0,NWE 33,24.0,10.0,Mac Jones pass complete short left to Mike Gesicki for 5 yards (tackle by Jevon Holland),1.14,1.27,2.0,2023,30
4.0,8:15,2.0,5.0,NWE 38,24.0,10.0,"Mac Jones pass incomplete intended for DeVante Parker. Penalty on Eli Apple: Defensive Pass Interference, 8 yards (accepted) (no play)",1.27,1.99,2.0,2023,30
4.0,8:10,1.0,10.0,NWE 46,24.0,10.0,Mac Jones pass complete short left to Rhamondre Stevenson for 3 yards (tackle by Zach Sieler and Jerome Baker),1.99,1.86,2.0,2023,30
4.0,7:43,2.0,7.0,NWE 49,24.0,10.0,Mac Jones pass incomplete deep right intended for Kendrick Bourne,1.86,1.16,2.0,2023,30
4.0,7:39,3.0,7.0,NWE 49,24.0,10.0,Mac Jones pass complete short middle to DeVante Parker for 14 yards (tackle by Eli Apple),1.16,3.12,2.0,2023,30
4.0,7:15,1.0,10.0,MIA 37,24.0,10.0,Mac Jones pass complete short right to Hunter Henry for 7 yards (tackle by Justin Bethel),3.12,3.52,2.0,2023,30
4.0,6:38,2.0,3.0,MIA 30,24.0,10.0,Rhamondre Stevenson up the middle for 12 yards (tackle by Justin Bethel),3.52,4.37,2.0,2023,30
4.0,6:29,1.0,10.0,MIA 18,24.0,10.0,Rhamondre Stevenson up the middle for 5 yards (tackle by Christian Wilkins),4.37,4.61,2.0,2023,30
4.0,5:57,2.0,5.0,MIA 13,24.0,10.0,Mac Jones pass complete short right to JuJu Smith-Schuster for 11 yards (tackle by Xavien Howard),4.61,6.74,2.0,2023,30
4.0,5:29,1.0,2.0,MIA 2,24.0,16.0,"Rhamondre Stevenson right guard for 2 yards, touchdown",6.74,7.0,2.0,2023,30
4.0,5:25,,,MIA 15,24.0,17.0,Chad Ryland kicks extra point good,0.0,0.0,2.0,2023,30
4.0,5:25,,,NWE 35,24.0,17.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,30
4.0,5:25,,,,,,Timeout #1 by Miami Dolphins,,,2.0,2023,30
4.0,5:25,1.0,10.0,MIA 25,24.0,17.0,Raheem Mostert up the middle for 5 yards (tackle by Davon Godchaux),0.61,0.74,2.0,2023,30
4.0,4:44,2.0,5.0,MIA 30,24.0,17.0,"Tua Tagovailoa pass incomplete intended for Jaylen Waddle. Penalty on Marte Mapu: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.74,1.93,2.0,2023,30
4.0,4:37,1.0,10.0,MIA 45,24.0,17.0,Raheem Mostert right tackle for 11 yards (tackle by Jahlani Tavai and Kyle Dugger),1.93,2.65,2.0,2023,30
4.0,3:53,1.0,10.0,NWE 44,24.0,17.0,Raheem Mostert left tackle for 2 yards (tackle by Jabrill Peppers),2.65,2.38,2.0,2023,30
4.0,3:04,2.0,8.0,NWE 42,24.0,17.0,Raheem Mostert left guard for 7 yards (tackle by Deatrich Wise and Davon Godchaux),2.38,2.61,2.0,2023,30
4.0,2:26,3.0,1.0,NWE 35,24.0,17.0,"Tua Tagovailoa aborted snap, recovered by Tua Tagovailoa at NE-37 and returned for -2 yards (tackle by Matt Judon)",2.61,0.79,2.0,2023,30
4.0,2:19,,,,,,Timeout #2 by New England Patriots,,,2.0,2023,30
4.0,2:19,4.0,3.0,NWE 37,24.0,17.0,Jason Sanders 55 yard field goal no good,0.79,-1.93,2.0,2023,30
4.0,2:14,1.0,10.0,NWE 45,24.0,17.0,Mac Jones pass complete short middle to Kendrick Bourne for 3 yards (tackle by Jerome Baker),1.93,1.79,2.0,2023,30
4.0,2:00,2.0,7.0,NWE 48,24.0,17.0,Mac Jones pass complete short middle to Kendrick Bourne for 13 yards (tackle by Eli Apple and Jevon Holland),1.79,2.98,2.0,2023,30
4.0,1:36,1.0,10.0,MIA 39,24.0,17.0,Mac Jones sacked by Bradley Chubb for -8 yards,2.98,1.5,2.0,2023,30
