Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA,week,year,game_id
2.0,11:33,1.0,10.0,SFO 24,10.0,3.0,Matthew Stafford pass complete short middle to Puka Nacua for 9 yards (tackle by Isaiah Oliver and Fred Warner),3.97,4.85,2.0,2023,27
2.0,11:06,2.0,1.0,SFO 15,10.0,3.0,Kyren Williams up the middle for 2 yards (tackle by Arik Armstead and Charvarius Ward),4.85,4.71,2.0,2023,27
2.0,10:25,1.0,10.0,SFO 13,10.0,3.0,"Puka Nacua right end for no gain (tackle by Dre Greenlaw and Talanoa Hufanga). Penalty on Dre Greenlaw: Unnecessary Roughness / Defense, 7 yards (accepted)",4.71,5.83,2.0,2023,27
2.0,9:55,1.0,6.0,SFO 6,10.0,9.0,"Matthew Stafford pass complete short right to Kyren Williams for 6 yards, touchdown",5.83,7.0,2.0,2023,27
2.0,9:49,,,SFO 15,10.0,10.0,Brett Maher kicks extra point good,0.0,0.0,2.0,2023,27
2.0,9:49,,,LAR 35,10.0,10.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,27
2.0,9:49,1.0,10.0,SFO 25,10.0,10.0,Brock Purdy pass complete short middle to George Kittle for 12 yards (tackle by Byron Young and Russ Yeast),0.61,1.4,2.0,2023,27
2.0,9:14,1.0,10.0,SFO 37,10.0,10.0,Deebo Samuel left end for 17 yards (tackle by Russ Yeast),1.4,2.52,2.0,2023,27
2.0,8:35,1.0,10.0,LAR 46,10.0,10.0,Christian McCaffrey left guard for 1 yard (tackle by Byron Young and Jonah Williams),2.52,2.11,2.0,2023,27
2.0,7:57,2.0,9.0,LAR 45,10.0,10.0,Brock Purdy pass incomplete deep right intended for Brandon Aiyuk,2.11,1.42,2.0,2023,27
2.0,7:51,3.0,9.0,LAR 45,10.0,10.0,Brock Purdy sacked by Byron Young for no gain,1.42,0.27,2.0,2023,27
2.0,7:10,4.0,9.0,LAR 45,10.0,10.0,"Mitch Wishnowsky punts 33 yards, fair catch by Kyren Williams at LA-12",0.27,0.35,2.0,2023,27
2.0,7:02,1.0,10.0,LAR 12,10.0,10.0,Kyren Williams right tackle for 5 yards (tackle by Fred Warner),-0.35,-0.23,2.0,2023,27
2.0,6:23,2.0,5.0,LAR 17,10.0,10.0,Matthew Stafford pass complete short right to Puka Nacua for 8 yards (tackle by Charvarius Ward and Dre Greenlaw),-0.23,0.61,2.0,2023,27
2.0,5:40,1.0,10.0,LAR 25,10.0,10.0,Matthew Stafford pass incomplete short left,0.61,0.06,2.0,2023,27
2.0,5:33,2.0,10.0,LAR 25,10.0,10.0,Matthew Stafford pass complete short left to Tutu Atwell for 11 yards (tackle by Deommodore Lenoir),0.06,1.33,2.0,2023,27
2.0,4:50,1.0,10.0,LAR 36,10.0,10.0,"Tutu Atwell for 5 yards (tackle by Dre Greenlaw). Penalty on Isaiah Oliver: Illegal Use of Hands / Defense, 5 yards (accepted)",1.33,1.99,2.0,2023,27
2.0,4:22,1.0,10.0,LAR 46,10.0,10.0,Matthew Stafford pass complete deep left to Tutu Atwell for 18 yards (tackle by Deommodore Lenoir),1.99,3.18,2.0,2023,27
2.0,3:52,1.0,10.0,SFO 36,10.0,10.0,Matthew Stafford pass incomplete short left intended for Tyler Higbee (defended by Drake Jackson),3.18,2.64,2.0,2023,27
2.0,3:46,2.0,10.0,SFO 36,10.0,10.0,Matthew Stafford pass complete short left to Puka Nacua for 13 yards (tackle by Talanoa Hufanga),2.64,4.04,2.0,2023,27
2.0,3:01,,,,,,Timeout #2 by Los Angeles Rams,,,2.0,2023,27
2.0,3:01,1.0,10.0,SFO 23,10.0,10.0,Kyren Williams left tackle for 6 yards (tackle by Fred Warner),4.04,4.38,2.0,2023,27
2.0,2:23,2.0,4.0,SFO 17,10.0,10.0,Kyren Williams left tackle for 4 yards (tackle by Dre Greenlaw),4.38,4.71,2.0,2023,27
2.0,2:00,1.0,10.0,SFO 13,10.0,10.0,Kyren Williams right end for 7 yards (tackle by Tashaun Gipson),4.71,5.34,2.0,2023,27
2.0,1:55,,,,,,Timeout #2 by San Francisco 49ers,,,2.0,2023,27
2.0,1:55,2.0,3.0,SFO 6,10.0,10.0,Kyren Williams up the middle for 2 yards (tackle by Fred Warner),5.34,5.01,2.0,2023,27
2.0,1:50,,,,,,Timeout #3 by San Francisco 49ers,,,2.0,2023,27
2.0,1:50,3.0,1.0,SFO 4,10.0,16.0,"Kyren Williams up the middle for 4 yards, touchdown",5.01,7.0,2.0,2023,27
2.0,1:45,,,SFO 15,10.0,17.0,Brett Maher kicks extra point good,0.0,0.0,2.0,2023,27
2.0,1:45,,,LAR 35,10.0,17.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,27
2.0,1:45,1.0,10.0,SFO 25,10.0,17.0,Brock Purdy pass complete short right to Deebo Samuel for 23 yards (tackle by Ernest Jones),0.61,2.13,2.0,2023,27
2.0,1:09,1.0,10.0,SFO 48,10.0,17.0,Brock Purdy pass complete short right to Christian McCaffrey for 9 yards (tackle by Jordan Fuller),2.13,2.8,2.0,2023,27
2.0,1:02,2.0,1.0,LAR 43,10.0,17.0,Christian McCaffrey right tackle for 3 yards (tackle by Quentin Lake),2.8,2.92,2.0,2023,27
2.0,0:44,1.0,10.0,LAR 40,10.0,17.0,Brock Purdy pass complete deep left to Jauan Jennings for 20 yards (tackle by Cobie Durant and Russ Yeast),2.92,4.24,2.0,2023,27
2.0,0:21,1.0,10.0,LAR 20,10.0,17.0,Brock Purdy pass incomplete short left intended for Brandon Aiyuk,4.24,3.69,2.0,2023,27
2.0,0:17,2.0,10.0,LAR 20,10.0,17.0,"Brock Purdy pass incomplete deep left intended for Deebo Samuel. Penalty on Derion Kendrick: Defensive Pass Interference, 19 yards (accepted) (no play)",3.69,6.97,2.0,2023,27
2.0,0:11,,,,,,Timeout #3 by Los Angeles Rams,,,2.0,2023,27
2.0,0:11,1.0,1.0,LAR 1,10.0,17.0,Brock Purdy pass incomplete. Penalty on Derion Kendrick: Face Mask (15 Yards) (accepted) (no play),6.97,6.97,2.0,2023,27
2.0,0:06,1.0,1.0,LAR 1,10.0,17.0,Brock Purdy pass incomplete short right,6.97,5.91,2.0,2023,27
2.0,0:01,2.0,1.0,LAR 1,16.0,17.0,"Brock Purdy for 1 yard, touchdown",5.91,7.0,2.0,2023,27
2.0,0:00,,,LAR 15,17.0,17.0,Jake Moody kicks extra point good,0.0,0.0,2.0,2023,27
3.0,15:00,,,SFO 35,17.0,17.0,"Jake Moody kicks off 64 yards, returned by Austin Trammell for 20 yards (tackle by Charlie Woerner and Isaiah Oliver)",0.0,0.34,2.0,2023,27
3.0,14:54,1.0,10.0,LAR 21,17.0,17.0,Matthew Stafford pass complete short right to Puka Nacua for 7 yards (tackle by Isaiah Oliver and Charvarius Ward),0.34,0.75,2.0,2023,27
3.0,14:14,2.0,3.0,LAR 28,17.0,17.0,Puka Nacua for 4 yards (tackle by Dre Greenlaw and Isaiah Oliver),0.75,1.07,2.0,2023,27
3.0,13:33,1.0,10.0,LAR 32,17.0,17.0,Kyren Williams left guard for no gain (tackle by Arik Armstead and Nick Bosa),1.07,0.53,2.0,2023,27
3.0,12:53,2.0,10.0,LAR 32,17.0,17.0,Matthew Stafford pass complete short left to Tutu Atwell for 11 yards (tackle by Deommodore Lenoir),0.53,1.8,2.0,2023,27
3.0,12:32,1.0,10.0,LAR 43,17.0,17.0,Matthew Stafford pass complete short right to Tyler Higbee for 3 yards (tackle by Charvarius Ward),1.8,1.66,2.0,2023,27
3.0,11:50,2.0,7.0,LAR 46,17.0,17.0,Matthew Stafford right end for 2 yards (tackle by Charvarius Ward),1.66,1.22,2.0,2023,27
3.0,11:12,3.0,5.0,LAR 48,17.0,17.0,Matthew Stafford pass complete short left to Kyren Williams for 3 yards (tackle by Isaiah Oliver),1.22,0.0,2.0,2023,27
3.0,10:23,4.0,2.0,SFO 49,17.0,17.0,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",0.0,-0.32,2.0,2023,27
3.0,10:09,4.0,7.0,LAR 46,17.0,17.0,"Ethan Evans punts 36 yards, fair catch by Ray-Ray McCloud at SF-18",-0.32,-0.04,2.0,2023,27
3.0,10:02,1.0,10.0,SFO 18,17.0,17.0,"Brock Purdy aborted snap, recovered by Brock Purdy at SF-18",0.04,-0.49,2.0,2023,27
3.0,9:28,2.0,10.0,SFO 18,17.0,17.0,"Christian McCaffrey right end for 3 yards (tackle by Christian Rozeboom) Penalty on SFO: False Start, 5 yards (declined)",-0.49,-0.79,2.0,2023,27
3.0,9:02,3.0,7.0,SFO 21,17.0,17.0,Brock Purdy pass incomplete deep middle intended for Jauan Jennings,-0.79,-1.96,2.0,2023,27
3.0,8:57,4.0,7.0,SFO 21,17.0,17.0,"Mitch Wishnowsky punts 62 yards, returned by Kyren Williams for 11 yards (tackle by George Odum and Jordan Mason)",-1.96,-0.81,2.0,2023,27
3.0,8:45,1.0,10.0,LAR 28,17.0,17.0,Matthew Stafford pass complete short right to Tutu Atwell for 5 yards (tackle by Charvarius Ward),0.81,0.94,2.0,2023,27
3.0,8:06,2.0,5.0,LAR 33,17.0,17.0,Matthew Stafford pass complete short right to Kyren Williams for 15 yards (tackle by Dre Greenlaw),0.94,2.13,2.0,2023,27
3.0,7:27,1.0,10.0,LAR 48,17.0,17.0,Kyren Williams left end for 2 yards (tackle by Deommodore Lenoir),2.13,1.85,2.0,2023,27
3.0,6:42,2.0,8.0,SFO 50,17.0,17.0,Matthew Stafford pass complete short left to Puka Nacua for 14 yards (tackle by Deommodore Lenoir),1.85,3.18,2.0,2023,27
3.0,5:57,1.0,10.0,SFO 36,17.0,17.0,Ben Skowronek left end for 11 yards (tackle by Deommodore Lenoir and Fred Warner),3.18,3.91,2.0,2023,27
3.0,5:16,1.0,10.0,SFO 25,17.0,17.0,"Ronnie Rivers up the middle for no gain (tackle by Fred Warner). Penalty on Brycen Hopkins: Offensive Holding, 10 yards (accepted) (no play)",3.91,3.25,2.0,2023,27
3.0,4:43,1.0,20.0,SFO 35,17.0,17.0,Matthew Stafford pass complete short middle to Ronnie Rivers for 4 yards (tackle by Arik Armstead),3.25,2.55,2.0,2023,27
3.0,4:17,2.0,16.0,SFO 31,17.0,17.0,Matthew Stafford pass short left intended for Kyren Williams is intercepted by Isaiah Oliver at SF-25 and returned for 3 yards (tackle by Kyren Williams),2.55,-0.81,2.0,2023,27
3.0,4:10,1.0,10.0,SFO 28,17.0,17.0,Brock Purdy pass complete short middle to Brandon Aiyuk for 18 yards (tackle by Jordan Fuller),0.81,1.99,2.0,2023,27
3.0,3:26,1.0,10.0,SFO 46,17.0,17.0,Brock Purdy pass complete short left to George Kittle for 12 yards (tackle by Jordan Fuller),1.99,2.79,2.0,2023,27
3.0,2:51,1.0,10.0,LAR 42,17.0,17.0,Christian McCaffrey up the middle for 2 yards (tackle by Kobie Turner and Jonah Williams),2.79,2.51,2.0,2023,27
3.0,2:10,2.0,8.0,LAR 40,17.0,17.0,Brock Purdy pass complete short left to Christian McCaffrey for 1 yard (tackle by Derion Kendrick),2.51,1.95,2.0,2023,27
3.0,1:33,3.0,7.0,LAR 39,17.0,17.0,Brock Purdy pass incomplete deep middle intended for Deebo Samuel,1.95,0.66,2.0,2023,27
3.0,1:26,4.0,7.0,LAR 39,20.0,17.0,Jake Moody 57 yard field goal good,0.66,3.0,2.0,2023,27
3.0,1:21,,,SFO 35,20.0,17.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,27
3.0,1:21,1.0,10.0,LAR 25,20.0,17.0,Matthew Stafford pass incomplete deep left intended for Tutu Atwell,0.61,0.06,2.0,2023,27
3.0,1:14,2.0,10.0,LAR 25,20.0,17.0,Matthew Stafford pass incomplete short left intended for Puka Nacua,0.06,-0.62,2.0,2023,27
3.0,1:10,3.0,10.0,LAR 25,20.0,17.0,Matthew Stafford sacked by Fred Warner for -10 yards,-0.62,-2.44,2.0,2023,27
3.0,0:33,4.0,20.0,LAR 15,20.0,17.0,"Ethan Evans punts 72 yards, returned by Ray-Ray McCloud for 13 yards (tackle by Tre'Vius Tomlinson)",-2.44,-0.67,2.0,2023,27
3.0,0:20,1.0,10.0,SFO 26,20.0,17.0,Christian McCaffrey right guard for 3 yards (tackle by Larrell Murchison and Christian Rozeboom),0.67,0.54,2.0,2023,27
4.0,15:00,2.0,7.0,SFO 29,20.0,17.0,Brock Purdy pass complete deep middle to Deebo Samuel for 16 yards (tackle by Cobie Durant and Christian Rozeboom),0.54,1.93,2.0,2023,27
4.0,14:19,1.0,10.0,SFO 45,20.0,17.0,Brock Purdy pass complete deep left to Jauan Jennings for 31 yards (tackle by Cobie Durant),1.93,3.97,2.0,2023,27
4.0,13:36,1.0,10.0,LAR 24,20.0,17.0,Christian McCaffrey left tackle for 2 yards (tackle by Ernest Jones),3.97,3.7,2.0,2023,27
4.0,12:53,2.0,8.0,LAR 22,20.0,17.0,Deebo Samuel right end for 7 yards (tackle by Michael Hoecht),3.7,4.17,2.0,2023,27
4.0,12:13,3.0,1.0,LAR 15,20.0,17.0,Brock Purdy up the middle for 4 yards (tackle by Ernest Jones),4.17,4.84,2.0,2023,27
4.0,11:37,1.0,10.0,LAR 11,26.0,17.0,"Deebo Samuel left end for 11 yards, touchdown",4.84,7.0,2.0,2023,27
4.0,11:28,,,LAR 15,27.0,17.0,Jake Moody kicks extra point good,0.0,0.0,2.0,2023,27
4.0,11:28,,,SFO 35,27.0,17.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,27
4.0,11:28,1.0,10.0,LAR 25,27.0,17.0,Matthew Stafford pass complete short right to Puka Nacua for 12 yards (tackle by Talanoa Hufanga and Tashaun Gipson),0.61,1.4,2.0,2023,27
4.0,11:03,1.0,10.0,LAR 37,27.0,17.0,Matthew Stafford pass complete short right to Puka Nacua for 8 yards (tackle by Dre Greenlaw),1.4,1.94,2.0,2023,27
4.0,10:29,2.0,2.0,LAR 45,27.0,17.0,Matthew Stafford pass incomplete short right intended for Tyler Higbee,1.94,1.22,2.0,2023,27
4.0,10:23,3.0,2.0,LAR 45,27.0,17.0,Matthew Stafford pass incomplete short middle intended for Puka Nacua,1.22,-0.39,2.0,2023,27
4.0,10:18,4.0,2.0,LAR 45,27.0,17.0,Matthew Stafford pass complete short left to Puka Nacua for 9 yards (tackle by Deommodore Lenoir and Tashaun Gipson),-0.39,2.52,2.0,2023,27
4.0,9:54,1.0,10.0,SFO 46,27.0,17.0,Matthew Stafford pass incomplete short left intended for Tutu Atwell,2.52,1.98,2.0,2023,27
4.0,9:50,2.0,10.0,SFO 46,27.0,17.0,Matthew Stafford pass complete short left to Ben Skowronek for 10 yards (tackle by Charvarius Ward),1.98,3.18,2.0,2023,27
4.0,9:10,1.0,10.0,SFO 36,27.0,17.0,Matthew Stafford pass complete short left to Kyren Williams for 6 yards (tackle by Deommodore Lenoir and Javon Kinlaw),3.18,3.45,2.0,2023,27
4.0,8:36,2.0,4.0,SFO 30,27.0,17.0,Matthew Stafford pass complete short right to Tyler Higbee for 3 yards (tackle by Charvarius Ward),3.45,3.14,2.0,2023,27
4.0,7:57,3.0,1.0,SFO 27,27.0,17.0,Kyren Williams up the middle for 8 yards (tackle by Talanoa Hufanga),3.14,4.31,2.0,2023,27
4.0,7:33,1.0,10.0,SFO 19,27.0,17.0,"Matthew Stafford pass incomplete deep left. Penalty on Matthew Stafford: Intentional Grounding, 11 yards (accepted)",4.31,2.28,2.0,2023,27
4.0,7:28,2.0,21.0,SFO 30,27.0,17.0,Matthew Stafford pass incomplete short left intended for Kyren Williams,2.28,1.62,2.0,2023,27
4.0,7:25,3.0,21.0,SFO 30,27.0,17.0,Matthew Stafford pass incomplete short middle intended for Van Jefferson (defended by Fred Warner),1.62,1.41,2.0,2023,27
4.0,7:18,4.0,21.0,SFO 30,27.0,20.0,Brett Maher 48 yard field goal good,1.41,3.0,2.0,2023,27
4.0,7:13,,,LAR 35,27.0,20.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,27
4.0,7:13,1.0,10.0,SFO 25,27.0,20.0,Brock Purdy pass complete short right to Deebo Samuel for 7 yards. Deebo Samuel fumbles (forced by Jordan Fuller). Deebo Samuel fumbles out of bounds,0.61,1.01,2.0,2023,27
4.0,6:27,,,,,,Timeout #1 by San Francisco 49ers,,,2.0,2023,27
4.0,6:27,2.0,3.0,SFO 32,27.0,20.0,Deebo Samuel left end for 1 yard (tackle by Michael Hoecht and Jordan Fuller),1.01,0.43,2.0,2023,27
4.0,5:43,3.0,2.0,SFO 33,27.0,20.0,Brock Purdy pass incomplete short right intended for Deebo Samuel,0.43,-1.18,2.0,2023,27
4.0,5:38,4.0,2.0,SFO 33,27.0,20.0,"Mitch Wishnowsky punts 67 yards, touchback.",-1.18,-0.28,2.0,2023,27
4.0,5:29,1.0,10.0,LAR 20,27.0,20.0,Kyren Williams left end for 5 yards (tackle by Isaiah Oliver),0.28,0.41,2.0,2023,27
4.0,5:03,2.0,5.0,LAR 25,27.0,20.0,Matthew Stafford pass incomplete short middle intended for Kyren Williams (defended by Javon Kinlaw),0.41,-0.3,2.0,2023,27
4.0,4:58,3.0,5.0,LAR 25,27.0,20.0,Matthew Stafford pass short middle intended for Van Jefferson is intercepted by Deommodore Lenoir at LA-36 and returned for 21 yards (tackle by Coleman Shelton),-0.3,-4.58,2.0,2023,27
4.0,4:48,1.0,10.0,LAR 15,27.0,20.0,Christian McCaffrey right tackle for 6 yards (tackle by Bobby Brown and Russ Yeast),4.58,5.03,2.0,2023,27
4.0,4:02,2.0,4.0,LAR 9,27.0,20.0,Christian McCaffrey up the middle for 1 yard (tackle by Byron Young and Ernest Jones),5.03,4.45,2.0,2023,27
4.0,3:05,,,,,,Timeout #2 by San Francisco 49ers,,,2.0,2023,27
4.0,3:05,3.0,3.0,LAR 8,27.0,20.0,Brock Purdy pass incomplete short right intended for Deebo Samuel,4.45,2.98,2.0,2023,27
4.0,3:02,4.0,3.0,LAR 8,30.0,20.0,Jake Moody 26 yard field goal good,2.98,3.0,2.0,2023,27
4.0,2:59,,,SFO 35,30.0,20.0,"Jake Moody kicks off 65 yards, touchback.. Penalty on Ronnie Bell: Offensive Offside, 5 yards (accepted)",0.0,0.94,2.0,2023,27
4.0,2:59,1.0,10.0,LAR 30,30.0,20.0,Matthew Stafford pass incomplete short middle intended for Tyler Higbee,0.94,0.39,2.0,2023,27
4.0,2:56,2.0,10.0,LAR 30,30.0,20.0,Matthew Stafford pass incomplete short middle intended for Puka Nacua,0.39,-0.3,2.0,2023,27
4.0,2:52,3.0,10.0,LAR 30,30.0,20.0,Matthew Stafford pass complete short middle to Puka Nacua for 9 yards (tackle by Isaiah Oliver and Dre Greenlaw),-0.3,-0.78,2.0,2023,27
4.0,2:29,4.0,1.0,LAR 39,30.0,20.0,Kyren Williams left tackle for -1 yards (tackle by Nick Bosa),-0.78,-3.05,2.0,2023,27
4.0,2:23,1.0,10.0,LAR 38,30.0,20.0,Christian McCaffrey up the middle for 6 yards (tackle by Michael Hoecht and Jordan Fuller),3.05,3.32,2.0,2023,27
4.0,2:17,,,,,,Timeout #1 by Los Angeles Rams,,,2.0,2023,27
4.0,2:17,2.0,4.0,LAR 32,30.0,20.0,"Christian McCaffrey for no gain. Penalty on Charlie Woerner: Offensive Holding, 10 yards (accepted) (no play)",3.32,1.97,2.0,2023,27
4.0,2:12,2.0,14.0,LAR 42,30.0,20.0,Christian McCaffrey right tackle for 2 yards (tackle by Ernest Jones and Bobby Brown),1.97,1.55,2.0,2023,27
4.0,2:00,3.0,12.0,LAR 40,30.0,20.0,"Deebo Samuel left end for 2 yards (tackle by Cobie Durant and Russ Yeast). Penalty on Jauan Jennings: Illegal Crackback, 15 yards (accepted)",1.55,-0.16,2.0,2023,27
4.0,1:52,3.0,25.0,SFO 47,30.0,20.0,Christian McCaffrey up the middle for 3 yards (tackle by Kobie Turner),-0.16,-0.06,2.0,2023,27
4.0,1:46,,,,,,Timeout #2 by Los Angeles Rams,,,2.0,2023,27
4.0,1:46,4.0,22.0,SFO 50,30.0,20.0,"Mitch Wishnowsky punts 35 yards, fair catch by Kyren Williams at LA-15. Penalty on Tre Swilling: Kick Catch Interference, 15 yards (accepted)",-0.06,-0.94,2.0,2023,27
4.0,1:34,1.0,10.0,LAR 30,30.0,20.0,Matthew Stafford pass incomplete short right intended for Tyler Higbee (defended by Dre Greenlaw),0.94,0.39,2.0,2023,27
4.0,1:28,2.0,10.0,LAR 30,30.0,20.0,Matthew Stafford pass complete short right to Puka Nacua for 5 yards (tackle by Charvarius Ward),0.39,0.37,2.0,2023,27
4.0,1:26,3.0,5.0,LAR 35,30.0,20.0,Matthew Stafford scrambles left end for 5 yards (tackle by Fred Warner),0.37,1.6,2.0,2023,27
