Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA,week,year,game_id
2.0,9:41,1.0,10.0,JAX 12,0.0,3.0,Travis Etienne up the middle for 5 yards (tackle by Leo Chenal and George Karlaftis),-0.35,-0.23,2.0,2023,24
2.0,9:07,2.0,5.0,JAX 17,0.0,3.0,Travis Etienne up the middle for 4 yards (tackle by Willie Gay and Nick Bolton),-0.23,-0.37,2.0,2023,24
2.0,8:37,3.0,1.0,JAX 21,0.0,3.0,"Penalty on Derrick Nnadi: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.37,0.67,2.0,2023,24
2.0,8:13,1.0,10.0,JAX 26,0.0,3.0,Travis Etienne up the middle for 5 yards (tackle by George Karlaftis and Matt Dickerson),0.67,0.81,2.0,2023,24
2.0,7:39,2.0,5.0,JAX 31,0.0,3.0,Trevor Lawrence pass incomplete short right intended for Christian Kirk,0.81,0.1,2.0,2023,24
2.0,7:34,3.0,5.0,JAX 31,0.0,3.0,Trevor Lawrence pass complete short middle to Jamal Agnew for 5 yards (tackle by Drue Tranquill),0.1,1.33,2.0,2023,24
2.0,7:04,1.0,10.0,JAX 36,0.0,3.0,D'Ernest Johnson right end for 8 yards (tackle by Justin Reid),1.33,1.87,2.0,2023,24
2.0,6:39,2.0,2.0,JAX 44,0.0,3.0,Trevor Lawrence pass complete short left to Evan Engram for 6 yards (tackle by Nick Bolton),1.87,2.26,2.0,2023,24
2.0,5:53,1.0,10.0,JAX 50,0.0,3.0,Trevor Lawrence pass incomplete short left intended for Christian Kirk,2.26,1.71,2.0,2023,24
2.0,5:50,2.0,10.0,JAX 50,0.0,3.0,Christian Kirk pass complete short right to Travis Etienne for -1 yards (tackle by Leo Chenal),1.71,0.89,2.0,2023,24
2.0,5:02,3.0,11.0,JAX 49,0.0,3.0,Trevor Lawrence scrambles left end for 6 yards (tackle by Felix Anudike-Uzomah),0.89,0.27,2.0,2023,24
2.0,4:10,,,,,,Timeout #1 by Jacksonville Jaguars,,,2.0,2023,24
2.0,4:10,4.0,4.0,KAN 45,0.0,3.0,Trevor Lawrence sacked by Chris Jones for -5 yards,0.27,-2.26,2.0,2023,24
2.0,4:04,1.0,10.0,KAN 50,0.0,3.0,Patrick Mahomes sacked by K'Lavon Chaisson for -7 yards,2.26,0.77,2.0,2023,24
2.0,3:09,2.0,17.0,KAN 43,0.0,3.0,"Patrick Mahomes pass complete to Travis Kelce for no gain. Penalty on Jawaan Taylor: Illegal Formation, 5 yards (accepted) (no play)",0.77,0.09,2.0,2023,24
2.0,2:55,2.0,22.0,KAN 38,0.0,3.0,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 8 yards (tackle by Darious Williams),0.09,0.5,2.0,2023,24
2.0,2:25,3.0,14.0,KAN 46,0.0,3.0,Patrick Mahomes pass complete short right to Noah Gray for 12 yards (tackle by Devin Lloyd and Angelo Blackson),0.5,0.46,2.0,2023,24
2.0,2:00,4.0,2.0,JAX 42,0.0,3.0,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 10 yards (tackle by Devin Lloyd and Tyson Campbell),0.46,3.45,2.0,2023,24
2.0,1:33,1.0,10.0,JAX 32,0.0,3.0,Patrick Mahomes pass complete short left to Travis Kelce for 7 yards (tackle by Foyesade Oluokun and Devin Lloyd),3.45,3.85,2.0,2023,24
2.0,0:58,2.0,3.0,JAX 25,0.0,3.0,Patrick Mahomes pass complete short middle to Noah Gray for 16 yards (tackle by Andre Cisco and Tyson Campbell),3.85,5.14,2.0,2023,24
2.0,0:30,1.0,9.0,JAX 9,6.0,3.0,"Patrick Mahomes pass complete short right to Skyy Moore for 9 yards, touchdown. Penalty on Tyson Campbell: Illegal Use of Hands / Defense, 5 yards (declined)",5.14,7.0,2.0,2023,24
2.0,0:27,,,JAX 15,7.0,3.0,Harrison Butker kicks extra point good,0.0,0.0,2.0,2023,24
2.0,0:27,,,KAN 35,7.0,3.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,24
2.0,0:27,1.0,10.0,JAX 25,7.0,3.0,Trevor Lawrence pass complete short right to Christian Kirk for 11 yards (tackle by Mike Edwards and L'Jarius Sneed),0.61,1.33,2.0,2023,24
2.0,0:20,,,,,,Timeout #2 by Jacksonville Jaguars,,,2.0,2023,24
2.0,0:20,1.0,10.0,JAX 36,7.0,3.0,"Trevor Lawrence pass complete deep left to Calvin Ridley for 26 yards (tackle by L'Jarius Sneed). Penalty on L'Jarius Sneed: Defensive Pass Interference, 15 yards (declined)",1.33,3.05,2.0,2023,24
2.0,0:13,1.0,10.0,KAN 38,7.0,3.0,Trevor Lawrence pass complete short left to Christian Kirk for 4 yards (tackle by Mike Edwards),3.05,3.05,2.0,2023,24
2.0,0:09,2.0,6.0,KAN 34,7.0,3.0,Trevor Lawrence pass complete short middle to Travis Etienne for 3 yards (tackle by Nick Bolton),3.05,2.74,2.0,2023,24
2.0,0:03,,,,,,Timeout #3 by Jacksonville Jaguars,,,2.0,2023,24
2.0,0:03,3.0,3.0,KAN 31,7.0,6.0,Brandon McManus 49 yard field goal good,2.74,3.0,2.0,2023,24
3.0,15:00,,,JAX 35,7.0,6.0,"Brandon McManus kicks off 60 yards, returned by Richie James for 14 yards (tackle by Shaquille Quarterman)",0.0,0.15,2.0,2023,24
3.0,14:55,1.0,10.0,KAN 19,7.0,6.0,Isiah Pacheco right end for 31 yards (tackle by Rayshawn Jenkins),0.15,2.26,2.0,2023,24
3.0,14:22,1.0,10.0,KAN 50,7.0,6.0,Clyde Edwards-Helaire left end for no gain (tackle by Travon Walker and Darious Williams),2.26,1.71,2.0,2023,24
3.0,13:40,2.0,10.0,KAN 50,7.0,6.0,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Rayshawn Jenkins),1.71,1.03,2.0,2023,24
3.0,13:35,3.0,10.0,KAN 50,7.0,6.0,Patrick Mahomes pass complete deep left to Justin Watson for 34 yards (tackle by Tre Herndon),1.03,4.51,2.0,2023,24
3.0,12:53,1.0,10.0,JAX 16,7.0,6.0,Isiah Pacheco right end for 1 yard (tackle by Foyesade Oluokun and Rayshawn Jenkins),4.51,4.05,2.0,2023,24
3.0,12:16,2.0,9.0,JAX 15,7.0,6.0,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Devin Lloyd),4.05,4.39,2.0,2023,24
3.0,11:36,3.0,3.0,JAX 9,13.0,6.0,"Patrick Mahomes pass complete short right to Travis Kelce for 9 yards, touchdown",4.39,7.0,2.0,2023,24
3.0,11:30,,,JAX 15,14.0,6.0,Harrison Butker kicks extra point good,0.0,0.0,2.0,2023,24
3.0,11:30,,,KAN 35,14.0,6.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,24
3.0,11:30,1.0,10.0,JAX 25,14.0,6.0,Travis Etienne up the middle for 9 yards (tackle by Justin Reid and Trent McDuffie),0.61,1.28,2.0,2023,24
3.0,10:55,2.0,1.0,JAX 34,14.0,6.0,Trevor Lawrence pass complete short left to Christian Kirk for 4 yards (tackle by L'Jarius Sneed),1.28,1.47,2.0,2023,24
3.0,10:12,1.0,10.0,JAX 38,14.0,6.0,Trevor Lawrence sacked by George Karlaftis for -7 yards,1.47,-0.02,2.0,2023,24
3.0,9:24,2.0,17.0,JAX 31,14.0,6.0,Trevor Lawrence pass complete short middle to Christian Kirk for 7 yards (tackle by Nick Bolton),-0.02,0.23,2.0,2023,24
3.0,8:42,3.0,10.0,JAX 38,14.0,6.0,Trevor Lawrence pass incomplete short middle intended for Christian Kirk,0.23,-0.85,2.0,2023,24
3.0,8:37,4.0,10.0,JAX 38,14.0,6.0,"Logan Cooke punts 57 yards, returned by Richie James for 4 yards (tackle by Daniel Thomas)",-0.85,0.38,2.0,2023,24
3.0,8:25,1.0,10.0,KAN 9,14.0,6.0,Patrick Mahomes pass complete short right to Travis Kelce for 4 yards (tackle by Josh Allen),-0.38,-0.48,2.0,2023,24
3.0,7:44,2.0,6.0,KAN 13,14.0,6.0,Patrick Mahomes pass complete short left to Noah Gray for 10 yards (tackle by Rayshawn Jenkins and Tyson Campbell),-0.48,0.48,2.0,2023,24
3.0,7:11,1.0,10.0,KAN 23,14.0,6.0,"Isiah Pacheco up the middle for 3 yards (tackle by Rayshawn Jenkins). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (accepted)",0.48,-0.25,2.0,2023,24
3.0,6:51,1.0,17.0,KAN 16,14.0,6.0,Patrick Mahomes pass incomplete short left intended for Isiah Pacheco,-0.25,-1.15,2.0,2023,24
3.0,6:46,2.0,17.0,KAN 16,14.0,6.0,"Patrick Mahomes scrambles right end for no gain (tackle by Tre Herndon). Penalty on Jawaan Taylor: Offensive Holding, 8 yards (accepted) (no play)",-1.15,-1.88,2.0,2023,24
3.0,6:18,2.0,25.0,KAN 8,14.0,6.0,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 7 yards (tackle by Foyesade Oluokun),-1.88,-2.15,2.0,2023,24
3.0,5:38,3.0,18.0,KAN 15,14.0,6.0,Patrick Mahomes pass complete short left to Jerick McKinnon for 7 yards (tackle by Foyesade Oluokun),-2.15,-1.9,2.0,2023,24
3.0,4:57,4.0,11.0,KAN 22,14.0,6.0,"Tommy Townsend punts 50 yards, returned by Jamal Agnew for 7 yards (tackle by Cam Jones)",-1.9,-1.27,2.0,2023,24
3.0,4:45,1.0,10.0,JAX 35,14.0,6.0,Travis Etienne right end for 1 yard (tackle by Nick Bolton),1.27,0.86,2.0,2023,24
3.0,4:01,2.0,9.0,JAX 36,14.0,6.0,Trevor Lawrence pass incomplete short left intended for Zay Jones,0.86,0.17,2.0,2023,24
3.0,3:56,3.0,9.0,JAX 36,14.0,6.0,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",0.17,-0.49,2.0,2023,24
3.0,3:56,3.0,14.0,JAX 31,14.0,6.0,Trevor Lawrence pass incomplete short right intended for Travis Etienne (defended by Chris Jones),-0.49,-1.31,2.0,2023,24
3.0,3:53,4.0,14.0,JAX 31,14.0,6.0,Logan Cooke punts 46 yards out of bounds,-1.31,-0.48,2.0,2023,24
3.0,3:45,1.0,10.0,KAN 23,14.0,6.0,"Patrick Mahomes pass complete short right to Kadarius Toney for -11 yards. Kadarius Toney fumbles (forced by Tre Herndon), recovered by Kadarius Toney at KC-16 (tackle by Darious Williams and Tre Herndon)",0.48,-1.58,2.0,2023,24
3.0,2:57,2.0,21.0,KAN 12,14.0,6.0,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Tre Herndon),-1.58,-2.71,2.0,2023,24
3.0,2:54,3.0,21.0,KAN 12,14.0,6.0,Patrick Mahomes pass complete short middle to Kadarius Toney for 5 yards (tackle by Rayshawn Jenkins),-2.71,-2.32,2.0,2023,24
3.0,2:11,4.0,16.0,KAN 17,14.0,6.0,"Tommy Townsend punts 58 yards, returned by Jamal Agnew for -2 yards (tackle by Jack Cochrane)",-2.32,-0.48,2.0,2023,24
3.0,1:59,1.0,10.0,JAX 23,14.0,6.0,Trevor Lawrence pass complete deep middle to Christian Kirk for 45 yards (tackle by Bryan Cook),0.48,3.45,2.0,2023,24
3.0,1:28,1.0,10.0,KAN 32,14.0,6.0,Trevor Lawrence pass complete short right to Evan Engram for 9 yards (tackle by Trent McDuffie and Bryan Cook),3.45,4.12,2.0,2023,24
3.0,0:49,2.0,1.0,KAN 23,14.0,6.0,Trevor Lawrence pass complete short left to Christian Kirk for 7 yards (tackle by Justin Reid),4.12,4.51,2.0,2023,24
3.0,0:20,1.0,10.0,KAN 16,14.0,6.0,Travis Etienne up the middle for 5 yards (tackle by Joshua Williams),4.51,4.76,2.0,2023,24
4.0,15:00,2.0,5.0,KAN 11,14.0,6.0,Trevor Lawrence pass incomplete short middle intended for Zay Jones,4.76,3.94,2.0,2023,24
4.0,14:53,3.0,5.0,KAN 11,14.0,6.0,"Trevor Lawrence pass incomplete short left intended for Evan Engram. Penalty on Justin Reid: Defensive Pass Interference, 10 yards (accepted) (no play)",3.94,6.97,2.0,2023,24
4.0,14:48,1.0,1.0,KAN 1,14.0,6.0,Trevor Lawrence left end for -3 yards (tackle by L'Jarius Sneed and Nick Bolton),6.97,5.34,2.0,2023,24
4.0,14:00,2.0,4.0,KAN 4,14.0,6.0,Trevor Lawrence pass incomplete short middle intended for Calvin Ridley,5.34,4.49,2.0,2023,24
4.0,13:52,3.0,4.0,KAN 4,14.0,6.0,Trevor Lawrence pass incomplete short middle intended for Zay Jones,4.49,3.03,2.0,2023,24
4.0,13:48,4.0,4.0,KAN 4,14.0,9.0,Brandon McManus 22 yard field goal good,3.03,3.0,2.0,2023,24
4.0,13:43,,,JAX 35,14.0,9.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,24
4.0,13:43,1.0,10.0,KAN 25,14.0,9.0,Patrick Mahomes pass complete short left to Justin Watson for 15 yards (tackle by Tyson Campbell),0.61,1.6,2.0,2023,24
4.0,13:08,1.0,10.0,KAN 40,14.0,9.0,Isiah Pacheco up the middle for 11 yards (tackle by Devin Lloyd and Foyesade Oluokun),1.6,2.32,2.0,2023,24
4.0,12:23,1.0,10.0,JAX 49,14.0,9.0,Patrick Mahomes scrambles left end for 10 yards (tackle by Foyesade Oluokun),2.32,2.98,2.0,2023,24
4.0,11:46,1.0,10.0,JAX 39,14.0,9.0,Kadarius Toney left end for 3 yards (tackle by Foyesade Oluokun),2.98,2.85,2.0,2023,24
4.0,11:10,2.0,7.0,JAX 36,14.0,9.0,Patrick Mahomes pass incomplete short right intended for Richie James (defended by Darious Williams),2.85,2.15,2.0,2023,24
4.0,11:06,3.0,7.0,JAX 36,14.0,9.0,Patrick Mahomes pass complete short left to Jerick McKinnon for 6 yards (tackle by Tyson Campbell and Foyesade Oluokun),2.15,1.52,2.0,2023,24
4.0,10:24,4.0,1.0,JAX 30,14.0,9.0,Isiah Pacheco up the middle for 2 yards (tackle by Rayshawn Jenkins),1.52,3.71,2.0,2023,24
4.0,9:49,1.0,10.0,JAX 28,14.0,9.0,Isiah Pacheco up the middle for 3 yards (tackle by Adam Gotsis and Devin Lloyd),3.71,3.57,2.0,2023,24
4.0,9:13,2.0,7.0,JAX 25,14.0,9.0,Patrick Mahomes pass complete short right to Rashee Rice for 15 yards (tackle by Tre Herndon),3.57,4.91,2.0,2023,24
4.0,8:30,1.0,10.0,JAX 10,14.0,9.0,Patrick Mahomes pass incomplete short right intended for Travis Kelce,4.91,4.19,2.0,2023,24
4.0,8:25,2.0,10.0,JAX 10,14.0,9.0,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",4.19,3.46,2.0,2023,24
4.0,8:25,2.0,15.0,JAX 15,14.0,9.0,"Penalty on Joe Thuney: False Start, 5 yards (accepted) (no play)",3.46,3.0,2.0,2023,24
4.0,8:25,2.0,20.0,JAX 20,14.0,9.0,Patrick Mahomes pass incomplete short right,3.0,2.34,2.0,2023,24
4.0,8:22,3.0,20.0,JAX 20,14.0,9.0,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Devin Lloyd),2.34,2.12,2.0,2023,24
4.0,8:15,4.0,20.0,JAX 20,17.0,9.0,Harrison Butker 38 yard field goal good,2.12,3.0,2.0,2023,24
4.0,8:10,,,KAN 35,17.0,9.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,24
4.0,8:10,1.0,10.0,JAX 25,17.0,9.0,Trevor Lawrence pass incomplete deep right intended for Zay Jones,0.61,0.06,2.0,2023,24
4.0,8:03,2.0,10.0,JAX 25,17.0,9.0,Trevor Lawrence pass complete short left to Christian Kirk for 11 yards (tackle by Trent McDuffie and Nick Bolton),0.06,1.33,2.0,2023,24
4.0,7:25,1.0,10.0,JAX 36,17.0,9.0,Trevor Lawrence pass complete short middle to Christian Kirk for 11 yards (tackle by Jaylen Watson),1.33,2.06,2.0,2023,24
4.0,7:01,1.0,10.0,JAX 47,17.0,9.0,Trevor Lawrence scrambles left end for 18 yards (tackle by Drue Tranquill),2.06,3.25,2.0,2023,24
4.0,6:19,1.0,10.0,KAN 35,17.0,9.0,Trevor Lawrence pass complete short left to Christian Kirk for 4 yards (tackle by Justin Reid),3.25,3.24,2.0,2023,24
4.0,5:48,2.0,6.0,KAN 31,17.0,9.0,Trevor Lawrence pass incomplete deep left intended for Evan Engram,3.24,2.54,2.0,2023,24
4.0,5:42,3.0,6.0,KAN 31,17.0,9.0,Trevor Lawrence pass complete short left to Evan Engram for 6 yards (tackle by Mike Edwards),2.54,3.91,2.0,2023,24
4.0,5:06,1.0,10.0,KAN 25,17.0,9.0,Trevor Lawrence pass complete short right to Evan Engram for 11 yards (tackle by L'Jarius Sneed),3.91,4.65,2.0,2023,24
4.0,4:58,1.0,10.0,KAN 14,17.0,9.0,Trevor Lawrence pass incomplete short left,4.65,4.0,2.0,2023,24
4.0,4:51,2.0,10.0,KAN 14,17.0,9.0,Trevor Lawrence pass incomplete short middle intended for Calvin Ridley,4.0,3.11,2.0,2023,24
4.0,4:47,3.0,10.0,KAN 14,17.0,9.0,"Trevor Lawrence pass incomplete intended for Tank Bigsby KAN challenged the backward pass ruling, and the original play was overturned. Trevor Lawrence sacked by and Felix Anudike-Uzomah for -2 yards and Chris Jones for -2 yards. Trevor Lawrence fumbles (forced by Felix Anudike-Uzomah). Trevor Lawrence fumbles out of bounds",3.11,2.38,2.0,2023,24
4.0,4:23,4.0,12.0,KAN 16,17.0,9.0,"Trevor Lawrence pass incomplete deep left intended for Calvin Ridley (defended by L'Jarius Sneed) Replay Assistant challenged the pass completion ruling, and the play was upheld.",2.38,0.14,2.0,2023,24
4.0,4:18,1.0,10.0,KAN 16,17.0,9.0,Isiah Pacheco up the middle for no gain (tackle by Andrew Wingard),-0.14,-0.66,2.0,2023,24
