Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA,week,year,game_id
1.0,10:59,3.0,9.0,ATL 19,0.0,7.0,Michael Penix pass complete short right to Ray-Ray McCloud for 13 yards (tackle by Zyon McCollum),-1.04,1.07,1,2025,3
1.0,10:11,1.0,10.0,ATL 32,0.0,7.0,Michael Penix pass complete short right to Bijan Robinson for 6 yards (tackle by Zyon McCollum),1.07,1.34,1,2025,3
1.0,9:24,2.0,4.0,ATL 38,0.0,7.0,Michael Penix pass complete short left to Casey Washington for 19 yards (tackle by Tykee Smith),1.34,2.72,1,2025,3
1.0,8:36,1.0,10.0,TAM 43,0.0,7.0,Tyler Allgeier right end for 5 yards (tackle by Vita Vea),2.72,2.85,1,2025,3
1.0,7:37,2.0,5.0,TAM 38,0.0,7.0,Tyler Allgeier right guard for -1 yards (tackle by YaYa Diaby and Haason Reddick),2.85,2.01,1,2025,3
1.0,7:18,3.0,6.0,TAM 39,0.0,7.0,Michael Penix pass complete short left to Drake London for -2 yards (tackle by Jacob Parrish),2.01,0.53,1,2025,3
1.0,6:35,4.0,8.0,TAM 41,0.0,7.0,"Bradley Pinion punts 33 yards, fair catch by Kameron Johnson at TB-8",0.53,0.38,1,2025,3
1.0,6:28,1.0,10.0,TAM 8,0.0,7.0,Bucky Irving left guard for no gain (tackle by Divine Deablo and Kaden Elliss),-0.38,-0.78,1,2025,3
1.0,5:48,2.0,10.0,TAM 8,0.0,7.0,Baker Mayfield pass incomplete deep left,-0.78,-1.42,1,2025,3
1.0,5:40,3.0,10.0,TAM 8,0.0,7.0,Baker Mayfield scrambles right tackle for 5 yards (tackle by Kaden Elliss),-1.42,-2.49,1,2025,3
1.0,4:59,4.0,5.0,TAM 13,0.0,7.0,"Riley Dixon punts 61 yards, returned by Jamal Agnew for 12 yards (tackle by Ko Kieft)",-2.49,-1.47,1,2025,3
1.0,4:46,1.0,10.0,ATL 38,0.0,7.0,Bijan Robinson left end for 2 yards (tackle by Jacob Parrish),1.47,1.19,1,2025,3
1.0,4:04,2.0,8.0,ATL 40,0.0,7.0,Bijan Robinson left guard for 3 yards (tackle by Greg Gaines and Lavonte David),1.19,0.89,1,2025,3
1.0,3:38,3.0,5.0,ATL 43,0.0,7.0,Michael Penix pass incomplete short right intended for Drake London,0.89,-0.52,1,2025,3
1.0,3:33,4.0,5.0,ATL 43,0.0,7.0,Bradley Pinion punts 48 yards out of bounds,-0.52,0.38,1,2025,3
1.0,3:24,1.0,10.0,TAM 9,0.0,7.0,Baker Mayfield pass incomplete deep left intended for Emeka Egbuka (defended by Xavier Watts),-0.38,-0.78,1,2025,3
1.0,3:18,2.0,10.0,TAM 9,0.0,7.0,Bucky Irving right end for 8 yards (tackle by Jessie Bates),-0.78,-0.48,1,2025,3
1.0,2:34,3.0,2.0,TAM 17,0.0,7.0,Baker Mayfield pass complete short right to Sterling Shepard for 10 yards (tackle by Billy Bowman),-0.48,0.74,1,2025,3
1.0,1:52,1.0,10.0,TAM 27,0.0,7.0,Bucky Irving left guard for 9 yards (tackle by Xavier Watts and Mike Hughes),0.74,1.41,1,2025,3
1.0,1:13,2.0,1.0,TAM 36,0.0,7.0,Baker Mayfield pass incomplete deep left intended for Mike Evans (defended by Divine Deablo),1.41,0.7,1,2025,3
1.0,1:05,3.0,1.0,TAM 36,0.0,7.0,Bucky Irving left end for no gain (tackle by AJ Terrell),0.7,-0.98,1,2025,3
1.0,0:23,4.0,1.0,TAM 36,0.0,7.0,Baker Mayfield pass complete short right to Mike Evans for 6 yards (tackle by AJ Terrell),-0.98,1.73,1,2025,3
2.0,15:00,1.0,10.0,TAM 42,0.0,7.0,"Sean Tucker left end for no gain. Penalty on James Pearce: Defensive Offside, 5 yards (accepted) (tackle by James Pearce) (no play)",1.73,2.46,1,2025,3
2.0,14:37,1.0,5.0,TAM 47,0.0,7.0,"Bucky Irving right end for 2 yards. Penalty on Graham Barton: Offensive Holding, 10 yards (accepted) (tackle by Billy Bowman)",2.46,1.53,1,2025,3
2.0,14:06,1.0,13.0,TAM 39,0.0,7.0,Baker Mayfield pass complete short middle to Emeka Egbuka for 9 yards (tackle by Xavier Watts),1.53,2.0,1,2025,3
2.0,13:24,2.0,4.0,TAM 48,0.0,7.0,Sean Tucker right end for 2 yards (tackle by Billy Bowman),2.0,1.55,1,2025,3
2.0,12:43,3.0,2.0,ATL 50,0.0,7.0,Baker Mayfield scrambles right end for 5 yards (tackle by Kaden Elliss),1.55,2.59,1,2025,3
2.0,12:15,1.0,10.0,ATL 45,0.0,7.0,Rachaad White right guard for 11 yards (tackle by Xavier Watts),2.59,3.31,1,2025,3
2.0,11:55,1.0,10.0,ATL 34,0.0,7.0,Rachaad White right tackle for 3 yards (tackle by Arnold Ebiketie),3.31,3.18,1,2025,3
2.0,11:10,2.0,7.0,ATL 31,0.0,7.0,Bucky Irving left guard for 1 yard (tackle by Divine Deablo and Ruke Orhorhoro),3.18,2.61,1,2025,3
2.0,10:25,3.0,6.0,ATL 30,0.0,7.0,Baker Mayfield pass incomplete short right intended for Mike Evans (defended by AJ Terrell),2.61,1.43,1,2025,3
2.0,10:21,4.0,6.0,ATL 30,3.0,7.0,Chase McLaughlin 48 yard field goal good,1.43,3.0,1,2025,3
2.0,10:17,,,TAM 35,3.0,7.0,"Chase McLaughlin kicks off 57 yards, returned by Natrone Brooks for 21 yards (tackle by Anthony Nelson and Jacob Parrish)",0.0,0.87,1,2025,3
2.0,10:10,1.0,10.0,ATL 29,3.0,7.0,"Michael Penix sacked by YaYa Diaby for no gain. Penalty on Jamel Dean: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.87,1.86,1,2025,3
2.0,9:38,1.0,10.0,ATL 44,3.0,7.0,Michael Penix pass incomplete short left intended for Drake London (defended by Tykee Smith),1.86,1.32,1,2025,3
2.0,9:34,2.0,10.0,ATL 44,3.0,7.0,Michael Penix pass complete short right to Drake London for 9 yards (tackle by Tykee Smith),1.32,1.82,1,2025,3
2.0,9:08,3.0,1.0,TAM 47,3.0,7.0,Michael Penix pass incomplete deep right intended for Drake London,1.82,0.13,1,2025,3
2.0,9:03,,,,,,Timeout #1 by Atlanta Falcons,,,1,2025,3
2.0,9:03,4.0,1.0,TAM 47,3.0,7.0,Bijan Robinson right tackle for no gain (tackle by YaYa Diaby),0.13,-2.13,1,2025,3
2.0,8:57,1.0,10.0,TAM 48,3.0,7.0,Bucky Irving left end for 3 yards (tackle by AJ Terrell),2.13,1.99,1,2025,3
2.0,8:13,2.0,7.0,ATL 49,3.0,7.0,Baker Mayfield pass complete short right to Mike Evans for 11 yards,1.99,3.05,1,2025,3
2.0,7:48,1.0,10.0,ATL 38,3.0,7.0,Baker Mayfield pass complete short left to Mike Evans for 8 yards (tackle by AJ Terrell),3.05,3.59,1,2025,3
2.0,7:05,2.0,2.0,ATL 30,3.0,7.0,Baker Mayfield pass incomplete short right intended for Ryan Miller (defended by AJ Terrell),3.59,2.87,1,2025,3
2.0,7:00,3.0,2.0,ATL 30,9.0,7.0,"Baker Mayfield pass complete deep left to Emeka Egbuka for 30 yards, touchdown",2.87,7.0,1,2025,3
2.0,6:53,,,ATL 15,10.0,7.0,Chase McLaughlin kicks extra point good,0.0,0.0,1,2025,3
2.0,6:53,,,TAM 35,10.0,7.0,"Chase McLaughlin kicks off 63 yards, returned by Jamal Agnew for 28 yards (tackle by Rashad Wisdom and Deion Jones)",0.0,0.94,1,2025,3
2.0,6:46,,,,,,Timeout #2 by Atlanta Falcons,,,1,2025,3
2.0,6:46,1.0,10.0,ATL 30,10.0,7.0,Michael Penix pass complete short right to Kyle Pitts for 12 yards (tackle by Zyon McCollum),0.94,1.73,1,2025,3
2.0,6:04,1.0,10.0,ATL 42,10.0,7.0,"Michael Penix pass complete short left to Drake London for 12 yards. Penalty on Chris Braswell: Defensive Offside, 5 yards (declined) (tackle by Jamel Dean)",1.73,2.52,1,2025,3
2.0,5:39,1.0,10.0,TAM 46,10.0,7.0,Tyler Allgeier left guard for 2 yards (tackle by Anthony Nelson),2.52,2.25,1,2025,3
2.0,4:53,2.0,8.0,TAM 44,10.0,7.0,Bijan Robinson left guard for 1 yard (tackle by Lavonte David and SirVocea Dennis),2.25,1.68,1,2025,3
2.0,4:05,3.0,7.0,TAM 43,10.0,7.0,Michael Penix pass complete short middle to Casey Washington for 7 yards (tackle by Jamel Dean),1.68,3.18,1,2025,3
2.0,3:19,1.0,10.0,TAM 36,10.0,7.0,Tyler Allgeier right tackle for 5 yards (tackle by Tykee Smith and Antoine Winfield),3.18,3.31,1,2025,3
2.0,2:40,2.0,5.0,TAM 31,10.0,7.0,Michael Penix pass incomplete short left intended for Bijan Robinson,3.31,2.61,1,2025,3
2.0,2:36,3.0,5.0,TAM 31,10.0,7.0,Michael Penix scrambles up the middle for 4 yards (tackle by SirVocea Dennis),2.61,1.82,1,2025,3
2.0,2:00,4.0,1.0,TAM 27,10.0,7.0,Tyler Allgeier up the middle for 2 yards (tackle by Logan Hall),1.82,3.91,1,2025,3
2.0,1:18,1.0,10.0,TAM 25,10.0,7.0,Michael Penix pass complete short left to Bijan Robinson for 4 yards (tackle by YaYa Diaby),3.91,3.9,1,2025,3
2.0,1:07,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,1,2025,3
2.0,1:07,2.0,6.0,TAM 21,10.0,7.0,Michael Penix pass complete short left to Drake London for -1 yards (tackle by Lavonte David),3.9,3.07,1,2025,3
2.0,1:02,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,1,2025,3
2.0,1:02,3.0,7.0,TAM 22,10.0,7.0,Michael Penix pass incomplete short middle intended for Drake London,3.07,1.99,1,2025,3
2.0,0:56,4.0,7.0,TAM 22,10.0,10.0,Younghoe Koo 41 yard field goal good,1.99,3.0,1,2025,3
2.0,0:53,,,ATL 35,10.0,10.0,"Younghoe Koo kicks off 61 yards, returned by Sean Tucker for 18 yards (tackle by Feleipe Franks)",0.0,0.41,1,2025,3
2.0,0:48,1.0,10.0,TAM 22,10.0,10.0,Baker Mayfield pass complete short left to Emeka Egbuka for 3 yards (tackle by Mike Hughes and Billy Bowman),0.41,0.27,1,2025,3
2.0,0:31,2.0,7.0,TAM 25,10.0,10.0,Baker Mayfield pass incomplete short left intended for Cade Otton (defended by Kaden Elliss),0.27,-0.43,1,2025,3
2.0,0:27,3.0,7.0,TAM 25,10.0,10.0,Baker Mayfield sacked by and Billy Bowman for 8 yards and Divine Deablo for 8 yards,-0.43,-2.32,1,2025,3
2.0,0:20,,,,,,Timeout #3 by Atlanta Falcons,,,1,2025,3
2.0,0:20,4.0,15.0,TAM 17,10.0,10.0,"Riley Dixon punts 62 yards, returned by Jamal Agnew for 17 yards (tackle by John Bullock and Payne Durham)",-2.32,-1.47,1,2025,3
2.0,0:09,1.0,10.0,ATL 38,10.0,10.0,Michael Penix pass incomplete deep left intended for Casey Washington,1.47,0.92,1,2025,3
2.0,0:03,2.0,10.0,ATL 38,10.0,10.0,Michael Penix kneels for -1 yards,0.92,0.1,1,2025,3
3.0,15:00,,,ATL 35,10.0,10.0,"Younghoe Koo kicks off 65 yards, touchback.",0.0,1.27,1,2025,3
3.0,15:00,1.0,10.0,TAM 35,10.0,10.0,Bucky Irving right end for 2 yards (tackle by Divine Deablo and Jessie Bates),1.27,0.99,1,2025,3
3.0,14:20,2.0,8.0,TAM 37,10.0,10.0,Baker Mayfield pass complete deep right to Sterling Shepard for 19 yards (tackle by Xavier Watts),0.99,2.65,1,2025,3
3.0,14:01,1.0,10.0,ATL 44,10.0,10.0,Baker Mayfield pass incomplete short left intended for Emeka Egbuka (defended by Mike Hughes),2.65,2.11,1,2025,3
3.0,13:57,2.0,10.0,ATL 44,10.0,10.0,Baker Mayfield pass complete short middle to Mike Evans for 14 yards (tackle by AJ Terrell),2.11,3.58,1,2025,3
3.0,13:17,1.0,10.0,ATL 30,10.0,10.0,Bucky Irving left tackle for 2 yards (tackle by Ruke Orhorhoro and Divine Deablo),3.58,3.3,1,2025,3
3.0,12:32,2.0,8.0,ATL 28,10.0,10.0,"Baker Mayfield pass complete short left to Tez Johnson for 5 yards ATL challenged the pass completion ruling, and the original play was overturned. Baker Mayfield pass incomplete short left intended for Tez Johnson",3.3,2.61,1,2025,3
3.0,12:29,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,1,2025,3
3.0,12:29,3.0,8.0,ATL 28,10.0,10.0,Baker Mayfield pass complete short left to Rachaad White for 2 yards (tackle by Xavier Watts),2.61,1.76,1,2025,3
3.0,11:46,4.0,6.0,ATL 26,10.0,10.0,Chase McLaughlin 44 yard field goal no good,1.76,-1.2,1,2025,3
3.0,11:42,1.0,10.0,ATL 34,10.0,10.0,"Bijan Robinson left end for 4 yards. Penalty on Drake London: Offensive Holding, 10 yards (accepted) (tackle by Antoine Winfield and Zyon McCollum)",1.2,0.81,1,2025,3
3.0,11:13,1.0,16.0,ATL 28,10.0,10.0,Michael Penix pass complete short left to Drake London for 4 yards (tackle by Jamel Dean),0.81,0.39,1,2025,3
3.0,10:34,2.0,12.0,ATL 32,10.0,10.0,"Michael Penix pass complete short left to Kyle Pitts for no gain. Penalty on Kyle Pitts: Illegal Shift, 5 yards (accepted) (tackle by Antoine Winfield) (no play)",0.39,-0.29,1,2025,3
3.0,10:07,2.0,17.0,ATL 27,10.0,10.0,Michael Penix pass incomplete short left intended for Drake London (defended by Jamel Dean),-0.29,-0.96,1,2025,3
3.0,10:04,3.0,17.0,ATL 27,10.0,10.0,Michael Penix pass incomplete short left intended for Ray-Ray McCloud,-0.96,-1.57,1,2025,3
3.0,9:57,4.0,17.0,ATL 27,10.0,10.0,"Bradley Pinion punts 59 yards, returned by Kameron Johnson for 54 yards (tackle by Bradley Pinion)",-1.57,-3.45,1,2025,3
3.0,9:39,1.0,10.0,ATL 32,10.0,10.0,Bucky Irving right tackle for 4 yards (tackle by Zach Harrison and Jessie Bates),3.45,3.18,1,2025,3
3.0,8:56,2.0,6.0,ATL 32,10.0,10.0,Baker Mayfield pass incomplete short right intended for Sterling Shepard (defended by Xavier Watts),3.18,2.74,1,2025,3
3.0,8:52,3.0,6.0,ATL 28,10.0,10.0,Baker Mayfield scrambles left end for 20 yards (tackle by Jalon Walker),2.74,5.37,1,2025,3
3.0,8:17,1.0,8.0,ATL 8,10.0,10.0,Bucky Irving right end for -1 yards (tackle by Arnold Ebiketie),5.37,4.38,1,2025,3
3.0,7:33,2.0,9.0,ATL 9,16.0,10.0,"Baker Mayfield pass complete short right to Bucky Irving for 9 yards, touchdown",4.38,7.0,1,2025,3
3.0,7:26,,,ATL 15,17.0,10.0,Chase McLaughlin kicks extra point good,0.0,0.0,1,2025,3
3.0,7:26,,,TAM 35,17.0,10.0,"Chase McLaughlin kicks off 61 yards, returned by Natrone Brooks for 25 yards (tackle by Ryan Miller and Rashad Wisdom)",0.0,0.87,1,2025,3
3.0,7:19,1.0,10.0,ATL 29,17.0,10.0,Michael Penix pass incomplete deep left intended for Kyle Pitts,0.87,0.33,1,2025,3
3.0,7:19,2.0,10.0,ATL 29,17.0,10.0,"Penalty on Elijah Wilkinson: False Start, 5 yards (accepted) (no play)",0.33,-0.35,1,2025,3
3.0,7:13,2.0,15.0,ATL 24,17.0,10.0,Michael Penix pass complete short right to Drake London for 12 yards (tackle by Zyon McCollum),-0.35,0.56,1,2025,3
3.0,6:30,3.0,3.0,ATL 36,17.0,10.0,Michael Penix pass complete short right to Ray-Ray McCloud for 14 yards (tackle by Tykee Smith),0.56,2.26,1,2025,3
3.0,5:42,1.0,10.0,TAM 50,17.0,10.0,Michael Penix pass complete short left to Drake London for 12 yards (tackle by Jamel Dean),2.26,3.05,1,2025,3
3.0,4:52,1.0,10.0,TAM 38,17.0,10.0,"Penalty on Elijah Wilkinson: False Start, 5 yards (accepted) (no play)",3.05,2.72,1,2025,3
3.0,4:29,1.0,15.0,TAM 43,17.0,10.0,Bijan Robinson left guard for 4 yards (tackle by Tykee Smith),2.72,2.37,1,2025,3
3.0,3:53,2.0,11.0,TAM 39,17.0,10.0,Michael Penix pass complete short right to Kyle Pitts for 1 yard (tackle by Tykee Smith and Lavonte David),2.37,1.82,1,2025,3
3.0,3:16,3.0,10.0,TAM 38,17.0,10.0,Michael Penix pass complete short right to Bijan Robinson for 23 yards (tackle by SirVocea Dennis and Zyon McCollum),1.82,4.58,1,2025,3
3.0,2:31,1.0,10.0,TAM 15,17.0,10.0,Bijan Robinson right tackle for 5 yards (tackle by Antoine Winfield),4.58,4.84,1,2025,3
3.0,1:51,2.0,5.0,TAM 10,17.0,10.0,Tyler Allgeier right tackle for 1 yard (tackle by Zyon McCollum and Lavonte David),4.84,4.22,1,2025,3
3.0,1:07,3.0,4.0,TAM 9,17.0,10.0,Michael Penix sacked by Haason Reddick for 9 yards,4.22,2.25,1,2025,3
3.0,0:23,4.0,13.0,TAM 18,17.0,13.0,Younghoe Koo 36 yard field goal good,2.25,3.0,1,2025,3
3.0,0:20,,,ATL 35,17.0,13.0,"Younghoe Koo kicks off 66 yards, returned by Sean Tucker for 28 yards (tackle by Jalon Walker)",0.0,0.74,1,2025,3
3.0,0:14,1.0,10.0,TAM 27,17.0,13.0,Bucky Irving right guard for 1 yard (tackle by AJ Terrell),0.74,0.33,1,2025,3
4.0,15:00,2.0,9.0,TAM 28,17.0,13.0,Baker Mayfield pass incomplete deep right intended for Mike Evans,0.33,-0.36,1,2025,3
4.0,14:55,3.0,9.0,TAM 28,17.0,13.0,Baker Mayfield scrambles up the middle for 10 yards (tackle by Jessie Bates and Arnold Ebiketie),-0.36,1.47,1,2025,3
4.0,14:10,1.0,10.0,TAM 38,17.0,13.0,Emeka Egbuka right guard for 9 yards (tackle by Jessie Bates and Kaden Elliss),1.47,2.14,1,2025,3
4.0,13:29,2.0,1.0,TAM 47,17.0,13.0,Baker Mayfield pass complete short left to Bucky Irving for no gain (tackle by Arnold Ebiketie),2.14,1.42,1,2025,3
4.0,12:49,3.0,1.0,TAM 47,17.0,13.0,Bucky Irving right tackle for 4 yards (tackle by Billy Bowman and Jalon Walker),1.42,2.32,1,2025,3
4.0,12:08,1.0,10.0,ATL 49,17.0,13.0,Baker Mayfield pass complete short right to Bucky Irving for -2 yards (tackle by Divine Deablo),2.32,1.51,1,2025,3
4.0,11:23,2.0,12.0,TAM 49,17.0,13.0,Baker Mayfield pass incomplete deep right intended for Cade Otton,1.51,0.83,1,2025,3
4.0,11:15,3.0,12.0,TAM 49,17.0,13.0,Baker Mayfield pass incomplete deep right intended for Sterling Shepard,0.83,-0.13,1,2025,3
4.0,11:09,4.0,12.0,TAM 49,17.0,13.0,"Riley Dixon punts 42 yards, fair catch by Ray-Ray McCloud at ATL-9",-0.13,0.38,1,2025,3
4.0,11:03,1.0,10.0,ATL 9,17.0,13.0,Bijan Robinson left end for -1 yards (tackle by SirVocea Dennis),-0.38,-0.85,1,2025,3
4.0,10:17,2.0,11.0,ATL 8,17.0,13.0,Michael Penix pass complete short right to Kyle Pitts for 5 yards (tackle by Lavonte David and Jacob Parrish),-0.85,-0.95,1,2025,3
4.0,9:21,3.0,6.0,ATL 13,17.0,13.0,"Michael Penix pass incomplete short left intended for Kyle Pitts (defended by Tykee Smith) ATL challenged the pass completion ruling, and the original play was overturned. Michael Penix pass complete short middle to Kyle Pitts for 10 yards (tackle by Tykee Smith)",-0.95,0.48,1,2025,3
4.0,9:08,1.0,10.0,ATL 23,17.0,13.0,"Michael Penix pass incomplete deep right intended for Ray-Ray McCloud. Penalty on Vita Vea: Roughing the Passer, 15 yards (accepted) (no play)",0.48,1.47,1,2025,3
4.0,9:03,1.0,10.0,ATL 38,17.0,13.0,Tyler Allgeier left end for 5 yards (tackle by Tykee Smith),1.47,1.6,1,2025,3
4.0,8:18,2.0,5.0,ATL 43,17.0,13.0,Tyler Allgeier right guard for 2 yards (tackle by Haason Reddick and SirVocea Dennis),1.6,1.16,1,2025,3
4.0,7:32,3.0,3.0,ATL 45,17.0,13.0,Michael Penix pass complete short left to Casey Washington for 7 yards (tackle by Jamel Dean),1.16,2.39,1,2025,3
4.0,6:43,1.0,10.0,TAM 48,17.0,13.0,Michael Penix pass incomplete short left intended for Ray-Ray McCloud (defended by SirVocea Dennis),2.39,1.85,1,2025,3
4.0,6:36,2.0,10.0,TAM 48,17.0,13.0,"Michael Penix pass complete short right to Drake London for 9 yards. Penalty on Greg Gaines: Roughing the Passer, 15 yards (accepted) (tackle by Jamel Dean)",1.85,3.97,1,2025,3
4.0,6:03,1.0,10.0,TAM 24,17.0,13.0,Bijan Robinson right tackle for no gain (tackle by SirVocea Dennis),3.97,3.43,1,2025,3
4.0,5:47,2.0,10.0,TAM 24,17.0,13.0,Michael Penix pass complete short right to Kyle Pitts for 13 yards (tackle by Lavonte David),3.43,4.84,1,2025,3
4.0,5:02,1.0,10.0,TAM 11,17.0,13.0,Bijan Robinson left tackle for 6 yards (tackle by Vita Vea and Tykee Smith),4.84,5.28,1,2025,3
4.0,4:19,2.0,4.0,TAM 5,17.0,13.0,Bijan Robinson right guard for 3 yards (tackle by Antoine Winfield and Tykee Smith),5.28,5.12,1,2025,3
4.0,3:42,3.0,1.0,TAM 2,17.0,13.0,Tyler Allgeier left end for -1 yards (tackle by SirVocea Dennis and Lavonte David),5.12,3.05,1,2025,3
4.0,2:54,4.0,2.0,TAM 3,17.0,13.0,"Michael Penix scrambles left end for 1 yard Replay Assistant challenged the first down ruling, and the original play was overturned. Michael Penix left end for 2 yards (tackle by SirVocea Dennis) (tackle by SirVocea Dennis)",3.05,6.97,1,2025,3
4.0,2:44,1.0,1.0,TAM 1,17.0,13.0,Bijan Robinson left end for -3 yards (tackle by Zyon McCollum),6.97,5.47,1,2025,3
4.0,2:35,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,1,2025,3
4.0,2:35,2.0,3.0,TAM 4,17.0,13.0,Michael Penix pass incomplete short left intended for Drake London (defended by Jamel Dean),5.47,4.49,1,2025,3
4.0,2:32,3.0,4.0,TAM 4,17.0,13.0,"Michael Penix pass incomplete short left intended for Drake London (defended by Jamel Dean) ATL challenged the pass completion ruling, and the play was upheld.",4.49,3.03,1,2025,3
4.0,2:28,4.0,4.0,TAM 4,17.0,13.0,"Michael Penix pass incomplete short left intended for Bijan Robinson. Penalty on Chris Lindstrom: Offensive Holding, 10 yards (offset) . Penalty on Jamel Dean: Defensive Holding, 5 yards (offset) (no play)",3.03,3.03,1,2025,3
4.0,2:23,4.0,4.0,TAM 4,17.0,19.0,"Michael Penix scrambles up the middle for 4 yards, touchdown",3.03,7.0,1,2025,3
4.0,2:17,,,TAM 15,17.0,20.0,Younghoe Koo kicks extra point good,0.0,0.0,1,2025,3
4.0,2:17,,,ATL 35,17.0,20.0,"Younghoe Koo kicks off 63 yards, returned by Sean Tucker for 35 yards (tackle by Younghoe Koo)",0.0,1.4,1,2025,3
4.0,2:10,1.0,10.0,TAM 37,17.0,20.0,Baker Mayfield pass complete short middle to Mike Evans for 12 yards (tackle by Xavier Watts),1.4,2.19,1,2025,3
4.0,2:00,1.0,10.0,TAM 49,17.0,20.0,Baker Mayfield pass complete short right to Bucky Irving for 1 yard (tackle by Jessie Bates),2.19,1.78,1,2025,3
4.0,1:36,2.0,9.0,ATL 50,17.0,20.0,Baker Mayfield pass incomplete short right intended for Cade Otton,1.78,1.09,1,2025,3
4.0,1:32,3.0,9.0,ATL 50,17.0,20.0,Baker Mayfield pass complete short left to Sterling Shepard for 10 yards (tackle by Kaden Elliss),1.09,2.92,1,2025,3
4.0,1:09,1.0,10.0,ATL 40,17.0,20.0,"Baker Mayfield pass incomplete short left. Penalty on Ruke Orhorhoro: Roughing the Passer, 15 yards (accepted) (no play)",2.92,3.91,1,2025,3
4.0,1:04,1.0,10.0,ATL 25,23.0,20.0,"Baker Mayfield pass complete deep middle to Emeka Egbuka for 25 yards, touchdown",3.91,7.0,1,2025,3
4.0,0:59,,,ATL 15,23.0,20.0,Chase McLaughlin kicks extra point no good,0.0,-1.0,1,2025,3
4.0,0:59,,,TAM 35,23.0,20.0,"Chase McLaughlin kicks off 63 yards, returned by Natrone Brooks for 22 yards. Penalty on KhaDarel Hodge: Defensive Illegal Blindside Block, 10 yards (accepted) (tackle by John Bullock and Anthony Nelson)",0.0,-0.28,1,2025,3
4.0,0:52,1.0,10.0,ATL 14,23.0,20.0,Michael Penix scrambles up the middle for 12 yards (tackle by Zyon McCollum),-0.28,0.67,1,2025,3
4.0,0:43,,,,,,Timeout #2 by Atlanta Falcons,,,1,2025,3
4.0,0:43,1.0,10.0,ATL 26,23.0,20.0,Michael Penix pass complete short right to Ray-Ray McCloud for 24 yards (tackle by Tykee Smith),0.67,2.26,1,2025,3
4.0,0:36,1.0,10.0,TAM 50,23.0,20.0,Michael Penix pass complete short left to Kyle Pitts for 14 yards (tackle by Lavonte David),2.26,3.18,1,2025,3
4.0,0:27,,,,,,Timeout #3 by Atlanta Falcons,,,1,2025,3
4.0,0:27,1.0,10.0,TAM 36,23.0,20.0,Michael Penix pass complete short right to Bijan Robinson for 6 yards (tackle by SirVocea Dennis),3.18,3.45,1,2025,3
4.0,0:21,2.0,4.0,TAM 30,23.0,20.0,Michael Penix pass complete short left to Kyle Pitts for 4 yards (tackle by Jacob Parrish),3.45,3.84,1,2025,3
4.0,0:16,1.0,10.0,TAM 26,23.0,20.0,Michael Penix pass incomplete deep left intended for Casey Washington (defended by Antoine Winfield),3.84,3.3,1,2025,3
