Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA,week,year,game_id
3.0,14:56,1.0,10.0,DET 32,3.0,17.0,Jared Goff pass complete short left to Jahmyr Gibbs for 5 yards (tackle by Isaiah McDuffie),1.07,1.2,1,2025,13
3.0,14:23,2.0,5.0,DET 37,3.0,17.0,Jared Goff pass complete short right to Sam LaPorta for 32 yards (tackle by Xavier McKinney),1.2,3.51,1,2025,13
3.0,13:34,1.0,10.0,GNB 31,3.0,17.0,Jared Goff pass complete short right to Jahmyr Gibbs for 1 yard (tackle by Edgerrin Cooper),3.51,3.1,1,2025,13
3.0,12:51,2.0,9.0,GNB 30,3.0,17.0,Jahmyr Gibbs left tackle for 4 yards (tackle by Colby Wooden and Isaiah McDuffie),3.1,2.94,1,2025,13
3.0,12:08,3.0,5.0,GNB 26,3.0,17.0,Jared Goff pass complete short middle to Sam LaPorta for 16 yards (tackle by Xavier McKinney and Evan Williams),2.94,4.91,1,2025,13
3.0,11:20,1.0,10.0,GNB 10,3.0,17.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,4.91,4.19,1,2025,13
3.0,11:10,2.0,10.0,GNB 10,3.0,17.0,Jahmyr Gibbs right end for -6 yards (tackle by Keisean Nixon),4.19,2.85,1,2025,13
3.0,10:24,3.0,16.0,GNB 16,3.0,17.0,Jared Goff pass complete short right to David Montgomery for 7 yards (tackle by Edgerrin Cooper),2.85,2.83,1,2025,13
3.0,9:43,4.0,9.0,GNB 9,6.0,17.0,Jake Bates 27 yard field goal good,2.83,3.0,1,2025,13
3.0,9:40,,,DET 35,6.0,17.0,"Jake Bates kicks off 59 yards, returned by Savion Williams for 18 yards (tackle by Avonte Maddox)",0.0,0.54,1,2025,13
3.0,9:34,1.0,10.0,GNB 24,6.0,17.0,Josh Jacobs right tackle for 6 yards (tackle by Marcus Davenport and Jack Campbell),0.54,0.81,1,2025,13
3.0,8:57,2.0,4.0,GNB 30,6.0,17.0,Josh Jacobs right end for 3 yards (tackle by Marcus Davenport),0.81,0.5,1,2025,13
3.0,8:30,3.0,1.0,GNB 33,6.0,17.0,Josh Jacobs right tackle for -1 yards (tackle by Derrick Barnes),0.5,-1.24,1,2025,13
3.0,7:52,4.0,2.0,GNB 32,6.0,17.0,"Daniel Whelan punts 61 yards, returned by Kalif Raymond for 14 yards (tackle by Chris Brooks and Kingsley Enagbare)",-1.24,-0.34,1,2025,13
3.0,7:39,1.0,10.0,DET 21,6.0,17.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 4 yards (tackle by Edgerrin Cooper and Xavier McKinney),0.34,0.34,1,2025,13
3.0,7:20,2.0,6.0,DET 25,6.0,17.0,Jared Goff pass complete short right to Kalif Raymond for 9 yards (tackle by Evan Williams and Colby Wooden),0.34,1.2,1,2025,13
3.0,6:34,1.0,10.0,DET 34,6.0,17.0,Jared Goff pass complete short middle to Jameson Williams for 3 yards (tackle by Javon Bullard),1.2,1.06,1,2025,13
3.0,5:47,2.0,7.0,DET 37,6.0,17.0,David Montgomery up the middle for 1 yard (tackle by Rashan Gary),1.06,0.5,1,2025,13
3.0,5:07,3.0,6.0,DET 38,6.0,17.0,Jared Goff sacked by and Rashan Gary for 6 yards and Lukas Van Ness for 6 yards,0.5,-1.24,1,2025,13
3.0,4:24,4.0,12.0,DET 32,6.0,17.0,"Jack Fox punts 44 yards, returned by Jayden Reed for 1 yard. Penalty on Javon Bullard: Defensive Holding, 10 yards (accepted) (tackle by Craig Reynolds)",-1.24,0.22,1,2025,13
3.0,4:15,1.0,10.0,GNB 15,6.0,17.0,Jordan Love pass complete short middle to Dontayvion Wicks for 14 yards (tackle by D.J. Reed),-0.22,0.87,1,2025,13
3.0,3:54,1.0,10.0,GNB 29,6.0,17.0,Jordan Love pass complete short middle to Josh Jacobs for 4 yards (tackle by Alex Anzalone),0.87,0.87,1,2025,13
3.0,3:11,2.0,6.0,GNB 33,6.0,17.0,Jordan Love pass incomplete short left intended for Tucker Kraft,0.87,0.17,1,2025,13
3.0,3:05,3.0,6.0,GNB 33,6.0,17.0,"Jordan Love pass short right is intercepted by Brian Branch at GB-33 and returned for no gain, touchdown. Penalty on Aidan Hutchinson: Unnecessary Roughness / Defense, 15 yards (declined) . Penalty on Rock Ya-Sin: Defensive Holding, 5 yards (accepted) (no play)",0.17,1.47,1,2025,13
3.0,2:51,1.0,10.0,GNB 38,6.0,17.0,Jordan Love pass complete short right to Tucker Kraft for 1 yard (tackle by Derrick Barnes),1.47,1.06,1,2025,13
3.0,2:14,2.0,9.0,GNB 39,6.0,17.0,Josh Jacobs left guard for 10 yards (tackle by Amik Robertson),1.06,2.19,1,2025,13
3.0,1:34,1.0,10.0,GNB 49,6.0,17.0,Josh Jacobs left tackle for 4 yards (tackle by D.J. Reed and Tyleik Williams),2.19,2.19,1,2025,13
3.0,0:46,2.0,6.0,DET 47,6.0,17.0,Chris Brooks up the middle for 1 yard (tackle by Alex Anzalone),2.19,1.62,1,2025,13
3.0,0:10,3.0,5.0,DET 46,6.0,17.0,Jordan Love pass incomplete deep left intended for Jayden Reed,1.62,0.2,1,2025,13
3.0,0:03,4.0,5.0,DET 46,6.0,17.0,"Daniel Whelan punts 38 yards, fair catch by Kalif Raymond at DET-8",0.2,0.38,1,2025,13
4.0,15:00,1.0,10.0,DET 8,6.0,17.0,Jared Goff sacked by Rashan Gary for 7 yards,-0.38,-1.29,1,2025,13
4.0,14:19,2.0,17.0,DET 1,6.0,17.0,David Montgomery up the middle for 1 yard (tackle by Edgerrin Cooper),-1.29,-2.12,1,2025,13
4.0,13:32,3.0,16.0,DET 2,6.0,17.0,David Montgomery up the middle for -1 yards (tackle by Colby Wooden and Rashan Gary),-2.12,-2.49,1,2025,13
4.0,12:51,4.0,17.0,DET 1,6.0,17.0,Penalty on Zach Cunningham: False Start (accepted) (no play),-2.49,-2.49,1,2025,13
4.0,12:51,4.0,17.0,DET 1,6.0,17.0,"Jack Fox punts 55 yards, returned by Jayden Reed for 20 yards (tackle by Khalil Dorsey)",-2.49,-3.18,1,2025,13
4.0,12:40,1.0,10.0,DET 36,6.0,17.0,Jordan Love pass complete short right to Jayden Reed for 2 yards (tackle by D.J. Reed),3.18,2.91,1,2025,13
4.0,12:01,2.0,8.0,DET 34,6.0,17.0,Josh Jacobs right tackle for 15 yards (tackle by Brian Branch),2.91,4.31,1,2025,13
4.0,11:16,1.0,10.0,DET 19,6.0,17.0,Josh Jacobs right end for 6 yards (tackle by Derrick Barnes),4.31,4.72,1,2025,13
4.0,10:35,2.0,4.0,DET 13,6.0,17.0,Jordan Love scrambles up the middle for 3 yards (tackle by Amik Robertson),4.72,4.69,1,2025,13
4.0,9:56,3.0,1.0,DET 10,6.0,17.0,Josh Jacobs up the middle for no gain (tackle by Jack Campbell),4.69,2.91,1,2025,13
4.0,9:12,4.0,1.0,DET 10,6.0,17.0,Jordan Love up the middle for 2 yards (tackle by Jack Campbell),2.91,5.37,1,2025,13
4.0,8:25,1.0,8.0,DET 8,6.0,17.0,Josh Jacobs left guard for 5 yards (tackle by Derrick Barnes),5.37,5.53,1,2025,13
4.0,8:00,2.0,3.0,DET 3,6.0,23.0,"Josh Jacobs left guard for 3 yards, touchdown",5.53,7.0,1,2025,13
4.0,7:57,,,DET 15,6.0,24.0,Brandon McManus kicks extra point good,0.0,0.0,1,2025,13
4.0,7:57,,,GNB 35,6.0,24.0,"Brandon McManus kicks off 63 yards, returned by Jacob Saylors for 25 yards (tackle by Chris Brooks and Nick Niemann)",0.0,0.74,1,2025,13
4.0,7:52,1.0,10.0,DET 27,6.0,24.0,Jared Goff pass complete short left to Kalif Raymond for 7 yards (tackle by Javon Bullard),0.74,1.14,1,2025,13
4.0,7:30,2.0,3.0,DET 34,6.0,24.0,Jared Goff pass complete short left to Jahmyr Gibbs for 1 yard (tackle by Edgerrin Cooper),1.14,0.56,1,2025,13
4.0,6:47,3.0,2.0,DET 35,6.0,24.0,Jared Goff pass incomplete short right intended for Sam LaPorta,0.56,-1.04,1,2025,13
4.0,6:42,4.0,2.0,DET 35,6.0,24.0,Jared Goff sacked by Devonte Wyatt for 8 yards,-1.04,-3.78,1,2025,13
4.0,6:37,1.0,10.0,DET 27,6.0,24.0,Josh Jacobs up the middle for 6 yards (tackle by Jack Campbell),3.78,4.04,1,2025,13
4.0,5:54,,,,,,Timeout #1 by Green Bay Packers,,,1,2025,13
4.0,5:54,2.0,4.0,DET 21,6.0,24.0,Josh Jacobs right tackle for 2 yards (tackle by Jack Campbell and Brian Branch),4.04,3.64,1,2025,13
4.0,5:11,3.0,2.0,DET 19,6.0,24.0,Josh Jacobs left guard for -1 yards (tackle by Brian Branch),3.64,2.22,1,2025,13
4.0,4:25,4.0,3.0,DET 20,6.0,27.0,Brandon McManus 38 yard field goal good,2.22,3.0,1,2025,13
4.0,4:22,,,GNB 35,6.0,27.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,1.27,1,2025,13
4.0,4:22,1.0,10.0,DET 35,6.0,27.0,Jared Goff pass incomplete deep middle intended for Kalif Raymond (defended by Quay Walker),1.27,0.72,1,2025,13
4.0,4:16,2.0,10.0,DET 35,6.0,27.0,Jared Goff sacked by Micah Parsons for 4 yards,0.72,-0.49,1,2025,13
4.0,3:26,,,,,,Timeout #1 by Detroit Lions,,,1,2025,13
4.0,3:26,3.0,14.0,DET 31,6.0,27.0,Jared Goff pass complete short left to Sam LaPorta for 9 yards (tackle by Javon Bullard),-0.49,-0.72,1,2025,13
4.0,3:19,4.0,5.0,DET 40,6.0,27.0,Jared Goff pass complete short right to Jameson Williams for 5 yards (tackle by Quay Walker),-0.72,1.93,1,2025,13
4.0,2:48,1.0,10.0,DET 45,6.0,27.0,"Penalty on Micah Parsons: Defensive Offside, 5 yards (accepted) (no play)",1.93,2.66,1,2025,13
4.0,2:43,1.0,5.0,DET 50,6.0,27.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 9 yards (tackle by Carrington Valentine),2.66,2.85,1,2025,13
4.0,2:36,1.0,10.0,GNB 41,6.0,27.0,Jared Goff pass complete short middle to Sam LaPorta for 7 yards (tackle by Quay Walker and Edgerrin Cooper),2.85,3.25,1,2025,13
4.0,2:11,2.0,3.0,GNB 34,6.0,27.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 4 yards (tackle by Quay Walker),3.25,3.58,1,2025,13
4.0,2:00,1.0,10.0,GNB 30,6.0,27.0,Jahmyr Gibbs right end for -1 yards (tackle by Quay Walker),3.58,2.9,1,2025,13
4.0,1:55,2.0,11.0,GNB 31,6.0,27.0,Jared Goff pass complete short left to Sam LaPorta for 11 yards (tackle by Javon Bullard),2.9,4.24,1,2025,13
4.0,1:34,1.0,10.0,GNB 20,6.0,27.0,Jared Goff pass incomplete short left intended for Sam LaPorta,4.24,3.69,1,2025,13
4.0,1:30,2.0,10.0,GNB 20,6.0,27.0,Jared Goff pass incomplete short left intended for Jameson Williams,3.69,3.01,1,2025,13
4.0,1:25,3.0,10.0,GNB 20,6.0,27.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 7 yards (tackle by Edgerrin Cooper and Javon Bullard),3.01,2.67,1,2025,13
4.0,1:00,,,,,,Timeout #2 by Green Bay Packers,,,1,2025,13
4.0,1:00,4.0,3.0,GNB 13,12.0,27.0,"Jared Goff pass incomplete short left intended for Isaac TeSlaa Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jared Goff pass complete short left to Isaac TeSlaa for 13 yards, touchdown",2.67,7.0,1,2025,13
4.0,0:55,,,GNB 15,13.0,27.0,Jake Bates kicks extra point good,0.0,0.0,1,2025,13
4.0,0:55,,,DET 35,13.0,27.0,"Jake Bates kicks onside 14 yards, out of bounds. Penalty on Jake Bates: Kickoff Out of Bounds (accepted)",0.0,2.32,1,2025,13
4.0,0:55,1.0,10.0,DET 49,13.0,27.0,Emanuel Wilson left tackle for 4 yards (tackle by Roy Lopez and Derrick Barnes),2.32,2.32,1,2025,13
4.0,0:22,2.0,6.0,DET 45,13.0,27.0,Jordan Love kneels for -1 yards,2.32,1.49,1,2025,13
