Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA,week,year,game_id
1.0,0:16,1.0,10.0,MIA 17,0.0,3.0,"Daniel Jones sacked by Bradley Chubb for 10 yards. Penalty on Bernhard Raimann: Offensive Holding, 10 yards (declined)",4.44,2.54,1,2025,6
2.0,15:00,2.0,20.0,MIA 27,0.0,9.0,"Daniel Jones pass complete deep right to Michael Pittman for 27 yards, touchdown",2.54,7.0,1,2025,6
2.0,14:54,,,MIA 15,0.0,10.0,Spencer Shrader kicks extra point good,0.0,0.0,1,2025,6
2.0,14:54,,,IND 35,0.0,10.0,"Spencer Shrader kicks off 54 yards, returned by Malik Washington for 27 yards (tackle by Joe Bachie and Austin Ajiake)",0.0,1.47,1,2025,6
2.0,14:49,1.0,10.0,MIA 38,0.0,10.0,De'Von Achane up the middle for 6 yards (tackle by Kenny Moore and Zaire Franklin),1.47,1.73,1,2025,6
2.0,14:23,2.0,4.0,MIA 44,0.0,10.0,"Tua Tagovailoa sacked by Kenny Moore for no gain. Tua Tagovailoa fumbles (forced by Kenny Moore), recovered by Xavien Howard at MIA-44 and returned for 2 yards (tackle by Jonah Savaiinaea)",1.73,-2.79,1,2025,6
2.0,14:14,1.0,10.0,MIA 42,0.0,10.0,Daniel Jones pass complete deep right to Adonai Mitchell for 18 yards,2.79,3.97,1,2025,6
2.0,13:52,1.0,10.0,MIA 24,0.0,10.0,Daniel Jones pass complete short left to Mo Alie-Cox for 20 yards (tackle by Minkah Fitzpatrick and Tyrel Dodson),3.97,6.28,1,2025,6
2.0,13:25,1.0,4.0,MIA 4,0.0,10.0,Jonathan Taylor right guard for 2 yards (tackle by Matthew Butler),6.28,5.72,1,2025,6
2.0,12:45,2.0,2.0,MIA 2,0.0,10.0,Jonathan Taylor right tackle for 1 yard (tackle by Jack Jones and Dante Trader),5.72,5.17,1,2025,6
2.0,12:09,3.0,1.0,MIA 1,0.0,16.0,"Daniel Jones right guard for 1 yard, touchdown",5.17,7.0,1,2025,6
2.0,12:01,,,MIA 15,0.0,17.0,Spencer Shrader kicks extra point good,0.0,0.0,1,2025,6
2.0,12:01,,,IND 35,0.0,17.0,"Spencer Shrader kicks off 55 yards, returned by Malik Washington for 14 yards (tackle by Andrew Ogletree)",0.0,0.54,1,2025,6
2.0,11:57,1.0,10.0,MIA 24,0.0,17.0,Tua Tagovailoa pass incomplete short middle intended for Alec Ingold (defended by Camryn Bynum),0.54,0.0,1,2025,6
2.0,11:53,2.0,10.0,MIA 24,0.0,17.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 11 yards (tackle by Charvarius Ward and Joe Bachie),0.0,1.27,1,2025,6
2.0,11:12,1.0,10.0,MIA 35,0.0,17.0,De'Von Achane left tackle for no gain (tackle by DeForest Buckner and Grover Stewart),1.27,0.72,1,2025,6
2.0,10:33,2.0,10.0,MIA 35,0.0,17.0,De'Von Achane right end for 1 yard (tackle by Kenny Moore and Nick Cross),0.72,0.17,1,2025,6
2.0,9:51,3.0,9.0,MIA 36,0.0,17.0,Tua Tagovailoa pass complete short middle to Tanner Conner for 14 yards (tackle by Zaire Franklin),0.17,2.26,1,2025,6
2.0,9:09,1.0,10.0,MIA 50,0.0,17.0,Tua Tagovailoa sacked by Nick Cross for 7 yards,2.26,0.77,1,2025,6
2.0,8:19,,,,,,Timeout #1 by Miami Dolphins,,,1,2025,6
2.0,8:19,2.0,17.0,MIA 43,0.0,17.0,Tua Tagovailoa pass complete short left to Malik Washington for 9 yards (tackle by Zaire Franklin and Camryn Bynum),0.77,1.29,1,2025,6
2.0,7:36,3.0,8.0,IND 48,0.0,17.0,Tua Tagovailoa sacked by Samson Ebukam for 6 yards,1.29,-0.32,1,2025,6
2.0,6:53,4.0,14.0,MIA 46,0.0,17.0,"Jake Bailey punts 42 yards, fair catch by Anthony Gould at IND-12",-0.32,0.35,1,2025,6
2.0,6:46,1.0,10.0,IND 12,0.0,17.0,Daniel Jones pass complete short left to Jonathan Taylor for 5 yards (tackle by Jordyn Brooks),-0.35,-0.23,1,2025,6
2.0,6:12,2.0,5.0,IND 17,0.0,17.0,Daniel Jones pass complete short left to Tyler Warren for 6 yards (tackle by Storm Duck and Jordyn Brooks),-0.23,0.48,1,2025,6
2.0,5:58,1.0,10.0,IND 23,0.0,17.0,Daniel Jones pass incomplete short right intended for Tyler Warren (defended by Jack Jones),0.48,-0.07,1,2025,6
2.0,5:36,2.0,10.0,IND 23,0.0,17.0,Daniel Jones pass complete short left to Michael Pittman for 5 yards (tackle by Rasul Douglas),-0.07,-0.1,1,2025,6
2.0,5:00,3.0,5.0,IND 28,0.0,17.0,Daniel Jones pass complete short left to Adonai Mitchell for 3 yards (tackle by Tyrel Dodson),-0.1,-1.31,1,2025,6
2.0,4:16,4.0,2.0,IND 31,0.0,17.0,"Rigoberto Sanchez punts, returned by Malik Washington for no gain. Penalty on Matt Judon: Running Into the Kicker, 5 yards (accepted) (tackle by Segun Olubi and Joe Bachie) (no play)",-1.31,1.33,1,2025,6
2.0,4:04,1.0,10.0,IND 36,0.0,17.0,Daniel Jones pass incomplete short right intended for Michael Pittman (defended by Rasul Douglas),1.33,0.79,1,2025,6
2.0,3:59,2.0,10.0,IND 36,0.0,17.0,Daniel Jones pass incomplete deep left intended for Alec Pierce,0.79,0.1,1,2025,6
2.0,3:54,3.0,10.0,IND 36,0.0,17.0,"Daniel Jones pass complete short right to Michael Pittman for 14 yards. Penalty on Chop Robinson: Defensive Offside, 5 yards (declined) (tackle by Jack Jones)",0.1,2.26,1,2025,6
2.0,3:34,1.0,10.0,IND 50,0.0,17.0,Jonathan Taylor left tackle for 1 yard (tackle by Jordyn Brooks and Tyrel Dodson),2.26,1.85,1,2025,6
2.0,2:55,2.0,9.0,MIA 49,0.0,17.0,Jonathan Taylor right guard for -1 yards (tackle by Ashtyn Davis and Tyrel Dodson),1.85,1.03,1,2025,6
2.0,2:49,,,,,,Timeout #2 by Miami Dolphins,,,1,2025,6
2.0,2:49,3.0,10.0,MIA 50,0.0,17.0,Daniel Jones pass complete short middle to Tyler Warren for 8 yards (tackle by Ifeatu Melifonwu),1.03,0.46,1,2025,6
2.0,2:42,,,,,,Timeout #3 by Miami Dolphins,,,1,2025,6
2.0,2:42,4.0,2.0,MIA 42,0.0,17.0,Daniel Jones pass complete short right to Josh Downs for 6 yards (tackle by Ifeatu Melifonwu),0.46,3.18,1,2025,6
2.0,2:00,1.0,10.0,MIA 36,0.0,17.0,Jonathan Taylor left guard for 15 yards (tackle by Minkah Fitzpatrick and Jack Jones),3.18,4.17,1,2025,6
2.0,1:21,1.0,10.0,MIA 21,0.0,17.0,Jonathan Taylor right tackle for 3 yards (tackle by Chop Robinson),4.17,4.04,1,2025,6
2.0,0:33,2.0,7.0,MIA 18,0.0,17.0,Jonathan Taylor up the middle for 5 yards (tackle by Zach Sieler),4.04,4.24,1,2025,6
2.0,0:33,,,,,,Timeout #1 by Indianapolis Colts,,,1,2025,6
2.0,0:33,3.0,2.0,MIA 13,0.0,17.0,Jonathan Taylor left end for -3 yards (tackle by Jordyn Brooks),4.24,2.43,1,2025,6
2.0,0:03,,,,,,Timeout #2 by Indianapolis Colts,,,1,2025,6
2.0,0:03,4.0,5.0,MIA 16,0.0,20.0,Spencer Shrader 35 yard field goal good,2.43,3.0,1,2025,6
3.0,15:00,,,IND 35,0.0,20.0,"Spencer Shrader kicks off 52 yards, returned by Malik Washington for 19 yards (tackle by Adetomiwa Adebawore and Joe Bachie)",0.0,1.07,1,2025,6
3.0,14:55,1.0,10.0,MIA 32,0.0,20.0,Tua Tagovailoa pass complete short right to De'Von Achane for 6 yards (tackle by Laiatu Latu),1.07,1.34,1,2025,6
3.0,14:18,2.0,4.0,MIA 38,0.0,20.0,Tua Tagovailoa pass complete short right to De'Von Achane for 3 yards (tackle by Kenny Moore),1.34,1.03,1,2025,6
3.0,13:38,3.0,1.0,MIA 41,0.0,20.0,Ollie Gordon up the middle for 3 yards (tackle by Joe Bachie and Nick Cross),1.03,1.86,1,2025,6
3.0,13:00,1.0,10.0,MIA 44,0.0,20.0,Tua Tagovailoa pass complete short right to Alec Ingold for 1 yard (tackle by Joe Bachie),1.86,1.45,1,2025,6
3.0,12:17,2.0,9.0,MIA 45,0.0,20.0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 6 yards (tackle by Charvarius Ward),1.45,1.55,1,2025,6
3.0,11:31,3.0,3.0,IND 49,0.0,20.0,Tua Tagovailoa pass short right intended for Malik Washington is intercepted by Laiatu Latu at IND-40 and returned for 2 yards (tackle by D'Wayne Eskridge),1.55,-1.73,1,2025,6
3.0,11:19,1.0,10.0,IND 42,0.0,20.0,Daniel Jones pass complete deep left to Alec Pierce for 36 yards (tackle by Minkah Fitzpatrick),1.73,4.11,1,2025,6
3.0,11:04,1.0,10.0,MIA 22,0.0,20.0,Daniel Jones pass complete short left to Michael Pittman for 5 yards (tackle by Tyrel Dodson),4.11,4.29,1,2025,6
3.0,10:21,2.0,5.0,MIA 17,0.0,20.0,Jonathan Taylor left guard for 6 yards (tackle by Ifeatu Melifonwu),4.29,4.84,1,2025,6
3.0,9:31,1.0,10.0,MIA 11,0.0,20.0,Jonathan Taylor right tackle for 7 yards (tackle by Zach Sieler),4.84,5.47,1,2025,6
3.0,8:55,2.0,3.0,MIA 4,0.0,20.0,"Jonathan Taylor left guard for no gain. Penalty on Matt Goncalves: Offensive Holding, 10 yards (accepted) (tackle by Zach Sieler) (no play)",5.47,3.69,1,2025,6
3.0,8:24,2.0,13.0,MIA 14,0.0,20.0,Daniel Jones pass complete short left to Tyler Warren for 4 yards (tackle by Jason Marshall and Jack Jones),3.69,3.3,1,2025,6
3.0,7:42,3.0,9.0,MIA 10,0.0,20.0,Daniel Jones pass incomplete short left intended for Tyler Warren (defended by Minkah Fitzpatrick),3.3,2.76,1,2025,6
3.0,7:33,4.0,9.0,MIA 10,0.0,23.0,Spencer Shrader 28 yard field goal good,2.76,3.0,1,2025,6
3.0,7:30,,,IND 35,0.0,23.0,"Spencer Shrader kicks off 67 yards, returned by D'Wayne Eskridge for 27 yards (tackle by Ashton Dulin)",0.0,0.61,1,2025,6
3.0,7:25,1.0,10.0,MIA 25,0.0,23.0,Tua Tagovailoa pass complete deep left to Tyreek Hill for 21 yards (tackle by Mekhi Blackmon),0.61,1.99,1,2025,6
3.0,6:48,1.0,10.0,MIA 46,0.0,23.0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 4 yards (tackle by Mekhi Blackmon),1.99,1.99,1,2025,6
3.0,6:11,2.0,6.0,MIA 50,0.0,23.0,De'Von Achane left guard for 15 yards (tackle by Nick Cross),1.99,3.25,1,2025,6
3.0,5:33,1.0,10.0,IND 35,0.0,23.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 4 yards (tackle by Charvarius Ward),3.25,3.24,1,2025,6
3.0,4:49,2.0,6.0,IND 31,0.0,23.0,Tua Tagovailoa pass incomplete deep left intended for Malik Washington,3.24,2.54,1,2025,6
3.0,4:39,3.0,6.0,IND 31,0.0,23.0,Tua Tagovailoa pass incomplete short right intended for De'Von Achane,2.54,1.34,1,2025,6
3.0,4:35,4.0,6.0,IND 31,0.0,23.0,Tua Tagovailoa pass incomplete short left intended for Tanner Conner,1.34,-1.0,1,2025,6
3.0,4:30,1.0,10.0,IND 31,0.0,23.0,Daniel Jones pass complete short left to Michael Pittman for 15 yards (tackle by Minkah Fitzpatrick),1.0,1.99,1,2025,6
3.0,3:54,1.0,10.0,IND 46,0.0,23.0,Jonathan Taylor up the middle for 6 yards (tackle by Dante Trader),1.99,2.26,1,2025,6
3.0,3:09,2.0,4.0,MIA 48,0.0,23.0,DJ Giddens up the middle for 2 yards (tackle by Jordan Phillips and Jordyn Brooks),2.26,1.82,1,2025,6
3.0,2:24,3.0,2.0,MIA 46,0.0,23.0,Daniel Jones pass incomplete short right intended for Josh Downs,1.82,0.2,1,2025,6
3.0,2:16,4.0,2.0,MIA 46,0.0,23.0,DJ Giddens up the middle for 6 yards (tackle by Jordyn Brooks and Tyrel Dodson),0.2,2.92,1,2025,6
3.0,1:35,1.0,10.0,MIA 40,0.0,23.0,"DJ Giddens left tackle for no gain. Penalty on Michael Pittman: Offensive Holding, 10 yards (declined) . Penalty on Bernhard Raimann: Offensive Holding, 10 yards (accepted) (tackle by Minkah Fitzpatrick) (no play)",2.92,2.26,1,2025,6
3.0,1:17,1.0,20.0,MIA 50,0.0,23.0,"Daniel Jones pass complete short left to Tyler Warren for no gain. Penalty on Mo Alie-Cox: Offensive Holding, 10 yards (accepted) (tackle by Dante Trader) (no play)",2.26,1.6,1,2025,6
3.0,0:51,1.0,30.0,IND 40,0.0,23.0,"Daniel Jones scrambles left end for 11 yards. Penalty on Jack Jones: Defensive Holding, 5 yards (accepted) (tackle by Jason Marshall)",1.6,2.65,1,2025,6
3.0,0:02,1.0,10.0,MIA 44,0.0,23.0,DJ Giddens up the middle for 6 yards (tackle by Jordyn Brooks),2.65,2.92,1,2025,6
4.0,15:00,2.0,4.0,MIA 38,0.0,23.0,DJ Giddens left guard for 12 yards (tackle by Jordyn Brooks),2.92,3.84,1,2025,6
4.0,14:15,1.0,10.0,MIA 26,0.0,23.0,DJ Giddens left tackle for -2 yards (tackle by Tyrel Dodson),3.84,3.03,1,2025,6
4.0,13:35,2.0,12.0,MIA 28,0.0,23.0,DJ Giddens up the middle for 9 yards (tackle by Dante Trader),3.03,3.57,1,2025,6
4.0,12:55,3.0,3.0,MIA 19,0.0,23.0,DJ Giddens up the middle for 2 yards (tackle by Jordyn Brooks and Kenneth Grant),3.57,2.46,1,2025,6
4.0,12:13,4.0,1.0,MIA 17,0.0,23.0,Daniel Jones right guard for 1 yard (tackle by Jaelan Phillips),2.46,4.51,1,2025,6
4.0,11:33,1.0,10.0,MIA 16,0.0,23.0,Ashton Dulin right end for 15 yards (tackle by Minkah Fitzpatrick),4.51,6.97,1,2025,6
4.0,11:01,1.0,1.0,MIA 1,0.0,23.0,DJ Giddens up the middle for no gain (tackle by Jack Jones and Jordyn Brooks),6.97,5.91,1,2025,6
4.0,10:17,2.0,1.0,MIA 1,0.0,29.0,"Daniel Jones right guard for 1 yard, touchdown",5.91,7.0,1,2025,6
4.0,10:14,,,MIA 15,0.0,30.0,Spencer Shrader kicks extra point good,0.0,0.0,1,2025,6
4.0,10:14,,,IND 35,0.0,30.0,"Spencer Shrader kicks off 50 yards, returned by D'Wayne Eskridge for 20 yards (tackle by Segun Olubi)",0.0,1.27,1,2025,6
4.0,10:11,1.0,10.0,MIA 35,0.0,30.0,Malik Washington right tackle for 9 yards (tackle by Grover Stewart and DeForest Buckner),1.27,1.94,1,2025,6
4.0,9:33,2.0,1.0,MIA 44,0.0,30.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 16 yards (tackle by Nick Cross),1.94,2.92,1,2025,6
4.0,8:48,1.0,10.0,IND 40,0.0,30.0,Tua Tagovailoa scrambles up the middle for 7 yards (tackle by Nick Cross),2.92,3.32,1,2025,6
4.0,8:09,2.0,3.0,IND 33,0.0,30.0,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill,3.32,2.61,1,2025,6
4.0,8:00,3.0,3.0,IND 33,0.0,30.0,De'Von Achane left end for 26 yards (tackle by Camryn Bynum),2.61,5.6,1,2025,6
4.0,7:22,1.0,7.0,IND 7,0.0,30.0,Ollie Gordon left guard for 1 yard (tackle by Cameron McGrone),5.6,4.95,1,2025,6
4.0,6:41,2.0,6.0,IND 6,0.0,30.0,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,4.95,4.04,1,2025,6
4.0,6:35,3.0,6.0,IND 6,0.0,30.0,Tua Tagovailoa pass incomplete short middle intended for Tanner Conner (defended by Kenny Moore),4.04,2.99,1,2025,6
4.0,6:29,4.0,6.0,IND 6,0.0,30.0,"Penalty on MIA: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",2.99,2.7,1,2025,6
4.0,6:29,4.0,11.0,IND 11,6.0,30.0,"Tua Tagovailoa pass complete short right to De'Von Achane for 11 yards, touchdown",2.7,7.0,1,2025,6
4.0,6:21,,,,,,Timeout #1 by Miami Dolphins,,,1,2025,6
4.0,6:21,,,IND 2,8.0,30.0,Two Point Attempt: Tua Tagovailoa pass complete to to Julian Hill for no gain,1.0,1.0,1,2025,6
4.0,6:21,,,MIA 35,8.0,30.0,"Riley Patterson kicks onside 13 yards, returned by Kenny Moore for no gain",0.0,2.19,1,2025,6
4.0,6:20,1.0,10.0,IND 49,8.0,30.0,DJ Giddens right tackle for 5 yards (tackle by Tyrel Dodson),2.19,2.32,1,2025,6
4.0,5:37,2.0,5.0,MIA 46,8.0,30.0,DJ Giddens left tackle for 1 yard (tackle by Jordan Phillips and Tyrel Dodson),2.32,1.75,1,2025,6
4.0,4:53,3.0,4.0,MIA 45,8.0,30.0,Daniel Jones pass complete short right to Tyler Warren for 15 yards (tackle by Kenneth Grant and Jordyn Brooks),1.75,3.58,1,2025,6
4.0,4:07,1.0,10.0,MIA 30,8.0,30.0,DJ Giddens left tackle for no gain (tackle by Jordan Phillips and Kenneth Grant),3.58,3.03,1,2025,6
4.0,3:24,2.0,10.0,MIA 30,8.0,30.0,DJ Giddens right guard for no gain (tackle by Tyrel Dodson and Jordyn Brooks),3.03,2.34,1,2025,6
4.0,3:14,,,,,,Timeout #2 by Miami Dolphins,,,1,2025,6
4.0,3:14,3.0,10.0,MIA 30,8.0,30.0,Ulysses Bentley left tackle for no gain (tackle by Jordan Phillips),2.34,1.41,1,2025,6
4.0,2:28,,,,,,Timeout #1 by Indianapolis Colts,,,1,2025,6
4.0,2:28,4.0,10.0,MIA 30,8.0,33.0,Spencer Shrader 48 yard field goal good,1.41,3.0,1,2025,6
4.0,2:23,,,IND 35,8.0,33.0,"Spencer Shrader kicks off 55 yards, returned by D'Wayne Eskridge for 24 yards (tackle by Austin Ajiake)",0.0,1.2,1,2025,6
4.0,2:18,1.0,10.0,MIA 34,8.0,33.0,Zach Wilson pass complete short right to Tanner Conner for 6 yards (tackle by Charvarius Ward and Tyquan Lewis),1.2,1.47,1,2025,6
4.0,2:00,2.0,4.0,MIA 40,8.0,33.0,Zach Wilson pass incomplete deep right intended for D'Wayne Eskridge,1.47,0.76,1,2025,6
4.0,1:56,3.0,4.0,MIA 40,8.0,33.0,Zach Wilson pass complete short middle to D'Wayne Eskridge for 9 yards (tackle by Rodney Thomas),0.76,2.19,1,2025,6
4.0,1:37,1.0,10.0,MIA 49,8.0,33.0,Zach Wilson pass incomplete short right intended for Nick Westbrook-Ikhine (defended by Neville Gallimore),2.19,1.65,1,2025,6
4.0,1:31,2.0,10.0,MIA 49,8.0,33.0,Zach Wilson pass incomplete deep left intended for Malik Washington,1.65,0.96,1,2025,6
4.0,1:26,3.0,10.0,MIA 49,8.0,33.0,Zach Wilson pass complete short right to Malik Washington for 11 yards (tackle by Eric Johnson),0.96,2.92,1,2025,6
4.0,1:02,1.0,10.0,IND 40,8.0,33.0,Zach Wilson scrambles right end for 3 yards (tackle by Charvarius Ward),2.92,2.78,1,2025,6
4.0,0:39,2.0,7.0,IND 37,8.0,33.0,Zach Wilson pass complete short right to Nick Westbrook-Ikhine for 7 yards,2.78,3.58,1,2025,6
4.0,0:34,1.0,10.0,IND 30,8.0,33.0,Zach Wilson pass complete short left to Ollie Gordon for -1 yards (tackle by Rodney Thomas and Mekhi Blackmon),3.58,2.9,1,2025,6
