Quarter,Time,Down,ToGo,Location,CAR,JAX,Detail,EPB,EPA,week,year,game_id
1.0,6:04,1.0,10.0,CAR 40,0.0,3.0,Chuba Hubbard up the middle for 7 yards (tackle by Eric Murray and Devin Lloyd),1.6,2.0,1,2025,4
1.0,5:21,2.0,3.0,CAR 47,0.0,3.0,Bryce Young pass complete short left to Tommy Tremble for 2 yards (tackle by Dennis Gardeck),2.0,1.55,1,2025,4
1.0,4:36,3.0,1.0,CAR 49,0.0,3.0,Chuba Hubbard up the middle for 2 yards (tackle by Khalen Saunders and Emmanuel Ogbah),1.55,2.32,1,2025,4
1.0,3:55,1.0,10.0,JAX 49,0.0,3.0,Bryce Young pass incomplete short left intended for Tetairoa McMillan,2.32,1.78,1,2025,4
1.0,3:48,2.0,10.0,JAX 49,0.0,3.0,Bryce Young pass complete short left to Chuba Hubbard for 3 yards (tackle by Foyesade Oluokun and Devin Lloyd),1.78,1.49,1,2025,4
1.0,2:59,3.0,7.0,JAX 46,0.0,3.0,Bryce Young pass complete short left to Tetairoa McMillan for 11 yards (tackle by Tyson Campbell),1.49,3.25,1,2025,4
1.0,2:16,1.0,10.0,JAX 35,0.0,3.0,Chuba Hubbard right end for 5 yards (tackle by Andrew Wingard),3.25,3.38,1,2025,4
1.0,1:31,2.0,5.0,JAX 30,0.0,3.0,Chuba Hubbard up the middle for no gain (tackle by Dennis Gardeck),3.38,2.68,1,2025,4
1.0,0:49,3.0,5.0,JAX 30,0.0,3.0,Bryce Young pass incomplete deep left intended for Hunter Renfrow (defended by Jourdan Lewis),2.68,1.45,1,2025,4
1.0,0:41,4.0,5.0,JAX 30,3.0,3.0,Ryan Fitzgerald 48 yard field goal good,1.45,3.0,1,2025,4
1.0,0:36,,,CAR 35,3.0,3.0,"Ryan Fitzgerald kicks off 59 yards, recovered by Bhayshul Tuten at JAC-10 (tackle by Akayleb Evans)",0.0,0.41,1,2025,4
1.0,0:31,1.0,10.0,JAX 22,3.0,3.0,Travis Etienne up the middle for 4 yards (tackle by Tre'von Moehrig and Tershawn Wharton),0.41,0.41,1,2025,4
2.0,15:00,2.0,6.0,JAX 26,3.0,3.0,Trevor Lawrence pass complete short right to Travis Etienne for 3 yards (tackle by Tre'von Moehrig),0.41,0.1,1,2025,4
2.0,14:16,3.0,3.0,JAX 29,3.0,3.0,Trevor Lawrence pass complete short left to Travis Hunter for -2 yards (tackle by Michael Jackson),0.1,-1.57,1,2025,4
2.0,13:37,4.0,5.0,JAX 27,3.0,3.0,"Logan Cooke punts 57 yards, returned by Trevor Etienne for no gain",-1.57,0.14,1,2025,4
2.0,13:26,1.0,10.0,CAR 16,3.0,3.0,Chuba Hubbard up the middle for 9 yards (tackle by Eric Murray),-0.14,0.69,1,2025,4
2.0,12:53,2.0,1.0,CAR 25,3.0,3.0,Bryce Young pass short right (defended by Eric Murray) intended for Xavier Legette is intercepted by Foyesade Oluokun at CAR-35 and returned for no gain (tackle by Ja'Tavion Sanders),0.69,-3.25,1,2025,4
2.0,12:44,1.0,10.0,CAR 35,3.0,3.0,Travis Etienne up the middle for 7 yards (tackle by Tershawn Wharton and Christian Rozeboom),3.25,3.65,1,2025,4
2.0,12:00,2.0,3.0,CAR 28,3.0,3.0,Trevor Lawrence pass incomplete short right intended for Dyami Brown,3.65,2.94,1,2025,4
2.0,11:55,3.0,3.0,CAR 28,3.0,3.0,LeQuint Allen up the middle for 7 yards (tackle by Tre'von Moehrig),2.94,4.17,1,2025,4
2.0,11:17,1.0,10.0,CAR 21,3.0,3.0,Travis Etienne left guard for 6 yards (tackle by Trevin Wallace),4.17,4.55,1,2025,4
2.0,10:40,2.0,4.0,CAR 15,3.0,3.0,Travis Etienne left end for 1 yard (tackle by Jaycee Horn),4.55,4.02,1,2025,4
2.0,10:03,3.0,3.0,CAR 14,3.0,3.0,Trevor Lawrence scrambles up the middle for 4 yards (tackle by Tre'von Moehrig),4.02,4.91,1,2025,4
2.0,9:23,1.0,10.0,CAR 10,3.0,3.0,Trevor Lawrence pass complete short right to Travis Hunter for 4 yards (tackle by Nick Scott and Tershawn Wharton),4.91,4.95,1,2025,4
2.0,8:38,2.0,6.0,CAR 6,3.0,9.0,"Trevor Lawrence pass complete short right to Hunter Long for 6 yards, touchdown",4.95,7.0,1,2025,4
2.0,8:32,,,CAR 15,3.0,10.0,Cam Little kicks extra point good,0.0,0.0,1,2025,4
2.0,8:32,,,JAX 35,3.0,10.0,"Cam Little kicks off 59 yards, returned by Trevor Etienne for 16 yards (tackle by Devin Lloyd and Rayuan Lane)",0.0,0.41,1,2025,4
2.0,8:26,1.0,10.0,CAR 22,3.0,10.0,Bryce Young pass complete short right to Chuba Hubbard for 2 yards (tackle by Jourdan Lewis),0.41,0.14,1,2025,4
2.0,7:50,2.0,8.0,CAR 24,3.0,10.0,Chuba Hubbard up the middle for 2 yards (tackle by Travon Walker),0.14,-0.29,1,2025,4
2.0,7:06,3.0,6.0,CAR 26,3.0,10.0,Bryce Young pass complete short middle to Tetairoa McMillan for 12 yards (tackle by Travis Hunter and Foyesade Oluokun),-0.29,1.47,1,2025,4
2.0,6:23,1.0,10.0,CAR 38,3.0,10.0,Bryce Young pass incomplete deep right intended for Ja'Tavion Sanders (defended by Ventrell Miller),1.47,0.92,1,2025,4
2.0,6:13,2.0,10.0,CAR 38,3.0,10.0,Bryce Young pass complete short left to Xavier Legette for -1 yards (tackle by Tyson Campbell),0.92,0.1,1,2025,4
2.0,5:30,3.0,11.0,CAR 37,3.0,10.0,Bryce Young scrambles left end for 22 yards (tackle by Andrew Wingard),0.1,2.85,1,2025,4
2.0,4:39,1.0,10.0,JAX 41,3.0,10.0,Chuba Hubbard up the middle for 2 yards (tackle by Devin Lloyd and Arik Armstead),2.85,2.58,1,2025,4
2.0,4:02,2.0,8.0,JAX 39,3.0,10.0,Bryce Young pass incomplete short middle intended for Hunter Renfrow (defended by Eric Murray),2.58,1.88,1,2025,4
2.0,3:55,,,,,,Timeout #1 by Carolina Panthers,,,1,2025,4
2.0,3:55,3.0,8.0,JAX 39,3.0,10.0,Bryce Young pass incomplete short right intended for Tetairoa McMillan (defended by Jourdan Lewis),1.88,0.66,1,2025,4
2.0,3:51,4.0,8.0,JAX 39,3.0,10.0,Sam Martin punts 30 yards downed by Bam Martin-Scott,0.66,0.38,1,2025,4
2.0,3:39,1.0,10.0,JAX 9,3.0,10.0,Travis Etienne up the middle for 71 yards (tackle by Christian Rozeboom),-0.38,4.24,1,2025,4
2.0,2:47,1.0,10.0,CAR 20,3.0,10.0,Bhayshul Tuten up the middle for 8 yards (tackle by Tre'von Moehrig),4.24,5.04,1,2025,4
2.0,2:00,2.0,2.0,CAR 12,3.0,10.0,Bhayshul Tuten up the middle for 3 yards (tackle by Bobby Brown),5.04,5.14,1,2025,4
2.0,1:55,,,,,,Timeout #2 by Carolina Panthers,,,1,2025,4
2.0,1:55,,,,,,Timeout #1 by Jacksonville Jaguars,,,1,2025,4
2.0,1:55,1.0,9.0,CAR 9,3.0,16.0,"Brian Thomas left end for 9 yards, touchdown",5.14,7.0,1,2025,4
2.0,1:49,,,CAR 15,3.0,17.0,Cam Little kicks extra point good,0.0,0.0,1,2025,4
2.0,1:49,,,JAX 35,3.0,17.0,"Cam Little kicks off 25 yards, out of bounds. Penalty on Cam Little: Kickoff Out of Bounds (accepted)",0.0,1.6,1,2025,4
2.0,1:43,1.0,10.0,CAR 40,3.0,17.0,"Bryce Young pass incomplete short left intended for Tetairoa McMillan. Penalty on Austin Corbett: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.6,1.27,1,2025,4
2.0,1:43,1.0,15.0,CAR 35,3.0,17.0,Chuba Hubbard up the middle for 8 yards (tackle by Jourdan Lewis),1.27,1.46,1,2025,4
2.0,1:21,2.0,7.0,CAR 43,3.0,17.0,Bryce Young pass complete deep middle to Ja'Tavion Sanders for 18 yards (tackle by Eric Murray),1.46,2.98,1,2025,4
2.0,1:02,1.0,10.0,JAX 39,3.0,17.0,Bryce Young pass incomplete deep right intended for Xavier Legette,2.98,2.44,1,2025,4
2.0,0:59,2.0,10.0,JAX 39,3.0,17.0,Bryce Young pass incomplete short middle intended for Chuba Hubbard,2.44,1.75,1,2025,4
2.0,0:55,3.0,10.0,JAX 39,3.0,17.0,"Bryce Young scrambles up the middle for 7 yards. Bryce Young fumbles (forced by Foyesade Oluokun), recovered by Jourdan Lewis at JAC-32",1.75,-1.07,1,2025,4
2.0,0:48,1.0,10.0,JAX 32,3.0,17.0,Trevor Lawrence pass complete short left to Travis Etienne for 3 yards (tackle by Derrick Brown),1.07,0.93,1,2025,4
2.0,0:42,,,,,,Timeout #2 by Jacksonville Jaguars,,,1,2025,4
2.0,0:42,2.0,7.0,JAX 35,3.0,17.0,Trevor Lawrence pass complete short left to Travis Etienne for 7 yards (tackle by Christian Rozeboom),0.93,1.73,1,2025,4
2.0,0:29,1.0,10.0,JAX 42,3.0,17.0,Trevor Lawrence pass complete short middle to Brian Thomas for 11 yards (tackle by Christian Rozeboom),1.73,2.46,1,2025,4
2.0,0:14,1.0,10.0,CAR 47,3.0,17.0,Trevor Lawrence spiked the ball,2.46,1.91,1,2025,4
2.0,0:13,2.0,10.0,CAR 47,3.0,17.0,"Penalty on Trevor Lawrence: Delay of Game, 5 yards (accepted) (no play)",1.91,1.24,1,2025,4
2.0,0:13,,,,,,Timeout #3 by Carolina Panthers,,,1,2025,4
2.0,0:13,2.0,15.0,JAX 48,3.0,17.0,Trevor Lawrence pass complete deep middle to Dyami Brown for 23 yards (tackle by Michael Jackson),1.24,3.64,1,2025,4
2.0,0:06,,,,,,Timeout #3 by Jacksonville Jaguars,,,1,2025,4
2.0,0:06,1.0,10.0,CAR 29,3.0,20.0,Cam Little 47 yard field goal good,3.64,3.0,1,2025,4
2.0,0:01,,,JAX 35,3.0,20.0,"Penalty on Derrick Brown: Personal Foul / Defense, 15 yards (accepted) (no play)",0.0,0.0,1,2025,4
2.0,0:01,,,JAX 50,3.0,20.0,"Cam Little kicks off 50 yards, touchback.",0.0,0.28,1,2025,4
2.0,0:01,1.0,10.0,CAR 20,3.0,20.0,Bryce Young kneels for -1 yards,0.28,-0.46,1,2025,4
3.0,15:00,,,JAX 35,3.0,20.0,"Cam Little kicks off 25 yards,. Penalty on Cam Little: Kickoff Short of Landing Zone (accepted)",0.0,1.6,1,2025,4
3.0,15:00,1.0,10.0,CAR 40,3.0,20.0,Bryce Young pass complete short right to Tetairoa McMillan for 9 yards (tackle by Jarrian Jones),1.6,2.27,1,2025,4
3.0,14:16,2.0,1.0,CAR 49,3.0,20.0,Chuba Hubbard up the middle for 2 yards (tackle by Andrew Wingard),2.27,2.32,1,2025,4
3.0,13:37,1.0,10.0,JAX 49,3.0,20.0,Bryce Young scrambles right tackle for 9 yards (tackle by Ventrell Miller),2.32,3.0,1,2025,4
3.0,12:52,2.0,1.0,JAX 40,3.0,20.0,Chuba Hubbard up the middle for no gain (tackle by Jarrian Jones),3.0,2.28,1,2025,4
3.0,12:11,3.0,1.0,JAX 40,3.0,20.0,"Bryce Young pass incomplete deep right intended for Tetairoa McMillan. Penalty on Jarrian Jones: Defensive Pass Interference, 26 yards (accepted) (no play)",2.28,4.65,1,2025,4
3.0,11:56,1.0,10.0,JAX 14,3.0,20.0,Chuba Hubbard up the middle for 8 yards (tackle by Foyesade Oluokun),4.65,5.47,1,2025,4
3.0,11:14,2.0,2.0,JAX 6,3.0,20.0,Chuba Hubbard up the middle for no gain (tackle by Eric Murray and Andrew Wingard),5.47,4.73,1,2025,4
3.0,10:33,3.0,2.0,JAX 6,3.0,20.0,Chuba Hubbard up the middle for 1 yard (tackle by Foyesade Oluokun),4.73,3.03,1,2025,4
3.0,9:51,4.0,1.0,JAX 5,3.0,20.0,Bryce Young pass incomplete short left intended for Xavier Legette,3.03,0.38,1,2025,4
3.0,9:45,1.0,10.0,JAX 6,3.0,20.0,Travis Etienne left end for 3 yards (tackle by Tre'von Moehrig),-0.38,-0.56,1,2025,4
3.0,9:09,2.0,7.0,JAX 9,3.0,20.0,Trevor Lawrence pass incomplete short left intended for Brian Thomas,-0.56,-1.07,1,2025,4
3.0,9:05,3.0,7.0,JAX 9,3.0,20.0,Trevor Lawrence pass incomplete short right intended for Brian Thomas,-1.07,-2.49,1,2025,4
3.0,8:58,4.0,7.0,JAX 9,3.0,20.0,"Logan Cooke punts 54 yards, returned by David Moore for no gain. Penalty on Corey Thornton: Defensive Holding, 10 yards (accepted) (tackle by Antonio Johnson)",-2.49,-0.74,1,2025,4
3.0,8:49,1.0,10.0,CAR 27,3.0,20.0,Trevor Etienne right end for 4 yards (tackle by Andrew Wingard and Jourdan Lewis),0.74,0.74,1,2025,4
3.0,8:05,2.0,6.0,CAR 31,3.0,20.0,Rico Dowdle up the middle for 3 yards (tackle by Ventrell Miller and Foyesade Oluokun),0.74,0.43,1,2025,4
3.0,7:22,3.0,3.0,CAR 34,3.0,20.0,Bryce Young pass complete short middle to Hunter Renfrow for 6 yards (tackle by Andrew Wingard),0.43,1.6,1,2025,4
3.0,6:48,1.0,10.0,CAR 40,3.0,20.0,Rico Dowdle up the middle for 9 yards (tackle by Eric Murray and Jourdan Lewis),1.6,2.27,1,2025,4
3.0,5:55,2.0,1.0,CAR 49,3.0,20.0,Rico Dowdle up the middle for no gain (tackle by Dawuane Smoot and Tyson Campbell),2.27,1.55,1,2025,4
3.0,5:14,3.0,1.0,CAR 49,3.0,20.0,Bryce Young sacked by Dawuane Smoot for 12 yards,1.55,-0.91,1,2025,4
3.0,4:48,4.0,13.0,CAR 37,3.0,20.0,"Sam Martin punts 56 yards, returned by Parker Washington for 7 yards. Penalty on LeQuint Allen: Offensive Holding (offset) . Penalty on Nic Scourton: Unnecessary Roughness / Offense (offset) (tackle by Demani Richardson and Brycen Tremayne)",-0.91,0.28,1,2025,4
3.0,4:39,1.0,10.0,JAX 14,3.0,20.0,Trevor Lawrence pass incomplete deep right intended for Travis Hunter,-0.28,-0.75,1,2025,4
3.0,4:31,2.0,10.0,JAX 14,3.0,20.0,Trevor Lawrence pass incomplete deep left intended for Brian Thomas,-0.75,-1.4,1,2025,4
3.0,4:25,3.0,10.0,JAX 14,3.0,20.0,Trevor Lawrence pass complete deep left to Dyami Brown for 17 yards (tackle by Michael Jackson),-1.4,1.0,1,2025,4
3.0,3:50,1.0,10.0,JAX 31,3.0,20.0,"Tank Bigsby up the middle for 2 yards. Penalty on Dyami Brown: Offensive Holding, 10 yards (accepted) (tackle by Michael Jackson)",1.0,0.48,1,2025,4
3.0,3:42,1.0,18.0,JAX 23,3.0,20.0,"Trevor Lawrence scrambles up the middle for no gain. Penalty on Patrick Mekari: Offensive Holding, 10 yards (accepted) (tackle by Derrick Brown) (no play)",0.48,-0.8,1,2025,4
3.0,2:54,1.0,28.0,JAX 13,3.0,20.0,Tank Bigsby up the middle for 4 yards (tackle by Patrick Jones),-0.8,-1.57,1,2025,4
3.0,2:10,2.0,24.0,JAX 17,3.0,20.0,Trevor Lawrence pass deep left intended for Travis Hunter is intercepted by Jaycee Horn at JAC-48 and returned for 10 yards (tackle by Johnny Mundt),-1.57,-3.05,1,2025,4
3.0,2:00,1.0,10.0,JAX 38,3.0,20.0,Bryce Young pass incomplete short right intended for Hunter Renfrow (defended by Austin Johnson),3.05,2.51,1,2025,4
3.0,1:56,2.0,10.0,JAX 38,3.0,20.0,"Penalty on Yosh Nijman: False Start, 5 yards (accepted) (no play)",2.51,1.83,1,2025,4
3.0,1:56,2.0,15.0,JAX 43,3.0,20.0,Bryce Young pass complete short left to Ja'Tavion Sanders for 9 yards (tackle by Tyson Campbell and Foyesade Oluokun),1.83,2.34,1,2025,4
3.0,1:06,,,,,,Timeout #1 by Carolina Panthers,,,1,2025,4
3.0,1:06,3.0,6.0,JAX 34,3.0,20.0,Bryce Young pass complete short left to Rico Dowdle for 1 yard (tackle by Eric Murray and Andrew Wingard),2.34,1.17,1,2025,4
3.0,0:24,4.0,5.0,JAX 33,3.0,20.0,Bryce Young pass incomplete deep left intended for Tetairoa McMillan (defended by Tyson Campbell),1.17,-1.14,1,2025,4
3.0,0:16,1.0,10.0,JAX 33,3.0,20.0,Dyami Brown left end for 2 yards (tackle by Christian Rozeboom),1.14,0.86,1,2025,4
4.0,15:00,2.0,8.0,JAX 35,3.0,20.0,Trevor Lawrence pass complete short left to Dyami Brown for 12 yards (tackle by Trevin Wallace),0.86,2.06,1,2025,4
4.0,14:18,1.0,10.0,JAX 47,3.0,20.0,Travis Etienne up the middle for no gain (tackle by Trevin Wallace),2.06,1.52,1,2025,4
4.0,13:38,2.0,10.0,JAX 47,3.0,20.0,Trevor Lawrence scrambles left end for 10 yards (tackle by Trevin Wallace),1.52,2.72,1,2025,4
4.0,12:53,1.0,10.0,CAR 43,3.0,20.0,Travis Etienne up the middle for 2 yards (tackle by A'Shawn Robinson),2.72,2.45,1,2025,4
4.0,12:11,2.0,8.0,CAR 41,3.0,20.0,Trevor Lawrence pass complete short middle to Travis Hunter for 6 yards (tackle by Tre'von Moehrig),2.45,2.54,1,2025,4
4.0,11:31,3.0,2.0,CAR 35,3.0,20.0,Travis Etienne up the middle for 1 yard (tackle by Derrick Brown and Tre'von Moehrig),2.54,1.1,1,2025,4
4.0,10:47,4.0,1.0,CAR 34,3.0,20.0,Tank Bigsby up the middle for 3 yards (tackle by Bobby Brown and A'Shawn Robinson),1.1,3.51,1,2025,4
4.0,10:03,1.0,10.0,CAR 31,3.0,20.0,"Trevor Lawrence pass complete short right to Brian Thomas for 14 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Trevor Lawrence pass incomplete short right intended for Brian Thomas (defended by Nick Scott) (tackle by Nick Scott)",3.51,2.97,1,2025,4
4.0,9:55,2.0,10.0,CAR 31,3.0,20.0,Tank Bigsby up the middle for 2 yards (tackle by Christian Rozeboom),2.97,2.54,1,2025,4
4.0,9:17,3.0,8.0,CAR 29,3.0,20.0,Trevor Lawrence pass complete short middle to Brenton Strange for 10 yards (tackle by Christian Rozeboom),2.54,4.31,1,2025,4
4.0,8:34,1.0,10.0,CAR 19,3.0,20.0,Travis Etienne up the middle for 1 yard (tackle by A'Shawn Robinson),4.31,3.88,1,2025,4
4.0,7:59,2.0,9.0,CAR 18,3.0,20.0,"Penalty on Walker Little: False Start, 5 yards (accepted) (no play)",3.88,3.22,1,2025,4
4.0,7:59,2.0,14.0,CAR 23,3.0,20.0,"Trevor Lawrence pass incomplete short right intended for Johnny Mundt (defended by D.J. Wonnum). Penalty on Ezra Cleveland: Ineligible Downfield Pass, 5 yards (declined)",3.22,2.54,1,2025,4
4.0,7:55,3.0,14.0,CAR 23,3.0,20.0,Trevor Lawrence pass complete short left to Travis Hunter for 5 yards (tackle by Derrick Brown),2.54,2.25,1,2025,4
4.0,7:12,4.0,9.0,CAR 18,3.0,23.0,Cam Little 36 yard field goal good,2.25,3.0,1,2025,4
4.0,7:09,,,JAX 35,3.0,23.0,"Cam Little kicks off 65 yards, touchback.",0.0,0.28,1,2025,4
4.0,7:09,1.0,10.0,CAR 20,3.0,23.0,Bryce Young pass complete short left to Tetairoa McMillan for 21 yards (tackle by Jourdan Lewis),0.28,1.66,1,2025,4
4.0,6:45,1.0,10.0,CAR 41,3.0,23.0,Bryce Young pass complete short right to Xavier Legette for 9 yards,1.66,2.34,1,2025,4
4.0,6:22,2.0,1.0,CAR 50,3.0,23.0,Chuba Hubbard right end for 3 yards (tackle by Travon Walker and Andrew Wingard),2.34,2.46,1,2025,4
4.0,5:57,1.0,10.0,JAX 47,3.0,23.0,Bryce Young pass incomplete short right intended for Xavier Legette,2.46,1.91,1,2025,4
4.0,5:53,2.0,10.0,JAX 47,3.0,23.0,"Bryce Young pass incomplete short left intended for Chuba Hubbard Penalty on CAR: Illegal Formation, 5 yards (declined)",1.91,1.22,1,2025,4
4.0,5:49,3.0,10.0,JAX 47,3.0,23.0,Bryce Young pass complete short right to Tetairoa McMillan for 15 yards (tackle by Jarrian Jones),1.22,3.45,1,2025,4
4.0,5:25,1.0,10.0,JAX 32,3.0,23.0,Bryce Young pass incomplete short left,3.45,2.9,1,2025,4
4.0,5:20,2.0,10.0,JAX 32,3.0,23.0,Bryce Young pass incomplete deep left intended for Hunter Renfrow,2.9,2.21,1,2025,4
4.0,5:12,3.0,10.0,JAX 32,3.0,23.0,Bryce Young pass incomplete short right intended for Tetairoa McMillan,2.21,1.24,1,2025,4
4.0,5:08,4.0,10.0,JAX 32,3.0,23.0,"Bryce Young pass short left is intercepted by Andrew Wingard at JAC-26 and returned for no gain, touchdown. Penalty on Jourdan Lewis: Defensive Holding, 5 yards (accepted) (no play)",1.24,3.78,1,2025,4
4.0,4:54,1.0,10.0,JAX 27,9.0,23.0,"Bryce Young pass complete short right to Chuba Hubbard for 27 yards, touchdown",3.78,7.0,1,2025,4
4.0,4:47,,,JAX 15,10.0,23.0,Ryan Fitzgerald kicks extra point good,0.0,0.0,1,2025,4
4.0,4:47,,,CAR 35,10.0,23.0,"Sam Martin kicks onside 13 yards, returned by Brenton Strange for no gain",0.0,2.39,1,2025,4
4.0,4:46,1.0,10.0,CAR 48,10.0,23.0,Travis Etienne up the middle for 14 yards (tackle by Nick Scott and Tre'von Moehrig),2.39,3.31,1,2025,4
4.0,4:39,,,,,,Timeout #2 by Carolina Panthers,,,1,2025,4
4.0,4:39,1.0,10.0,CAR 34,10.0,23.0,Bhayshul Tuten up the middle for no gain (tackle by Derrick Brown),3.31,2.77,1,2025,4
4.0,4:33,,,,,,Timeout #3 by Carolina Panthers,,,1,2025,4
4.0,4:33,2.0,10.0,CAR 34,10.0,23.0,Travis Etienne up the middle for 17 yards (tackle by Nick Scott),2.77,4.44,1,2025,4
4.0,3:49,1.0,10.0,CAR 17,10.0,23.0,Travis Etienne up the middle for 5 yards (tackle by A'Shawn Robinson),4.44,4.69,1,2025,4
4.0,3:04,2.0,5.0,CAR 12,10.0,23.0,Travis Etienne up the middle for 1 yard (tackle by Bobby Brown and A'Shawn Robinson),4.69,4.1,1,2025,4
4.0,2:20,3.0,4.0,CAR 11,10.0,23.0,Tank Bigsby up the middle for 1 yard (tackle by A'Shawn Robinson),4.1,2.86,1,2025,4
4.0,2:00,4.0,3.0,CAR 10,10.0,26.0,Cam Little 28 yard field goal good,2.86,3.0,1,2025,4
4.0,1:57,,,JAX 35,10.0,26.0,"Cam Little kicks off 65 yards, touchback.",0.0,1.27,1,2025,4
4.0,1:57,1.0,10.0,CAR 35,10.0,26.0,Bryce Young pass complete short right to Xavier Legette for 2 yards (tackle by Foyesade Oluokun),1.27,0.99,1,2025,4
4.0,1:36,2.0,8.0,CAR 37,10.0,26.0,Bryce Young pass complete short middle to Rico Dowdle for 3 yards (tackle by Foyesade Oluokun),0.99,0.7,1,2025,4
4.0,1:10,3.0,5.0,CAR 40,10.0,26.0,Bryce Young pass complete short left to Hunter Renfrow for 5 yards (tackle by Tyson Campbell),0.7,1.93,1,2025,4
4.0,0:52,1.0,10.0,CAR 45,10.0,26.0,Bryce Young pass short right intended for Rico Dowdle is intercepted by Jourdan Lewis at CAR-48 and returned for no gain (tackle by Rico Dowdle),1.93,-2.39,1,2025,4
4.0,0:44,1.0,10.0,CAR 48,10.0,26.0,Trevor Lawrence kneels for -1 yards,2.39,1.71,1,2025,4
4.0,0:24,2.0,11.0,CAR 49,10.0,26.0,Trevor Lawrence kneels for -1 yards,1.71,0.89,1,2025,4
