Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA,week,year,game_id
2.0,2:14,1.0,10.0,NYJ 35,10.0,19.0,Jaylen Warren up the middle for 7 yards (tackle by Jay Tufele and Tony Adams),3.25,3.65,1,2025,10
2.0,2:00,2.0,3.0,NYJ 28,10.0,19.0,Kenneth Gainwell up the middle for 1 yard (tackle by Quincy Williams),3.65,3.07,1,2025,10
2.0,1:18,3.0,2.0,NYJ 27,10.0,19.0,Aaron Rodgers pass complete short right to Jonnu Smith for 3 yards (tackle by Tony Adams),3.07,3.97,1,2025,10
2.0,1:12,,,,,,Timeout #1 by New York Jets,,,1,2025,10
2.0,1:12,1.0,10.0,NYJ 24,10.0,19.0,"Kenneth Gainwell left tackle for no gain. Kenneth Gainwell fumbles (forced by Quinnen Williams), recovered by Kenneth Gainwell at NYJ-24 (tackle by Quinnen Williams)",3.97,3.43,1,2025,10
2.0,1:07,,,,,,Timeout #2 by New York Jets,,,1,2025,10
2.0,1:07,2.0,10.0,NYJ 24,10.0,19.0,Aaron Rodgers pass complete deep right to Calvin Austin for 21 yards (tackle by Brandon Stephens),3.43,6.51,1,2025,10
2.0,0:41,1.0,3.0,NYJ 3,10.0,19.0,Jaylen Warren up the middle for no gain (tackle by Jamien Sherwood and Jowon Briggs),6.51,5.53,1,2025,10
2.0,0:37,,,,,,Timeout #2 by Pittsburgh Steelers,,,1,2025,10
2.0,0:37,2.0,3.0,NYJ 3,16.0,19.0,"Aaron Rodgers pass complete short middle to Jonnu Smith for 3 yards, touchdown",5.53,7.0,1,2025,10
2.0,0:32,,,NYJ 15,17.0,19.0,Chris Boswell kicks extra point good,0.0,0.0,1,2025,10
2.0,0:32,,,PIT 35,17.0,19.0,"Chris Boswell kicks off 61 yards, returned by Xavier Gipson for 29 yards (tackle by Carson Bruener and Chuck Clark)",0.0,1.14,1,2025,10
2.0,0:27,1.0,10.0,NYJ 33,17.0,19.0,Justin Fields pass complete short right to Garrett Wilson for 8 yards,1.14,1.67,1,2025,10
2.0,0:19,2.0,2.0,NYJ 41,17.0,19.0,Justin Fields pass incomplete short left,1.67,0.96,1,2025,10
2.0,0:09,3.0,2.0,NYJ 41,17.0,19.0,"Penalty on John Simpson: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",0.96,-1.02,1,2025,10
2.0,0:09,3.0,17.0,NYJ 26,17.0,19.0,Isaiah Davis up the middle for 15 yards (tackle by Juan Thornhill),-1.02,-0.65,1,2025,10
3.0,15:00,,,NYJ 35,17.0,19.0,"Nick Folk kicks off 63 yards, returned by Kaleb Johnson for 28 yards (tackle by Marcelino McCrary-Ball)",0.0,0.94,1,2025,10
3.0,14:56,1.0,10.0,PIT 30,17.0,19.0,Jaylen Warren right guard for 9 yards (tackle by Jermaine Johnson and Sauce Gardner),0.94,1.61,1,2025,10
3.0,14:18,2.0,1.0,PIT 39,17.0,19.0,Jaylen Warren right guard for no gain (tackle by Quinnen Williams),1.61,0.89,1,2025,10
3.0,13:32,3.0,1.0,PIT 39,17.0,19.0,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (accepted) (no play)",0.89,0.23,1,2025,10
3.0,13:19,3.0,6.0,PIT 34,17.0,19.0,Aaron Rodgers pass incomplete short middle intended for Kenneth Gainwell,0.23,-1.11,1,2025,10
3.0,13:15,4.0,6.0,PIT 34,17.0,19.0,"Corliss Waitman punts 50 yards, fair catch by Xavier Gipson at NYJ-16",-1.11,0.14,1,2025,10
3.0,13:07,1.0,10.0,NYJ 16,17.0,19.0,Justin Fields pass incomplete short left intended for Garrett Wilson (defended by Cameron Heyward),-0.14,-0.66,1,2025,10
3.0,13:02,2.0,10.0,NYJ 16,17.0,19.0,Breece Hall left end for 1 yard (tackle by Darius Slay),-0.66,-1.2,1,2025,10
3.0,12:17,3.0,9.0,NYJ 17,17.0,19.0,Justin Fields pass complete short right to Garrett Wilson for 6 yards (tackle by Jalen Ramsey and Juan Thornhill),-1.2,-1.83,1,2025,10
3.0,11:37,4.0,3.0,NYJ 23,17.0,19.0,"Austin McNamara punts 39 yards downed by Andrew Beck. Penalty on Connor Heyward: Unnecessary Roughness / Defense, 15 yards (accepted)",-1.83,-0.48,1,2025,10
3.0,11:27,1.0,10.0,PIT 23,17.0,19.0,Aaron Rodgers pass incomplete deep middle intended for Calvin Austin (defended by Michael Carter),0.48,-0.07,1,2025,10
3.0,11:23,2.0,10.0,PIT 23,17.0,19.0,Kenneth Gainwell left end for 6 yards (tackle by Jamien Sherwood),-0.07,0.04,1,2025,10
3.0,10:56,3.0,4.0,PIT 29,17.0,19.0,"Aaron Rodgers pass incomplete deep middle intended for Jonnu Smith. Penalty on Jay Tufele: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",0.04,1.2,1,2025,10
3.0,10:56,1.0,10.0,PIT 34,17.0,19.0,Aaron Rodgers sacked by Will McDonald for 9 yards,1.2,-0.56,1,2025,10
3.0,10:21,2.0,19.0,PIT 25,17.0,19.0,Aaron Rodgers pass complete short left to Pat Freiermuth for 7 yards (tackle by Quincy Williams and Sauce Gardner),-0.56,-0.3,1,2025,10
3.0,9:44,3.0,12.0,PIT 32,17.0,19.0,Aaron Rodgers pass complete short middle to Kenneth Gainwell for 5 yards (tackle by Quinnen Williams and Michael Carter),-0.3,-0.91,1,2025,10
3.0,9:08,4.0,7.0,PIT 37,17.0,19.0,"Corliss Waitman punts 50 yards, returned by Xavier Gipson for 19 yards (tackle by Miles Killebrew)",-0.91,-1.07,1,2025,10
3.0,8:57,1.0,10.0,NYJ 32,17.0,19.0,Braelon Allen right guard for no gain (tackle by Alex Highsmith),1.07,0.53,1,2025,10
3.0,8:14,2.0,10.0,NYJ 32,17.0,19.0,Breece Hall left guard for 5 yards (tackle by Cameron Heyward),0.53,0.5,1,2025,10
3.0,7:28,3.0,5.0,NYJ 37,17.0,19.0,Justin Fields pass complete short right to Jeremy Ruckert for 12 yards (tackle by Chuck Clark and Juan Thornhill),0.5,2.19,1,2025,10
3.0,6:42,1.0,10.0,NYJ 49,17.0,19.0,Breece Hall left tackle for 16 yards (tackle by Chuck Clark),2.19,3.25,1,2025,10
3.0,6:01,1.0,10.0,PIT 35,17.0,19.0,"Penalty on Tyler Johnson: False Start, 5 yards (accepted) (no play)",3.25,2.92,1,2025,10
3.0,5:47,1.0,15.0,PIT 40,17.0,19.0,Breece Hall left tackle for 17 yards (tackle by Darius Slay),2.92,4.04,1,2025,10
3.0,5:05,1.0,10.0,PIT 23,17.0,19.0,Braelon Allen right tackle for no gain (tackle by T.J. Watt and Alex Highsmith),4.04,3.5,1,2025,10
3.0,4:20,2.0,10.0,PIT 23,17.0,19.0,Justin Fields pass complete short right to Garrett Wilson for 21 yards (tackle by Payton Wilson),3.5,6.74,1,2025,10
3.0,3:49,1.0,2.0,PIT 2,17.0,25.0,"Justin Fields right guard for 2 yards, touchdown",6.74,7.0,1,2025,10
3.0,3:46,,,PIT 15,17.0,26.0,Nick Folk kicks extra point good,0.0,0.0,1,2025,10
3.0,3:46,,,NYJ 35,17.0,26.0,"Nick Folk kicks off 62 yards, returned by Kaleb Johnson for 29 yards (tackle by Malachi Moore and Qwan'tez Stiggers)",0.0,1.07,1,2025,10
3.0,3:41,1.0,10.0,PIT 32,17.0,26.0,"Kaleb Johnson left end for -2 yards. Penalty on Quincy Williams: Unnecessary Roughness / Defense, 15 yards (accepted) (tackle by Andre Cisco and Quincy Williams)",1.07,1.93,1,2025,10
3.0,3:23,1.0,10.0,PIT 45,17.0,26.0,Aaron Rodgers pass incomplete short left intended for D.K. Metcalf (defended by Sauce Gardner),1.93,1.38,1,2025,10
3.0,3:19,2.0,10.0,PIT 45,17.0,26.0,Aaron Rodgers pass complete short right to Jaylen Warren for 17 yards (tackle by Brandon Stephens),1.38,3.05,1,2025,10
3.0,2:37,1.0,10.0,NYJ 38,17.0,26.0,Jaylen Warren left guard for 3 yards (tackle by Brandon Stephens and Andre Cisco),3.05,2.91,1,2025,10
3.0,2:10,2.0,7.0,NYJ 35,17.0,26.0,Aaron Rodgers pass complete short right to D.K. Metcalf for 18 yards (tackle by Tony Adams),2.91,4.44,1,2025,10
3.0,1:29,1.0,10.0,NYJ 17,17.0,26.0,Jaylen Warren right end for 3 yards (tackle by Jay Tufele),4.44,4.32,1,2025,10
3.0,0:53,2.0,7.0,NYJ 14,17.0,26.0,Jaylen Warren right guard for 6 yards (tackle by Jamien Sherwood and Tony Adams),4.32,4.8,1,2025,10
3.0,0:20,3.0,1.0,NYJ 8,17.0,26.0,Jaylen Warren right guard for 3 yards (tackle by Andre Cisco and Jamien Sherwood),4.8,6.06,1,2025,10
4.0,15:00,1.0,5.0,NYJ 5,23.0,26.0,"Aaron Rodgers pass complete short right to Jaylen Warren for 5 yards, touchdown",6.06,7.0,1,2025,10
4.0,14:57,,,NYJ 15,24.0,26.0,Chris Boswell kicks extra point good,0.0,0.0,1,2025,10
4.0,14:57,,,PIT 35,24.0,26.0,"Chris Boswell kicks off 64 yards, returned by Xavier Gipson for 19 yards. Xavier Gipson fumbles (forced by Kenneth Gainwell), recovered by Ben Skowronek at NYJ-22 (tackle by Xavier Gipson)",0.0,-4.11,1,2025,10
4.0,14:50,1.0,10.0,NYJ 22,24.0,26.0,Jaylen Warren right guard for 4 yards (tackle by Marcelino McCrary-Ball),4.11,4.13,1,2025,10
4.0,14:12,2.0,6.0,NYJ 18,30.0,26.0,"Aaron Rodgers pass complete short right to Calvin Austin for 18 yards, touchdown",4.13,7.0,1,2025,10
4.0,14:07,,,NYJ 15,31.0,26.0,Chris Boswell kicks extra point good,0.0,0.0,1,2025,10
4.0,14:07,,,PIT 35,31.0,26.0,"Chris Boswell kicks off 61 yards, returned by Xavier Gipson for 29 yards (tackle by Malik Harrison and Jack Sawyer)",0.0,1.14,1,2025,10
4.0,14:01,1.0,10.0,NYJ 33,31.0,26.0,Breece Hall right tackle for 12 yards (tackle by Patrick Queen and Juan Thornhill),1.14,1.93,1,2025,10
4.0,13:18,1.0,10.0,NYJ 45,31.0,26.0,Breece Hall left guard for -4 yards (tackle by T.J. Watt and Keeanu Benton),1.93,0.84,1,2025,10
4.0,12:35,2.0,14.0,NYJ 41,31.0,26.0,Justin Fields pass complete short middle to Josh Reynolds for 13 yards (tackle by Payton Wilson),0.84,1.88,1,2025,10
4.0,12:04,3.0,1.0,PIT 46,31.0,26.0,Breece Hall left guard for 3 yards (tackle by Patrick Queen),1.88,2.72,1,2025,10
4.0,11:30,1.0,10.0,PIT 43,31.0,26.0,Justin Fields pass complete deep left to Mason Taylor for 20 yards (tackle by Alex Highsmith),2.72,4.04,1,2025,10
4.0,10:47,1.0,10.0,PIT 23,31.0,26.0,Justin Fields right end for 4 yards (tackle by Darius Slay),4.04,4.05,1,2025,10
4.0,10:07,2.0,6.0,PIT 19,31.0,26.0,Breece Hall left guard for 5 yards (tackle by Daniel Ekuale),4.05,4.28,1,2025,10
4.0,9:22,3.0,1.0,PIT 14,31.0,26.0,"Justin Fields left end for 4 yards. Penalty on Jalen Ramsey: Low Block, 5 yards (accepted) (tackle by Payton Wilson and Chuck Clark)",4.28,6.06,1,2025,10
4.0,9:01,,,,,,Timeout #1 by New York Jets,,,1,2025,10
4.0,9:01,1.0,5.0,PIT 5,31.0,26.0,Breece Hall left tackle for 1 yard (tackle by Alex Highsmith and Yahya Black),6.06,5.34,1,2025,10
4.0,8:16,2.0,4.0,PIT 4,31.0,26.0,Justin Fields sacked by Alex Highsmith for 6 yards,5.34,3.13,1,2025,10
4.0,7:33,3.0,10.0,PIT 10,31.0,26.0,Justin Fields scrambles right end for 9 yards (tackle by Brandin Echols),3.13,3.55,1,2025,10
4.0,7:06,,,,,,Timeout #1 by Pittsburgh Steelers,,,1,2025,10
4.0,7:06,4.0,1.0,PIT 1,31.0,32.0,"Justin Fields right end for 1 yard, touchdown",3.55,7.0,1,2025,10
4.0,7:01,,,,,,Timeout #2 by New York Jets,,,1,2025,10
4.0,7:01,,,PIT 2,31.0,32.0,Two Point Attempt: Justin Fields pass incomplete intended for Garrett Wilson,1.0,-1.0,1,2025,10
4.0,7:01,,,NYJ 35,31.0,32.0,"Nick Folk kicks off 61 yards, returned by Kenneth Gainwell for 33 yards (tackle by Tony Adams and Qwan'tez Stiggers)",0.0,1.4,1,2025,10
4.0,6:53,1.0,10.0,PIT 37,31.0,32.0,Aaron Rodgers pass complete short right to Kenneth Gainwell for -5 yards (tackle by Jamien Sherwood),1.4,0.18,1,2025,10
4.0,6:12,2.0,15.0,PIT 32,31.0,32.0,Aaron Rodgers pass incomplete short right intended for Jonnu Smith,0.18,-0.49,1,2025,10
4.0,6:07,3.0,15.0,PIT 32,31.0,32.0,Aaron Rodgers sacked by Quincy Williams for 9 yards,-0.49,-1.83,1,2025,10
4.0,5:21,4.0,24.0,PIT 23,31.0,32.0,"Corliss Waitman punts 46 yards, returned by Xavier Gipson for no gain. Penalty on Qwan'tez Stiggers: Illegal Block Above the Waist, 10 yards (accepted) (tackle by Chuck Clark)",-1.83,-0.34,1,2025,10
4.0,5:21,1.0,10.0,NYJ 21,31.0,32.0,Justin Fields pass complete short left to Josh Reynolds for 5 yards (tackle by Brandin Echols),0.34,0.48,1,2025,10
4.0,4:44,2.0,5.0,NYJ 26,31.0,32.0,Breece Hall left tackle for 2 yards (tackle by Cameron Heyward),0.48,0.04,1,2025,10
4.0,4:04,3.0,3.0,NYJ 28,31.0,32.0,Justin Fields left guard for -2 yards (tackle by Chuck Clark),0.04,-1.63,1,2025,10
4.0,3:20,4.0,5.0,NYJ 26,31.0,32.0,"Austin McNamara punts 55 yards, fair catch by Calvin Austin at PIT-19",-1.63,-0.15,1,2025,10
4.0,3:13,1.0,10.0,PIT 19,31.0,32.0,Aaron Rodgers pass complete short middle to Pat Freiermuth for 10 yards (tackle by Marcelino McCrary-Ball),0.15,0.87,1,2025,10
4.0,2:47,1.0,10.0,PIT 29,31.0,32.0,"Aaron Rodgers pass incomplete deep right intended for Calvin Austin. Penalty on Brandon Stephens: Defensive Pass Interference, 19 yards (accepted) (no play)",0.87,2.13,1,2025,10
4.0,2:42,1.0,10.0,PIT 48,31.0,32.0,Aaron Rodgers pass complete short right to D.K. Metcalf for 11 yards (tackle by Michael Carter),2.13,2.85,1,2025,10
4.0,2:16,1.0,10.0,NYJ 41,31.0,32.0,Aaron Rodgers pass complete short left to Calvin Austin for 1 yard (tackle by Brandon Stephens),2.85,2.44,1,2025,10
4.0,2:00,2.0,9.0,NYJ 40,31.0,32.0,Aaron Rodgers pass complete short right to Jonnu Smith for -2 yards (tackle by Quinnen Williams),2.44,1.49,1,2025,10
4.0,1:12,,,,,,Timeout #2 by Pittsburgh Steelers,,,1,2025,10
4.0,1:12,3.0,11.0,NYJ 42,31.0,32.0,Aaron Rodgers pass incomplete deep left intended for Calvin Austin (defended by Brandon Stephens),1.49,0.46,1,2025,10
4.0,1:06,4.0,11.0,NYJ 42,34.0,32.0,Chris Boswell 60 yard field goal good,0.46,3.0,1,2025,10
4.0,1:03,,,PIT 35,34.0,32.0,"Chris Boswell kicks off 65 yards, returned by Arian Smith for 31 yards (tackle by Chuck Clark)",0.0,1.0,1,2025,10
4.0,0:56,1.0,10.0,NYJ 31,34.0,32.0,Justin Fields pass complete short middle to Tyler Johnson for 7 yards (tackle by Patrick Queen and Juan Thornhill),1.0,1.41,1,2025,10
4.0,0:37,2.0,3.0,NYJ 38,34.0,32.0,Justin Fields pass incomplete short left intended for Josh Reynolds (defended by Jalen Ramsey),1.41,0.7,1,2025,10
4.0,0:30,3.0,3.0,NYJ 38,34.0,32.0,Justin Fields pass incomplete short middle intended for Breece Hall,0.7,-0.85,1,2025,10
4.0,0:25,4.0,3.0,NYJ 38,34.0,32.0,Justin Fields pass incomplete short left intended for Garrett Wilson (defended by Jalen Ramsey),-0.85,-3.05,1,2025,10
4.0,0:18,1.0,10.0,NYJ 38,34.0,32.0,Aaron Rodgers kneels for -1 yards,3.05,2.37,1,2025,10
