Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA,week,year,game_id
3.0,13:57,2.0,4.0,NYG 37,3.0,14.0,Tyrone Tracy right guard for no gain (tackle by Javon Kinlaw and Bobby Wagner),1.27,0.56,1,2025,9
3.0,13:13,3.0,4.0,NYG 37,3.0,14.0,Russell Wilson sacked by Dorance Armstrong for 2 yards,0.56,-1.04,1,2025,9
3.0,12:31,4.0,6.0,NYG 35,3.0,14.0,"Jamie Gillan punts 65 yards, touchback.",-1.04,-0.28,1,2025,9
3.0,12:24,1.0,10.0,WAS 20,3.0,14.0,Jayden Daniels pass complete short right to Noah Brown for 9 yards (tackle by Bobby Okereke),0.28,0.95,1,2025,9
3.0,11:55,2.0,1.0,WAS 29,3.0,14.0,Jacory Croskey-Merritt up the middle for 12 yards (tackle by Jevon Holland),0.95,1.66,1,2025,9
3.0,11:18,1.0,10.0,WAS 41,3.0,14.0,Jacory Croskey-Merritt right tackle for 1 yard (tackle by Andru Phillips and Bobby Okereke),1.66,1.26,1,2025,9
3.0,10:41,2.0,9.0,WAS 42,3.0,14.0,"Jayden Daniels scrambles right end for no gain. Penalty on Nick Allegretti: Offensive Holding, 10 yards (accepted) (tackle by Bobby Okereke) (no play)",1.26,-0.1,1,2025,9
3.0,10:14,2.0,19.0,WAS 32,3.0,14.0,Jayden Daniels pass complete short right to Zach Ertz for 8 yards (tackle by Darius Muasau),-0.1,0.3,1,2025,9
3.0,9:29,,,,,,Timeout #1 by Washington Commanders,,,1,2025,9
3.0,9:29,3.0,11.0,WAS 40,3.0,14.0,"Jayden Daniels pass complete short middle to Zach Ertz for 10 yards NYG challenged the pass completion ruling, and the original play was overturned. Jayden Daniels pass incomplete short middle intended for Zach Ertz (defended by Jevon Holland) (tackle by Jevon Holland)",0.3,-0.72,1,2025,9
3.0,9:24,4.0,11.0,WAS 40,3.0,14.0,Tress Way punts 31 yards downed by Tyler Ott,-0.72,-0.87,1,2025,9
3.0,9:18,1.0,10.0,NYG 29,3.0,14.0,Devin Singletary left tackle for no gain (tackle by Bobby Wagner),0.87,0.33,1,2025,9
3.0,8:49,2.0,10.0,NYG 29,3.0,14.0,Russell Wilson pass incomplete deep left intended for Malik Nabers (defended by Marshon Lattimore),0.33,-0.36,1,2025,9
3.0,8:44,3.0,10.0,NYG 29,3.0,14.0,Russell Wilson pass incomplete short left intended for Theo Johnson,-0.36,-1.44,1,2025,9
3.0,8:37,4.0,10.0,NYG 29,3.0,14.0,"Jamie Gillan punts 46 yards, fair catch by Jaylin Lane at WAS-25",-1.44,-0.61,1,2025,9
3.0,8:30,1.0,10.0,WAS 25,3.0,14.0,Jayden Daniels pass complete short right to Terry McLaurin for 14 yards,0.61,1.53,1,2025,9
3.0,7:54,1.0,10.0,WAS 39,3.0,14.0,Jacory Croskey-Merritt right end for 5 yards (tackle by Cordale Flott),1.53,1.66,1,2025,9
3.0,7:20,2.0,5.0,WAS 44,3.0,14.0,Jayden Daniels pass incomplete short right intended for Jacory Croskey-Merritt,1.66,0.96,1,2025,9
3.0,7:18,3.0,5.0,WAS 44,3.0,14.0,"Jayden Daniels pass incomplete short right intended for Terry McLaurin (defended by Paulson Adebo) WAS challenged the pass completion ruling, and the play was upheld.",0.96,-0.46,1,2025,9
3.0,7:12,4.0,5.0,WAS 44,3.0,14.0,"Tress Way punts 56 yards, touchback.",-0.46,-0.28,1,2025,9
3.0,7:04,1.0,10.0,NYG 20,3.0,14.0,Russell Wilson pass incomplete short right intended for Tyrone Tracy,0.28,-0.27,1,2025,9
3.0,6:59,2.0,10.0,NYG 20,3.0,14.0,Tyrone Tracy left tackle for -2 yards (tackle by Jer'Zhan Newton),-0.27,-1.33,1,2025,9
3.0,6:21,3.0,12.0,NYG 18,3.0,14.0,Russell Wilson pass complete short left to Wan'Dale Robinson for 11 yards (tackle by Jeremy Reaves and Bobby Wagner),-1.33,-1.44,1,2025,9
3.0,5:43,4.0,1.0,NYG 29,3.0,14.0,Russell Wilson right guard for 2 yards (tackle by Javon Kinlaw and Deatrich Wise),-1.44,1.0,1,2025,9
3.0,5:00,1.0,10.0,NYG 31,3.0,14.0,Russell Wilson scrambles up the middle for 6 yards (tackle by Frankie Luvu),1.0,1.27,1,2025,9
3.0,4:30,2.0,4.0,NYG 37,3.0,14.0,Tyrone Tracy right end for 4 yards (tackle by Mike Sainristil),1.27,1.66,1,2025,9
3.0,4:03,1.0,10.0,NYG 41,3.0,14.0,Russell Wilson pass incomplete deep left intended for Darius Slayton (defended by Noah Igbinoghene),1.66,1.12,1,2025,9
3.0,3:57,2.0,10.0,NYG 41,3.0,14.0,Russell Wilson pass complete deep right to Malik Nabers for 21 yards (tackle by Noah Igbinoghene),1.12,3.05,1,2025,9
3.0,3:16,1.0,10.0,WAS 38,3.0,14.0,"Russell Wilson pass incomplete deep right intended for Malik Nabers. Penalty on Marshon Lattimore: Defensive Holding, 5 yards (accepted) (no play)",3.05,3.38,1,2025,9
3.0,3:07,1.0,10.0,WAS 33,3.0,14.0,"Russell Wilson pass complete short middle to Theo Johnson for no gain. Penalty on James Hudson: Offensive Holding, 10 yards (accepted) (tackle by Will Harris) (no play)",3.38,2.72,1,2025,9
3.0,2:49,1.0,20.0,WAS 43,3.0,14.0,Russell Wilson pass incomplete deep right intended for Malik Nabers (defended by Trey Amos),2.72,1.49,1,2025,9
3.0,2:38,2.0,20.0,WAS 43,3.0,14.0,Russell Wilson pass complete short middle to Cam Skattebo for 6 yards (tackle by Frankie Luvu and Javon Kinlaw),1.49,1.69,1,2025,9
3.0,1:52,3.0,13.0,WAS 37,3.0,14.0,Russell Wilson pass incomplete short right intended for Tyrone Tracy (defended by Daron Payne),1.69,0.79,1,2025,9
3.0,1:47,4.0,13.0,WAS 37,6.0,14.0,Graham Gano 55 yard field goal good,0.79,3.0,1,2025,9
3.0,1:43,,,NYG 35,6.0,14.0,"Graham Gano kicks off 62 yards, returned by Luke McCaffrey for 36 yards (tackle by Jevon Holland and Tyler Nubin)",0.0,1.53,1,2025,9
3.0,1:36,1.0,10.0,WAS 39,6.0,14.0,Jacory Croskey-Merritt left tackle for -4 yards (tackle by Kayvon Thibodeaux and Abdul Carter),1.53,0.45,1,2025,9
3.0,1:04,2.0,14.0,WAS 35,6.0,14.0,"Jayden Daniels pass incomplete short left intended for Jaylin Lane. Penalty on Tyler Nubin: Defensive Holding, 5 yards (accepted) (no play)",0.45,1.6,1,2025,9
3.0,0:58,1.0,10.0,WAS 40,6.0,14.0,Jayden Daniels pass complete short left to Deebo Samuel for 4 yards (tackle by Tyler Nubin and Bobby Okereke),1.6,1.59,1,2025,9
3.0,0:23,2.0,6.0,WAS 44,6.0,14.0,Jayden Daniels scrambles up the middle for 5 yards (tackle by Bobby Okereke),1.59,1.55,1,2025,9
4.0,15:00,3.0,1.0,WAS 49,6.0,14.0,Jayden Daniels pass complete short right to Deebo Samuel for no gain (tackle by Andru Phillips),1.55,-0.13,1,2025,9
4.0,14:20,4.0,1.0,WAS 49,6.0,14.0,"Tress Way punts 42 yards, returned by Gunner Olszewski for 3 yards (tackle by Colson Yankoff)",-0.13,0.35,1,2025,9
4.0,14:10,1.0,10.0,NYG 12,6.0,14.0,"Russell Wilson pass complete short right to Malik Nabers for 16 yards. Penalty on Trey Amos: Defensive Holding, 5 yards (declined) (tackle by Trey Amos)",-0.35,0.81,1,2025,9
4.0,13:50,1.0,10.0,NYG 28,6.0,14.0,Russell Wilson scrambles left tackle for 15 yards (tackle by Quan Martin),0.81,1.8,1,2025,9
4.0,13:14,1.0,10.0,NYG 43,6.0,14.0,Russell Wilson pass incomplete short left,1.8,1.25,1,2025,9
4.0,13:00,2.0,10.0,NYG 43,6.0,14.0,Russell Wilson pass complete short left to Tyrone Tracy for 6 yards (tackle by Frankie Luvu and Marshon Lattimore),1.25,1.35,1,2025,9
4.0,12:21,3.0,4.0,NYG 49,6.0,14.0,Russell Wilson pass incomplete short left intended for Tyrone Tracy (defended by Jeremy Reaves),1.35,-0.13,1,2025,9
4.0,12:14,4.0,4.0,NYG 49,6.0,14.0,"Jamie Gillan punts 51 yards, touchback.",-0.13,-0.28,1,2025,9
4.0,12:06,1.0,10.0,WAS 20,6.0,14.0,Jayden Daniels scrambles up the middle for 14 yards (tackle by Paulson Adebo),0.28,1.2,1,2025,9
4.0,11:35,1.0,10.0,WAS 34,6.0,14.0,Jeremy McNichols up the middle for 2 yards (tackle by Elijah Garcia),1.2,1.0,1,2025,9
4.0,11:07,2.0,7.0,WAS 36,6.0,14.0,Jayden Daniels pass complete short middle to Zach Ertz for 11 yards (tackle by Tyler Nubin),1.0,2.06,1,2025,9
4.0,10:28,1.0,10.0,WAS 47,6.0,14.0,Austin Ekeler left end for 3 yards (tackle by Bobby Okereke),2.06,1.92,1,2025,9
4.0,9:50,2.0,7.0,NYG 50,6.0,14.0,"Jayden Daniels pass incomplete short right. Penalty on Josh Conerly: Offensive Holding, 10 yards (accepted) (no play)",1.92,0.57,1,2025,9
4.0,9:35,2.0,17.0,WAS 40,6.0,14.0,Jayden Daniels up the middle for 12 yards (tackle by Paulson Adebo),0.57,1.49,1,2025,9
4.0,9:00,3.0,5.0,NYG 48,6.0,14.0,Jayden Daniels pass complete short right to Deebo Samuel for 19 yards (tackle by Jevon Holland),1.49,3.64,1,2025,9
4.0,8:10,,,,,,Timeout #3 by Washington Commanders,,,1,2025,9
4.0,8:10,1.0,10.0,NYG 29,6.0,14.0,Jayden Daniels pass incomplete short right intended for Deebo Samuel,3.64,3.1,1,2025,9
4.0,8:06,2.0,10.0,NYG 29,6.0,14.0,"Penalty on Austin Ekeler: False Start, 5 yards (accepted) (no play)",3.1,2.42,1,2025,9
4.0,8:06,2.0,15.0,NYG 34,6.0,14.0,Jayden Daniels pass complete short right to Austin Ekeler for 15 yards (tackle by Bobby Okereke),2.42,4.31,1,2025,9
4.0,7:16,1.0,10.0,NYG 19,6.0,20.0,"Deebo Samuel left end for 19 yards, touchdown",4.31,7.0,1,2025,9
4.0,7:09,,,NYG 15,6.0,21.0,Matt Gay kicks extra point good,0.0,0.0,1,2025,9
4.0,7:09,,,WAS 35,6.0,21.0,"Matt Gay kicks off 65 yards, touchback.",0.0,1.27,1,2025,9
4.0,7:09,1.0,10.0,NYG 35,6.0,21.0,Russell Wilson scrambles left end for 7 yards (tackle by Deatrich Wise),1.27,1.67,1,2025,9
4.0,6:40,2.0,3.0,NYG 42,6.0,21.0,Tyrone Tracy up the middle for 2 yards (tackle by Bobby Wagner),1.67,1.22,1,2025,9
4.0,6:05,3.0,1.0,NYG 44,6.0,21.0,"Russell Wilson pass incomplete deep right intended for Wan'Dale Robinson. Penalty on Jermaine Eluemunor: Illegal Formation, 5 yards (accepted) (no play)",1.22,0.56,1,2025,9
4.0,5:57,3.0,6.0,NYG 39,6.0,21.0,Russell Wilson pass complete deep left to Wan'Dale Robinson for 20 yards,0.56,2.85,1,2025,9
4.0,5:26,1.0,10.0,WAS 41,6.0,21.0,Russell Wilson scrambles right end for 3 yards (tackle by Bobby Wagner),2.85,2.71,1,2025,9
4.0,4:57,2.0,7.0,WAS 38,6.0,21.0,Russell Wilson pass incomplete short right,2.71,2.02,1,2025,9
4.0,4:46,3.0,7.0,WAS 38,6.0,21.0,Russell Wilson pass complete short middle to Tyrone Tracy for 5 yards (tackle by Mike Sainristil and Bobby Wagner),2.02,1.2,1,2025,9
4.0,4:02,4.0,2.0,WAS 33,6.0,21.0,"Russell Wilson pass deep left is intercepted by Quan Martin at WAS-7 and returned for no gain. Penalty on Bobby Wagner: Unnecessary Roughness / Defense, 15 yards (accepted) (tackle by Malik Nabers) (no play)",1.2,4.37,1,2025,9
4.0,3:27,1.0,10.0,WAS 18,6.0,21.0,Russell Wilson scrambles up the middle for 1 yard (tackle by Dorance Armstrong),4.37,3.94,1,2025,9
4.0,3:14,2.0,9.0,WAS 17,6.0,21.0,Russell Wilson pass complete short middle to Daniel Bellinger for 14 yards (tackle by Quan Martin),3.94,6.51,1,2025,9
4.0,2:59,1.0,3.0,WAS 3,6.0,21.0,Russell Wilson pass incomplete short middle,6.51,5.53,1,2025,9
4.0,2:52,2.0,3.0,WAS 3,6.0,21.0,Russell Wilson pass incomplete short right intended for Malik Nabers (defended by Daron Payne),5.53,4.72,1,2025,9
4.0,2:49,3.0,3.0,WAS 3,6.0,21.0,Russell Wilson pass incomplete short left intended for Malik Nabers,4.72,3.04,1,2025,9
4.0,2:43,4.0,3.0,WAS 3,6.0,21.0,Russell Wilson pass incomplete short middle intended for Wan'Dale Robinson,3.04,0.38,1,2025,9
4.0,2:39,1.0,10.0,WAS 3,6.0,21.0,Jacory Croskey-Merritt left tackle for 2 yards (tackle by Brian Burns and Bobby Okereke),-0.38,-0.63,1,2025,9
4.0,2:35,,,,,,Timeout #1 by New York Giants,,,1,2025,9
4.0,2:35,2.0,8.0,WAS 5,6.0,21.0,Jacory Croskey-Merritt right tackle for 42 yards (tackle by Paulson Adebo),-0.63,2.06,1,2025,9
