Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA,week,year,game_id
2.0,1:17,2.0,6.0,NYJ 44,7.0,19.0,Skylar Thompson pass complete short middle to Durham Smythe for 8 yards (tackle by Kwon Alexander),2.39,3.18,5.0,2022,73
2.0,0:34,1.0,10.0,NYJ 36,7.0,19.0,Raheem Mostert right end for 3 yards (tackle by Michael Carter),3.18,3.04,5.0,2022,73
2.0,0:29,2.0,7.0,NYJ 33,7.0,19.0,Skylar Thompson pass incomplete short right intended for Chase Edmonds,3.04,2.35,5.0,2022,73
2.0,0:24,,,,,,Timeout #1 by New York Jets,,,5.0,2022,73
2.0,0:24,3.0,7.0,NYJ 33,7.0,19.0,Skylar Thompson pass complete short left to Tyreek Hill for 10 yards (tackle by D.J. Reed),2.35,4.04,5.0,2022,73
2.0,0:19,1.0,10.0,NYJ 23,7.0,19.0,Skylar Thompson pass incomplete short left intended for Raheem Mostert,4.04,3.5,5.0,2022,73
2.0,0:15,2.0,10.0,NYJ 23,7.0,19.0,Skylar Thompson pass complete short middle to Tyreek Hill for 13 yards (tackle by Jordan Whitehead),3.5,4.91,5.0,2022,73
2.0,0:10,,,,,,Timeout #2 by Miami Dolphins,,,5.0,2022,73
2.0,0:10,1.0,10.0,NYJ 10,7.0,19.0,Skylar Thompson pass complete short left to Raheem Mostert for 9 yards (tackle by Sauce Gardner),4.91,5.91,5.0,2022,73
2.0,0:06,,,,,,Timeout #3 by Miami Dolphins,,,5.0,2022,73
2.0,0:06,2.0,1.0,NYJ 1,13.0,19.0,"Durham Smythe up the middle for 1 yard, touchdown",5.91,7.0,5.0,2022,73
2.0,0:04,,,NYJ 15,14.0,19.0,Jason Sanders kicks extra point good,0.0,0.0,5.0,2022,73
2.0,0:04,,,MIA 35,14.0,19.0,"Jason Sanders kicks off 40 yards, returned by Ty Johnson for 6 yards",0.0,1.0,5.0,2022,73
2.0,0:02,1.0,10.0,NYJ 31,14.0,19.0,Zach Wilson kneels for -1 yards,1.0,0.32,5.0,2022,73
3.0,15:00,,,NYJ 35,14.0,19.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,73
3.0,15:00,1.0,10.0,MIA 25,14.0,19.0,Raheem Mostert left tackle for no gain (tackle by Sheldon Rankins),0.61,0.06,5.0,2022,73
3.0,14:19,2.0,10.0,MIA 25,14.0,19.0,Skylar Thompson pass complete short right to Tyreek Hill for 9 yards (tackle by C.J. Mosley),0.06,0.56,5.0,2022,73
3.0,13:42,3.0,1.0,MIA 34,14.0,19.0,Raheem Mostert up the middle for 3 yards (tackle by C.J. Mosley and Marcell Harris),0.56,1.4,5.0,2022,73
3.0,13:05,1.0,10.0,MIA 37,14.0,19.0,Raheem Mostert right tackle for 20 yards (tackle by Sauce Gardner and Lamarcus Joyner),1.4,2.72,5.0,2022,73
3.0,12:21,1.0,10.0,NYJ 43,14.0,19.0,Raheem Mostert right end for 3 yards (tackle by Jordan Whitehead),2.72,2.58,5.0,2022,73
3.0,11:37,2.0,7.0,NYJ 40,14.0,19.0,Myles Gaskin up the middle for 6 yards (tackle by D.J. Reed),2.58,2.68,5.0,2022,73
3.0,11:01,3.0,1.0,NYJ 34,14.0,19.0,Myles Gaskin right end for 3 yards (tackle by Kwon Alexander),2.68,3.51,5.0,2022,73
3.0,10:18,1.0,10.0,NYJ 31,14.0,19.0,Myles Gaskin left end for no gain (tackle by D.J. Reed),3.51,2.97,5.0,2022,73
3.0,9:38,2.0,10.0,NYJ 31,14.0,19.0,Tyreek Hill right end for 3 yards (tackle by Kwon Alexander),2.97,2.68,5.0,2022,73
3.0,8:48,3.0,7.0,NYJ 28,14.0,19.0,Skylar Thompson pass incomplete short left intended for Mike Gesicki,2.68,1.59,5.0,2022,73
3.0,8:44,4.0,7.0,NYJ 28,17.0,19.0,Jason Sanders 46 yard field goal good,1.59,3.0,5.0,2022,73
3.0,8:40,,,MIA 35,17.0,19.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,73
3.0,8:40,1.0,10.0,NYJ 25,17.0,19.0,Breece Hall up the middle for 3 yards (tackle by Christian Wilkins and Brandon Jones),0.61,0.47,5.0,2022,73
3.0,8:03,2.0,7.0,NYJ 28,17.0,19.0,"Zach Wilson pass incomplete short middle intended for Garrett Wilson. Penalty on Kader Kohou: Defensive Holding, 8 yards (accepted) (no play)",0.47,1.33,5.0,2022,73
3.0,8:00,1.0,10.0,NYJ 36,17.0,19.0,"Penalty on Tyler Conklin: False Start, 5 yards (accepted) (no play)",1.33,1.0,5.0,2022,73
3.0,8:00,1.0,15.0,NYJ 31,17.0,19.0,"Breece Hall right end for 11 yards (tackle by Jevon Holland). Penalty on Nik Needham: Illegal Use of Hands / Defense, 5 yards (accepted)",1.0,2.06,5.0,2022,73
3.0,7:35,1.0,10.0,NYJ 47,17.0,19.0,Zach Wilson pass complete short middle to C.J. Uzomah for 3 yards (tackle by Zach Sieler),2.06,1.92,5.0,2022,73
3.0,6:52,2.0,7.0,MIA 50,17.0,19.0,Breece Hall right guard for 5 yards (tackle by Jerome Baker),1.92,1.88,5.0,2022,73
3.0,6:12,3.0,2.0,MIA 45,17.0,19.0,Breece Hall up the middle for 1 yard (tackle by Christian Wilkins and Elandon Roberts),1.88,0.33,5.0,2022,73
3.0,5:30,4.0,1.0,MIA 44,17.0,19.0,Zach Wilson pass incomplete deep left intended for Corey Davis,0.33,-1.93,5.0,2022,73
3.0,5:25,1.0,10.0,MIA 45,17.0,19.0,Raheem Mostert up the middle for 5 yards (tackle by Lamarcus Joyner and Kwon Alexander),1.93,2.06,5.0,2022,73
3.0,4:55,2.0,5.0,MIA 50,17.0,19.0,Skylar Thompson pass incomplete short left,2.06,1.36,5.0,2022,73
3.0,4:50,3.0,5.0,MIA 50,17.0,19.0,Skylar Thompson sacked by and John Franklin-Myers for -5 yards and Quinnen Williams for -5 yards,1.36,-0.39,5.0,2022,73
3.0,4:11,4.0,10.0,MIA 45,17.0,19.0,Thomas Morstead punts 48 yards downed by Andrew Van Ginkel,-0.39,0.38,5.0,2022,73
3.0,3:55,1.0,10.0,NYJ 7,17.0,19.0,Zach Wilson pass complete short right to Michael Carter for 6 yards (tackle by Elandon Roberts),-0.38,-0.34,5.0,2022,73
3.0,3:16,2.0,4.0,NYJ 13,17.0,19.0,Zach Wilson pass incomplete deep left intended for Elijah Moore,-0.34,-0.72,5.0,2022,73
3.0,3:05,3.0,4.0,NYJ 13,17.0,19.0,Zach Wilson pass complete short left to Jeff Smith for 11 yards (tackle by Kader Kohou),-0.72,0.54,5.0,2022,73
3.0,2:30,1.0,10.0,NYJ 24,17.0,19.0,Michael Carter left guard for 2 yards (tackle by Christian Wilkins and Brandon Jones),0.54,0.27,5.0,2022,73
3.0,1:53,2.0,8.0,NYJ 26,17.0,19.0,Zach Wilson sacked by Brandon Jones for -17 yards,0.27,-3.18,5.0,2022,73
3.0,1:10,3.0,25.0,NYJ 9,17.0,19.0,Breece Hall up the middle for 17 yards (tackle by Jerome Baker),-3.18,-1.63,5.0,2022,73
3.0,0:31,4.0,8.0,NYJ 26,17.0,19.0,"Braden Mann punts 51 yards, returned by Tyreek Hill for -2 yards (tackle by Brandin Echols and Justin Hardee)",-1.63,-0.34,5.0,2022,73
3.0,0:22,1.0,10.0,MIA 21,17.0,19.0,Raheem Mostert left guard for 4 yards (tackle by C.J. Mosley and Quinnen Williams),0.34,0.34,5.0,2022,73
4.0,15:00,2.0,6.0,MIA 25,17.0,19.0,Skylar Thompson pass incomplete short right intended for Raheem Mostert,0.34,-0.36,5.0,2022,73
4.0,14:56,3.0,6.0,MIA 25,17.0,19.0,"Skylar Thompson pass incomplete deep right intended for Jaylen Waddle (defended by Michael Carter). Penalty on Michael Carter: Defensive Pass Interference, 34 yards (accepted) (no play)",-0.36,2.85,5.0,2022,73
4.0,14:50,1.0,10.0,NYJ 41,17.0,19.0,Raheem Mostert left guard for 5 yards (tackle by Micheal Clemons),2.85,2.98,5.0,2022,73
4.0,14:01,2.0,5.0,NYJ 36,17.0,19.0,"Penalty on Greg Little: False Start, 5 yards (accepted) (no play)",2.98,2.31,5.0,2022,73
4.0,14:01,2.0,10.0,NYJ 41,17.0,19.0,Skylar Thompson pass incomplete short middle intended for Tanner Conner,2.31,1.62,5.0,2022,73
4.0,13:58,,,,,,Timeout #1 by Miami Dolphins,,,5.0,2022,73
4.0,13:58,3.0,10.0,NYJ 41,17.0,19.0,Skylar Thompson pass complete short right to Jaylen Waddle for 5 yards (tackle by Jordan Whitehead),1.62,0.88,5.0,2022,73
4.0,13:19,4.0,5.0,NYJ 36,17.0,19.0,Jason Sanders 54 yard field goal no good,0.88,-1.86,5.0,2022,73
4.0,13:15,1.0,10.0,NYJ 44,17.0,19.0,Zach Wilson pass complete deep right to Corey Davis for 21 yards (tackle by Nik Needham),1.86,3.25,5.0,2022,73
4.0,12:45,1.0,10.0,MIA 35,17.0,19.0,Michael Carter left end for 8 yards (tackle by Brandon Jones),3.25,3.78,5.0,2022,73
4.0,12:06,2.0,2.0,MIA 27,17.0,19.0,Breece Hall up the middle for 1 yard (tackle by Zach Sieler and Elandon Roberts),3.78,3.2,5.0,2022,73
4.0,11:23,,,,,,Timeout #1 by New York Jets,,,5.0,2022,73
4.0,11:23,3.0,1.0,MIA 26,17.0,19.0,Zach Wilson pass complete short right to Garrett Wilson for 3 yards (tackle by Kader Kohou),3.2,4.04,5.0,2022,73
4.0,10:48,1.0,10.0,MIA 23,17.0,19.0,Breece Hall right tackle for 1 yard (tackle by Andrew Van Ginkel),4.04,3.63,5.0,2022,73
4.0,10:13,2.0,9.0,MIA 22,17.0,19.0,Zach Wilson pass complete short right to Breece Hall for 21 yards (tackle by Duke Riley),3.63,6.97,5.0,2022,73
4.0,9:26,1.0,1.0,MIA 1,17.0,25.0,"Michael Carter right tackle for 1 yard, touchdown",6.97,7.0,5.0,2022,73
4.0,9:22,,,MIA 15,17.0,26.0,Greg Zuerlein kicks extra point good,0.0,0.0,5.0,2022,73
4.0,9:22,,,NYJ 35,17.0,26.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,73
4.0,9:22,1.0,10.0,MIA 25,17.0,26.0,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",0.61,0.28,5.0,2022,73
4.0,9:22,1.0,15.0,MIA 20,17.0,26.0,"Skylar Thompson sacked by Carl Lawson for -3 yards. Skylar Thompson fumbles (forced by Carl Lawson), recovered by Quinnen Williams at MIA-17 and returned for 12 yards (tackle by Greg Little)",0.28,-6.06,5.0,2022,73
4.0,9:13,1.0,5.0,MIA 5,17.0,32.0,"Breece Hall right tackle for 5 yards, touchdown",6.06,7.0,5.0,2022,73
4.0,9:08,,,MIA 15,17.0,33.0,Greg Zuerlein kicks extra point good,0.0,0.0,5.0,2022,73
4.0,9:08,,,NYJ 35,17.0,33.0,"Penalty on MIA: Personal Foul / Defense, 15 yards (accepted) (no play)",0.0,0.0,5.0,2022,73
4.0,9:08,,,NYJ 50,17.0,33.0,"Greg Zuerlein kicks off 50 yards, touchback.",0.0,0.61,5.0,2022,73
4.0,9:08,1.0,10.0,MIA 25,17.0,33.0,Skylar Thompson pass incomplete deep left intended for Cedrick Wilson (defended by Michael Carter),0.61,0.06,5.0,2022,73
4.0,9:01,2.0,10.0,MIA 25,17.0,33.0,Skylar Thompson pass complete short left to Cedrick Wilson for 9 yards (tackle by C.J. Mosley),0.06,0.56,5.0,2022,73
4.0,8:22,3.0,1.0,MIA 34,17.0,33.0,Myles Gaskin up the middle for no gain (tackle by Jordan Whitehead),0.56,-1.11,5.0,2022,73
4.0,7:38,4.0,1.0,MIA 34,17.0,33.0,Raheem Mostert right end for -4 yards (tackle by Kwon Alexander),-1.11,-3.58,5.0,2022,73
4.0,7:31,1.0,10.0,MIA 30,17.0,33.0,Breece Hall right end for -5 yards (tackle by Christian Wilkins),3.58,2.36,5.0,2022,73
4.0,6:49,2.0,15.0,MIA 35,17.0,33.0,Breece Hall up the middle for 4 yards (tackle by Brandon Jones),2.36,2.21,5.0,2022,73
4.0,6:04,3.0,11.0,MIA 31,17.0,33.0,Breece Hall right guard for 15 yards (tackle by Jaelan Phillips),2.21,4.51,5.0,2022,73
4.0,5:18,1.0,10.0,MIA 16,17.0,33.0,Michael Carter left guard for 1 yard (tackle by Melvin Ingram and Zach Sieler),4.51,4.05,5.0,2022,73
4.0,4:31,2.0,9.0,MIA 15,17.0,39.0,"Braxton Berrios for 15 yards, touchdown",4.05,7.0,5.0,2022,73
4.0,4:24,,,MIA 15,17.0,40.0,Greg Zuerlein kicks extra point good,0.0,0.0,5.0,2022,73
4.0,4:24,,,NYJ 35,17.0,40.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,73
4.0,4:24,1.0,10.0,MIA 25,17.0,40.0,Skylar Thompson pass complete short right to Myles Gaskin for 6 yards (tackle by Sauce Gardner and Kwon Alexander),0.61,0.87,5.0,2022,73
4.0,3:46,2.0,4.0,MIA 31,17.0,40.0,Skylar Thompson pass complete deep middle to Mike Gesicki for 30 yards (tackle by C.J. Mosley),0.87,2.98,5.0,2022,73
4.0,2:50,1.0,10.0,NYJ 39,17.0,40.0,Skylar Thompson pass incomplete deep right intended for Cedrick Wilson,2.98,2.44,5.0,2022,73
4.0,2:45,2.0,10.0,NYJ 39,17.0,40.0,Skylar Thompson pass complete short right to Cedrick Wilson for 11 yards (tackle by Solomon Thomas),2.44,3.71,5.0,2022,73
4.0,2:01,1.0,10.0,NYJ 28,17.0,40.0,Skylar Thompson pass complete short middle to Jaylen Waddle for 11 yards (tackle by Sauce Gardner and C.J. Mosley),3.71,4.44,5.0,2022,73
4.0,1:57,1.0,10.0,NYJ 17,17.0,40.0,"Skylar Thompson pass complete short right to Myles Gaskin for 2 yards (tackle by Kwon Alexander). Penalty on Connor Williams: Unnecessary Roughness / Offense, 15 yards (accepted)",4.44,2.14,5.0,2022,73
4.0,1:45,2.0,23.0,NYJ 30,17.0,40.0,Skylar Thompson pass complete short right to Myles Gaskin for 16 yards (tackle by Michael Carter),2.14,3.5,5.0,2022,73
4.0,1:11,3.0,7.0,NYJ 14,17.0,40.0,Skylar Thompson pass incomplete short left intended for Myles Gaskin,3.5,2.51,5.0,2022,73
4.0,1:06,4.0,7.0,NYJ 14,17.0,40.0,"Skylar Thompson pass incomplete short right intended for Myles Gaskin (defended by Michael Carter) Penalty on MIA: Illegal Formation, 5 yards (declined)",2.51,0.28,5.0,2022,73
4.0,0:59,1.0,10.0,NYJ 14,17.0,40.0,Zach Wilson kneels for -1 yards,-0.28,-0.85,5.0,2022,73
4.0,0:33,2.0,11.0,NYJ 13,17.0,40.0,Zach Wilson kneels for -1 yards,-0.85,-1.65,5.0,2022,73
