Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA,week,year,game_id
1.0,5:02,1.0,10.0,HOU 48,0.0,0.0,Travis Etienne right end for 4 yards (tackle by Roy Lopez and Jalen Reeves-Maybin),2.39,2.39,5.0,2022,72
1.0,4:36,2.0,6.0,HOU 44,0.0,0.0,Trevor Lawrence pass complete short right to Chris Manhertz for 12 yards (tackle by Derek Stingley),2.39,3.45,5.0,2022,72
1.0,4:14,1.0,10.0,HOU 32,0.0,0.0,James Robinson up the middle for 9 yards (tackle by Jalen Pitre),3.45,4.05,5.0,2022,72
1.0,3:49,2.0,2.0,HOU 23,0.0,0.0,James Robinson right end for 4 yards (tackle by Jerry Hughes and Jalen Pitre),4.05,4.31,5.0,2022,72
1.0,3:21,1.0,10.0,HOU 19,0.0,0.0,Trevor Lawrence pass complete short right to Chris Manhertz for 3 yards (tackle by Jalen Reeves-Maybin),4.31,4.18,5.0,2022,72
1.0,2:56,2.0,7.0,HOU 16,0.0,0.0,James Robinson up the middle for 7 yards (tackle by Derek Stingley and Mario Addison),4.18,5.14,5.0,2022,72
1.0,2:14,1.0,9.0,HOU 9,0.0,0.0,James Robinson up the middle for 1 yard (tackle by Ogbonnia Okoronkwo),5.14,4.57,5.0,2022,72
1.0,1:37,2.0,8.0,HOU 8,0.0,0.0,Trevor Lawrence pass incomplete short middle intended for Evan Engram,4.57,3.58,5.0,2022,72
1.0,1:33,3.0,8.0,HOU 8,0.0,0.0,Trevor Lawrence pass incomplete short left,3.58,2.95,5.0,2022,72
1.0,1:25,4.0,8.0,HOU 8,0.0,3.0,Riley Patterson 26 yard field goal good,2.95,3.0,5.0,2022,72
1.0,1:22,,,JAX 35,0.0,3.0,"Riley Patterson kicks off 64 yards, returned by Tremon Smith for 24 yards (tackle by Shaquille Quarterman and Daniel Thomas)",0.0,0.61,5.0,2022,72
1.0,1:17,1.0,10.0,HOU 25,0.0,3.0,Dameon Pierce left end for 1 yard (tackle by Foyesade Oluokun),0.61,0.2,5.0,2022,72
1.0,0:41,2.0,9.0,HOU 26,0.0,3.0,Dameon Pierce up the middle for 12 yards (tackle by Tyson Campbell),0.2,1.47,5.0,2022,72
1.0,0:05,1.0,10.0,HOU 38,0.0,3.0,Dameon Pierce right end for 7 yards (tackle by Travon Walker and Corey Peters),1.47,1.87,5.0,2022,72
2.0,15:00,2.0,3.0,HOU 45,0.0,3.0,Dameon Pierce up the middle for 17 yards (tackle by Shaquill Griffin),1.87,3.05,5.0,2022,72
2.0,14:22,1.0,10.0,JAX 38,0.0,3.0,Davis Mills pass complete short left to Brandin Cooks for 6 yards (tackle by Rayshawn Jenkins),3.05,3.32,5.0,2022,72
2.0,13:50,2.0,4.0,JAX 32,0.0,3.0,Rex Burkhead left end for no gain (tackle by Rayshawn Jenkins),3.32,2.61,5.0,2022,72
2.0,13:08,3.0,4.0,JAX 32,0.0,3.0,Dameon Pierce up the middle for 1 yard (tackle by Travon Walker and Devin Lloyd),2.61,1.38,5.0,2022,72
2.0,12:29,4.0,3.0,JAX 31,3.0,3.0,Ka'imi Fairbairn 50 yard field goal good,1.38,3.0,5.0,2022,72
2.0,12:24,,,HOU 35,3.0,3.0,"Ka'imi Fairbairn kicks off 70 yards, returned by Jamal Agnew for 21 yards (tackle by Eric Murray and M.J. Stewart). Penalty on Andrew Wingard: Offensive Illegal Block Above the Waist, 8 yards (accepted)",0.0,-0.38,5.0,2022,72
2.0,12:18,1.0,10.0,JAX 8,3.0,3.0,Jamycal Hasty right end for 6 yards (tackle by Roy Lopez),-0.38,-0.32,5.0,2022,72
2.0,11:39,2.0,4.0,JAX 14,3.0,3.0,Jamal Agnew left end for 3 yards (tackle by Rasheem Green),-0.32,-0.37,5.0,2022,72
2.0,11:03,3.0,1.0,JAX 17,3.0,3.0,Trevor Lawrence left end for 3 yards (tackle by Christian Kirksey),-0.37,0.28,5.0,2022,72
2.0,10:22,1.0,10.0,JAX 20,3.0,3.0,Trevor Lawrence pass complete deep left to Marvin Jones for 37 yards (tackle by Jonathan Owens),0.28,2.72,5.0,2022,72
2.0,9:35,1.0,10.0,HOU 43,3.0,3.0,Travis Etienne left end for 3 yards (tackle by Jalen Pitre),2.72,2.58,5.0,2022,72
2.0,8:55,2.0,7.0,HOU 40,3.0,3.0,Trevor Lawrence pass incomplete short left intended for Zay Jones (defended by Garret Wallow),2.58,1.88,5.0,2022,72
2.0,8:50,3.0,7.0,HOU 40,3.0,3.0,James Robinson up the middle for 3 yards (tackle by Rasheem Green),1.88,0.79,5.0,2022,72
2.0,8:10,4.0,4.0,HOU 37,3.0,3.0,Trevor Lawrence pass incomplete short middle intended for Christian Kirk (defended by Desmond King),0.79,-1.4,5.0,2022,72
2.0,8:07,1.0,10.0,HOU 37,3.0,3.0,Davis Mills up the middle for 3 yards (tackle by Devin Lloyd),1.4,1.26,5.0,2022,72
2.0,7:37,2.0,7.0,HOU 40,3.0,3.0,"Davis Mills pass incomplete (defended by Foyesade Oluokun). Penalty on Devin Lloyd: Defensive Holding, 5 yards (accepted) (no play)",1.26,1.93,5.0,2022,72
2.0,7:32,1.0,10.0,HOU 45,3.0,3.0,Dameon Pierce left end for 5 yards (tackle by Devin Lloyd and Rayshawn Jenkins),1.93,2.06,5.0,2022,72
2.0,6:55,2.0,5.0,JAX 50,3.0,3.0,Dameon Pierce left end for 5 yards (tackle by Foyesade Oluokun and DaVon Hamilton),2.06,2.59,5.0,2022,72
2.0,6:12,1.0,10.0,JAX 45,3.0,3.0,Davis Mills pass complete short middle to Dameon Pierce for 11 yards (tackle by Andre Cisco),2.59,3.31,5.0,2022,72
2.0,5:21,1.0,10.0,JAX 34,3.0,3.0,"Penalty on HOU: Delay of Game, 5 yards (accepted) (no play)",3.31,2.98,5.0,2022,72
2.0,4:58,1.0,15.0,JAX 39,3.0,3.0,Davis Mills pass complete short left to Rex Burkhead for 4 yards (tackle by Devin Lloyd),2.98,2.64,5.0,2022,72
2.0,4:16,2.0,11.0,JAX 35,3.0,3.0,Davis Mills pass complete short left to Dameon Pierce for 2 yards (tackle by Devin Lloyd),2.64,2.21,5.0,2022,72
2.0,3:32,3.0,9.0,JAX 33,3.0,3.0,Davis Mills pass incomplete short left intended for Nico Collins,2.21,1.15,5.0,2022,72
2.0,3:28,4.0,9.0,JAX 33,6.0,3.0,Ka'imi Fairbairn 51 yard field goal good,1.15,3.0,5.0,2022,72
2.0,3:23,,,HOU 35,6.0,3.0,"Ka'imi Fairbairn kicks off 67 yards, returned by Jamal Agnew for 25 yards (tackle by Dare Ogunbowale and Jake Hansen)",0.0,0.48,5.0,2022,72
2.0,3:17,1.0,10.0,JAX 23,6.0,3.0,Travis Etienne left end for -3 yards (tackle by Garret Wallow),0.48,-0.47,5.0,2022,72
2.0,2:40,2.0,13.0,JAX 20,6.0,3.0,"Penalty on Ben Bartch: False Start, 5 yards (accepted) (no play)",-0.47,-1.28,5.0,2022,72
2.0,2:27,2.0,18.0,JAX 15,6.0,3.0,Trevor Lawrence pass complete deep middle to Evan Engram for 25 yards (tackle by Jalen Pitre),-1.28,1.6,5.0,2022,72
2.0,2:00,1.0,10.0,JAX 40,6.0,3.0,Travis Etienne up the middle for 9 yards (tackle by Kamu Grugier-Hill and Jalen Pitre),1.6,2.27,5.0,2022,72
2.0,1:26,2.0,1.0,JAX 49,6.0,3.0,Trevor Lawrence pass complete short middle to James Robinson for 10 yards (tackle by Garret Wallow),2.27,2.85,5.0,2022,72
2.0,0:59,1.0,10.0,HOU 41,6.0,3.0,Trevor Lawrence pass complete deep right to Dan Arnold for 20 yards (tackle by Jalen Pitre),2.85,4.17,5.0,2022,72
2.0,0:50,,,,,,Timeout #1 by Jacksonville Jaguars,,,5.0,2022,72
2.0,0:50,1.0,10.0,HOU 21,6.0,3.0,Trevor Lawrence pass complete short middle to Christian Kirk for 5 yards (tackle by Kamu Grugier-Hill),4.17,4.37,5.0,2022,72
2.0,0:26,2.0,5.0,HOU 16,6.0,3.0,Trevor Lawrence pass incomplete short middle intended for Dan Arnold,4.37,3.63,5.0,2022,72
2.0,0:23,,,,,,Timeout #2 by Jacksonville Jaguars,,,5.0,2022,72
2.0,0:23,3.0,5.0,HOU 16,6.0,3.0,"Trevor Lawrence pass complete short right to Travis Etienne for no gain (tackle by Kamu Grugier-Hill). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (accepted) (no play)",3.63,2.28,5.0,2022,72
2.0,0:15,3.0,15.0,HOU 26,6.0,3.0,"Trevor Lawrence pass complete short middle to Travis Etienne for no gain. Travis Etienne fumbles (forced by Christian Kirksey), recovered by Jalen Pitre at HOU-11 (tackle by Dan Arnold and Travis Etienne) Replay Assistant challenged the fumble ruling, and the original play was overturned. Trevor Lawrence pass incomplete short middle intended for Travis Etienne (defended by Christian Kirksey)",2.28,1.74,5.0,2022,72
2.0,0:11,4.0,15.0,HOU 26,6.0,6.0,"Riley Patterson 45 yard field goal good. Penalty on Tremon Smith: Defensive Offside, 5 yards (declined)",1.74,3.0,5.0,2022,72
2.0,0:06,,,JAX 35,6.0,6.0,"Riley Patterson kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,72
2.0,0:06,1.0,10.0,HOU 25,6.0,6.0,Davis Mills kneels for -1 yards,0.61,-0.07,5.0,2022,72
3.0,15:00,,,HOU 35,6.0,6.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,72
3.0,15:00,1.0,10.0,JAX 25,6.0,6.0,Travis Etienne up the middle for 2 yards (tackle by Rasheem Green),0.61,0.33,5.0,2022,72
3.0,14:28,2.0,8.0,JAX 27,6.0,6.0,Trevor Lawrence pass complete deep middle to Evan Engram for 28 yards (tackle by Jalen Pitre and Jonathan Owens),0.33,2.59,5.0,2022,72
3.0,14:03,1.0,10.0,HOU 45,6.0,6.0,Travis Etienne up the middle for -1 yards (tackle by Maliek Collins and Desmond King),2.59,1.91,5.0,2022,72
3.0,13:26,2.0,11.0,HOU 46,6.0,6.0,Trevor Lawrence pass complete short middle to Marvin Jones for 17 yards (tackle by Jalen Pitre),1.91,3.64,5.0,2022,72
3.0,12:45,1.0,10.0,HOU 29,6.0,6.0,Trevor Lawrence scrambles left end for 6 yards (tackle by Garret Wallow),3.64,3.91,5.0,2022,72
3.0,12:09,2.0,4.0,HOU 23,6.0,6.0,Travis Etienne right end for no gain (tackle by Desmond King),3.91,3.2,5.0,2022,72
3.0,11:24,3.0,4.0,HOU 23,6.0,6.0,Trevor Lawrence pass complete short left to Zay Jones for 7 yards (tackle by Steven Nelson and Christian Kirksey),3.2,4.51,5.0,2022,72
3.0,10:50,1.0,10.0,HOU 16,6.0,6.0,Travis Etienne right end for 9 yards (tackle by Kamu Grugier-Hill),4.51,5.54,5.0,2022,72
3.0,10:12,2.0,1.0,HOU 7,6.0,6.0,Trevor Lawrence pass short right intended for Zay Jones is intercepted by Derek Stingley in end zone and returned for 9 yards (tackle by Trevor Lawrence),5.54,0.38,5.0,2022,72
3.0,10:04,1.0,10.0,HOU 2,6.0,6.0,Dameon Pierce up the middle for 1 yard (tackle by Travon Walker and Rayshawn Jenkins),-0.38,-0.71,5.0,2022,72
3.0,9:19,2.0,9.0,HOU 3,6.0,6.0,Davis Mills pass complete short right to Brandin Cooks for 3 yards (tackle by Tyson Campbell),-0.71,-0.95,5.0,2022,72
3.0,8:42,3.0,6.0,HOU 6,6.0,6.0,Rex Burkhead right guard for 9 yards (tackle by Devin Lloyd and Rayshawn Jenkins),-0.95,-0.22,5.0,2022,72
3.0,8:04,1.0,10.0,HOU 15,6.0,6.0,Dameon Pierce left end for 6 yards (tackle by Devin Lloyd),-0.22,0.21,5.0,2022,72
3.0,7:24,2.0,4.0,HOU 21,6.0,6.0,Dameon Pierce up the middle for 3 yards (tackle by Rayshawn Jenkins),0.21,-0.27,5.0,2022,72
3.0,6:40,3.0,1.0,HOU 24,6.0,6.0,Dameon Pierce up the middle for 2 yards (tackle by Corey Peters),-0.27,0.67,5.0,2022,72
3.0,5:58,1.0,10.0,HOU 26,6.0,6.0,Davis Mills pass complete short right to Mason Schreck for 6 yards (tackle by Foyesade Oluokun),0.67,0.94,5.0,2022,72
3.0,5:19,2.0,4.0,HOU 32,6.0,6.0,Dameon Pierce up the middle for -1 yards (tackle by Foyesade Oluokun and Rayshawn Jenkins),0.94,0.17,5.0,2022,72
3.0,4:34,3.0,4.0,HOU 31,6.0,6.0,Davis Mills pass complete short left to Jordan Akins for 11 yards (tackle by Rayshawn Jenkins),0.17,1.73,5.0,2022,72
3.0,3:54,1.0,10.0,HOU 42,6.0,6.0,Rex Burkhead right end for 6 yards (tackle by Rayshawn Jenkins),1.73,2.0,5.0,2022,72
3.0,3:16,2.0,4.0,HOU 48,6.0,6.0,Dameon Pierce up the middle for 2 yards (tackle by Rayshawn Jenkins),2.0,1.55,5.0,2022,72
3.0,2:34,3.0,2.0,JAX 50,6.0,6.0,Davis Mills pass complete short right to Dameon Pierce for 1 yard (tackle by Foyesade Oluokun and Devin Lloyd),1.55,0.0,5.0,2022,72
3.0,2:01,4.0,1.0,JAX 49,6.0,6.0,"Cameron Johnston punts 40 yards, fair catch by Jamal Agnew at JAC-9",0.0,0.38,5.0,2022,72
3.0,1:54,1.0,10.0,JAX 9,6.0,6.0,James Robinson left end for -2 yards (tackle by Neville Hewitt),-0.38,-0.93,5.0,2022,72
3.0,1:19,2.0,12.0,JAX 7,6.0,6.0,Trevor Lawrence pass complete short middle to Evan Engram for 4 yards (tackle by Neville Hewitt),-0.93,-1.19,5.0,2022,72
3.0,0:42,3.0,8.0,JAX 11,6.0,6.0,Trevor Lawrence pass complete deep middle to Marvin Jones for 20 yards (tackle by Derek Stingley),-1.19,1.0,5.0,2022,72
3.0,0:05,1.0,10.0,JAX 31,6.0,6.0,James Robinson up the middle for 3 yards (tackle by Steven Nelson),1.0,0.87,5.0,2022,72
4.0,15:00,2.0,7.0,JAX 34,6.0,6.0,Trevor Lawrence pass complete short right to James Robinson for 2 yards (tackle by Maliek Collins),0.87,0.5,5.0,2022,72
4.0,14:21,3.0,4.0,JAX 36,6.0,6.0,"Trevor Lawrence scrambles left end for 12 yards (tackle by Christian Kirksey). Penalty on Desmond King: Defensive Holding, 5 yards (accepted)",0.5,2.46,5.0,2022,72
4.0,13:54,1.0,10.0,HOU 47,6.0,6.0,Trevor Lawrence pass incomplete deep left intended for Christian Kirk,2.46,1.91,5.0,2022,72
4.0,13:47,2.0,10.0,HOU 47,6.0,6.0,Trevor Lawrence pass complete short right to Zay Jones for 3 yards (tackle by Christian Kirksey and Desmond King),1.91,1.62,5.0,2022,72
4.0,13:04,3.0,7.0,HOU 44,6.0,6.0,Trevor Lawrence pass complete short left to Evan Engram for 6 yards (tackle by Steven Nelson and Christian Kirksey),1.62,0.72,5.0,2022,72
4.0,12:36,4.0,1.0,HOU 38,6.0,6.0,James Robinson up the middle for no gain (tackle by Christian Kirksey and Maliek Collins),0.72,-1.47,5.0,2022,72
4.0,12:27,1.0,10.0,HOU 38,6.0,6.0,Davis Mills sacked by Foyesade Oluokun for -8 yards,1.47,-0.16,5.0,2022,72
4.0,11:48,2.0,18.0,HOU 30,6.0,6.0,Dameon Pierce up the middle for 3 yards (tackle by Devin Lloyd),-0.16,-0.43,5.0,2022,72
4.0,11:05,3.0,15.0,HOU 33,6.0,6.0,Davis Mills pass complete short left to Rex Burkhead for 9 yards (tackle by Foyesade Oluokun),-0.43,-0.59,5.0,2022,72
4.0,10:28,4.0,6.0,HOU 42,6.0,6.0,"Cameron Johnston punts 58 yards, touchback.",-0.59,-0.28,5.0,2022,72
4.0,10:21,1.0,10.0,JAX 20,6.0,6.0,Trevor Lawrence pass incomplete short middle intended for Zay Jones,0.28,-0.27,5.0,2022,72
4.0,10:17,2.0,10.0,JAX 20,6.0,6.0,Trevor Lawrence pass incomplete short left intended for Marvin Jones,-0.27,-0.96,5.0,2022,72
4.0,10:12,3.0,10.0,JAX 20,6.0,6.0,"Penalty on JAX: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",-0.96,-1.86,5.0,2022,72
4.0,10:12,3.0,15.0,JAX 15,6.0,6.0,Trevor Lawrence pass incomplete short right intended for Jamal Agnew,-1.86,-2.44,5.0,2022,72
4.0,10:09,4.0,15.0,JAX 15,6.0,6.0,"Logan Cooke punts 62 yards, returned by Tremon Smith for 3 yards (tackle by Chris Claybrooks)",-2.44,-0.67,5.0,2022,72
4.0,9:59,1.0,10.0,HOU 26,6.0,6.0,Dameon Pierce left guard for 1 yard (tackle by Roy Robertson-Harris),0.67,0.27,5.0,2022,72
4.0,9:15,2.0,9.0,HOU 27,6.0,6.0,Davis Mills pass complete short left to Brandin Cooks for 7 yards (tackle by Corey Peters),0.27,0.5,5.0,2022,72
4.0,8:29,3.0,2.0,HOU 34,6.0,6.0,"Davis Mills pass complete deep left to Nico Collins for 23 yards (tackle by Tyson Campbell). Penalty on Tyson Campbell: Defensive Pass Interference, 15 yards (declined)",0.5,2.72,5.0,2022,72
4.0,8:20,1.0,10.0,JAX 43,6.0,6.0,"Dameon Pierce for no gain. Penalty on Phillip Dorsett: Offensive Holding, 10 yards (accepted) (no play)",2.72,2.06,5.0,2022,72
4.0,7:34,1.0,20.0,HOU 47,6.0,6.0,Davis Mills pass incomplete short right intended for O.J. Howard,2.06,0.83,5.0,2022,72
4.0,7:30,2.0,20.0,HOU 47,6.0,6.0,Davis Mills pass incomplete short middle intended for Dameon Pierce,0.83,0.17,5.0,2022,72
4.0,7:26,3.0,20.0,HOU 47,6.0,6.0,"Penalty on Travon Walker: Unnecessary Roughness / Defense, 15 yards (accepted) Penalty on Travon Walker: Neutral Zone Infraction, 5 yards (declined) (no play)",0.17,3.05,5.0,2022,72
4.0,7:26,1.0,10.0,JAX 38,6.0,6.0,Dameon Pierce right end for -1 yards (tackle by Shaquill Griffin and Rayshawn Jenkins),3.05,2.37,5.0,2022,72
4.0,6:45,2.0,11.0,JAX 39,6.0,6.0,Davis Mills pass complete short left to Nico Collins for 6 yards (tackle by Tyson Campbell),2.37,2.48,5.0,2022,72
4.0,6:23,3.0,5.0,JAX 33,6.0,6.0,"Penalty on Tytus Howard: False Start, 5 yards (accepted) (no play)",2.48,1.82,5.0,2022,72
4.0,6:10,3.0,10.0,JAX 38,6.0,6.0,Davis Mills pass complete short right to Jordan Akins for 11 yards (tackle by Shaquill Griffin),1.82,3.78,5.0,2022,72
4.0,5:43,1.0,10.0,JAX 27,6.0,6.0,Dameon Pierce left end for 5 yards (tackle by Foyesade Oluokun and Tyson Campbell),3.78,3.91,5.0,2022,72
4.0,5:04,2.0,5.0,JAX 22,6.0,6.0,Dameon Pierce up the middle for 20 yards (tackle by Dawuane Smoot and Andre Cisco),3.91,6.74,5.0,2022,72
4.0,4:11,,,,,,Timeout #1 by Houston Texans,,,5.0,2022,72
4.0,4:11,1.0,2.0,JAX 2,6.0,6.0,"Dameon Pierce right end for 1 yard (tackle by DaVon Hamilton and Chad Muma) JAX challenged the runner was down by contact ruling, and the play was upheld.",6.74,5.91,5.0,2022,72
4.0,3:14,2.0,1.0,JAX 1,12.0,6.0,"Dameon Pierce for 1 yard, touchdown",5.91,7.0,5.0,2022,72
4.0,3:11,,,JAX 15,13.0,6.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,5.0,2022,72
4.0,3:11,,,HOU 35,13.0,6.0,"Ka'imi Fairbairn kicks off 67 yards, returned by Jamal Agnew for 16 yards (tackle by Dare Ogunbowale)",0.0,-0.28,5.0,2022,72
4.0,3:06,1.0,10.0,JAX 14,13.0,6.0,Trevor Lawrence scrambles up the middle for 8 yards (tackle by Desmond King),-0.28,0.28,5.0,2022,72
4.0,2:45,2.0,3.0,JAX 21,13.0,6.0,Trevor Lawrence pass incomplete short middle intended for Evan Engram,0.28,-0.51,5.0,2022,72
4.0,2:42,3.0,3.0,JAX 22,13.0,6.0,Trevor Lawrence pass complete short right to Marvin Jones for 6 yards (tackle by Desmond King),-0.51,0.81,5.0,2022,72
4.0,2:19,1.0,10.0,JAX 28,13.0,6.0,Trevor Lawrence pass complete short left to Evan Engram for 5 yards (tackle by Steven Nelson),0.81,0.94,5.0,2022,72
4.0,2:13,2.0,5.0,JAX 33,13.0,6.0,Trevor Lawrence pass complete deep right to Marvin Jones for 17 yards (tackle by Derek Stingley),0.94,2.26,5.0,2022,72
4.0,2:00,1.0,10.0,HOU 50,13.0,6.0,Trevor Lawrence pass incomplete short left intended for Travis Etienne,2.26,1.71,5.0,2022,72
4.0,1:56,2.0,10.0,HOU 50,13.0,6.0,Trevor Lawrence pass incomplete deep right intended for Evan Engram,1.71,1.03,5.0,2022,72
4.0,1:51,3.0,10.0,HOU 50,13.0,6.0,Trevor Lawrence pass incomplete short middle intended for Marvin Jones (defended by Rasheem Green),1.03,-0.06,5.0,2022,72
4.0,1:47,4.0,10.0,HOU 50,13.0,6.0,Trevor Lawrence pass incomplete deep right intended for Evan Engram,-0.06,-2.26,5.0,2022,72
4.0,1:41,1.0,10.0,HOU 50,13.0,6.0,Dameon Pierce up the middle for 1 yard (tackle by Corey Peters and Tyson Campbell),2.26,1.85,5.0,2022,72
4.0,1:37,,,,,,Timeout #2 by Jacksonville Jaguars,,,5.0,2022,72
4.0,1:37,2.0,9.0,JAX 49,13.0,6.0,Dameon Pierce right end for 2 yards (tackle by Travon Walker),1.85,1.42,5.0,2022,72
4.0,1:34,,,,,,Timeout #3 by Jacksonville Jaguars,,,5.0,2022,72
4.0,1:34,3.0,7.0,JAX 47,13.0,6.0,Dameon Pierce for -2 yards (tackle by Josh Allen and Travon Walker),1.42,0.0,5.0,2022,72
4.0,0:47,,,,,,Timeout #2 by Houston Texans,,,5.0,2022,72
4.0,0:47,4.0,9.0,JAX 49,13.0,6.0,Cameron Johnston punts 36 yards out of bounds,0.0,0.32,5.0,2022,72
4.0,0:41,1.0,10.0,JAX 13,13.0,6.0,Trevor Lawrence pass incomplete deep middle intended for Zay Jones (defended by Desmond King),-0.32,-0.77,5.0,2022,72
4.0,0:36,2.0,10.0,JAX 13,13.0,6.0,"Trevor Lawrence pass complete short right to Marvin Jones for 5 yards, lateral to Christian Kirk for no gain (tackle by Derek Stingley)",-0.77,0.54,5.0,2022,72
4.0,0:19,1.0,10.0,JAX 24,13.0,6.0,Trevor Lawrence spiked the ball,0.54,0.0,5.0,2022,72
4.0,0:18,2.0,10.0,JAX 24,13.0,6.0,Trevor Lawrence pass incomplete deep right intended for Marvin Jones (defended by Derek Stingley),0.0,-0.69,5.0,2022,72
4.0,0:13,3.0,10.0,JAX 24,13.0,6.0,Trevor Lawrence pass complete short right to Travis Etienne for 11 yards (tackle by Derek Stingley),-0.69,1.27,5.0,2022,72
4.0,0:08,1.0,10.0,JAX 35,13.0,6.0,Trevor Lawrence pass complete short right to Travis Etienne for 12 yards (tackle by Derek Stingley),1.27,2.06,5.0,2022,72
4.0,0:03,1.0,10.0,JAX 47,13.0,6.0,Trevor Lawrence pass deep middle is intercepted by Desmond King at HOU-15 and returned for 29 yards,2.06,2.65,5.0,2022,72
