Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA,week,year,game_id
4,1:13,1.0,10.0,IND 47,6.0,9.0,Matt Ryan pass complete short middle to Parris Campbell for 10 yards (tackle by Essang Bassey and Alex Singleton),2.06,2.72,5.0,2022,65
4,1:08,,,,,,Timeout #1 by Denver Broncos,,,5.0,2022,65
4,1:08,1.0,10.0,DEN 43,6.0,9.0,Matt Ryan pass complete short left to Alec Pierce for 5 yards (tackle by Damarri Mathis),2.72,2.85,5.0,2022,65
4,0:52,2.0,5.0,DEN 38,6.0,9.0,"Matt Ryan pass complete short left to Kylen Granson for no gain. Penalty on Jonathan Kongbo: Defensive Offside, 4 yards (accepted) (no play)",2.85,3.39,5.0,2022,65
4,0:47,2.0,1.0,DEN 34,6.0,9.0,Deon Jackson up the middle for 17 yards (tackle by Caden Sterns and Kareem Jackson),3.39,4.44,5.0,2022,65
4,0:33,1.0,10.0,DEN 17,6.0,9.0,Matt Ryan pass complete short middle to Deon Jackson for 9 yards (tackle by Kareem Jackson),4.44,5.48,5.0,2022,65
4,0:14,2.0,1.0,DEN 8,6.0,9.0,Matt Ryan spiked the ball,5.48,4.8,5.0,2022,65
4,0:13,3.0,1.0,DEN 8,6.0,9.0,"Penalty on IND: Delay of Game, 5 yards (accepted) (no play)",4.8,3.68,5.0,2022,65
4,0:13,3.0,6.0,DEN 13,6.0,9.0,Matt Ryan pass incomplete short middle,3.68,2.59,5.0,2022,65
4,0:08,,,,,,Timeout #2 by Denver Broncos,,,5.0,2022,65
4,0:08,4.0,6.0,DEN 13,9.0,9.0,Chase McLaughlin 31 yard field goal good,2.59,3.0,5.0,2022,65
4,0:05,,,IND 35,9.0,9.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,65
4,0:05,1.0,10.0,DEN 25,9.0,9.0,Russell Wilson kneels for -1 yards,0.61,0.0,5.0,2022,65
,,,,,,,"Colts won the coin toss, Colts to receive the overtime kickoff.",,,5.0,2022,65
OT,10:00,,,DEN 35,9.0,9.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,65
OT,10:00,1.0,10.0,IND 25,9.0,9.0,Matt Ryan pass complete short right to Phillip Lindsay for 1 yard (tackle by Alex Singleton),0.61,0.2,5.0,2022,65
OT,9:25,2.0,9.0,IND 26,9.0,9.0,Matt Ryan pass complete short left to Kylen Granson for 16 yards (tackle by Kareem Jackson),0.2,1.73,5.0,2022,65
OT,8:49,1.0,10.0,IND 42,9.0,9.0,Deon Jackson up the middle for 9 yards (tackle by K'Waun Williams and Alex Singleton),1.73,2.4,5.0,2022,65
OT,8:10,2.0,1.0,DEN 49,9.0,9.0,Matt Ryan pass complete short right to Parris Campbell for 12 yards (tackle by Caden Sterns),2.4,3.12,5.0,2022,65
OT,7:37,1.0,10.0,DEN 37,9.0,9.0,Matt Ryan pass complete short left to Michael Pittman for 4 yards (tackle by Patrick Surtain),3.12,3.11,5.0,2022,65
OT,7:15,2.0,6.0,DEN 33,9.0,9.0,Phillip Lindsay right guard for 2 yards (tackle by Eyioma Uwazurike and Bradley Chubb),3.11,2.68,5.0,2022,65
OT,6:37,3.0,4.0,DEN 31,9.0,9.0,Matt Ryan scrambles up the middle for 1 yard (tackle by D.J. Jones),2.68,1.48,5.0,2022,65
OT,5:54,4.0,3.0,DEN 30,12.0,9.0,Chase McLaughlin 48 yard field goal good,1.48,3.0,5.0,2022,65
OT,5:50,,,IND 35,12.0,9.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,65
OT,5:50,1.0,10.0,DEN 25,12.0,9.0,Russell Wilson pass complete short middle to Melvin Gordon for 24 yards (tackle by Rodney Thomas),0.61,2.19,5.0,2022,65
OT,5:16,1.0,10.0,DEN 49,12.0,9.0,Russell Wilson pass complete deep right to Jerry Jeudy for 37 yards (tackle by Isaiah Rodgers),2.19,4.65,5.0,2022,65
OT,4:33,1.0,10.0,IND 14,12.0,9.0,Melvin Gordon right tackle for 3 yards (tackle by Zaire Franklin and Dayo Odeyingbo),4.65,4.52,5.0,2022,65
OT,3:55,2.0,7.0,IND 11,12.0,9.0,Melvin Gordon left guard for 5 yards (tackle by Rodney McLeod),4.52,4.73,5.0,2022,65
OT,3:17,3.0,2.0,IND 6,12.0,9.0,Melvin Gordon left guard for 1 yard (tackle by DeForest Buckner and Bobby Okereke),4.73,3.03,5.0,2022,65
OT,2:38,,,,,,Timeout #1 by Indianapolis Colts,,,5.0,2022,65
OT,2:38,,,,,,Timeout #1 by Denver Broncos,,,5.0,2022,65
OT,2:38,4.0,1.0,IND 5,12.0,9.0,Russell Wilson pass incomplete short middle intended for Courtland Sutton (defended by Stephon Gilmore),3.03,0.0,5.0,2022,65
