Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA,week,year,game_id
2.0,15:00,3.0,4.0,KAN 42,7.0,0.0,"Derek Carr pass incomplete deep right intended for Davante Adams. Penalty on Rashad Fenton: Defensive Pass Interference, 25 yards (accepted) (no play)",1.95,4.44,5.0,2022,80
2.0,14:55,1.0,10.0,KAN 17,7.0,0.0,Zamir White left end for -7 yards (tackle by Frank Clark),4.44,2.95,5.0,2022,80
2.0,14:14,2.0,17.0,KAN 24,7.0,0.0,"Derek Carr pass incomplete deep left intended for Davante Adams. Penalty on Jaylen Watson: Defensive Pass Interference, 23 yards (accepted) (no play)",2.95,6.97,5.0,2022,80
2.0,14:08,1.0,1.0,KAN 1,7.0,0.0,Derek Carr pass incomplete short right intended for Mack Hollins,6.97,5.91,5.0,2022,80
2.0,14:03,2.0,1.0,KAN 1,13.0,0.0,"Josh Jacobs up the middle for 1 yard, touchdown",5.91,7.0,5.0,2022,80
2.0,14:00,,,KAN 15,14.0,0.0,Daniel Carlson kicks extra point good,0.0,0.0,5.0,2022,80
2.0,14:00,,,LVR 35,14.0,0.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,80
2.0,14:00,1.0,10.0,KAN 25,14.0,0.0,Isiah Pacheco left end for no gain (tackle by Chandler Jones and Divine Deablo),0.61,0.06,5.0,2022,80
2.0,13:22,2.0,10.0,KAN 25,14.0,0.0,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Denzel Perryman),0.06,0.17,5.0,2022,80
2.0,12:39,3.0,4.0,KAN 31,14.0,0.0,Patrick Mahomes pass incomplete short right intended for Jerick McKinnon,0.17,-1.31,5.0,2022,80
2.0,12:32,4.0,4.0,KAN 31,14.0,0.0,"Tommy Townsend punts 46 yards, fair catch by Keelan Cole at LV-23",-1.31,-0.48,5.0,2022,80
2.0,12:25,1.0,10.0,LVR 23,14.0,0.0,Josh Jacobs right guard for 13 yards (tackle by Justin Reid),0.48,1.33,5.0,2022,80
2.0,11:46,1.0,10.0,LVR 36,14.0,0.0,Josh Jacobs left guard for 21 yards (tackle by Justin Reid),1.33,2.72,5.0,2022,80
2.0,10:58,1.0,10.0,KAN 43,14.0,0.0,Derek Carr pass incomplete short left intended for Davante Adams,2.72,2.18,5.0,2022,80
2.0,10:54,2.0,10.0,KAN 43,14.0,0.0,Derek Carr pass complete short left to Hunter Renfrow for 2 yards (tackle by Darius Harris),2.18,1.75,5.0,2022,80
2.0,10:16,3.0,8.0,KAN 41,14.0,0.0,Derek Carr pass complete short left to Josh Jacobs for 7 yards (tackle by Nick Bolton),1.75,1.1,5.0,2022,80
2.0,9:27,,,,,,Timeout #1 by Las Vegas Raiders,,,5.0,2022,80
2.0,9:27,4.0,1.0,KAN 34,17.0,0.0,Daniel Carlson 53 yard field goal good,1.1,3.0,5.0,2022,80
2.0,9:22,,,LVR 35,17.0,0.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,80
2.0,9:22,1.0,10.0,KAN 25,17.0,0.0,Patrick Mahomes pass incomplete short right intended for Skyy Moore,0.61,0.06,5.0,2022,80
2.0,9:16,2.0,10.0,KAN 25,17.0,0.0,Patrick Mahomes pass incomplete short right intended for JuJu Smith-Schuster,0.06,-0.62,5.0,2022,80
2.0,9:12,3.0,10.0,KAN 25,17.0,0.0,"Patrick Mahomes pass complete short middle to Marquez Valdes-Scantling for 18 yards (tackle by Nate Hobbs). Penalty on Chandler Jones: Defensive Offside, 5 yards (declined)",-0.62,1.8,5.0,2022,80
2.0,8:44,1.0,10.0,KAN 43,17.0,0.0,Patrick Mahomes sacked by Maxx Crosby for -7 yards,1.8,0.31,5.0,2022,80
2.0,8:05,2.0,17.0,KAN 36,17.0,0.0,Jerick McKinnon left end for 30 yards (tackle by Kendal Vickers and Nate Hobbs),0.31,3.31,5.0,2022,80
2.0,7:28,1.0,10.0,LVR 34,17.0,0.0,Jerick McKinnon left end for 9 yards (tackle by Denzel Perryman and Nate Hobbs),3.31,3.99,5.0,2022,80
2.0,6:53,2.0,1.0,LVR 25,17.0,0.0,Jerick McKinnon up the middle for 2 yards (tackle by Bilal Nichols and Denzel Perryman),3.99,4.04,5.0,2022,80
2.0,6:15,1.0,10.0,LVR 23,17.0,0.0,Patrick Mahomes pass complete short middle to Marquez Valdes-Scantling for 14 yards (tackle by Johnathan Abram),4.04,5.14,5.0,2022,80
2.0,5:36,1.0,9.0,LVR 9,17.0,0.0,Patrick Mahomes pass complete short right to Mecole Hardman for 2 yards (tackle by Rock Ya-Sin),5.14,4.76,5.0,2022,80
2.0,4:57,2.0,7.0,LVR 7,17.0,0.0,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 6 yards (tackle by Blake Martinez),4.76,5.17,5.0,2022,80
2.0,4:44,3.0,1.0,LVR 1,17.0,6.0,"Patrick Mahomes pass complete short middle to Travis Kelce for 1 yard, touchdown",5.17,7.0,5.0,2022,80
2.0,4:40,,,LVR 15,17.0,7.0,Matthew Wright kicks extra point good,0.0,0.0,5.0,2022,80
2.0,4:40,,,KAN 35,17.0,7.0,"Matthew Wright kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,80
2.0,4:40,1.0,10.0,LVR 25,17.0,7.0,Josh Jacobs up the middle for 8 yards (tackle by Derrick Nnadi and Darius Harris),0.61,1.14,5.0,2022,80
2.0,3:59,2.0,2.0,LVR 33,17.0,7.0,"Josh Jacobs up the middle for no gain (tackle by Darius Harris). Penalty on Thayer Munford: Offensive Holding, 10 yards (accepted) (no play)",1.14,-0.21,5.0,2022,80
2.0,3:35,2.0,12.0,LVR 23,17.0,7.0,Josh Jacobs right end for 6 yards (tackle by Leo Chenal),-0.21,-0.1,5.0,2022,80
2.0,2:54,,,,,,Timeout #2 by Las Vegas Raiders,,,5.0,2022,80
2.0,2:54,3.0,6.0,LVR 29,17.0,7.0,Derek Carr pass complete deep left to Davante Adams for 18 yards. Davante Adams fumbles (forced by L'Jarius Sneed),-0.1,1.86,5.0,2022,80
2.0,2:30,1.0,10.0,LVR 44,17.0,7.0,Josh Jacobs right end for 2 yards (tackle by Khalen Saunders),1.86,1.59,5.0,2022,80
2.0,2:00,2.0,8.0,LVR 46,17.0,7.0,Derek Carr pass complete short right to Josh Jacobs for no gain (tackle by Nick Bolton),1.59,0.89,5.0,2022,80
2.0,1:13,3.0,8.0,LVR 46,17.0,7.0,"Derek Carr sacked by Chris Jones for no gain. Derek Carr fumbles (forced by Chris Jones), recovered by Chris Jones at LV-42 (tackle by Chris Jones). Penalty on Chris Jones: Roughing the Passer, 14 yards (accepted) (no play)",0.89,2.92,5.0,2022,80
2.0,1:07,1.0,10.0,KAN 40,17.0,7.0,Josh Jacobs right tackle for 3 yards (tackle by Khalen Saunders),2.92,2.78,5.0,2022,80
2.0,0:37,2.0,7.0,KAN 37,17.0,7.0,Derek Carr pass incomplete deep left intended for Mack Hollins,2.78,2.08,5.0,2022,80
2.0,0:31,3.0,7.0,KAN 37,17.0,7.0,Josh Jacobs up the middle for 5 yards (tackle by L'Jarius Sneed and Bryan Cook),2.08,1.3,5.0,2022,80
2.0,0:21,,,,,,Timeout #2 by Kansas City Chiefs,,,5.0,2022,80
2.0,0:21,4.0,2.0,KAN 32,20.0,7.0,Daniel Carlson 50 yard field goal good,1.3,3.0,5.0,2022,80
2.0,0:17,,,LVR 35,20.0,7.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,80
2.0,0:17,1.0,10.0,KAN 25,20.0,7.0,"Patrick Mahomes pass complete short right to Jerick McKinnon for 12 yards (tackle by Roderic Teamer). Penalty on Roderic Teamer: Face Mask (15 Yards), 15 yards (accepted)",0.61,2.39,5.0,2022,80
2.0,0:12,1.0,10.0,LVR 48,20.0,7.0,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,2.39,1.85,5.0,2022,80
2.0,0:07,2.0,10.0,LVR 48,20.0,7.0,Patrick Mahomes pass complete short right to Jerick McKinnon for 7 yards (tackle by Matthias Farley),1.85,2.08,5.0,2022,80
2.0,0:03,,,,,,Timeout #3 by Kansas City Chiefs,,,5.0,2022,80
2.0,0:03,3.0,3.0,LVR 41,20.0,10.0,Matthew Wright 59 yard field goal good,2.08,3.0,5.0,2022,80
3.0,15:00,,,LVR 35,20.0,10.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,80
3.0,15:00,1.0,10.0,KAN 25,20.0,10.0,Patrick Mahomes pass complete short left to Marquez Valdes-Scantling for 8 yards (tackle by Amik Robertson),0.61,1.14,5.0,2022,80
3.0,14:22,2.0,2.0,KAN 33,20.0,10.0,Clyde Edwards-Helaire left tackle for 3 yards (tackle by Chandler Jones),1.14,1.33,5.0,2022,80
3.0,13:48,1.0,10.0,KAN 36,20.0,10.0,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 10 yards (tackle by Divine Deablo),1.33,1.99,5.0,2022,80
3.0,13:18,1.0,10.0,KAN 46,20.0,10.0,Clyde Edwards-Helaire right guard for 2 yards (tackle by Denzel Perryman),1.99,1.72,5.0,2022,80
3.0,12:42,2.0,8.0,KAN 48,20.0,10.0,Patrick Mahomes pass incomplete short right intended for Clyde Edwards-Helaire,1.72,1.03,5.0,2022,80
3.0,12:38,3.0,8.0,KAN 48,20.0,10.0,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 23 yards (tackle by Trevon Moehrig),1.03,3.64,5.0,2022,80
3.0,12:11,1.0,10.0,LVR 29,20.0,10.0,Jerick McKinnon left guard for 4 yards (tackle by Divine Deablo),3.64,3.64,5.0,2022,80
3.0,11:34,2.0,6.0,LVR 25,20.0,10.0,"Patrick Mahomes pass incomplete deep left intended for Mecole Hardman. Penalty on Trevon Moehrig: Illegal Contact, 5 yards (accepted) (no play)",3.64,4.24,5.0,2022,80
3.0,11:29,1.0,10.0,LVR 20,20.0,10.0,Clyde Edwards-Helaire left guard for 2 yards (tackle by Neil Farrell),4.24,3.96,5.0,2022,80
3.0,10:50,2.0,8.0,LVR 18,20.0,10.0,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 13 yards (tackle by Amik Robertson),3.96,6.06,5.0,2022,80
3.0,10:12,1.0,5.0,LVR 5,20.0,10.0,Patrick Mahomes pass complete short middle to Travis Kelce for 1 yard (tackle by Chandler Jones and Divine Deablo),6.06,5.34,5.0,2022,80
3.0,9:33,2.0,4.0,LVR 4,20.0,10.0,Patrick Mahomes pass incomplete short left intended for JuJu Smith-Schuster,5.34,4.49,5.0,2022,80
3.0,9:29,3.0,4.0,LVR 4,20.0,16.0,"Patrick Mahomes pass complete short left to Travis Kelce for 4 yards, touchdown",4.49,7.0,5.0,2022,80
3.0,9:25,,,LVR 15,20.0,17.0,Matthew Wright kicks extra point good,0.0,0.0,5.0,2022,80
3.0,9:25,,,KAN 35,20.0,17.0,"Matthew Wright kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,80
3.0,9:25,1.0,10.0,LVR 25,20.0,17.0,"Derek Carr pass complete short right to Josh Jacobs for no gain. Penalty on Mack Hollins: Offensive Pass Interference, 10 yards (accepted) (no play)",0.61,-0.41,5.0,2022,80
3.0,8:55,1.0,20.0,LVR 15,20.0,17.0,"Penalty on LVR: Delay of Game, 5 yards (accepted) (no play)",-0.41,-0.95,5.0,2022,80
3.0,8:38,1.0,25.0,LVR 10,20.0,17.0,Derek Carr pass complete short right to Jesper Horsted for 6 yards (tackle by Darius Harris),-0.95,-1.29,5.0,2022,80
3.0,7:54,2.0,19.0,LVR 16,20.0,17.0,"Derek Carr pass incomplete short left. Penalty on Derek Carr: Intentional Grounding, 8 yards (accepted)",-1.29,-3.41,5.0,2022,80
3.0,7:48,3.0,27.0,LVR 8,20.0,17.0,Brandon Bolden right end for 5 yards (tackle by Nick Bolton),-3.41,-2.49,5.0,2022,80
3.0,7:15,4.0,22.0,LVR 13,20.0,17.0,AJ Cole punts 44 yards out of bounds,-2.49,-1.8,5.0,2022,80
3.0,7:04,1.0,10.0,KAN 43,20.0,17.0,Clyde Edwards-Helaire left end for 2 yards (tackle by Rock Ya-Sin and Divine Deablo),1.8,1.52,5.0,2022,80
3.0,6:35,2.0,8.0,KAN 45,20.0,17.0,Patrick Mahomes pass incomplete deep right intended for Marquez Valdes-Scantling,1.52,0.83,5.0,2022,80
3.0,6:31,3.0,8.0,KAN 45,20.0,17.0,Patrick Mahomes pass complete deep right to Mecole Hardman for 28 yards (tackle by Johnathan Abram),0.83,3.78,5.0,2022,80
3.0,5:55,1.0,10.0,LVR 27,20.0,17.0,Patrick Mahomes left end for 9 yards (tackle by Denzel Perryman),3.78,4.53,5.0,2022,80
3.0,5:19,2.0,1.0,LVR 18,20.0,17.0,Jerick McKinnon left end for 2 yards (tackle by Denzel Perryman),4.53,4.51,5.0,2022,80
3.0,4:38,1.0,10.0,LVR 16,20.0,17.0,"Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 13 yards (tackle by Sam Webb and Trevon Moehrig). Penalty on Sam Webb: Horse Collar Tackle, 2 yards (accepted)",4.51,6.97,5.0,2022,80
3.0,4:13,1.0,1.0,LVR 1,20.0,17.0,Patrick Mahomes sacked by Denzel Perryman for -7 yards,6.97,4.57,5.0,2022,80
3.0,3:29,2.0,8.0,LVR 8,20.0,23.0,"Patrick Mahomes pass complete short right to Travis Kelce for 8 yards, touchdown",4.57,7.0,5.0,2022,80
3.0,3:20,,,LVR 15,20.0,24.0,Matthew Wright kicks extra point good,0.0,0.0,5.0,2022,80
3.0,3:20,,,KAN 35,20.0,24.0,"Penalty on Divine Deablo: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.0,-2.26,5.0,2022,80
3.0,3:20,1.0,10.0,KAN 50,20.0,24.0,"Matthew Wright kicks off 50 yards, returned by Ameer Abdullah for 16 yards (tackle by Elijah Lee and Jack Cochrane)",2.26,-0.14,5.0,2022,80
3.0,3:14,1.0,10.0,LVR 16,20.0,24.0,Derek Carr pass complete short left to Jesper Horsted for 9 yards (tackle by Darius Harris),-0.14,0.69,5.0,2022,80
3.0,2:36,2.0,1.0,LVR 25,20.0,24.0,Josh Jacobs up the middle for 2 yards (tackle by Derrick Nnadi and Leo Chenal),0.69,0.74,5.0,2022,80
3.0,2:01,1.0,10.0,LVR 27,20.0,24.0,Josh Jacobs right tackle for 14 yards (tackle by Derrick Nnadi),0.74,1.66,5.0,2022,80
3.0,1:21,1.0,10.0,LVR 41,20.0,24.0,Josh Jacobs right end for 37 yards (tackle by Darius Harris),1.66,4.11,5.0,2022,80
3.0,0:41,1.0,10.0,KAN 22,20.0,24.0,Derek Carr sacked by Darius Harris for -11 yards,4.11,2.08,5.0,2022,80
4.0,15:00,2.0,21.0,KAN 33,20.0,24.0,Derek Carr pass complete short right to Jesper Horsted for 4 yards (tackle by Justin Reid),2.08,1.95,5.0,2022,80
4.0,14:17,3.0,17.0,KAN 29,20.0,24.0,Derek Carr pass incomplete deep left intended for Mack Hollins (defended by Juan Thornhill),1.95,1.5,5.0,2022,80
4.0,14:10,4.0,17.0,KAN 29,23.0,24.0,Daniel Carlson 47 yard field goal good,1.5,3.0,5.0,2022,80
4.0,14:05,,,LVR 35,23.0,24.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,80
4.0,14:05,1.0,10.0,KAN 25,23.0,24.0,Patrick Mahomes pass complete deep right to Marquez Valdes-Scantling for 16 yards (tackle by Nate Hobbs),0.61,1.66,5.0,2022,80
4.0,13:28,1.0,10.0,KAN 41,23.0,24.0,Jerick McKinnon left end for 7 yards (tackle by Divine Deablo),1.66,2.07,5.0,2022,80
4.0,12:52,2.0,3.0,KAN 48,23.0,24.0,Jerick McKinnon left end for -2 yards (tackle by Maxx Crosby),2.07,1.09,5.0,2022,80
4.0,12:10,3.0,5.0,KAN 46,23.0,24.0,"Penalty on Jerick McKinnon: False Start, 5 yards (accepted) (no play)",1.09,0.43,5.0,2022,80
4.0,12:09,3.0,10.0,KAN 41,23.0,24.0,"Patrick Mahomes pass complete short middle to Travis Kelce for no gain (tackle by Nate Hobbs). Penalty on Travis Kelce: Illegal Motion, 5 yards (accepted) (no play)",0.43,-0.23,5.0,2022,80
4.0,11:44,3.0,15.0,KAN 36,23.0,24.0,"Patrick Mahomes pass complete deep left to Mecole Hardman for 36 yards (tackle by Duron Harmon). Penalty on Clelin Ferrell: Illegal Use of Hands / Defense, 5 yards (declined)",-0.23,3.71,5.0,2022,80
4.0,11:30,1.0,10.0,LVR 28,23.0,24.0,Patrick Mahomes pass complete short right to Noah Gray for 7 yards (tackle by Nate Hobbs),3.71,4.11,5.0,2022,80
4.0,10:51,2.0,3.0,LVR 21,23.0,24.0,Mecole Hardman left end for 7 yards (tackle by Nate Hobbs),4.11,4.65,5.0,2022,80
4.0,10:20,1.0,10.0,LVR 14,23.0,24.0,Clyde Edwards-Helaire up the middle for -4 yards (tackle by Bilal Nichols and Divine Deablo),4.65,3.48,5.0,2022,80
4.0,9:38,2.0,14.0,LVR 18,23.0,24.0,Patrick Mahomes pass incomplete short right intended for Marquez Valdes-Scantling,3.48,2.84,5.0,2022,80
4.0,9:34,3.0,14.0,LVR 18,23.0,24.0,Patrick Mahomes pass incomplete deep right intended for JuJu Smith-Schuster,2.84,2.25,5.0,2022,80
4.0,9:28,4.0,14.0,LVR 18,23.0,24.0,"Matthew Wright yard field goal no good. Penalty on Malcolm Koonce: Defensive Holding, 5 yards (accepted) (no play)",2.25,4.71,5.0,2022,80
4.0,9:25,1.0,10.0,LVR 13,23.0,24.0,Jerick McKinnon left end for 1 yard (tackle by Divine Deablo),4.71,4.22,5.0,2022,80
4.0,8:41,2.0,9.0,LVR 12,23.0,24.0,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 7 yards (tackle by Duron Harmon),4.22,4.78,5.0,2022,80
4.0,8:06,3.0,2.0,LVR 5,23.0,24.0,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 4 yards (tackle by Rock Ya-Sin),4.78,6.97,5.0,2022,80
4.0,7:30,1.0,1.0,LVR 1,23.0,30.0,"Patrick Mahomes pass complete short left to Travis Kelce for 1 yard, touchdown",6.97,7.0,5.0,2022,80
4.0,7:25,,,LVR 2,23.0,30.0,Two Point Attempt: Patrick Mahomes pass incomplete,1.0,-1.0,5.0,2022,80
4.0,7:25,,,KAN 35,23.0,30.0,"Matthew Wright kicks off 65 yards, touchback.",0.0,0.61,5.0,2022,80
4.0,7:25,1.0,10.0,LVR 25,23.0,30.0,Derek Carr pass complete short right to Josh Jacobs for 13 yards (tackle by Justin Reid),0.61,1.47,5.0,2022,80
4.0,6:42,1.0,10.0,LVR 38,23.0,30.0,Derek Carr pass incomplete short right intended for Davante Adams,1.47,0.92,5.0,2022,80
4.0,6:39,2.0,10.0,LVR 38,23.0,30.0,Derek Carr pass complete short left to Josh Jacobs for 5 yards (tackle by Darius Harris),0.92,0.89,5.0,2022,80
4.0,6:02,3.0,5.0,LVR 43,23.0,30.0,Derek Carr pass complete short right to Brandon Bolden for 5 yards (tackle by L'Jarius Sneed),0.89,2.13,5.0,2022,80
4.0,5:22,1.0,10.0,LVR 48,23.0,30.0,Josh Jacobs right end for 1 yard (tackle by Nick Bolton),2.13,1.72,5.0,2022,80
4.0,4:41,2.0,9.0,LVR 49,23.0,30.0,Derek Carr scrambles right end for 3 yards (tackle by Rashad Fenton),1.72,1.42,5.0,2022,80
4.0,4:34,3.0,6.0,KAN 48,29.0,30.0,"Derek Carr pass complete deep right to Davante Adams for 48 yards, touchdown",1.42,7.0,5.0,2022,80
4.0,4:27,,,KAN 2,29.0,30.0,"Two Point Attempt: Josh Jacobs rushes, conversion fails.",1.0,-1.0,5.0,2022,80
4.0,4:27,,,LVR 35,29.0,30.0,"Daniel Carlson kicks off 53 yards, returned by Skyy Moore for 19 yards (tackle by Curtis Bolton)",0.0,1.0,5.0,2022,80
4.0,4:21,1.0,10.0,KAN 31,29.0,30.0,Patrick Mahomes pass complete short right to Skyy Moore for 8 yards (tackle by Trevon Moehrig),1.0,1.54,5.0,2022,80
4.0,3:40,2.0,2.0,KAN 39,29.0,30.0,Clyde Edwards-Helaire right guard for 8 yards (tackle by Duron Harmon),1.54,2.06,5.0,2022,80
4.0,2:54,1.0,10.0,KAN 47,29.0,30.0,Patrick Mahomes pass complete short right to Skyy Moore for 7 yards (tackle by Trevon Moehrig),2.06,2.46,5.0,2022,80
4.0,2:44,,,,,,Timeout #1 by Las Vegas Raiders,,,5.0,2022,80
4.0,2:44,2.0,3.0,LVR 46,29.0,30.0,Clyde Edwards-Helaire right end for no gain (tackle by Divine Deablo),2.46,1.75,5.0,2022,80
4.0,2:40,,,,,,Timeout #2 by Las Vegas Raiders,,,5.0,2022,80
4.0,2:40,3.0,3.0,LVR 46,29.0,30.0,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman,1.75,0.2,5.0,2022,80
4.0,2:36,4.0,3.0,LVR 46,29.0,30.0,"Tommy Townsend punts 39 yards, fair catch by Keelan Cole at LV-7",0.2,0.38,5.0,2022,80
4.0,2:29,1.0,10.0,LVR 7,29.0,30.0,Josh Jacobs up the middle for 8 yards (tackle by Malik Herring),-0.38,-0.14,5.0,2022,80
4.0,2:07,2.0,2.0,LVR 15,29.0,30.0,Josh Jacobs up the middle for 8 yards (tackle by L'Jarius Sneed),-0.14,0.48,5.0,2022,80
