Quarter,Time,Down,ToGo,Location,LVR,PIT,Detail,EPB,EPA,week,year,game_id
2.0,2:00,3.0,8.0,LVR 26,7.0,0.0,Kenny Pickett pass incomplete short right intended for Pat Freiermuth,2.74,1.74,16.0,2022,236
2.0,1:53,4.0,8.0,LVR 26,7.0,3.0,Chris Boswell 44 yard field goal good,1.74,3.0,16.0,2022,236
2.0,1:49,,,PIT 35,7.0,3.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,236
2.0,1:49,1.0,10.0,LVR 25,7.0,3.0,Derek Carr pass complete short right to Foster Moreau for 9 yards (tackle by Robert Spillane),0.61,1.28,16.0,2022,236
2.0,1:22,2.0,1.0,LVR 34,7.0,3.0,Josh Jacobs left tackle for 10 yards (tackle by Robert Spillane and Cameron Sutton),1.28,1.86,16.0,2022,236
2.0,0:42,1.0,10.0,LVR 44,7.0,3.0,Derek Carr pass incomplete short left intended for Hunter Renfrow,1.86,1.32,16.0,2022,236
2.0,0:36,2.0,10.0,LVR 44,7.0,3.0,Derek Carr pass incomplete deep left intended for Davante Adams,1.32,0.63,16.0,2022,236
2.0,0:32,3.0,10.0,LVR 44,7.0,3.0,Derek Carr pass complete deep left to Darren Waller for 34 yards (tackle by Minkah Fitzpatrick),0.63,4.11,16.0,2022,236
2.0,0:24,,,,,,Timeout #2 by Las Vegas Raiders,,,16.0,2022,236
2.0,0:24,1.0,10.0,PIT 22,7.0,3.0,Derek Carr pass incomplete short left intended for Davante Adams (defended by Cameron Sutton),4.11,3.56,16.0,2022,236
2.0,0:18,2.0,10.0,PIT 22,7.0,3.0,Derek Carr pass incomplete short left intended for Davante Adams,3.56,2.87,16.0,2022,236
2.0,0:14,,,,,,Timeout #1 by Pittsburgh Steelers,,,16.0,2022,236
2.0,0:14,3.0,10.0,PIT 22,7.0,3.0,Derek Carr pass incomplete deep middle intended for Darren Waller,2.87,1.99,16.0,2022,236
2.0,0:09,4.0,10.0,PIT 22,10.0,3.0,Daniel Carlson 40 yard field goal good,1.99,3.0,16.0,2022,236
2.0,0:05,,,LVR 35,10.0,3.0,"Daniel Carlson kicks off 40 yards, returned by Benny Snell for 15 yards (tackle by Brandon Bolden and Malcolm Koonce)",0.0,1.27,16.0,2022,236
3.0,15:00,,,LVR 35,10.0,3.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,236
3.0,15:00,1.0,10.0,PIT 25,10.0,3.0,Kenny Pickett pass complete short left to Pat Freiermuth for 10 yards (tackle by Luke Masterson),0.61,1.33,16.0,2022,236
3.0,14:21,1.0,10.0,PIT 36,10.0,3.0,"Kenny Pickett pass complete short right to Jaylen Warren for no gain. Penalty on Pat Freiermuth: Offensive Pass Interference, 10 yards (accepted) (no play)",1.33,0.61,16.0,2022,236
3.0,13:52,1.0,20.0,PIT 25,10.0,3.0,Kenny Pickett pass incomplete short middle intended for Diontae Johnson,0.61,-0.63,16.0,2022,236
3.0,13:47,2.0,20.0,PIT 25,10.0,3.0,Kenny Pickett pass complete short left to Pat Freiermuth for 15 yards (tackle by Duron Harmon and Nate Hobbs),-0.63,0.7,16.0,2022,236
3.0,13:05,3.0,5.0,PIT 40,10.0,3.0,Kenny Pickett pass complete deep left to George Pickens for 25 yards (tackle by Nate Hobbs),0.7,3.25,16.0,2022,236
3.0,12:40,1.0,10.0,LVR 35,10.0,3.0,Najee Harris right tackle for -1 yards (tackle by Denzel Perryman),3.25,2.57,16.0,2022,236
3.0,11:57,2.0,11.0,LVR 36,10.0,3.0,Kenny Pickett pass short left intended for Connor Heyward is intercepted by Denzel Perryman at LV-29 and returned for 24 yards (tackle by Najee Harris and Chukwuma Okorafor),2.57,-2.46,16.0,2022,236
3.0,11:48,1.0,10.0,PIT 47,10.0,3.0,Derek Carr pass deep middle intended for Foster Moreau is intercepted by Arthur Maulet at PIT-32 and returned for 12 yards (tackle by Josh Jacobs),2.46,-1.86,16.0,2022,236
3.0,11:39,1.0,10.0,PIT 44,10.0,3.0,Kenny Pickett pass complete short left to Najee Harris for -6 yards (tackle by Clelin Ferrell),1.86,0.51,16.0,2022,236
3.0,10:58,2.0,16.0,PIT 38,10.0,3.0,Kenny Pickett pass complete short left to George Pickens for 8 yards (tackle by Nate Hobbs and Luke Masterson),0.51,0.89,16.0,2022,236
3.0,10:18,3.0,8.0,PIT 46,10.0,3.0,Kenny Pickett pass complete short left to Diontae Johnson for 14 yards (tackle by Sam Webb),0.89,2.92,16.0,2022,236
3.0,9:33,1.0,10.0,LVR 40,10.0,3.0,Najee Harris up the middle for 7 yards (tackle by Nate Hobbs),2.92,3.32,16.0,2022,236
3.0,8:47,,,,,,Timeout #1 by Pittsburgh Steelers,,,16.0,2022,236
3.0,8:47,2.0,3.0,LVR 33,10.0,3.0,Najee Harris right guard for -2 yards (tackle by Andrew Billings),3.32,2.34,16.0,2022,236
3.0,8:08,3.0,5.0,LVR 35,10.0,3.0,Kenny Pickett pass complete short left to Najee Harris for 1 yard (tackle by Tyler Hall and Amik Robertson),2.34,1.08,16.0,2022,236
3.0,7:22,4.0,4.0,LVR 34,10.0,3.0,Chris Boswell 52 yard field goal no good,1.08,-1.73,16.0,2022,236
3.0,7:17,1.0,10.0,LVR 42,10.0,3.0,Derek Carr pass incomplete short right intended for Davante Adams (defended by T.J. Watt),1.73,1.19,16.0,2022,236
3.0,7:14,2.0,10.0,LVR 42,10.0,3.0,Derek Carr pass complete short left to Hunter Renfrow for 8 yards (tackle by Cameron Sutton),1.19,1.55,16.0,2022,236
3.0,6:31,3.0,2.0,PIT 50,10.0,3.0,Derek Carr pass complete short middle to Hunter Renfrow for 9 yards (tackle by T.J. Watt),1.55,2.85,16.0,2022,236
3.0,5:46,1.0,10.0,PIT 41,10.0,3.0,"Penalty on Darren Waller: False Start, 5 yards (accepted) (no play)",2.85,2.52,16.0,2022,236
3.0,5:24,1.0,15.0,PIT 46,10.0,3.0,Josh Jacobs right guard for 3 yards (tackle by Elijah Riley and Tyson Alualu),2.52,2.04,16.0,2022,236
3.0,4:44,2.0,12.0,PIT 43,10.0,3.0,Derek Carr pass short middle intended for Hunter Renfrow is intercepted by Minkah Fitzpatrick at PIT-29 and returned for no gain (tackle by Hunter Renfrow),2.04,-0.87,16.0,2022,236
3.0,4:40,1.0,10.0,PIT 29,10.0,3.0,Kenny Pickett pass incomplete short middle intended for Diontae Johnson,0.87,0.33,16.0,2022,236
3.0,4:35,2.0,10.0,PIT 29,10.0,3.0,Kenny Pickett pass incomplete short right,0.33,-0.36,16.0,2022,236
3.0,4:28,3.0,10.0,PIT 29,10.0,3.0,Kenny Pickett pass incomplete short middle intended for Connor Heyward (defended by Clelin Ferrell),-0.36,-1.44,16.0,2022,236
3.0,4:23,4.0,10.0,PIT 29,10.0,3.0,"Pressley Harvin punts 55 yards, returned by Hunter Renfrow for 13 yards (tackle by Christian Kuntz)",-1.44,-0.87,16.0,2022,236
3.0,4:13,1.0,10.0,LVR 29,10.0,3.0,Josh Jacobs right guard for -3 yards (tackle by T.J. Watt),0.87,-0.08,16.0,2022,236
3.0,3:34,2.0,13.0,LVR 26,10.0,3.0,Josh Jacobs left tackle for 4 yards (tackle by Malik Reed and Robert Spillane),-0.08,-0.23,16.0,2022,236
3.0,2:54,3.0,9.0,LVR 30,10.0,3.0,Derek Carr pass complete short middle to Hunter Renfrow for 11 yards (tackle by Levi Wallace),-0.23,1.66,16.0,2022,236
3.0,2:18,1.0,10.0,LVR 41,10.0,3.0,"Josh Jacobs left end for no gain. Penalty on Foster Moreau: Personal Foul / Offense, 15 yards (accepted) (no play)",1.66,0.67,16.0,2022,236
3.0,1:59,1.0,25.0,LVR 26,10.0,3.0,Derek Carr pass complete short right to Darren Waller for 4 yards (tackle by Devin Bush),0.67,-0.37,16.0,2022,236
3.0,1:22,2.0,21.0,LVR 30,10.0,3.0,Derek Carr pass complete short middle to Darren Waller for 9 yards (tackle by Devin Bush and Levi Wallace),-0.37,0.17,16.0,2022,236
3.0,0:38,3.0,12.0,LVR 39,10.0,3.0,Derek Carr sacked by Alex Highsmith for -13 yards,0.17,-1.63,16.0,2022,236
4.0,15:00,4.0,26.0,LVR 26,10.0,3.0,AJ Cole punts 29 yards out of bounds,-1.63,-1.93,16.0,2022,236
4.0,14:54,1.0,10.0,PIT 45,10.0,3.0,Najee Harris up the middle for 1 yard (tackle by Duron Harmon),1.93,1.52,16.0,2022,236
4.0,14:17,2.0,9.0,PIT 46,10.0,3.0,Kenny Pickett pass complete short right to Najee Harris for 17 yards (tackle by Duron Harmon),1.52,3.12,16.0,2022,236
4.0,13:41,1.0,10.0,LVR 37,10.0,3.0,"Najee Harris left guard for no gain. Penalty on Kevin Dotson: Offensive Holding, 10 yards (accepted) (no play)",3.12,2.46,16.0,2022,236
4.0,13:14,1.0,20.0,LVR 47,10.0,3.0,Kenny Pickett pass complete short left to Diontae Johnson for 11 yards (tackle by Amik Robertson),2.46,2.71,16.0,2022,236
4.0,12:41,2.0,9.0,LVR 36,10.0,3.0,Najee Harris up the middle for 4 yards (tackle by Bilal Nichols),2.71,2.54,16.0,2022,236
4.0,11:59,3.0,5.0,LVR 32,10.0,3.0,Kenny Pickett pass complete short left to Jaylen Warren for 7 yards (tackle by Luke Masterson),2.54,3.91,16.0,2022,236
4.0,11:14,1.0,10.0,LVR 25,10.0,3.0,Jaylen Warren left tackle for 1 yard (tackle by Andrew Billings),3.91,3.43,16.0,2022,236
4.0,10:34,2.0,10.0,LVR 24,10.0,3.0,Kenny Pickett pass incomplete short right intended for Jaylen Warren,3.43,2.74,16.0,2022,236
4.0,10:31,3.0,10.0,LVR 24,10.0,3.0,Kenny Pickett pass complete short left to George Pickens for 2 yards (tackle by Luke Masterson),2.74,1.99,16.0,2022,236
4.0,9:52,4.0,7.0,LVR 22,10.0,6.0,Chris Boswell 40 yard field goal good,1.99,3.0,16.0,2022,236
4.0,9:47,,,PIT 35,10.0,6.0,"Chris Boswell kicks off 59 yards, returned by Ameer Abdullah for 23 yards (tackle by Elijah Riley and Marcus Allen)",0.0,0.87,16.0,2022,236
4.0,9:42,1.0,10.0,LVR 29,10.0,6.0,Josh Jacobs left end for 4 yards (tackle by Larry Ogunjobi and Cameron Heyward),0.87,0.87,16.0,2022,236
4.0,8:59,2.0,6.0,LVR 33,10.0,6.0,Derek Carr pass complete short right to Mack Hollins for 7 yards (tackle by Robert Spillane),0.87,1.6,16.0,2022,236
4.0,8:18,1.0,10.0,LVR 40,10.0,6.0,Josh Jacobs up the middle for 2 yards (tackle by Montravius Adams and Robert Spillane),1.6,1.32,16.0,2022,236
4.0,7:39,2.0,8.0,LVR 42,10.0,6.0,Derek Carr sacked by Cameron Heyward for -10 yards,1.32,-0.69,16.0,2022,236
4.0,6:53,3.0,18.0,LVR 32,10.0,6.0,Derek Carr pass complete short right to Ameer Abdullah for 10 yards (tackle by Minkah Fitzpatrick and Elijah Riley),-0.69,-0.59,16.0,2022,236
4.0,6:06,4.0,8.0,LVR 42,10.0,6.0,"AJ Cole punts 46 yards, returned by Steven Sims for 9 yards (tackle by Isaiah Pola-Mao)",-0.59,-0.34,16.0,2022,236
4.0,5:56,1.0,10.0,PIT 21,10.0,6.0,Najee Harris left guard for 4 yards (tackle by Bilal Nichols and Trevon Moehrig),0.34,0.34,16.0,2022,236
4.0,5:23,2.0,6.0,PIT 25,10.0,6.0,Najee Harris left tackle for 5 yards (tackle by Bilal Nichols and Luke Masterson),0.34,0.17,16.0,2022,236
4.0,4:47,3.0,2.0,PIT 29,10.0,6.0,Kenny Pickett pass incomplete short right intended for Najee Harris (defended by Tyler Hall),0.17,-1.37,16.0,2022,236
4.0,4:40,4.0,2.0,PIT 30,10.0,6.0,Pressley Harvin punts 46 yards out of bounds,-1.37,-0.54,16.0,2022,236
4.0,4:32,1.0,10.0,LVR 24,10.0,6.0,Josh Jacobs left tackle for 5 yards (tackle by Larry Ogunjobi and Cameron Heyward),0.54,0.67,16.0,2022,236
4.0,3:48,2.0,5.0,LVR 29,10.0,6.0,Josh Jacobs left guard for no gain (tackle by Cameron Heyward),0.67,-0.03,16.0,2022,236
4.0,3:07,3.0,5.0,LVR 29,10.0,6.0,Derek Carr pass incomplete short left intended for Davante Adams,-0.03,-1.44,16.0,2022,236
4.0,3:02,4.0,5.0,LVR 29,10.0,6.0,"AJ Cole punts 47 yards, fair catch by Steven Sims at PIT-24",-1.44,-0.54,16.0,2022,236
4.0,2:55,1.0,10.0,PIT 24,10.0,6.0,Kenny Pickett pass complete short middle to Najee Harris for 6 yards (tackle by Trevon Moehrig),0.54,0.81,16.0,2022,236
4.0,2:18,2.0,4.0,PIT 30,10.0,6.0,Kenny Pickett pass complete short middle to Pat Freiermuth for 17 yards (tackle by Luke Masterson),0.81,2.06,16.0,2022,236
4.0,2:00,1.0,10.0,PIT 47,10.0,6.0,"Kenny Pickett pass complete short right to Pat Freiermuth for 10 yards (tackle by Trevon Moehrig) Replay Assistant challenged the pass completion ruling, and the play was upheld.",2.06,2.72,16.0,2022,236
4.0,1:43,1.0,10.0,LVR 43,10.0,6.0,Kenny Pickett pass incomplete short left intended for Najee Harris,2.72,2.18,16.0,2022,236
4.0,1:38,2.0,10.0,LVR 43,10.0,6.0,Kenny Pickett pass complete short middle to Najee Harris for 19 yards (tackle by Sam Webb),2.18,3.97,16.0,2022,236
4.0,1:12,1.0,10.0,LVR 24,10.0,6.0,Kenny Pickett pass complete short right to Najee Harris for 5 yards (tackle by Sam Webb),3.97,4.12,16.0,2022,236
4.0,1:05,2.0,5.0,LVR 19,10.0,6.0,"Kenny Pickett pass complete to Najee Harris for -2 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Kenny Pickett pass incomplete short left intended for Najee Harris",4.12,3.41,16.0,2022,236
4.0,1:01,3.0,5.0,LVR 19,10.0,6.0,Kenny Pickett pass complete short right to Pat Freiermuth for 4 yards (tackle by Sam Webb),3.41,2.59,16.0,2022,236
4.0,0:55,,,,,,Timeout #2 by Pittsburgh Steelers,,,16.0,2022,236
4.0,0:55,4.0,1.0,LVR 15,10.0,6.0,Kenny Pickett up the middle for 1 yard (tackle by Tyler Hall and Bilal Nichols),2.59,4.65,16.0,2022,236
4.0,0:50,,,,,,Timeout #3 by Pittsburgh Steelers,,,16.0,2022,236
4.0,0:50,1.0,10.0,LVR 14,10.0,12.0,"Kenny Pickett pass complete short middle to George Pickens for 14 yards, touchdown",4.65,7.0,16.0,2022,236
4.0,0:46,,,LVR 15,10.0,13.0,Chris Boswell kicks extra point good,0.0,0.0,16.0,2022,236
4.0,0:46,,,PIT 35,10.0,13.0,"Chris Boswell kicks off 51 yards, returned by Ameer Abdullah for 15 yards (tackle by Marcus Allen)",0.0,0.87,16.0,2022,236
4.0,0:43,1.0,10.0,LVR 29,10.0,13.0,Derek Carr pass incomplete short right intended for Davante Adams (defended by Levi Wallace),0.87,0.33,16.0,2022,236
4.0,0:36,2.0,10.0,LVR 29,10.0,13.0,Derek Carr pass short middle intended for Hunter Renfrow is intercepted by Cameron Sutton at PIT-34 and returned for no gain (tackle by Hunter Renfrow),0.33,-0.15,16.0,2022,236
4.0,0:29,1.0,10.0,PIT 19,10.0,13.0,Najee Harris up the middle for no gain (tackle by Bilal Nichols and Duron Harmon),0.15,-0.39,16.0,2022,236
4.0,0:25,,,,,,Timeout #1 by Las Vegas Raiders,,,16.0,2022,236
4.0,0:25,2.0,10.0,PIT 19,10.0,13.0,Connor Heyward left end for 21 yards (tackle by Roderic Teamer),-0.39,1.6,16.0,2022,236
