Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA,week,year,game_id
1.0,7:11,2.0,11.0,DAL 42,10.0,0.0,Dak Prescott pass complete short left to Dalton Schultz for 6 yards (tackle by T.J. Edwards),1.12,1.22,16.0,2022,235
1.0,6:41,3.0,5.0,DAL 48,10.0,0.0,Dak Prescott pass complete short left to Michael Gallup for 8 yards (tackle by Haason Reddick),1.22,2.65,16.0,2022,235
1.0,6:01,1.0,10.0,PHI 44,10.0,0.0,Dak Prescott pass complete short left to Tony Pollard for 9 yards (tackle by Kyzir White),2.65,3.26,16.0,2022,235
1.0,5:42,2.0,2.0,PHI 35,10.0,0.0,Ezekiel Elliott left tackle for 3 yards (tackle by T.J. Edwards and Jordan Davis),3.26,3.45,16.0,2022,235
1.0,5:11,1.0,10.0,PHI 32,10.0,0.0,Ezekiel Elliott up the middle for 1 yard (tackle by Ndamukong Suh),3.45,3.04,16.0,2022,235
1.0,4:35,2.0,9.0,PHI 31,10.0,0.0,Dak Prescott scrambles right end for 10 yards (tackle by Patrick Johnson),3.04,4.17,16.0,2022,235
1.0,3:53,1.0,10.0,PHI 21,10.0,0.0,Ezekiel Elliott right tackle for 3 yards (tackle by Brandon Graham),4.17,4.04,16.0,2022,235
1.0,3:17,2.0,7.0,PHI 18,10.0,0.0,Dak Prescott pass complete short left to Tony Pollard for 9 yards (tackle by Reed Blankenship),4.04,5.14,16.0,2022,235
1.0,2:41,1.0,9.0,PHI 9,10.0,0.0,Tony Pollard up the middle for 8 yards (tackle by Marcus Epps and Reed Blankenship),5.14,5.91,16.0,2022,235
1.0,1:54,2.0,1.0,PHI 1,10.0,6.0,"Ezekiel Elliott left tackle for 1 yard, touchdown",5.91,7.0,16.0,2022,235
1.0,1:52,,,PHI 15,10.0,7.0,Brett Maher kicks extra point good,0.0,0.0,16.0,2022,235
1.0,1:52,,,DAL 35,10.0,7.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
1.0,1:52,1.0,10.0,PHI 25,10.0,7.0,Miles Sanders up the middle for 7 yards (tackle by Damone Clark),0.61,1.01,16.0,2022,235
1.0,1:17,2.0,3.0,PHI 32,10.0,7.0,Miles Sanders right end for 13 yards (tackle by Trevon Diggs),1.01,1.93,16.0,2022,235
1.0,0:38,1.0,10.0,PHI 45,10.0,7.0,Miles Sanders left tackle for -2 yards (tackle by Donovan Wilson),1.93,1.11,16.0,2022,235
2.0,15:00,2.0,12.0,PHI 43,10.0,7.0,Gardner Minshew pass short middle intended for Quez Watkins is intercepted by Jayron Kearse at PHI-49 and returned for 2 yards (tackle by Quez Watkins),1.11,-2.46,16.0,2022,235
2.0,14:52,1.0,10.0,PHI 47,10.0,7.0,Dak Prescott sacked by Avonte Maddox for -10 yards,2.46,0.56,16.0,2022,235
2.0,14:14,2.0,20.0,DAL 43,10.0,7.0,Dak Prescott pass complete short left to CeeDee Lamb for 5 yards (tackle by Darius Slay),0.56,0.56,16.0,2022,235
2.0,13:37,3.0,15.0,DAL 48,10.0,7.0,Dak Prescott pass complete short left to CeeDee Lamb for 7 yards (tackle by T.J. Edwards),0.56,0.27,16.0,2022,235
2.0,13:00,4.0,8.0,PHI 45,10.0,7.0,"Dak Prescott pass incomplete intended for T.Y. Hilton. Penalty on Darius Slay: Illegal Contact, 5 yards (accepted) (no play)",0.27,2.92,16.0,2022,235
2.0,12:52,1.0,10.0,PHI 40,10.0,7.0,Tony Pollard left tackle for -4 yards (tackle by Milton Williams),2.92,1.83,16.0,2022,235
2.0,12:14,2.0,14.0,PHI 44,10.0,7.0,Dak Prescott pass complete short right to Michael Gallup for 8 yards,1.83,2.21,16.0,2022,235
2.0,11:41,3.0,6.0,PHI 36,10.0,13.0,"Dak Prescott pass complete deep left to CeeDee Lamb for 36 yards, touchdown",2.21,7.0,16.0,2022,235
2.0,11:34,,,PHI 15,10.0,14.0,Brett Maher kicks extra point good,0.0,0.0,16.0,2022,235
2.0,11:34,,,DAL 35,10.0,14.0,"Brett Maher kicks off 68 yards, returned by Boston Scott for 29 yards (tackle by Israel Mukuamu)",0.0,0.67,16.0,2022,235
2.0,11:28,1.0,10.0,PHI 26,10.0,14.0,"Gardner Minshew pass complete deep right to Dallas Goedert for 25 yards (tackle by Malik Hooker). Penalty on DeMarcus Lawrence: Defensive Offside, 5 yards (declined)",0.67,2.32,16.0,2022,235
2.0,11:10,1.0,10.0,DAL 49,10.0,14.0,Gardner Minshew pass complete deep middle to Quez Watkins for 19 yards (tackle by Malik Hooker),2.32,3.58,16.0,2022,235
2.0,10:31,1.0,10.0,DAL 30,10.0,14.0,Gardner Minshew pass incomplete deep right intended for Quez Watkins,3.58,3.03,16.0,2022,235
2.0,10:23,2.0,10.0,DAL 30,10.0,14.0,Miles Sanders left tackle for 5 yards (tackle by Anthony Barr),3.03,3.01,16.0,2022,235
2.0,9:43,3.0,5.0,DAL 25,10.0,14.0,Gardner Minshew pass complete short middle to A.J. Brown for 7 yards (tackle by DaRon Bland and Damone Clark),3.01,4.37,16.0,2022,235
2.0,9:13,1.0,10.0,DAL 18,10.0,14.0,Kenneth Gainwell right guard for 11 yards (tackle by Malik Hooker),4.37,0.0,16.0,2022,235
2.0,8:48,1.0,8.0,DAL 7,10.0,14.0,Kenneth Gainwell up the middle for 4 yards (tackle by Malik Hooker and DeMarcus Lawrence),0.0,5.53,16.0,2022,235
2.0,8:12,2.0,3.0,DAL 3,10.0,14.0,Kenneth Gainwell up the middle for 2 yards (tackle by Jayron Kearse and Damone Clark),5.53,5.17,16.0,2022,235
2.0,7:56,3.0,1.0,DAL 1,10.0,14.0,Kenneth Gainwell up the middle for no gain (tackle by DeMarcus Lawrence and Donovan Wilson),5.17,3.55,16.0,2022,235
2.0,7:15,4.0,1.0,DAL 1,16.0,14.0,"Gardner Minshew up the middle for 1 yard, touchdown",3.55,7.0,16.0,2022,235
2.0,7:08,,,DAL 15,17.0,14.0,Jake Elliott kicks extra point good,0.0,0.0,16.0,2022,235
2.0,7:08,,,PHI 35,17.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
2.0,7:08,1.0,10.0,DAL 25,17.0,14.0,Tony Pollard left end for 3 yards (tackle by James Bradberry),0.61,0.47,16.0,2022,235
2.0,6:34,2.0,7.0,DAL 28,17.0,14.0,Dak Prescott pass complete short left to Michael Gallup for 8 yards (tackle by Darius Slay),0.47,1.33,16.0,2022,235
2.0,6:09,1.0,10.0,DAL 36,17.0,14.0,Ezekiel Elliott left tackle for 3 yards (tackle by Jordan Davis and Josh Sweat),1.33,1.13,16.0,2022,235
2.0,5:48,2.0,8.0,DAL 39,17.0,14.0,Ezekiel Elliott right guard for no gain (tackle by Linval Joseph),1.13,0.5,16.0,2022,235
2.0,5:20,3.0,7.0,DAL 39,17.0,14.0,"Dak Prescott pass complete deep middle to CeeDee Lamb for 26 yards (tackle by Marcus Epps). Penalty on Josh Sweat: Defensive Offside, 5 yards (declined)",0.5,3.25,16.0,2022,235
2.0,4:56,1.0,10.0,PHI 35,17.0,14.0,Ezekiel Elliott up the middle for 1 yard (tackle by Linval Joseph and Kyzir White),3.25,2.84,16.0,2022,235
2.0,4:20,2.0,9.0,PHI 34,17.0,14.0,Dak Prescott pass complete short middle to CeeDee Lamb for 6 yards (tackle by Kyzir White),2.84,2.94,16.0,2022,235
2.0,3:44,3.0,3.0,PHI 28,17.0,14.0,Dak Prescott pass complete short left to CeeDee Lamb for 4 yards (tackle by T.J. Edwards),2.94,3.97,16.0,2022,235
2.0,3:08,1.0,10.0,PHI 24,17.0,14.0,Dak Prescott pass complete short middle to CeeDee Lamb for 14 yards (tackle by Reed Blankenship),3.97,4.91,16.0,2022,235
2.0,2:29,1.0,10.0,PHI 10,17.0,14.0,Ezekiel Elliott right guard for 5 yards (tackle by T.J. Edwards and Reed Blankenship),4.91,5.15,16.0,2022,235
2.0,2:00,2.0,5.0,PHI 5,17.0,14.0,Ezekiel Elliott left tackle for 2 yards (tackle by Linval Joseph),5.15,4.72,16.0,2022,235
2.0,1:55,,,,,,Timeout #1 by Philadelphia Eagles,,,16.0,2022,235
2.0,1:55,3.0,3.0,PHI 3,17.0,14.0,Dak Prescott pass incomplete short left intended for Michael Gallup,4.72,3.04,16.0,2022,235
2.0,1:52,4.0,3.0,PHI 3,17.0,17.0,Brett Maher 21 yard field goal good,3.04,3.0,16.0,2022,235
2.0,1:49,,,DAL 35,17.0,17.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
2.0,1:49,1.0,10.0,PHI 25,17.0,17.0,"Gardner Minshew pass incomplete intended for Dallas Goedert. Penalty on Donovan Wilson: Defensive Pass Interference, 15 yards (accepted) (no play)",0.61,1.6,16.0,2022,235
2.0,1:45,1.0,10.0,PHI 40,17.0,17.0,Gardner Minshew pass complete short middle to Kenneth Gainwell for 6 yards (tackle by DaRon Bland),1.6,1.86,16.0,2022,235
2.0,1:21,2.0,4.0,PHI 46,17.0,17.0,Gardner Minshew pass incomplete short left intended for DeVonta Smith,1.86,1.16,16.0,2022,235
2.0,1:16,3.0,4.0,PHI 46,17.0,17.0,Gardner Minshew pass complete short middle to Dallas Goedert for 20 yards (tackle by Donovan Wilson),1.16,3.31,16.0,2022,235
2.0,0:51,1.0,10.0,DAL 34,17.0,17.0,Gardner Minshew pass complete short left to DeVonta Smith for 4 yards (tackle by Nahshon Wright),3.31,3.31,16.0,2022,235
2.0,0:47,,,,,,Timeout #2 by Philadelphia Eagles,,,16.0,2022,235
2.0,0:47,2.0,6.0,DAL 30,17.0,17.0,Gardner Minshew pass incomplete short left intended for Quez Watkins (defended by Nahshon Wright),3.31,2.61,16.0,2022,235
2.0,0:41,3.0,6.0,DAL 30,17.0,17.0,Gardner Minshew pass complete short left to DeVonta Smith for 6 yards (tackle by Nahshon Wright),2.61,3.97,16.0,2022,235
2.0,0:24,1.0,10.0,DAL 24,17.0,17.0,"Penalty on Dallas Goedert: False Start, 5 yards (accepted) (no play)",3.97,3.64,16.0,2022,235
2.0,0:24,,,,,,Timeout #3 by Philadelphia Eagles,,,16.0,2022,235
2.0,0:24,1.0,15.0,DAL 29,17.0,17.0,Gardner Minshew pass incomplete short left,3.64,2.76,16.0,2022,235
2.0,0:20,2.0,15.0,DAL 29,17.0,17.0,Gardner Minshew pass incomplete short left,2.76,2.08,16.0,2022,235
2.0,0:15,3.0,15.0,DAL 29,17.0,17.0,Gardner Minshew pass incomplete short left,2.08,1.5,16.0,2022,235
2.0,0:11,4.0,15.0,DAL 29,20.0,17.0,"Jake Elliott 47 yard field goal good. Penalty on C.J. Goodwin: Defensive Offside, 5 yards (declined)",1.5,3.0,16.0,2022,235
2.0,0:06,,,PHI 35,20.0,17.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
2.0,0:06,1.0,10.0,DAL 25,20.0,17.0,Dak Prescott kneels for -1 yards,0.61,-0.07,16.0,2022,235
3.0,15:00,,,PHI 35,20.0,17.0,"Jake Elliott kicks off 72 yards, returned by KaVontae Turpin for 31 yards (tackle by Marcus Epps). Penalty on Nahshon Wright: Offensive Holding, 10 yards (accepted)",0.0,-0.28,16.0,2022,235
3.0,14:53,1.0,10.0,DAL 14,20.0,17.0,Dak Prescott pass complete short right to Tony Pollard for 6 yards (tackle by Marcus Epps and T.J. Edwards),-0.28,0.15,16.0,2022,235
3.0,14:20,2.0,4.0,DAL 20,20.0,17.0,Tony Pollard right end for no gain (tackle by Linval Joseph),0.15,-0.68,16.0,2022,235
3.0,13:50,3.0,4.0,DAL 20,20.0,17.0,Dak Prescott pass incomplete short right intended for Michael Gallup,-0.68,-2.03,16.0,2022,235
3.0,13:45,4.0,4.0,DAL 20,20.0,17.0,"Bryan Anger punts 57 yards, fair catch by Britain Covey at PHI-23",-2.03,-0.48,16.0,2022,235
3.0,13:37,1.0,10.0,PHI 23,20.0,17.0,Gardner Minshew pass complete deep left to Dallas Goedert for 22 yards (tackle by Donovan Wilson),0.48,1.93,16.0,2022,235
3.0,13:06,1.0,10.0,PHI 45,20.0,17.0,Miles Sanders left tackle for 1 yard (tackle by Anthony Barr and Jayron Kearse),1.93,1.52,16.0,2022,235
3.0,12:29,2.0,9.0,PHI 46,20.0,17.0,Gardner Minshew pass incomplete short left intended for DeVonta Smith,1.52,0.83,16.0,2022,235
3.0,12:24,3.0,9.0,PHI 46,20.0,17.0,Gardner Minshew pass complete short right to Kenneth Gainwell for 20 yards (tackle by Donovan Wilson),0.83,3.31,16.0,2022,235
3.0,12:04,1.0,10.0,DAL 34,20.0,17.0,Gardner Minshew scrambles right end for 1 yard (tackle by DeMarcus Lawrence),3.31,2.91,16.0,2022,235
3.0,11:22,2.0,9.0,DAL 33,20.0,17.0,Gardner Minshew pass complete short middle to A.J. Brown for 12 yards (tackle by Mackensie Alexander),2.91,4.17,16.0,2022,235
3.0,10:43,1.0,10.0,DAL 21,20.0,17.0,Miles Sanders left tackle for 4 yards (tackle by Anthony Barr and Quinton Bohanna),4.17,4.2,16.0,2022,235
3.0,10:15,2.0,6.0,DAL 17,20.0,17.0,Miles Sanders right guard for 4 yards (tackle by Dorance Armstrong and Neville Gallimore),4.2,4.24,16.0,2022,235
3.0,9:55,3.0,2.0,DAL 13,20.0,17.0,Miles Sanders right end for -1 yards (tackle by Nahshon Wright),4.24,2.61,16.0,2022,235
3.0,9:05,4.0,3.0,DAL 14,26.0,17.0,"Gardner Minshew pass complete short left to DeVonta Smith for 14 yards, touchdown",2.61,7.0,16.0,2022,235
3.0,9:00,,,DAL 15,27.0,17.0,Jake Elliott kicks extra point good,0.0,0.0,16.0,2022,235
3.0,9:00,,,PHI 35,27.0,17.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
3.0,9:00,1.0,10.0,DAL 25,27.0,17.0,Ezekiel Elliott right tackle for 7 yards (tackle by Javon Hargrave),0.61,1.01,16.0,2022,235
3.0,8:27,2.0,3.0,DAL 32,27.0,17.0,Ezekiel Elliott up the middle for 1 yard (tackle by Haason Reddick),1.01,0.43,16.0,2022,235
3.0,8:08,3.0,2.0,DAL 33,27.0,17.0,Ezekiel Elliott up the middle for 1 yard (tackle by Fletcher Cox),0.43,-1.11,16.0,2022,235
3.0,7:25,4.0,1.0,DAL 34,27.0,17.0,Ezekiel Elliott right end for 22 yards (tackle by Marcus Epps),-1.11,2.65,16.0,2022,235
3.0,6:56,1.0,10.0,PHI 44,27.0,17.0,Dak Prescott pass complete short left to Tony Pollard for 13 yards (tackle by T.J. Edwards and Darius Slay),2.65,3.51,16.0,2022,235
3.0,6:14,1.0,10.0,PHI 31,27.0,17.0,Tony Pollard right guard for 5 yards (tackle by T.J. Edwards),3.51,3.64,16.0,2022,235
3.0,5:39,2.0,5.0,PHI 26,27.0,17.0,Tony Pollard left guard for no gain (tackle by Milton Williams),3.64,2.94,16.0,2022,235
3.0,5:12,3.0,5.0,PHI 26,27.0,17.0,Dak Prescott pass incomplete short right intended for Tony Pollard,2.94,1.79,16.0,2022,235
3.0,5:05,4.0,5.0,PHI 26,27.0,20.0,Brett Maher 44 yard field goal good,1.79,3.0,16.0,2022,235
3.0,5:01,,,DAL 35,27.0,20.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
3.0,5:01,1.0,10.0,PHI 25,27.0,20.0,Miles Sanders right end for 9 yards (tackle by Luke Gifford),0.61,1.28,16.0,2022,235
3.0,4:20,2.0,1.0,PHI 34,27.0,20.0,"Gardner Minshew pass incomplete intended for A.J. Brown. Penalty on DaRon Bland: Defensive Holding, 6 yards (accepted) (no play)",1.28,1.53,16.0,2022,235
3.0,4:15,1.0,10.0,PHI 39,27.0,20.0,"Gardner Minshew aborted snap, recovered by Jayron Kearse at PHI-37 and returned for 6 yards (tackle by Gardner Minshew)",1.53,-3.51,16.0,2022,235
3.0,4:11,1.0,10.0,PHI 31,27.0,20.0,Tony Pollard left tackle for 1 yard (tackle by T.J. Edwards),3.51,3.1,16.0,2022,235
3.0,3:40,2.0,9.0,PHI 30,27.0,20.0,Dak Prescott pass complete short middle to Dalton Schultz for 21 yards (tackle by Reed Blankenship and T.J. Edwards),3.1,5.14,16.0,2022,235
3.0,3:03,1.0,9.0,PHI 9,27.0,20.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Josiah Scott),5.14,4.38,16.0,2022,235
3.0,2:57,2.0,9.0,PHI 9,27.0,20.0,Dak Prescott sacked by and Brandon Graham for -3 yards and Ndamukong Suh for -3 yards,4.38,3.1,16.0,2022,235
3.0,2:19,3.0,12.0,PHI 12,27.0,26.0,"Dak Prescott pass complete short right to Michael Gallup for 12 yards, touchdown",3.1,7.0,16.0,2022,235
3.0,2:12,,,PHI 15,27.0,27.0,Brett Maher kicks extra point good,0.0,0.0,16.0,2022,235
3.0,2:12,,,DAL 35,27.0,27.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
3.0,2:12,1.0,10.0,PHI 25,27.0,27.0,Miles Sanders left end for 5 yards (tackle by Israel Mukuamu),0.61,0.74,16.0,2022,235
3.0,1:31,2.0,5.0,PHI 30,27.0,27.0,Miles Sanders right guard for 3 yards (tackle by Micah Parsons),0.74,0.43,16.0,2022,235
3.0,1:05,3.0,2.0,PHI 33,27.0,27.0,Miles Sanders right guard for 2 yards (tackle by Neville Gallimore),0.43,1.27,16.0,2022,235
3.0,0:25,1.0,10.0,PHI 35,27.0,27.0,Gardner Minshew pass complete short right to DeVonta Smith for 16 yards (tackle by DaRon Bland and Nahshon Wright),1.27,2.32,16.0,2022,235
4.0,15:00,1.0,10.0,DAL 49,27.0,27.0,Gardner Minshew pass complete short left to Kenneth Gainwell for no gain (tackle by Anthony Barr),2.32,1.78,16.0,2022,235
4.0,14:17,2.0,10.0,DAL 49,27.0,27.0,Gardner Minshew pass incomplete short right intended for DeVonta Smith,1.78,1.09,16.0,2022,235
4.0,14:13,3.0,10.0,DAL 49,27.0,27.0,Gardner Minshew pass complete deep left to DeVonta Smith for 19 yards (tackle by Nahshon Wright),1.09,3.58,16.0,2022,235
4.0,13:27,1.0,10.0,DAL 30,27.0,27.0,Miles Sanders left guard for 4 yards (tackle by Damone Clark),3.58,3.57,16.0,2022,235
4.0,12:45,2.0,6.0,DAL 26,27.0,27.0,Miles Sanders left end for no gain (tackle by Anthony Barr),3.57,2.87,16.0,2022,235
4.0,12:01,3.0,6.0,DAL 26,27.0,27.0,Gardner Minshew pass complete short middle to A.J. Brown for 14 yards (tackle by Malik Hooker),2.87,4.78,16.0,2022,235
4.0,11:28,1.0,10.0,DAL 12,27.0,27.0,Miles Sanders right guard for 3 yards (tackle by Micah Parsons),4.78,4.51,16.0,2022,235
4.0,10:47,2.0,8.0,DAL 9,27.0,27.0,Miles Sanders left tackle for no gain (tackle by Anthony Barr),4.51,3.7,16.0,2022,235
4.0,10:03,3.0,7.0,DAL 9,33.0,27.0,"Gardner Minshew pass complete short right to DeVonta Smith for 9 yards, touchdown. Penalty on Jayron Kearse: Defensive Holding, 5 yards (declined)",3.7,7.0,16.0,2022,235
4.0,9:59,,,DAL 15,34.0,27.0,Jake Elliott kicks extra point good,0.0,0.0,16.0,2022,235
4.0,9:59,,,PHI 35,34.0,27.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
4.0,9:59,1.0,10.0,DAL 25,34.0,27.0,Dak Prescott pass complete short right to Jake Ferguson for 24 yards (tackle by James Bradberry),0.61,2.19,16.0,2022,235
4.0,9:19,1.0,10.0,DAL 49,34.0,27.0,"Dak Prescott sacked by Haason Reddick for -11 yards. Dak Prescott fumbles (forced by Haason Reddick), recovered by Tyler Biadasz at DAL-38 (tackle by Haason Reddick)",2.19,0.16,16.0,2022,235
4.0,8:42,2.0,21.0,DAL 38,34.0,27.0,Dak Prescott sacked by Josh Sweat for -9 yards,0.16,-1.68,16.0,2022,235
4.0,8:02,3.0,30.0,DAL 29,34.0,27.0,Dak Prescott pass complete deep left to T.Y. Hilton for 52 yards (tackle by Josiah Scott),-1.68,4.31,16.0,2022,235
4.0,7:20,1.0,10.0,PHI 19,34.0,27.0,Dak Prescott sacked by Haason Reddick for -1 yards,4.31,3.63,16.0,2022,235
4.0,6:38,2.0,11.0,PHI 20,34.0,27.0,Dak Prescott pass complete short middle to Tony Pollard for 13 yards (tackle by Marcus Epps),3.63,5.6,16.0,2022,235
4.0,5:57,1.0,7.0,PHI 7,34.0,27.0,Dak Prescott pass incomplete short right intended for Tony Pollard,5.6,4.76,16.0,2022,235
4.0,5:53,2.0,7.0,PHI 7,34.0,33.0,"Dak Prescott pass complete short right to CeeDee Lamb for 7 yards, touchdown",4.76,7.0,16.0,2022,235
4.0,5:49,,,PHI 15,34.0,34.0,Brett Maher kicks extra point good,0.0,0.0,16.0,2022,235
4.0,5:49,,,DAL 35,34.0,34.0,"Brett Maher kicks off 68 yards, returned by Boston Scott for 25 yards (tackle by Luke Gifford)",0.0,0.41,16.0,2022,235
4.0,5:43,1.0,10.0,PHI 22,34.0,34.0,Miles Sanders right tackle for 3 yards (tackle by DeMarcus Lawrence and Quinton Bohanna),0.41,0.27,16.0,2022,235
4.0,5:03,2.0,7.0,PHI 25,34.0,34.0,Gardner Minshew pass complete deep right to DeVonta Smith for 23 yards,0.27,2.13,16.0,2022,235
4.0,4:57,1.0,10.0,PHI 48,34.0,34.0,"Gardner Minshew for no gain. Gardner Minshew fumbles, recovered by Gardner Minshew at PHI-48 Gardner Minshew pass incomplete short right",2.13,1.58,16.0,2022,235
4.0,4:51,2.0,10.0,PHI 48,34.0,34.0,Gardner Minshew pass complete short middle to Miles Sanders for 6 yards (tackle by DaRon Bland),1.58,1.68,16.0,2022,235
4.0,4:28,3.0,4.0,DAL 46,34.0,34.0,Gardner Minshew pass short left intended for Quez Watkins is intercepted by DaRon Bland at DAL-40 and returned for no gain (tackle by Quez Watkins),1.68,-1.6,16.0,2022,235
4.0,4:19,1.0,10.0,DAL 40,34.0,34.0,Dak Prescott pass complete short middle to Dalton Schultz for 16 yards (tackle by Kyzir White),1.6,2.65,16.0,2022,235
4.0,3:45,1.0,10.0,PHI 44,34.0,34.0,Dak Prescott pass complete short middle to CeeDee Lamb for 10 yards (tackle by Josiah Scott),2.65,3.31,16.0,2022,235
4.0,3:06,1.0,10.0,PHI 34,34.0,34.0,Dak Prescott pass incomplete short middle intended for Noah Brown (defended by James Bradberry),3.31,2.77,16.0,2022,235
4.0,3:02,2.0,10.0,PHI 34,34.0,34.0,Dak Prescott pass complete short middle to Noah Brown for 5 yards (tackle by T.J. Edwards),2.77,2.74,16.0,2022,235
4.0,2:28,3.0,5.0,PHI 29,34.0,34.0,Dak Prescott pass incomplete short middle intended for Michael Gallup,2.74,1.54,16.0,2022,235
4.0,2:24,4.0,5.0,PHI 29,34.0,37.0,Brett Maher 48 yard field goal good,1.54,3.0,16.0,2022,235
4.0,2:19,,,DAL 35,34.0,37.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,235
4.0,2:19,1.0,10.0,PHI 25,34.0,37.0,"Miles Sanders for -3 yards. Miles Sanders fumbles (forced by Carlos Watkins), recovered by Anthony Barr at PHI-21 (tackle by Carlos Watkins)",0.61,-4.17,16.0,2022,235
4.0,2:07,1.0,10.0,PHI 21,34.0,37.0,Dak Prescott left end for 16 yards (tackle by Reed Blankenship),4.17,6.06,16.0,2022,235
4.0,2:01,1.0,5.0,PHI 5,34.0,37.0,Dak Prescott sacked by and Kyzir White for -9 yards and Josh Sweat for -9 yards,6.06,3.58,16.0,2022,235
4.0,1:56,2.0,14.0,PHI 14,34.0,37.0,Tony Pollard left end for 7 yards (tackle by Kyzir White and T.J. Edwards),3.58,3.81,16.0,2022,235
4.0,1:50,,,,,,Timeout #1 by Philadelphia Eagles,,,16.0,2022,235
4.0,1:50,3.0,7.0,PHI 7,34.0,37.0,Dak Prescott scrambles up the middle for 4 yards (tackle by T.J. Edwards),3.81,3.04,16.0,2022,235
4.0,1:43,,,,,,Timeout #2 by Philadelphia Eagles,,,16.0,2022,235
4.0,1:43,4.0,3.0,PHI 3,34.0,37.0,"Penalty on DAL: Delay of Game, 5 yards (accepted) (no play)",3.04,2.95,16.0,2022,235
