Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA,week,year,game_id
2,13:27,1.0,10.0,ARI 39,3.0,3.0,Leonard Fournette right tackle for no gain (tackle by Markus Golden and Isaiah Simmons),2.98,2.44,16.0,2022,239
2,12:52,2.0,10.0,ARI 39,3.0,3.0,Tom Brady pass complete short left to Chris Godwin for 12 yards (tackle by Kamu Grugier-Hill),2.44,3.78,16.0,2022,239
2,12:15,1.0,10.0,ARI 27,3.0,3.0,Tom Brady pass incomplete short left intended for Leonard Fournette,3.78,3.23,16.0,2022,239
2,12:12,2.0,10.0,ARI 27,3.0,3.0,Leonard Fournette up the middle for 4 yards (tackle by Jonathan Ledbetter),3.23,3.07,16.0,2022,239
2,11:30,3.0,6.0,ARI 23,3.0,3.0,Tom Brady pass complete short left to Chris Godwin for 5 yards (tackle by Isaiah Simmons),3.07,2.4,16.0,2022,239
2,10:53,4.0,1.0,ARI 18,3.0,3.0,Tom Brady up the middle for 2 yards (tackle by Trysten Hill),2.4,4.51,16.0,2022,239
2,10:27,1.0,10.0,ARI 16,3.0,3.0,Tom Brady pass incomplete short left intended for Cade Otton,4.51,3.9,16.0,2022,239
2,10:24,2.0,10.0,ARI 16,3.0,3.0,Tom Brady pass complete short left to Leonard Fournette for 6 yards (tackle by Marco Wilson and Budda Baker),3.9,4.17,16.0,2022,239
2,9:41,3.0,4.0,ARI 10,3.0,3.0,"Tom Brady pass complete to Julio Jones for no gain, touchdown (no play)",4.17,3.22,16.0,2022,239
2,9:36,3.0,9.0,ARI 15,3.0,3.0,"Tom Brady pass complete to Cade Otton for no gain. Penalty on Tristan Wirfs: Offensive Holding, 10 yards (accepted) (no play)",3.22,2.08,16.0,2022,239
2,9:11,3.0,19.0,ARI 25,3.0,3.0,Tom Brady pass complete short middle to Leonard Fournette for 8 yards (tackle by Antonio Hamilton and Markus Golden),2.08,2.31,16.0,2022,239
2,8:18,4.0,11.0,ARI 17,6.0,3.0,Ryan Succop 35 yard field goal good,2.31,3.0,16.0,2022,239
2,8:14,,,TAM 35,6.0,3.0,"Jake Camarda kicks off 68 yards, returned by Pharoh Cooper for 17 yards (tackle by J.J. Russell)",0.0,-0.28,16.0,2022,239
2,8:09,1.0,10.0,ARI 14,6.0,3.0,Trace McSorley right end for -1 yards (tackle by Carlton Davis),-0.28,-0.85,16.0,2022,239
2,7:32,2.0,11.0,ARI 13,6.0,3.0,Trace McSorley pass incomplete short right intended for Marquise Brown,-0.85,-1.53,16.0,2022,239
2,7:27,3.0,11.0,ARI 13,6.0,3.0,Trace McSorley pass incomplete short left intended for DeAndre Hopkins,-1.53,-2.49,16.0,2022,239
2,7:22,4.0,11.0,ARI 13,6.0,3.0,"Andy Lee punts 39 yards, fair catch by Deven Thompkins at TB-48",-2.49,-2.13,16.0,2022,239
2,7:14,1.0,10.0,TAM 48,6.0,3.0,Rachaad White right end for 1 yard (tackle by J.J. Watt and Budda Baker),2.13,1.72,16.0,2022,239
2,6:33,2.0,9.0,TAM 49,6.0,3.0,Tom Brady pass complete short left to Rachaad White for 8 yards (tackle by Ben Niemann and Isaiah Simmons),1.72,2.08,16.0,2022,239
2,5:50,3.0,1.0,ARI 43,6.0,3.0,Tom Brady pass complete short middle to Chris Godwin for 10 yards (tackle by Budda Baker and Jonathan Ledbetter),2.08,3.38,16.0,2022,239
2,5:22,1.0,10.0,ARI 33,6.0,3.0,Tom Brady pass deep left intended for Mike Evans is intercepted by Marco Wilson at ARI-2 and returned for 39 yards (tackle by Nick Leverett),3.38,-1.66,16.0,2022,239
2,5:09,1.0,10.0,ARI 41,6.0,3.0,James Conner right tackle for 7 yards (tackle by Devin White and Antoine Winfield),1.66,2.07,16.0,2022,239
2,4:33,2.0,3.0,ARI 48,6.0,3.0,James Conner right end for 6 yards (tackle by Carlton Davis),2.07,2.52,16.0,2022,239
2,3:54,1.0,10.0,TAM 46,6.0,3.0,James Conner right tackle for -1 yards (tackle by Logan Ryan),2.52,1.84,16.0,2022,239
2,3:20,2.0,11.0,TAM 47,6.0,3.0,Trace McSorley pass incomplete deep left intended for DeAndre Hopkins (defended by Sean Murphy-Bunting),1.84,1.16,16.0,2022,239
2,3:14,3.0,11.0,TAM 47,6.0,3.0,Trace McSorley pass incomplete short right,1.16,0.13,16.0,2022,239
2,3:09,4.0,11.0,TAM 47,6.0,3.0,"Andy Lee punts 38 yards, fair catch by Deven Thompkins at TB-9",0.13,0.38,16.0,2022,239
2,3:02,1.0,10.0,TAM 9,6.0,3.0,Leonard Fournette up the middle for 5 yards (tackle by Ben Niemann and Isaiah Simmons),-0.38,-0.48,16.0,2022,239
2,2:25,2.0,6.0,TAM 13,6.0,3.0,Tom Brady pass complete short left to Leonard Fournette for 7 yards (tackle by Ben Niemann),-0.48,0.34,16.0,2022,239
2,2:00,1.0,10.0,TAM 21,6.0,3.0,Leonard Fournette up the middle for 3 yards (tackle by Myjai Sanders and Budda Baker),0.34,0.21,16.0,2022,239
2,1:42,2.0,7.0,TAM 24,6.0,3.0,Tom Brady pass complete short right to Leonard Fournette for 6 yards (tackle by Jonathan Ledbetter),0.21,0.3,16.0,2022,239
2,1:22,3.0,1.0,TAM 30,6.0,3.0,Tom Brady pass incomplete short left intended for Russell Gage,0.3,-1.37,16.0,2022,239
2,1:18,4.0,1.0,TAM 30,6.0,3.0,"Jake Camarda punts 53 yards, returned by Pharoh Cooper for 13 yards (tackle by Giovani Bernard)",-1.37,-0.94,16.0,2022,239
2,1:07,1.0,10.0,ARI 30,6.0,3.0,Trace McSorley pass complete short left to James Conner for 2 yards (tackle by Devin White),0.94,0.66,16.0,2022,239
2,0:46,2.0,8.0,ARI 32,6.0,3.0,Trace McSorley pass complete short left to James Conner for 9 yards (tackle by Rakeem Nunez-Roches),0.66,1.66,16.0,2022,239
2,0:36,,,,,,Timeout #2 by Arizona Cardinals,,,16.0,2022,239
2,0:36,1.0,10.0,ARI 41,6.0,3.0,Trace McSorley pass complete short left to James Conner for 3 yards (tackle by Anthony Nelson),1.66,1.53,16.0,2022,239
2,0:30,2.0,7.0,ARI 44,6.0,3.0,Trace McSorley pass incomplete short right intended for Trey McBride,1.53,0.83,16.0,2022,239
2,0:19,3.0,7.0,ARI 44,6.0,3.0,"Trace McSorley pass complete deep left to Greg Dortch for 17 yards. Penalty on Devin White: Defensive Offside, 5 yards (declined)",0.83,2.98,16.0,2022,239
2,0:23,1.0,10.0,TAM 39,6.0,3.0,Trace McSorley pass incomplete intended for DeAndre Hopkins,2.98,2.44,16.0,2022,239
2,0:19,2.0,10.0,TAM 39,6.0,3.0,Trace McSorley pass complete short right to Greg Dortch for 4 yards (tackle by Pat O'Connor),2.44,2.28,16.0,2022,239
2,0:15,,,,,,Timeout #3 by Arizona Cardinals,,,16.0,2022,239
2,0:15,3.0,6.0,TAM 35,6.0,3.0,Trace McSorley pass incomplete short right intended for Marquise Brown,2.28,0.97,16.0,2022,239
2,0:12,4.0,6.0,TAM 35,6.0,6.0,Matt Prater 53 yard field goal good,0.97,3.0,16.0,2022,239
2,0:08,,,ARI 35,6.0,6.0,"Matt Prater kicks off 65 yards, returned by Deven Thompkins for 17 yards (tackle by Chris Banjo)",0.0,-0.06,16.0,2022,239
2,0:04,1.0,10.0,TAM 17,6.0,6.0,Tom Brady kneels for -1 yards,-0.06,-0.73,16.0,2022,239
3,15:00,,,TAM 35,6.0,6.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,239
3,15:00,1.0,10.0,ARI 25,6.0,6.0,James Conner up the middle for no gain (tackle by Akiem Hicks),0.61,0.06,16.0,2022,239
3,14:29,2.0,10.0,ARI 25,6.0,6.0,Trace McSorley pass complete short middle to James Conner for 4 yards (tackle by Devin White),0.06,-0.1,16.0,2022,239
3,13:52,3.0,6.0,ARI 29,6.0,6.0,Trace McSorley pass complete short left to Greg Dortch for 4 yards (tackle by Anthony Nelson),-0.1,-1.18,16.0,2022,239
3,13:16,4.0,2.0,ARI 33,6.0,6.0,Andy Lee punts 58 yards downed by Nate Hairston,-1.18,0.38,16.0,2022,239
3,13:05,1.0,10.0,TAM 9,6.0,6.0,Rachaad White up the middle for 4 yards (tackle by Myjai Sanders),-0.38,-0.48,16.0,2022,239
3,12:28,2.0,6.0,TAM 13,6.0,6.0,Tom Brady pass complete short right to Chris Godwin for 4 yards (tackle by Antonio Hamilton),-0.48,-0.48,16.0,2022,239
3,11:49,3.0,2.0,TAM 17,6.0,6.0,Tom Brady pass incomplete short right intended for Chris Godwin,-0.48,-2.32,16.0,2022,239
3,11:45,4.0,2.0,TAM 17,6.0,6.0,"Jake Camarda punts 52 yards, returned by Pharoh Cooper for 2 yards (tackle by Zyon McCollum). Penalty on Christian Matthew: Offensive Holding, 10 yards (declined) . Penalty on Tanner Vallejo: Unnecessary Roughness / Defense, 15 yards (accepted)",-2.32,-0.04,16.0,2022,239
3,11:36,1.0,10.0,ARI 18,6.0,6.0,"James Conner for no gain. Penalty on Maxx Williams: Offensive Holding, 9 yards (accepted) (no play)",0.04,-0.72,16.0,2022,239
3,10:58,1.0,19.0,ARI 9,6.0,6.0,Trace McSorley pass incomplete short middle intended for James Conner,-0.72,-1.44,16.0,2022,239
3,10:54,2.0,19.0,ARI 9,6.0,6.0,Trace McSorley pass complete short right to Trey McBride for 7 yards (tackle by Mike Edwards and Lavonte David),-1.44,-1.59,16.0,2022,239
3,10:20,3.0,13.0,ARI 16,6.0,6.0,Trace McSorley pass complete short right to Greg Dortch for 9 yards (tackle by Lavonte David),-1.59,-1.7,16.0,2022,239
3,9:44,4.0,4.0,ARI 25,6.0,6.0,"Andy Lee punts 45 yards, fair catch by Deven Thompkins at TB-30",-1.7,-0.94,16.0,2022,239
3,9:38,1.0,10.0,TAM 30,6.0,6.0,Leonard Fournette right end for 6 yards (tackle by Ben Niemann),0.94,1.2,16.0,2022,239
3,8:52,2.0,4.0,TAM 36,6.0,6.0,Leonard Fournette left end for 2 yards (tackle by Ben Niemann and Isaiah Simmons),1.2,0.76,16.0,2022,239
3,8:14,3.0,2.0,TAM 38,6.0,6.0,Leonard Fournette up the middle for 3 yards (tackle by Jalen Thompson),0.76,1.66,16.0,2022,239
3,7:30,1.0,10.0,TAM 41,6.0,6.0,Leonard Fournette left end for 3 yards (tackle by Marco Wilson and Tanner Vallejo),1.66,1.53,16.0,2022,239
3,6:54,2.0,7.0,TAM 44,6.0,6.0,Tom Brady pass complete short right to Chris Godwin for 10 yards (tackle by Jalen Thompson),1.53,2.52,16.0,2022,239
3,6:17,1.0,10.0,ARI 46,6.0,6.0,Leonard Fournette left tackle for 5 yards (tackle by Budda Baker),2.52,2.65,16.0,2022,239
3,5:33,2.0,5.0,ARI 41,6.0,6.0,"Penalty on Cade Otton: False Start, 5 yards (accepted) (no play)",2.65,1.98,16.0,2022,239
3,5:18,2.0,10.0,ARI 46,6.0,6.0,Tom Brady pass complete short middle to Russell Gage for 11 yards (tackle by Isaiah Simmons),1.98,3.25,16.0,2022,239
3,4:39,1.0,10.0,ARI 35,6.0,6.0,Leonard Fournette up the middle for 1 yard (tackle by Michael Dogbe and Jalen Thompson),3.25,2.84,16.0,2022,239
3,3:58,2.0,9.0,ARI 34,6.0,6.0,Leonard Fournette up the middle for -2 yards (tackle by J.J. Watt),2.84,1.88,16.0,2022,239
3,3:15,3.0,11.0,ARI 36,6.0,6.0,Tom Brady pass deep left intended for Mike Evans is intercepted by Marco Wilson at ARI-19 and returned for no gain (tackle by Mike Evans),1.88,-0.15,16.0,2022,239
3,3:08,1.0,10.0,ARI 19,6.0,6.0,James Conner up the middle for 4 yards (tackle by Akiem Hicks),0.15,0.21,16.0,2022,239
3,2:38,2.0,6.0,ARI 23,6.0,6.0,Trace McSorley pass complete to Greg Dortch for 5 yards (tackle by Lavonte David),0.21,0.1,16.0,2022,239
3,1:56,3.0,1.0,ARI 28,6.0,6.0,James Conner up the middle for 3 yards (tackle by Antoine Winfield and Devin White),0.1,0.94,16.0,2022,239
3,1:19,1.0,10.0,ARI 30,6.0,6.0,Greg Dortch right end for 2 yards (tackle by Lavonte David and Devin White),0.94,0.73,16.0,2022,239
3,0:43,2.0,8.0,ARI 33,6.0,6.0,Trace McSorley pass complete deep left to Marquise Brown for 47 yards (tackle by Mike Edwards),0.73,4.24,16.0,2022,239
3,0:02,1.0,10.0,TAM 20,6.0,6.0,James Conner right tackle for no gain (tackle by Devin White),4.24,3.69,16.0,2022,239
4,15:00,2.0,10.0,TAM 20,6.0,6.0,Trace McSorley pass complete short right to Marquise Brown for -1 yards (tackle by Lavonte David),3.69,2.87,16.0,2022,239
4,14:16,3.0,11.0,TAM 21,6.0,6.0,Trace McSorley pass incomplete short right,2.87,2.06,16.0,2022,239
4,14:11,4.0,11.0,TAM 21,6.0,9.0,Matt Prater 39 yard field goal good,2.06,3.0,16.0,2022,239
4,14:07,,,ARI 35,6.0,9.0,"Matt Prater kicks off 66 yards, returned by Deven Thompkins for 18 yards (tackle by Dennis Gardeck)",0.0,-0.06,16.0,2022,239
4,14:03,1.0,10.0,TAM 17,6.0,9.0,Rachaad White up the middle for 2 yards (tackle by Leki Fotu and J.J. Watt),-0.06,-0.25,16.0,2022,239
4,13:24,2.0,8.0,TAM 19,6.0,9.0,Ke'Shawn Vaughn left tackle for 6 yards (tackle by Jonathan Ledbetter),-0.25,-0.24,16.0,2022,239
4,12:43,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,16.0,2022,239
4,12:43,3.0,2.0,TAM 25,6.0,9.0,Tom Brady pass incomplete short left intended for Mike Evans (defended by Zaven Collins),-0.24,-1.7,16.0,2022,239
4,12:39,4.0,2.0,TAM 25,6.0,9.0,"Jake Camarda punts 36 yards, returned by Pharoh Cooper for 28 yards (tackle by Giovani Bernard)",-1.7,-3.38,16.0,2022,239
4,12:26,1.0,10.0,TAM 33,6.0,9.0,James Conner up the middle for 4 yards (tackle by Mike Edwards),3.38,3.38,16.0,2022,239
4,12:03,2.0,6.0,TAM 29,6.0,9.0,Trace McSorley pass complete short right to Trey McBride for 5 yards (tackle by Mike Edwards and Devin White),3.38,3.34,16.0,2022,239
4,11:32,3.0,1.0,TAM 24,6.0,9.0,Trace McSorley up the middle for 2 yards (tackle by William Gholston and Antoine Winfield),3.34,4.11,16.0,2022,239
4,10:59,1.0,10.0,TAM 22,6.0,9.0,Trace McSorley pass incomplete short right intended for Stephen Anderson,4.11,3.56,16.0,2022,239
4,10:53,2.0,10.0,TAM 22,6.0,15.0,"James Conner left end for 22 yards, touchdown",3.56,7.0,16.0,2022,239
4,10:47,,,TAM 15,6.0,16.0,Matt Prater kicks extra point good,0.0,0.0,16.0,2022,239
4,10:47,,,ARI 35,6.0,16.0,"Matt Prater kicks off 65 yards, returned by Deven Thompkins for 33 yards (tackle by Jalen Thompson)",0.0,0.59,16.0,2022,239
4,10:41,2.0,10.0,TAM 33,6.0,16.0,Tom Brady pass complete short left to Leonard Fournette for 44 yards (tackle by Jalen Thompson),0.59,4.04,16.0,2022,239
4,10:01,1.0,10.0,ARI 23,6.0,16.0,Tom Brady pass complete short right to Leonard Fournette for no gain (tackle by Antonio Hamilton and Isaiah Simmons),4.04,3.5,16.0,2022,239
4,9:33,2.0,10.0,ARI 23,6.0,16.0,Tom Brady pass complete short left to Chris Godwin for 5 yards (tackle by Isaiah Simmons),3.5,3.49,16.0,2022,239
4,9:11,3.0,5.0,ARI 18,6.0,16.0,Tom Brady pass complete short left to Leonard Fournette for 10 yards (tackle by Marco Wilson),3.49,5.37,16.0,2022,239
4,8:51,1.0,8.0,ARI 8,6.0,16.0,Tom Brady pass complete short middle to Cade Otton for 5 yards (tackle by Budda Baker),5.37,5.53,16.0,2022,239
4,8:11,2.0,3.0,ARI 3,6.0,16.0,Tom Brady pass incomplete short middle intended for Mike Evans,5.53,4.72,16.0,2022,239
4,8:07,3.0,3.0,ARI 3,12.0,16.0,"Tom Brady pass complete short left to Rachaad White for 3 yards, touchdown",4.72,7.0,16.0,2022,239
4,8:03,,,ARI 15,13.0,16.0,Ryan Succop kicks extra point good,0.0,0.0,16.0,2022,239
4,8:03,,,TAM 35,13.0,16.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,239
4,8:03,1.0,10.0,ARI 25,13.0,16.0,Trace McSorley pass complete short left to DeAndre Hopkins for 4 yards (tackle by Sean Murphy-Bunting),0.61,0.6,16.0,2022,239
4,7:28,2.0,6.0,ARI 29,13.0,16.0,Trace McSorley pass complete short right to Greg Dortch for 9 yards (tackle by Carlton Davis and Logan Ryan),0.6,1.47,16.0,2022,239
4,6:48,1.0,10.0,ARI 38,13.0,16.0,James Conner right tackle for 11 yards (tackle by Logan Ryan),1.47,2.19,16.0,2022,239
4,6:17,1.0,10.0,ARI 49,13.0,16.0,James Conner left end for 6 yards (tackle by Mike Edwards),2.19,2.46,16.0,2022,239
4,5:37,2.0,4.0,TAM 45,13.0,16.0,James Conner up the middle for 3 yards (tackle by Keanu Neal and William Gholston),2.46,2.15,16.0,2022,239
4,4:53,,,,,,Timeout #1 by Arizona Cardinals,,,16.0,2022,239
4,4:53,3.0,1.0,TAM 42,13.0,16.0,"Trace McSorley aborted snap, recovered by William Gholston at TB-45",2.15,-1.93,16.0,2022,239
4,4:49,1.0,10.0,TAM 45,13.0,16.0,Tom Brady pass incomplete short middle intended for Cade Otton (defended by Budda Baker),1.93,1.38,16.0,2022,239
4,4:45,2.0,10.0,TAM 45,13.0,16.0,Tom Brady pass complete short right to Rachaad White for 4 yards (tackle by Budda Baker and Ben Niemann),1.38,1.22,16.0,2022,239
4,4:17,3.0,6.0,TAM 49,13.0,16.0,Tom Brady pass complete short middle to Chris Godwin for 12 yards (tackle by Zaven Collins),1.22,2.98,16.0,2022,239
4,3:55,1.0,10.0,ARI 39,13.0,16.0,Tom Brady pass complete short left to Russell Gage for 8 yards (tackle by Christian Matthew and Ben Niemann),2.98,3.52,16.0,2022,239
4,3:31,2.0,2.0,ARI 31,13.0,16.0,Rachaad White up the middle for 5 yards (tackle by Leki Fotu and Christian Matthew),3.52,3.84,16.0,2022,239
4,3:11,1.0,10.0,ARI 26,13.0,16.0,Tom Brady pass incomplete short right intended for Mike Evans (defended by Isaiah Simmons),3.84,3.3,16.0,2022,239
4,3:06,2.0,10.0,ARI 26,13.0,16.0,Tom Brady pass complete short left to Rachaad White for 2 yards (tackle by Zaven Collins and Ben Niemann),3.3,2.87,16.0,2022,239
4,2:36,,,,,,Timeout #2 by Arizona Cardinals,,,16.0,2022,239
4,2:36,3.0,8.0,ARI 24,13.0,16.0,Tom Brady pass incomplete deep right intended for Chris Godwin (defended by Jalen Thompson),2.87,1.87,16.0,2022,239
4,2:31,4.0,8.0,ARI 24,16.0,16.0,Ryan Succop 42 yard field goal good,1.87,3.0,16.0,2022,239
4,2:27,,,TAM 35,16.0,16.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,239
4,2:27,1.0,10.0,ARI 25,16.0,16.0,"Trace McSorley pass complete to Trey McBride for no gain. Penalty on Billy Price: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.61,0.28,16.0,2022,239
4,2:21,1.0,15.0,ARI 20,16.0,16.0,Trace McSorley scrambles up the middle for 4 yards (tackle by Logan Ryan),0.28,-0.07,16.0,2022,239
4,2:00,2.0,11.0,ARI 24,16.0,16.0,Trace McSorley pass complete short right to Trey McBride for 5 yards (tackle by Lavonte David),-0.07,-0.1,16.0,2022,239
4,1:54,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,16.0,2022,239
4,1:54,3.0,6.0,ARI 29,16.0,16.0,Trace McSorley pass incomplete short right intended for DeAndre Hopkins,-0.1,-1.44,16.0,2022,239
4,1:50,4.0,6.0,ARI 29,16.0,16.0,"Andy Lee punts 51 yards, returned by Deven Thompkins for 14 yards (tackle by Zeke Turner and Chris Banjo)",-1.44,-1.2,16.0,2022,239
