Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA,week,year,game_id
1.0,9:32,4.0,1.0,TEN 49,0.0,0.0,Malik Willis up the middle for 3 yards (tackle by Thomas Booker),-0.13,2.39,16.0,2022,231
1.0,8:58,1.0,10.0,HOU 48,0.0,6.0,"Derrick Henry right tackle for 48 yards, touchdown",2.39,7.0,16.0,2022,231
1.0,8:48,,,HOU 15,0.0,7.0,Randy Bullock kicks extra point good,0.0,0.0,16.0,2022,231
1.0,8:48,,,TEN 35,0.0,7.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,231
1.0,8:48,1.0,10.0,HOU 25,0.0,7.0,Royce Freeman right guard for 5 yards (tackle by Kevin Byard),0.61,0.74,16.0,2022,231
1.0,8:08,2.0,5.0,HOU 30,0.0,7.0,Royce Freeman up the middle for 2 yards (tackle by Monty Rice),0.74,0.3,16.0,2022,231
1.0,7:25,3.0,3.0,HOU 32,0.0,7.0,Davis Mills scrambles right guard for 4 yards (tackle by Monty Rice),0.3,1.33,16.0,2022,231
1.0,6:47,1.0,10.0,HOU 36,0.0,7.0,Royce Freeman right tackle for 3 yards (tackle by Kevin Strong),1.33,1.2,16.0,2022,231
1.0,6:16,2.0,7.0,HOU 39,0.0,7.0,Jeff Driskel pass complete short right to Brevin Jordan for 15 yards (tackle by Kevin Byard),1.2,2.52,16.0,2022,231
1.0,5:28,1.0,10.0,TEN 46,0.0,7.0,Royce Freeman up the middle for 4 yards (tackle by Kevin Byard and Roger McCreary),2.52,2.52,16.0,2022,231
1.0,4:53,2.0,6.0,TEN 42,0.0,7.0,Davis Mills pass complete short right to Jeff Driskel for 4 yards (tackle by Joshua Kalu),2.52,2.35,16.0,2022,231
1.0,4:12,3.0,2.0,TEN 38,0.0,7.0,Davis Mills pass complete deep right to Jordan Akins for 30 yards (tackle by Andrew Adams),2.35,5.37,16.0,2022,231
1.0,3:30,1.0,8.0,TEN 8,0.0,7.0,Royce Freeman left tackle for 2 yards (tackle by Denico Autry),5.37,4.95,16.0,2022,231
1.0,2:52,2.0,6.0,TEN 6,0.0,7.0,Davis Mills pass incomplete short left intended for Chris Moore,4.95,4.04,16.0,2022,231
1.0,2:44,,,,,,Timeout #1 by Houston Texans,,,16.0,2022,231
1.0,2:44,3.0,6.0,TEN 6,6.0,7.0,"Davis Mills right end for 5 yards. Davis Mills fumbles (forced by Denico Autry), recovered by Rex Burkhead in end zone, touchdown",4.04,7.0,16.0,2022,231
1.0,2:34,,,TEN 15,7.0,7.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,16.0,2022,231
1.0,2:34,,,HOU 35,7.0,7.0,"Ka'imi Fairbairn kicks off 64 yards, returned by Julius Chestnut for 24 yards (tackle by Neville Hewitt and Dare Ogunbowale)",0.0,0.61,16.0,2022,231
1.0,2:30,1.0,10.0,TEN 25,7.0,7.0,"Malik Willis pass complete short right to Treylon Burks for no gain (tackle by Jalen Pitre). Penalty on Nicholas Petit-Frere: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,16.0,2022,231
1.0,2:03,1.0,20.0,TEN 15,7.0,7.0,Derrick Henry left guard for 13 yards (tackle by Jake Hansen),-0.41,0.47,16.0,2022,231
1.0,1:46,2.0,7.0,TEN 28,7.0,7.0,Derrick Henry right guard for 1 yard (tackle by Christian Harris and Roy Lopez),0.47,-0.1,16.0,2022,231
1.0,1:04,3.0,6.0,TEN 29,7.0,7.0,Malik Willis sacked by Ogbonnia Okoronkwo for -5 yards,-0.1,-1.77,16.0,2022,231
1.0,0:10,4.0,11.0,TEN 24,7.0,7.0,"Ryan Stonehouse punts 44 yards, returned by Desmond King for 9 yards (tackle by Kevin Byard)",-1.77,-1.66,16.0,2022,231
2.0,15:00,1.0,10.0,HOU 41,7.0,7.0,"Davis Mills pass incomplete short left intended for Brandin Cooks. Penalty on Joshua Kalu: Defensive Offside, 5 yards (accepted) (no play)",1.66,2.39,16.0,2022,231
2.0,14:55,1.0,5.0,HOU 46,7.0,7.0,Dare Ogunbowale left tackle for -2 yards (tackle by Rashad Weaver),2.39,1.53,16.0,2022,231
2.0,14:21,2.0,7.0,HOU 44,7.0,7.0,Dare Ogunbowale up the middle for 7 yards (tackle by Monty Rice and Tarell Basham),1.53,2.32,16.0,2022,231
2.0,13:35,1.0,10.0,TEN 49,7.0,7.0,Dare Ogunbowale up the middle for 3 yards (tackle by Monty Rice),2.32,2.19,16.0,2022,231
2.0,12:58,,,,,,Timeout #1 by Tennessee Titans,,,16.0,2022,231
2.0,12:58,2.0,7.0,TEN 46,7.0,7.0,Jeff Driskel pass complete short right to Chris Moore for 13 yards (tackle by Kevin Byard),2.19,3.38,16.0,2022,231
2.0,12:12,1.0,10.0,TEN 33,7.0,7.0,"Davis Mills pass complete deep left to Brandin Cooks for no gain, touchdown. Penalty on Jordan Akins: Illegal Formation, 5 yards (declined) . Penalty on Jordan Akins: Offensive Holding, 10 yards (accepted) (no play)",3.38,2.72,16.0,2022,231
2.0,12:06,1.0,20.0,TEN 43,7.0,7.0,Jeff Driskel pass complete short right to Chris Moore for 12 yards (tackle by Kevin Byard and Monty Rice),2.72,3.11,16.0,2022,231
2.0,11:19,2.0,8.0,TEN 31,7.0,7.0,Davis Mills pass complete short middle to Jordan Akins for 5 yards (tackle by Monty Rice),3.11,3.07,16.0,2022,231
2.0,10:38,3.0,3.0,TEN 26,7.0,7.0,Royce Freeman up the middle for 3 yards (tackle by Jack Gibbens and Jeffery Simmons),3.07,4.04,16.0,2022,231
2.0,9:53,1.0,10.0,TEN 23,7.0,7.0,Davis Mills pass complete short right to Royce Freeman for 6 yards (tackle by Roger McCreary and Jack Gibbens),4.04,4.38,16.0,2022,231
2.0,9:10,2.0,4.0,TEN 17,7.0,7.0,Royce Freeman right end for 5 yards (tackle by Kevin Byard),4.38,4.78,16.0,2022,231
2.0,8:26,1.0,10.0,TEN 12,7.0,7.0,Royce Freeman left guard for 3 yards (tackle by Monty Rice and Joshua Kalu),4.78,4.64,16.0,2022,231
2.0,7:43,2.0,7.0,TEN 9,7.0,7.0,Davis Mills pass incomplete short left,4.64,3.7,16.0,2022,231
2.0,7:36,3.0,7.0,TEN 9,7.0,7.0,Davis Mills pass complete short left to Rex Burkhead for 2 yards (tackle by Lonnie Johnson and Denico Autry),3.7,2.98,16.0,2022,231
2.0,6:53,4.0,5.0,TEN 7,10.0,7.0,Ka'imi Fairbairn 25 yard field goal good,2.98,3.0,16.0,2022,231
2.0,6:50,,,HOU 35,10.0,7.0,"Ka'imi Fairbairn kicks off 66 yards, returned by Julius Chestnut for 28 yards (tackle by Eric Murray and Tavierre Thomas)",0.0,0.74,16.0,2022,231
2.0,6:45,1.0,10.0,TEN 27,10.0,7.0,"Derrick Henry up the middle for no gain (tackle by Jonathan Greenard and M.J. Stewart). Penalty on Kurt Hinish: Defensive Offside, 5 yards (accepted) (no play)",0.74,1.47,16.0,2022,231
2.0,6:20,1.0,5.0,TEN 32,10.0,7.0,Derrick Henry left end for 7 yards (tackle by Desmond King),1.47,1.53,16.0,2022,231
2.0,5:41,1.0,10.0,TEN 39,10.0,7.0,Derrick Henry right end for -4 yards (tackle by Jonathan Greenard),1.53,0.45,16.0,2022,231
2.0,5:01,2.0,14.0,TEN 35,10.0,7.0,Malik Willis pass complete short left to Robert Woods for 10 yards (tackle by Christian Kirksey),0.45,1.09,16.0,2022,231
2.0,4:26,3.0,4.0,TEN 45,10.0,7.0,"Malik Willis up the middle for -1 yards (tackle by Roy Lopez). Penalty on Aaron Brewer: Offensive Holding, 10 yards (declined)",1.09,-0.46,16.0,2022,231
2.0,4:08,4.0,5.0,TEN 44,10.0,7.0,"Ryan Stonehouse punts 48 yards, returned by Desmond King for 15 yards (tackle by Chigoziem Okonkwo and Jack Gibbens)",-0.46,-0.48,16.0,2022,231
2.0,3:53,1.0,10.0,HOU 23,10.0,7.0,Royce Freeman left guard for 2 yards (tackle by DeMarcus Walker),0.48,0.2,16.0,2022,231
2.0,3:20,2.0,8.0,HOU 25,10.0,7.0,Royce Freeman left tackle for -3 yards (tackle by DeMarcus Walker),0.2,-0.89,16.0,2022,231
2.0,2:38,3.0,11.0,HOU 22,10.0,7.0,Davis Mills pass incomplete deep right intended for Brandin Cooks,-0.89,-1.9,16.0,2022,231
2.0,2:30,4.0,11.0,HOU 22,10.0,7.0,Cameron Johnston punts 53 yards downed by Blake Cashman,-1.9,-0.61,16.0,2022,231
2.0,2:20,1.0,10.0,TEN 25,10.0,7.0,Derrick Henry right tackle for 2 yards (tackle by Jalen Pitre),0.61,0.33,16.0,2022,231
2.0,2:00,2.0,8.0,TEN 27,10.0,7.0,Malik Willis pass complete short right to Chigoziem Okonkwo for 10 yards (tackle by Jonathan Owens),0.33,1.4,16.0,2022,231
2.0,1:54,1.0,10.0,TEN 37,10.0,7.0,Malik Willis pass incomplete short left intended for Chigoziem Okonkwo,1.4,0.86,16.0,2022,231
2.0,1:51,2.0,10.0,TEN 37,10.0,7.0,Derrick Henry left guard for 10 yards (tackle by Jonathan Owens),0.86,2.06,16.0,2022,231
2.0,1:32,1.0,10.0,TEN 47,10.0,7.0,Malik Willis pass incomplete short left intended for Treylon Burks,2.06,1.52,16.0,2022,231
2.0,1:30,2.0,10.0,TEN 47,10.0,7.0,Malik Willis pass complete short left to Robert Woods for 9 yards (tackle by Christian Kirksey),1.52,2.02,16.0,2022,231
2.0,1:12,3.0,1.0,HOU 44,10.0,7.0,Derrick Henry up the middle for 2 yards (tackle by Christian Kirksey),2.02,2.79,16.0,2022,231
2.0,1:06,,,,,,Timeout #2 by Tennessee Titans,,,16.0,2022,231
2.0,1:06,1.0,10.0,HOU 42,10.0,7.0,Derrick Henry left tackle for -3 yards (tackle by Kurt Hinish and Jonathan Greenard),2.79,1.84,16.0,2022,231
2.0,0:47,2.0,13.0,HOU 45,10.0,7.0,Malik Willis pass complete short middle to Derrick Henry for 5 yards (tackle by Christian Kirksey),1.84,1.82,16.0,2022,231
2.0,0:26,3.0,8.0,HOU 40,10.0,7.0,"Penalty on Nick Westbrook-Ikhine: False Start, 5 yards (accepted) (no play)",1.82,1.16,16.0,2022,231
2.0,0:26,,,,,,Timeout #2 by Houston Texans,,,16.0,2022,231
2.0,0:26,3.0,13.0,HOU 45,10.0,7.0,Malik Willis sacked by Blake Cashman for no gain,1.16,0.27,16.0,2022,231
2.0,0:20,4.0,13.0,HOU 45,10.0,7.0,Ryan Stonehouse punts 36 yards,0.27,0.38,16.0,2022,231
2.0,0:09,1.0,10.0,HOU 9,10.0,7.0,Davis Mills kneels for -1 yards,-0.38,-0.85,16.0,2022,231
3.0,15:00,,,TEN 35,10.0,7.0,"Randy Bullock kicks off 63 yards, returned by Tremon Smith for 26 yards (tackle by Andrew Adams)",0.0,0.81,16.0,2022,231
3.0,14:54,1.0,10.0,HOU 28,10.0,7.0,Davis Mills pass incomplete short left intended for Brandin Cooks (defended by Denico Autry),0.81,0.26,16.0,2022,231
3.0,14:51,2.0,10.0,HOU 28,10.0,7.0,Davis Mills pass incomplete short right,0.26,-0.43,16.0,2022,231
3.0,14:43,3.0,10.0,HOU 28,10.0,7.0,Davis Mills pass complete deep left to Brandin Cooks for 16 yards (tackle by Tre Avery),-0.43,1.86,16.0,2022,231
3.0,14:00,1.0,10.0,HOU 44,10.0,7.0,Jeff Driskel pass incomplete short right,1.86,1.32,16.0,2022,231
3.0,13:55,2.0,10.0,HOU 44,10.0,7.0,Davis Mills pass complete short left to Brandin Cooks for 8 yards (tackle by Tre Avery),1.32,1.69,16.0,2022,231
3.0,13:15,3.0,2.0,TEN 48,10.0,7.0,Royce Freeman right guard for 1 yard (tackle by Teair Tart),1.69,0.13,16.0,2022,231
3.0,12:31,4.0,1.0,TEN 47,10.0,7.0,Jeff Driskel left end for no gain (tackle by Joshua Kalu and Denico Autry),0.13,-2.13,16.0,2022,231
3.0,12:25,1.0,10.0,TEN 48,10.0,7.0,Derrick Henry up the middle for -1 yards (tackle by Maliek Collins),2.13,1.45,16.0,2022,231
3.0,11:46,2.0,11.0,TEN 47,10.0,7.0,Malik Willis scrambles right tackle for 12 yards (tackle by Christian Harris),1.45,2.85,16.0,2022,231
3.0,11:02,1.0,10.0,HOU 41,10.0,7.0,Derrick Henry right guard for 6 yards (tackle by Christian Kirksey and Rasheem Green),2.85,3.12,16.0,2022,231
3.0,10:22,2.0,4.0,HOU 35,10.0,7.0,Treylon Burks left end for 15 yards (tackle by Jalen Pitre and Desmond King),3.12,4.24,16.0,2022,231
3.0,9:40,1.0,10.0,HOU 20,10.0,7.0,Derrick Henry right end for 6 yards (tackle by Christian Harris),4.24,4.64,16.0,2022,231
3.0,8:59,2.0,4.0,HOU 14,10.0,13.0,"Malik Willis for 14 yards, touchdown",4.64,7.0,16.0,2022,231
3.0,8:51,,,HOU 15,10.0,14.0,Randy Bullock kicks extra point good,0.0,0.0,16.0,2022,231
3.0,8:51,,,TEN 35,10.0,14.0,"Randy Bullock kicks off 53 yards, returned by Dare Ogunbowale for 25 yards (tackle by Jonathan Ward)",0.0,1.4,16.0,2022,231
3.0,8:45,1.0,10.0,HOU 37,10.0,14.0,Dare Ogunbowale left tackle for 1 yard (tackle by Jeffery Simmons and Teair Tart),1.4,0.99,16.0,2022,231
3.0,8:11,2.0,9.0,HOU 38,10.0,14.0,Dare Ogunbowale left end for 1 yard (tackle by Jeffery Simmons),0.99,0.43,16.0,2022,231
3.0,7:29,3.0,8.0,HOU 39,10.0,14.0,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",0.43,-0.23,16.0,2022,231
3.0,7:10,3.0,13.0,HOU 34,10.0,14.0,Davis Mills pass short left (defended by Tre Avery) intended for Brandin Cooks is intercepted by Jack Gibbens at HOU-47 and returned for 7 yards (tackle by Rex Burkhead),-0.23,-2.92,16.0,2022,231
3.0,7:01,1.0,10.0,HOU 40,10.0,14.0,Derrick Henry left guard for 2 yards (tackle by Maliek Collins and Desmond King),2.92,2.64,16.0,2022,231
3.0,6:24,2.0,8.0,HOU 38,10.0,14.0,Malik Willis pass incomplete deep right,2.64,1.95,16.0,2022,231
3.0,6:14,3.0,8.0,HOU 38,10.0,14.0,Malik Willis pass incomplete short middle intended for Austin Hooper (defended by Christian Harris),1.95,0.72,16.0,2022,231
3.0,6:10,4.0,8.0,HOU 38,10.0,14.0,Malik Willis pass incomplete short left intended for Nick Westbrook-Ikhine (defended by Tavierre Thomas),0.72,-1.47,16.0,2022,231
3.0,6:06,1.0,10.0,HOU 38,10.0,14.0,Royce Freeman left guard for 3 yards (tackle by Denico Autry and Teair Tart),1.47,1.33,16.0,2022,231
3.0,5:25,2.0,7.0,HOU 41,10.0,14.0,Royce Freeman left tackle for -3 yards (tackle by Denico Autry and Jack Gibbens),1.33,0.23,16.0,2022,231
3.0,4:43,3.0,10.0,HOU 38,10.0,14.0,Davis Mills pass complete short middle to Jordan Akins for 4 yards (tackle by Jack Gibbens),0.23,-0.59,16.0,2022,231
3.0,4:04,4.0,6.0,HOU 42,10.0,14.0,"Cameron Johnston punts 48 yards, fair catch by Robert Woods at TEN-10",-0.59,0.38,16.0,2022,231
3.0,3:55,1.0,10.0,TEN 10,10.0,14.0,Derrick Henry up the middle for 2 yards (tackle by Rasheem Green and Jake Hansen),-0.38,-0.63,16.0,2022,231
3.0,3:23,2.0,8.0,TEN 12,10.0,14.0,Derrick Henry right guard for 2 yards (tackle by Kurt Hinish and Thomas Booker),-0.63,-0.95,16.0,2022,231
3.0,2:40,3.0,6.0,TEN 14,10.0,14.0,Malik Willis pass complete short middle to Robert Woods for 5 yards (tackle by Christian Harris),-0.95,-2.14,16.0,2022,231
3.0,1:56,4.0,1.0,TEN 19,10.0,14.0,"Ryan Stonehouse punts 61 yards, returned by Desmond King for 11 yards (tackle by Joseph Jones)",-2.14,-1.0,16.0,2022,231
3.0,1:41,1.0,10.0,HOU 31,10.0,14.0,Davis Mills pass incomplete short left intended for Chris Moore (defended by Denico Autry),1.0,0.46,16.0,2022,231
3.0,1:35,2.0,10.0,HOU 31,10.0,14.0,Davis Mills pass incomplete deep left intended for Brandin Cooks,0.46,-0.23,16.0,2022,231
3.0,1:29,3.0,10.0,HOU 31,10.0,14.0,Davis Mills pass incomplete short right intended for Amari Rodgers,-0.23,-1.31,16.0,2022,231
3.0,1:24,4.0,10.0,HOU 31,10.0,14.0,"Cameron Johnston punts 48 yards, returned by Robert Woods for 10 yards (tackle by Jalen Reeves-Maybin)",-1.31,-1.0,16.0,2022,231
3.0,1:15,1.0,10.0,TEN 31,10.0,14.0,Malik Willis pass complete short middle to Nick Westbrook-Ikhine for 14 yards (tackle by Jalen Pitre),1.0,1.93,16.0,2022,231
3.0,0:39,1.0,10.0,TEN 45,10.0,14.0,Derrick Henry right guard for 4 yards (tackle by Jalen Pitre),1.93,1.92,16.0,2022,231
4.0,15:00,2.0,6.0,TEN 49,10.0,14.0,Malik Willis pass complete short right to Austin Hooper for 5 yards (tackle by Jalen Pitre),1.92,1.88,16.0,2022,231
4.0,14:29,3.0,1.0,HOU 46,10.0,14.0,Derrick Henry up the middle for 2 yards (tackle by Rasheem Green and Jonathan Greenard),1.88,2.65,16.0,2022,231
4.0,13:55,1.0,10.0,HOU 44,10.0,14.0,"Derrick Henry left tackle for 2 yards. Derrick Henry fumbles (forced by Jake Hansen), recovered by Jonathan Greenard at HOU-42 (tackle by Jake Hansen)",2.65,-1.73,16.0,2022,231
4.0,13:44,1.0,10.0,HOU 42,10.0,14.0,"Penalty on Jeffery Simmons: Defensive Offside, 5 yards (accepted) (no play)",1.73,2.46,16.0,2022,231
4.0,13:14,1.0,5.0,HOU 47,10.0,14.0,Davis Mills pass complete short left to Troy Hairston for no gain (tackle by Joseph Jones),2.46,1.86,16.0,2022,231
4.0,12:34,2.0,5.0,HOU 47,10.0,14.0,Davis Mills pass complete deep middle to Phillip Dorsett for 18 yards (tackle by Roger McCreary),1.86,3.25,16.0,2022,231
4.0,11:50,1.0,10.0,TEN 35,10.0,14.0,Davis Mills pass complete short right to Brandin Cooks for 4 yards (tackle by Roger McCreary),3.25,3.24,16.0,2022,231
4.0,11:18,2.0,6.0,TEN 31,10.0,14.0,Dare Ogunbowale up the middle for 8 yards (tackle by Jack Gibbens and Kevin Byard),3.24,4.04,16.0,2022,231
4.0,10:45,1.0,10.0,TEN 23,10.0,14.0,Davis Mills pass complete short left to Phillip Dorsett for 7 yards,4.04,4.56,16.0,2022,231
4.0,10:12,2.0,3.0,TEN 16,10.0,14.0,Dare Ogunbowale left guard for 6 yards (tackle by Kevin Byard and Rashad Weaver),4.56,4.91,16.0,2022,231
4.0,9:35,1.0,10.0,TEN 10,10.0,14.0,Dare Ogunbowale up the middle for 4 yards (tackle by Rashad Weaver),4.91,4.95,16.0,2022,231
4.0,8:57,2.0,6.0,TEN 6,10.0,14.0,Davis Mills sacked by Denico Autry for -3 yards,4.95,3.36,16.0,2022,231
4.0,8:13,3.0,9.0,TEN 9,10.0,14.0,Davis Mills pass complete short left to Rex Burkhead for 5 yards (tackle by Jack Gibbens and Lonnie Johnson),3.36,3.03,16.0,2022,231
4.0,7:27,4.0,4.0,TEN 4,13.0,14.0,Ka'imi Fairbairn 22 yard field goal good,3.03,3.0,16.0,2022,231
4.0,7:25,,,HOU 35,13.0,14.0,"Ka'imi Fairbairn kicks off 62 yards, returned by Julius Chestnut for 18 yards (tackle by Grayland Arnold)",0.0,0.34,16.0,2022,231
4.0,7:21,1.0,10.0,TEN 21,13.0,14.0,Derrick Henry right guard for 1 yard (tackle by Ogbonnia Okoronkwo),0.34,-0.07,16.0,2022,231
4.0,6:41,2.0,9.0,TEN 22,13.0,14.0,Malik Willis pass complete short right to Geoff Swaim for -1 yards (tackle by Ogbonnia Okoronkwo and Steven Nelson),-0.07,-0.89,16.0,2022,231
4.0,5:59,3.0,10.0,TEN 21,13.0,14.0,Malik Willis right guard for 2 yards (tackle by Ogbonnia Okoronkwo),-0.89,-1.83,16.0,2022,231
4.0,5:23,4.0,8.0,TEN 23,13.0,14.0,"Ryan Stonehouse punts 56 yards, returned by Desmond King for 6 yards (tackle by Morgan Cox and Chigoziem Okonkwo)",-1.83,-0.74,16.0,2022,231
4.0,5:07,1.0,10.0,HOU 27,13.0,14.0,Davis Mills pass complete short middle to Brevin Jordan for 6 yards (tackle by Monty Rice),0.74,1.01,16.0,2022,231
4.0,4:30,2.0,4.0,HOU 33,13.0,14.0,Davis Mills pass complete deep right to Phillip Dorsett for 20 yards (tackle by Roger McCreary),1.01,2.46,16.0,2022,231
4.0,3:51,1.0,10.0,TEN 47,13.0,14.0,Davis Mills pass complete deep right to Amari Rodgers for 37 yards (tackle by Lonnie Johnson),2.46,4.91,16.0,2022,231
4.0,3:43,1.0,10.0,TEN 10,13.0,14.0,Royce Freeman right end for 4 yards (tackle by Jack Gibbens),4.91,4.95,16.0,2022,231
4.0,2:58,2.0,6.0,TEN 6,19.0,14.0,"Davis Mills pass complete short left to Brandin Cooks for 6 yards, touchdown. Penalty on Lonnie Johnson: Illegal Use of Hands / Defense, 5 yards (declined)",4.95,7.0,16.0,2022,231
4.0,2:52,,,TEN 2,19.0,14.0,Two Point Attempt: Davis Mills pass incomplete,1.0,-1.0,16.0,2022,231
4.0,2:52,,,HOU 35,19.0,14.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,231
4.0,2:52,1.0,10.0,TEN 25,19.0,14.0,Derrick Henry up the middle for 6 yards (tackle by Tavierre Thomas and Jalen Pitre),0.61,0.87,16.0,2022,231
4.0,2:35,2.0,4.0,TEN 31,19.0,14.0,Derrick Henry right tackle for 11 yards (tackle by Rasheem Green and Jalen Pitre),0.87,1.73,16.0,2022,231
4.0,2:09,1.0,10.0,TEN 42,19.0,14.0,Malik Willis pass incomplete short right,1.73,1.19,16.0,2022,231
4.0,2:06,2.0,10.0,TEN 42,19.0,14.0,Malik Willis left tackle for 7 yards (tackle by Roy Lopez),1.19,1.42,16.0,2022,231
4.0,2:00,3.0,3.0,TEN 49,19.0,14.0,Malik Willis left guard for 6 yards (tackle by Jalen Pitre),1.42,2.59,16.0,2022,231
4.0,1:39,1.0,10.0,HOU 45,19.0,14.0,Malik Willis pass short left intended for Treylon Burks is intercepted by Christian Harris at HOU-42 and returned for 20 yards (tackle by Aaron Brewer),2.59,-3.05,16.0,2022,231
4.0,1:33,1.0,10.0,TEN 38,19.0,14.0,"Penalty on HOU: Illegal Formation, 5 yards (declined)",3.05,2.37,16.0,2022,231
4.0,1:33,2.0,11.0,TEN 39,19.0,14.0,Royce Freeman up the middle for -1 yards (tackle by Teair Tart and Jeffery Simmons),2.37,1.55,16.0,2022,231
4.0,1:23,,,,,,Timeout #1 by Tennessee Titans,,,16.0,2022,231
4.0,1:23,3.0,12.0,TEN 40,19.0,14.0,Jeff Driskel left end for 2 yards (tackle by Monty Rice),1.55,0.72,16.0,2022,231
4.0,1:17,,,,,,Timeout #2 by Tennessee Titans,,,16.0,2022,231
4.0,1:17,4.0,10.0,TEN 38,19.0,14.0,Cameron Johnston punts 34 yards downed by Tremon Smith,0.72,0.38,16.0,2022,231
4.0,1:10,1.0,10.0,TEN 4,19.0,14.0,Malik Willis pass incomplete short middle intended for Robert Woods (defended by Maliek Collins),-0.38,-0.78,16.0,2022,231
4.0,1:06,2.0,10.0,TEN 4,19.0,14.0,Malik Willis pass complete short left to Robert Woods for 6 yards (tackle by Blake Cashman),-0.78,-0.72,16.0,2022,231
4.0,0:47,3.0,4.0,TEN 10,19.0,14.0,Malik Willis pass complete short right to Hassan Haskins for 8 yards (tackle by Christian Harris and Tavierre Thomas),-0.72,0.04,16.0,2022,231
4.0,0:38,,,,,,Timeout #3 by Tennessee Titans,,,16.0,2022,231
4.0,0:38,,,,,,Timeout #1 by Houston Texans,,,16.0,2022,231
4.0,0:38,1.0,10.0,TEN 18,19.0,14.0,Malik Willis pass complete short middle to Hassan Haskins for 9 yards (tackle by Tavierre Thomas),0.04,0.82,16.0,2022,231
4.0,0:16,2.0,1.0,TEN 27,19.0,14.0,"Malik Willis for no gain. Malik Willis fumbles (forced by Jerry Hughes), recovered by Malik Willis at TEN-27 Malik Willis pass complete deep right to Austin Hooper for 15 yards (tackle by Christian Kirksey). Penalty on Jonathan Greenard: Face Mask (15 Yards), 15 yards (accepted)",0.82,2.72,16.0,2022,231
4.0,0:05,,,,,,Timeout #2 by Houston Texans,,,16.0,2022,231
4.0,0:05,1.0,10.0,HOU 43,19.0,14.0,Malik Willis pass deep left is intercepted by Jalen Pitre in end zone and returned for 6 yards,2.72,0.0,16.0,2022,231
