Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA,week,year,game_id
1.0,6:31,1.0,10.0,CAR 21,0.0,7.0,Jayden Daniels left end for 7 yards (tackle by Xavier Woods),4.17,4.74,7.0,2024,102
1.0,5:53,2.0,3.0,CAR 14,0.0,7.0,Brian Robinson left guard for 6 yards (tackle by Dane Jackson and Trevin Wallace),4.74,5.37,7.0,2024,102
1.0,5:15,1.0,8.0,CAR 8,0.0,7.0,Jayden Daniels pass complete short right to Terry McLaurin for 3 yards (tackle by Trevin Wallace),5.37,5.15,7.0,2024,102
1.0,4:39,2.0,5.0,CAR 5,0.0,7.0,Jayden Daniels up the middle for -3 yards (tackle by Thomas Incoom),5.15,3.58,7.0,2024,102
1.0,4:05,3.0,8.0,CAR 8,0.0,7.0,Jayden Daniels pass complete short right to Austin Ekeler for 3 yards (tackle by Chandler Wooten),3.58,3.01,7.0,2024,102
1.0,3:21,4.0,5.0,CAR 5,0.0,10.0,Austin Seibert 23 yard field goal good,3.01,3.0,7.0,2024,102
1.0,3:18,,,WAS 35,0.0,10.0,"Austin Seibert kicks off 56 yards, returned by Raheem Blackshear for 16 yards (tackle by Darrick Forrest)",0.0,0.61,7.0,2024,102
1.0,3:13,1.0,10.0,CAR 25,0.0,10.0,Andy Dalton pass complete short left to Jalen Coker for 10 yards (tackle by Mike Sainristil and Bobby Wagner),0.61,1.27,7.0,2024,102
1.0,2:36,1.0,10.0,CAR 35,0.0,10.0,"Andy Dalton pass deep middle intended for Diontae Johnson is intercepted by Emmanuel Forbes at WAS-45 and returned for 19 yards (tackle by Damien Lewis). Penalty on Damien Lewis: Ineligible Downfield Pass, 10 yards (declined) . Penalty on Clelin Ferrell: Offensive Illegal Block Above the Waist, 10 yards (accepted)",1.27,-2.52,7.0,2024,102
1.0,2:27,1.0,10.0,CAR 46,0.0,10.0,Marcus Mariota left end for 4 yards (tackle by Jaycee Horn),2.52,2.52,7.0,2024,102
1.0,1:51,2.0,6.0,CAR 42,0.0,10.0,Marcus Mariota sacked by Charles Harris for -4 yards,2.52,1.29,7.0,2024,102
1.0,1:11,3.0,10.0,CAR 46,0.0,10.0,"Penalty on Zach Ertz: False Start, 5 yards (accepted) (no play)",1.29,0.63,7.0,2024,102
1.0,0:48,3.0,15.0,WAS 49,0.0,10.0,Marcus Mariota pass incomplete deep right intended for Dyami Brown,0.63,-0.13,7.0,2024,102
1.0,0:41,4.0,15.0,WAS 49,0.0,10.0,"Tress Way punts 40 yards, fair catch by David Moore at CAR-11",-0.13,0.37,7.0,2024,102
1.0,0:34,1.0,10.0,CAR 11,0.0,10.0,Chuba Hubbard up the middle for 4 yards (tackle by Jalyn Holmes),-0.37,-0.43,7.0,2024,102
2.0,15:00,2.0,6.0,CAR 15,0.0,10.0,Chuba Hubbard left tackle for 1 yard (tackle by Daron Payne),-0.43,-0.84,7.0,2024,102
2.0,14:19,3.0,5.0,CAR 16,0.0,10.0,Andy Dalton sacked by Frankie Luvu for -4 yards,-0.84,-2.49,7.0,2024,102
2.0,13:33,4.0,9.0,CAR 12,0.0,10.0,"Johnny Hekker punts 62 yards, returned by Olamide Zaccheaus for 15 yards (tackle by Jacoby Windmon)",-2.49,-1.66,7.0,2024,102
2.0,13:22,1.0,10.0,WAS 41,0.0,10.0,Brian Robinson right tackle for 8 yards (tackle by Trevin Wallace and Chau Smith-Wade),1.66,2.2,7.0,2024,102
2.0,12:44,2.0,2.0,WAS 49,0.0,10.0,Brian Robinson left guard for 7 yards (tackle by DJ Johnson and Nick Scott),2.2,2.65,7.0,2024,102
2.0,12:12,1.0,10.0,CAR 44,0.0,10.0,"Marcus Mariota pass incomplete deep right intended for Noah Brown. Penalty on Chau Smith-Wade: Defensive Pass Interference, 29 yards (accepted) (no play)",2.65,4.58,7.0,2024,102
2.0,12:05,1.0,10.0,CAR 15,0.0,10.0,Brian Robinson up the middle for 7 yards (tackle by Marquis Haynes and Jaycee Horn),4.58,5.22,7.0,2024,102
2.0,11:40,2.0,3.0,CAR 8,0.0,16.0,"Brian Robinson up the middle for 8 yards, touchdown",5.22,7.0,7.0,2024,102
2.0,11:35,,,CAR 15,0.0,17.0,Austin Seibert kicks extra point good,0.0,0.0,7.0,2024,102
2.0,11:35,,,WAS 35,0.0,17.0,"Austin Seibert kicks off 63 yards, returned by Xavier Legette for 19 yards (tackle by Jeremy McNichols)",0.0,0.34,7.0,2024,102
2.0,11:27,1.0,10.0,CAR 21,0.0,17.0,Andy Dalton scrambles left end for 4 yards (tackle by Jeremy Chinn),0.34,0.34,7.0,2024,102
2.0,10:53,2.0,6.0,CAR 25,0.0,17.0,Chuba Hubbard right guard for 4 yards (tackle by Jeremy Chinn and Bobby Wagner),0.34,0.17,7.0,2024,102
2.0,10:15,3.0,2.0,CAR 29,0.0,17.0,Andy Dalton pass complete short left to Ian Thomas for 2 yards (tackle by Percy Butler),0.17,1.0,7.0,2024,102
2.0,9:31,1.0,10.0,CAR 31,0.0,17.0,Chuba Hubbard up the middle for 8 yards (tackle by Jeremy Chinn and Quan Martin),1.0,1.54,7.0,2024,102
2.0,8:57,2.0,2.0,CAR 39,0.0,17.0,Chuba Hubbard left guard for no gain (tackle by Daron Payne),1.54,0.83,7.0,2024,102
2.0,8:18,3.0,2.0,CAR 39,0.0,17.0,Miles Sanders up the middle for 1 yard (tackle by Bobby Wagner and Clelin Ferrell),0.83,-0.72,7.0,2024,102
2.0,7:34,4.0,1.0,CAR 40,0.0,17.0,Chuba Hubbard up the middle for -2 yards (tackle by Dante Fowler),-0.72,-3.05,7.0,2024,102
2.0,7:32,1.0,10.0,CAR 38,0.0,17.0,Austin Ekeler left end for 3 yards (tackle by DJ Johnson and Shy Tuttle),3.05,2.91,7.0,2024,102
2.0,7:05,2.0,7.0,CAR 35,0.0,17.0,"Marcus Mariota pass incomplete short left intended for Zach Ertz (defended by Chau Smith-Wade). Penalty on Chau Smith-Wade: Defensive Holding, 5 yards (accepted) (no play)",2.91,3.58,7.0,2024,102
2.0,6:57,1.0,10.0,CAR 30,0.0,17.0,Marcus Mariota up the middle for 9 yards (tackle by Chandler Wooten),3.58,4.25,7.0,2024,102
2.0,6:21,2.0,1.0,CAR 21,0.0,17.0,"Austin Ekeler right end for no gain (tackle by Chandler Wooten). Penalty on Andrew Wylie: Offensive Holding, 10 yards (accepted) (no play)",4.25,2.9,7.0,2024,102
2.0,5:55,2.0,11.0,CAR 31,0.0,17.0,Marcus Mariota pass incomplete short left intended for Zach Ertz,2.9,2.21,7.0,2024,102
2.0,5:49,3.0,11.0,CAR 31,0.0,17.0,Marcus Mariota pass incomplete short left intended for Dyami Brown (defended by Jaycee Horn),2.21,1.32,7.0,2024,102
2.0,5:43,4.0,11.0,CAR 31,0.0,20.0,Austin Seibert 49 yard field goal good,1.32,3.0,7.0,2024,102
2.0,5:39,,,WAS 35,0.0,20.0,"Austin Seibert kicks off 61 yards, returned by Raheem Blackshear for 28 yards (tackle by Darrick Forrest and Jeremy Chinn) WAS challenged the runner was down by contact ruling, and the play was upheld.",0.0,1.07,7.0,2024,102
2.0,5:26,1.0,10.0,CAR 32,0.0,20.0,Andy Dalton pass complete short right to Ja'Tavion Sanders for 16 yards (tackle by Noah Igbinoghene),1.07,2.13,7.0,2024,102
2.0,4:42,1.0,10.0,CAR 48,0.0,20.0,Chuba Hubbard right tackle for -2 yards (tackle by Frankie Luvu),2.13,1.31,7.0,2024,102
2.0,4:04,2.0,12.0,CAR 46,0.0,20.0,Chuba Hubbard left end for no gain (tackle by Mike Sainristil),1.31,0.63,7.0,2024,102
2.0,3:22,3.0,12.0,CAR 46,0.0,20.0,Andy Dalton pass complete short right to Ja'Tavion Sanders for 2 yards (tackle by Noah Igbinoghene),0.63,-0.19,7.0,2024,102
2.0,2:37,4.0,10.0,CAR 48,0.0,20.0,Johnny Hekker punts 44 yards downed by Jacoby Windmon,-0.19,0.38,7.0,2024,102
2.0,2:22,1.0,10.0,WAS 8,0.0,20.0,Brian Robinson right guard for 3 yards (tackle by LaBryan Ray and Chandler Wooten),-0.38,-0.56,7.0,2024,102
2.0,2:00,2.0,7.0,WAS 11,0.0,20.0,Marcus Mariota right end for 4 yards (tackle by Jaycee Horn),-0.56,-0.6,7.0,2024,102
2.0,1:22,3.0,3.0,WAS 15,0.0,20.0,"Penalty on Marquis Haynes: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.6,0.28,7.0,2024,102
2.0,1:22,1.0,10.0,WAS 20,0.0,20.0,"Marcus Mariota pass incomplete short left intended for Austin Ekeler. Penalty on Dane Jackson: Defensive Holding, 5 yards (accepted) (no play)",0.28,0.61,7.0,2024,102
2.0,1:19,1.0,10.0,WAS 25,0.0,20.0,Marcus Mariota pass complete short middle to Zach Ertz for 7 yards (tackle by Xavier Woods),0.61,1.01,7.0,2024,102
2.0,1:03,2.0,3.0,WAS 32,0.0,20.0,Marcus Mariota pass complete short left to Terry McLaurin for 18 yards (tackle by Chau Smith-Wade and Michael Jackson),1.01,2.26,7.0,2024,102
2.0,0:43,1.0,10.0,WAS 50,0.0,20.0,Marcus Mariota pass complete short right to Terry McLaurin for 15 yards (tackle by Michael Jackson),2.26,3.25,7.0,2024,102
2.0,0:39,,,,,,Timeout #2 by Washington Commanders,,,7.0,2024,102
2.0,0:39,1.0,10.0,CAR 35,0.0,20.0,Marcus Mariota pass incomplete short right intended for Olamide Zaccheaus,3.25,2.7,7.0,2024,102
2.0,0:36,2.0,10.0,CAR 35,0.0,20.0,Marcus Mariota pass complete deep middle to Dyami Brown for 23 yards (tackle by Nick Scott and Michael Jackson),2.7,4.78,7.0,2024,102
2.0,0:16,1.0,10.0,CAR 12,0.0,26.0,"Marcus Mariota pass complete short right to Zach Ertz for 12 yards, touchdown",4.78,7.0,7.0,2024,102
2.0,0:10,,,CAR 15,0.0,27.0,Austin Seibert kicks extra point good,0.0,0.0,7.0,2024,102
2.0,0:10,,,WAS 35,0.0,27.0,"Austin Seibert kicks off 65 yards, touchback.",0.0,0.94,7.0,2024,102
2.0,0:10,1.0,10.0,CAR 30,0.0,27.0,Andy Dalton kneels for -1 yards,0.94,0.26,7.0,2024,102
3.0,15:00,,,CAR 35,0.0,27.0,"Eddy Pineiro kicks off 58 yards, returned by Austin Ekeler for 34 yards (tackle by Raheem Blackshear)",0.0,1.66,7.0,2024,102
3.0,14:55,1.0,10.0,WAS 41,0.0,27.0,"Tyler Biadasz aborted snap, recovered by Marcus Mariota at WAS-41 (tackle by Shy Tuttle)",1.66,1.26,7.0,2024,102
3.0,14:21,2.0,9.0,WAS 42,0.0,27.0,Marcus Mariota scrambles left end for 11 yards (tackle by Chau Smith-Wade),1.26,2.46,7.0,2024,102
3.0,13:41,1.0,10.0,CAR 47,0.0,27.0,"Marcus Mariota pass complete short middle to Olamide Zaccheaus for no gain (tackle by Nick Scott). Penalty on Samuel Cosmi: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.46,2.13,7.0,2024,102
3.0,13:19,1.0,15.0,WAS 48,0.0,27.0,Marcus Mariota pass complete short middle to Austin Ekeler for no gain (tackle by DJ Johnson),2.13,1.24,7.0,2024,102
3.0,12:40,2.0,15.0,WAS 48,0.0,27.0,Marcus Mariota pass complete short left to Terry McLaurin for 19 yards (tackle by Michael Jackson),1.24,3.38,7.0,2024,102
3.0,12:03,1.0,10.0,CAR 33,0.0,27.0,Marcus Mariota pass complete short left to Zach Ertz for 15 yards (tackle by Xavier Woods),3.38,4.37,7.0,2024,102
3.0,11:40,1.0,10.0,CAR 18,0.0,27.0,Brian Robinson right guard for 3 yards (tackle by DeShawn Williams and Nick Thurman),4.37,4.25,7.0,2024,102
3.0,11:01,2.0,7.0,CAR 15,0.0,27.0,Brian Robinson left tackle for 2 yards (tackle by DeShawn Williams and Nick Thurman),4.25,3.82,7.0,2024,102
3.0,10:19,3.0,5.0,CAR 13,0.0,27.0,Marcus Mariota pass complete short right to Olamide Zaccheaus for 7 yards (tackle by Trevin Wallace),3.82,5.83,7.0,2024,102
3.0,9:34,1.0,6.0,CAR 6,0.0,27.0,Austin Ekeler right tackle for 3 yards (tackle by Xavier Woods and LaBryan Ray),5.83,5.53,7.0,2024,102
3.0,8:57,2.0,3.0,CAR 3,0.0,33.0,"Marcus Mariota pass complete short right to Ben Sinnott for 3 yards, touchdown",5.53,7.0,7.0,2024,102
3.0,8:53,,,CAR 15,0.0,34.0,Austin Seibert kicks extra point good,0.0,0.0,7.0,2024,102
3.0,8:53,,,WAS 35,0.0,34.0,"Austin Seibert kicks off 66 yards, returned by Raheem Blackshear for 24 yards. Raheem Blackshear fumbles (tackle by Nick Bellore, recovered by Ja'Tavion Sanders at CAR-22 and returned for 2 yards and Michael Davis and Mike Sainristil)",0.0,0.54,7.0,2024,102
3.0,8:44,1.0,10.0,CAR 24,0.0,34.0,Andy Dalton sacked by Dante Fowler for no gain,0.54,0.0,7.0,2024,102
3.0,8:05,2.0,10.0,CAR 24,0.0,34.0,Andy Dalton pass complete short middle to Xavier Legette for 6 yards (tackle by Noah Igbinoghene),0.0,0.1,7.0,2024,102
3.0,7:23,3.0,4.0,CAR 30,0.0,34.0,Andy Dalton pass incomplete short right,0.1,-1.37,7.0,2024,102
3.0,7:17,4.0,4.0,CAR 30,0.0,34.0,"Penalty on Andy Dalton: Delay of Game, 5 yards (accepted) (no play)",-1.37,-1.7,7.0,2024,102
3.0,7:17,4.0,9.0,CAR 25,0.0,34.0,"Johnny Hekker punts 43 yards, fair catch by Olamide Zaccheaus at WAS-32",-1.7,-1.07,7.0,2024,102
3.0,7:09,1.0,10.0,WAS 32,0.0,34.0,Brian Robinson right tackle for 6 yards (tackle by Chandler Wooten and DJ Johnson),1.07,1.34,7.0,2024,102
3.0,6:38,2.0,4.0,WAS 38,0.0,34.0,Marcus Mariota right end for 5 yards (tackle by Dane Jackson),1.34,1.8,7.0,2024,102
3.0,6:16,1.0,10.0,WAS 43,0.0,34.0,Marcus Mariota pass complete deep right to Terry McLaurin for 18 yards (tackle by Nick Scott),1.8,2.98,7.0,2024,102
3.0,5:43,1.0,10.0,CAR 39,0.0,34.0,"Brian Robinson right end for no gain (tackle by Chandler Wooten and Trevin Wallace). Penalty on John Bates: Offensive Holding, 10 yards (accepted) (no play)",2.98,2.32,7.0,2024,102
3.0,5:20,1.0,20.0,CAR 49,0.0,34.0,Marcus Mariota pass complete short right to Olamide Zaccheaus for 5 yards (tackle by Trevin Wallace),2.32,1.77,7.0,2024,102
3.0,4:40,2.0,15.0,CAR 44,0.0,34.0,Austin Ekeler left tackle for 6 yards (tackle by Chau Smith-Wade and Xavier Woods),1.77,1.88,7.0,2024,102
3.0,4:10,3.0,9.0,CAR 38,0.0,34.0,Marcus Mariota pass complete short middle to Noah Brown for 16 yards (tackle by Nick Scott),1.88,4.11,7.0,2024,102
3.0,3:49,1.0,10.0,CAR 22,0.0,34.0,Marcus Mariota pass complete short left to Olamide Zaccheaus for 1 yard (tackle by Chau Smith-Wade),4.11,3.7,7.0,2024,102
3.0,3:12,2.0,9.0,CAR 21,0.0,34.0,Brian Robinson right end for 7 yards (tackle by Chau Smith-Wade and T.J. Smith),3.7,4.15,7.0,2024,102
3.0,2:37,3.0,2.0,CAR 14,0.0,34.0,"Penalty on Zach Ertz: False Start, 5 yards (accepted) (no play)",4.15,3.26,7.0,2024,102
3.0,2:22,3.0,7.0,CAR 19,0.0,34.0,Marcus Mariota pass complete short middle to Zach Ertz for 6 yards (tackle by Trevin Wallace and Dane Jackson),3.26,2.72,7.0,2024,102
3.0,1:36,4.0,1.0,CAR 13,0.0,37.0,Austin Seibert 31 yard field goal good,2.72,3.0,7.0,2024,102
3.0,1:33,,,WAS 35,0.0,37.0,"Austin Seibert kicks off 65 yards, touchback.",0.0,0.94,7.0,2024,102
3.0,1:33,1.0,10.0,CAR 30,0.0,37.0,Chuba Hubbard right guard for 9 yards (tackle by Sheldon Day),0.94,1.61,7.0,2024,102
3.0,0:58,2.0,1.0,CAR 39,0.0,37.0,Xavier Legette right end for 6 yards (tackle by Bobby Wagner),1.61,1.93,7.0,2024,102
3.0,0:17,1.0,10.0,CAR 45,0.0,37.0,Andy Dalton pass complete short left to Ian Thomas for 2 yards (tackle by Mike Sainristil),1.93,1.65,7.0,2024,102
4.0,15:00,2.0,8.0,CAR 47,0.0,37.0,"Penalty on Phidarian Mathis: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.65,2.33,7.0,2024,102
4.0,15:00,2.0,3.0,WAS 48,0.0,37.0,Chuba Hubbard left guard for 2 yards (tackle by Sheldon Day),2.33,1.88,7.0,2024,102
4.0,14:23,3.0,1.0,WAS 46,0.0,37.0,Andy Dalton pass complete deep left to Ja'Tavion Sanders for 29 yards (tackle by Emmanuel Forbes and Percy Butler),1.88,4.44,7.0,2024,102
4.0,13:39,1.0,10.0,WAS 17,0.0,37.0,Chuba Hubbard right guard for 9 yards (tackle by Percy Butler and Frankie Luvu),4.44,5.48,7.0,2024,102
4.0,13:04,2.0,1.0,WAS 8,0.0,37.0,Andy Dalton pass complete short left to Xavier Legette for -3 yards (tackle by Mike Sainristil),5.48,4.1,7.0,2024,102
4.0,12:22,3.0,4.0,WAS 11,0.0,37.0,Miles Sanders left guard for 7 yards (tackle by Bobby Wagner and Jeremy Chinn),4.1,6.28,7.0,2024,102
4.0,11:43,1.0,4.0,WAS 4,6.0,37.0,"Chuba Hubbard left end for 4 yards, touchdown",6.28,7.0,7.0,2024,102
4.0,11:38,,,WAS 15,7.0,37.0,Eddy Pineiro kicks extra point good,0.0,0.0,7.0,2024,102
4.0,11:38,,,CAR 35,7.0,37.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.94,7.0,2024,102
4.0,11:38,1.0,10.0,WAS 30,7.0,37.0,Jeremy McNichols right tackle for 5 yards (tackle by Marquis Haynes),0.94,1.07,7.0,2024,102
4.0,11:09,2.0,5.0,WAS 35,7.0,37.0,Marcus Mariota right end for 1 yard (tackle by Chau Smith-Wade),1.07,0.5,7.0,2024,102
4.0,10:26,3.0,4.0,WAS 36,7.0,37.0,Marcus Mariota scrambles left end for 6 yards (tackle by Marquis Haynes),0.5,1.73,7.0,2024,102
4.0,9:38,1.0,10.0,WAS 42,7.0,37.0,Jeremy McNichols left end for 3 yards (tackle by Jaycee Horn),1.73,1.59,7.0,2024,102
4.0,9:00,2.0,7.0,WAS 45,7.0,37.0,Marcus Mariota pass incomplete short right intended for Olamide Zaccheaus,1.59,0.89,7.0,2024,102
4.0,8:53,3.0,7.0,WAS 45,7.0,37.0,Marcus Mariota pass complete deep left to Terry McLaurin for 25 yards (tackle by Jaycee Horn),0.89,3.58,7.0,2024,102
4.0,8:16,1.0,10.0,CAR 30,7.0,37.0,Marcus Mariota pass complete short middle to Ben Sinnott for 3 yards (tackle by Nick Scott and Shy Tuttle),3.58,3.44,7.0,2024,102
4.0,7:41,2.0,7.0,CAR 27,7.0,37.0,Marcus Mariota pass complete short right to Olamide Zaccheaus for 12 yards (tackle by Chandler Wooten),3.44,4.58,7.0,2024,102
4.0,6:54,1.0,10.0,CAR 15,7.0,37.0,Jeremy McNichols right end for 6 yards (tackle by Chau Smith-Wade),4.58,5.03,7.0,2024,102
4.0,6:25,2.0,4.0,CAR 9,7.0,37.0,Jeremy McNichols right guard for 2 yards (tackle by Thomas Incoom and LaBryan Ray),5.03,4.68,7.0,2024,102
4.0,5:41,3.0,2.0,CAR 7,7.0,37.0,Marcus Mariota right end for -4 yards (tackle by Dane Jackson),4.68,2.72,7.0,2024,102
4.0,4:58,4.0,6.0,CAR 11,7.0,40.0,Austin Seibert 29 yard field goal good,2.72,3.0,7.0,2024,102
4.0,4:55,,,WAS 35,7.0,40.0,"Austin Seibert kicks off 65 yards, touchback.",0.0,0.94,7.0,2024,102
4.0,4:55,1.0,10.0,CAR 30,7.0,40.0,Chuba Hubbard right tackle for 3 yards (tackle by Efe Obada),0.94,0.8,7.0,2024,102
4.0,4:16,2.0,7.0,CAR 33,7.0,40.0,Bryce Young pass complete short left to Ja'Tavion Sanders for 2 yards (tackle by Noah Igbinoghene),0.8,0.37,7.0,2024,102
4.0,3:28,3.0,5.0,CAR 35,7.0,40.0,Bryce Young pass complete short right to Miles Sanders for -6 yards (tackle by Nick Bellore),0.37,-1.44,7.0,2024,102
4.0,2:43,4.0,11.0,CAR 29,7.0,40.0,Johnny Hekker punts 47 yards downed by Feleipe Franks,-1.44,-0.54,7.0,2024,102
4.0,2:34,1.0,10.0,WAS 24,7.0,40.0,Jeremy McNichols right tackle for 7 yards (tackle by LaBryan Ray),0.54,0.94,7.0,2024,102
4.0,2:00,2.0,3.0,WAS 31,7.0,40.0,Jeremy McNichols left guard for 10 yards (tackle by Xavier Woods),0.94,1.66,7.0,2024,102
4.0,1:16,1.0,10.0,WAS 41,7.0,40.0,Marcus Mariota kneels for -2 yards,1.66,0.85,7.0,2024,102
4.0,0:39,2.0,12.0,WAS 39,7.0,40.0,Marcus Mariota kneels for -1 yards,0.85,0.04,7.0,2024,102
