Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA,week,year,game_id
2.0,1:50,3.0,4.0,KAN 29,13.0,10.0,"Joe Burrow pass incomplete short left intended for Mike Gesicki. Penalty on Trenton Irwin: Offensive Pass Interference, 10 yards (accepted) (no play)",2.81,1.49,2.0,2024,29
2.0,1:44,3.0,14.0,KAN 39,13.0,10.0,Joe Burrow pass complete short right to Mike Gesicki for 9 yards (tackle by Leo Chenal),1.49,1.45,2.0,2024,29
2.0,1:37,,,,,,Timeout #2 by Kansas City Chiefs,,,2.0,2024,29
2.0,1:37,4.0,5.0,KAN 30,16.0,10.0,Evan McPherson 48 yard field goal good,1.45,3.0,2.0,2024,29
2.0,1:33,,,CIN 35,16.0,10.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,29
2.0,1:33,1.0,10.0,KAN 30,16.0,10.0,Patrick Mahomes pass complete short middle to Travis Kelce for 5 yards (tackle by Germaine Pratt),0.94,1.07,2.0,2024,29
2.0,1:17,2.0,5.0,KAN 35,16.0,10.0,Patrick Mahomes pass complete short right to Justin Watson for 16 yards,1.07,2.32,2.0,2024,29
2.0,1:11,1.0,10.0,CIN 49,16.0,10.0,"Patrick Mahomes pass complete short left to Isiah Pacheco for 2 yards (tackle by Mike Hilton) Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Patrick Mahomes pass complete short left to Isiah Pacheco for 1 yard (tackle by Mike Hilton)",2.32,1.92,2.0,2024,29
2.0,0:56,2.0,9.0,CIN 48,16.0,10.0,Patrick Mahomes sacked by Trey Hendrickson for -10 yards,1.92,-0.1,2.0,2024,29
2.0,0:37,3.0,19.0,KAN 42,16.0,10.0,Patrick Mahomes scrambles left end for 8 yards (tackle by Cam Taylor-Britt),-0.1,-0.06,2.0,2024,29
2.0,0:24,,,,,,Timeout #3 by Kansas City Chiefs,,,2.0,2024,29
2.0,0:24,4.0,11.0,KAN 50,16.0,10.0,Matt Araiza punts 49 yards downed by James Winchester,-0.06,0.38,2.0,2024,29
2.0,0:14,,,,,,Timeout #3 by Cincinnati Bengals,,,2.0,2024,29
2.0,0:14,1.0,10.0,CIN 1,16.0,10.0,Penalty on Joe Burrow: Delay of Game (accepted) (no play),-0.38,-0.38,2.0,2024,29
2.0,0:14,1.0,10.0,CIN 1,16.0,10.0,Joe Burrow up the middle for no gain (tackle by Derrick Nnadi),-0.38,-0.78,2.0,2024,29
3.0,15:00,,,CIN 35,16.0,10.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,29
3.0,15:00,1.0,10.0,KAN 30,16.0,10.0,Isiah Pacheco left guard for 2 yards (tackle by Trey Hendrickson and Germaine Pratt),0.94,0.66,2.0,2024,29
3.0,14:25,2.0,8.0,KAN 32,16.0,10.0,Patrick Mahomes pass complete short right to Xavier Worthy for 12 yards (tackle by Logan Wilson and Vonn Bell),0.66,1.86,2.0,2024,29
3.0,13:54,1.0,10.0,KAN 44,16.0,10.0,"Isiah Pacheco right end for 5 yards (tackle by Sam Hubbard). Penalty on Jay Tufele: Defensive Holding, 5 yards (accepted)",1.86,2.52,2.0,2024,29
3.0,13:40,1.0,10.0,CIN 46,16.0,10.0,Isiah Pacheco up the middle for 9 yards (tackle by Logan Wilson),2.52,3.19,2.0,2024,29
3.0,12:51,2.0,1.0,CIN 37,16.0,10.0,Patrick Mahomes pass incomplete short right intended for Xavier Worthy,3.19,2.48,2.0,2024,29
3.0,12:45,3.0,1.0,CIN 37,16.0,10.0,Isiah Pacheco up the middle for no gain (tackle by Germaine Pratt and Logan Wilson),2.48,0.79,2.0,2024,29
3.0,12:04,4.0,1.0,CIN 37,16.0,10.0,Carson Steele left guard for 5 yards (tackle by Vonn Bell and Geno Stone),0.79,3.45,2.0,2024,29
3.0,11:25,1.0,10.0,CIN 32,16.0,10.0,Patrick Mahomes scrambles right end for 7 yards (tackle by Trey Hendrickson),3.45,3.85,2.0,2024,29
3.0,10:52,2.0,3.0,CIN 25,16.0,10.0,Patrick Mahomes pass complete short left to Isiah Pacheco for 13 yards (tackle by Germaine Pratt),3.85,4.78,2.0,2024,29
3.0,10:13,1.0,10.0,CIN 12,16.0,10.0,Isiah Pacheco left guard for 8 yards (tackle by Vonn Bell and Akeem Davis-Gaither),4.78,5.6,2.0,2024,29
3.0,9:38,2.0,2.0,CIN 4,16.0,10.0,Carson Steele up the middle for 2 yards (tackle by Germaine Pratt),5.6,6.74,2.0,2024,29
3.0,8:58,1.0,2.0,CIN 2,16.0,10.0,Travis Kelce right end for 1 yard (tackle by Sheldon Rankins and Akeem Davis-Gaither),6.74,5.91,2.0,2024,29
3.0,8:25,2.0,1.0,CIN 1,16.0,16.0,"Patrick Mahomes pass complete short right to Wanya Morris for 1 yard, touchdown",5.91,7.0,2.0,2024,29
3.0,8:21,,,CIN 15,16.0,17.0,Harrison Butker kicks extra point good,0.0,0.0,2.0,2024,29
3.0,8:21,,,KAN 35,16.0,17.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,29
3.0,8:21,1.0,10.0,CIN 30,16.0,17.0,Joe Burrow pass complete deep left to Jermaine Burton for 47 yards (tackle by Jaylen Watson),0.94,4.04,2.0,2024,29
3.0,7:48,1.0,10.0,KAN 23,16.0,17.0,"Joe Burrow aborted snap, recovered by Joe Burrow at KC-25 and returned for -2 yards",4.04,3.23,2.0,2024,29
3.0,7:16,2.0,12.0,KAN 25,16.0,17.0,Joe Burrow pass complete short left to Mike Gesicki for 10 yards (tackle by Nick Bolton),3.23,4.05,2.0,2024,29
3.0,6:25,3.0,2.0,KAN 15,16.0,17.0,Joe Burrow scrambles left guard for 4 yards (tackle by Nick Bolton),4.05,4.84,2.0,2024,29
3.0,5:37,1.0,10.0,KAN 11,16.0,17.0,Zack Moss up the middle for 8 yards (tackle by Bryan Cook and Justin Reid),4.84,5.66,2.0,2024,29
3.0,4:50,2.0,2.0,KAN 3,16.0,17.0,Zack Moss right end for 1 yard (tackle by Bryan Cook),5.66,5.12,2.0,2024,29
3.0,4:01,,,,,,Timeout #1 by Cincinnati Bengals,,,2.0,2024,29
3.0,4:01,3.0,1.0,KAN 2,16.0,17.0,Joe Burrow up the middle for 1 yard (tackle by Leo Chenal and Derrick Nnadi),5.12,6.97,2.0,2024,29
3.0,3:32,1.0,1.0,KAN 1,16.0,17.0,Joe Burrow pass incomplete short left intended for Trenton Irwin,6.97,5.91,2.0,2024,29
3.0,3:22,2.0,1.0,KAN 1,16.0,17.0,Zack Moss right end for -2 yards (tackle by Michael Danna and Nick Bolton),5.91,4.72,2.0,2024,29
3.0,2:27,3.0,3.0,KAN 3,16.0,17.0,Joe Burrow pass incomplete short middle intended for Trenton Irwin (defended by Bryan Cook),4.72,3.04,2.0,2024,29
3.0,2:22,4.0,3.0,KAN 3,22.0,17.0,"Joe Burrow pass complete short left to Andrei Iosivas for 3 yards, touchdown",3.04,7.0,2.0,2024,29
3.0,2:16,,,KAN 15,22.0,17.0,Evan McPherson kicks extra point no good,0.0,-1.0,2.0,2024,29
3.0,2:16,,,CIN 35,22.0,17.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,29
3.0,2:16,1.0,10.0,KAN 30,22.0,17.0,Isiah Pacheco left tackle for 4 yards (tackle by Mike Hilton),0.94,0.93,2.0,2024,29
3.0,1:44,2.0,6.0,KAN 34,22.0,17.0,Patrick Mahomes pass complete short right to Rashee Rice for 2 yards (tackle by Mike Hilton and Logan Wilson),0.93,0.5,2.0,2024,29
3.0,1:03,3.0,4.0,KAN 36,22.0,17.0,"Patrick Mahomes pass deep left is intercepted by DJ Turner at CIN-25 and returned for no gain (tackle by Justin Watson). Penalty on Daijahn Anthony: Illegal Contact, 5 yards (accepted) (no play)",0.5,1.66,2.0,2024,29
3.0,0:57,1.0,10.0,KAN 41,22.0,17.0,"Patrick Mahomes pass complete short right to Isiah Pacheco for no gain (tackle by Zachary Carter). Penalty on Kingsley Suamataia: Offensive Holding, 10 yards (accepted) (no play)",1.66,1.0,2.0,2024,29
3.0,0:42,1.0,20.0,KAN 31,22.0,17.0,Patrick Mahomes pass complete short right to Jared Wiley for 7 yards (tackle by Germaine Pratt),1.0,0.72,2.0,2024,29
3.0,0:06,2.0,13.0,KAN 38,22.0,17.0,Patrick Mahomes pass deep left intended for Xavier Worthy is intercepted by Cam Taylor-Britt at CIN-34 and returned for no gain (tackle by Xavier Worthy),0.72,-1.2,2.0,2024,29
4.0,15:00,1.0,10.0,CIN 34,22.0,17.0,Joe Burrow pass incomplete short left intended for Mike Gesicki,1.2,0.66,2.0,2024,29
4.0,14:55,2.0,10.0,CIN 34,22.0,17.0,Joe Burrow pass incomplete short left,0.66,-0.03,2.0,2024,29
4.0,14:52,3.0,10.0,CIN 34,22.0,23.0,"Joe Burrow sacked by and Michael Danna for no gain and Tershawn Wharton for no gain. Joe Burrow fumbles (forced by Tershawn Wharton), recovered by Chamarri Conner at CIN-38 and returned for 38 yards, touchdown",-0.03,-7.0,2.0,2024,29
4.0,14:40,,,CIN 2,22.0,23.0,Two Point Attempt: Patrick Mahomes pass incomplete intended for intended for Xavier Worthy,1.0,-1.0,2.0,2024,29
4.0,14:40,,,KAN 35,22.0,23.0,"Harrison Butker kicks off 61 yards, returned by Chase Brown for 28 yards (tackle by Chamarri Conner and Peyton Hendershot)",0.0,1.07,2.0,2024,29
4.0,14:33,1.0,10.0,CIN 32,22.0,23.0,Chase Brown right end for 6 yards (tackle by Chamarri Conner and Jaylen Watson),1.07,1.34,2.0,2024,29
4.0,13:58,2.0,4.0,CIN 38,22.0,23.0,Joe Burrow pass complete short right to Zack Moss for 13 yards (tackle by Justin Reid),1.34,2.32,2.0,2024,29
4.0,13:18,1.0,10.0,KAN 49,22.0,23.0,Zack Moss left guard for 3 yards (tackle by Felix Anudike-Uzomah and Jaylen Watson),2.32,2.19,2.0,2024,29
4.0,12:36,2.0,7.0,KAN 46,22.0,23.0,Joe Burrow pass complete short left to Ja'Marr Chase for 13 yards (tackle by Bryan Cook),2.19,3.38,2.0,2024,29
4.0,11:52,1.0,10.0,KAN 33,22.0,23.0,"Joe Burrow scrambles up the middle for no gain (tackle by Michael Danna and Nick Bolton). Penalty on Orlando Brown: Offensive Holding, 10 yards (accepted) (no play)",3.38,2.72,2.0,2024,29
4.0,11:40,1.0,20.0,KAN 43,22.0,23.0,Joe Burrow pass complete short left to Mike Gesicki for 9 yards (tackle by Trent McDuffie),2.72,2.7,2.0,2024,29
4.0,10:53,2.0,11.0,KAN 34,22.0,23.0,Joe Burrow pass complete short right to Ja'Marr Chase for 4 yards (tackle by Trent McDuffie),2.7,2.54,2.0,2024,29
4.0,10:42,3.0,7.0,KAN 30,22.0,23.0,"Penalty on Ja'Marr Chase: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",2.54,0.56,2.0,2024,29
4.0,10:17,3.0,22.0,KAN 45,22.0,23.0,Joe Burrow pass complete short right to Mike Gesicki for 10 yards (tackle by Chamarri Conner and Justin Reid),0.56,0.97,2.0,2024,29
4.0,9:33,4.0,12.0,KAN 35,25.0,23.0,Evan McPherson 53 yard field goal good,0.97,3.0,2.0,2024,29
4.0,9:28,,,CIN 35,25.0,23.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,29
4.0,9:28,1.0,10.0,KAN 30,25.0,23.0,Isiah Pacheco right guard for 4 yards (tackle by Zachary Carter and Sheldon Rankins),0.94,0.93,2.0,2024,29
4.0,8:55,2.0,6.0,KAN 34,25.0,23.0,Patrick Mahomes sacked by Trey Hendrickson for -4 yards,0.93,-0.3,2.0,2024,29
4.0,8:15,3.0,10.0,KAN 30,25.0,23.0,"Patrick Mahomes pass complete deep right to Travis Kelce for no gain (tackle by Vonn Bell). Penalty on Kingsley Suamataia: Offensive Holding, 10 yards (accepted) (no play)",-0.3,-1.62,2.0,2024,29
4.0,7:59,3.0,20.0,KAN 20,25.0,23.0,Patrick Mahomes pass complete short left to Rashee Rice for 10 yards (tackle by Logan Wilson),-1.62,-1.37,2.0,2024,29
4.0,7:17,4.0,10.0,KAN 30,25.0,23.0,"Matt Araiza punts 63 yards, returned by Charlie Jones for 9 yards (tackle by Joshua Williams)",-1.37,0.14,2.0,2024,29
4.0,6:57,1.0,10.0,CIN 16,25.0,23.0,Joe Burrow pass complete short middle to Erick All for 5 yards (tackle by Chamarri Conner),-0.14,0.15,2.0,2024,29
4.0,6:16,2.0,5.0,CIN 21,25.0,23.0,Zack Moss left end for 1 yard (tackle by Drue Tranquill),0.15,-0.57,2.0,2024,29
4.0,5:27,3.0,4.0,CIN 22,25.0,23.0,Joe Burrow pass complete deep left to Mike Gesicki for 4 yards (tackle by Justin Reid),-0.57,0.67,2.0,2024,29
4.0,5:02,1.0,10.0,CIN 26,25.0,23.0,Chase Brown up the middle for 12 yards (tackle by Bryan Cook),0.67,1.47,2.0,2024,29
4.0,4:19,1.0,10.0,CIN 38,25.0,23.0,Zack Moss right guard for 4 yards (tackle by George Karlaftis and Nick Bolton),1.47,1.46,2.0,2024,29
4.0,3:36,2.0,6.0,CIN 42,25.0,23.0,Joe Burrow pass incomplete short left intended for Andrei Iosivas,1.46,0.76,2.0,2024,29
4.0,3:27,3.0,6.0,CIN 42,25.0,23.0,Joe Burrow sacked by Chamarri Conner for -9 yards,0.76,-1.18,2.0,2024,29
4.0,2:48,4.0,15.0,CIN 33,25.0,23.0,"Ryan Rehkow punts 53 yards, returned by Mecole Hardman for 11 yards (tackle by Cal Adomitis)",-1.18,-0.61,2.0,2024,29
4.0,2:35,1.0,10.0,KAN 25,25.0,23.0,Isiah Pacheco up the middle for 6 yards (tackle by Germaine Pratt and Vonn Bell),0.61,0.87,2.0,2024,29
4.0,2:09,2.0,4.0,KAN 31,25.0,23.0,Patrick Mahomes pass complete short right to Rashee Rice for 10 yards (tackle by Daxton Hill),0.87,1.66,2.0,2024,29
4.0,2:00,1.0,10.0,KAN 41,25.0,23.0,Isiah Pacheco up the middle for 1 yard (tackle by Logan Wilson and Germaine Pratt),1.66,1.26,2.0,2024,29
4.0,1:38,2.0,9.0,KAN 42,25.0,23.0,Patrick Mahomes pass incomplete short right,1.26,0.56,2.0,2024,29
4.0,1:27,3.0,9.0,KAN 42,25.0,23.0,Patrick Mahomes pass complete short right to Samaje Perine for 3 yards (tackle by Sam Hubbard),0.56,-0.39,2.0,2024,29
4.0,0:53,,,,,,Timeout #2 by Cincinnati Bengals,,,2.0,2024,29
4.0,0:53,4.0,6.0,KAN 45,25.0,23.0,"Patrick Mahomes pass complete deep left to Rashee Rice for no gain (tackle by Geno Stone). Penalty on Wanya Morris: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",-0.39,-1.04,2.0,2024,29
4.0,0:48,,,,,,Timeout #3 by Cincinnati Bengals,,,2.0,2024,29
4.0,0:48,4.0,16.0,KAN 35,25.0,23.0,"Patrick Mahomes pass incomplete deep left intended for Rashee Rice. Penalty on Daijahn Anthony: Defensive Pass Interference, 29 yards (accepted) (no play)",-1.04,3.18,2.0,2024,29
4.0,0:40,1.0,10.0,CIN 36,25.0,23.0,Patrick Mahomes pass incomplete short left,3.18,2.64,2.0,2024,29
4.0,0:32,2.0,10.0,CIN 36,25.0,23.0,Carson Steele left end for 2 yards (tackle by Vonn Bell and Joseph Ossai),2.64,2.21,2.0,2024,29
4.0,0:17,,,,,,Timeout #1 by Kansas City Chiefs,,,2.0,2024,29
4.0,0:17,3.0,8.0,CIN 34,25.0,23.0,Carson Steele right end for 2 yards (tackle by Daxton Hill),2.21,1.25,2.0,2024,29
