Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA,week,year,game_id
1.0,6:58,2.0,9.0,NYG 12,0.0,0.0,Jayden Daniels sacked by Andru Phillips for -5 yards,4.22,2.88,2.0,2024,25
1.0,6:11,3.0,14.0,NYG 17,0.0,0.0,Austin Ekeler up the middle for 13 yards (tackle by Isaiah Simmons),2.88,3.04,2.0,2024,25
1.0,5:27,,,,,,Timeout #2 by Washington Commanders,,,2.0,2024,25
1.0,5:27,4.0,1.0,NYG 4,0.0,0.0,"Penalty on Ben Sinnott: False Start, 5 yards (accepted) (no play)",3.04,2.85,2.0,2024,25
1.0,5:27,4.0,6.0,NYG 9,0.0,3.0,Austin Seibert 27 yard field goal good,2.85,3.0,2.0,2024,25
1.0,5:24,,,WAS 35,0.0,3.0,"Austin Seibert kicks off 61 yards, returned by Tyrone Tracy for 28 yards (tackle by Nick Bellore). Penalty on Nick Bellore: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",0.0,2.06,2.0,2024,25
1.0,5:19,1.0,10.0,NYG 47,0.0,3.0,Devin Singletary up the middle for 8 yards (tackle by Frankie Luvu and Bobby Wagner),2.06,2.6,2.0,2024,25
1.0,4:46,2.0,2.0,WAS 45,0.0,3.0,Daniel Jones right end for 6 yards (tackle by Percy Butler),2.6,2.98,2.0,2024,25
1.0,4:05,1.0,10.0,WAS 39,0.0,3.0,Devin Singletary left tackle for -2 yards (tackle by Bobby Wagner),2.98,2.17,2.0,2024,25
1.0,3:24,2.0,12.0,WAS 41,0.0,3.0,Daniel Jones pass complete short middle to Devin Singletary for no gain (tackle by Jeremy Chinn and Jonathan Allen),2.17,1.49,2.0,2024,25
1.0,2:41,3.0,12.0,WAS 41,0.0,3.0,Daniel Jones pass complete short right to Malik Nabers for 28 yards (tackle by Frankie Luvu),1.49,4.71,2.0,2024,25
1.0,1:51,1.0,10.0,WAS 13,0.0,3.0,Daniel Jones up the middle for 6 yards (tackle by Frankie Luvu),4.71,5.15,2.0,2024,25
1.0,1:10,2.0,4.0,WAS 7,6.0,3.0,"Devin Singletary right end for 7 yards, touchdown",5.15,7.0,2.0,2024,25
1.0,1:06,,,WAS 15,6.0,3.0,Jamie Gillan kicks extra point no good,0.0,-1.0,2.0,2024,25
1.0,1:06,,,NYG 35,6.0,3.0,"Jamie Gillan kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,25
1.0,1:06,1.0,10.0,WAS 30,6.0,3.0,Brian Robinson left tackle for 2 yards (tackle by Bobby Okereke and Micah McFadden),0.94,0.66,2.0,2024,25
1.0,0:33,2.0,8.0,WAS 32,6.0,3.0,Jayden Daniels pass complete short right to Austin Ekeler for 4 yards (tackle by Tyler Nubin),0.66,0.5,2.0,2024,25
2.0,15:00,3.0,4.0,WAS 36,6.0,3.0,Jayden Daniels pass complete deep right to Zach Ertz for 21 yards (tackle by Jason Pinnock),0.5,2.72,2.0,2024,25
2.0,14:32,1.0,10.0,NYG 43,6.0,3.0,Jayden Daniels pass complete short right to Zach Ertz for 7 yards (tackle by Cordale Flott),2.72,3.12,2.0,2024,25
2.0,13:49,2.0,3.0,NYG 36,6.0,3.0,Brian Robinson right tackle for 2 yards (tackle by Rakeem Nunez-Roches and Micah McFadden),3.12,2.68,2.0,2024,25
2.0,13:05,3.0,1.0,NYG 34,6.0,3.0,Brian Robinson left tackle for 10 yards (tackle by Jason Pinnock),2.68,3.97,2.0,2024,25
2.0,12:29,1.0,10.0,NYG 24,6.0,3.0,Austin Ekeler right end for 4 yards (tackle by Cordale Flott),3.97,3.97,2.0,2024,25
2.0,11:55,2.0,6.0,NYG 20,6.0,3.0,Jayden Daniels up the middle for no gain (tackle by Micah McFadden and Azeez Ojulari),3.97,3.27,2.0,2024,25
2.0,11:25,3.0,6.0,NYG 20,6.0,3.0,Jayden Daniels sacked by Jason Pinnock for -7 yards,3.27,1.67,2.0,2024,25
2.0,10:41,4.0,13.0,NYG 27,6.0,6.0,Austin Seibert 45 yard field goal good,1.67,3.0,2.0,2024,25
2.0,10:37,,,WAS 35,6.0,6.0,"Austin Seibert kicks off 63 yards, returned by Eric Gray for 22 yards (tackle by Percy Butler)",0.0,0.54,2.0,2024,25
2.0,10:31,1.0,10.0,NYG 24,6.0,6.0,Daniel Jones pass complete short right to Malik Nabers for 7 yards (tackle by Bobby Wagner),0.54,0.94,2.0,2024,25
2.0,9:57,2.0,3.0,NYG 31,6.0,6.0,Devin Singletary left guard for 22 yards (tackle by Clelin Ferrell and Mike Sainristil),0.94,2.46,2.0,2024,25
2.0,9:18,1.0,10.0,WAS 47,6.0,6.0,Daniel Jones pass incomplete deep left intended for Malik Nabers,2.46,1.91,2.0,2024,25
2.0,9:13,2.0,10.0,WAS 47,6.0,6.0,Tyrone Tracy left end for 2 yards (tackle by Frankie Luvu and Michael Davis),1.91,1.49,2.0,2024,25
2.0,8:30,3.0,8.0,WAS 45,6.0,6.0,Daniel Jones pass incomplete short right intended for Wan'Dale Robinson,1.49,0.27,2.0,2024,25
2.0,8:23,4.0,8.0,WAS 45,6.0,6.0,"Jamie Gillan punts 27 yards, fair catch by Olamide Zaccheaus at WAS-18",0.27,-0.04,2.0,2024,25
2.0,8:16,1.0,10.0,WAS 18,6.0,6.0,Jayden Daniels sacked by Jason Pinnock for -1 yards,0.04,-0.65,2.0,2024,25
2.0,7:33,2.0,11.0,WAS 17,6.0,6.0,Jayden Daniels left tackle for -2 yards (tackle by Kayvon Thibodeaux and Micah McFadden),-0.65,-1.66,2.0,2024,25
2.0,6:54,3.0,13.0,WAS 15,6.0,6.0,Jayden Daniels scrambles right tackle for 14 yards (tackle by Tyler Nubin and Andru Phillips),-1.66,0.87,2.0,2024,25
2.0,6:20,1.0,10.0,WAS 29,6.0,6.0,Austin Ekeler right guard for 4 yards (tackle by Jordon Riley and Micah McFadden),0.87,0.87,2.0,2024,25
2.0,5:37,2.0,6.0,WAS 33,6.0,6.0,Jayden Daniels pass complete short left to Terry McLaurin for 8 yards (tackle by Deonte Banks),0.87,1.66,2.0,2024,25
2.0,5:13,1.0,10.0,WAS 41,6.0,6.0,Jayden Daniels pass incomplete short middle intended for Terry McLaurin (defended by Deonte Banks),1.66,1.12,2.0,2024,25
2.0,5:09,2.0,10.0,WAS 41,6.0,6.0,Brian Robinson left tackle for 32 yards (tackle by Deonte Banks),1.12,3.78,2.0,2024,25
2.0,4:35,1.0,10.0,NYG 27,6.0,6.0,Brian Robinson up the middle for -3 yards (tackle by Azeez Ojulari),3.78,2.83,2.0,2024,25
2.0,3:51,2.0,13.0,NYG 30,6.0,6.0,Jayden Daniels pass incomplete short left intended for Terry McLaurin,2.83,2.15,2.0,2024,25
2.0,3:47,3.0,13.0,NYG 30,6.0,6.0,Jayden Daniels pass complete short middle to Austin Ekeler for 16 yards (tackle by Isaiah Simmons),2.15,4.65,2.0,2024,25
2.0,3:00,1.0,10.0,NYG 14,6.0,6.0,"Penalty on Samuel Cosmi: False Start, 5 yards (accepted) (no play)",4.65,4.26,2.0,2024,25
2.0,2:46,1.0,15.0,NYG 19,6.0,6.0,Jayden Daniels scrambles right end for 9 yards (tackle by Tyler Nubin),4.26,4.71,2.0,2024,25
2.0,2:05,2.0,6.0,NYG 10,6.0,6.0,Brian Robinson left end for 2 yards (tackle by Andru Phillips),4.71,4.28,2.0,2024,25
2.0,1:59,3.0,4.0,NYG 8,6.0,6.0,Austin Ekeler left guard for no gain (tackle by Brian Burns and Dexter Lawrence),4.28,2.98,2.0,2024,25
2.0,1:53,,,,,,Timeout #1 by New York Giants,,,2.0,2024,25
2.0,1:53,4.0,4.0,NYG 8,6.0,9.0,Austin Seibert 26 yard field goal good,2.98,3.0,2.0,2024,25
2.0,1:50,,,WAS 35,6.0,9.0,"Austin Seibert kicks off 63 yards, returned by Eric Gray for 29 yards (tackle by Nick Bellore)",0.0,1.0,2.0,2024,25
2.0,1:45,1.0,10.0,NYG 31,6.0,9.0,Devin Singletary left guard for no gain (tackle by Bobby Wagner and Dorance Armstrong),1.0,0.46,2.0,2024,25
2.0,1:24,2.0,10.0,NYG 31,6.0,9.0,Daniel Jones pass complete short right to Malik Nabers for 13 yards (tackle by Frankie Luvu),0.46,1.86,2.0,2024,25
2.0,1:19,1.0,10.0,NYG 44,6.0,9.0,Daniel Jones pass incomplete deep middle intended for Malik Nabers,1.86,1.32,2.0,2024,25
2.0,1:13,2.0,10.0,NYG 44,6.0,9.0,Daniel Jones pass complete short middle to Wan'Dale Robinson for 11 yards (tackle by Quan Martin and Frankie Luvu),1.32,2.59,2.0,2024,25
2.0,0:53,1.0,10.0,WAS 45,6.0,9.0,Daniel Jones pass complete short left to Darius Slayton for 11 yards (tackle by Benjamin St-Juste),2.59,3.31,2.0,2024,25
2.0,0:35,1.0,10.0,WAS 34,6.0,9.0,Daniel Jones pass incomplete short left,3.31,2.77,2.0,2024,25
2.0,0:29,2.0,10.0,WAS 34,6.0,9.0,Daniel Jones pass complete short right to Malik Nabers for 21 yards (tackle by Quan Martin),2.77,4.71,2.0,2024,25
2.0,0:22,1.0,10.0,WAS 13,6.0,9.0,Daniel Jones up the middle for 9 yards (tackle by Bobby Wagner),4.71,5.73,2.0,2024,25
2.0,0:17,,,,,,Timeout #2 by New York Giants,,,2.0,2024,25
2.0,0:17,2.0,1.0,WAS 4,6.0,9.0,Daniel Jones pass incomplete short right intended for Malik Nabers,5.73,5.01,2.0,2024,25
2.0,0:12,3.0,1.0,WAS 4,12.0,9.0,"Daniel Jones pass complete short middle to Malik Nabers for 4 yards, touchdown",5.01,7.0,2.0,2024,25
2.0,0:08,,,,,,Timeout #3 by Washington Commanders,,,2.0,2024,25
2.0,0:08,,,WAS 2,12.0,9.0,Two Point Attempt: Daniel Jones pass complete to intended for Darius Slayton,1.0,-1.0,2.0,2024,25
2.0,0:08,,,NYG 35,12.0,9.0,"Jamie Gillan kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,25
2.0,0:08,1.0,10.0,WAS 30,12.0,9.0,Jayden Daniels kneels for -1 yards,0.94,0.26,2.0,2024,25
3.0,15:00,,,WAS 35,12.0,9.0,"Austin Seibert kicks off 59 yards, returned by Eric Gray for 20 yards (tackle by Tyler Owens and Colson Yankoff)",0.0,0.67,2.0,2024,25
3.0,14:56,1.0,10.0,NYG 26,12.0,9.0,Daniel Jones pass complete deep left to Darius Slayton for 19 yards (tackle by Benjamin St-Juste),0.67,1.93,2.0,2024,25
3.0,14:17,1.0,10.0,NYG 45,12.0,9.0,Devin Singletary left tackle for 11 yards (tackle by Mike Sainristil),1.93,2.65,2.0,2024,25
3.0,13:39,1.0,10.0,WAS 44,12.0,9.0,Daniel Jones sacked by Clelin Ferrell for -3 yards,2.65,1.71,2.0,2024,25
3.0,12:58,2.0,13.0,WAS 47,12.0,9.0,"Devin Singletary left tackle for 12 yards. Devin Singletary fumbles (forced by Benjamin St-Juste) (tackle by Jeremy Chinn and Benjamin St-Juste), recovered by Jeremy Chinn at WAS-35 (tackle by Jeremy Chinn)",1.71,-1.27,2.0,2024,25
3.0,12:49,1.0,10.0,WAS 35,12.0,9.0,"Jayden Daniels pass complete short middle to Terry McLaurin for no gain. Penalty on Nick Allegretti: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.27,0.94,2.0,2024,25
3.0,12:30,1.0,15.0,WAS 30,12.0,9.0,Brian Robinson left tackle for 2 yards (tackle by Bobby Okereke),0.94,0.25,2.0,2024,25
3.0,11:51,2.0,14.0,WAS 32,12.0,9.0,Jayden Daniels pass complete short left to Terry McLaurin for 5 yards (tackle by Micah McFadden),0.25,0.3,2.0,2024,25
3.0,11:21,3.0,8.0,WAS 37,12.0,9.0,Jayden Daniels pass complete short right to Zach Ertz for 20 yards (tackle by Adoree' Jackson),0.3,2.72,2.0,2024,25
3.0,10:36,1.0,10.0,NYG 43,12.0,9.0,"Jayden Daniels pass complete short middle to Zach Ertz for 14 yards (tackle by Jason Pinnock). Penalty on Jason Pinnock: Defensive Holding, 5 yards (declined)",2.72,3.64,2.0,2024,25
3.0,10:11,1.0,10.0,NYG 29,12.0,9.0,Brian Robinson up the middle for 18 yards (tackle by Jason Pinnock),3.64,4.84,2.0,2024,25
3.0,9:31,1.0,10.0,NYG 11,12.0,9.0,Brian Robinson right guard for 2 yards (tackle by Micah McFadden and Andru Phillips),4.84,4.51,2.0,2024,25
3.0,8:50,2.0,8.0,NYG 9,12.0,9.0,Jayden Daniels sacked by Micah McFadden for no gain,4.51,3.53,2.0,2024,25
3.0,8:06,3.0,8.0,NYG 9,12.0,9.0,Jayden Daniels pass incomplete short left intended for Dyami Brown,3.53,2.83,2.0,2024,25
3.0,8:01,4.0,8.0,NYG 9,12.0,12.0,Austin Seibert 27 yard field goal good,2.83,3.0,2.0,2024,25
3.0,7:58,,,WAS 35,12.0,12.0,"Austin Seibert kicks off 58 yards, returned by Eric Gray for 27 yards (tackle by Percy Butler)",0.0,1.2,2.0,2024,25
3.0,7:53,1.0,10.0,NYG 34,12.0,12.0,Daniel Jones pass incomplete short left intended for Malik Nabers,1.2,0.66,2.0,2024,25
3.0,7:50,2.0,10.0,NYG 34,12.0,12.0,Daniel Jones pass incomplete short middle intended for Wan'Dale Robinson (defended by Bobby Wagner),0.66,-0.03,2.0,2024,25
3.0,7:45,3.0,10.0,NYG 34,12.0,12.0,Daniel Jones pass incomplete deep middle intended for Darius Slayton (defended by Benjamin St-Juste),-0.03,-1.11,2.0,2024,25
3.0,7:40,4.0,10.0,NYG 34,12.0,12.0,"Jamie Gillan punts 60 yards, returned by Olamide Zaccheaus for 24 yards (tackle by Chris Manhertz)",-1.11,-0.94,2.0,2024,25
3.0,7:25,1.0,10.0,WAS 30,12.0,12.0,Jayden Daniels pass complete short right to Terry McLaurin for -3 yards (tackle by Bobby Okereke),0.94,-0.01,2.0,2024,25
3.0,6:42,2.0,13.0,WAS 27,12.0,12.0,"Jayden Daniels pass complete short left to Terry McLaurin for 12 yards NYG challenged the pass completion ruling, and the play was upheld.",-0.01,0.89,2.0,2024,25
3.0,6:32,3.0,1.0,WAS 39,12.0,12.0,Brian Robinson up the middle for 40 yards (tackle by Jason Pinnock),0.89,4.17,2.0,2024,25
3.0,5:41,1.0,10.0,NYG 21,12.0,12.0,Austin Ekeler right end for 6 yards (tackle by Rakeem Nunez-Roches),4.17,4.55,2.0,2024,25
3.0,5:06,2.0,4.0,NYG 15,12.0,12.0,Austin Ekeler left guard for 7 yards (tackle by Micah McFadden and Tyler Nubin),4.55,5.37,2.0,2024,25
3.0,4:26,1.0,8.0,NYG 8,12.0,12.0,Austin Ekeler left end for 4 yards (tackle by Dexter Lawrence),5.37,5.34,2.0,2024,25
3.0,4:01,2.0,4.0,NYG 4,12.0,12.0,"Penalty on Nick Allegretti: False Start, 5 yards (accepted) (no play)",5.34,4.38,2.0,2024,25
3.0,3:40,2.0,9.0,NYG 9,12.0,12.0,Brian Robinson right end for -2 yards (tackle by Kayvon Thibodeaux and Bobby Okereke),4.38,3.12,2.0,2024,25
3.0,2:55,3.0,11.0,NYG 11,12.0,12.0,"Jayden Daniels pass incomplete short right intended for Dyami Brown (defended by Adoree' Jackson). Penalty on Samuel Cosmi: Offensive Holding, 10 yards (declined)",3.12,2.7,2.0,2024,25
3.0,2:49,4.0,11.0,NYG 11,12.0,15.0,Austin Seibert 29 yard field goal good,2.7,3.0,2.0,2024,25
3.0,2:47,,,WAS 35,12.0,15.0,"Austin Seibert kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,25
3.0,2:47,1.0,10.0,NYG 30,12.0,15.0,Devin Singletary up the middle for 1 yard (tackle by Bobby Wagner),0.94,0.53,2.0,2024,25
3.0,2:14,2.0,9.0,NYG 31,12.0,15.0,Daniel Jones pass complete short left to Malik Nabers for 13 yards (tackle by Benjamin St-Juste),0.53,1.86,2.0,2024,25
3.0,1:38,1.0,10.0,NYG 44,12.0,15.0,Daniel Jones pass incomplete deep left intended for Malik Nabers,1.86,1.32,2.0,2024,25
3.0,1:32,2.0,10.0,NYG 44,12.0,15.0,Devin Singletary left tackle for 18 yards (tackle by Benjamin St-Juste and Dante Fowler),1.32,3.05,2.0,2024,25
3.0,0:47,1.0,10.0,WAS 38,12.0,15.0,Devin Singletary right tackle for 4 yards (tackle by Frankie Luvu),3.05,3.05,2.0,2024,25
3.0,0:07,2.0,6.0,WAS 34,12.0,15.0,Devin Singletary left tackle for no gain (tackle by Mike Sainristil and Bobby Wagner),3.05,2.34,2.0,2024,25
4.0,15:00,3.0,6.0,WAS 34,12.0,15.0,"Penalty on Darius Slayton: False Start, 5 yards (accepted) (no play)",2.34,1.68,2.0,2024,25
4.0,15:00,3.0,11.0,WAS 39,12.0,15.0,Daniel Jones pass complete short middle to Malik Nabers for 8 yards (tackle by Mike Sainristil and Bobby Wagner),1.68,1.38,2.0,2024,25
4.0,14:27,4.0,3.0,WAS 31,12.0,15.0,Daniel Jones pass complete short right to Malik Nabers for 4 yards (tackle by Noah Igbinoghene),1.38,3.78,2.0,2024,25
4.0,13:50,1.0,10.0,WAS 27,12.0,15.0,Daniel Jones right end for 5 yards (tackle by Noah Igbinoghene),3.78,3.91,2.0,2024,25
4.0,13:12,2.0,5.0,WAS 22,12.0,15.0,Devin Singletary right tackle for 3 yards (tackle by Phidarian Mathis and Javontae Jean-Baptiste),3.91,3.64,2.0,2024,25
4.0,12:28,3.0,2.0,WAS 19,12.0,15.0,"Daniel Jones pass incomplete short right intended for Malik Nabers. Penalty on Noah Igbinoghene: Defensive Pass Interference, 9 yards (accepted) (no play)",3.64,4.91,2.0,2024,25
4.0,12:24,1.0,10.0,WAS 10,12.0,15.0,Devin Singletary left guard for 3 yards (tackle by Bobby Wagner and Frankie Luvu),4.91,4.76,2.0,2024,25
4.0,11:39,2.0,7.0,WAS 7,12.0,15.0,Daniel Jones pass incomplete short left intended for Malik Nabers (defended by Benjamin St-Juste),4.76,3.81,2.0,2024,25
4.0,11:35,3.0,7.0,WAS 7,18.0,15.0,"Daniel Jones pass complete short right to Wan'Dale Robinson for 7 yards, touchdown",3.81,7.0,2.0,2024,25
4.0,11:32,,,WAS 2,18.0,15.0,Two Point Attempt: Daniel Jones pass incomplete intended for intended for Darius Slayton,1.0,-1.0,2.0,2024,25
4.0,11:32,,,NYG 35,18.0,15.0,"Jamie Gillan kicks off 25 yards,. Penalty on Jamie Gillan: Kickoff Short of Landing Zone (accepted)",0.0,1.6,2.0,2024,25
4.0,11:32,1.0,10.0,WAS 40,18.0,15.0,Jayden Daniels pass complete short middle to Olamide Zaccheaus for no gain (tackle by Andru Phillips),1.6,1.05,2.0,2024,25
4.0,10:52,2.0,10.0,WAS 40,18.0,15.0,Jayden Daniels pass complete short middle to John Bates for 5 yards (tackle by Brian Burns),1.05,1.03,2.0,2024,25
4.0,10:14,3.0,5.0,WAS 45,18.0,15.0,"Jayden Daniels sacked by. Penalty on Andru Phillips: Defensive Holding, 5 yards (accepted) (no play)",1.03,2.26,2.0,2024,25
4.0,9:55,1.0,10.0,WAS 50,18.0,15.0,Jayden Daniels pass complete short middle to Noah Brown for 15 yards (tackle by Micah McFadden),2.26,3.25,2.0,2024,25
4.0,9:13,1.0,10.0,NYG 35,18.0,15.0,Jayden Daniels pass complete short left to Terry McLaurin for 2 yards (tackle by Deonte Banks),3.25,2.97,2.0,2024,25
4.0,8:42,2.0,8.0,NYG 33,18.0,15.0,Jayden Daniels pass complete short left to Austin Ekeler for 27 yards (tackle by Andru Phillips),2.97,5.83,2.0,2024,25
4.0,8:11,1.0,6.0,NYG 6,18.0,15.0,"Penalty on Samuel Cosmi: False Start, 5 yards (accepted) (no play)",5.83,4.77,2.0,2024,25
4.0,8:11,1.0,11.0,NYG 11,18.0,15.0,Jayden Daniels pass incomplete short left intended for Brian Robinson (defended by Brian Burns),4.77,4.02,2.0,2024,25
4.0,8:07,2.0,11.0,NYG 11,18.0,15.0,Jayden Daniels scrambles up the middle for 1 yard (tackle by Dexter Lawrence and Rakeem Nunez-Roches),4.02,3.13,2.0,2024,25
4.0,7:21,3.0,10.0,NYG 10,18.0,15.0,"Penalty on Cornelius Lucas: False Start, 5 yards (accepted) (no play)",3.13,2.93,2.0,2024,25
4.0,7:21,3.0,15.0,NYG 15,18.0,15.0,Jayden Daniels pass incomplete short right intended for Brian Robinson,2.93,2.44,2.0,2024,25
4.0,7:16,4.0,15.0,NYG 15,18.0,18.0,Austin Seibert 33 yard field goal good,2.44,3.0,2.0,2024,25
4.0,7:12,,,WAS 35,18.0,18.0,"Austin Seibert kicks off 63 yards, returned by Eric Gray for 30 yards (tackle by Mykal Walker)",0.0,1.07,2.0,2024,25
4.0,7:07,1.0,10.0,NYG 32,18.0,18.0,Devin Singletary up the middle for 6 yards (tackle by Frankie Luvu),1.07,1.34,2.0,2024,25
4.0,6:32,2.0,4.0,NYG 38,18.0,18.0,Daniel Jones pass complete short left to Darius Slayton for 3 yards (tackle by Benjamin St-Juste),1.34,1.03,2.0,2024,25
4.0,5:51,3.0,1.0,NYG 41,18.0,18.0,"Penalty on Frankie Luvu: Defensive Offside, 5 yards (accepted) (no play)",1.03,1.99,2.0,2024,25
4.0,5:24,1.0,10.0,NYG 46,18.0,18.0,Daniel Jones pass incomplete deep left intended for Malik Nabers (defended by Benjamin St-Juste),1.99,1.45,2.0,2024,25
4.0,5:18,2.0,10.0,NYG 46,18.0,18.0,Devin Singletary left tackle for 1 yard (tackle by Dante Fowler),1.45,0.89,2.0,2024,25
4.0,4:37,3.0,9.0,NYG 47,18.0,18.0,Daniel Jones pass complete short middle to Malik Nabers for 25 yards (tackle by Quan Martin),0.89,3.71,2.0,2024,25
4.0,4:30,1.0,10.0,WAS 28,18.0,18.0,"Devin Singletary up the middle for no gain. Penalty on Malik Nabers: Illegal Shift, 5 yards (accepted) (no play)",3.71,3.38,2.0,2024,25
4.0,4:24,1.0,15.0,WAS 33,18.0,18.0,Devin Singletary right tackle for 1 yard (tackle by Frankie Luvu and Dorance Armstrong),3.38,2.63,2.0,2024,25
4.0,3:37,2.0,14.0,WAS 32,18.0,18.0,Daniel Jones pass complete short right to Malik Nabers for 4 yards (tackle by Noah Igbinoghene),2.63,2.48,2.0,2024,25
4.0,2:57,3.0,10.0,WAS 28,18.0,18.0,Daniel Jones scrambles up the middle for 6 yards (tackle by Frankie Luvu),2.48,2.07,2.0,2024,25
4.0,2:09,4.0,4.0,WAS 22,18.0,18.0,Daniel Jones pass incomplete short right intended for Malik Nabers,2.07,-0.48,2.0,2024,25
4.0,2:04,1.0,10.0,WAS 23,18.0,18.0,Austin Ekeler right end for no gain (tackle by Azeez Ojulari and Andru Phillips),0.48,-0.07,2.0,2024,25
4.0,1:59,2.0,10.0,WAS 23,18.0,18.0,Jayden Daniels pass complete deep middle to Noah Brown for 34 yards (tackle by Cordale Flott),-0.07,2.72,2.0,2024,25
4.0,1:12,1.0,10.0,NYG 43,18.0,18.0,Jayden Daniels pass complete short right to Olamide Zaccheaus for 8 yards (tackle by Andru Phillips and Cordale Flott),2.72,3.26,2.0,2024,25
4.0,1:05,,,,,,Timeout #1 by New York Giants,,,2.0,2024,25
4.0,1:05,2.0,2.0,NYG 35,18.0,18.0,Brian Robinson right guard for 11 yards (tackle by Dexter Lawrence and Kayvon Thibodeaux),3.26,3.97,2.0,2024,25
4.0,0:57,,,,,,Timeout #2 by New York Giants,,,2.0,2024,25
4.0,0:57,1.0,10.0,NYG 24,18.0,18.0,Jayden Daniels right end for 14 yards (tackle by Kayvon Thibodeaux),3.97,4.91,2.0,2024,25
4.0,0:50,,,,,,Timeout #1 by Washington Commanders,,,2.0,2024,25
4.0,0:50,1.0,10.0,NYG 10,18.0,18.0,Brian Robinson right guard for -1 yards (tackle by Micah McFadden and Rakeem Nunez-Roches),4.91,4.02,2.0,2024,25
4.0,0:10,2.0,11.0,NYG 11,18.0,18.0,Jayden Daniels kneels for -1 yards,4.02,3.1,2.0,2024,25
4.0,0:04,,,,,,Timeout #2 by Washington Commanders,,,2.0,2024,25
4.0,0:04,,,,,,Timeout #3 by New York Giants,,,2.0,2024,25
4.0,0:04,3.0,12.0,NYG 12,18.0,21.0,Austin Seibert 30 yard field goal good,3.1,3.0,2.0,2024,25
