Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA,week,year,game_id
1.0,8:47,,,LAR 15,0.0,14.0,Matt Prater kicks extra point good,0.0,0.0,2.0,2024,28
1.0,8:47,,,ARI 35,0.0,14.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,28
1.0,8:47,1.0,10.0,LAR 30,0.0,14.0,Matthew Stafford pass complete short right to Cooper Kupp for 7 yards (tackle by Max Melton),0.94,1.34,2.0,2024,28
1.0,8:01,2.0,3.0,LAR 37,0.0,14.0,Kyren Williams up the middle for -1 yards (tackle by Sean Murphy-Bunting and Julian Okwara),1.34,0.5,2.0,2024,28
1.0,7:20,3.0,4.0,LAR 36,0.0,14.0,Matthew Stafford pass incomplete short right intended for Cooper Kupp (defended by Budda Baker),0.5,-0.98,2.0,2024,28
1.0,7:13,4.0,4.0,LAR 36,0.0,14.0,Ethan Evans punts 63 yards downed by Charles Woods,-0.98,0.38,2.0,2024,28
1.0,7:00,1.0,10.0,ARI 1,0.0,14.0,Kyler Murray pass complete short left to Marvin Harrison for 15 yards (tackle by Tre'Davious White),-0.38,-0.14,2.0,2024,28
1.0,6:29,1.0,10.0,ARI 16,0.0,14.0,"James Conner right tackle for no gain (tackle by Troy Reeder and Braden Fiske). Penalty on Kelvin Beachum: Offensive Holding, 8 yards (accepted) (no play)",-0.14,-0.68,2.0,2024,28
1.0,6:04,1.0,18.0,ARI 8,0.0,14.0,James Conner left end for -1 yards (tackle by Byron Young),-0.68,-1.44,2.0,2024,28
1.0,5:19,2.0,19.0,ARI 7,0.0,14.0,"Kyler Murray pass complete short right to James Conner for no gain (tackle by Christian Rozeboom). Penalty on Quentin Lake: Defensive Holding, 5 yards (accepted) (no play)",-1.44,-0.35,2.0,2024,28
1.0,5:01,1.0,10.0,ARI 12,0.0,14.0,James Conner up the middle for 4 yards (tackle by Michael Hoecht and Quentin Lake),-0.35,-0.37,2.0,2024,28
1.0,4:21,2.0,6.0,ARI 16,0.0,14.0,Trey Benson up the middle for 1 yard (tackle by Bobby Brown),-0.37,-0.84,2.0,2024,28
1.0,3:34,3.0,5.0,ARI 17,0.0,14.0,Kyler Murray pass complete deep left to Marvin Harrison for 32 yards (tackle by Kamren Kinchens),-0.84,2.19,2.0,2024,28
1.0,2:45,1.0,10.0,ARI 49,0.0,14.0,Kyler Murray pass complete short left to Trey Benson for 7 yards (tackle by Tre'Davious White),2.19,2.59,2.0,2024,28
1.0,2:07,2.0,3.0,LAR 44,0.0,14.0,Trey Benson left tackle for 2 yards (tackle by Troy Reeder),2.59,2.15,2.0,2024,28
1.0,1:33,3.0,1.0,LAR 42,0.0,14.0,James Conner up the middle for 6 yards (tackle by Quentin Lake and Kamren Curl),2.15,3.18,2.0,2024,28
1.0,0:52,1.0,10.0,LAR 36,0.0,14.0,Kyler Murray pass complete short middle to Trey McBride for 9 yards (tackle by Troy Reeder and Cobie Durant),3.18,3.85,2.0,2024,28
1.0,0:09,2.0,1.0,LAR 27,0.0,14.0,James Conner left tackle for 4 yards (tackle by Quentin Lake and Kobie Turner),3.85,4.04,2.0,2024,28
2.0,15:00,1.0,10.0,LAR 23,0.0,14.0,James Conner up the middle for 3 yards (tackle by Byron Young),4.04,3.9,2.0,2024,28
2.0,14:21,2.0,7.0,LAR 20,0.0,14.0,James Conner left end for 2 yards (tackle by Quentin Lake),3.9,3.49,2.0,2024,28
2.0,13:39,3.0,5.0,LAR 18,0.0,20.0,"Kyler Murray pass complete deep left to Elijah Higgins for 18 yards, touchdown",3.49,7.0,2.0,2024,28
2.0,13:29,,,LAR 15,0.0,21.0,Matt Prater kicks extra point good,0.0,0.0,2.0,2024,28
2.0,13:29,,,ARI 35,0.0,21.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,28
2.0,13:29,1.0,10.0,LAR 30,0.0,21.0,Kyren Williams right end for 1 yard (tackle by Budda Baker),0.94,0.53,2.0,2024,28
2.0,12:53,2.0,9.0,LAR 31,0.0,21.0,Matthew Stafford pass complete deep left to Demarcus Robinson for 42 yards (tackle by Budda Baker),0.53,3.78,2.0,2024,28
2.0,12:16,1.0,10.0,ARI 27,0.0,21.0,"Matthew Stafford pass complete short left to Jordan Whittington for no gain (tackle by Kyzir White). Penalty on Julian Okwara: Unnecessary Roughness / Defense, 14 yards (accepted)",3.78,4.71,2.0,2024,28
2.0,11:45,1.0,10.0,ARI 13,0.0,21.0,Kyren Williams up the middle for 9 yards (tackle by Mack Wilson and Jalen Thompson),4.71,5.73,2.0,2024,28
2.0,11:05,2.0,1.0,ARI 4,0.0,21.0,Kyren Williams up the middle for -3 yards (tackle by Dennis Gardeck and Mack Wilson),5.73,4.5,2.0,2024,28
2.0,10:25,3.0,3.0,ARI 7,0.0,21.0,Matthew Stafford sacked by Zaven Collins for -4 yards,4.5,2.7,2.0,2024,28
2.0,9:41,4.0,7.0,ARI 11,3.0,21.0,Joshua Karty 29 yard field goal good,2.7,3.0,2.0,2024,28
2.0,9:38,,,LAR 35,3.0,21.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,28
2.0,9:38,1.0,10.0,ARI 30,3.0,21.0,Kyler Murray pass complete deep right to Michael Wilson for 23 yards (tackle by Kamren Curl),0.94,2.46,2.0,2024,28
2.0,9:00,1.0,10.0,LAR 47,3.0,21.0,Kyler Murray scrambles right end for 8 yards (tackle by Christian Rozeboom),2.46,2.99,2.0,2024,28
2.0,8:14,2.0,2.0,LAR 39,3.0,21.0,Trey Benson left end for 4 yards (tackle by Quentin Lake),2.99,3.25,2.0,2024,28
2.0,7:36,1.0,10.0,LAR 35,3.0,21.0,Trey Benson up the middle for -1 yards (tackle by Michael Hoecht),3.25,2.57,2.0,2024,28
2.0,6:54,2.0,11.0,LAR 36,3.0,21.0,Kyler Murray pass complete short left to Trey McBride for 2 yards (tackle by Kobie Turner and Troy Reeder),2.57,2.15,2.0,2024,28
2.0,6:10,3.0,9.0,LAR 34,3.0,21.0,"Penalty on Hjalte Froholdt: False Start, 5 yards (accepted) (no play)",2.15,1.49,2.0,2024,28
2.0,5:48,3.0,14.0,LAR 39,3.0,21.0,Kyler Murray scrambles left end for 9 yards (tackle by Troy Reeder),1.49,1.45,2.0,2024,28
2.0,5:13,4.0,5.0,LAR 30,3.0,24.0,Matt Prater 48 yard field goal good,1.45,3.0,2.0,2024,28
2.0,5:09,,,ARI 35,3.0,24.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,28
2.0,5:09,1.0,10.0,LAR 30,3.0,24.0,Matthew Stafford pass complete short right to Ronnie Rivers for no gain (tackle by Starling Thomas and Mack Wilson),0.94,0.39,2.0,2024,28
2.0,4:30,2.0,10.0,LAR 30,3.0,24.0,Matthew Stafford pass complete short left to Cooper Kupp for 5 yards (tackle by Dennis Gardeck),0.39,0.37,2.0,2024,28
2.0,3:49,3.0,5.0,LAR 35,3.0,24.0,Matthew Stafford sacked by Dennis Gardeck for -9 yards,0.37,-1.63,2.0,2024,28
2.0,3:14,4.0,14.0,LAR 26,3.0,24.0,Ethan Evans punts 46 yards out of bounds,-1.63,-0.81,2.0,2024,28
2.0,3:06,1.0,10.0,ARI 28,3.0,24.0,Kyler Murray pass incomplete deep right intended for Marvin Harrison,0.81,0.26,2.0,2024,28
2.0,3:01,2.0,10.0,ARI 28,3.0,24.0,James Conner up the middle for 3 yards (tackle by Desjuan Johnson and Jared Verse),0.26,-0.03,2.0,2024,28
2.0,2:17,3.0,7.0,ARI 31,3.0,24.0,Kyler Murray sacked by Kobie Turner for -8 yards,-0.03,-1.83,2.0,2024,28
2.0,2:00,4.0,15.0,ARI 23,3.0,24.0,"Blake Gillikin punts 60 yards, returned by Kyren Williams for 12 yards (tackle by DeeJay Dallas)",-1.83,-0.87,2.0,2024,28
2.0,1:50,1.0,10.0,LAR 29,3.0,24.0,Kyren Williams up the middle for 2 yards (tackle by Budda Baker),0.87,0.6,2.0,2024,28
2.0,1:28,2.0,8.0,LAR 31,3.0,24.0,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,0.6,-0.1,2.0,2024,28
2.0,1:23,3.0,8.0,LAR 31,3.0,24.0,Matthew Stafford pass complete short left to Colby Parkinson for 12 yards (tackle by Krys Barnes and Kyzir White),-0.1,1.8,2.0,2024,28
2.0,1:04,1.0,10.0,LAR 43,3.0,24.0,Matthew Stafford pass complete deep left to Tutu Atwell for 16 yards,1.8,2.85,2.0,2024,28
2.0,0:58,1.0,10.0,ARI 41,3.0,24.0,Matthew Stafford pass incomplete short left intended for Tutu Atwell (defended by L.J. Collier),2.85,2.31,2.0,2024,28
2.0,0:52,2.0,10.0,ARI 41,3.0,24.0,Matthew Stafford pass complete short middle to Cooper Kupp for 24 yards (tackle by Jalen Thompson and Starling Thomas),2.31,4.44,2.0,2024,28
2.0,0:43,,,,,,Timeout #1 by Los Angeles Rams,,,2.0,2024,28
2.0,0:43,1.0,10.0,ARI 17,3.0,24.0,Matthew Stafford pass complete short middle to Tyler Johnson for 13 yards (tackle by Jalen Thompson and Julian Okwara),4.44,6.28,2.0,2024,28
2.0,0:34,,,,,,Timeout #2 by Los Angeles Rams,,,2.0,2024,28
2.0,0:34,1.0,4.0,ARI 4,3.0,24.0,Kyren Williams up the middle for 1 yard (tackle by Garrett Williams),6.28,5.53,2.0,2024,28
2.0,0:14,2.0,3.0,ARI 3,3.0,24.0,Matthew Stafford pass incomplete short left intended for Demarcus Robinson,5.53,4.72,2.0,2024,28
2.0,0:09,3.0,3.0,ARI 3,3.0,24.0,Matthew Stafford pass complete short right to Kyren Williams for -1 yards (tackle by Budda Baker),4.72,3.03,2.0,2024,28
2.0,0:05,,,,,,Timeout #3 by Los Angeles Rams,,,2.0,2024,28
2.0,0:05,4.0,4.0,ARI 4,3.0,24.0,Matthew Stafford pass incomplete short right intended for Tyler Johnson,3.03,-0.38,2.0,2024,28
3.0,15:00,,,LAR 35,3.0,24.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,28
3.0,15:00,1.0,10.0,ARI 30,3.0,24.0,Kyler Murray pass complete short middle to Trey McBride for 9 yards (tackle by John Johnson and Quentin Lake),0.94,1.61,2.0,2024,28
3.0,14:26,2.0,1.0,ARI 39,3.0,24.0,James Conner up the middle for 7 yards (tackle by Cobie Durant and Quentin Lake),1.61,1.99,2.0,2024,28
3.0,13:53,1.0,10.0,ARI 46,3.0,24.0,"James Conner left tackle for no gain (tackle by Byron Young). Penalty on Will Hernandez: Offensive Holding, 10 yards (accepted) (no play)",1.99,1.33,2.0,2024,28
3.0,13:30,1.0,20.0,ARI 36,3.0,24.0,James Conner left tackle for 5 yards (tackle by Christian Rozeboom),1.33,0.78,2.0,2024,28
3.0,12:54,2.0,15.0,ARI 41,3.0,24.0,Kyler Murray scrambles right tackle for 26 yards (tackle by Kamren Curl),0.78,3.38,2.0,2024,28
3.0,12:08,1.0,10.0,LAR 33,3.0,24.0,James Conner up the middle for 6 yards (tackle by Jared Verse),3.38,3.65,2.0,2024,28
3.0,11:29,2.0,4.0,LAR 27,3.0,24.0,James Conner right tackle for 22 yards (tackle by Kamren Curl),3.65,6.06,2.0,2024,28
3.0,10:42,1.0,5.0,LAR 5,3.0,24.0,Kyler Murray pass incomplete short left intended for Marvin Harrison,6.06,5.15,2.0,2024,28
3.0,10:38,2.0,5.0,LAR 5,3.0,30.0,"James Conner left end for 5 yards, touchdown",5.15,7.0,2.0,2024,28
3.0,10:33,,,LAR 15,3.0,31.0,Matt Prater kicks extra point good,0.0,0.0,2.0,2024,28
3.0,10:33,,,ARI 35,3.0,31.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,28
3.0,10:33,1.0,10.0,LAR 30,3.0,31.0,Kyren Williams up the middle for 1 yard (tackle by Budda Baker),0.94,0.53,2.0,2024,28
3.0,9:55,2.0,9.0,LAR 31,3.0,31.0,Matthew Stafford pass complete short right to Demarcus Robinson for 8 yards (tackle by Sean Murphy-Bunting and Kyzir White),0.53,0.89,2.0,2024,28
3.0,9:28,3.0,1.0,LAR 39,3.0,31.0,Matthew Stafford sacked by Krys Barnes for -1 yards,0.89,-0.85,2.0,2024,28
3.0,8:53,4.0,2.0,LAR 38,3.0,31.0,"Ethan Evans punts 57 yards, returned by Greg Dortch for 13 yards (tackle by Hunter Long)",-0.85,-0.04,2.0,2024,28
3.0,8:40,1.0,10.0,ARI 18,3.0,31.0,James Conner left end for -1 yards (tackle by Jared Verse),0.04,-0.65,2.0,2024,28
3.0,8:04,2.0,11.0,ARI 17,3.0,31.0,Kyler Murray pass complete short right to Trey McBride for 8 yards (tackle by Troy Reeder),-0.65,-0.27,2.0,2024,28
3.0,7:21,3.0,3.0,ARI 25,3.0,31.0,Kyler Murray pass complete short left to Michael Wilson for 8 yards (tackle by Kamren Kinchens),-0.27,1.14,2.0,2024,28
3.0,6:37,1.0,10.0,ARI 33,3.0,31.0,James Conner up the middle for 2 yards (tackle by Neville Gallimore and Bobby Brown),1.14,0.86,2.0,2024,28
3.0,6:00,2.0,8.0,ARI 35,3.0,31.0,Kyler Murray pass complete deep left to Trey McBride for 21 yards (tackle by Christian Rozeboom),0.86,2.65,2.0,2024,28
3.0,5:31,1.0,10.0,LAR 44,3.0,31.0,Trey Benson left end for 1 yard (tackle by Tre'Davious White),2.65,2.25,2.0,2024,28
3.0,4:51,2.0,9.0,LAR 43,3.0,31.0,Trey Benson right tackle for 1 yard (tackle by Michael Hoecht and Braden Fiske),2.25,1.69,2.0,2024,28
3.0,4:13,3.0,8.0,LAR 42,3.0,31.0,Kyler Murray pass complete short left to Greg Dortch for 3 yards (tackle by Jaylen McCollough),1.69,0.66,2.0,2024,28
3.0,3:32,4.0,5.0,LAR 39,3.0,34.0,Matt Prater 57 yard field goal good,0.66,3.0,2.0,2024,28
3.0,3:27,,,ARI 35,3.0,34.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,28
3.0,3:27,1.0,10.0,LAR 30,3.0,34.0,Matthew Stafford pass complete short middle to Kyren Williams for 10 yards (tackle by Mack Wilson and Kyzir White),0.94,1.6,2.0,2024,28
3.0,2:45,1.0,10.0,LAR 40,3.0,34.0,Matthew Stafford pass complete deep left to Tutu Atwell for 21 yards (tackle by Jalen Thompson),1.6,2.98,2.0,2024,28
3.0,2:17,1.0,10.0,ARI 39,3.0,34.0,Matthew Stafford pass complete short left to Jordan Whittington for 22 yards (tackle by Kyzir White),2.98,4.44,2.0,2024,28
3.0,1:52,1.0,10.0,ARI 17,3.0,34.0,Matthew Stafford pass incomplete short left intended for Colby Parkinson,4.44,3.85,2.0,2024,28
3.0,1:48,2.0,10.0,ARI 17,3.0,34.0,Matthew Stafford pass incomplete short left intended for Kyren Williams,3.85,3.07,2.0,2024,28
3.0,1:44,3.0,10.0,ARI 17,3.0,34.0,Matthew Stafford pass complete short left to Kyren Williams for 9 yards (tackle by Budda Baker),3.07,2.99,2.0,2024,28
3.0,1:21,4.0,1.0,ARI 8,3.0,34.0,Kyren Williams up the middle for 4 yards (tackle by Kyzir White and Zaven Collins),2.99,6.28,2.0,2024,28
3.0,0:44,1.0,4.0,ARI 4,9.0,34.0,"Kyren Williams up the middle for 4 yards, touchdown",6.28,7.0,2.0,2024,28
3.0,0:41,,,ARI 15,10.0,34.0,Joshua Karty kicks extra point good,0.0,0.0,2.0,2024,28
3.0,0:41,,,LAR 35,10.0,34.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,28
3.0,0:41,1.0,10.0,ARI 30,10.0,34.0,"James Conner left end for no gain (tackle by Troy Reeder). Penalty on Tre'Davious White: Defensive Offside, 5 yards (accepted) (no play)",0.94,1.67,2.0,2024,28
3.0,0:16,1.0,5.0,ARI 35,10.0,34.0,James Conner up the middle for 5 yards (tackle by Jared Verse),1.67,1.6,2.0,2024,28
4.0,15:00,1.0,10.0,ARI 40,10.0,34.0,Trey Benson left end for -3 yards (tackle by Jared Verse),1.6,0.65,2.0,2024,28
4.0,14:17,2.0,13.0,ARI 37,10.0,34.0,Kyler Murray pass complete short right to Greg Dortch for 8 yards (tackle by Kamren Curl and Troy Reeder),0.65,1.03,2.0,2024,28
4.0,13:39,3.0,5.0,ARI 45,10.0,34.0,Kyler Murray pass complete short left to Trey McBride for 18 yards (tackle by Quentin Lake),1.03,3.12,2.0,2024,28
4.0,12:59,1.0,10.0,LAR 37,10.0,34.0,Trey Benson right tackle for 1 yard (tackle by Desjuan Johnson),3.12,2.71,2.0,2024,28
4.0,12:16,2.0,9.0,LAR 36,10.0,34.0,James Conner up the middle for 10 yards (tackle by Quentin Lake),2.71,3.84,2.0,2024,28
4.0,11:29,1.0,10.0,LAR 26,10.0,34.0,James Conner up the middle for 8 yards (tackle by Quentin Lake and Kamren Curl),3.84,4.45,2.0,2024,28
4.0,10:44,2.0,2.0,LAR 18,10.0,34.0,James Conner up the middle for 1 yard (tackle by Bobby Brown),4.45,3.95,2.0,2024,28
4.0,9:59,3.0,1.0,LAR 17,10.0,34.0,Kyler Murray right end for 10 yards (tackle by Kamren Curl),3.95,5.6,2.0,2024,28
4.0,9:13,1.0,7.0,LAR 7,10.0,34.0,Kyler Murray pass incomplete short left intended for Marvin Harrison,5.6,4.76,2.0,2024,28
4.0,9:09,2.0,7.0,LAR 7,10.0,40.0,"James Conner left end for 2 yards. James Conner fumbles (forced by Jared Verse), recovered by Trey McBride in end zone, touchdown",4.76,7.0,2.0,2024,28
4.0,9:02,,,LAR 15,10.0,41.0,Matt Prater kicks extra point good,0.0,0.0,2.0,2024,28
4.0,9:02,,,ARI 35,10.0,41.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,28
4.0,9:02,1.0,10.0,LAR 30,10.0,41.0,Matthew Stafford pass complete short right to Tutu Atwell for 11 yards (tackle by Jalen Thompson),0.94,1.66,2.0,2024,28
4.0,8:38,1.0,10.0,LAR 41,10.0,41.0,Matthew Stafford pass complete short left to Kyren Williams for 9 yards (tackle by Kyzir White and Starling Thomas),1.66,2.34,2.0,2024,28
4.0,8:11,2.0,1.0,LAR 50,10.0,41.0,"Matthew Stafford sacked by Dennis Gardeck for -2 yards. Matthew Stafford fumbles (forced by Dennis Gardeck), recovered by L.J. Collier at LA-48 (tackle by Beaux Limmer). Penalty on Mack Wilson: Taunting / Defense, 15 yards (accepted)",2.34,-1.4,2.0,2024,28
4.0,7:59,1.0,10.0,ARI 37,10.0,41.0,Trey Benson up the middle for 2 yards (tackle by Braden Fiske and Desjuan Johnson),1.4,1.13,2.0,2024,28
4.0,7:16,2.0,8.0,ARI 39,10.0,41.0,Trey Benson up the middle for -1 yards (tackle by Jared Verse),1.13,0.3,2.0,2024,28
4.0,6:40,3.0,9.0,ARI 38,10.0,41.0,Emari Demercado left tackle for 41 yards (tackle by Charles Woods),0.3,4.17,2.0,2024,28
4.0,5:52,1.0,10.0,LAR 21,10.0,41.0,Emari Demercado left tackle for 5 yards (tackle by Michael Hoecht and Troy Reeder),4.17,4.37,2.0,2024,28
4.0,5:10,2.0,5.0,LAR 16,10.0,41.0,Trey Benson up the middle for 3 yards (tackle by Braden Fiske and Michael Hoecht),4.37,4.24,2.0,2024,28
4.0,4:26,3.0,2.0,LAR 13,10.0,41.0,"Clayton Tune up the middle for -6 yards. Clayton Tune fumbles, recovered by Braden Fiske at LA-20 and returned for 8 yards (tackle by Jackson Barton)",4.24,-0.81,2.0,2024,28
4.0,4:17,1.0,10.0,LAR 28,10.0,41.0,Blake Corum right tackle for 2 yards (tackle by Roy Lopez),0.81,0.53,2.0,2024,28
4.0,3:47,2.0,8.0,LAR 30,10.0,41.0,Blake Corum up the middle for 8 yards (tackle by Krys Barnes),0.53,1.47,2.0,2024,28
4.0,3:08,1.0,10.0,LAR 38,10.0,41.0,Blake Corum up the middle for 9 yards (tackle by Owen Pappoe and Xavier Thomas),1.47,2.14,2.0,2024,28
4.0,2:34,2.0,1.0,LAR 47,10.0,41.0,Blake Corum up the middle for -1 yards (tackle by Kei'Trel Clark and Roy Lopez),2.14,1.29,2.0,2024,28
4.0,2:00,3.0,2.0,LAR 46,10.0,41.0,Blake Corum up the middle for 5 yards (tackle by Owen Pappoe),1.29,2.32,2.0,2024,28
4.0,1:31,1.0,10.0,ARI 49,10.0,41.0,Blake Corum up the middle for 2 yards (tackle by Victor Dimukeje and Krys Barnes),2.32,2.05,2.0,2024,28
4.0,1:02,2.0,8.0,ARI 47,10.0,41.0,Blake Corum right tackle for -1 yards (tackle by Victor Dimukeje),2.05,1.22,2.0,2024,28
4.0,0:29,3.0,9.0,ARI 48,10.0,41.0,Blake Corum right tackle for 4 yards (tackle by Owen Pappoe),1.22,0.33,2.0,2024,28
