Quarter,Time,Down,ToGo,Location,SEA,NWE,Detail,EPB,EPA,week,year,game_id
OT,8:37,3.0,1.0,NWE 39,20.0,20.0,"Rhamondre Stevenson up the middle for no gain (tackle by Tyrel Dodson and Jarran Reed). Penalty on Caedan Wallace: Illegal Formation, 5 yards (declined)",0.89,-0.78,2.0,2024,24
OT,8:18,4.0,1.0,NWE 39,20.0,20.0,"Bryce Baringer punts 45 yards, fair catch by Dee Williams at SEA-16",-0.78,0.14,2.0,2024,24
OT,8:12,1.0,10.0,SEA 16,20.0,20.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 5 yards (tackle by Marcus Jones),-0.14,0.15,2.0,2024,24
OT,7:37,2.0,5.0,SEA 21,20.0,20.0,Geno Smith pass complete short right to D.K. Metcalf for 10 yards (tackle by Christian Gonzalez),0.15,1.0,2.0,2024,24
OT,7:00,1.0,10.0,SEA 31,20.0,20.0,"Geno Smith pass incomplete deep left intended for Tyler Lockett. Penalty on Jonathan Jones: Defensive Pass Interference, 20 yards (accepted) (no play)",1.0,2.32,2.0,2024,24
OT,6:55,1.0,10.0,NWE 49,20.0,20.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 4 yards (tackle by Marcus Jones),2.32,2.32,2.0,2024,24
OT,6:19,,,,,,Timeout #1 by New England Patriots,,,2.0,2024,24
OT,6:19,2.0,6.0,NWE 45,20.0,20.0,Geno Smith pass incomplete deep left intended for Jaxon Smith-Njigba,2.32,1.62,2.0,2024,24
OT,6:14,3.0,6.0,NWE 45,20.0,20.0,Geno Smith pass complete short left to Zach Charbonnet for 7 yards (tackle by Christian Gonzalez),1.62,3.05,2.0,2024,24
OT,5:24,1.0,10.0,NWE 38,20.0,20.0,Geno Smith pass complete short left to Tyler Lockett for 16 yards (tackle by Jonathan Jones),3.05,4.11,2.0,2024,24
OT,4:48,1.0,10.0,NWE 22,20.0,20.0,"Zach Charbonnet left end for 9 yards (tackle by Jonathan Jones and Marcus Jones) Replay Assistant challenged the short of the line to gain ruling, and the play was upheld.",4.11,5.06,2.0,2024,24
OT,4:41,2.0,1.0,NWE 13,23.0,20.0,Jason Myers 31 yard field goal good,5.06,3.0,2.0,2024,24
