Quarter,Time,Down,ToGo,Location,PIT,WAS,Detail,EPB,EPA,week,year,game_id
1.0,8:33,,,PIT 35,7.0,0.0,"Chris Boswell kicks off 57 yards, returned by Austin Ekeler for 22 yards (tackle by Miles Killebrew)",0.0,0.94,10.0,2024,142
1.0,8:27,1.0,10.0,WAS 30,7.0,0.0,Jayden Daniels pass complete short left to Terry McLaurin for 9 yards (tackle by Joey Porter),0.94,1.61,10.0,2024,142
1.0,8:04,2.0,1.0,WAS 39,7.0,0.0,Austin Ekeler left end for -2 yards (tackle by Patrick Queen),1.61,0.63,10.0,2024,142
1.0,7:29,3.0,3.0,WAS 37,7.0,0.0,Jayden Daniels sacked by Cameron Heyward for -8 yards,0.63,-1.44,10.0,2024,142
1.0,6:49,4.0,11.0,WAS 29,7.0,0.0,"Tress Way punts 53 yards, returned by Calvin Austin for 3 yards (tackle by Jeremy Reaves)",-1.44,-0.34,10.0,2024,142
1.0,6:37,1.0,10.0,PIT 21,7.0,0.0,Russell Wilson sacked by Frankie Luvu for -8 yards,0.34,-1.35,10.0,2024,142
1.0,6:04,2.0,18.0,PIT 13,7.0,0.0,Russell Wilson pass incomplete short right,-1.35,-2.3,10.0,2024,142
1.0,5:56,3.0,18.0,PIT 13,7.0,0.0,Jaylen Warren left guard for 3 yards (tackle by Daron Payne and Bobby Wagner),-2.3,-2.39,10.0,2024,142
1.0,5:20,4.0,15.0,PIT 16,7.0,0.0,Miles Killebrew pass incomplete short left intended for James Pierre,-2.39,-4.58,10.0,2024,142
1.0,5:16,1.0,10.0,PIT 15,7.0,0.0,Jayden Daniels pass complete short left to Olamide Zaccheaus for 8 yards (tackle by Preston Smith),4.58,5.41,10.0,2024,142
1.0,4:30,2.0,2.0,PIT 7,7.0,0.0,Austin Ekeler left tackle for 6 yards (tackle by Minkah Fitzpatrick),5.41,6.97,10.0,2024,142
1.0,3:47,1.0,1.0,PIT 1,7.0,6.0,"Austin Ekeler right end for 1 yard, touchdown",6.97,7.0,10.0,2024,142
1.0,3:44,,,PIT 15,7.0,7.0,Zane Gonzalez kicks extra point good,0.0,0.0,10.0,2024,142
1.0,3:44,,,WAS 35,7.0,7.0,"Zane Gonzalez kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,142
1.0,3:44,1.0,10.0,PIT 30,7.0,7.0,Najee Harris right end for no gain (tackle by Efe Obada and Sheldon Day),0.94,0.39,10.0,2024,142
1.0,2:59,2.0,10.0,PIT 30,7.0,7.0,Najee Harris right guard for 2 yards (tackle by Phidarian Mathis),0.39,-0.03,10.0,2024,142
1.0,2:19,3.0,8.0,PIT 32,7.0,7.0,Russell Wilson pass incomplete deep left intended for Van Jefferson,-0.03,-1.24,10.0,2024,142
1.0,2:14,4.0,8.0,PIT 32,7.0,7.0,"Corliss Waitman punts 39 yards, fair catch by Olamide Zaccheaus at WAS-29",-1.24,-0.87,10.0,2024,142
1.0,2:07,1.0,10.0,WAS 29,7.0,7.0,Jeremy McNichols right guard for -3 yards (tackle by Larry Ogunjobi),0.87,-0.08,10.0,2024,142
1.0,1:32,2.0,13.0,WAS 26,7.0,7.0,Jayden Daniels pass incomplete short middle intended for Zach Ertz,-0.08,-0.76,10.0,2024,142
1.0,1:27,3.0,13.0,WAS 26,7.0,7.0,Jayden Daniels pass incomplete short middle intended for Terry McLaurin (defended by Patrick Queen),-0.76,-1.63,10.0,2024,142
1.0,1:22,4.0,13.0,WAS 26,7.0,7.0,"Tress Way punts 74 yards, touchback.",-1.63,-0.28,10.0,2024,142
1.0,1:11,1.0,10.0,PIT 20,7.0,7.0,Russell Wilson pass complete short right to Calvin Austin for 7 yards (tackle by Dante Fowler and Frankie Luvu),0.28,0.68,10.0,2024,142
1.0,0:30,2.0,3.0,PIT 27,7.0,7.0,Jaylen Warren left end for 9 yards (tackle by Quan Martin and Jeremy Chinn),0.68,1.33,10.0,2024,142
2.0,15:00,1.0,10.0,PIT 36,7.0,7.0,Russell Wilson pass complete short middle to Jaylen Warren for 3 yards (tackle by Mykal Walker),1.33,1.2,10.0,2024,142
2.0,14:20,2.0,7.0,PIT 39,7.0,7.0,Jaylen Warren left tackle for 1 yard (tackle by Daron Payne and Jeremy Chinn),1.2,0.63,10.0,2024,142
2.0,13:40,3.0,6.0,PIT 40,7.0,7.0,Russell Wilson pass complete short right to George Pickens for 5 yards (tackle by Mike Sainristil),0.63,-0.39,10.0,2024,142
2.0,13:01,4.0,1.0,PIT 45,7.0,7.0,"Corliss Waitman punts 41 yards, recovered by Ben Skowronek at WAS-14",-0.39,4.65,10.0,2024,142
2.0,12:51,1.0,10.0,WAS 14,7.0,7.0,Najee Harris up the middle for 3 yards (tackle by Jer'Zhan Newton and Sheldon Day),4.65,4.52,10.0,2024,142
2.0,12:13,2.0,7.0,WAS 11,7.0,7.0,Russell Wilson pass complete short left to Pat Freiermuth for 8 yards (tackle by Jeremy Chinn),4.52,6.51,10.0,2024,142
2.0,11:31,1.0,3.0,WAS 3,7.0,7.0,Najee Harris left guard for no gain (tackle by Sheldon Day and Quan Martin),6.51,5.53,10.0,2024,142
2.0,10:36,2.0,3.0,WAS 3,7.0,7.0,Russell Wilson pass incomplete short left intended for Calvin Austin,5.53,4.72,10.0,2024,142
2.0,10:31,3.0,3.0,WAS 3,13.0,7.0,"Russell Wilson pass complete short right to Pat Freiermuth for 3 yards, touchdown",4.72,7.0,10.0,2024,142
2.0,10:28,,,WAS 15,14.0,7.0,Chris Boswell kicks extra point good,0.0,0.0,10.0,2024,142
2.0,10:28,,,PIT 35,14.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,142
2.0,10:28,1.0,10.0,WAS 30,14.0,7.0,"Jayden Daniels pass complete short right to Noah Brown for 11 yards. Penalty on Donte Jackson: Defensive Holding, 5 yards (declined)",0.94,1.66,10.0,2024,142
2.0,10:11,1.0,10.0,WAS 41,14.0,7.0,"Jayden Daniels pass incomplete deep right intended for Noah Brown. Penalty on Joey Porter: Defensive Pass Interference, 23 yards (accepted) (no play)",1.66,3.18,10.0,2024,142
2.0,10:06,1.0,10.0,PIT 36,14.0,7.0,"Austin Ekeler left end for 10 yards (tackle by DeShon Elliott and Elandon Roberts). Penalty on John Bates: Personal Foul / Offense, 15 yards (offset) . Penalty on Patrick Queen: Personal Foul / Defense, 15 yards (offset)",3.18,3.84,10.0,2024,142
2.0,9:42,1.0,10.0,PIT 26,14.0,7.0,Jayden Daniels pass complete short right to Dyami Brown for -2 yards (tackle by DeShon Elliott and Beanie Bishop),3.84,3.03,10.0,2024,142
2.0,8:59,2.0,12.0,PIT 28,14.0,7.0,Austin Ekeler right end for -2 yards (tackle by Patrick Queen),3.03,2.08,10.0,2024,142
2.0,8:19,3.0,14.0,PIT 30,14.0,7.0,Jayden Daniels pass incomplete short middle intended for Noah Brown,2.08,1.41,10.0,2024,142
2.0,8:15,4.0,14.0,PIT 30,14.0,10.0,Zane Gonzalez 48 yard field goal good,1.41,3.0,10.0,2024,142
2.0,8:11,,,WAS 35,14.0,10.0,"Zane Gonzalez kicks off 65 yards, returned by Jaylen Warren for 35 yards (tackle by Jeremy McNichols and Jeremy Chinn)",0.0,1.27,10.0,2024,142
2.0,8:04,1.0,10.0,PIT 35,14.0,10.0,Russell Wilson pass incomplete short left intended for Calvin Austin,1.27,0.72,10.0,2024,142
2.0,8:00,2.0,10.0,PIT 35,14.0,10.0,Cordarrelle Patterson right end for 6 yards (tackle by Dorance Armstrong and Frankie Luvu),0.72,0.83,10.0,2024,142
2.0,7:17,3.0,4.0,PIT 41,14.0,10.0,Russell Wilson scrambles right end for 6 yards (tackle by Frankie Luvu),0.83,2.06,10.0,2024,142
2.0,6:32,1.0,10.0,PIT 47,14.0,10.0,Jaylen Warren right tackle for no gain (tackle by Sheldon Day and Phidarian Mathis),2.06,1.52,10.0,2024,142
2.0,6:00,2.0,10.0,PIT 47,14.0,10.0,Russell Wilson pass incomplete short right,1.52,0.83,10.0,2024,142
2.0,5:54,,,,,,Timeout #1 by Pittsburgh Steelers,,,10.0,2024,142
2.0,5:54,3.0,10.0,PIT 47,14.0,10.0,Russell Wilson pass incomplete deep left intended for Calvin Austin,0.83,-0.26,10.0,2024,142
2.0,5:49,4.0,10.0,PIT 47,14.0,10.0,Corliss Waitman punts 47 yards downed by James Pierre,-0.26,0.38,10.0,2024,142
2.0,5:39,1.0,10.0,WAS 6,14.0,10.0,Jayden Daniels left end for 4 yards (tackle by Patrick Queen),-0.38,-0.49,10.0,2024,142
2.0,4:56,2.0,6.0,WAS 10,14.0,10.0,Jayden Daniels pass complete short left to Terry McLaurin for 6 yards (tackle by Joey Porter),-0.49,-0.14,10.0,2024,142
2.0,4:15,1.0,10.0,WAS 16,14.0,10.0,"Jayden Daniels sacked by Alex Highsmith for no gain. Penalty on Joey Porter: Face Mask (15 Yards), 15 yards (accepted) . Penalty on DeShon Elliott: Defensive Holding, 5 yards (declined) (no play)",-0.14,1.0,10.0,2024,142
2.0,4:09,1.0,10.0,WAS 31,14.0,10.0,Jayden Daniels pass incomplete short middle,1.0,0.46,10.0,2024,142
2.0,4:06,2.0,10.0,WAS 31,14.0,10.0,Jayden Daniels pass complete short middle to Zach Ertz for 9 yards (tackle by Patrick Queen),0.46,0.96,10.0,2024,142
2.0,3:37,3.0,1.0,WAS 40,14.0,10.0,Austin Ekeler right end for 4 yards (tackle by DeShon Elliott),0.96,1.86,10.0,2024,142
2.0,3:02,1.0,10.0,WAS 44,14.0,10.0,Jayden Daniels pass incomplete short right intended for Noah Brown,1.86,1.32,10.0,2024,142
2.0,2:59,2.0,10.0,WAS 44,14.0,10.0,Jayden Daniels pass complete short middle to Zach Ertz for 9 yards (tackle by Payton Wilson),1.32,1.82,10.0,2024,142
2.0,2:30,3.0,1.0,PIT 47,14.0,10.0,Jeremy McNichols up the middle for 3 yards (tackle by Isaiahh Loudermilk),1.82,2.65,10.0,2024,142
2.0,2:00,1.0,10.0,PIT 44,14.0,10.0,Austin Ekeler right end for 7 yards (tackle by Joey Porter),2.65,3.06,10.0,2024,142
2.0,1:24,2.0,3.0,PIT 37,14.0,10.0,Austin Ekeler up the middle for -1 yards (tackle by DeShon Elliott),3.06,2.21,10.0,2024,142
2.0,1:20,,,,,,Timeout #2 by Pittsburgh Steelers,,,10.0,2024,142
2.0,1:20,3.0,4.0,PIT 38,14.0,10.0,Jayden Daniels pass complete deep right to Luke McCaffrey for 23 yards (tackle by Minkah Fitzpatrick),2.21,4.58,10.0,2024,142
2.0,0:59,1.0,10.0,PIT 15,14.0,10.0,Austin Ekeler left tackle for 8 yards (tackle by Patrick Queen and DeShon Elliott),4.58,5.41,10.0,2024,142
2.0,0:33,2.0,2.0,PIT 7,14.0,10.0,Austin Ekeler left guard for 4 yards (tackle by DeShon Elliott),5.41,6.51,10.0,2024,142
2.0,0:26,,,,,,Timeout #1 by Washington Commanders,,,10.0,2024,142
2.0,0:26,1.0,3.0,PIT 3,14.0,10.0,Jayden Daniels pass incomplete short middle intended for Dyami Brown,6.51,5.53,10.0,2024,142
2.0,0:22,,,,,,Timeout #3 by Pittsburgh Steelers,,,10.0,2024,142
2.0,0:22,2.0,3.0,PIT 3,14.0,10.0,"Jayden Daniels pass incomplete short left intended for Terry McLaurin. Penalty on Joey Porter: Defensive Pass Interference, 2 yards (accepted) (no play)",5.53,6.97,10.0,2024,142
2.0,0:19,1.0,1.0,PIT 1,14.0,16.0,"Austin Ekeler left end for 1 yard, touchdown",6.97,7.0,10.0,2024,142
2.0,0:16,,,PIT 15,14.0,17.0,Zane Gonzalez kicks extra point good,0.0,0.0,10.0,2024,142
2.0,0:16,,,WAS 35,14.0,17.0,"Zane Gonzalez kicks off 61 yards, returned by Cordarrelle Patterson for 25 yards (tackle by Jeremy Reaves)",0.0,0.87,10.0,2024,142
2.0,0:11,1.0,10.0,PIT 29,14.0,17.0,Russell Wilson kneels for -1 yards,0.87,0.19,10.0,2024,142
3.0,15:00,,,PIT 35,14.0,17.0,"Chris Boswell kicks off 63 yards, returned by Austin Ekeler for 27 yards (tackle by Connor Heyward)",0.0,0.87,10.0,2024,142
3.0,14:55,1.0,10.0,WAS 29,14.0,17.0,Jayden Daniels pass complete short middle to Terry McLaurin for 54 yards (tackle by Joey Porter),0.87,4.44,10.0,2024,142
3.0,14:16,1.0,10.0,PIT 17,14.0,17.0,Jayden Daniels right tackle for no gain (tackle by Elandon Roberts),4.44,3.85,10.0,2024,142
3.0,13:42,2.0,10.0,PIT 17,14.0,17.0,Jayden Daniels pass incomplete short middle intended for Zach Ertz (defended by Keeanu Benton),3.85,3.07,10.0,2024,142
3.0,13:39,3.0,10.0,PIT 17,14.0,17.0,Jayden Daniels pass complete short left to Terry McLaurin for 16 yards (tackle by Donte Jackson and Beanie Bishop),3.07,6.97,10.0,2024,142
3.0,12:57,1.0,1.0,PIT 1,14.0,23.0,"Jeremy McNichols up the middle for 1 yard, touchdown",6.97,7.0,10.0,2024,142
3.0,12:55,,,PIT 15,14.0,24.0,Zane Gonzalez kicks extra point good,0.0,0.0,10.0,2024,142
3.0,12:55,,,WAS 35,14.0,24.0,"Zane Gonzalez kicks off 57 yards, returned by Cordarrelle Patterson for 17 yards (tackle by Nick Bellore and Mykal Walker)",0.0,0.61,10.0,2024,142
3.0,12:50,1.0,10.0,PIT 25,14.0,24.0,Najee Harris left tackle for 11 yards (tackle by Mike Sainristil and Clelin Ferrell),0.61,1.33,10.0,2024,142
3.0,12:06,1.0,10.0,PIT 36,14.0,24.0,Jaylen Warren right tackle for 2 yards (tackle by Jer'Zhan Newton),1.33,1.06,10.0,2024,142
3.0,11:24,2.0,8.0,PIT 38,14.0,24.0,Russell Wilson pass incomplete short middle intended for MyCole Pruitt,1.06,0.37,10.0,2024,142
3.0,11:21,3.0,8.0,PIT 38,14.0,24.0,Russell Wilson pass complete short right to Jaylen Warren for 26 yards (tackle by Quan Martin),0.37,3.18,10.0,2024,142
3.0,10:52,1.0,10.0,WAS 36,14.0,24.0,Russell Wilson sacked by Dante Fowler for -10 yards,3.18,1.29,10.0,2024,142
3.0,10:10,2.0,20.0,WAS 46,14.0,24.0,Russell Wilson pass complete short left to George Pickens for 34 yards (tackle by Noah Igbinoghene and Jeremy Chinn),1.29,4.78,10.0,2024,142
3.0,9:34,1.0,10.0,WAS 12,14.0,24.0,Jaylen Warren left end for 2 yards (tackle by Jeremy Chinn and Bobby Wagner),4.78,4.45,10.0,2024,142
3.0,8:55,2.0,8.0,WAS 10,14.0,24.0,"Russell Wilson pass incomplete short right. Penalty on Dante Fowler: Defensive Offside, 5 yards (accepted) (no play)",4.45,5.41,10.0,2024,142
3.0,8:50,2.0,3.0,WAS 5,14.0,24.0,Najee Harris right end for 4 yards (tackle by Bobby Wagner),5.41,6.97,10.0,2024,142
3.0,8:09,1.0,1.0,WAS 1,20.0,24.0,"Najee Harris left tackle for 1 yard, touchdown",6.97,7.0,10.0,2024,142
3.0,8:06,,,WAS 15,21.0,24.0,Chris Boswell kicks extra point good,0.0,0.0,10.0,2024,142
3.0,8:06,,,PIT 35,21.0,24.0,"Chris Boswell kicks off 58 yards, returned by Austin Ekeler for 39 yards (tackle by James Pierre and Beanie Bishop)",0.0,1.99,10.0,2024,142
3.0,7:56,1.0,10.0,WAS 46,21.0,24.0,Jayden Daniels pass incomplete short middle intended for Olamide Zaccheaus,1.99,1.45,10.0,2024,142
3.0,7:52,2.0,10.0,WAS 46,21.0,24.0,"Jayden Daniels pass complete short right to Noah Brown for no gain. Penalty on Tyler Biadasz: Offensive Holding, 10 yards (offset) . Penalty on Donte Jackson: Defensive Holding, 5 yards (offset) (no play)",1.45,1.45,10.0,2024,142
3.0,7:37,2.0,10.0,WAS 46,21.0,24.0,Jayden Daniels pass incomplete deep left intended for Luke McCaffrey,1.45,0.76,10.0,2024,142
3.0,7:31,3.0,10.0,WAS 46,21.0,24.0,Jayden Daniels pass incomplete short middle intended for Zach Ertz (defended by Cameron Heyward),0.76,-0.32,10.0,2024,142
3.0,7:26,4.0,10.0,WAS 46,21.0,24.0,"Tress Way punts 47 yards, returned by Calvin Austin for no gain (tackle by Percy Butler)",-0.32,0.38,10.0,2024,142
3.0,7:18,1.0,10.0,PIT 7,21.0,24.0,"Najee Harris up the middle for 2 yards (tackle by Phidarian Mathis and Bobby Wagner). Penalty on Zach Frazier: Offensive Holding, 4 yards (accepted)",-0.38,-0.46,10.0,2024,142
3.0,6:46,1.0,12.0,PIT 5,21.0,24.0,Russell Wilson pass incomplete deep left intended for Van Jefferson (defended by Mike Sainristil),-0.46,-0.93,10.0,2024,142
3.0,6:40,2.0,12.0,PIT 5,21.0,24.0,Najee Harris left tackle for 3 yards (tackle by Noah Igbinoghene and Dante Fowler),-0.93,-1.3,10.0,2024,142
3.0,5:56,3.0,9.0,PIT 8,21.0,24.0,Russell Wilson pass incomplete deep left intended for Calvin Austin,-1.3,-2.49,10.0,2024,142
3.0,5:51,4.0,9.0,PIT 8,21.0,24.0,Corliss Waitman punts 34 yards out of bounds,-2.49,-2.79,10.0,2024,142
3.0,5:42,1.0,10.0,PIT 42,21.0,24.0,Jayden Daniels pass complete short right to Noah Brown for 8 yards (tackle by Donte Jackson),2.79,3.32,10.0,2024,142
3.0,5:20,2.0,2.0,PIT 34,21.0,24.0,Chris Rodriguez up the middle for no gain (tackle by Larry Ogunjobi),3.32,2.61,10.0,2024,142
3.0,4:35,3.0,2.0,PIT 34,21.0,24.0,Austin Ekeler right guard for 5 yards (tackle by Patrick Queen),2.61,3.64,10.0,2024,142
3.0,4:12,1.0,10.0,PIT 29,21.0,24.0,Jayden Daniels sacked by Preston Smith for -1 yards,3.64,2.97,10.0,2024,142
3.0,3:40,2.0,11.0,PIT 30,21.0,24.0,Jayden Daniels pass incomplete short middle intended for Zach Ertz,2.97,2.28,10.0,2024,142
3.0,3:36,3.0,11.0,PIT 30,21.0,24.0,Jayden Daniels pass complete short right to Austin Ekeler for 7 yards (tackle by Minkah Fitzpatrick),2.28,2.0,10.0,2024,142
3.0,2:55,4.0,4.0,PIT 23,21.0,27.0,Zane Gonzalez 41 yard field goal good,2.0,3.0,10.0,2024,142
3.0,2:51,,,WAS 35,21.0,27.0,"Zane Gonzalez kicks off 60 yards, returned by Cordarrelle Patterson for 19 yards (tackle by Tyler Owens)",0.0,0.54,10.0,2024,142
3.0,2:45,1.0,10.0,PIT 24,21.0,27.0,Najee Harris right end for 1 yard (tackle by Benjamin St-Juste and Sheldon Day),0.54,0.13,10.0,2024,142
3.0,2:16,2.0,9.0,PIT 25,21.0,27.0,Russell Wilson sacked by Dante Fowler for -5 yards,0.13,-1.22,10.0,2024,142
3.0,1:34,3.0,14.0,PIT 20,21.0,27.0,Russell Wilson pass deep left intended for George Pickens is intercepted by Jeremy Chinn at WAS-26 and returned for no gain (tackle by George Pickens),-1.22,-0.67,10.0,2024,142
3.0,1:27,1.0,10.0,WAS 26,21.0,27.0,Jayden Daniels pass complete deep left to Terry McLaurin for 28 yards (tackle by Joey Porter),0.67,2.52,10.0,2024,142
3.0,0:55,1.0,10.0,PIT 46,21.0,27.0,Jeremy McNichols right guard for 6 yards (tackle by Elandon Roberts and Larry Ogunjobi),2.52,2.79,10.0,2024,142
3.0,0:18,2.0,4.0,PIT 40,21.0,27.0,Jayden Daniels sacked by Cameron Heyward for -11 yards,2.79,0.63,10.0,2024,142
4.0,15:00,3.0,15.0,WAS 49,21.0,27.0,Jayden Daniels pass complete short right to Dyami Brown for -11 yards (tackle by Preston Smith),0.63,-0.85,10.0,2024,142
4.0,14:18,4.0,26.0,WAS 38,21.0,27.0,Tress Way punts 49 yards downed by Mykal Walker,-0.85,0.32,10.0,2024,142
4.0,14:06,1.0,10.0,PIT 13,21.0,27.0,George Pickens left end for 4 yards (tackle by Benjamin St-Juste),-0.32,-0.3,10.0,2024,142
4.0,13:25,2.0,6.0,PIT 17,21.0,27.0,Jaylen Warren right tackle for 5 yards (tackle by Bobby Wagner),-0.3,-0.35,10.0,2024,142
4.0,12:46,3.0,1.0,PIT 22,21.0,27.0,Russell Wilson pass complete short left to George Pickens for 12 yards (tackle by Mike Sainristil),-0.35,1.2,10.0,2024,142
4.0,12:07,1.0,10.0,PIT 34,21.0,27.0,Najee Harris right end for 3 yards (tackle by Bobby Wagner and Frankie Luvu),1.2,1.06,10.0,2024,142
4.0,11:22,2.0,7.0,PIT 37,21.0,27.0,Najee Harris up the middle for 6 yards (tackle by Bobby Wagner and Daron Payne),1.06,1.16,10.0,2024,142
4.0,10:42,3.0,1.0,PIT 43,21.0,27.0,Najee Harris left guard for no gain (tackle by Frankie Luvu),1.16,-0.52,10.0,2024,142
4.0,10:12,4.0,1.0,PIT 43,21.0,27.0,Jaylen Warren left tackle for 4 yards (tackle by Jeremy Chinn and Quan Martin),-0.52,2.06,10.0,2024,142
4.0,9:32,1.0,10.0,PIT 47,21.0,27.0,Russell Wilson pass incomplete short left intended for Darnell Washington,2.06,1.52,10.0,2024,142
4.0,9:29,2.0,10.0,PIT 47,21.0,27.0,"Russell Wilson pass complete deep left to George Pickens for 24 yards (tackle by Benjamin St-Juste). Penalty on Clelin Ferrell: Defensive Offside, 5 yards (declined)",1.52,3.64,10.0,2024,142
4.0,9:17,1.0,10.0,WAS 29,21.0,27.0,Jaylen Warren up the middle for 5 yards (tackle by Sheldon Day),3.64,3.78,10.0,2024,142
4.0,8:47,2.0,5.0,WAS 24,21.0,27.0,Jaylen Warren left guard for 3 yards (tackle by Sheldon Day),3.78,3.47,10.0,2024,142
4.0,8:10,3.0,2.0,WAS 21,21.0,27.0,Jaylen Warren left tackle for 10 yards (tackle by Jeremy Chinn and Benjamin St-Juste),3.47,4.84,10.0,2024,142
4.0,7:42,1.0,10.0,WAS 11,21.0,27.0,Jaylen Warren left guard for 3 yards (tackle by Dante Fowler),4.84,4.7,10.0,2024,142
4.0,7:12,2.0,7.0,WAS 8,21.0,27.0,"Jaylen Warren left tackle for 7 yards. Jaylen Warren fumbles (tackle by Jeremy Chinn, recovered by Jeremy Chinn at WAS-1",4.7,0.38,10.0,2024,142
4.0,7:05,1.0,10.0,WAS 1,21.0,27.0,Chris Rodriguez up the middle for 4 yards (tackle by Elandon Roberts),-0.38,-0.49,10.0,2024,142
4.0,6:27,2.0,6.0,WAS 5,21.0,27.0,"Chris Rodriguez left guard for no gain (tackle by Patrick Queen). Penalty on John Bates: Offensive Holding, 2 yards (accepted) (no play)",-0.49,-0.63,10.0,2024,142
4.0,6:07,2.0,8.0,WAS 3,21.0,27.0,Jayden Daniels pass incomplete deep right intended for Luke McCaffrey,-0.63,-1.19,10.0,2024,142
4.0,6:03,3.0,8.0,WAS 3,21.0,27.0,Jayden Daniels pass incomplete short right intended for Austin Ekeler,-1.19,-2.49,10.0,2024,142
4.0,5:59,4.0,8.0,WAS 3,21.0,27.0,"Tress Way punts 60 yards, returned by Calvin Austin for 17 yards (tackle by Mykal Walker and Tyler Owens)",-2.49,-2.52,10.0,2024,142
4.0,5:46,1.0,10.0,WAS 46,21.0,27.0,"Najee Harris right guard for no gain (tackle by Frankie Luvu). Penalty on Broderick Jones: Illegal Formation, 5 yards (accepted) (no play)",2.52,2.19,10.0,2024,142
4.0,5:25,1.0,15.0,PIT 49,21.0,27.0,Najee Harris right end for -1 yards (tackle by Sheldon Day),2.19,1.17,10.0,2024,142
4.0,4:41,2.0,16.0,PIT 48,21.0,27.0,Russell Wilson pass complete short right to Calvin Austin for 13 yards (tackle by Benjamin St-Juste),1.17,2.21,10.0,2024,142
4.0,3:57,3.0,3.0,WAS 39,21.0,27.0,Russell Wilson pass complete short middle to Pat Freiermuth for 6 yards (tackle by Jeremy Chinn),2.21,3.38,10.0,2024,142
4.0,3:16,1.0,10.0,WAS 33,21.0,27.0,Najee Harris up the middle for 1 yard (tackle by Jer'Zhan Newton and Daron Payne),3.38,2.97,10.0,2024,142
4.0,2:31,2.0,9.0,WAS 32,21.0,27.0,Russell Wilson pass incomplete short middle intended for Darnell Washington,2.97,2.28,10.0,2024,142
4.0,2:27,,,,,,Timeout #1 by Pittsburgh Steelers,,,10.0,2024,142
4.0,2:27,3.0,9.0,WAS 32,27.0,27.0,"Russell Wilson pass complete deep left to Mike Williams for 32 yards, touchdown",2.28,7.0,10.0,2024,142
