Quarter,Time,Down,ToGo,Location,BUF,IND,Detail,EPB,EPA,week,year,game_id
3.0,1:29,2.0,1.0,IND 45,20.0,13.0,James Cook up the middle for 1 yard (tackle by Grover Stewart and DeForest Buckner),2.67,2.65,10.0,2024,145
3.0,0:49,1.0,10.0,IND 44,20.0,13.0,Josh Allen pass complete short left to Khalil Shakir for 1 yard (tackle by Zaire Franklin),2.65,2.25,10.0,2024,145
3.0,0:08,2.0,9.0,IND 43,20.0,13.0,Josh Allen pass complete short left to Mack Hollins for 19 yards (tackle by Julian Blackmon),2.25,3.97,10.0,2024,145
4.0,15:00,1.0,10.0,IND 24,20.0,13.0,Ray Davis right tackle for 1 yard (tackle by DeForest Buckner and Grover Stewart),3.97,3.57,10.0,2024,145
4.0,14:20,2.0,9.0,IND 23,20.0,13.0,Josh Allen pass complete short middle to Khalil Shakir for 8 yards (tackle by Nick Cross and Samuel Womack),3.57,4.17,10.0,2024,145
4.0,13:56,3.0,1.0,IND 15,20.0,13.0,Josh Allen up the middle for no gain (tackle by Grover Stewart and Zaire Franklin),4.17,2.59,10.0,2024,145
4.0,13:12,,,,,,Timeout #1 by Buffalo Bills,,,10.0,2024,145
4.0,13:12,4.0,1.0,IND 15,20.0,13.0,Josh Allen up the middle for 5 yards (tackle by DeForest Buckner),2.59,4.91,10.0,2024,145
4.0,12:28,1.0,10.0,IND 10,20.0,13.0,James Cook left guard for no gain (tackle by Grover Stewart),4.91,4.19,10.0,2024,145
4.0,11:47,2.0,10.0,IND 10,20.0,13.0,Josh Allen sacked by Grover Stewart for no gain,4.19,3.13,10.0,2024,145
4.0,11:05,3.0,10.0,IND 10,20.0,13.0,Josh Allen pass incomplete short right,3.13,2.76,10.0,2024,145
4.0,11:01,4.0,10.0,IND 10,23.0,13.0,Tyler Bass 28 yard field goal good,2.76,3.0,10.0,2024,145
4.0,10:58,,,BUF 35,23.0,13.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,145
4.0,10:58,1.0,10.0,IND 30,23.0,13.0,Joe Flacco pass complete short right to Josh Downs for 11 yards (tackle by Christian Benford),0.94,1.66,10.0,2024,145
4.0,10:28,1.0,10.0,IND 41,23.0,13.0,Joe Flacco pass complete short left to Adonai Mitchell for 14 yards,1.66,2.59,10.0,2024,145
4.0,9:55,1.0,10.0,BUF 45,23.0,13.0,Joe Flacco pass deep left intended for Alec Pierce is intercepted by Taylor Rapp at BUF-16 and returned for no gain (tackle by Alec Pierce),2.59,0.14,10.0,2024,145
4.0,9:46,1.0,10.0,BUF 16,23.0,13.0,"James Cook up the middle for no gain (tackle by Nick Cross). Penalty on Dawson Knox: Offensive Holding, 8 yards (accepted) (no play)",-0.14,-0.68,10.0,2024,145
4.0,9:34,1.0,18.0,BUF 8,23.0,13.0,Josh Allen pass complete short right to James Cook for 5 yards (tackle by Nick Cross),-0.68,-0.99,10.0,2024,145
4.0,8:55,2.0,13.0,BUF 13,23.0,13.0,"Josh Allen scrambles right end for no gain (tackle by E.J. Speed). Penalty on O'Cyrus Torrence: Offensive Holding, 6 yards (accepted) (no play)",-0.99,-1.44,10.0,2024,145
4.0,8:34,2.0,19.0,BUF 7,23.0,13.0,Josh Allen scrambles left end for 21 yards (tackle by Kenny Moore),-1.44,0.81,10.0,2024,145
4.0,7:49,1.0,10.0,BUF 28,23.0,13.0,James Cook left tackle for 2 yards (tackle by Kwity Paye),0.81,0.53,10.0,2024,145
4.0,7:11,2.0,8.0,BUF 30,23.0,13.0,Josh Allen pass incomplete short left intended for James Cook,0.53,-0.16,10.0,2024,145
4.0,7:08,3.0,8.0,BUF 30,23.0,13.0,"Josh Allen pass incomplete short left intended for Mack Hollins. Penalty on Jaylon Jones: Defensive Pass Interference, 15 yards (offset) . Penalty on Dawson Knox: Illegal Shift, 5 yards (offset) (no play)",-0.16,-0.16,10.0,2024,145
4.0,7:04,3.0,8.0,BUF 30,23.0,13.0,Josh Allen pass complete short right to Khalil Shakir for 30 yards (tackle by Nick Cross),-0.16,2.92,10.0,2024,145
4.0,6:24,1.0,10.0,IND 40,23.0,13.0,James Cook right tackle for no gain (tackle by E.J. Speed),2.92,2.37,10.0,2024,145
4.0,5:39,2.0,10.0,IND 40,23.0,13.0,Josh Allen pass complete short right to Mack Hollins for 7 yards (tackle by Nick Cross),2.37,2.61,10.0,2024,145
4.0,4:56,3.0,3.0,IND 33,23.0,13.0,Josh Allen pass complete short right to Ty Johnson for 17 yards (tackle by Nick Cross and Julian Blackmon),2.61,4.51,10.0,2024,145
4.0,4:44,,,,,,Timeout #1 by Indianapolis Colts,,,10.0,2024,145
4.0,4:44,1.0,10.0,IND 16,23.0,13.0,James Cook right tackle for 4 yards (tackle by DeForest Buckner and Zaire Franklin),4.51,4.57,10.0,2024,145
4.0,4:40,,,,,,Timeout #2 by Indianapolis Colts,,,10.0,2024,145
4.0,4:40,2.0,6.0,IND 12,23.0,13.0,James Cook right tackle for 3 yards (tackle by Grover Stewart),4.57,4.39,10.0,2024,145
4.0,4:36,,,,,,Timeout #3 by Indianapolis Colts,,,10.0,2024,145
4.0,4:36,3.0,3.0,IND 9,23.0,13.0,Josh Allen right end for 7 yards (tackle by Nick Cross),4.39,6.74,10.0,2024,145
4.0,3:53,1.0,2.0,IND 2,23.0,13.0,James Cook right guard for no gain (tackle by Julian Blackmon),6.74,5.72,10.0,2024,145
4.0,3:09,,,,,,Timeout #2 by Buffalo Bills,,,10.0,2024,145
4.0,3:09,2.0,2.0,IND 2,29.0,13.0,"James Cook left end for 2 yards, touchdown",5.72,7.0,10.0,2024,145
4.0,3:04,,,IND 15,30.0,13.0,Tyler Bass kicks extra point good,0.0,0.0,10.0,2024,145
4.0,3:04,,,BUF 35,30.0,13.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,145
4.0,3:04,1.0,10.0,IND 30,30.0,13.0,Joe Flacco pass complete short left to Jonathan Taylor for 2 yards (tackle by Cameron Lewis),0.94,0.66,10.0,2024,145
4.0,2:59,2.0,8.0,IND 32,30.0,13.0,Joe Flacco pass complete short right to Jonathan Taylor for 6 yards (tackle by Cameron Lewis),0.66,0.76,10.0,2024,145
4.0,2:37,3.0,2.0,IND 38,30.0,13.0,"Joe Flacco pass complete short right to Jonathan Taylor for no gain (tackle by Cameron Lewis). Penalty on Braden Smith: Illegal Shift, 5 yards (accepted) (no play)",0.76,0.1,10.0,2024,145
4.0,2:29,3.0,7.0,IND 33,30.0,13.0,Joe Flacco pass complete short middle to Kylen Granson for 12 yards (tackle by Terrel Bernard),0.1,1.93,10.0,2024,145
4.0,2:10,1.0,10.0,IND 45,30.0,13.0,Joe Flacco pass complete deep left to Alec Pierce for 23 yards (tackle by Taylor Rapp),1.93,3.45,10.0,2024,145
4.0,2:05,1.0,10.0,BUF 32,30.0,13.0,"Joe Flacco pass complete short left to Jonathan Taylor for no gain (tackle by Cameron Lewis). Penalty on Matt Goncalves: Illegal Shift, 5 yards (accepted) (no play)",3.45,3.12,10.0,2024,145
4.0,1:59,1.0,15.0,BUF 37,30.0,13.0,Joe Flacco sacked by A.J. Epenesa for -10 yards,3.12,0.88,10.0,2024,145
4.0,1:22,,,,,,Timeout #3 by Buffalo Bills,,,10.0,2024,145
