Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA,week,year,game_id
2.0,12:18,1.0,10.0,PIT 10,10.0,0.0,Kenny Pickett pass incomplete short middle intended for Darnell Washington (defended by Roquan Smith),-0.38,-0.78,5.0,2023,72
2.0,12:14,,,,,,Timeout #1 by Pittsburgh Steelers,,,5.0,2023,72
2.0,12:14,2.0,10.0,PIT 10,10.0,0.0,Kenny Pickett pass complete deep right to George Pickens for 21 yards (tackle by Ronald Darby),-0.78,1.0,5.0,2023,72
2.0,11:51,1.0,10.0,PIT 31,10.0,0.0,Kenny Pickett pass complete short left to Allen Robinson for 8 yards,1.0,1.54,5.0,2023,72
2.0,11:33,2.0,2.0,PIT 39,10.0,0.0,Jaylen Warren left guard for 4 yards (tackle by Roquan Smith),1.54,1.8,5.0,2023,72
2.0,11:10,1.0,10.0,PIT 43,10.0,0.0,Kenny Pickett pass incomplete deep left intended for George Pickens,1.8,1.25,5.0,2023,72
2.0,11:06,2.0,10.0,PIT 43,10.0,0.0,Jaylen Warren left tackle for 3 yards (tackle by Patrick Queen and Roquan Smith),1.25,1.03,5.0,2023,72
2.0,10:27,3.0,6.0,PIT 46,10.0,0.0,Kenny Pickett pass complete short left to Connor Heyward for 12 yards (tackle by Marcus Williams and Brandon Stephens),1.03,2.79,5.0,2023,72
2.0,9:42,1.0,10.0,BAL 42,10.0,0.0,Kenny Pickett pass incomplete deep left intended for George Pickens,2.79,2.24,5.0,2023,72
2.0,9:35,2.0,10.0,BAL 42,10.0,0.0,Kenny Pickett pass complete short right to Allen Robinson for 3 yards (tackle by Marlon Humphrey),2.24,1.95,5.0,2023,72
2.0,8:48,3.0,7.0,BAL 39,10.0,0.0,Kenny Pickett sacked by Arthur Maulet for -8 yards,1.95,0.13,5.0,2023,72
2.0,8:15,4.0,15.0,BAL 47,10.0,0.0,"Brad Wing punts 39 yards, fair catch by Devin Duvernay at BAL-8",0.13,0.38,5.0,2023,72
2.0,8:09,1.0,10.0,BAL 8,10.0,0.0,Gus Edwards left guard for 3 yards (tackle by Montravius Adams and Keeanu Benton),-0.38,-0.56,5.0,2023,72
2.0,7:25,2.0,7.0,BAL 11,10.0,0.0,Gus Edwards left guard for 9 yards (tackle by Keanu Neal),-0.56,0.28,5.0,2023,72
2.0,6:48,1.0,10.0,BAL 20,10.0,0.0,Lamar Jackson pass complete short right to Mark Andrews for 13 yards (tackle by Keanu Neal and Elandon Roberts),0.28,1.14,5.0,2023,72
2.0,6:19,1.0,10.0,BAL 33,10.0,0.0,Gus Edwards left guard for no gain (tackle by Elandon Roberts),1.14,0.59,5.0,2023,72
2.0,5:42,2.0,10.0,BAL 33,10.0,0.0,"Lamar Jackson pass complete short left to Justice Hill for 10 yards. Justice Hill fumbles (forced by Larry Ogunjobi), recovered by Damontae Kazee at PIT-48 and returned for 1 yard (tackle by Kevin Zeitler)",0.59,-2.19,5.0,2023,72
2.0,5:31,1.0,10.0,PIT 49,10.0,0.0,Kenny Pickett pass incomplete short left intended for Allen Robinson,2.19,1.65,5.0,2023,72
2.0,5:28,2.0,10.0,PIT 49,10.0,0.0,Kenny Pickett pass complete short middle to George Pickens for 11 yards (tackle by Geno Stone and Roquan Smith),1.65,2.92,5.0,2023,72
2.0,4:48,1.0,10.0,BAL 40,10.0,0.0,George Pickens right end for 16 yards (tackle by Geno Stone),2.92,3.97,5.0,2023,72
2.0,4:19,1.0,10.0,BAL 24,10.0,0.0,Kenny Pickett pass incomplete short left intended for Miles Boykin (defended by Brandon Stephens),3.97,3.43,5.0,2023,72
2.0,4:14,2.0,10.0,BAL 24,10.0,0.0,Jaylen Warren left end for -1 yards (tackle by Kyle Hamilton and Broderick Washington),3.43,2.61,5.0,2023,72
2.0,3:28,3.0,11.0,BAL 25,10.0,0.0,Kenny Pickett pass incomplete short right,2.61,1.8,5.0,2023,72
2.0,3:21,4.0,11.0,BAL 25,10.0,3.0,Chris Boswell 43 yard field goal good,1.8,3.0,5.0,2023,72
2.0,3:16,,,PIT 35,10.0,3.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,72
2.0,3:16,1.0,10.0,BAL 25,10.0,3.0,Lamar Jackson pass complete short left to Mark Andrews for 10 yards (tackle by Keanu Neal),0.61,1.27,5.0,2023,72
2.0,2:39,1.0,10.0,BAL 35,10.0,3.0,Lamar Jackson pass incomplete short right intended for Zay Flowers (defended by T.J. Watt),1.27,0.72,5.0,2023,72
2.0,2:31,2.0,10.0,BAL 35,10.0,3.0,Lamar Jackson right guard for -1 yards (tackle by Cole Holcomb),0.72,-0.1,5.0,2023,72
2.0,2:00,3.0,11.0,BAL 34,10.0,3.0,Lamar Jackson pass complete short left to Mark Andrews for 14 yards (tackle by Minkah Fitzpatrick),-0.1,2.13,5.0,2023,72
2.0,1:53,1.0,10.0,BAL 48,10.0,3.0,Lamar Jackson sacked by T.J. Watt for -9 yards,2.13,0.37,5.0,2023,72
2.0,1:11,2.0,19.0,BAL 39,10.0,3.0,Justice Hill left guard for 1 yard (tackle by Armon Watts and Montravius Adams),0.37,-0.16,5.0,2023,72
2.0,1:07,,,,,,Timeout #2 by Pittsburgh Steelers,,,5.0,2023,72
2.0,1:07,3.0,18.0,BAL 40,10.0,3.0,Lamar Jackson pass complete deep left to Zay Flowers for 29 yards (tackle by Damontae Kazee and Joey Porter),-0.16,3.51,5.0,2023,72
2.0,0:54,,,,,,Timeout #1 by Baltimore Ravens,,,5.0,2023,72
2.0,0:54,1.0,10.0,PIT 31,10.0,3.0,Lamar Jackson pass incomplete short right intended for Mark Andrews,3.51,2.97,5.0,2023,72
2.0,0:50,2.0,10.0,PIT 31,10.0,3.0,Lamar Jackson pass incomplete deep left intended for Odell Beckham,2.97,2.28,5.0,2023,72
2.0,0:45,,,,,,Timeout #2 by Baltimore Ravens,,,5.0,2023,72
2.0,0:45,3.0,10.0,PIT 31,10.0,3.0,Lamar Jackson pass complete short middle to Nelson Agholor for 8 yards (tackle by Chandon Sullivan),2.28,2.05,5.0,2023,72
2.0,0:21,4.0,2.0,PIT 23,10.0,3.0,Lamar Jackson pass incomplete deep right intended for Zay Flowers,2.05,-0.48,5.0,2023,72
2.0,0:13,1.0,10.0,PIT 23,10.0,3.0,Kenny Pickett kneels for -1 yards,0.48,-0.2,5.0,2023,72
3.0,15:00,,,BAL 35,10.0,3.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,72
3.0,15:00,1.0,10.0,PIT 25,10.0,3.0,Najee Harris left end for 5 yards (tackle by Marcus Williams),0.61,0.74,5.0,2023,72
3.0,14:25,2.0,5.0,PIT 30,10.0,3.0,Kenny Pickett pass complete short right to Allen Robinson for 4 yards (tackle by Marlon Humphrey),0.74,0.56,5.0,2023,72
3.0,13:46,3.0,1.0,PIT 34,10.0,3.0,Najee Harris left guard for no gain (tackle by Patrick Queen),0.56,-1.11,5.0,2023,72
3.0,13:12,4.0,1.0,PIT 34,10.0,3.0,"Brad Wing punts 43 yards, fair catch by Devin Duvernay at BAL-23",-1.11,-0.48,5.0,2023,72
3.0,13:05,1.0,10.0,BAL 23,10.0,3.0,Gus Edwards left tackle for 3 yards (tackle by Elandon Roberts and Alex Highsmith),0.48,0.34,5.0,2023,72
3.0,12:30,2.0,7.0,BAL 26,10.0,3.0,Lamar Jackson pass complete deep right to Zay Flowers for 20 yards (tackle by Minkah Fitzpatrick),0.34,1.99,5.0,2023,72
3.0,11:47,1.0,10.0,BAL 46,10.0,3.0,Lamar Jackson pass incomplete deep left intended for Rashod Bateman (defended by Levi Wallace),1.99,1.45,5.0,2023,72
3.0,11:41,2.0,10.0,BAL 46,10.0,3.0,Gus Edwards right guard for 4 yards (tackle by Elandon Roberts),1.45,1.29,5.0,2023,72
3.0,10:59,3.0,6.0,BAL 50,10.0,3.0,Lamar Jackson scrambles left end for 1 yard (tackle by Keanu Neal),1.29,0.0,5.0,2023,72
3.0,10:13,4.0,5.0,PIT 49,10.0,3.0,Jordan Stout punts 36 yards out of bounds,0.0,0.32,5.0,2023,72
3.0,10:07,1.0,10.0,PIT 13,10.0,3.0,Kenny Pickett pass complete short middle to Connor Heyward for 5 yards (tackle by Roquan Smith),-0.32,-0.14,5.0,2023,72
3.0,9:30,2.0,5.0,PIT 18,10.0,3.0,Najee Harris left guard for 8 yards (tackle by Patrick Queen and Justin Madubuike),-0.14,0.67,5.0,2023,72
3.0,8:49,1.0,10.0,PIT 26,10.0,3.0,Kenny Pickett pass incomplete deep right intended for Allen Robinson,0.67,0.13,5.0,2023,72
3.0,8:42,2.0,10.0,PIT 26,10.0,3.0,Kenny Pickett pass complete short left to Allen Robinson for 4 yards (tackle by Roquan Smith),0.13,-0.03,5.0,2023,72
3.0,8:05,3.0,6.0,PIT 30,10.0,3.0,Kenny Pickett pass complete short left to Jaylen Warren for 10 yards (tackle by Marcus Williams),-0.03,1.6,5.0,2023,72
3.0,7:29,1.0,10.0,PIT 40,10.0,3.0,Jaylen Warren right end for 6 yards (tackle by Kyle Hamilton),1.6,1.86,5.0,2023,72
3.0,6:46,2.0,4.0,PIT 46,10.0,3.0,Kenny Pickett sacked by Brent Urban for -6 yards,1.86,0.37,5.0,2023,72
3.0,6:00,3.0,10.0,PIT 40,10.0,3.0,Kenny Pickett pass incomplete short left intended for Darnell Washington,0.37,-0.72,5.0,2023,72
3.0,5:54,4.0,10.0,PIT 40,10.0,3.0,"Brad Wing punts 42 yards, fair catch by Devin Duvernay at BAL-18",-0.72,-0.04,5.0,2023,72
3.0,5:48,1.0,10.0,BAL 18,10.0,3.0,"Lamar Jackson pass complete deep right to Nelson Agholor for 30 yards (tackle by Chandon Sullivan and Damontae Kazee) PIT challenged the fumble ruling, and the original play was overturned. Lamar Jackson pass complete deep right to Nelson Agholor for 30 yards. Nelson Agholor fumbles (forced by Chandon Sullivan)",0.04,2.13,5.0,2023,72
3.0,5:17,1.0,10.0,BAL 48,10.0,3.0,"Lamar Jackson sacked by Alex Highsmith for no gain. Penalty on Minkah Fitzpatrick: Defensive Holding, 5 yards (accepted) (no play)",2.13,2.46,5.0,2023,72
3.0,4:51,1.0,10.0,PIT 47,10.0,3.0,Gus Edwards left tackle for 4 yards (tackle by Cole Holcomb),2.46,2.45,5.0,2023,72
3.0,4:07,2.0,6.0,PIT 43,10.0,3.0,Lamar Jackson pass incomplete deep right intended for Nelson Agholor,2.45,1.75,5.0,2023,72
3.0,4:02,3.0,6.0,PIT 43,10.0,3.0,Lamar Jackson sacked by Kwon Alexander for -3 yards,1.75,0.2,5.0,2023,72
3.0,3:21,4.0,9.0,PIT 46,10.0,3.0,"Jordan Stout punts 31 yards, fair catch by Gunner Olszewski at PIT-15",0.2,0.22,5.0,2023,72
3.0,3:14,1.0,10.0,PIT 15,10.0,3.0,Najee Harris right tackle for 5 yards (tackle by Roquan Smith),-0.22,0.08,5.0,2023,72
3.0,2:36,2.0,5.0,PIT 20,10.0,3.0,Najee Harris left tackle for 6 yards (tackle by Brent Urban and Travis Jones),0.08,0.67,5.0,2023,72
3.0,1:59,1.0,10.0,PIT 26,10.0,3.0,Kenny Pickett pass complete deep left to George Pickens for 23 yards (tackle by Brandon Stephens and Marcus Williams),0.67,2.19,5.0,2023,72
3.0,1:31,1.0,10.0,PIT 49,10.0,3.0,Najee Harris up the middle for 1 yard (tackle by Brent Urban and Malik Harrison),2.19,1.78,5.0,2023,72
3.0,0:55,2.0,9.0,PIT 50,10.0,3.0,Kenny Pickett pass complete short left to George Pickens for 13 yards (tackle by Brandon Stephens),1.78,3.12,5.0,2023,72
3.0,0:25,1.0,10.0,BAL 37,10.0,3.0,Jaylen Warren left tackle for 3 yards (tackle by Malik Harrison and Marcus Williams),3.12,2.98,5.0,2023,72
4.0,15:00,2.0,7.0,BAL 34,10.0,3.0,Najee Harris right tackle for no gain (tackle by Jadeveon Clowney and Michael Pierce),2.98,2.28,5.0,2023,72
4.0,14:20,3.0,7.0,BAL 34,10.0,3.0,Kenny Pickett sacked by and Patrick Queen for -8 yards and Justin Madubuike for -8 yards,2.28,0.46,5.0,2023,72
4.0,13:44,4.0,15.0,BAL 42,10.0,3.0,"Brad Wing punts 42 yards, touchback.",0.46,-0.28,5.0,2023,72
4.0,13:37,1.0,10.0,BAL 20,10.0,3.0,"Justice Hill right end for no gain (tackle by Minkah Fitzpatrick). Penalty on Patrick Ricard: Offensive Holding, 10 yards (accepted) (no play)",0.28,-0.76,5.0,2023,72
4.0,13:14,1.0,20.0,BAL 10,10.0,3.0,Justice Hill right tackle for 4 yards (tackle by Cole Holcomb and Joey Porter),-0.76,-1.18,5.0,2023,72
4.0,12:40,2.0,16.0,BAL 14,10.0,3.0,Lamar Jackson pass complete short right to Justice Hill for -5 yards (tackle by Kwon Alexander),-1.18,-2.71,5.0,2023,72
4.0,12:00,3.0,21.0,BAL 9,10.0,3.0,Lamar Jackson scrambles up the middle for 5 yards (tackle by Cole Holcomb),-2.71,-2.47,5.0,2023,72
4.0,11:18,4.0,16.0,BAL 14,10.0,5.0,"Jordan Stout punts blocked by Miles Killebrew, safety.",-2.47,-2.0,5.0,2023,72
4.0,11:12,,,BAL 20,10.0,5.0,"Jordan Stout kicks off 60 yards, returned by Gunner Olszewski for 24 yards (tackle by Jordan Stout)",0.0,1.86,5.0,2023,72
4.0,11:07,1.0,10.0,PIT 44,10.0,5.0,Kenny Pickett pass complete short left to Najee Harris for 3 yards (tackle by Roquan Smith),1.86,1.72,5.0,2023,72
4.0,10:33,2.0,7.0,PIT 47,10.0,5.0,Najee Harris right tackle for -1 yards (tackle by Kyle Hamilton),1.72,0.89,5.0,2023,72
4.0,9:52,3.0,8.0,PIT 46,10.0,5.0,Kenny Pickett pass complete short right to Jaylen Warren for 23 yards (tackle by Roquan Smith and Patrick Queen),0.89,3.51,5.0,2023,72
4.0,9:07,1.0,10.0,BAL 31,10.0,5.0,Jaylen Warren right end for 10 yards (tackle by Roquan Smith),3.51,4.17,5.0,2023,72
4.0,8:49,1.0,10.0,BAL 21,10.0,5.0,Jaylen Warren up the middle for 16 yards (tackle by Ronald Darby and Patrick Queen),4.17,6.06,5.0,2023,72
4.0,8:02,1.0,5.0,BAL 5,10.0,5.0,Jaylen Warren up the middle for -2 yards (tackle by Travis Jones),6.06,4.76,5.0,2023,72
4.0,7:22,2.0,7.0,BAL 7,10.0,5.0,Kenny Pickett pass incomplete short left intended for George Pickens (defended by Arthur Maulet),4.76,3.81,5.0,2023,72
4.0,7:17,3.0,7.0,BAL 7,10.0,5.0,Kenny Pickett pass incomplete short middle intended for Allen Robinson,3.81,2.97,5.0,2023,72
4.0,7:13,4.0,7.0,BAL 7,10.0,8.0,Chris Boswell 25 yard field goal good,2.97,3.0,5.0,2023,72
4.0,7:10,,,PIT 35,10.0,8.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,72
4.0,7:10,1.0,10.0,BAL 25,10.0,8.0,Lamar Jackson pass incomplete deep middle intended for Zay Flowers,0.61,0.06,5.0,2023,72
4.0,7:03,2.0,10.0,BAL 25,10.0,8.0,Lamar Jackson pass complete short middle to Odell Beckham for 7 yards (tackle by Elandon Roberts),0.06,0.3,5.0,2023,72
4.0,6:24,3.0,3.0,BAL 32,10.0,8.0,Justice Hill up the middle for 1 yard (tackle by Elandon Roberts),0.3,-1.18,5.0,2023,72
4.0,5:48,4.0,2.0,BAL 33,10.0,8.0,"Jordan Stout punts 50 yards, returned by Gunner Olszewski for 8 yards. Gunner Olszewski fumbles (forced by Jeremiah Moon), recovered by Kevon Seymour at PIT-27 and returned for 20 yards. Kevon Seymour fumbles. Penalty on Mark Robinson: Offensive Holding, 10 yards (declined)",-1.18,5.6,5.0,2023,72
4.0,5:33,1.0,7.0,PIT 7,10.0,8.0,Gus Edwards left guard for 3 yards (tackle by Cole Holcomb and Damontae Kazee),5.6,5.34,5.0,2023,72
4.0,4:53,2.0,4.0,PIT 4,10.0,8.0,Lamar Jackson pass complete short middle to Mark Andrews for -1 yards (tackle by Kwon Alexander),5.34,4.26,5.0,2023,72
4.0,4:10,,,,,,Timeout #1 by Baltimore Ravens,,,5.0,2023,72
4.0,4:10,3.0,5.0,PIT 5,10.0,8.0,"Lamar Jackson pass short right intended for Odell Beckham is intercepted by Joey Porter in end zone and returned for no gain, touchback.",4.26,-0.28,5.0,2023,72
4.0,4:06,1.0,10.0,PIT 20,10.0,8.0,Najee Harris left tackle for 1 yard (tackle by Kyle Van Noy),0.28,-0.13,5.0,2023,72
4.0,3:32,2.0,9.0,PIT 21,10.0,8.0,Kenny Pickett pass incomplete short middle intended for Connor Heyward (defended by Arthur Maulet),-0.13,-0.82,5.0,2023,72
4.0,3:28,3.0,9.0,PIT 21,10.0,8.0,Kenny Pickett pass complete short right to Allen Robinson for 10 yards (tackle by Marlon Humphrey),-0.82,1.0,5.0,2023,72
4.0,2:51,1.0,10.0,PIT 31,10.0,8.0,Kenny Pickett pass incomplete short middle intended for Allen Robinson (defended by Patrick Queen),1.0,0.46,5.0,2023,72
4.0,2:46,2.0,10.0,PIT 31,10.0,8.0,Kenny Pickett pass complete short right to Jaylen Warren for 6 yards (tackle by Marlon Humphrey),0.46,0.56,5.0,2023,72
4.0,2:09,3.0,4.0,PIT 37,10.0,8.0,Kenny Pickett pass complete deep left to George Pickens for 21 yards (tackle by Brandon Stephens),0.56,2.79,5.0,2023,72
4.0,2:00,1.0,10.0,BAL 42,10.0,8.0,Jaylen Warren right tackle for 1 yard (tackle by Justin Madubuike),2.79,2.38,5.0,2023,72
4.0,1:25,2.0,9.0,BAL 41,10.0,14.0,"Kenny Pickett pass complete deep right to George Pickens for 41 yards, touchdown",2.38,7.0,5.0,2023,72
4.0,1:17,,,BAL 2,10.0,14.0,Two Point Attempt: Kenny Pickett pass incomplete intended for Miles Boykin,1.0,-1.0,5.0,2023,72
4.0,1:17,,,PIT 35,10.0,14.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,72
4.0,1:17,1.0,10.0,BAL 25,10.0,14.0,Lamar Jackson pass complete deep left to Zay Flowers for 19 yards,0.61,1.86,5.0,2023,72
4.0,1:12,1.0,10.0,BAL 44,10.0,14.0,"Lamar Jackson sacked by Alex Highsmith for -8 yards. Lamar Jackson fumbles (forced by Alex Highsmith), recovered by T.J. Watt at BAL-36 and returned for 18 yards (tackle by Odell Beckham and Lamar Jackson)",1.86,-4.37,5.0,2023,72
4.0,1:02,1.0,10.0,BAL 18,10.0,14.0,Kenny Pickett kneels for -1 yards,4.37,3.67,5.0,2023,72
4.0,1:01,,,,,,Timeout #2 by Baltimore Ravens,,,5.0,2023,72
4.0,1:01,2.0,11.0,BAL 19,10.0,14.0,Kenny Pickett kneels for -1 yards,3.67,2.87,5.0,2023,72
4.0,0:52,,,,,,Timeout #3 by Baltimore Ravens,,,5.0,2023,72
4.0,0:52,3.0,12.0,BAL 20,10.0,14.0,"Kenny Pickett kneels for -4 yards. Penalty on Chukwuma Okorafor: Illegal Formation, 5 yards (declined)",2.87,1.87,5.0,2023,72
4.0,0:52,4.0,16.0,BAL 24,10.0,17.0,Chris Boswell 42 yard field goal good,1.87,3.0,5.0,2023,72
4.0,0:49,,,PIT 35,10.0,17.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,72
4.0,0:49,1.0,10.0,BAL 25,10.0,17.0,Lamar Jackson pass incomplete short right intended for Mark Andrews,0.61,0.06,5.0,2023,72
4.0,0:43,2.0,10.0,BAL 25,10.0,17.0,"Lamar Jackson scrambles left end for no gain. Penalty on John Simpson: Offensive Holding, 10 yards (accepted) (no play)",0.06,-1.43,5.0,2023,72
4.0,0:35,2.0,20.0,BAL 15,10.0,17.0,Lamar Jackson pass complete short right to Mark Andrews for 13 yards (tackle by Minkah Fitzpatrick),-1.43,-0.23,5.0,2023,72
4.0,0:26,3.0,7.0,BAL 28,10.0,17.0,Lamar Jackson pass incomplete deep middle intended for Devin Duvernay (defended by Cole Holcomb) (defended by Patrick Peterson),-0.23,-1.5,5.0,2023,72
4.0,0:20,4.0,7.0,BAL 28,10.0,17.0,Lamar Jackson sacked by T.J. Watt for -6 yards,-1.5,-4.11,5.0,2023,72
