Quarter,Time,Down,ToGo,Location,CIN,ARI,Detail,EPB,EPA,week,year,game_id
2.0,6:37,1.0,10.0,CIN 40,10.0,14.0,Joe Mixon up the middle for 10 yards (tackle by K'Von Wallace and BJ Ojulari),1.6,2.26,5.0,2023,73
2.0,6:01,1.0,10.0,ARI 50,10.0,14.0,Joe Burrow pass complete short right to Ja'Marr Chase for 7 yards (tackle by Marco Wilson),2.26,2.66,5.0,2023,73
2.0,5:20,2.0,3.0,ARI 43,10.0,14.0,Joe Burrow pass complete short left to Ja'Marr Chase for 6 yards (tackle by Marco Wilson),2.66,3.12,5.0,2023,73
2.0,4:42,1.0,10.0,ARI 37,10.0,14.0,Joe Burrow pass complete short middle to Joe Mixon for 3 yards (tackle by Andre Chachere),3.12,2.98,5.0,2023,73
2.0,4:06,2.0,7.0,ARI 34,10.0,14.0,Joe Burrow pass complete short right to Joe Mixon for -1 yards (tackle by Jalen Thompson),2.98,2.15,5.0,2023,73
2.0,3:19,3.0,8.0,ARI 35,10.0,14.0,Joe Burrow pass complete short middle to Tyler Boyd for 14 yards (tackle by Jalen Thompson),2.15,4.17,5.0,2023,73
2.0,2:36,1.0,10.0,ARI 21,10.0,14.0,Joe Mixon right tackle for 5 yards (tackle by Antonio Hamilton and Kyzir White),4.17,4.37,5.0,2023,73
2.0,2:00,2.0,5.0,ARI 16,10.0,14.0,Joe Mixon up the middle for 6 yards (tackle by Marco Wilson),4.37,4.91,5.0,2023,73
2.0,1:52,1.0,10.0,ARI 10,10.0,14.0,Joe Mixon up the middle for 6 yards (tackle by Antonio Hamilton),4.91,5.34,5.0,2023,73
2.0,1:48,,,,,,Timeout #1 by Arizona Cardinals,,,5.0,2023,73
2.0,1:48,2.0,4.0,ARI 4,10.0,14.0,Joe Mixon up the middle for 3 yards (tackle by Leki Fotu and K'Von Wallace),5.34,5.17,5.0,2023,73
2.0,1:43,,,,,,Timeout #2 by Arizona Cardinals,,,5.0,2023,73
2.0,1:43,3.0,1.0,ARI 1,10.0,14.0,Joe Mixon up the middle for no gain (tackle by Antonio Hamilton),5.17,3.55,5.0,2023,73
2.0,1:37,,,,,,Timeout #3 by Arizona Cardinals,,,5.0,2023,73
2.0,1:37,4.0,1.0,ARI 1,10.0,14.0,"Joe Mixon up the middle for no gain (tackle by K'Von Wallace and Victor Dimukeje) Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",3.55,0.38,5.0,2023,73
2.0,1:33,1.0,10.0,ARI 1,10.0,14.0,Joshua Dobbs up the middle for no gain (tackle by Trey Hendrickson and Germaine Pratt),-0.38,-0.78,5.0,2023,73
2.0,1:30,,,,,,Timeout #1 by Cincinnati Bengals,,,5.0,2023,73
2.0,1:30,2.0,10.0,ARI 1,16.0,14.0,"Joshua Dobbs pass short right intended for Zach Pascal is intercepted by Cam Taylor-Britt at ARI-11 and returned for 11 yards, touchdown",-0.78,-7.0,5.0,2023,73
2.0,1:23,,,ARI 15,17.0,14.0,Evan McPherson kicks extra point good,0.0,0.0,5.0,2023,73
2.0,1:23,,,CIN 35,17.0,14.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,73
2.0,1:23,1.0,10.0,ARI 25,17.0,14.0,Joshua Dobbs pass incomplete deep right intended for Marquise Brown,0.61,0.06,5.0,2023,73
2.0,1:19,2.0,10.0,ARI 25,17.0,14.0,Emari Demercado up the middle for 6 yards (tackle by Germaine Pratt and Logan Wilson),0.06,0.17,5.0,2023,73
2.0,1:14,,,,,,Timeout #2 by Cincinnati Bengals,,,5.0,2023,73
2.0,1:14,3.0,4.0,ARI 31,17.0,14.0,Joshua Dobbs pass incomplete short middle intended for Marquise Brown (defended by Logan Wilson),0.17,-1.31,5.0,2023,73
2.0,1:09,4.0,4.0,ARI 31,17.0,14.0,"Blake Gillikin punts 54 yards, returned by Trenton Irwin for 11 yards (tackle by Victor Dimukeje and Greg Dortch)",-1.31,-0.67,5.0,2023,73
2.0,1:00,1.0,10.0,CIN 26,17.0,14.0,Joe Burrow pass complete short left to Ja'Marr Chase for 13 yards (tackle by Marco Wilson),0.67,1.53,5.0,2023,73
2.0,0:56,1.0,10.0,CIN 39,17.0,14.0,Joe Burrow pass incomplete short right intended for Tyler Boyd,1.53,0.99,5.0,2023,73
2.0,0:51,2.0,10.0,CIN 39,17.0,14.0,Joe Burrow pass complete short middle to Tyler Boyd for 5 yards (tackle by Josh Woods),0.99,0.96,5.0,2023,73
2.0,0:45,,,,,,Timeout #3 by Cincinnati Bengals,,,5.0,2023,73
2.0,0:45,3.0,5.0,CIN 44,17.0,14.0,Joe Burrow sacked by Zaven Collins for -7 yards,0.96,-0.91,5.0,2023,73
2.0,0:01,4.0,12.0,CIN 37,17.0,14.0,"Penalty on CIN: Delay of Game, 5 yards (accepted) (no play)",-0.91,-1.24,5.0,2023,73
2.0,0:01,4.0,17.0,CIN 32,17.0,14.0,Joe Burrow kneels for -1 yards,-1.24,1.14,5.0,2023,73
3.0,15:00,,,ARI 35,17.0,14.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,73
3.0,15:00,1.0,10.0,CIN 25,17.0,14.0,Joe Burrow pass complete short right to Tyler Boyd for 6 yards (tackle by Kei'Trel Clark and Kyzir White),0.61,0.87,5.0,2023,73
3.0,14:26,2.0,4.0,CIN 31,17.0,14.0,Joe Mixon up the middle for 6 yards (tackle by Kevin Strong),0.87,1.4,5.0,2023,73
3.0,13:47,1.0,10.0,CIN 37,23.0,14.0,"Joe Burrow pass complete deep right to Ja'Marr Chase for 63 yards, touchdown",1.4,7.0,5.0,2023,73
3.0,13:39,,,ARI 15,24.0,14.0,Evan McPherson kicks extra point good,0.0,0.0,5.0,2023,73
3.0,13:39,,,CIN 35,24.0,14.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,73
3.0,13:39,1.0,10.0,ARI 25,24.0,14.0,Emari Demercado up the middle for 5 yards (tackle by D.J. Reader and Logan Wilson),0.61,0.74,5.0,2023,73
3.0,13:06,2.0,5.0,ARI 30,24.0,14.0,Joshua Dobbs pass complete short left to Trey McBride for 4 yards (tackle by Logan Wilson and Germaine Pratt),0.74,0.56,5.0,2023,73
3.0,12:36,3.0,1.0,ARI 34,24.0,14.0,Joshua Dobbs up the middle for 2 yards (tackle by D.J. Reader),0.56,1.33,5.0,2023,73
3.0,11:53,1.0,10.0,ARI 36,24.0,14.0,Rondale Moore left end for 5 yards (tackle by Germaine Pratt and DJ Turner),1.33,1.47,5.0,2023,73
3.0,11:24,2.0,5.0,ARI 41,24.0,14.0,Emari Demercado up the middle for 1 yard (tackle by Daxton Hill),1.47,0.89,5.0,2023,73
3.0,10:45,3.0,4.0,ARI 42,24.0,14.0,Joshua Dobbs pass complete short right to Rondale Moore for 19 yards (tackle by Jordan Battle),0.89,2.98,5.0,2023,73
3.0,10:22,1.0,10.0,CIN 39,24.0,14.0,Emari Demercado left tackle for 1 yard (tackle by Mike Hilton),2.98,2.58,5.0,2023,73
3.0,9:39,2.0,9.0,CIN 38,24.0,14.0,Joshua Dobbs pass complete short right to Marquise Brown for 10 yards (tackle by Jordan Battle),2.58,3.71,5.0,2023,73
3.0,8:56,1.0,10.0,CIN 28,24.0,14.0,Emari Demercado up the middle for 8 yards (tackle by Logan Wilson),3.71,4.25,5.0,2023,73
3.0,8:18,2.0,2.0,CIN 20,24.0,14.0,Emari Demercado right tackle for 9 yards (tackle by Joseph Ossai),4.25,4.84,5.0,2023,73
3.0,7:39,1.0,10.0,CIN 11,24.0,20.0,"Emari Demercado left end for 11 yards, touchdown",4.84,7.0,5.0,2023,73
3.0,7:33,,,CIN 15,24.0,20.0,Matt Prater kicks extra point no good,0.0,-1.0,5.0,2023,73
3.0,7:33,,,ARI 35,24.0,20.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,73
3.0,7:33,1.0,10.0,CIN 25,24.0,20.0,Joe Burrow pass complete short left to Chase Brown for 2 yards (tackle by Dennis Gardeck),0.61,0.33,5.0,2023,73
3.0,6:52,2.0,8.0,CIN 27,24.0,20.0,Joe Burrow pass complete short right to Ja'Marr Chase for 9 yards (tackle by Marco Wilson),0.33,1.33,5.0,2023,73
3.0,6:18,1.0,10.0,CIN 36,24.0,20.0,Joe Mixon up the middle for 3 yards (tackle by Kyzir White),1.33,1.2,5.0,2023,73
3.0,5:48,2.0,7.0,CIN 39,24.0,20.0,Joe Mixon up the middle for 5 yards (tackle by Marco Wilson and Antonio Hamilton),1.2,1.16,5.0,2023,73
3.0,5:07,3.0,2.0,CIN 44,24.0,20.0,Joe Burrow pass complete short right to Ja'Marr Chase for 8 yards (tackle by Andre Chachere),1.16,2.39,5.0,2023,73
3.0,4:36,1.0,10.0,ARI 48,24.0,20.0,Joe Burrow pass complete short left to Trenton Irwin for 3 yards (tackle by Dennis Gardeck and Kyzir White),2.39,2.25,5.0,2023,73
3.0,3:56,2.0,7.0,ARI 45,24.0,20.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,2.25,1.55,5.0,2023,73
3.0,3:51,3.0,7.0,ARI 45,24.0,20.0,Joe Burrow pass short left intended for Trenton Irwin is intercepted by K'Von Wallace at ARI-32 and returned for 2 yards (tackle by Trenton Irwin),1.55,-1.2,5.0,2023,73
3.0,3:46,1.0,10.0,ARI 34,24.0,20.0,Rondale Moore left end for 41 yards (tackle by Logan Wilson),1.2,3.91,5.0,2023,73
3.0,3:10,1.0,10.0,CIN 25,24.0,20.0,Emari Demercado left tackle for 3 yards (tackle by Sam Hubbard),3.91,3.77,5.0,2023,73
3.0,2:35,2.0,7.0,CIN 22,24.0,20.0,Joshua Dobbs pass incomplete deep right intended for Emari Demercado (defended by DJ Turner),3.77,3.07,5.0,2023,73
3.0,2:28,3.0,7.0,CIN 22,24.0,20.0,Joshua Dobbs pass complete short right to Rondale Moore for 6 yards (tackle by Mike Hilton),3.07,2.53,5.0,2023,73
3.0,1:50,4.0,1.0,CIN 16,24.0,20.0,Joshua Dobbs right end for -1 yards (tackle by Germaine Pratt),2.53,0.06,5.0,2023,73
3.0,1:43,1.0,10.0,CIN 17,24.0,20.0,Joe Mixon right tackle for 7 yards (tackle by Leki Fotu),-0.06,0.48,5.0,2023,73
3.0,1:08,2.0,3.0,CIN 24,24.0,20.0,Joe Mixon up the middle for 4 yards (tackle by K'Von Wallace and Joey Blount),0.48,0.81,5.0,2023,73
3.0,0:22,1.0,10.0,CIN 28,24.0,20.0,Joe Burrow scrambles up the middle for 10 yards (tackle by BJ Ojulari),0.81,1.47,5.0,2023,73
4.0,15:00,1.0,10.0,CIN 38,24.0,20.0,Joe Burrow scrambles up the middle for 4 yards (tackle by Victor Dimukeje),1.47,1.46,5.0,2023,73
4.0,14:25,2.0,6.0,CIN 42,24.0,20.0,Joe Mixon up the middle for 3 yards (tackle by Kevin Strong),1.46,1.16,5.0,2023,73
4.0,13:43,3.0,3.0,CIN 45,24.0,20.0,Joe Burrow pass complete short right to Ja'Marr Chase for 5 yards (tackle by Marco Wilson),1.16,2.26,5.0,2023,73
4.0,13:07,1.0,10.0,ARI 50,24.0,20.0,Joe Burrow pass incomplete deep middle intended for Trenton Irwin,2.26,1.71,5.0,2023,73
4.0,12:57,2.0,10.0,ARI 50,24.0,20.0,Joe Burrow pass complete short left to Andrei Iosivas for 9 yards,1.71,2.21,5.0,2023,73
4.0,12:31,3.0,1.0,ARI 41,24.0,20.0,Trayveon Williams up the middle for 5 yards (tackle by Andre Chachere and Dante Stills),2.21,3.18,5.0,2023,73
4.0,11:49,1.0,10.0,ARI 36,24.0,20.0,Joe Burrow pass complete short right to Tyler Boyd for 5 yards (tackle by Antonio Hamilton and Marco Wilson),3.18,3.31,5.0,2023,73
4.0,11:08,2.0,5.0,ARI 31,24.0,20.0,Joe Burrow pass complete short left to Trenton Irwin for 8 yards (tackle by Kei'Trel Clark),3.31,4.04,5.0,2023,73
4.0,10:16,1.0,10.0,ARI 23,24.0,20.0,"Joe Mixon up the middle for no gain (tackle by Ben Stille). Penalty on Orlando Brown: Offensive Holding, 10 yards (accepted) (no play)",4.04,3.38,5.0,2023,73
4.0,9:53,1.0,20.0,ARI 33,24.0,20.0,Joe Burrow pass complete short left to Trenton Irwin for 7 yards (tackle by Kei'Trel Clark),3.38,3.09,5.0,2023,73
4.0,9:23,2.0,13.0,ARI 26,24.0,20.0,Joe Burrow pass complete short left to Ja'Marr Chase for 14 yards (tackle by K'Von Wallace),3.09,4.78,5.0,2023,73
4.0,8:39,1.0,10.0,ARI 12,24.0,20.0,"Joe Burrow pass incomplete short right intended for Irv Smith. Penalty on Kyzir White: Defensive Pass Interference, 11 yards (accepted) (no play)",4.78,6.97,5.0,2023,73
4.0,8:33,1.0,1.0,ARI 1,24.0,20.0,Joe Mixon up the middle for -2 yards (tackle by K'Von Wallace),6.97,5.53,5.0,2023,73
4.0,7:54,2.0,3.0,ARI 3,30.0,20.0,"Joe Burrow pass complete short right to Ja'Marr Chase for 3 yards, touchdown",5.53,7.0,5.0,2023,73
4.0,7:48,,,ARI 15,31.0,20.0,Evan McPherson kicks extra point good,0.0,0.0,5.0,2023,73
4.0,7:48,,,CIN 35,31.0,20.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,73
4.0,7:48,1.0,10.0,ARI 25,31.0,20.0,"Joshua Dobbs sacked by Trey Hendrickson for no gain. Joshua Dobbs fumbles (forced by Trey Hendrickson), recovered by Sam Hubbard at ARI-28",0.61,-3.71,5.0,2023,73
4.0,7:41,1.0,10.0,ARI 28,31.0,20.0,Joe Burrow pass complete short right to Ja'Marr Chase for 11 yards (tackle by Dante Stills),3.71,4.44,5.0,2023,73
4.0,6:58,1.0,10.0,ARI 17,31.0,20.0,"Joe Burrow pass complete short left to Tyler Boyd for no gain, touchdown. Penalty on Alex Cappa: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",4.44,3.78,5.0,2023,73
4.0,6:50,1.0,20.0,ARI 27,31.0,20.0,Joe Mixon left tackle for 7 yards (tackle by Kevin Strong),3.78,3.49,5.0,2023,73
4.0,6:45,,,,,,Timeout #1 by Arizona Cardinals,,,5.0,2023,73
4.0,6:45,2.0,13.0,ARI 20,31.0,20.0,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,3.49,2.81,5.0,2023,73
4.0,6:41,3.0,13.0,ARI 20,31.0,20.0,Joe Burrow pass complete short right to Tyler Boyd for -2 yards (tackle by Kyzir White),2.81,1.99,5.0,2023,73
4.0,6:36,,,,,,Timeout #2 by Arizona Cardinals,,,5.0,2023,73
4.0,6:36,4.0,15.0,ARI 22,34.0,20.0,Evan McPherson 40 yard field goal good,1.99,3.0,5.0,2023,73
4.0,6:33,,,CIN 35,34.0,20.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,73
4.0,6:33,1.0,10.0,ARI 25,34.0,20.0,Joshua Dobbs sacked by Trey Hendrickson for -6 yards,0.61,-0.81,5.0,2023,73
4.0,6:06,2.0,16.0,ARI 19,34.0,20.0,Joshua Dobbs pass complete short left to Zach Ertz for 6 yards (tackle by Mike Hilton),-0.81,-0.62,5.0,2023,73
4.0,5:27,3.0,10.0,ARI 25,34.0,20.0,Joshua Dobbs pass complete short right to Marquise Brown for 8 yards (tackle by Germaine Pratt),-0.62,-1.18,5.0,2023,73
4.0,5:01,4.0,2.0,ARI 33,34.0,20.0,Joshua Dobbs pass short right intended for Zach Ertz is intercepted by Germaine Pratt at ARI-48 and returned for no gain,-1.18,-2.39,5.0,2023,73
4.0,4:56,1.0,10.0,ARI 48,34.0,20.0,Joe Mixon right tackle for -2 yards (tackle by Roy Lopez and Andre Chachere),2.39,1.58,5.0,2023,73
4.0,4:52,,,,,,Timeout #3 by Arizona Cardinals,,,5.0,2023,73
4.0,4:52,2.0,12.0,ARI 50,34.0,20.0,Joe Burrow pass complete short left to Tyler Boyd for 11 yards (tackle by Marco Wilson),1.58,2.34,5.0,2023,73
4.0,4:07,3.0,1.0,ARI 39,34.0,20.0,Joe Burrow left end for -6 yards (tackle by Victor Dimukeje),2.34,0.27,5.0,2023,73
4.0,3:22,4.0,7.0,ARI 45,34.0,20.0,"Brad Robbins punts 38 yards, fair catch by Greg Dortch at ARI-7",0.27,0.38,5.0,2023,73
4.0,3:16,1.0,10.0,ARI 7,34.0,20.0,Joshua Dobbs pass incomplete short middle intended for Rondale Moore,-0.38,-0.78,5.0,2023,73
4.0,3:14,2.0,10.0,ARI 7,34.0,20.0,Joshua Dobbs pass complete deep right to Michael Wilson for 18 yards (tackle by Cam Taylor-Britt),-0.78,0.61,5.0,2023,73
4.0,2:52,1.0,10.0,ARI 25,34.0,20.0,Joshua Dobbs pass complete short middle to Emari Demercado for 12 yards (tackle by Nick Scott and Logan Wilson),0.61,1.4,5.0,2023,73
4.0,2:33,1.0,10.0,ARI 37,34.0,20.0,Joshua Dobbs pass incomplete deep right,1.4,0.86,5.0,2023,73
4.0,2:25,2.0,10.0,ARI 37,34.0,20.0,Joshua Dobbs pass incomplete short right intended for Zach Ertz (defended by Cam Taylor-Britt),0.86,0.17,5.0,2023,73
4.0,2:21,3.0,10.0,ARI 37,34.0,20.0,Joshua Dobbs pass incomplete short left intended for Michael Wilson,0.17,-0.91,5.0,2023,73
