Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA,week,year,game_id
2.0,10:01,3.0,26.0,TEN 32,3.0,7.0,Anthony Richardson pass complete short left to Michael Pittman for 7 yards (tackle by Roger McCreary),1.16,1.8,5.0,2023,69
2.0,9:36,4.0,19.0,TEN 25,3.0,10.0,Matt Gay 43 yard field goal good,1.8,3.0,5.0,2023,69
2.0,9:32,,,IND 35,3.0,10.0,"Matt Gay kicks off 60 yards, returned by Tyjae Spears for 12 yards (tackle by Nick Cross and Trevor Denbow)",0.0,-0.06,5.0,2023,69
2.0,9:27,1.0,10.0,TEN 17,3.0,10.0,Derrick Henry right end for 7 yards (tackle by Julian Blackmon),-0.06,0.48,5.0,2023,69
2.0,8:48,2.0,3.0,TEN 24,3.0,10.0,"Ryan Tannehill pass incomplete intended for DeAndre Hopkins. Penalty on Julius Brents: Illegal Contact, 5 yards (accepted) (no play)",0.48,0.87,5.0,2023,69
2.0,8:42,1.0,10.0,TEN 29,3.0,10.0,Ryan Tannehill pass complete short left to Derrick Henry for 13 yards (tackle by Julius Brents),0.87,1.73,5.0,2023,69
2.0,8:00,1.0,10.0,TEN 42,3.0,10.0,Tyjae Spears right tackle for 2 yards (tackle by Grover Stewart),1.73,1.46,5.0,2023,69
2.0,7:19,2.0,8.0,TEN 44,3.0,10.0,Ryan Tannehill pass incomplete short right intended for Chigoziem Okonkwo,1.46,0.76,5.0,2023,69
2.0,7:16,3.0,8.0,TEN 44,3.0,10.0,Ryan Tannehill pass complete short right to Tyjae Spears for 14 yards (tackle by Zaire Franklin),0.76,2.79,5.0,2023,69
2.0,6:29,1.0,10.0,IND 42,3.0,10.0,"Derrick Henry up the middle for 3 yards (tackle by Dayo Odeyingbo and Rodney Thomas). Penalty on Aaron Brewer: Offensive Holding, 10 yards (accepted)",2.79,2.32,5.0,2023,69
2.0,6:05,1.0,17.0,IND 49,3.0,10.0,Ryan Tannehill pass complete short right to Chigoziem Okonkwo for 6 yards (tackle by Zaire Franklin),2.32,2.11,5.0,2023,69
2.0,5:30,2.0,11.0,IND 43,3.0,10.0,Derrick Henry right guard for 8 yards (tackle by Jaylon Jones and DeForest Buckner),2.11,2.48,5.0,2023,69
2.0,4:47,3.0,3.0,IND 35,3.0,10.0,Ryan Tannehill pass incomplete short middle intended for Tyjae Spears (defended by E.J. Speed),2.48,0.99,5.0,2023,69
2.0,4:44,4.0,3.0,IND 35,6.0,10.0,Nick Folk 53 yard field goal good,0.99,3.0,5.0,2023,69
2.0,4:39,,,TEN 35,6.0,10.0,"Nick Folk kicks off 62 yards,",0.0,0.61,5.0,2023,69
2.0,4:39,1.0,10.0,IND 25,6.0,10.0,Anthony Richardson scrambles right end for 4 yards (tackle by Harold Landry),0.61,0.6,5.0,2023,69
2.0,4:14,2.0,6.0,IND 29,6.0,10.0,Jonathan Taylor left tackle for 2 yards (tackle by Azeez Al-Shaair),0.6,0.17,5.0,2023,69
2.0,3:32,3.0,4.0,IND 31,6.0,10.0,Gardner Minshew pass complete short middle to Kylen Granson for 9 yards (tackle by Roger McCreary),0.17,1.6,5.0,2023,69
2.0,2:53,1.0,10.0,IND 40,6.0,10.0,Jonathan Taylor left tackle for 5 yards (tackle by Jaleel Johnson and Roger McCreary),1.6,1.73,5.0,2023,69
2.0,2:15,2.0,5.0,IND 45,6.0,10.0,Gardner Minshew pass incomplete short left intended for Michael Pittman (defended by Kristian Fulton),1.73,1.03,5.0,2023,69
2.0,2:11,3.0,5.0,IND 45,6.0,10.0,Gardner Minshew pass complete short left to Josh Downs for 25 yards (tackle by Jack Gibbens and Kevin Byard),1.03,3.58,5.0,2023,69
2.0,2:00,1.0,10.0,TEN 30,6.0,10.0,Gardner Minshew pass complete short left to Andrew Ogletree for 3 yards (tackle by Kristian Fulton),3.58,3.44,5.0,2023,69
2.0,1:23,2.0,7.0,TEN 27,6.0,10.0,Zack Moss up the middle for 13 yards (tackle by Kristian Fulton),3.44,4.65,5.0,2023,69
2.0,0:46,1.0,10.0,TEN 14,6.0,10.0,Jonathan Taylor left tackle for 3 yards (tackle by Azeez Al-Shaair and Arden Key),4.65,4.52,5.0,2023,69
2.0,0:38,,,,,,Timeout #1 by Indianapolis Colts,,,5.0,2023,69
2.0,0:38,2.0,7.0,TEN 11,6.0,10.0,Zack Moss up the middle for 4 yards (tackle by Jeffery Simmons),4.52,4.5,5.0,2023,69
2.0,0:25,,,,,,Timeout #2 by Indianapolis Colts,,,5.0,2023,69
2.0,0:25,3.0,3.0,TEN 7,6.0,10.0,Gardner Minshew scrambles right end for 2 yards (tackle by Roger McCreary),4.5,3.03,5.0,2023,69
2.0,0:15,,,,,,Timeout #3 by Indianapolis Colts,,,5.0,2023,69
2.0,0:15,,,,,,Timeout #1 by Tennessee Titans,,,5.0,2023,69
2.0,0:15,4.0,1.0,TEN 5,6.0,10.0,Gardner Minshew pass incomplete short right intended for Kylen Granson,3.03,0.38,5.0,2023,69
2.0,0:11,1.0,10.0,TEN 5,6.0,10.0,Ryan Tannehill kneels for -1 yards,-0.38,-0.85,5.0,2023,69
3.0,15:00,,,IND 35,6.0,10.0,"Matt Gay kicks off 59 yards,",0.0,0.61,5.0,2023,69
3.0,15:00,1.0,10.0,TEN 25,6.0,10.0,Derrick Henry up the middle for 4 yards (tackle by DeForest Buckner and E.J. Speed),0.61,0.6,5.0,2023,69
3.0,14:21,2.0,6.0,TEN 29,6.0,10.0,Ryan Tannehill pass complete short right to DeAndre Hopkins for 16 yards (tackle by Grant Stuard),0.6,1.93,5.0,2023,69
3.0,13:43,1.0,10.0,TEN 45,6.0,10.0,Ryan Tannehill pass complete deep left to DeAndre Hopkins for 36 yards (tackle by Zaire Franklin),1.93,4.31,5.0,2023,69
3.0,12:56,1.0,10.0,IND 19,12.0,10.0,"Tyjae Spears right end for 19 yards, touchdown",4.31,7.0,5.0,2023,69
3.0,12:48,,,IND 15,13.0,10.0,Nick Folk kicks extra point good,0.0,0.0,5.0,2023,69
3.0,12:48,,,TEN 35,13.0,10.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,69
3.0,12:48,1.0,10.0,IND 25,13.0,10.0,Zack Moss up the middle for 3 yards (tackle by Kyle Peko and Azeez Al-Shaair),0.61,0.47,5.0,2023,69
3.0,12:09,2.0,7.0,IND 28,13.0,10.0,Gardner Minshew pass complete short left to Mo Alie-Cox for 17 yards (tackle by Amani Hooker),0.47,1.93,5.0,2023,69
3.0,11:34,1.0,10.0,IND 45,13.0,10.0,Jonathan Taylor up the middle for 4 yards (tackle by Jack Gibbens and Harold Landry),1.93,1.92,5.0,2023,69
3.0,10:57,2.0,6.0,IND 49,13.0,10.0,Zack Moss up the middle for 11 yards (tackle by Jack Gibbens),1.92,2.92,5.0,2023,69
3.0,10:25,1.0,10.0,TEN 40,13.0,10.0,Zack Moss left tackle for no gain (tackle by Harold Landry and Azeez Al-Shaair),2.92,2.37,5.0,2023,69
3.0,9:44,2.0,10.0,TEN 40,13.0,10.0,"Gardner Minshew pass incomplete intended for Michael Pittman. Penalty on Kristian Fulton: Defensive Pass Interference, 22 yards (accepted) (no play)",2.37,4.37,5.0,2023,69
3.0,9:37,1.0,10.0,TEN 18,13.0,10.0,Zack Moss up the middle for 3 yards (tackle by Roger McCreary and Azeez Al-Shaair),4.37,4.25,5.0,2023,69
3.0,8:55,2.0,7.0,TEN 15,13.0,10.0,Zack Moss up the middle for 6 yards (tackle by Kevin Byard and Azeez Al-Shaair),4.25,4.74,5.0,2023,69
3.0,8:30,3.0,1.0,TEN 9,13.0,10.0,Zack Moss right guard for 6 yards (tackle by Amani Hooker and Azeez Al-Shaair),4.74,6.51,5.0,2023,69
3.0,8:04,1.0,3.0,TEN 3,13.0,16.0,"Zack Moss up the middle for 3 yards, touchdown",6.51,7.0,5.0,2023,69
3.0,8:00,,,TEN 15,13.0,17.0,Matt Gay kicks extra point good,0.0,0.0,5.0,2023,69
3.0,8:00,,,IND 35,13.0,17.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,69
3.0,8:00,1.0,10.0,TEN 25,13.0,17.0,Derrick Henry left tackle for 5 yards (tackle by E.J. Speed and Julius Brents),0.61,0.74,5.0,2023,69
3.0,7:20,2.0,5.0,TEN 30,13.0,17.0,Ryan Tannehill pass complete short left to DeAndre Hopkins for 11 yards (tackle by Julius Brents),0.74,1.66,5.0,2023,69
3.0,6:48,1.0,10.0,TEN 41,13.0,17.0,Derrick Henry up the middle for no gain (tackle by Jacob Martin and DeForest Buckner),1.66,1.12,5.0,2023,69
3.0,6:05,2.0,10.0,TEN 41,13.0,17.0,"Ryan Tannehill pass complete short middle to Tyjae Spears for 10 yards (tackle by Kenny Moore). Penalty on Tyquan Lewis: Defensive Offside, 5 yards (declined)",1.12,2.32,5.0,2023,69
3.0,5:42,1.0,10.0,IND 49,13.0,17.0,Ryan Tannehill pass complete short middle to DeAndre Hopkins for 20 yards (tackle by Julian Blackmon),2.32,3.64,5.0,2023,69
3.0,5:01,1.0,10.0,IND 29,13.0,17.0,Derrick Henry left end for 1 yard (tackle by Zaire Franklin and Isaiah Land),3.64,3.24,5.0,2023,69
3.0,4:21,2.0,9.0,IND 28,13.0,17.0,Ryan Tannehill pass complete short left to DeAndre Hopkins for 14 yards (tackle by Jaylon Jones),3.24,4.65,5.0,2023,69
3.0,3:38,1.0,10.0,IND 14,13.0,17.0,"Ryan Tannehill pass incomplete intended for Derrick Henry. Penalty on Chigoziem Okonkwo: Offensive Pass Interference, 10 yards (accepted) (no play)",4.65,3.97,5.0,2023,69
3.0,3:34,1.0,20.0,IND 24,13.0,17.0,Ryan Tannehill pass complete short right to Derrick Henry for 2 yards (tackle by Zaire Franklin and Kenny Moore),3.97,3.01,5.0,2023,69
3.0,2:50,2.0,18.0,IND 22,13.0,17.0,Ryan Tannehill pass incomplete deep left intended for Nick Westbrook-Ikhine (defended by Julius Brents),3.01,2.35,5.0,2023,69
3.0,2:44,3.0,18.0,IND 22,13.0,17.0,Ryan Tannehill pass complete short right to Tyjae Spears for 6 yards (tackle by Samson Ebukam and Julian Blackmon),2.35,2.38,5.0,2023,69
3.0,2:06,4.0,12.0,IND 16,16.0,17.0,Nick Folk 34 yard field goal good,2.38,3.0,5.0,2023,69
3.0,2:02,,,TEN 35,16.0,17.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,69
3.0,2:02,1.0,10.0,IND 25,16.0,17.0,Gardner Minshew pass complete deep left to Michael Pittman for 27 yards (tackle by Kristian Fulton),0.61,2.39,5.0,2023,69
3.0,1:28,1.0,10.0,TEN 48,16.0,17.0,Gardner Minshew pass complete short left to Jonathan Taylor for 16 yards (tackle by Azeez Al-Shaair),2.39,3.45,5.0,2023,69
3.0,0:48,1.0,10.0,TEN 32,16.0,17.0,Zack Moss right tackle for 12 yards (tackle by Kevin Byard and Sean Murphy-Bunting),3.45,4.24,5.0,2023,69
3.0,0:13,1.0,10.0,TEN 20,16.0,17.0,"Zack Moss up the middle for no gain (tackle by Kevin Byard). Penalty on Ryan Kelly: Offensive Holding, 10 yards (accepted) (no play)",4.24,3.58,5.0,2023,69
4.0,15:00,1.0,20.0,TEN 30,16.0,17.0,Gardner Minshew pass incomplete short left,3.58,2.34,5.0,2023,69
4.0,14:51,2.0,20.0,TEN 30,16.0,17.0,Gardner Minshew pass complete short middle to Josh Downs for 11 yards (tackle by Kevin Byard and Azeez Al-Shaair),2.34,3.1,5.0,2023,69
4.0,14:08,3.0,9.0,TEN 19,16.0,17.0,Gardner Minshew pass complete short right to Michael Pittman for 7 yards (tackle by Sean Murphy-Bunting),3.1,2.76,5.0,2023,69
4.0,13:26,4.0,2.0,TEN 12,16.0,17.0,"Penalty on IND: Delay of Game, 5 yards (accepted) (no play)",2.76,2.31,5.0,2023,69
4.0,13:26,4.0,7.0,TEN 17,16.0,20.0,Matt Gay 35 yard field goal good,2.31,3.0,5.0,2023,69
4.0,13:22,,,IND 35,16.0,20.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,69
4.0,13:22,1.0,10.0,TEN 25,16.0,20.0,Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 11 yards (tackle by Rodney Thomas),0.61,1.33,5.0,2023,69
4.0,12:47,1.0,10.0,TEN 36,16.0,20.0,Tyjae Spears right guard for 4 yards (tackle by Dayo Odeyingbo and Eric Johnson),1.33,1.33,5.0,2023,69
4.0,12:09,2.0,6.0,TEN 40,16.0,20.0,Derrick Henry right tackle for 8 yards (tackle by DeForest Buckner and Zaire Franklin),1.33,2.13,5.0,2023,69
4.0,11:31,1.0,10.0,TEN 48,16.0,20.0,Ryan Tannehill pass complete deep left to DeAndre Hopkins for 25 yards (tackle by Julius Brents),2.13,3.78,5.0,2023,69
4.0,10:56,1.0,10.0,IND 27,16.0,20.0,Ryan Tannehill scrambles up the middle for 13 yards (tackle by Julian Blackmon),3.78,4.65,5.0,2023,69
4.0,10:13,1.0,10.0,IND 14,16.0,20.0,Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 2 yards (tackle by Zaire Franklin),4.65,4.33,5.0,2023,69
4.0,9:31,2.0,8.0,IND 12,16.0,20.0,Derrick Henry up the middle for 2 yards (tackle by Dayo Odeyingbo and Zaire Franklin),4.33,3.82,5.0,2023,69
4.0,8:47,3.0,6.0,IND 10,16.0,20.0,Ryan Tannehill pass complete short right to Tyjae Spears for 5 yards (tackle by DeForest Buckner and E.J. Speed),3.82,3.03,5.0,2023,69
4.0,8:09,4.0,1.0,IND 5,16.0,20.0,Derrick Henry right tackle for no gain (tackle by DeForest Buckner and Zaire Franklin),3.03,0.38,5.0,2023,69
4.0,8:03,1.0,10.0,IND 6,16.0,20.0,Zack Moss up the middle for 1 yard (tackle by Jack Gibbens and Arden Key),-0.38,-0.71,5.0,2023,69
4.0,7:24,2.0,9.0,IND 7,16.0,20.0,Gardner Minshew pass complete short right to Josh Downs for 4 yards (tackle by Roger McCreary),-0.71,-0.84,5.0,2023,69
4.0,6:41,3.0,5.0,IND 11,16.0,20.0,Gardner Minshew pass complete short right to Zack Moss for 26 yards (tackle by Elijah Molden and Kevin Byard),-0.84,1.4,5.0,2023,69
4.0,5:58,1.0,10.0,IND 37,16.0,20.0,Zack Moss up the middle for 5 yards (tackle by Jack Gibbens),1.4,1.53,5.0,2023,69
4.0,5:19,2.0,5.0,IND 42,16.0,20.0,Zack Moss up the middle for 3 yards (tackle by Jack Gibbens and Kristian Fulton),1.53,1.22,5.0,2023,69
4.0,4:40,3.0,2.0,IND 45,16.0,20.0,"Gardner Minshew pass complete short right to Josh Downs for no gain. Penalty on Michael Pittman: Offensive Pass Interference, 10 yards (accepted) (no play)",1.22,-0.1,5.0,2023,69
4.0,4:34,3.0,12.0,IND 35,16.0,20.0,"Gardner Minshew pass incomplete deep left intended for Alec Pierce. Penalty on Kristian Fulton: Defensive Pass Interference, 16 yards (accepted) (no play)",-0.1,2.32,5.0,2023,69
4.0,4:28,1.0,10.0,TEN 49,16.0,20.0,Jonathan Taylor up the middle for 1 yard (tackle by Jeffery Simmons and Naquan Jones),2.32,1.92,5.0,2023,69
4.0,3:46,2.0,9.0,TEN 48,16.0,20.0,Zack Moss up the middle for 3 yards (tackle by Azeez Al-Shaair and Denico Autry),1.92,1.62,5.0,2023,69
4.0,3:03,3.0,6.0,TEN 45,16.0,20.0,Gardner Minshew pass complete short right to Alec Pierce for 10 yards (tackle by Sean Murphy-Bunting),1.62,3.25,5.0,2023,69
4.0,2:18,1.0,10.0,TEN 35,16.0,20.0,Zack Moss up the middle for 4 yards (tackle by Azeez Al-Shaair),3.25,3.24,5.0,2023,69
4.0,2:11,,,,,,Timeout #1 by Tennessee Titans,,,5.0,2023,69
4.0,2:11,2.0,6.0,TEN 31,16.0,20.0,Zack Moss left tackle for 13 yards (tackle by Kristian Fulton),3.24,4.37,5.0,2023,69
4.0,2:00,1.0,10.0,TEN 18,16.0,20.0,Zack Moss up the middle for no gain (tackle by Roger McCreary and Kevin Byard),4.37,3.8,5.0,2023,69
4.0,1:55,,,,,,Timeout #2 by Tennessee Titans,,,5.0,2023,69
4.0,1:55,2.0,10.0,TEN 18,16.0,20.0,Zack Moss right tackle for 8 yards (tackle by Azeez Al-Shaair),3.8,4.51,5.0,2023,69
4.0,1:49,,,,,,Timeout #3 by Tennessee Titans,,,5.0,2023,69
4.0,1:49,3.0,2.0,TEN 10,16.0,20.0,Zack Moss up the middle for no gain (tackle by Jeffery Simmons and Jaleel Johnson),4.51,2.89,5.0,2023,69
4.0,1:03,,,,,,Timeout #1 by Indianapolis Colts,,,5.0,2023,69
4.0,1:03,4.0,2.0,TEN 10,16.0,23.0,Matt Gay 28 yard field goal good,2.89,3.0,5.0,2023,69
4.0,1:00,,,IND 35,16.0,23.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,69
4.0,1:00,1.0,10.0,TEN 25,16.0,23.0,Ryan Tannehill pass incomplete short right intended for Chigoziem Okonkwo,0.61,0.06,5.0,2023,69
4.0,0:56,2.0,10.0,TEN 25,16.0,23.0,Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 8 yards (tackle by Kenny Moore),0.06,0.43,5.0,2023,69
4.0,0:49,3.0,2.0,TEN 33,16.0,23.0,Ryan Tannehill pass incomplete short middle intended for Chigoziem Okonkwo (defended by Tyquan Lewis),0.43,-1.18,5.0,2023,69
4.0,0:45,4.0,2.0,TEN 33,16.0,23.0,Ryan Tannehill pass complete short right to Josh Whyle for 7 yards (tackle by Kenny Moore and Zaire Franklin),-1.18,1.6,5.0,2023,69
4.0,0:31,1.0,10.0,TEN 40,16.0,23.0,Ryan Tannehill spiked the ball,1.6,1.05,5.0,2023,69
4.0,0:30,2.0,10.0,TEN 40,16.0,23.0,Ryan Tannehill sacked by Samson Ebukam for -5 yards,1.05,-0.3,5.0,2023,69
4.0,0:17,3.0,15.0,TEN 35,16.0,23.0,"Penalty on Samson Ebukam: Defensive Delay of Game, 5 yards (accepted) (no play)",-0.3,0.23,5.0,2023,69
4.0,0:17,3.0,11.0,TEN 39,16.0,23.0,Ryan Tannehill pass deep left intended for DeAndre Hopkins is intercepted by Julian Blackmon at IND-43 and returned for 9 yards (tackle by Tyjae Spears),0.23,-2.39,5.0,2023,69
4.0,0:10,1.0,10.0,TEN 48,16.0,23.0,Gardner Minshew kneels for -1 yards,2.39,1.71,5.0,2023,69
