Quarter,Time,Down,ToGo,Location,NOR,NWE,Detail,EPB,EPA,week,year,game_id
1.0,2:43,2.0,12.0,NOR 36,7.0,0.0,Derek Carr pass complete short right to Taysom Hill for 1 yard (tackle by Kyle Dugger),0.65,0.1,5.0,2023,71
1.0,2:02,3.0,11.0,NOR 37,7.0,0.0,Derek Carr pass complete deep middle to Michael Thomas for 26 yards (tackle by Jalen Mills),0.1,3.12,5.0,2023,71
1.0,1:28,1.0,10.0,NWE 37,7.0,0.0,Alvin Kamara up the middle for 4 yards (tackle by Anfernee Jennings and Ja'Whaun Bentley),3.12,3.11,5.0,2023,71
1.0,0:59,2.0,6.0,NWE 33,7.0,0.0,Derek Carr pass complete deep left to Rashid Shaheed for 25 yards (tackle by Jabrill Peppers),3.11,5.37,5.0,2023,71
1.0,0:24,1.0,8.0,NWE 8,7.0,0.0,Alvin Kamara up the middle for 3 yards (tackle by Deatrich Wise and Adrian Phillips),5.37,5.15,5.0,2023,71
2.0,15:00,2.0,5.0,NWE 5,7.0,0.0,Alvin Kamara up the middle for 3 yards (tackle by Jahlani Tavai),5.15,5.12,5.0,2023,71
2.0,14:27,3.0,1.0,NWE 2,13.0,0.0,"Alvin Kamara right guard for 2 yards, touchdown",5.12,7.0,5.0,2023,71
2.0,14:23,,,NWE 15,14.0,0.0,Blake Grupe kicks extra point good,0.0,0.0,5.0,2023,71
2.0,14:23,,,NOR 35,14.0,0.0,"Blake Grupe kicks off 67 yards, returned by Ty Montgomery for 19 yards (tackle by D'Marco Jackson)",0.0,-0.06,5.0,2023,71
2.0,14:18,1.0,10.0,NWE 17,14.0,0.0,Mac Jones pass incomplete short right intended for Demario Douglas,-0.06,-0.58,5.0,2023,71
2.0,14:14,2.0,10.0,NWE 17,14.0,0.0,Rhamondre Stevenson right tackle for 4 yards (tackle by Demario Davis and Malcolm Roach),-0.58,-0.75,5.0,2023,71
2.0,13:36,3.0,6.0,NWE 21,14.0,0.0,Mac Jones pass incomplete deep right intended for DeVante Parker (defended by Paulson Adebo),-0.75,-1.96,5.0,2023,71
2.0,13:22,4.0,6.0,NWE 21,14.0,0.0,"Bryce Baringer punts 43 yards out of bounds. Penalty on Matthew Slater: Illegal Touch Kick, 5 yards (accepted)",-1.96,-1.66,5.0,2023,71
2.0,13:22,1.0,10.0,NOR 41,14.0,0.0,Derek Carr pass complete short right to Kendre Miller for 33 yards (tackle by Adrian Phillips),1.66,3.84,5.0,2023,71
2.0,12:43,1.0,10.0,NWE 26,14.0,0.0,Alvin Kamara right guard for 7 yards (tackle by Ja'Whaun Bentley and Kyle Dugger),3.84,4.27,5.0,2023,71
2.0,12:06,2.0,3.0,NWE 19,14.0,0.0,Taysom Hill scrambles right end for 12 yards (tackle by Josh Uche),4.27,5.6,5.0,2023,71
2.0,11:28,1.0,7.0,NWE 7,14.0,0.0,Alvin Kamara right guard for 2 yards (tackle by Lawrence Guy),5.6,5.15,5.0,2023,71
2.0,10:53,2.0,5.0,NWE 5,20.0,0.0,"Derek Carr pass complete short middle to Chris Olave for 5 yards, touchdown",5.15,7.0,5.0,2023,71
2.0,10:47,,,NWE 15,21.0,0.0,Blake Grupe kicks extra point good,0.0,0.0,5.0,2023,71
2.0,10:47,,,NOR 35,21.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,71
2.0,10:47,1.0,10.0,NWE 25,21.0,0.0,Ezekiel Elliott left tackle for 8 yards (tackle by Marshon Lattimore),0.61,1.14,5.0,2023,71
2.0,10:18,2.0,2.0,NWE 33,21.0,0.0,Ezekiel Elliott right tackle for 2 yards (tackle by Marshon Lattimore and Khalen Saunders),1.14,1.27,5.0,2023,71
2.0,9:40,1.0,10.0,NWE 35,21.0,0.0,Mac Jones pass complete short right to Ezekiel Elliott for 2 yards (tackle by Demario Davis),1.27,0.99,5.0,2023,71
2.0,8:59,2.0,8.0,NWE 37,21.0,0.0,"Penalty on Kendrick Bourne: False Start, 5 yards (accepted) (no play)",0.99,0.32,5.0,2023,71
2.0,8:43,2.0,13.0,NWE 32,21.0,0.0,"Mac Jones pass complete short right to Ezekiel Elliott for no gain. Penalty on Bryan Bresee: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.32,1.4,5.0,2023,71
2.0,8:15,1.0,10.0,NWE 37,21.0,0.0,Mac Jones pass complete short right to JuJu Smith-Schuster for 2 yards (tackle by Jordan Howden),1.4,1.13,5.0,2023,71
2.0,7:41,2.0,8.0,NWE 39,21.0,0.0,Rhamondre Stevenson right end for no gain (tackle by Paulson Adebo and Marshon Lattimore),1.13,0.43,5.0,2023,71
2.0,6:59,3.0,8.0,NWE 39,21.0,0.0,Mac Jones pass incomplete deep right intended for DeVante Parker (defended by Paulson Adebo),0.43,-0.78,5.0,2023,71
2.0,6:52,4.0,8.0,NWE 39,21.0,0.0,"Bryce Baringer punts 45 yards, fair catch by Rashid Shaheed at NO-16",-0.78,0.14,5.0,2023,71
2.0,6:44,1.0,10.0,NOR 16,21.0,0.0,Kendre Miller right end for 2 yards (tackle by Ja'Whaun Bentley and Jonathan Jones),-0.14,-0.35,5.0,2023,71
2.0,6:05,2.0,8.0,NOR 18,21.0,0.0,Derek Carr pass complete short right to Kendre Miller for 11 yards (tackle by Jonathan Jones and Kyle Dugger),-0.35,0.87,5.0,2023,71
2.0,5:24,1.0,10.0,NOR 29,21.0,0.0,Kendre Miller right end for 4 yards (tackle by Jahlani Tavai and Ja'Whaun Bentley),0.87,0.87,5.0,2023,71
2.0,4:49,2.0,6.0,NOR 33,21.0,0.0,Derek Carr pass complete short right to Michael Thomas for 12 yards (tackle by Shaun Wade),0.87,1.93,5.0,2023,71
2.0,4:13,1.0,10.0,NOR 45,21.0,0.0,Taysom Hill right guard for 6 yards (tackle by Jonathan Jones and Jahlani Tavai),1.93,2.19,5.0,2023,71
2.0,3:32,2.0,4.0,NWE 49,21.0,0.0,Alvin Kamara right tackle for 6 yards (tackle by Christian Barmore),2.19,2.72,5.0,2023,71
2.0,2:49,1.0,10.0,NWE 43,21.0,0.0,"Penalty on Foster Moreau: False Start, 5 yards (accepted) (no play)",2.72,2.39,5.0,2023,71
2.0,2:35,1.0,15.0,NWE 48,21.0,0.0,Derek Carr pass complete short right to Chris Olave for 7 yards,2.39,2.45,5.0,2023,71
2.0,2:00,2.0,8.0,NWE 41,21.0,0.0,Alvin Kamara right tackle for no gain (tackle by Anfernee Jennings),2.45,1.75,5.0,2023,71
2.0,1:17,3.0,8.0,NWE 41,21.0,0.0,Derek Carr pass incomplete deep left intended for Chris Olave,1.75,0.53,5.0,2023,71
2.0,1:11,4.0,8.0,NWE 41,21.0,0.0,Lou Hedley punts 23 yards,0.53,-0.04,5.0,2023,71
2.0,1:03,1.0,10.0,NWE 18,21.0,0.0,"Mac Jones pass incomplete short right intended for DeVante Parker Replay Assistant challenged the pass completion ruling, and the original play was overturned. Mac Jones pass complete short right to DeVante Parker for 14 yards",0.04,1.07,5.0,2023,71
2.0,0:59,1.0,10.0,NWE 32,21.0,0.0,Mac Jones pass complete short right to Kendrick Bourne for 15 yards (tackle by Demario Davis),1.07,2.06,5.0,2023,71
2.0,0:42,1.0,10.0,NWE 47,21.0,0.0,"Mac Jones pass complete short right to Kendrick Bourne for no gain. Penalty on Paulson Adebo: Defensive Pass Interference, 12 yards (accepted) (no play)",2.06,2.85,5.0,2023,71
2.0,0:37,1.0,10.0,NOR 41,21.0,0.0,Mac Jones sacked by and Cameron Jordan for -8 yards and Tanoh Kpassagnon for -8 yards,2.85,1.23,5.0,2023,71
2.0,0:34,,,,,,Timeout #2 by New England Patriots,,,5.0,2023,71
2.0,0:34,2.0,18.0,NOR 49,21.0,0.0,Mac Jones pass complete short left to Ezekiel Elliott for 4 yards (tackle by Alontae Taylor),1.23,1.09,5.0,2023,71
2.0,0:22,3.0,14.0,NOR 45,21.0,0.0,Mac Jones sacked by Carl Granderson for -13 yards,1.09,-0.59,5.0,2023,71
2.0,0:15,,,,,,Timeout #2 by New Orleans Saints,,,5.0,2023,71
2.0,0:15,4.0,27.0,NWE 42,21.0,0.0,"Bryce Baringer punts 54 yards, returned by Rashid Shaheed for 10 yards (tackle by Matthew Slater)",-0.59,0.28,5.0,2023,71
2.0,0:05,1.0,10.0,NOR 14,21.0,0.0,Derek Carr kneels for -1 yards,-0.28,-0.85,5.0,2023,71
3.0,15:00,,,NOR 35,21.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,71
3.0,15:00,1.0,10.0,NWE 25,21.0,0.0,Mac Jones pass complete short left to JuJu Smith-Schuster for 1 yard (tackle by Alontae Taylor),0.61,0.2,5.0,2023,71
3.0,14:29,2.0,9.0,NWE 26,21.0,0.0,Rhamondre Stevenson left guard for 8 yards (tackle by Pete Werner),0.2,0.56,5.0,2023,71
3.0,14:04,3.0,1.0,NWE 34,21.0,0.0,"Mac Jones aborted snap, recovered by Cameron Jordan at NE-29",0.56,-3.64,5.0,2023,71
3.0,14:00,1.0,10.0,NWE 29,21.0,0.0,Derek Carr pass complete short right to Keith Kirkwood for 1 yard (tackle by Jahlani Tavai and Anfernee Jennings),3.64,3.24,5.0,2023,71
3.0,13:24,2.0,9.0,NWE 28,21.0,0.0,Alvin Kamara right tackle for 4 yards (tackle by Deatrich Wise),3.24,3.07,5.0,2023,71
3.0,12:45,3.0,5.0,NWE 24,21.0,0.0,"Penalty on Rashid Shaheed: False Start, 5 yards (accepted) (no play)",3.07,2.41,5.0,2023,71
3.0,12:21,3.0,10.0,NWE 29,21.0,0.0,Derek Carr sacked by Myles Bryant for -6 yards,2.41,0.88,5.0,2023,71
3.0,11:40,4.0,17.0,NWE 36,24.0,0.0,Blake Grupe 54 yard field goal good,0.88,3.0,5.0,2023,71
3.0,11:34,,,NOR 35,24.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,71
3.0,11:34,1.0,10.0,NWE 25,24.0,0.0,Mac Jones pass complete deep left to Kendrick Bourne for 28 yards (tackle by Paulson Adebo),0.61,2.46,5.0,2023,71
3.0,11:02,1.0,10.0,NOR 47,24.0,0.0,Ezekiel Elliott left guard for 1 yard (tackle by Pete Werner and Malcolm Roach),2.46,2.05,5.0,2023,71
3.0,10:33,2.0,9.0,NOR 46,24.0,0.0,Mac Jones pass complete short left to DeVante Parker for 6 yards (tackle by Marshon Lattimore),2.05,2.15,5.0,2023,71
3.0,10:00,3.0,3.0,NOR 40,24.0,0.0,Mac Jones pass incomplete short middle intended for JuJu Smith-Schuster (defended by Malcolm Roach),2.15,0.59,5.0,2023,71
3.0,9:55,4.0,3.0,NOR 40,24.0,0.0,"Bryce Baringer punts 27 yards, fair catch by Rashid Shaheed at NO-13",0.59,0.32,5.0,2023,71
3.0,9:48,1.0,10.0,NOR 13,24.0,0.0,Alvin Kamara left guard for 3 yards (tackle by Davon Godchaux),-0.32,-0.44,5.0,2023,71
3.0,9:12,2.0,7.0,NOR 16,24.0,0.0,Derek Carr pass complete short right to Rashid Shaheed for 3 yards (tackle by Myles Bryant),-0.44,-0.71,5.0,2023,71
3.0,8:41,3.0,4.0,NOR 19,24.0,0.0,Alvin Kamara left end for 2 yards (tackle by Jonathan Jones and Myles Bryant),-0.71,-1.96,5.0,2023,71
3.0,8:00,4.0,2.0,NOR 21,24.0,0.0,"Lou Hedley punts 44 yards, fair catch by Jabrill Peppers at NE-35",-1.96,-1.27,5.0,2023,71
3.0,7:52,1.0,10.0,NWE 35,24.0,0.0,Rhamondre Stevenson left end for -5 yards (tackle by Carl Granderson),1.27,0.05,5.0,2023,71
3.0,7:18,2.0,15.0,NWE 30,24.0,0.0,Mac Jones pass complete short left to JuJu Smith-Schuster for 3 yards (tackle by Demario Davis and Johnathan Abram),0.05,-0.23,5.0,2023,71
3.0,6:55,3.0,12.0,NWE 33,24.0,0.0,Mac Jones pass incomplete short middle intended for Mike Gesicki (defended by Demario Davis),-0.23,-1.18,5.0,2023,71
3.0,6:39,4.0,12.0,NWE 33,24.0,0.0,"Bryce Baringer punts 57 yards, returned by Rashid Shaheed for no gain (tackle by Adrian Phillips). Penalty on Alontae Taylor: Defensive Holding, 5 yards (accepted)",-1.18,0.38,5.0,2023,71
3.0,6:39,1.0,10.0,NOR 5,24.0,0.0,Derek Carr pass incomplete deep left intended for Michael Thomas,-0.38,-0.78,5.0,2023,71
3.0,6:34,2.0,10.0,NOR 5,24.0,0.0,Alvin Kamara up the middle for 2 yards (tackle by Ja'Whaun Bentley and Jabrill Peppers),-0.78,-1.19,5.0,2023,71
3.0,6:01,3.0,8.0,NOR 7,24.0,0.0,Alvin Kamara right guard for 10 yards (tackle by Ja'Whaun Bentley and Kyle Dugger),-1.19,-0.06,5.0,2023,71
3.0,5:31,1.0,10.0,NOR 17,24.0,0.0,Alvin Kamara up the middle for 1 yard (tackle by Anfernee Jennings and Lawrence Guy),-0.06,-0.42,5.0,2023,71
3.0,4:47,2.0,9.0,NOR 18,24.0,0.0,Alvin Kamara up the middle for 2 yards (tackle by Jahlani Tavai and Davon Godchaux),-0.42,-0.87,5.0,2023,71
3.0,4:05,3.0,7.0,NOR 20,24.0,0.0,Derek Carr pass complete short right to Michael Thomas for 13 yards (tackle by Myles Bryant),-0.87,1.14,5.0,2023,71
3.0,3:25,1.0,10.0,NOR 33,24.0,0.0,Alvin Kamara right guard for 9 yards (tackle by Jahlani Tavai and Kyle Dugger),1.14,1.81,5.0,2023,71
3.0,2:49,2.0,1.0,NOR 42,24.0,0.0,Alvin Kamara up the middle for 3 yards (tackle by Ja'Whaun Bentley and Deatrich Wise),1.81,1.93,5.0,2023,71
3.0,2:14,1.0,10.0,NOR 45,24.0,0.0,Alvin Kamara up the middle for 2 yards (tackle by Davon Godchaux and Lawrence Guy),1.93,1.65,5.0,2023,71
3.0,1:38,2.0,8.0,NOR 47,24.0,0.0,Derek Carr pass incomplete short right,1.65,0.96,5.0,2023,71
3.0,1:31,3.0,8.0,NOR 47,24.0,0.0,Derek Carr pass incomplete deep right intended for Michael Thomas,0.96,-0.26,5.0,2023,71
3.0,1:21,4.0,8.0,NOR 47,24.0,0.0,"Lou Hedley punts 43 yards, fair catch by Myles Bryant at NE-10",-0.26,0.38,5.0,2023,71
3.0,1:13,1.0,10.0,NWE 10,24.0,0.0,Mac Jones pass deep right (defended by Jordan Howden) intended for Ty Montgomery is intercepted by Pete Werner at NE-31 and returned for no gain (tackle by Ty Montgomery),-0.38,-3.51,5.0,2023,71
3.0,1:07,1.0,10.0,NWE 31,24.0,0.0,Kendre Miller left tackle for 5 yards (tackle by Deatrich Wise),3.51,3.64,5.0,2023,71
3.0,0:31,2.0,5.0,NWE 26,24.0,0.0,Derek Carr pass complete short left to Kendre Miller for 7 yards (tackle by Mack Wilson),3.64,4.31,5.0,2023,71
4.0,15:00,1.0,10.0,NWE 19,24.0,0.0,Alvin Kamara right guard for no gain (tackle by Lawrence Guy and Davon Godchaux),4.31,3.75,5.0,2023,71
4.0,14:28,2.0,10.0,NWE 19,24.0,0.0,Derek Carr pass complete short right to Alvin Kamara for 12 yards (tackle by Jahlani Tavai),3.75,5.6,5.0,2023,71
4.0,13:47,1.0,7.0,NWE 7,24.0,0.0,Taysom Hill left tackle for 1 yard (tackle by Jahlani Tavai and Kyle Dugger),5.6,4.95,5.0,2023,71
4.0,13:10,2.0,6.0,NWE 6,30.0,0.0,"Derek Carr pass complete short middle to Foster Moreau for 6 yards, touchdown",4.95,7.0,5.0,2023,71
4.0,13:03,,,NWE 15,31.0,0.0,Blake Grupe kicks extra point good,0.0,0.0,5.0,2023,71
4.0,13:03,,,NOR 35,31.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,71
4.0,13:03,1.0,10.0,NWE 25,31.0,0.0,Ezekiel Elliott left guard for 3 yards (tackle by Pete Werner and Cameron Jordan),0.61,0.47,5.0,2023,71
4.0,12:28,2.0,7.0,NWE 28,31.0,0.0,Ezekiel Elliott up the middle for 3 yards (tackle by Khalen Saunders and Isaiah Foskey),0.47,0.17,5.0,2023,71
4.0,11:48,3.0,4.0,NWE 31,31.0,0.0,Bailey Zappe pass incomplete deep left intended for Hunter Henry,0.17,-1.31,5.0,2023,71
4.0,11:44,4.0,4.0,NWE 31,31.0,0.0,"Bryce Baringer punts 51 yards, fair catch by Rashid Shaheed at NO-18",-1.31,-0.04,5.0,2023,71
4.0,11:36,1.0,10.0,NOR 18,31.0,0.0,"Kendre Miller up the middle for 4 yards (tackle by Shaun Wade). Penalty on Trevor Penning: Offensive Holding, 9 yards (accepted) (no play)",0.04,-0.72,5.0,2023,71
4.0,11:16,1.0,19.0,NOR 9,31.0,0.0,Kendre Miller right tackle for 8 yards (tackle by Keion White and Mack Wilson),-0.72,-0.65,5.0,2023,71
4.0,10:32,2.0,11.0,NOR 17,31.0,0.0,Kendre Miller left tackle for 2 yards (tackle by Christian Barmore),-0.65,-1.04,5.0,2023,71
4.0,9:51,3.0,9.0,NOR 19,31.0,0.0,Derek Carr pass complete short right to Kendre Miller for 2 yards (tackle by Shaun Wade),-1.04,-1.96,5.0,2023,71
4.0,9:11,4.0,7.0,NOR 21,31.0,0.0,Lou Hedley punts 55 yards downed by Ty Summers,-1.96,-0.54,5.0,2023,71
4.0,8:59,1.0,10.0,NWE 24,31.0,0.0,Bailey Zappe pass complete short left to Ty Montgomery for 5 yards (tackle by Alontae Taylor),0.54,0.67,5.0,2023,71
4.0,8:27,2.0,5.0,NWE 29,31.0,0.0,"Rhamondre Stevenson up the middle for no gain (tackle by Pete Werner). Penalty on Ty Montgomery: Illegal Shift, 5 yards (accepted) (no play)",0.67,0.0,5.0,2023,71
4.0,8:06,2.0,10.0,NWE 24,31.0,0.0,Bailey Zappe pass complete short right to Mike Gesicki for 9 yards (tackle by Alontae Taylor and Tyrann Mathieu),0.0,0.5,5.0,2023,71
4.0,7:28,3.0,1.0,NWE 33,31.0,0.0,Bailey Zappe pass incomplete deep right intended for Kendrick Bourne,0.5,-1.18,5.0,2023,71
4.0,7:22,4.0,1.0,NWE 33,31.0,0.0,Rhamondre Stevenson up the middle for no gain (tackle by Demario Davis),-1.18,-3.38,5.0,2023,71
4.0,7:15,1.0,10.0,NWE 33,31.0,0.0,Kendre Miller left guard for 2 yards (tackle by Sam Roberts),3.38,3.11,5.0,2023,71
4.0,6:33,2.0,8.0,NWE 31,31.0,0.0,Kendre Miller up the middle for 1 yard (tackle by Jeremiah Pharms and Christian Barmore),3.11,2.54,5.0,2023,71
4.0,5:53,3.0,7.0,NWE 30,31.0,0.0,Derek Carr pass incomplete deep left intended for Chris Olave,2.54,1.41,5.0,2023,71
4.0,5:47,4.0,7.0,NWE 30,31.0,0.0,"Penalty on NOR: Delay of Game, 5 yards (accepted) (no play)",1.41,0.97,5.0,2023,71
4.0,5:47,4.0,12.0,NWE 35,34.0,0.0,Blake Grupe 53 yard field goal good,0.97,3.0,5.0,2023,71
4.0,5:43,,,NOR 35,34.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,71
4.0,5:43,1.0,10.0,NWE 25,34.0,0.0,"Penalty on Kendrick Bourne: False Start, 5 yards (accepted) (no play)",0.61,0.28,5.0,2023,71
4.0,5:43,1.0,15.0,NWE 20,34.0,0.0,Bailey Zappe pass incomplete deep middle intended for Ty Montgomery,0.28,-0.61,5.0,2023,71
4.0,5:39,2.0,15.0,NWE 20,34.0,0.0,Ezekiel Elliott up the middle for 5 yards (tackle by Paulson Adebo),-0.61,-0.62,5.0,2023,71
4.0,5:02,3.0,10.0,NWE 25,34.0,0.0,Bailey Zappe pass complete short right to Ezekiel Elliott for 8 yards (tackle by Nephi Sewell),-0.62,-1.18,5.0,2023,71
4.0,4:16,4.0,2.0,NWE 33,34.0,0.0,"Bryce Baringer punts 50 yards, returned by Rashid Shaheed for 12 yards (tackle by Chris Board)",-1.18,-0.87,5.0,2023,71
4.0,4:07,1.0,10.0,NOR 29,34.0,0.0,Kendre Miller right end for 6 yards (tackle by Mack Wilson),0.87,1.14,5.0,2023,71
4.0,3:22,2.0,4.0,NOR 35,34.0,0.0,Kendre Miller left end for 2 yards (tackle by Ameer Speed),1.14,0.7,5.0,2023,71
4.0,2:36,3.0,2.0,NOR 37,34.0,0.0,"Kendre Miller left end for 1 yard (tackle by Ameer Speed). Penalty on Trevor Penning: Offensive Holding, 10 yards (accepted)",0.7,-0.49,5.0,2023,71
4.0,2:30,3.0,11.0,NOR 28,34.0,0.0,Kendre Miller right guard for 1 yard (tackle by Anfernee Jennings),-0.49,-1.44,5.0,2023,71
4.0,2:26,,,,,,Timeout #1 by New England Patriots,,,5.0,2023,71
4.0,2:26,4.0,10.0,NOR 29,34.0,0.0,"Lou Hedley punts 50 yards, returned by Jabrill Peppers for 1 yard (tackle by Isaac Yiadom). Penalty on Matthew Slater: Illegal Blindside Block, 10 yards (accepted)",-1.44,0.35,5.0,2023,71
4.0,2:16,1.0,10.0,NWE 12,34.0,0.0,Bailey Zappe pass incomplete deep right intended for Kendrick Bourne,-0.35,-0.78,5.0,2023,71
4.0,2:10,2.0,10.0,NWE 12,34.0,0.0,Rhamondre Stevenson up the middle for 5 yards (tackle by Johnathan Abram),-0.78,-0.84,5.0,2023,71
4.0,2:00,3.0,5.0,NWE 17,34.0,0.0,Bailey Zappe pass incomplete short left intended for Mike Gesicki (defended by Jordan Howden),-0.84,-2.32,5.0,2023,71
