Quarter,Time,Down,ToGo,Location,PHI,LAR,Detail,EPB,EPA,week,year,game_id
1.0,7:22,1.0,10.0,LAR 48,7.0,0.0,Matthew Stafford pass complete short middle to Cooper Kupp for 11 yards (tackle by Justin Evans),2.13,2.85,5.0,2023,74
1.0,6:55,1.0,10.0,PHI 41,7.0,0.0,Matthew Stafford pass incomplete short middle intended for Cooper Kupp,2.85,2.31,5.0,2023,74
1.0,6:51,2.0,10.0,PHI 41,7.0,0.0,Kyren Williams up the middle for 2 yards (tackle by Reed Blankenship),2.31,1.88,5.0,2023,74
1.0,6:11,3.0,8.0,PHI 39,7.0,0.0,Matthew Stafford pass complete short middle to Cooper Kupp for 8 yards (tackle by Eli Ricks),1.88,3.51,5.0,2023,74
1.0,5:32,1.0,10.0,PHI 31,7.0,0.0,Kyren Williams right end for 7 yards (tackle by Nicholas Morrow),3.51,3.91,5.0,2023,74
1.0,4:54,2.0,3.0,PHI 24,7.0,0.0,Kyren Williams up the middle for 2 yards (tackle by Josh Sweat),3.91,3.47,5.0,2023,74
1.0,4:11,3.0,1.0,PHI 22,7.0,0.0,Matthew Stafford pass incomplete short middle intended for Puka Nacua,3.47,2.14,5.0,2023,74
1.0,4:05,4.0,1.0,PHI 22,7.0,0.0,Matthew Stafford pass complete short middle to Cooper Kupp for 12 yards (tackle by Eli Ricks and Reed Blankenship),2.14,4.91,5.0,2023,74
1.0,3:25,1.0,10.0,PHI 10,7.0,0.0,Kyren Williams left end for -1 yards (tackle by Nicholas Morrow),4.91,4.02,5.0,2023,74
1.0,2:46,2.0,11.0,PHI 11,7.0,0.0,Matthew Stafford pass complete short right to Cooper Kupp for 8 yards (tackle by Darius Slay),4.02,4.72,5.0,2023,74
1.0,2:04,3.0,3.0,PHI 3,7.0,6.0,"Matthew Stafford pass complete short left to Tutu Atwell for 3 yards, touchdown",4.72,7.0,5.0,2023,74
1.0,2:01,,,PHI 15,7.0,7.0,Brett Maher kicks extra point good,0.0,0.0,5.0,2023,74
1.0,2:01,,,LAR 35,7.0,7.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,74
1.0,2:01,1.0,10.0,PHI 25,7.0,7.0,D'Andre Swift right end for -2 yards (tackle by Ernest Jones),0.61,-0.21,5.0,2023,74
1.0,1:19,2.0,12.0,PHI 23,7.0,7.0,Jalen Hurts pass complete short left to Dallas Goedert for 7 yards (tackle by Ernest Jones),-0.21,0.04,5.0,2023,74
1.0,0:35,3.0,5.0,PHI 30,7.0,7.0,Jalen Hurts pass complete short left to A.J. Brown for 10 yards (tackle by Christian Rozeboom and Cobie Durant),0.04,1.6,5.0,2023,74
1.0,0:02,1.0,10.0,PHI 40,7.0,7.0,Kenneth Gainwell up the middle for 1 yard (tackle by Jonah Williams),1.6,1.19,5.0,2023,74
2.0,15:00,2.0,9.0,PHI 41,7.0,7.0,Jalen Hurts pass incomplete short left intended for DeVonta Smith,1.19,0.5,5.0,2023,74
2.0,14:56,3.0,9.0,PHI 41,7.0,7.0,Jalen Hurts scrambles right end for 9 yards (tackle by Jordan Fuller and Cobie Durant),0.5,2.26,5.0,2023,74
2.0,14:08,1.0,10.0,PHI 50,7.0,7.0,Jalen Hurts pass incomplete deep right intended for A.J. Brown (defended by Jordan Fuller),2.26,1.71,5.0,2023,74
2.0,14:00,2.0,10.0,PHI 50,7.0,7.0,Jalen Hurts pass incomplete short left,1.71,1.03,5.0,2023,74
2.0,13:53,3.0,10.0,PHI 50,7.0,7.0,Jalen Hurts pass incomplete deep right intended for Quez Watkins,1.03,-0.06,5.0,2023,74
2.0,13:48,4.0,10.0,PHI 50,7.0,7.0,"Braden Mann punts 41 yards, fair catch by Austin Trammell at LA-9",-0.06,0.38,5.0,2023,74
2.0,13:41,1.0,10.0,LAR 9,7.0,7.0,Kyren Williams up the middle for 2 yards (tackle by Zach Cunningham and Milton Williams),-0.38,-0.63,5.0,2023,74
2.0,13:04,2.0,8.0,LAR 11,7.0,7.0,Matthew Stafford pass complete short left to Kyren Williams for 7 yards (tackle by Reed Blankenship),-0.63,-0.37,5.0,2023,74
2.0,12:29,3.0,1.0,LAR 18,7.0,7.0,Kyren Williams up the middle for 6 yards (tackle by Reed Blankenship),-0.37,0.54,5.0,2023,74
2.0,11:47,1.0,10.0,LAR 24,7.0,7.0,Kyren Williams left end for 3 yards (tackle by Zach Cunningham and James Bradberry),0.54,0.4,5.0,2023,74
2.0,11:04,2.0,7.0,LAR 27,7.0,7.0,Matthew Stafford pass incomplete short left intended for Cooper Kupp,0.4,-0.3,5.0,2023,74
2.0,11:00,3.0,7.0,LAR 27,7.0,7.0,Matthew Stafford pass incomplete short right intended for Puka Nacua,-0.3,-1.57,5.0,2023,74
2.0,10:55,4.0,7.0,LAR 27,7.0,7.0,"Ethan Evans punts 65 yards, returned by Britain Covey for 20 yards (tackle by Jake Hummel)",-1.57,-0.81,5.0,2023,74
2.0,10:39,1.0,10.0,PHI 28,7.0,7.0,Jalen Hurts pass complete short right to D'Andre Swift for 4 yards (tackle by Quentin Lake and Jordan Fuller),0.81,0.8,5.0,2023,74
2.0,10:00,2.0,6.0,PHI 32,7.0,7.0,Jalen Hurts pass incomplete short right intended for Dallas Goedert,0.8,0.1,5.0,2023,74
2.0,9:55,3.0,6.0,PHI 32,7.0,7.0,Jalen Hurts pass complete short right to Kenneth Gainwell for 7 yards (tackle by Kobie Turner),0.1,1.53,5.0,2023,74
2.0,9:16,1.0,10.0,PHI 39,7.0,7.0,Kenneth Gainwell right tackle for 2 yards (tackle by Aaron Donald and Jordan Fuller),1.53,1.26,5.0,2023,74
2.0,8:37,2.0,8.0,PHI 41,7.0,7.0,Jalen Hurts pass complete short right to A.J. Brown for 12 yards (tackle by Ahkello Witherspoon),1.26,2.46,5.0,2023,74
2.0,8:09,1.0,10.0,LAR 47,7.0,7.0,Jalen Hurts sacked by Zach VanValkenburg for -8 yards,2.46,0.83,5.0,2023,74
2.0,7:23,2.0,18.0,PHI 45,7.0,7.0,Jalen Hurts pass complete short middle to D'Andre Swift for 9 yards (tackle by Christian Rozeboom and Ernest Jones),0.83,1.35,5.0,2023,74
2.0,6:38,3.0,9.0,LAR 46,7.0,7.0,Jalen Hurts up the middle for 12 yards (tackle by Cobie Durant),1.35,3.31,5.0,2023,74
2.0,5:56,1.0,10.0,LAR 34,7.0,7.0,Jalen Hurts pass complete short left to Jack Stoll for 4 yards (tackle by Michael Hoecht),3.31,3.31,5.0,2023,74
2.0,5:21,2.0,6.0,LAR 30,7.0,7.0,Jalen Hurts left end for 5 yards (tackle by Ernest Jones),3.31,3.27,5.0,2023,74
2.0,4:53,3.0,1.0,LAR 25,7.0,7.0,Jalen Hurts up the middle for 2 yards (tackle by Bobby Brown),3.27,4.04,5.0,2023,74
2.0,4:18,1.0,10.0,LAR 23,7.0,7.0,D'Andre Swift up the middle for 3 yards (tackle by Larrell Murchison),4.04,3.9,5.0,2023,74
2.0,3:36,2.0,7.0,LAR 20,7.0,7.0,Jalen Hurts pass complete short right to D'Andre Swift for 5 yards (tackle by Christian Rozeboom),3.9,4.05,5.0,2023,74
2.0,3:00,3.0,2.0,LAR 15,7.0,7.0,Jalen Hurts pass complete short left to Quez Watkins for -1 yards (tackle by Derion Kendrick),4.05,2.48,5.0,2023,74
2.0,2:19,4.0,3.0,LAR 16,10.0,7.0,Jake Elliott 34 yard field goal good,2.48,3.0,5.0,2023,74
2.0,2:15,,,PHI 35,10.0,7.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,74
2.0,2:15,1.0,10.0,LAR 25,10.0,7.0,Matthew Stafford pass complete short right to Tyler Higbee for 8 yards (tackle by Kentavius Street),0.61,1.14,5.0,2023,74
2.0,2:00,2.0,2.0,LAR 33,10.0,7.0,Matthew Stafford pass complete short left to Puka Nacua for 6 yards (tackle by Josh Sweat),1.14,1.53,5.0,2023,74
2.0,1:39,1.0,10.0,LAR 39,10.0,7.0,Matthew Stafford pass complete deep left to Cooper Kupp for 39 yards (tackle by Darius Slay),1.53,4.11,5.0,2023,74
2.0,1:29,1.0,10.0,PHI 22,10.0,7.0,Ronnie Rivers right end for 1 yard (tackle by Nicholas Morrow),4.11,3.7,5.0,2023,74
2.0,0:46,2.0,9.0,PHI 21,10.0,7.0,Matthew Stafford sacked by Jalen Carter for -1 yards,3.7,2.87,5.0,2023,74
2.0,0:38,,,,,,Timeout #1 by Los Angeles Rams,,,5.0,2023,74
2.0,0:38,3.0,10.0,PHI 22,10.0,13.0,"Matthew Stafford pass complete deep right to Puka Nacua for 22 yards, touchdown",2.87,7.0,5.0,2023,74
2.0,0:32,,,PHI 15,10.0,14.0,Brett Maher kicks extra point good,0.0,0.0,5.0,2023,74
2.0,0:32,,,LAR 35,10.0,14.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,74
2.0,0:32,1.0,10.0,PHI 25,10.0,14.0,Jalen Hurts scrambles left end for 9 yards (tackle by Ernest Jones),0.61,1.28,5.0,2023,74
2.0,0:24,,,,,,Timeout #2 by Los Angeles Rams,,,5.0,2023,74
2.0,0:24,2.0,1.0,PHI 34,10.0,14.0,Jalen Hurts pass incomplete short right intended for DeVonta Smith,1.28,0.56,5.0,2023,74
2.0,0:17,3.0,1.0,PHI 34,10.0,14.0,"Jalen Hurts pass complete deep middle to A.J. Brown for 38 yards (tackle by Derion Kendrick). Penalty on Derion Kendrick: Horse Collar Tackle, 14 yards (accepted)",0.56,4.65,5.0,2023,74
2.0,0:07,,,,,,Timeout #1 by Philadelphia Eagles,,,5.0,2023,74
2.0,0:07,1.0,10.0,LAR 14,10.0,14.0,"Jalen Hurts pass incomplete intended for A.J. Brown. Penalty on Derion Kendrick: Defensive Pass Interference, 13 yards (accepted) (no play)",4.65,6.97,5.0,2023,74
2.0,0:02,,,,,,Timeout #3 by Los Angeles Rams,,,5.0,2023,74
2.0,0:02,1.0,1.0,LAR 1,16.0,14.0,"Jalen Hurts up the middle for 1 yard, touchdown",6.97,7.0,5.0,2023,74
2.0,0:00,,,LAR 15,17.0,14.0,Jake Elliott kicks extra point good,0.0,0.0,5.0,2023,74
3.0,15:00,,,PHI 35,17.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,74
3.0,15:00,1.0,10.0,LAR 25,17.0,14.0,"Matthew Stafford pass complete short middle to Ronnie Rivers for no gain. Penalty on Steve Avila: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.61,0.28,5.0,2023,74
3.0,14:34,1.0,15.0,LAR 20,17.0,14.0,Matthew Stafford sacked by Jalen Carter for -11 yards,0.28,-1.95,5.0,2023,74
3.0,13:58,2.0,26.0,LAR 9,17.0,14.0,Matthew Stafford pass incomplete short middle intended for Puka Nacua,-1.95,-3.29,5.0,2023,74
3.0,13:52,3.0,26.0,LAR 9,17.0,14.0,Kyren Williams up the middle for 11 yards (tackle by James Bradberry),-3.29,-2.03,5.0,2023,74
3.0,13:52,4.0,15.0,LAR 20,17.0,14.0,"Penalty on Zach Cunningham: Face Mask (15 Yards), 15 yards (accepted)",-2.03,1.27,5.0,2023,74
3.0,13:25,1.0,10.0,LAR 35,17.0,14.0,Matthew Stafford pass complete deep left to Puka Nacua for 17 yards (tackle by Reed Blankenship),1.27,2.39,5.0,2023,74
3.0,12:55,1.0,10.0,PHI 48,17.0,14.0,Kyren Williams up the middle for 3 yards (tackle by Nolan Smith and Zach Cunningham),2.39,2.25,5.0,2023,74
3.0,12:08,2.0,7.0,PHI 45,17.0,14.0,Matthew Stafford pass complete short right to Kyren Williams for -3 yards (tackle by Nicholas Morrow and Jordan Davis),2.25,1.16,5.0,2023,74
3.0,11:19,3.0,10.0,PHI 48,17.0,14.0,"Matthew Stafford pass incomplete short left. Penalty on Matthew Stafford: Intentional Grounding, 11 yards (accepted)",1.16,-0.65,5.0,2023,74
3.0,11:19,4.0,21.0,LAR 41,17.0,14.0,Ethan Evans punts 54 yards out of bounds,-0.65,0.38,5.0,2023,74
3.0,11:09,1.0,10.0,PHI 5,17.0,14.0,Jalen Hurts pass incomplete deep left,-0.38,-0.78,5.0,2023,74
3.0,11:03,2.0,10.0,PHI 5,17.0,14.0,Jalen Hurts pass complete short left to D'Andre Swift for 8 yards (tackle by Derion Kendrick),-0.78,-0.48,5.0,2023,74
3.0,10:20,,,,,,Timeout #1 by Philadelphia Eagles,,,5.0,2023,74
3.0,10:20,3.0,2.0,PHI 13,17.0,14.0,Jalen Hurts pass complete short left to D'Andre Swift for 7 yards (tackle by Derion Kendrick),-0.48,0.28,5.0,2023,74
3.0,9:49,1.0,10.0,PHI 20,17.0,14.0,Jalen Hurts pass complete deep left to Dallas Goedert for 49 yards (tackle by Russ Yeast),0.28,3.51,5.0,2023,74
3.0,9:11,1.0,10.0,LAR 31,17.0,14.0,D'Andre Swift up the middle for 1 yard (tackle by Kobie Turner and Ernest Jones),3.51,3.1,5.0,2023,74
3.0,8:29,2.0,9.0,LAR 30,17.0,14.0,Jalen Hurts pass complete short right to Dallas Goedert for 10 yards (tackle by Christian Rozeboom),3.1,4.24,5.0,2023,74
3.0,7:40,1.0,10.0,LAR 20,17.0,14.0,Jalen Hurts pass deep right intended for A.J. Brown is intercepted by Ahkello Witherspoon in end zone and returned for no gain,4.24,-0.28,5.0,2023,74
3.0,7:36,1.0,10.0,LAR 20,17.0,14.0,Kyren Williams right tackle for 7 yards (tackle by Justin Evans),0.28,0.68,5.0,2023,74
3.0,7:05,2.0,3.0,LAR 27,17.0,14.0,"Matthew Stafford pass complete short middle to Puka Nacua for 15 yards (tackle by Reed Blankenship). Penalty on Reed Blankenship: Horse Collar Tackle, 15 yards (accepted)",0.68,2.72,5.0,2023,74
3.0,6:41,1.0,10.0,PHI 43,17.0,14.0,Matthew Stafford pass incomplete short middle intended for Ben Skowronek (defended by James Bradberry),2.72,2.18,5.0,2023,74
3.0,6:36,2.0,10.0,PHI 43,17.0,14.0,Matthew Stafford pass incomplete deep left,2.18,1.49,5.0,2023,74
3.0,6:30,3.0,10.0,PHI 43,17.0,14.0,"Matthew Stafford pass complete short left to Puka Nacua for -9 yards. Puka Nacua fumbles (forced by Josh Sweat), recovered by Cooper Kupp at LA-48",1.49,-0.19,5.0,2023,74
3.0,5:41,4.0,19.0,LAR 48,17.0,14.0,"Ethan Evans punts 43 yards, fair catch by Britain Covey at PHI-9",-0.19,0.38,5.0,2023,74
3.0,5:38,1.0,10.0,PHI 9,17.0,14.0,D'Andre Swift up the middle for 8 yards (tackle by Derion Kendrick),-0.38,-0.02,5.0,2023,74
3.0,5:12,2.0,2.0,PHI 17,17.0,14.0,D'Andre Swift up the middle for 7 yards (tackle by Jonah Williams),-0.02,0.54,5.0,2023,74
3.0,4:41,1.0,10.0,PHI 24,17.0,14.0,D'Andre Swift up the middle for 3 yards (tackle by Kobie Turner and Michael Hoecht),0.54,0.4,5.0,2023,74
3.0,4:08,2.0,7.0,PHI 27,17.0,14.0,Jalen Hurts pass complete short left to DeVonta Smith for 6 yards (tackle by Derion Kendrick),0.4,0.5,5.0,2023,74
3.0,3:40,3.0,1.0,PHI 33,17.0,14.0,Jalen Hurts up the middle for 2 yards (tackle by Ernest Jones),0.5,1.27,5.0,2023,74
3.0,2:57,1.0,10.0,PHI 35,17.0,14.0,D'Andre Swift up the middle for 3 yards (tackle by Aaron Donald and Zach VanValkenburg),1.27,1.13,5.0,2023,74
3.0,2:19,2.0,7.0,PHI 38,17.0,14.0,Jalen Hurts pass incomplete short right intended for Kenneth Gainwell,1.13,0.43,5.0,2023,74
3.0,2:12,3.0,7.0,PHI 38,17.0,14.0,Jalen Hurts scrambles right end for 17 yards (tackle by Kobie Turner),0.43,2.59,5.0,2023,74
3.0,1:21,1.0,10.0,LAR 45,17.0,14.0,Jalen Hurts pass incomplete short left intended for DeVonta Smith,2.59,2.04,5.0,2023,74
3.0,1:20,2.0,10.0,LAR 45,17.0,14.0,Jalen Hurts pass complete short middle to A.J. Brown for 24 yards (tackle by Ernest Jones and Cobie Durant),2.04,4.17,5.0,2023,74
3.0,0:33,1.0,10.0,LAR 21,17.0,14.0,D'Andre Swift left tackle for 3 yards (tackle by Ernest Jones),4.17,4.04,5.0,2023,74
4.0,15:00,2.0,7.0,LAR 18,17.0,14.0,Jalen Hurts pass complete short left to D'Andre Swift for 5 yards (tackle by Michael Hoecht and Derion Kendrick),4.04,4.24,5.0,2023,74
4.0,14:17,3.0,2.0,LAR 13,17.0,14.0,Kenneth Gainwell up the middle for 2 yards (tackle by Ernest Jones and Kobie Turner),4.24,4.84,5.0,2023,74
4.0,13:36,1.0,10.0,LAR 11,17.0,14.0,Kenneth Gainwell up the middle for 3 yards (tackle by Jordan Fuller and Jonah Williams),4.84,4.7,5.0,2023,74
4.0,12:50,2.0,7.0,LAR 8,17.0,14.0,Jalen Hurts pass incomplete short right,4.7,3.76,5.0,2023,74
4.0,12:41,3.0,7.0,LAR 8,17.0,14.0,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Duke Shelley),3.76,2.96,5.0,2023,74
4.0,12:33,4.0,7.0,LAR 8,20.0,14.0,Jake Elliott 26 yard field goal good,2.96,3.0,5.0,2023,74
4.0,12:29,,,PHI 35,20.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,74
4.0,12:29,1.0,10.0,LAR 25,20.0,14.0,Matthew Stafford pass complete short left to Tutu Atwell for 6 yards (tackle by James Bradberry),0.61,0.87,5.0,2023,74
4.0,11:52,2.0,4.0,LAR 31,20.0,14.0,Kyren Williams up the middle for 3 yards (tackle by Jalen Carter),0.87,0.56,5.0,2023,74
4.0,11:34,3.0,1.0,LAR 34,20.0,14.0,Kyren Williams up the middle for 3 yards (tackle by Nicholas Morrow),0.56,1.4,5.0,2023,74
4.0,10:57,1.0,10.0,LAR 37,20.0,14.0,Matthew Stafford pass incomplete deep middle intended for Tutu Atwell,1.4,0.86,5.0,2023,74
4.0,10:53,2.0,10.0,LAR 37,20.0,14.0,Matthew Stafford pass complete short middle to Cooper Kupp for 5 yards (tackle by Bradley Roby),0.86,0.83,5.0,2023,74
4.0,10:14,3.0,5.0,LAR 42,20.0,14.0,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,0.83,-0.59,5.0,2023,74
4.0,10:07,4.0,5.0,LAR 42,20.0,14.0,"Ethan Evans punts 53 yards, returned by Britain Covey for 15 yards (tackle by Ben Skowronek)",-0.59,-0.28,5.0,2023,74
4.0,9:55,1.0,10.0,PHI 20,20.0,14.0,D'Andre Swift left end for 4 yards (tackle by Bobby Brown),0.28,0.27,5.0,2023,74
4.0,9:17,2.0,6.0,PHI 24,20.0,14.0,Jalen Hurts pass complete deep right to A.J. Brown for 36 yards (tackle by Russ Yeast),0.27,2.92,5.0,2023,74
4.0,8:31,1.0,10.0,LAR 40,20.0,14.0,D'Andre Swift right tackle for -1 yards (tackle by Ernest Jones and Aaron Donald),2.92,2.24,5.0,2023,74
4.0,7:51,2.0,11.0,LAR 41,20.0,14.0,Jalen Hurts pass complete short middle to Dallas Goedert for 6 yards (tackle by Russ Yeast),2.24,2.34,5.0,2023,74
4.0,7:08,,,,,,Timeout #2 by Philadelphia Eagles,,,5.0,2023,74
4.0,7:08,3.0,5.0,LAR 35,20.0,14.0,D'Andre Swift left tackle for 17 yards (tackle by Jordan Fuller and Russ Yeast),2.34,4.37,5.0,2023,74
4.0,6:22,1.0,10.0,LAR 18,20.0,14.0,"Penalty on Jalen Hurts: Delay of Game, 5 yards (accepted) (no play)",4.37,4.04,5.0,2023,74
4.0,6:21,1.0,15.0,LAR 23,20.0,14.0,"D'Andre Swift right tackle for 9 yards (tackle by Jordan Fuller and Byron Young). Penalty on Jonah Williams: Illegal Use of Hands / Defense, 5 yards (accepted)",4.04,5.14,5.0,2023,74
4.0,6:07,1.0,9.0,LAR 9,20.0,14.0,Jalen Hurts right end for -1 yards (tackle by Ernest Jones),5.14,4.19,5.0,2023,74
4.0,5:24,2.0,10.0,LAR 10,20.0,14.0,Kenneth Gainwell right tackle for 2 yards (tackle by Bobby Brown and Jordan Fuller),4.19,3.58,5.0,2023,74
4.0,4:50,,,,,,Timeout #3 by Philadelphia Eagles,,,5.0,2023,74
4.0,4:50,3.0,8.0,LAR 8,20.0,14.0,Jalen Hurts right tackle for no gain (tackle by Jordan Fuller and Aaron Donald),3.58,2.95,5.0,2023,74
4.0,4:10,4.0,8.0,LAR 8,23.0,14.0,Jake Elliott 26 yard field goal good,2.95,3.0,5.0,2023,74
4.0,4:06,,,PHI 35,23.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,74
4.0,4:06,1.0,10.0,LAR 25,23.0,14.0,Matthew Stafford pass incomplete short middle intended for Tutu Atwell,0.61,0.06,5.0,2023,74
4.0,4:02,2.0,10.0,LAR 25,23.0,14.0,Matthew Stafford pass complete short middle to Cooper Kupp for 18 yards (tackle by Justin Evans and Reed Blankenship),0.06,1.8,5.0,2023,74
4.0,3:39,1.0,10.0,LAR 43,23.0,14.0,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,1.8,1.25,5.0,2023,74
4.0,3:32,2.0,10.0,LAR 43,23.0,14.0,Matthew Stafford pass incomplete short right,1.25,0.56,5.0,2023,74
4.0,3:27,3.0,10.0,LAR 43,23.0,14.0,Matthew Stafford sacked by Haason Reddick for -2 yards,0.56,-0.65,5.0,2023,74
4.0,2:50,4.0,12.0,LAR 41,23.0,14.0,Matthew Stafford sacked by Haason Reddick for -13 yards,-0.65,-3.71,5.0,2023,74
4.0,2:46,1.0,10.0,LAR 28,23.0,14.0,D'Andre Swift left end for 6 yards (tackle by Derion Kendrick),3.71,3.98,5.0,2023,74
4.0,2:35,,,,,,Timeout #1 by Los Angeles Rams,,,5.0,2023,74
4.0,2:35,2.0,4.0,LAR 22,23.0,14.0,D'Andre Swift left end for 3 yards (tackle by Jordan Fuller),3.98,3.72,5.0,2023,74
4.0,2:28,,,,,,Timeout #2 by Los Angeles Rams,,,5.0,2023,74
4.0,2:28,3.0,1.0,LAR 19,23.0,14.0,Jalen Hurts right guard for 2 yards (tackle by Jordan Fuller),3.72,4.44,5.0,2023,74
4.0,2:23,,,,,,Timeout #3 by Los Angeles Rams,,,5.0,2023,74
4.0,2:23,1.0,10.0,LAR 17,23.0,14.0,Kenneth Gainwell right tackle for 4 yards (tackle by Michael Hoecht and Jonah Williams),4.44,4.5,5.0,2023,74
4.0,1:50,2.0,6.0,LAR 13,23.0,14.0,"Kenneth Gainwell right end for 3 yards (tackle by Ahkello Witherspoon). Penalty on Landon Dickerson: Offensive Holding, 10 yards (declined)",4.5,4.34,5.0,2023,74
4.0,1:50,3.0,3.0,LAR 10,23.0,14.0,Jalen Hurts up the middle for 1 yard (tackle by Michael Hoecht),4.34,2.95,5.0,2023,74
4.0,1:07,4.0,2.0,LAR 9,23.0,14.0,"Jalen Hurts left guard for 1 yard (tackle by Zach VanValkenburg) Replay Assistant challenged the short of the line to gain ruling, and the play was upheld.",2.95,0.38,5.0,2023,74
4.0,1:01,1.0,10.0,LAR 8,23.0,14.0,Matthew Stafford pass incomplete deep right intended for Puka Nacua,-0.38,-0.78,5.0,2023,74
4.0,0:56,2.0,10.0,LAR 8,23.0,14.0,Matthew Stafford pass incomplete deep left intended for Tutu Atwell,-0.78,-1.42,5.0,2023,74
4.0,0:51,3.0,10.0,LAR 8,23.0,14.0,Kyren Williams up the middle for 5 yards (tackle by Milton Williams and Jalen Carter),-1.42,-2.49,5.0,2023,74
4.0,0:25,4.0,5.0,LAR 13,23.0,14.0,Matthew Stafford pass complete short middle to Tyler Higbee for 12 yards (tackle by Zach Cunningham),-2.49,0.61,5.0,2023,74
4.0,0:00,1.0,10.0,LAR 25,23.0,14.0,Matthew Stafford pass complete short right to Puka Nacua for 14 yards (tackle by Darius Slay),0.61,1.53,5.0,2023,74
