Quarter,Time,Down,ToGo,Location,HOU,ATL,Detail,EPB,EPA,week,year,game_id
1.0,9:28,2.0,7.0,ATL 41,3.0,0.0,Drake London pass complete short left to Jonnu Smith for 22 yards (tackle by Blake Cashman),1.33,3.12,5.0,2023,67
1.0,8:49,1.0,10.0,HOU 37,3.0,0.0,Bijan Robinson right tackle for 13 yards (tackle by Jalen Pitre),3.12,3.97,5.0,2023,67
1.0,8:12,1.0,10.0,HOU 24,3.0,0.0,Tyler Allgeier right tackle for 1 yard (tackle by Khalil Davis),3.97,3.57,5.0,2023,67
1.0,7:34,2.0,9.0,HOU 23,3.0,0.0,Desmond Ridder pass complete short left to Kyle Pitts for 16 yards (tackle by Jalen Pitre),3.57,5.6,5.0,2023,67
1.0,6:53,1.0,7.0,HOU 7,3.0,6.0,"Desmond Ridder left end for 7 yards, touchdown",5.6,7.0,5.0,2023,67
1.0,6:48,,,HOU 15,3.0,7.0,Younghoe Koo kicks extra point good,0.0,0.0,5.0,2023,67
1.0,6:48,,,ATL 35,3.0,7.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,67
1.0,6:48,1.0,10.0,HOU 25,3.0,7.0,Dameon Pierce right guard for 15 yards (tackle by Kaden Elliss),0.61,1.6,5.0,2023,67
1.0,6:10,1.0,10.0,HOU 40,3.0,7.0,Dameon Pierce right end for -6 yards (tackle by Lorenzo Carter),1.6,0.24,5.0,2023,67
1.0,5:28,2.0,16.0,HOU 34,3.0,7.0,C.J. Stroud pass complete short left to Tank Dell for 6 yards (tackle by Kaden Elliss),0.24,0.37,5.0,2023,67
1.0,4:49,3.0,10.0,HOU 40,3.0,7.0,C.J. Stroud pass incomplete short left intended for Devin Singletary,0.37,-0.72,5.0,2023,67
1.0,4:42,4.0,10.0,HOU 40,3.0,7.0,"Cameron Johnston punts 48 yards, returned by Mike Hughes for 10 yards (tackle by Eric Murray)",-0.72,-0.41,5.0,2023,67
1.0,4:32,1.0,10.0,ATL 22,3.0,7.0,Desmond Ridder pass complete deep right to Mack Hollins for 19 yards (tackle by Henry To'oTo'o),0.41,1.66,5.0,2023,67
1.0,3:57,1.0,10.0,ATL 41,3.0,7.0,Bijan Robinson left end for 1 yard (tackle by Sheldon Rankins and Blake Cashman),1.66,1.26,5.0,2023,67
1.0,3:18,2.0,9.0,ATL 42,3.0,7.0,"Penalty on Jonathan Greenard: Encroachment, 5 yards (accepted) (no play)",1.26,1.93,5.0,2023,67
1.0,3:03,2.0,4.0,ATL 47,3.0,7.0,Bijan Robinson right tackle for -1 yards (tackle by Sheldon Rankins),1.93,1.09,5.0,2023,67
1.0,2:27,3.0,5.0,ATL 46,3.0,7.0,Desmond Ridder pass incomplete short middle intended for Jonnu Smith,1.09,-0.32,5.0,2023,67
1.0,2:22,4.0,5.0,ATL 46,3.0,7.0,"Penalty on Tre Flowers: False Start, 5 yards (accepted) (no play)",-0.32,-0.65,5.0,2023,67
1.0,2:22,4.0,10.0,ATL 41,3.0,7.0,"Bradley Pinion punts 43 yards, returned by Robert Woods for 10 yards (tackle by DeMarcco Hellams and Liam McCullough)",-0.65,-0.67,5.0,2023,67
1.0,2:09,1.0,10.0,HOU 26,3.0,7.0,C.J. Stroud pass complete deep middle to Tank Dell for 22 yards (tackle by DeAundre Alford),0.67,2.13,5.0,2023,67
1.0,1:35,1.0,10.0,HOU 48,3.0,7.0,Dameon Pierce left tackle for 2 yards (tackle by Eli Ankou and Zach Harrison),2.13,1.85,5.0,2023,67
1.0,0:58,2.0,8.0,HOU 50,3.0,7.0,C.J. Stroud pass complete short left to Nico Collins for 25 yards (tackle by Nathan Landman),1.85,3.91,5.0,2023,67
1.0,0:21,1.0,10.0,ATL 25,3.0,7.0,Tank Dell right end for -5 yards (tackle by DeAundre Alford),3.91,2.69,5.0,2023,67
2.0,15:00,2.0,15.0,ATL 30,3.0,7.0,C.J. Stroud pass incomplete short left intended for Dalton Schultz,2.69,2.01,5.0,2023,67
2.0,14:56,3.0,15.0,ATL 30,3.0,7.0,C.J. Stroud pass complete short middle to Robert Woods for 5 yards (tackle by DeAundre Alford and Nathan Landman),2.01,1.8,5.0,2023,67
2.0,14:15,4.0,10.0,ATL 25,6.0,7.0,Ka'imi Fairbairn 43 yard field goal good,1.8,3.0,5.0,2023,67
2.0,14:10,,,HOU 35,6.0,7.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,67
2.0,14:10,1.0,10.0,ATL 25,6.0,7.0,"Penalty on Kurt Hinish: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.61,1.34,5.0,2023,67
2.0,14:10,1.0,5.0,ATL 30,6.0,7.0,Tyler Allgeier left end for 1 yard (tackle by Dylan Horton),1.34,0.87,5.0,2023,67
2.0,13:48,2.0,4.0,ATL 31,6.0,7.0,Desmond Ridder pass complete short right to Jonnu Smith for 1 yard (tackle by Blake Cashman),0.87,0.3,5.0,2023,67
2.0,13:10,3.0,3.0,ATL 32,6.0,7.0,Desmond Ridder pass incomplete deep middle intended for Kyle Pitts (defended by Jalen Pitre),0.3,-1.24,5.0,2023,67
2.0,13:04,4.0,3.0,ATL 32,6.0,7.0,"Bradley Pinion punts 38 yards, fair catch by Tank Dell at HOU-30",-1.24,-0.94,5.0,2023,67
2.0,12:58,1.0,10.0,HOU 30,6.0,7.0,C.J. Stroud pass complete short middle to Teagan Quitoriano for 22 yards (tackle by Richie Grant),0.94,2.39,5.0,2023,67
2.0,12:12,1.0,10.0,ATL 48,6.0,7.0,Tank Dell left tackle for 1 yard (tackle by Nathan Landman),2.39,1.98,5.0,2023,67
2.0,11:32,2.0,9.0,ATL 47,6.0,7.0,C.J. Stroud pass incomplete deep right intended for Tank Dell,1.98,1.29,5.0,2023,67
2.0,11:26,3.0,9.0,ATL 47,6.0,7.0,C.J. Stroud pass incomplete short right intended for Robert Woods (defended by DeAundre Alford),1.29,0.13,5.0,2023,67
2.0,11:19,4.0,9.0,ATL 47,6.0,7.0,"Cameron Johnston punts 36 yards, fair catch by Mike Hughes at ATL-11",0.13,0.37,5.0,2023,67
2.0,11:12,1.0,10.0,ATL 11,6.0,7.0,Desmond Ridder pass complete deep right to Keith Smith for 28 yards (tackle by Jimmie Ward),-0.37,1.53,5.0,2023,67
2.0,10:36,1.0,10.0,ATL 39,6.0,7.0,Tyler Allgeier right guard for no gain (tackle by Denzel Perryman and Henry To'oTo'o),1.53,0.99,5.0,2023,67
2.0,10:06,2.0,10.0,ATL 39,6.0,7.0,Desmond Ridder pass complete short left to KhaDarel Hodge for 11 yards (tackle by Jake Hansen and Denzel Perryman),0.99,2.26,5.0,2023,67
2.0,9:31,1.0,10.0,ATL 50,6.0,7.0,"Penalty on Maliek Collins: Encroachment, 5 yards (accepted) (no play)",2.26,2.99,5.0,2023,67
2.0,9:24,1.0,5.0,HOU 45,6.0,7.0,Bijan Robinson left end for 6 yards (tackle by Dylan Horton),2.99,2.98,5.0,2023,67
2.0,8:44,1.0,10.0,HOU 39,6.0,7.0,Bijan Robinson left tackle for -1 yards (tackle by Jonathan Greenard and Jerry Hughes),2.98,2.3,5.0,2023,67
2.0,8:14,2.0,11.0,HOU 40,6.0,7.0,Desmond Ridder pass incomplete short left intended for Tyler Allgeier,2.3,1.62,5.0,2023,67
2.0,8:09,,,,,,Timeout #1 by Houston Texans,,,5.0,2023,67
2.0,8:09,3.0,11.0,HOU 40,6.0,7.0,"Penalty on Kyle Pitts: False Start, 5 yards (accepted) (no play)",1.62,0.96,5.0,2023,67
2.0,8:09,3.0,16.0,HOU 45,6.0,7.0,Desmond Ridder pass incomplete deep left intended for Drake London,0.96,0.27,5.0,2023,67
2.0,8:06,4.0,16.0,HOU 45,6.0,7.0,"Bradley Pinion punts 45 yards, touchback.",0.27,-0.28,5.0,2023,67
2.0,7:57,1.0,10.0,HOU 20,6.0,7.0,Dameon Pierce right guard for 1 yard (tackle by Jessie Bates),0.28,-0.13,5.0,2023,67
2.0,7:25,2.0,9.0,HOU 21,6.0,7.0,C.J. Stroud pass incomplete deep middle intended for Robert Woods,-0.13,-0.82,5.0,2023,67
2.0,7:20,3.0,9.0,HOU 21,6.0,7.0,C.J. Stroud pass complete short left to Dalton Schultz for 4 yards (tackle by Nathan Landman),-0.82,-1.7,5.0,2023,67
2.0,6:43,4.0,5.0,HOU 25,6.0,7.0,Cameron Johnston punts 43 yards out of bounds,-1.7,-1.07,5.0,2023,67
2.0,6:35,1.0,10.0,ATL 32,6.0,7.0,Tyler Allgeier left guard for 2 yards (tackle by Jonathan Greenard and Khalil Davis),1.07,0.8,5.0,2023,67
2.0,6:01,2.0,8.0,ATL 34,6.0,7.0,Desmond Ridder pass complete short right to Cordarrelle Patterson for 7 yards (tackle by Grayland Arnold),0.8,1.03,5.0,2023,67
2.0,5:25,3.0,1.0,ATL 41,6.0,7.0,Tyler Allgeier left guard for 2 yards (tackle by Henry To'oTo'o and Kurt Hinish),1.03,1.8,5.0,2023,67
2.0,4:39,1.0,10.0,ATL 43,6.0,7.0,Tyler Allgeier right tackle for 4 yards (tackle by Jimmie Ward and Will Anderson),1.8,1.79,5.0,2023,67
2.0,4:01,2.0,6.0,ATL 47,6.0,7.0,"Bijan Robinson right end for -2 yards (tackle by Blake Cashman and Jalen Pitre). Penalty on Drew Dalman: Offensive Holding, 10 yards (declined)",1.79,0.83,5.0,2023,67
2.0,3:31,3.0,8.0,ATL 45,6.0,7.0,Desmond Ridder pass complete deep left to Kyle Pitts for 18 yards (tackle by Jalen Pitre),0.83,3.12,5.0,2023,67
2.0,2:49,1.0,10.0,HOU 37,6.0,7.0,"Penalty on Khalil Davis: Encroachment, 5 yards (accepted) (no play)",3.12,3.85,5.0,2023,67
2.0,2:31,1.0,5.0,HOU 32,6.0,7.0,Desmond Ridder pass incomplete deep right intended for Kyle Pitts,3.85,3.25,5.0,2023,67
2.0,2:25,2.0,5.0,HOU 32,6.0,7.0,Tyler Allgeier right tackle for -2 yards (tackle by Maliek Collins),3.25,2.28,5.0,2023,67
2.0,2:00,3.0,7.0,HOU 34,6.0,7.0,Desmond Ridder pass complete short left to Kyle Pitts for 5 yards (tackle by Henry To'oTo'o),2.28,1.6,5.0,2023,67
2.0,1:51,4.0,2.0,HOU 29,6.0,7.0,"Penalty on Drew Dalman: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",1.6,0.33,5.0,2023,67
2.0,1:51,4.0,17.0,HOU 44,6.0,7.0,"Bradley Pinion punts 33 yards, fair catch by Robert Woods at HOU-11",0.33,0.37,5.0,2023,67
2.0,1:45,1.0,10.0,HOU 11,6.0,7.0,C.J. Stroud pass complete short right to Robert Woods for 13 yards (tackle by AJ Terrell and Nathan Landman),-0.37,0.54,5.0,2023,67
2.0,1:31,,,,,,Timeout #1 by Atlanta Falcons,,,5.0,2023,67
2.0,1:31,1.0,10.0,HOU 24,6.0,7.0,C.J. Stroud pass complete short right to Dalton Schultz for 8 yards (tackle by DeAundre Alford and Grady Jarrett),0.54,1.08,5.0,2023,67
2.0,1:08,2.0,2.0,HOU 32,6.0,7.0,C.J. Stroud pass complete short right to Dalton Schultz for 5 yards (tackle by Mike Hughes),1.08,1.4,5.0,2023,67
2.0,0:52,1.0,10.0,HOU 37,6.0,7.0,"C.J. Stroud pass incomplete short left intended for Tank Dell. Penalty on Jeff Okudah: Defensive Holding, 5 yards (accepted) (no play)",1.4,1.73,5.0,2023,67
2.0,0:48,1.0,10.0,HOU 42,6.0,7.0,C.J. Stroud pass incomplete short left intended for Dalton Schultz,1.73,1.19,5.0,2023,67
2.0,0:45,2.0,10.0,HOU 42,6.0,7.0,C.J. Stroud pass incomplete short middle intended for Robert Woods (defended by DeAundre Alford),1.19,0.5,5.0,2023,67
2.0,0:41,3.0,10.0,HOU 42,6.0,7.0,C.J. Stroud pass complete deep right to Tank Dell for 29 yards (tackle by Jeff Okudah),0.5,3.64,5.0,2023,67
2.0,0:29,,,,,,Timeout #2 by Houston Texans,,,5.0,2023,67
2.0,0:29,1.0,10.0,ATL 29,6.0,7.0,C.J. Stroud pass complete short middle to Nico Collins for 7 yards (tackle by DeAundre Alford),3.64,4.05,5.0,2023,67
2.0,0:23,,,,,,Timeout #3 by Houston Texans,,,5.0,2023,67
2.0,0:23,2.0,3.0,ATL 22,6.0,7.0,C.J. Stroud pass complete short middle to Nico Collins for 7 yards (tackle by Kaden Elliss),4.05,4.58,5.0,2023,67
2.0,0:10,1.0,10.0,ATL 15,6.0,7.0,"Penalty on David Onyemata: Defensive Delay of Game, 5 yards (accepted) (no play)",4.58,5.74,5.0,2023,67
2.0,0:10,,,,,,Timeout #2 by Atlanta Falcons,,,5.0,2023,67
2.0,0:10,1.0,5.0,ATL 10,6.0,7.0,C.J. Stroud pass incomplete short middle intended for Robert Woods (defended by Grady Jarrett),5.74,4.84,5.0,2023,67
2.0,0:06,2.0,5.0,ATL 10,9.0,7.0,Ka'imi Fairbairn 28 yard field goal good,4.84,3.0,5.0,2023,67
2.0,0:03,,,HOU 35,9.0,7.0,"Ka'imi Fairbairn kicks off 54 yards, returned by Cordarrelle Patterson for 16 yards (tackle by Mike Boone)",0.0,1.27,5.0,2023,67
3.0,15:00,,,ATL 35,9.0,7.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,67
3.0,15:00,1.0,10.0,HOU 25,9.0,7.0,C.J. Stroud pass complete short right to John Metchie for 14 yards,0.61,1.53,5.0,2023,67
3.0,14:32,1.0,10.0,HOU 39,9.0,7.0,Dameon Pierce left tackle for -1 yards (tackle by Calais Campbell),1.53,0.85,5.0,2023,67
3.0,13:54,2.0,11.0,HOU 38,9.0,7.0,C.J. Stroud pass complete short right to Dalton Schultz for 4 yards (tackle by DeAundre Alford),0.85,0.7,5.0,2023,67
3.0,13:22,3.0,7.0,HOU 42,9.0,7.0,C.J. Stroud pass complete short middle to Dalton Schultz for 12 yards (tackle by Jessie Bates),0.7,2.52,5.0,2023,67
3.0,12:42,1.0,10.0,ATL 46,9.0,7.0,C.J. Stroud pass incomplete short right,2.52,1.98,5.0,2023,67
3.0,12:31,2.0,10.0,ATL 46,9.0,7.0,Dameon Pierce left guard for 2 yards (tackle by Lorenzo Carter),1.98,1.55,5.0,2023,67
3.0,11:55,3.0,8.0,ATL 44,9.0,7.0,C.J. Stroud pass incomplete short left intended for Nico Collins,1.55,0.33,5.0,2023,67
3.0,11:50,4.0,8.0,ATL 44,9.0,7.0,Cameron Johnston punts 27 yards downed by Andrew Beck,0.33,0.06,5.0,2023,67
3.0,11:41,1.0,10.0,ATL 17,9.0,7.0,Desmond Ridder pass incomplete short left intended for Kyle Pitts (defended by Jonathan Greenard),-0.06,-0.58,5.0,2023,67
3.0,11:37,2.0,10.0,ATL 17,9.0,7.0,Bijan Robinson left end for 11 yards (tackle by Jimmie Ward),-0.58,0.81,5.0,2023,67
3.0,11:01,1.0,10.0,ATL 28,9.0,7.0,"Bijan Robinson left end for 1 yard. Bijan Robinson fumbles (forced by Khalil Davis), recovered by Dylan Horton at ATL-30",0.81,-3.58,5.0,2023,67
3.0,10:54,1.0,10.0,ATL 30,9.0,7.0,Dameon Pierce right tackle for 4 yards (tackle by Nathan Landman and Kaden Elliss),3.58,3.57,5.0,2023,67
3.0,10:16,2.0,6.0,ATL 26,9.0,7.0,Dameon Pierce right guard for 2 yards (tackle by Grady Jarrett),3.57,3.14,5.0,2023,67
3.0,9:43,3.0,4.0,ATL 24,9.0,7.0,C.J. Stroud pass incomplete short middle intended for Dalton Schultz,3.14,1.94,5.0,2023,67
3.0,9:39,4.0,4.0,ATL 24,12.0,7.0,Ka'imi Fairbairn 42 yard field goal good,1.94,3.0,5.0,2023,67
3.0,9:35,,,HOU 35,12.0,7.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,67
3.0,9:35,1.0,10.0,ATL 25,12.0,7.0,Desmond Ridder pass complete short right to Jonnu Smith for 18 yards (tackle by Jalen Pitre and Steven Nelson),0.61,1.8,5.0,2023,67
3.0,8:51,1.0,10.0,ATL 43,12.0,7.0,Tyler Allgeier left guard for no gain (tackle by Will Anderson),1.8,1.25,5.0,2023,67
3.0,8:11,2.0,10.0,ATL 43,12.0,7.0,Desmond Ridder pass complete deep left to Kyle Pitts for 20 yards (tackle by Jalen Pitre),1.25,3.12,5.0,2023,67
3.0,7:33,1.0,10.0,HOU 37,12.0,7.0,Bijan Robinson left end for 7 yards (tackle by Denzel Perryman),3.12,3.52,5.0,2023,67
3.0,6:56,2.0,3.0,HOU 30,12.0,7.0,Bijan Robinson right end for 2 yards (tackle by Jonathan Greenard and Blake Cashman),3.52,3.07,5.0,2023,67
3.0,6:28,3.0,1.0,HOU 28,12.0,7.0,Tyler Allgeier right tackle for 5 yards (tackle by Blake Cashman),3.07,4.04,5.0,2023,67
3.0,5:43,1.0,10.0,HOU 23,12.0,7.0,"Tyler Allgeier left end for no gain (tackle by Blake Cashman). Penalty on Jake Matthews: Offensive Holding, 10 yards (accepted) (no play)",4.04,3.38,5.0,2023,67
3.0,5:21,1.0,20.0,HOU 33,12.0,7.0,Desmond Ridder pass complete short right to Mack Hollins for 10 yards (tackle by Henry To'oTo'o and Ka'dar Hollman),3.38,3.5,5.0,2023,67
3.0,4:51,2.0,10.0,HOU 23,12.0,7.0,"Desmond Ridder pass complete short left to Jonnu Smith for 10 yards. Jonnu Smith fumbles (forced by Grayland Arnold), recovered by Jalen Pitre at HOU-8 and returned for 22 yards (tackle by Desmond Ridder)",3.5,-0.94,5.0,2023,67
3.0,4:34,1.0,10.0,HOU 30,12.0,7.0,Dameon Pierce left tackle for 4 yards (tackle by Nathan Landman),0.94,0.93,5.0,2023,67
3.0,4:13,2.0,6.0,HOU 34,12.0,7.0,C.J. Stroud pass incomplete short right,0.93,0.23,5.0,2023,67
3.0,4:06,3.0,6.0,HOU 34,12.0,7.0,C.J. Stroud pass incomplete short right intended for Robert Woods (defended by Bud Dupree),0.23,-1.11,5.0,2023,67
3.0,4:01,4.0,6.0,HOU 34,12.0,7.0,"Cameron Johnston punts 40 yards, fair catch by Mike Hughes at ATL-26",-1.11,-0.67,5.0,2023,67
3.0,3:53,1.0,10.0,ATL 26,12.0,7.0,Bijan Robinson left end for 3 yards (tackle by Henry To'oTo'o),0.67,0.54,5.0,2023,67
3.0,3:19,2.0,7.0,ATL 29,12.0,7.0,Desmond Ridder pass complete short middle to Kyle Pitts for 13 yards (tackle by Jimmie Ward),0.54,1.73,5.0,2023,67
3.0,2:39,1.0,10.0,ATL 42,12.0,7.0,Desmond Ridder pass complete short left to Drake London for 4 yards (tackle by Jalen Pitre),1.73,1.73,5.0,2023,67
3.0,2:00,2.0,6.0,ATL 46,12.0,7.0,"Tyler Allgeier left tackle for no gain (tackle by Jerry Hughes). Penalty on Jonnu Smith: Illegal Shift, 5 yards (declined)",1.73,1.03,5.0,2023,67
3.0,1:37,3.0,6.0,ATL 46,12.0,7.0,Desmond Ridder pass complete short right to Drake London for 8 yards (tackle by Henry To'oTo'o),1.03,2.52,5.0,2023,67
3.0,0:59,1.0,10.0,HOU 46,12.0,7.0,Bijan Robinson right end for 2 yards (tackle by Khalil Davis and Henry To'oTo'o),2.52,2.25,5.0,2023,67
3.0,0:20,2.0,8.0,HOU 44,12.0,7.0,Desmond Ridder pass complete short middle to Scott Miller for 7 yards (tackle by Jimmie Ward),2.25,2.48,5.0,2023,67
4.0,15:00,3.0,1.0,HOU 37,12.0,7.0,Tyler Allgeier right tackle for 3 yards (tackle by Blake Cashman and Henry To'oTo'o),2.48,3.31,5.0,2023,67
4.0,14:25,1.0,10.0,HOU 34,12.0,7.0,Tyler Allgeier left end for 7 yards (tackle by Jalen Pitre),3.31,3.72,5.0,2023,67
4.0,14:17,2.0,3.0,HOU 27,12.0,7.0,Tyler Allgeier left tackle for no gain (tackle by Will Anderson and Blake Cashman),3.72,3.01,5.0,2023,67
4.0,13:37,3.0,3.0,HOU 27,12.0,7.0,Desmond Ridder pass complete short right to MyCole Pruitt for 22 yards (tackle by Jalen Pitre and Ka'dar Hollman),3.01,6.06,5.0,2023,67
4.0,12:58,1.0,5.0,HOU 5,12.0,7.0,"KhaDarel Hodge aborted snap, recovered by KhaDarel Hodge at HOU-9 and returned for -1 yards (tackle by Jerry Hughes and Henry To'oTo'o)",6.06,4.95,5.0,2023,67
4.0,12:17,2.0,6.0,HOU 6,12.0,13.0,"Desmond Ridder pass complete short middle to Bijan Robinson for 6 yards, touchdown",4.95,7.0,5.0,2023,67
4.0,12:12,,,HOU 2,12.0,15.0,Two Point Attempt: Desmond Ridder pass complete to to Tyler Allgeier for no gain,1.0,1.0,5.0,2023,67
4.0,12:12,,,ATL 35,12.0,15.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,67
4.0,12:12,1.0,10.0,HOU 25,12.0,15.0,C.J. Stroud pass incomplete deep left intended for Robert Woods (defended by Jessie Bates),0.61,0.06,5.0,2023,67
4.0,12:06,2.0,10.0,HOU 25,12.0,15.0,Dameon Pierce right guard for 8 yards (tackle by David Onyemata),0.06,0.43,5.0,2023,67
4.0,11:26,3.0,2.0,HOU 33,12.0,15.0,C.J. Stroud pass incomplete short right,0.43,-1.18,5.0,2023,67
4.0,11:19,4.0,2.0,HOU 33,12.0,15.0,"Cameron Johnston punts 40 yards, fair catch by Mike Hughes at ATL-27",-1.18,-0.74,5.0,2023,67
4.0,11:12,1.0,10.0,ATL 27,12.0,15.0,Desmond Ridder pass complete deep left to Drake London for 32 yards (tackle by Steven Nelson),0.74,2.85,5.0,2023,67
4.0,10:31,1.0,10.0,HOU 41,12.0,15.0,Tyler Allgeier right end for 12 yards (tackle by Jalen Pitre and Ka'dar Hollman),2.85,3.64,5.0,2023,67
4.0,9:52,1.0,10.0,HOU 29,12.0,15.0,Tyler Allgeier left guard for 2 yards (tackle by Henry To'oTo'o and Jalen Pitre),3.64,3.37,5.0,2023,67
4.0,9:07,2.0,8.0,HOU 27,12.0,15.0,Desmond Ridder pass complete short right to Jonnu Smith for 3 yards (tackle by Jerry Hughes),3.37,3.07,5.0,2023,67
4.0,8:24,3.0,5.0,HOU 24,12.0,15.0,Desmond Ridder pass complete short middle to Kyle Pitts for 11 yards (tackle by Ka'dar Hollman),3.07,4.71,5.0,2023,67
4.0,7:45,1.0,10.0,HOU 13,12.0,15.0,Tyler Allgeier right tackle for -1 yards (tackle by Blake Cashman and Will Anderson),4.71,3.9,5.0,2023,67
4.0,7:07,2.0,11.0,HOU 14,12.0,15.0,Desmond Ridder pass incomplete short right intended for Kyle Pitts (defended by Jimmie Ward),3.9,3.08,5.0,2023,67
4.0,7:04,3.0,11.0,HOU 14,12.0,15.0,Desmond Ridder pass incomplete short right intended for Drake London,3.08,2.51,5.0,2023,67
4.0,7:00,4.0,11.0,HOU 14,12.0,18.0,Younghoe Koo 33 yard field goal good,2.51,3.0,5.0,2023,67
4.0,6:57,,,ATL 35,12.0,18.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,67
4.0,6:57,1.0,10.0,HOU 25,12.0,18.0,Dameon Pierce left guard for 13 yards (tackle by Richie Grant and Jeff Okudah),0.61,1.47,5.0,2023,67
4.0,6:25,1.0,10.0,HOU 38,12.0,18.0,Dameon Pierce left guard for 1 yard (tackle by Calais Campbell),1.47,1.06,5.0,2023,67
4.0,5:47,2.0,9.0,HOU 39,12.0,18.0,C.J. Stroud pass complete short left to Dameon Pierce for 16 yards (tackle by Jeff Okudah and Grady Jarrett),1.06,2.59,5.0,2023,67
4.0,5:13,1.0,10.0,ATL 45,12.0,18.0,Dameon Pierce left guard for 5 yards (tackle by Nathan Landman and Kaden Elliss),2.59,2.72,5.0,2023,67
4.0,4:59,2.0,5.0,ATL 40,12.0,18.0,Dameon Pierce right guard for 4 yards (tackle by Arnold Ebiketie),2.72,2.54,5.0,2023,67
4.0,4:30,3.0,1.0,ATL 36,12.0,18.0,C.J. Stroud left guard for 2 yards (tackle by Arnold Ebiketie),2.54,3.31,5.0,2023,67
4.0,4:00,1.0,10.0,ATL 34,12.0,18.0,Dameon Pierce left tackle for 3 yards (tackle by Jeff Okudah and Grady Jarrett),3.31,3.18,5.0,2023,67
4.0,3:20,2.0,7.0,ATL 31,12.0,18.0,C.J. Stroud pass complete short left to Robert Woods for 12 yards (tackle by AJ Terrell),3.18,4.31,5.0,2023,67
4.0,2:38,1.0,10.0,ATL 19,12.0,18.0,Dameon Pierce right end for -3 yards (tackle by Richie Grant and Arnold Ebiketie),4.31,3.36,5.0,2023,67
4.0,2:01,2.0,13.0,ATL 22,12.0,18.0,Dameon Pierce right tackle for 4 yards (tackle by David Onyemata),3.36,3.14,5.0,2023,67
4.0,1:54,3.0,9.0,ATL 18,18.0,18.0,"C.J. Stroud pass complete deep middle to Dalton Schultz for 18 yards, touchdown",3.14,7.0,5.0,2023,67
4.0,1:49,,,ATL 15,19.0,18.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,5.0,2023,67
