Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA,week,year,game_id
1.0,10:50,3.0,1.0,WAS 34,7.0,0.0,Brian Robinson left tackle for -1 yards (tackle by Andrew Billings),0.56,-1.18,5.0,2023,65
1.0,9:55,4.0,2.0,WAS 33,7.0,0.0,"Tress Way punts 52 yards, returned by Trent Taylor for 11 yards (tackle by Jeremy Reaves)",-1.18,-0.67,5.0,2023,65
1.0,9:51,1.0,10.0,CHI 26,7.0,0.0,Justin Fields right end for 7 yards (tackle by Darrick Forrest),0.67,1.07,5.0,2023,65
1.0,9:17,2.0,3.0,CHI 33,7.0,0.0,Justin Fields pass complete short middle to Robert Tonyan for 7 yards (tackle by Darrick Forrest),1.07,1.6,5.0,2023,65
1.0,9:07,1.0,10.0,CHI 40,7.0,0.0,Justin Fields pass incomplete deep left intended for Darnell Mooney,1.6,1.05,5.0,2023,65
1.0,8:34,2.0,10.0,CHI 40,7.0,0.0,Justin Fields pass complete short right to D.J. Moore for 9 yards (tackle by Montez Sweat),1.05,1.55,5.0,2023,65
1.0,8:05,3.0,1.0,CHI 49,7.0,0.0,Justin Fields up the middle for 1 yard (tackle by Kamren Curl and Jonathan Allen),1.55,2.26,5.0,2023,65
1.0,7:11,1.0,10.0,CHI 50,7.0,0.0,Justin Fields pass complete short left to Robert Tonyan for 3 yards,2.26,2.12,5.0,2023,65
1.0,6:39,2.0,7.0,WAS 47,7.0,0.0,Khalil Herbert right tackle for 34 yards (tackle by Cody Barton),2.12,4.71,5.0,2023,65
1.0,6:08,1.0,10.0,WAS 13,7.0,0.0,Justin Fields pass incomplete short left,4.71,4.05,5.0,2023,65
1.0,5:59,2.0,10.0,WAS 13,7.0,0.0,"Justin Fields pass complete short middle to Cole Kmet for 1 yard. Cole Kmet fumbles (forced by Daron Payne), recovered by Cole Kmet at WAS-12",4.05,3.28,5.0,2023,65
1.0,5:01,3.0,9.0,WAS 12,7.0,0.0,Justin Fields pass complete short left to Cole Kmet for 8 yards (tackle by Cody Barton),3.28,3.04,5.0,2023,65
1.0,4:20,4.0,1.0,WAS 4,10.0,0.0,Cairo Santos 22 yard field goal good,3.04,3.0,5.0,2023,65
1.0,4:18,,,CHI 35,10.0,0.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
1.0,4:18,1.0,10.0,WAS 25,10.0,0.0,Sam Howell scrambles left tackle for 3 yards (tackle by Jack Sanborn),0.61,0.6,5.0,2023,65
1.0,3:41,2.0,6.0,WAS 29,10.0,0.0,"Penalty on Byron Pringle: False Start, 5 yards (accepted) (no play)",0.6,-0.21,5.0,2023,65
1.0,3:12,2.0,12.0,WAS 23,10.0,0.0,Brian Robinson left end for 1 yard (tackle by DeMarcus Walker and Yannick Ngakoue),-0.21,-0.76,5.0,2023,65
1.0,2:22,3.0,11.0,WAS 24,10.0,0.0,Sam Howell sacked by T.J. Edwards for no gain,-0.76,-1.77,5.0,2023,65
1.0,2:05,4.0,11.0,WAS 24,10.0,0.0,"Tress Way punts 51 yards, returned by Trent Taylor for 6 yards (tackle by Percy Butler)",-1.77,-1.0,5.0,2023,65
1.0,1:52,1.0,10.0,CHI 31,10.0,0.0,Justin Fields pass complete short right to D.J. Moore for 39 yards (tackle by Benjamin St-Juste),1.0,3.58,5.0,2023,65
1.0,1:36,1.0,10.0,WAS 30,10.0,0.0,Roschon Johnson left guard for 5 yards (tackle by Benjamin St-Juste),3.58,3.71,5.0,2023,65
1.0,0:47,2.0,5.0,WAS 25,10.0,0.0,Roschon Johnson left end for 10 yards (tackle by Darrick Forrest and Kendall Fuller),3.71,4.58,5.0,2023,65
1.0,0:06,1.0,10.0,WAS 15,10.0,0.0,Justin Fields pass incomplete short left,4.58,3.95,5.0,2023,65
2.0,15:00,2.0,10.0,WAS 15,10.0,0.0,Roschon Johnson right end for 4 yards (tackle by Chase Young),3.95,3.78,5.0,2023,65
2.0,14:20,3.0,6.0,WAS 11,16.0,0.0,"Justin Fields pass complete short left to D.J. Moore for 11 yards, touchdown",3.78,7.0,5.0,2023,65
2.0,14:15,,,WAS 15,17.0,0.0,Cairo Santos kicks extra point good,0.0,0.0,5.0,2023,65
2.0,14:15,,,CHI 35,17.0,0.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
2.0,14:15,1.0,10.0,WAS 25,17.0,0.0,Brian Robinson right end for 2 yards (tackle by Zacch Pickens and Terell Smith),0.61,0.33,5.0,2023,65
2.0,13:37,2.0,8.0,WAS 27,17.0,0.0,Sam Howell pass complete short right to Curtis Samuel for 6 yards (tackle by Greg Stroman),0.33,0.43,5.0,2023,65
2.0,12:56,3.0,2.0,WAS 33,17.0,0.0,Sam Howell pass complete short left to Logan Thomas for 3 yards (tackle by Jack Sanborn),0.43,1.33,5.0,2023,65
2.0,12:13,1.0,10.0,WAS 36,17.0,0.0,Sam Howell pass complete short right to Jahan Dotson for 9 yards (tackle by Terell Smith),1.33,2.01,5.0,2023,65
2.0,11:34,2.0,1.0,WAS 45,17.0,0.0,Brian Robinson left guard for 2 yards (tackle by Gervon Dexter and Tremaine Edmunds),2.01,2.06,5.0,2023,65
2.0,10:55,1.0,10.0,WAS 47,17.0,0.0,Sam Howell pass complete short left to Terry McLaurin for 3 yards (tackle by Terell Smith),2.06,1.92,5.0,2023,65
2.0,10:24,2.0,7.0,WAS 50,17.0,0.0,Sam Howell pass complete short middle to Logan Thomas for 11 yards (tackle by Greg Stroman and T.J. Edwards),1.92,2.98,5.0,2023,65
2.0,9:41,1.0,10.0,CHI 39,17.0,0.0,Sam Howell pass incomplete deep middle intended for Dyami Brown,2.98,2.44,5.0,2023,65
2.0,9:28,2.0,10.0,CHI 39,17.0,0.0,Brian Robinson left tackle for 1 yard (tackle by Andrew Billings),2.44,1.88,5.0,2023,65
2.0,8:50,3.0,9.0,CHI 38,17.0,0.0,"Sam Howell pass incomplete deep middle intended for Jahan Dotson. Penalty on Dominique Robinson: Defensive Offside, 5 yards (accepted) (no play)",1.88,2.54,5.0,2023,65
2.0,8:40,3.0,4.0,CHI 33,17.0,0.0,"Sam Howell pass incomplete short left intended for Jahan Dotson (defended by Justin Jones) Penalty on WAS: Illegal Shift, 5 yards (declined)",2.54,1.18,5.0,2023,65
2.0,8:37,4.0,4.0,CHI 33,17.0,3.0,Joey Slye 51 yard field goal good,1.18,3.0,5.0,2023,65
2.0,8:33,,,WAS 35,17.0,3.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
2.0,8:33,1.0,10.0,CHI 25,17.0,3.0,Justin Fields left end for 7 yards (tackle by Kamren Curl),0.61,1.01,5.0,2023,65
2.0,8:23,2.0,3.0,CHI 32,17.0,3.0,Justin Fields pass complete deep middle to Cole Kmet for 23 yards (tackle by Cody Barton),1.01,2.59,5.0,2023,65
2.0,7:19,1.0,10.0,WAS 45,17.0,3.0,Khalil Herbert right tackle for 3 yards (tackle by Daron Payne and Percy Butler),2.59,2.45,5.0,2023,65
2.0,6:33,2.0,7.0,WAS 42,17.0,3.0,Justin Fields pass incomplete deep left intended for Darnell Mooney,2.45,1.75,5.0,2023,65
2.0,6:28,3.0,7.0,WAS 42,17.0,3.0,Khalil Herbert right guard for 6 yards (tackle by Kamren Curl),1.75,0.89,5.0,2023,65
2.0,6:03,4.0,1.0,WAS 36,17.0,3.0,Justin Fields up the middle for 1 yard (tackle by Cody Barton and Montez Sweat),0.89,3.25,5.0,2023,65
2.0,5:40,1.0,10.0,WAS 35,17.0,3.0,Justin Fields pass incomplete short left intended for Equanimeous St. Brown,3.25,2.7,5.0,2023,65
2.0,5:23,2.0,10.0,WAS 35,17.0,3.0,Khalil Herbert left tackle for 9 yards (tackle by Cody Barton),2.7,3.2,5.0,2023,65
2.0,4:40,3.0,1.0,WAS 26,17.0,3.0,Justin Fields up the middle for 2 yards (tackle by Jamin Davis),3.2,3.97,5.0,2023,65
2.0,4:04,1.0,10.0,WAS 24,17.0,3.0,Justin Fields sacked by and Montez Sweat for no gain and Chase Young for no gain,3.97,3.43,5.0,2023,65
2.0,3:21,2.0,10.0,WAS 24,17.0,3.0,Justin Fields pass complete short right to Cole Kmet for 6 yards (tackle by Kamren Curl),3.43,3.57,5.0,2023,65
2.0,2:36,3.0,4.0,WAS 18,17.0,3.0,Justin Fields pass incomplete deep left intended for Darnell Mooney (defended by Benjamin St-Juste),3.57,2.32,5.0,2023,65
2.0,2:28,4.0,4.0,WAS 18,20.0,3.0,Cairo Santos 36 yard field goal good,2.32,3.0,5.0,2023,65
2.0,2:24,,,CHI 35,20.0,3.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
2.0,2:24,1.0,10.0,WAS 25,20.0,3.0,Sam Howell pass short middle intended for Curtis Samuel is intercepted by Greg Stroman at WAS-36 and returned for no gain (tackle by Curtis Samuel),0.61,-3.18,5.0,2023,65
2.0,2:19,1.0,10.0,WAS 36,20.0,3.0,Justin Fields pass incomplete short left intended for Khalil Herbert (defended by Chase Young),3.18,2.64,5.0,2023,65
2.0,2:15,2.0,10.0,WAS 36,20.0,3.0,Khalil Herbert right tackle for 3 yards (tackle by John Ridgeway and James Smith-Williams),2.64,2.35,5.0,2023,65
2.0,2:00,3.0,7.0,WAS 33,20.0,3.0,Khalil Herbert left guard for 16 yards (tackle by Cody Barton),2.35,4.44,5.0,2023,65
2.0,1:13,1.0,10.0,WAS 17,20.0,3.0,Khalil Herbert left end for 4 yards (tackle by Benjamin St-Juste),4.44,4.5,5.0,2023,65
2.0,1:07,2.0,6.0,WAS 13,20.0,3.0,Justin Fields scrambles left end for 9 yards (tackle by Darrick Forrest),4.5,6.28,5.0,2023,65
2.0,0:27,1.0,4.0,WAS 4,26.0,3.0,"Justin Fields pass complete short middle to Cole Kmet for 4 yards, touchdown",6.28,7.0,5.0,2023,65
2.0,0:24,,,WAS 15,27.0,3.0,Cairo Santos kicks extra point good,0.0,0.0,5.0,2023,65
2.0,0:24,,,CHI 35,27.0,3.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
2.0,0:24,1.0,10.0,WAS 25,27.0,3.0,Sam Howell pass incomplete short right,0.61,0.06,5.0,2023,65
2.0,0:19,2.0,10.0,WAS 25,27.0,3.0,Sam Howell pass complete short right to Antonio Gibson for 1 yard (tackle by Tyrique Stevenson),0.06,-0.49,5.0,2023,65
2.0,0:12,3.0,9.0,WAS 26,27.0,3.0,Sam Howell pass complete short right to Antonio Gibson for 10 yards (tackle by T.J. Edwards and Tyrique Stevenson),-0.49,1.33,5.0,2023,65
2.0,0:03,,,,,,Timeout #1 by Washington Commanders,,,5.0,2023,65
2.0,0:03,1.0,10.0,WAS 36,27.0,3.0,Sam Howell pass complete short right to Logan Thomas for 24 yards (tackle by T.J. Edwards and Tremaine Edmunds),1.33,2.92,5.0,2023,65
3.0,15:00,,,CHI 35,27.0,3.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
3.0,15:00,1.0,10.0,WAS 25,27.0,3.0,Sam Howell pass complete short right to Brian Robinson for 24 yards (tackle by Tyrique Stevenson and DeMarcus Walker),0.61,2.19,5.0,2023,65
3.0,14:13,1.0,10.0,WAS 49,27.0,3.0,Sam Howell pass complete short middle to Brian Robinson for 7 yards (tackle by Tremaine Edmunds and T.J. Edwards),2.19,2.59,5.0,2023,65
3.0,13:37,2.0,3.0,CHI 44,27.0,3.0,Sam Howell pass complete short right to Logan Thomas for 5 yards (tackle by Tyrique Stevenson),2.59,2.98,5.0,2023,65
3.0,13:09,1.0,10.0,CHI 39,27.0,3.0,Sam Howell pass complete short left to Antonio Gibson for 12 yards (tackle by Jack Sanborn),2.98,3.78,5.0,2023,65
3.0,12:13,1.0,10.0,CHI 27,27.0,3.0,"Sam Howell pass incomplete deep left intended for Terry McLaurin. Penalty on Tyrique Stevenson: Defensive Pass Interference, 25 yards (accepted) (no play)",3.78,6.74,5.0,2023,65
3.0,12:06,1.0,2.0,CHI 2,27.0,9.0,"Sam Howell pass complete short right to Logan Thomas for 2 yards, touchdown",6.74,7.0,5.0,2023,65
3.0,12:00,,,CHI 2,27.0,11.0,"Two Point Attempt: Sam Howell rushes, conversion succeeds.",1.0,1.0,5.0,2023,65
3.0,12:00,,,WAS 35,27.0,11.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
3.0,12:00,1.0,10.0,CHI 25,27.0,11.0,Justin Fields up the middle for 1 yard (tackle by Kamren Curl),0.61,0.2,5.0,2023,65
3.0,11:14,2.0,9.0,CHI 26,27.0,11.0,Justin Fields left tackle for 14 yards (tackle by Darrick Forrest),0.2,1.6,5.0,2023,65
3.0,10:41,1.0,10.0,CHI 40,27.0,11.0,Justin Fields pass incomplete short right intended for Khalil Herbert (defended by Montez Sweat),1.6,1.05,5.0,2023,65
3.0,10:33,2.0,10.0,CHI 40,27.0,11.0,Justin Fields pass complete short left to D.J. Moore for 5 yards (tackle by Emmanuel Forbes),1.05,1.03,5.0,2023,65
3.0,9:54,3.0,5.0,CHI 45,27.0,11.0,Justin Fields pass incomplete short left intended for Khalil Herbert,1.03,-0.39,5.0,2023,65
3.0,9:45,4.0,5.0,CHI 45,27.0,11.0,"Trenton Gill punts 45 yards, returned by Jamison Crowder for 20 yards (tackle by Elijah Hicks)",-0.39,-0.94,5.0,2023,65
3.0,9:32,1.0,10.0,WAS 30,27.0,11.0,Sam Howell pass complete short middle to Logan Thomas for 7 yards (tackle by Jaquan Brisker),0.94,1.34,5.0,2023,65
3.0,8:54,2.0,3.0,WAS 37,27.0,11.0,Sam Howell pass complete short right to Logan Thomas for 8 yards. Logan Thomas fumbles (forced by Terell Smith) (tackle by Greg Stroman and Terell Smith),1.34,-2.52,5.0,2023,65
3.0,8:44,1.0,10.0,WAS 46,27.0,11.0,Justin Fields sacked by Jonathan Allen for -5 yards,2.52,1.3,5.0,2023,65
3.0,8:01,2.0,15.0,CHI 49,27.0,11.0,Justin Fields pass incomplete short left,1.3,0.63,5.0,2023,65
3.0,7:54,3.0,15.0,CHI 49,27.0,11.0,"Penalty on Ja'Tyre Carter: False Start, 5 yards (accepted) (no play)",0.63,-0.03,5.0,2023,65
3.0,7:54,3.0,20.0,CHI 44,27.0,11.0,Justin Fields pass incomplete short left,-0.03,-0.46,5.0,2023,65
3.0,7:49,4.0,20.0,CHI 44,27.0,11.0,Trenton Gill punts 39 yards downed by Jack Sanborn,-0.46,0.06,5.0,2023,65
3.0,7:40,1.0,10.0,WAS 17,27.0,11.0,Sam Howell pass complete short right to Brian Robinson for 7 yards (tackle by Jaquan Brisker and Tyrique Stevenson),-0.06,0.48,5.0,2023,65
3.0,7:04,2.0,3.0,WAS 24,27.0,11.0,Sam Howell pass complete deep right to Antonio Gibson for 41 yards (tackle by Elijah Hicks and Jaquan Brisker),0.48,3.25,5.0,2023,65
3.0,6:23,1.0,10.0,CHI 35,27.0,11.0,Sam Howell pass complete short right to Jahan Dotson for 14 yards (tackle by Tyrique Stevenson),3.25,4.17,5.0,2023,65
3.0,5:35,1.0,10.0,CHI 21,27.0,11.0,Sam Howell sacked by Greg Stroman for -9 yards,4.17,2.41,5.0,2023,65
3.0,4:48,2.0,19.0,CHI 30,27.0,11.0,Sam Howell pass complete short right to Jahan Dotson for 7 yards (tackle by T.J. Edwards),2.41,2.68,5.0,2023,65
3.0,4:14,3.0,12.0,CHI 23,27.0,11.0,Sam Howell scrambles right end for 10 yards (tackle by Tremaine Edmunds and Jaquan Brisker),2.68,2.69,5.0,2023,65
3.0,3:20,4.0,2.0,CHI 13,27.0,14.0,Joey Slye 32 yard field goal good,2.69,3.0,5.0,2023,65
3.0,3:17,,,WAS 35,27.0,14.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
3.0,3:17,1.0,10.0,CHI 25,27.0,14.0,Justin Fields right end for 4 yards (tackle by Kendall Fuller),0.61,0.6,5.0,2023,65
3.0,2:34,2.0,6.0,CHI 29,27.0,14.0,Justin Fields left guard for 8 yards (tackle by Jamin Davis),0.6,1.4,5.0,2023,65
3.0,1:49,1.0,10.0,CHI 37,27.0,14.0,Khalil Herbert right tackle for no gain (tackle by Montez Sweat),1.4,0.86,5.0,2023,65
3.0,1:09,2.0,10.0,CHI 37,27.0,14.0,Justin Fields pass complete short right to D.J. Moore for 32 yards (tackle by Darrick Forrest),0.86,3.51,5.0,2023,65
3.0,0:37,1.0,10.0,WAS 31,27.0,14.0,Khari Blasingame left tackle for 3 yards (tackle by Cody Barton and Jonathan Allen),3.51,3.37,5.0,2023,65
4.0,15:00,2.0,7.0,WAS 28,27.0,14.0,Khari Blasingame left tackle for 3 yards (tackle by Jonathan Allen and Daron Payne),3.37,3.07,5.0,2023,65
4.0,14:20,3.0,4.0,WAS 25,27.0,14.0,Justin Fields pass incomplete deep left intended for D.J. Moore,3.07,1.79,5.0,2023,65
4.0,14:13,4.0,5.0,WAS 26,30.0,14.0,Cairo Santos 43 yard field goal good,1.79,3.0,5.0,2023,65
4.0,14:09,,,CHI 35,30.0,14.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
4.0,14:09,1.0,10.0,WAS 25,30.0,14.0,Sam Howell scrambles up the middle for 5 yards (tackle by Yannick Ngakoue and Tremaine Edmunds),0.61,0.74,5.0,2023,65
4.0,13:40,2.0,5.0,WAS 30,30.0,14.0,"Sam Howell pass complete short right to Terry McLaurin for 10 yards (tackle by Terell Smith). Penalty on Tremaine Edmunds: Illegal Contact, 5 yards (declined)",0.74,1.6,5.0,2023,65
4.0,13:34,1.0,10.0,WAS 40,30.0,14.0,Sam Howell pass complete short middle to Byron Pringle for 10 yards (tackle by Jaquan Brisker),1.6,2.26,5.0,2023,65
4.0,13:06,1.0,10.0,CHI 50,30.0,14.0,Sam Howell pass incomplete short right intended for Byron Pringle,2.26,1.71,5.0,2023,65
4.0,13:02,2.0,10.0,CHI 50,30.0,14.0,Sam Howell pass complete short middle to Jamison Crowder for 11 yards (tackle by Greg Stroman),1.71,2.98,5.0,2023,65
4.0,12:12,1.0,10.0,CHI 39,30.0,14.0,Sam Howell pass incomplete short right,2.98,2.44,5.0,2023,65
4.0,12:09,2.0,10.0,CHI 39,30.0,14.0,Sam Howell pass incomplete deep right intended for Logan Thomas (defended by Tyrique Stevenson),2.44,1.75,5.0,2023,65
4.0,12:03,3.0,10.0,CHI 39,30.0,14.0,Sam Howell pass complete short right to Dyami Brown for 11 yards (tackle by Justin Jones and Tyrique Stevenson),1.75,3.71,5.0,2023,65
4.0,11:37,1.0,10.0,CHI 28,30.0,14.0,Sam Howell pass complete deep left to Curtis Samuel for 25 yards (tackle by Terell Smith and Elijah Hicks),3.71,6.51,5.0,2023,65
4.0,11:04,1.0,3.0,CHI 3,30.0,14.0,Sam Howell pass incomplete short right intended for Logan Thomas (defended by Elijah Hicks),6.51,5.53,5.0,2023,65
4.0,10:58,2.0,3.0,CHI 3,30.0,14.0,Sam Howell pass incomplete short middle intended for Dyami Brown,5.53,4.72,5.0,2023,65
4.0,10:55,3.0,3.0,CHI 3,30.0,20.0,"Sam Howell pass complete short right to Curtis Samuel for 3 yards, touchdown",4.72,7.0,5.0,2023,65
4.0,10:51,,,CHI 2,30.0,20.0,"Two Point Attempt: Sam Howell pass incomplete, sacked by",1.0,-1.0,5.0,2023,65
4.0,10:51,,,WAS 35,30.0,20.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
4.0,10:51,1.0,10.0,CHI 25,30.0,20.0,Khari Blasingame left guard for 5 yards (tackle by Jonathan Allen and John Ridgeway),0.61,0.74,5.0,2023,65
4.0,10:10,2.0,5.0,CHI 30,30.0,20.0,Justin Fields right end for 3 yards (tackle by Danny Johnson and Kamren Curl),0.74,0.43,5.0,2023,65
4.0,9:29,3.0,2.0,CHI 33,30.0,20.0,Justin Fields pass incomplete short left intended for D.J. Moore (defended by Benjamin St-Juste),0.43,-1.18,5.0,2023,65
4.0,9:25,4.0,2.0,CHI 33,30.0,20.0,"Trenton Gill punts 47 yards, fair catch by Jamison Crowder at WAS-20",-1.18,-0.28,5.0,2023,65
4.0,9:13,1.0,10.0,WAS 20,30.0,20.0,Sam Howell pass incomplete short left intended for Antonio Gibson (defended by Gervon Dexter),0.28,-0.27,5.0,2023,65
4.0,9:08,2.0,10.0,WAS 20,30.0,20.0,Sam Howell pass complete short middle to Curtis Samuel for 15 yards (tackle by Jaylon Jones),-0.27,1.27,5.0,2023,65
4.0,8:39,1.0,10.0,WAS 35,30.0,20.0,Sam Howell scrambles left end for 1 yard (tackle by Elijah Hicks),1.27,0.86,5.0,2023,65
4.0,7:58,2.0,9.0,WAS 36,30.0,20.0,Sam Howell sacked by Yannick Ngakoue for -4 yards,0.86,-0.36,5.0,2023,65
4.0,7:19,3.0,13.0,WAS 32,30.0,20.0,Sam Howell pass complete short middle to Logan Thomas for 13 yards (tackle by Tremaine Edmunds),-0.36,1.93,5.0,2023,65
4.0,6:45,1.0,10.0,WAS 45,30.0,20.0,Sam Howell pass incomplete deep right intended for Terry McLaurin,1.93,1.38,5.0,2023,65
4.0,6:38,2.0,10.0,WAS 45,30.0,20.0,Sam Howell pass complete deep left to Terry McLaurin for 32 yards (tackle by Greg Stroman and Tyrique Stevenson),1.38,4.04,5.0,2023,65
4.0,6:10,1.0,10.0,CHI 23,30.0,20.0,Sam Howell pass incomplete deep left intended for Jahan Dotson,4.04,3.5,5.0,2023,65
4.0,5:44,2.0,10.0,CHI 23,30.0,20.0,Sam Howell pass complete short left to Brian Robinson for -5 yards (tackle by DeMarcus Walker and Tremaine Edmunds),3.5,2.15,5.0,2023,65
4.0,5:20,3.0,15.0,CHI 28,30.0,20.0,Sam Howell pass incomplete short right intended for Antonio Gibson,2.15,1.59,5.0,2023,65
4.0,5:14,4.0,15.0,CHI 28,30.0,20.0,Joey Slye 46 yard field goal no good,1.59,-1.33,5.0,2023,65
4.0,5:11,1.0,10.0,CHI 36,30.0,20.0,Khari Blasingame left end for 6 yards (tackle by John Ridgeway and James Smith-Williams),1.33,1.6,5.0,2023,65
4.0,4:31,2.0,4.0,CHI 42,30.0,20.0,Khari Blasingame right guard for 2 yards (tackle by Jonathan Allen and Daron Payne),1.6,1.16,5.0,2023,65
4.0,4:18,,,,,,Timeout #1 by Washington Commanders,,,5.0,2023,65
4.0,4:18,3.0,2.0,CHI 44,36.0,20.0,"Justin Fields pass complete short left to D.J. Moore for 56 yards, touchdown",1.16,7.0,5.0,2023,65
4.0,4:09,,,WAS 15,37.0,20.0,Cairo Santos kicks extra point good,0.0,0.0,5.0,2023,65
4.0,4:09,,,CHI 35,37.0,20.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
4.0,4:09,1.0,10.0,WAS 25,37.0,20.0,Sam Howell sacked by DeMarcus Walker for -11 yards,0.61,-1.54,5.0,2023,65
4.0,3:42,2.0,21.0,WAS 14,37.0,20.0,Sam Howell pass complete short right to Curtis Samuel for 8 yards (tackle by Greg Stroman),-1.54,-1.02,5.0,2023,65
4.0,3:21,3.0,13.0,WAS 22,37.0,20.0,Sam Howell sacked by Rasheem Green for -5 yards,-1.02,-2.32,5.0,2023,65
4.0,2:39,4.0,18.0,WAS 17,37.0,20.0,Sam Howell pass complete short right to Cole Turner for 9 yards (tackle by T.J. Edwards and Jaylon Jones),-2.32,-3.84,5.0,2023,65
4.0,2:30,1.0,10.0,WAS 26,37.0,20.0,Khari Blasingame left end for 2 yards (tackle by Jonathan Allen),3.84,3.57,5.0,2023,65
4.0,2:24,,,,,,Timeout #2 by Washington Commanders,,,5.0,2023,65
4.0,2:24,2.0,8.0,WAS 24,37.0,20.0,Khari Blasingame right guard for 3 yards (tackle by Daron Payne and Abdullah Anderson),3.57,3.27,5.0,2023,65
4.0,2:19,,,,,,Timeout #3 by Washington Commanders,,,5.0,2023,65
4.0,2:19,3.0,5.0,WAS 21,37.0,20.0,Khari Blasingame left tackle for 2 yards (tackle by Abdullah Anderson and Jamin Davis),3.27,2.28,5.0,2023,65
4.0,2:00,4.0,3.0,WAS 19,40.0,20.0,Cairo Santos 37 yard field goal good,2.28,3.0,5.0,2023,65
4.0,1:56,,,CHI 35,40.0,20.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,65
4.0,1:56,1.0,10.0,WAS 25,40.0,20.0,Sam Howell pass complete short middle to Curtis Samuel for 8 yards (tackle by Tremaine Edmunds and T.J. Edwards),0.61,1.14,5.0,2023,65
4.0,1:29,2.0,2.0,WAS 33,40.0,20.0,Sam Howell pass complete short left to John Bates for 10 yards (tackle by Tremaine Edmunds and Jaylon Jones),1.14,1.8,5.0,2023,65
4.0,1:10,1.0,10.0,WAS 43,40.0,20.0,Sam Howell pass incomplete short left,1.8,1.25,5.0,2023,65
4.0,1:07,2.0,10.0,WAS 43,40.0,20.0,Sam Howell pass complete short right to Terry McLaurin for 4 yards (tackle by Jaylon Jones),1.25,1.09,5.0,2023,65
4.0,0:47,3.0,6.0,WAS 47,40.0,20.0,Sam Howell pass complete short left to Jamison Crowder for 10 yards (tackle by Jack Sanborn and Joejuan Williams),1.09,2.72,5.0,2023,65
4.0,0:21,1.0,10.0,CHI 43,40.0,20.0,Sam Howell pass complete short middle to John Bates for 9 yards (tackle by Jack Sanborn and T.J. Edwards),2.72,3.39,5.0,2023,65
