Quarter,Time,Down,ToGo,Location,LVR,SEA,Detail,EPB,EPA,week,year,game_id
2,4:02,1.0,10.0,LVR 37,21.0,20.0,Josh Jacobs up the middle for 1 yard (tackle by Michael Jackson and Quinton Jefferson),1.4,0.99,12.0,2022,175
2,3:21,2.0,9.0,LVR 38,21.0,20.0,Derek Carr pass complete short right to Davante Adams for 7 yards (tackle by Ryan Neal),0.99,1.22,12.0,2022,175
2,2:38,3.0,2.0,LVR 45,21.0,20.0,Derek Carr pass complete short right to Davante Adams for 4 yards,1.22,2.19,12.0,2022,175
2,2:00,1.0,10.0,LVR 49,21.0,20.0,Josh Jacobs left tackle for 5 yards (tackle by Boye Mafe and Jordyn Brooks),2.19,2.32,12.0,2022,175
2,1:28,2.0,5.0,SEA 46,21.0,20.0,Derek Carr pass complete short right to Keelan Cole for 3 yards (tackle by Coby Bryant and Michael Jackson),2.32,2.01,12.0,2022,175
2,0:50,3.0,2.0,SEA 43,21.0,20.0,Josh Jacobs left tackle for no gain (tackle by Bruce Irvin),2.01,0.4,12.0,2022,175
2,0:42,,,,,,Timeout #1 by Seattle Seahawks,,,12.0,2022,175
2,0:42,,,,,,Timeout #1 by Las Vegas Raiders,,,12.0,2022,175
2,0:42,4.0,2.0,SEA 43,21.0,20.0,Josh Jacobs left end for 8 yards (tackle by Jordyn Brooks),0.4,3.25,12.0,2022,175
2,0:36,1.0,10.0,SEA 35,21.0,20.0,Derek Carr pass complete short left to Mack Hollins for 2 yards (tackle by Cody Barton),3.25,2.97,12.0,2022,175
2,0:28,,,,,,Timeout #2 by Las Vegas Raiders,,,12.0,2022,175
2,0:28,2.0,8.0,SEA 33,21.0,20.0,Derek Carr pass complete deep middle to Foster Moreau for 17 yards (tackle by Quandre Diggs),2.97,4.51,12.0,2022,175
2,0:21,,,,,,Timeout #3 by Las Vegas Raiders,,,12.0,2022,175
2,0:21,1.0,10.0,SEA 16,21.0,20.0,Derek Carr scrambles right end for 3 yards (tackle by Cody Barton),4.51,4.5,12.0,2022,175
2,0:14,2.0,6.0,SEA 13,21.0,20.0,"Penalty on LVR: Delay of Game, 5 yards (accepted) (no play)",4.5,3.72,12.0,2022,175
2,0:14,2.0,11.0,SEA 18,24.0,20.0,Daniel Carlson 36 yard field goal good,3.72,3.0,12.0,2022,175
2,0:10,,,LVR 35,24.0,20.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,175
2,0:10,1.0,10.0,SEA 25,24.0,20.0,Geno Smith kneels for -1 yards,0.61,-0.07,12.0,2022,175
3,15:00,,,LVR 35,24.0,20.0,"Daniel Carlson kicks off 66 yards, returned by DeeJay Dallas for 26 yards (tackle by Jesper Horsted and Ameer Abdullah)",0.0,0.61,12.0,2022,175
3,14:55,1.0,10.0,SEA 25,24.0,20.0,Kenneth Walker right guard for 5 yards (tackle by Bilal Nichols and Denzel Perryman),0.61,0.74,12.0,2022,175
3,14:17,2.0,5.0,SEA 30,24.0,20.0,Geno Smith pass complete short right to Noah Fant for 4 yards (tackle by Jayon Brown and Denzel Perryman),0.74,0.56,12.0,2022,175
3,13:38,3.0,1.0,SEA 34,24.0,20.0,Geno Smith up the middle for 3 yards (tackle by Andrew Billings),0.56,1.4,12.0,2022,175
3,13:05,1.0,10.0,SEA 37,24.0,20.0,Geno Smith pass complete short middle to Tyler Lockett for 28 yards (tackle by Duron Harmon),1.4,3.25,12.0,2022,175
3,12:30,1.0,10.0,LVR 35,24.0,20.0,Geno Smith pass incomplete short middle intended for Tyler Lockett,3.25,2.7,12.0,2022,175
3,12:25,2.0,10.0,LVR 35,24.0,20.0,Geno Smith pass complete short middle to Marquise Goodwin for 21 yards (tackle by Tyler Hall),2.7,4.65,12.0,2022,175
3,11:55,1.0,10.0,LVR 14,24.0,26.0,"Kenneth Walker left guard for 14 yards, touchdown",4.65,7.0,12.0,2022,175
3,11:46,,,LVR 15,24.0,27.0,Jason Myers kicks extra point good,0.0,0.0,12.0,2022,175
3,11:46,,,SEA 35,24.0,27.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,175
3,11:46,1.0,10.0,LVR 25,24.0,27.0,Derek Carr pass complete short right to Davante Adams for 7 yards (tackle by Jordyn Brooks),0.61,1.01,12.0,2022,175
3,11:04,2.0,3.0,LVR 32,24.0,27.0,Josh Jacobs right guard for 12 yards (tackle by Michael Jackson and Jordyn Brooks),1.01,1.86,12.0,2022,175
3,10:20,1.0,10.0,LVR 44,24.0,27.0,Derek Carr pass incomplete short right intended for Davante Adams (defended by Michael Jackson),1.86,1.32,12.0,2022,175
3,10:14,2.0,10.0,LVR 44,24.0,27.0,"Penalty on Foster Moreau: False Start, 5 yards (accepted) (no play)",1.32,0.64,12.0,2022,175
3,10:14,2.0,15.0,LVR 39,24.0,27.0,Derek Carr pass complete short left to Josh Jacobs for 13 yards (tackle by Quandre Diggs),0.64,1.69,12.0,2022,175
3,9:31,,,,,,Timeout #1 by Seattle Seahawks,,,12.0,2022,175
3,9:31,3.0,2.0,SEA 48,24.0,27.0,Josh Jacobs right end for 4 yards (tackle by Al Woods),1.69,2.65,12.0,2022,175
3,8:49,1.0,10.0,SEA 44,24.0,27.0,Zamir White left guard for 11 yards (tackle by Boye Mafe and Cody Barton),2.65,3.38,12.0,2022,175
3,8:07,1.0,10.0,SEA 33,24.0,27.0,Zamir White up the middle for 17 yards (tackle by Coby Bryant and Michael Jackson),3.38,4.51,12.0,2022,175
3,7:23,1.0,10.0,SEA 16,24.0,27.0,Josh Jacobs up the middle for 2 yards (tackle by Jordyn Brooks),4.51,4.21,12.0,2022,175
3,6:39,2.0,8.0,SEA 14,24.0,27.0,Josh Jacobs right guard for 4 yards (tackle by Cody Barton and Jordyn Brooks),4.21,4.17,12.0,2022,175
3,5:57,3.0,4.0,SEA 10,24.0,27.0,Ameer Abdullah left end for 3 yards (tackle by Quandre Diggs and Tariq Woolen),4.17,3.01,12.0,2022,175
3,5:06,4.0,1.0,SEA 7,27.0,27.0,Daniel Carlson 25 yard field goal good,3.01,3.0,12.0,2022,175
3,5:03,,,LVR 35,27.0,27.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,175
3,5:03,1.0,10.0,SEA 25,27.0,27.0,Geno Smith pass complete short left to D.K. Metcalf for 2 yards (tackle by Jayon Brown and Clelin Ferrell),0.61,0.33,12.0,2022,175
3,4:38,2.0,8.0,SEA 27,27.0,27.0,Kenneth Walker up the middle for -3 yards (tackle by Denzel Perryman),0.33,-0.76,12.0,2022,175
3,4:00,3.0,11.0,SEA 24,27.0,27.0,Geno Smith pass complete short left to D.K. Metcalf for 4 yards (tackle by Roderic Teamer),-0.76,-1.5,12.0,2022,175
3,3:22,4.0,7.0,SEA 28,27.0,27.0,"Michael Dickson punts 44 yards, returned by Keelan Cole for no gain (tackle by Nick Bellore). Penalty on Roderic Teamer: Offensive Holding, 10 yards (accepted)",-1.5,-0.04,12.0,2022,175
3,3:12,1.0,10.0,LVR 18,27.0,27.0,Josh Jacobs left guard for 5 yards (tackle by Al Woods),0.04,0.28,12.0,2022,175
3,2:27,2.0,5.0,LVR 23,27.0,27.0,Derek Carr pass complete short right to Josh Jacobs for 28 yards (tackle by Quandre Diggs),0.28,2.32,12.0,2022,175
3,1:43,1.0,10.0,SEA 49,27.0,27.0,Derek Carr pass incomplete deep right intended for Davante Adams (defended by Shelby Harris),2.32,1.78,12.0,2022,175
3,1:37,2.0,10.0,SEA 49,27.0,27.0,Josh Jacobs right guard for 4 yards (tackle by Poona Ford),1.78,1.62,12.0,2022,175
3,0:56,3.0,6.0,SEA 45,27.0,27.0,Derek Carr pass incomplete short middle intended for Foster Moreau,1.62,0.27,12.0,2022,175
3,0:51,4.0,6.0,SEA 45,27.0,27.0,"Penalty on Trent Sieg: False Start, 5 yards (accepted) (no play)",0.27,-0.06,12.0,2022,175
3,0:51,4.0,11.0,SEA 50,27.0,27.0,"AJ Cole punts 41 yards, fair catch by DeeJay Dallas at SEA-9",-0.06,0.38,12.0,2022,175
3,0:44,1.0,10.0,SEA 9,27.0,27.0,Geno Smith pass complete short right to D.K. Metcalf for 8 yards,-0.38,-0.02,12.0,2022,175
3,0:25,2.0,2.0,SEA 17,27.0,27.0,Geno Smith pass complete short middle to D.K. Metcalf for 8 yards (tackle by Sam Webb),-0.02,0.61,12.0,2022,175
4,15:00,1.0,10.0,SEA 25,27.0,27.0,Geno Smith pass complete to Marquise Goodwin for 21 yards (tackle by Rock Ya-Sin),0.61,1.99,12.0,2022,175
4,14:24,1.0,10.0,SEA 46,27.0,27.0,Kenneth Walker for -13 yards (tackle by Denzel Perryman and Tyler Hall),1.99,-0.31,12.0,2022,175
4,13:44,2.0,23.0,SEA 33,27.0,27.0,Geno Smith pass complete deep left to Travis Homer for 27 yards (tackle by Jayon Brown),-0.31,2.92,12.0,2022,175
4,13:11,1.0,10.0,LVR 40,27.0,27.0,Geno Smith pass complete short left to D.K. Metcalf for 7 yards (tackle by Sam Webb),2.92,3.32,12.0,2022,175
4,12:54,2.0,3.0,LVR 33,27.0,27.0,Travis Homer left guard for 4 yards (tackle by Jayon Brown),3.32,3.64,12.0,2022,175
4,12:19,1.0,10.0,LVR 29,27.0,27.0,Geno Smith pass complete short left to D.K. Metcalf for 6 yards (tackle by Sam Webb),3.64,3.91,12.0,2022,175
4,11:53,2.0,4.0,LVR 23,27.0,27.0,"Geno Smith for -4 yards. Geno Smith fumbles, recovered by Chandler Jones at LV-27",3.91,-0.74,12.0,2022,175
4,11:50,1.0,10.0,LVR 27,27.0,27.0,Josh Jacobs up the middle for 6 yards (tackle by Bryan Mone),0.74,1.01,12.0,2022,175
4,11:14,2.0,4.0,LVR 33,27.0,27.0,Josh Jacobs left guard for 6 yards (tackle by Tariq Woolen),1.01,1.53,12.0,2022,175
4,10:30,1.0,10.0,LVR 39,27.0,27.0,Josh Jacobs right guard for no gain (tackle by Uchenna Nwosu),1.53,0.99,12.0,2022,175
4,9:52,2.0,10.0,LVR 39,27.0,27.0,Derek Carr pass complete short middle to Josh Jacobs for 9 yards (tackle by Cody Barton),0.99,1.49,12.0,2022,175
4,9:27,3.0,1.0,LVR 48,27.0,27.0,Josh Jacobs left tackle for no gain (tackle by Jordyn Brooks and Bruce Irvin),1.49,-0.19,12.0,2022,175
4,9:01,4.0,1.0,LVR 48,27.0,27.0,Josh Jacobs left end for -1 yards (tackle by Cody Barton and Shelby Harris),-0.19,-2.46,12.0,2022,175
4,8:55,1.0,10.0,LVR 47,27.0,27.0,Geno Smith sacked by and Maxx Crosby for -7 yards and Andrew Billings for -7 yards,2.46,0.97,12.0,2022,175
4,8:28,2.0,17.0,SEA 46,27.0,27.0,Geno Smith scrambles up the middle for 18 yards (tackle by Denzel Perryman),0.97,3.18,12.0,2022,175
4,7:56,1.0,10.0,LVR 36,27.0,27.0,Geno Smith pass incomplete short middle intended for Tyler Lockett (defended by Maxx Crosby),3.18,2.64,12.0,2022,175
4,7:52,2.0,10.0,LVR 36,27.0,27.0,Travis Homer right guard for 4 yards (tackle by Kyle Peko),2.64,2.48,12.0,2022,175
4,7:03,3.0,6.0,LVR 32,27.0,27.0,"Geno Smith pass incomplete intended for Tyler Lockett. Penalty on Rock Ya-Sin: Defensive Holding, 5 yards (accepted) (no play)",2.48,3.78,12.0,2022,175
4,7:03,1.0,10.0,LVR 27,27.0,27.0,Kenneth Walker left end for 2 yards (tackle by Denzel Perryman and Luke Masterson),3.78,3.5,12.0,2022,175
4,6:24,2.0,8.0,LVR 25,27.0,27.0,Marquise Goodwin right end for 7 yards (tackle by Roderic Teamer),3.5,3.84,12.0,2022,175
4,5:44,3.0,1.0,LVR 18,27.0,33.0,"Geno Smith pass complete short right to Travis Homer for 18 yards, touchdown",3.84,7.0,12.0,2022,175
4,5:37,,,LVR 15,27.0,34.0,Jason Myers kicks extra point good,0.0,0.0,12.0,2022,175
4,5:37,,,SEA 35,27.0,34.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,175
4,5:37,1.0,10.0,LVR 25,27.0,34.0,Derek Carr pass incomplete deep middle intended for Foster Moreau,0.61,0.06,12.0,2022,175
4,5:33,2.0,10.0,LVR 25,27.0,34.0,Derek Carr pass complete deep right to Davante Adams for 28 yards (tackle by Michael Jackson),0.06,2.46,12.0,2022,175
4,4:55,1.0,10.0,SEA 47,27.0,34.0,Derek Carr pass complete short middle to Josh Jacobs for 14 yards (tackle by Cody Barton),2.46,3.38,12.0,2022,175
4,4:21,1.0,10.0,SEA 33,27.0,34.0,Derek Carr pass incomplete short right intended for Davante Adams (defended by L.J. Collier),3.38,2.84,12.0,2022,175
4,4:18,2.0,10.0,SEA 33,27.0,34.0,Derek Carr pass complete short right to Davante Adams for 11 yards (tackle by Ryan Neal),2.84,4.11,12.0,2022,175
4,4:12,1.0,10.0,SEA 22,27.0,34.0,Derek Carr pass complete short left to Ameer Abdullah for 9 yards (tackle by Jordyn Brooks),4.11,5.06,12.0,2022,175
4,3:40,2.0,1.0,SEA 13,27.0,34.0,Josh Jacobs left end for 3 yards (tackle by Jordyn Brooks and Tariq Woolen),5.06,4.91,12.0,2022,175
4,3:01,1.0,10.0,SEA 10,27.0,34.0,Josh Jacobs right guard for 3 yards (tackle by Al Woods),4.91,4.76,12.0,2022,175
4,2:14,2.0,7.0,SEA 7,27.0,34.0,"Penalty on Jermaine Eluemunor: False Start, 5 yards (accepted) (no play)",4.76,3.86,12.0,2022,175
4,2:14,2.0,12.0,SEA 12,27.0,34.0,Derek Carr pass complete short left to Josh Jacobs for 7 yards (tackle by Coby Bryant and Quandre Diggs),3.86,4.26,12.0,2022,175
4,2:00,3.0,5.0,SEA 5,33.0,34.0,"Derek Carr pass complete short right to Foster Moreau for 5 yards, touchdown",4.26,7.0,12.0,2022,175
4,1:54,,,SEA 15,34.0,34.0,Daniel Carlson kicks extra point good,0.0,0.0,12.0,2022,175
4,1:54,,,LVR 35,34.0,34.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,175
4,1:54,1.0,10.0,SEA 25,34.0,34.0,Geno Smith pass complete short left to DeeJay Dallas for 4 yards (tackle by Jayon Brown and Denzel Perryman),0.61,0.6,12.0,2022,175
4,1:32,2.0,6.0,SEA 29,34.0,34.0,Geno Smith pass complete short right to Marquise Goodwin for 6 yards (tackle by Trevon Moehrig),0.6,1.27,12.0,2022,175
4,1:10,1.0,10.0,SEA 35,34.0,34.0,Geno Smith pass incomplete short middle intended for Tyler Lockett,1.27,0.72,12.0,2022,175
4,1:02,2.0,10.0,SEA 35,34.0,34.0,"Geno Smith pass complete to D.K. Metcalf for 12 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Geno Smith pass incomplete short left intended for D.K. Metcalf",0.72,0.04,12.0,2022,175
4,0:58,3.0,10.0,SEA 35,34.0,34.0,Geno Smith sacked by Maxx Crosby for -5 yards,0.04,-1.37,12.0,2022,175
4,0:48,,,,,,Timeout #1 by Las Vegas Raiders,,,12.0,2022,175
4,0:48,4.0,16.0,SEA 30,34.0,34.0,"Michael Dickson punts 61 yards, recovered by Keelan Cole at LV-9 (tackle by Tre Brown)",-1.37,0.38,12.0,2022,175
4,0:40,1.0,10.0,LVR 9,34.0,34.0,Ameer Abdullah up the middle for 7 yards (tackle by Jordyn Brooks),-0.38,-0.16,12.0,2022,175
4,0:21,2.0,3.0,LVR 16,34.0,34.0,Ameer Abdullah up the middle for 6 yards (tackle by Ryan Neal),-0.16,0.0,12.0,2022,175
