Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA,week,year,game_id
1.0,4:25,2.0,8.0,PHI 35,7.0,13.0,Aaron Rodgers pass incomplete short left intended for Randall Cobb,2.84,2.15,12.0,2022,179
1.0,4:22,3.0,8.0,PHI 35,7.0,13.0,Aaron Rodgers pass complete short left to Aaron Jones for 3 yards (tackle by Josiah Scott and T.J. Edwards),2.15,1.26,12.0,2022,179
1.0,3:37,4.0,5.0,PHI 32,7.0,13.0,"Aaron Rodgers pass complete deep middle to Christian Watson for 21 yards (tackle by C.J. Gardner-Johnson). Penalty on Kyzir White: Defensive Holding, 5 yards (declined)",1.26,4.84,12.0,2022,179
1.0,3:16,1.0,10.0,PHI 11,13.0,13.0,"Aaron Rodgers pass complete short middle to Randall Cobb for 11 yards, touchdown",4.84,7.0,12.0,2022,179
1.0,3:12,,,PHI 15,14.0,13.0,Mason Crosby kicks extra point good,0.0,0.0,12.0,2022,179
1.0,3:09,,,GNB 35,14.0,13.0,"Mason Crosby kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,179
1.0,3:09,1.0,10.0,PHI 25,14.0,13.0,Miles Sanders right end for -1 yards (tackle by Preston Smith),0.61,-0.07,12.0,2022,179
1.0,2:32,2.0,11.0,PHI 24,14.0,13.0,Jalen Hurts pass complete short right to A.J. Brown for 23 yards (tackle by Rasul Douglas),-0.07,2.06,12.0,2022,179
1.0,2:02,1.0,10.0,PHI 47,14.0,13.0,Jalen Hurts pass complete short right to Miles Sanders for 4 yards (tackle by Quay Walker),2.06,2.06,12.0,2022,179
1.0,1:35,2.0,6.0,GNB 49,14.0,13.0,Miles Sanders left guard for 4 yards (tackle by Krys Barnes and Jarran Reed),2.06,1.88,12.0,2022,179
1.0,0:53,3.0,2.0,GNB 45,14.0,13.0,Jalen Hurts scrambles right end for 42 yards (tackle by Rasul Douglas),1.88,6.51,12.0,2022,179
1.0,0:13,,,,,,Timeout #1 by Philadelphia Eagles,,,12.0,2022,179
1.0,0:13,1.0,3.0,GNB 3,14.0,13.0,Jalen Hurts right end for 1 yard (tackle by Rudy Ford and Kingsley Enagbare),6.51,5.72,12.0,2022,179
2.0,15:00,2.0,2.0,GNB 2,14.0,19.0,"Miles Sanders right guard for 2 yards, touchdown",5.72,7.0,12.0,2022,179
2.0,14:54,,,GNB 15,14.0,20.0,Jake Elliott kicks extra point good,0.0,0.0,12.0,2022,179
2.0,14:54,,,PHI 35,14.0,20.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,179
2.0,14:54,1.0,10.0,GNB 25,14.0,20.0,AJ Dillon left end for 4 yards (tackle by Milton Williams and Linval Joseph),0.61,0.6,12.0,2022,179
2.0,14:10,2.0,6.0,GNB 29,14.0,20.0,AJ Dillon right end for 12 yards (tackle by T.J. Edwards),0.6,1.66,12.0,2022,179
2.0,13:26,1.0,10.0,GNB 41,14.0,20.0,Aaron Rodgers pass complete short middle to Robert Tonyan for 17 yards (tackle by Reed Blankenship),1.66,2.79,12.0,2022,179
2.0,12:42,1.0,10.0,PHI 42,14.0,20.0,AJ Dillon right end for 6 yards (tackle by Haason Reddick and T.J. Edwards),2.79,3.05,12.0,2022,179
2.0,12:04,2.0,4.0,PHI 36,14.0,20.0,Aaron Rodgers pass complete short left to AJ Dillon for 8 yards (tackle by Reed Blankenship and James Bradberry),3.05,3.71,12.0,2022,179
2.0,11:20,1.0,10.0,PHI 28,14.0,20.0,Aaron Rodgers pass short middle intended for Tyler Davis is intercepted by Reed Blankenship at PHI-18 and returned for 4 yards (tackle by Robert Tonyan),3.71,-0.41,12.0,2022,179
2.0,11:12,1.0,10.0,PHI 22,14.0,20.0,Jalen Hurts pass complete deep left to DeVonta Smith for 17 yards (tackle by Jaire Alexander),0.41,1.53,12.0,2022,179
2.0,10:42,1.0,10.0,PHI 39,14.0,20.0,Miles Sanders left tackle for 5 yards (tackle by Tedarrell Slaton and Dean Lowry),1.53,1.66,12.0,2022,179
2.0,10:06,2.0,5.0,PHI 44,14.0,20.0,"Jalen Hurts for 17 yards (tackle by Rudy Ford). Penalty on Adrian Amos: Low Block, 15 yards (accepted)",1.66,3.97,12.0,2022,179
2.0,9:43,1.0,10.0,GNB 24,14.0,20.0,Jalen Hurts scrambles right end for 2 yards (tackle by Kingsley Enagbare and Quay Walker),3.97,3.7,12.0,2022,179
2.0,9:02,2.0,8.0,GNB 22,14.0,20.0,"Jalen Hurts pass incomplete deep right. Penalty on Isaac Seumalo: Ineligible Downfield Pass, 5 yards (declined)",3.7,3.01,12.0,2022,179
2.0,8:56,3.0,8.0,GNB 22,14.0,20.0,"Jalen Hurts pass complete short left to A.J. Brown for -2 yards. A.J. Brown fumbles (forced by Rudy Ford), recovered by Quay Walker at GB-24 and returned for 63 yards (tackle by Jalen Hurts)",3.01,-4.71,12.0,2022,179
2.0,8:38,1.0,10.0,PHI 13,14.0,20.0,"Aaron Jones left end for 3 yards, touchdown. Penalty on Elgton Jenkins: Offensive Holding, 10 yards (accepted)",4.71,4.24,12.0,2022,179
2.0,8:32,1.0,17.0,PHI 20,14.0,20.0,Aaron Rodgers pass complete short left to Robert Tonyan for -3 yards (tackle by James Bradberry),4.24,2.81,12.0,2022,179
2.0,7:50,2.0,20.0,PHI 23,20.0,20.0,"Aaron Rodgers pass complete deep middle to Aaron Jones for 23 yards, touchdown",2.81,7.0,12.0,2022,179
2.0,7:41,,,PHI 15,20.0,20.0,Mason Crosby kicks extra point no good,0.0,-1.0,12.0,2022,179
2.0,7:41,,,GNB 35,20.0,20.0,"Mason Crosby kicks off 61 yards, returned by Boston Scott for 24 yards (tackle by Tariq Carpenter)",0.0,0.81,12.0,2022,179
2.0,7:37,1.0,10.0,PHI 28,20.0,20.0,Jalen Hurts pass complete short left to Miles Sanders for 7 yards (tackle by Krys Barnes and Quay Walker),0.81,1.21,12.0,2022,179
2.0,6:50,2.0,3.0,PHI 35,20.0,20.0,Jalen Hurts sacked by Justin Hollins for -5 yards,1.21,-0.16,12.0,2022,179
2.0,6:02,3.0,8.0,PHI 30,20.0,20.0,Jalen Hurts pass incomplete short right,-0.16,-1.37,12.0,2022,179
2.0,5:55,4.0,8.0,PHI 30,20.0,20.0,Arryn Siposs punts 52 yards out of bounds,-1.37,-0.04,12.0,2022,179
2.0,5:48,1.0,10.0,GNB 18,20.0,20.0,AJ Dillon right guard for 9 yards (tackle by Darius Slay),0.04,0.82,12.0,2022,179
2.0,5:08,2.0,1.0,GNB 27,20.0,20.0,Aaron Jones right guard for 6 yards (tackle by Josh Sweat and Milton Williams),0.82,1.14,12.0,2022,179
2.0,4:32,1.0,10.0,GNB 33,20.0,20.0,Aaron Rodgers sacked by Josh Sweat for -3 yards,1.14,0.19,12.0,2022,179
2.0,3:46,2.0,13.0,GNB 30,20.0,20.0,Aaron Rodgers pass complete short right to Randall Cobb for 8 yards (tackle by Darius Slay),0.19,0.56,12.0,2022,179
2.0,3:01,3.0,5.0,GNB 38,20.0,20.0,Aaron Rodgers sacked by Fletcher Cox for -9 yards,0.56,-1.44,12.0,2022,179
2.0,2:25,4.0,14.0,GNB 29,20.0,20.0,"Pat O'Donnell punts 42 yards, fair catch by Britain Covey at PHI-29",-1.44,-0.87,12.0,2022,179
2.0,2:16,1.0,10.0,PHI 29,20.0,20.0,Jalen Hurts pass complete short left to Quez Watkins for 4 yards (tackle by Rasul Douglas),0.87,0.87,12.0,2022,179
2.0,2:00,2.0,6.0,PHI 33,20.0,20.0,Jalen Hurts pass incomplete short left intended for A.J. Brown,0.87,0.17,12.0,2022,179
2.0,1:56,3.0,6.0,PHI 33,20.0,20.0,Jalen Hurts pass complete short middle to A.J. Brown for 19 yards (tackle by Rudy Ford),0.17,2.39,12.0,2022,179
2.0,1:21,1.0,10.0,GNB 48,20.0,20.0,Jalen Hurts pass complete short left to Kenneth Gainwell for 7 yards (tackle by Krys Barnes),2.39,2.79,12.0,2022,179
2.0,1:16,2.0,3.0,GNB 41,20.0,20.0,Jalen Hurts sacked by and Preston Smith for -11 yards and Jarran Reed for -11 yards,2.79,0.63,12.0,2022,179
2.0,1:10,,,,,,Timeout #1 by Green Bay Packers,,,12.0,2022,179
2.0,1:10,3.0,14.0,PHI 48,20.0,20.0,Jalen Hurts pass complete short left to DeVonta Smith for 13 yards (tackle by Quay Walker and Jaire Alexander),0.63,0.66,12.0,2022,179
2.0,0:54,,,,,,Timeout #2 by Green Bay Packers,,,12.0,2022,179
2.0,0:54,4.0,1.0,GNB 39,20.0,20.0,Jalen Hurts right guard for 4 yards (tackle by Rasul Douglas),0.66,3.25,12.0,2022,179
2.0,0:30,1.0,10.0,GNB 35,20.0,20.0,"Rudy Ford for no gain. Penalty on Rasul Douglas: Defensive Holding, 5 yards (accepted) (no play)",3.25,3.58,12.0,2022,179
2.0,0:24,1.0,10.0,GNB 30,20.0,20.0,Jalen Hurts pass incomplete deep left intended for A.J. Brown,3.58,3.03,12.0,2022,179
2.0,0:19,2.0,10.0,GNB 30,20.0,26.0,"Jalen Hurts pass complete deep right to Quez Watkins for 30 yards, touchdown",3.03,7.0,12.0,2022,179
2.0,0:13,,,GNB 15,20.0,27.0,Jake Elliott kicks extra point good,0.0,0.0,12.0,2022,179
2.0,0:13,,,PHI 35,20.0,27.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,179
2.0,0:13,1.0,10.0,GNB 25,20.0,27.0,Aaron Rodgers kneels for -1 yards,0.61,-0.07,12.0,2022,179
3.0,15:00,,,PHI 35,20.0,27.0,"Jake Elliott kicks off 70 yards, returned by Keisean Nixon for 52 yards (tackle by Boston Scott and K'Von Wallace)",0.0,2.06,12.0,2022,179
3.0,14:51,1.0,10.0,GNB 47,20.0,27.0,Aaron Jones right end for 2 yards (tackle by Javon Hargrave),2.06,1.79,12.0,2022,179
3.0,14:09,2.0,8.0,GNB 49,20.0,27.0,Aaron Jones left end for 1 yard (tackle by Reed Blankenship),1.79,1.22,12.0,2022,179
3.0,13:26,3.0,7.0,PHI 50,20.0,27.0,Aaron Rodgers sacked by and Haason Reddick for -5 yards and Brandon Graham for -5 yards,1.22,-0.39,12.0,2022,179
3.0,12:50,4.0,12.0,GNB 45,20.0,27.0,Pat O'Donnell punts 41 yards downed by Corey Ballentine,-0.39,0.28,12.0,2022,179
3.0,12:42,1.0,10.0,PHI 14,20.0,27.0,Jalen Hurts pass incomplete short right intended for DeVonta Smith,-0.28,-0.75,12.0,2022,179
3.0,12:38,2.0,10.0,PHI 14,20.0,27.0,Miles Sanders right end for 21 yards (tackle by Rudy Ford),-0.75,1.27,12.0,2022,179
3.0,11:59,1.0,10.0,PHI 35,20.0,27.0,Miles Sanders left guard for 8 yards (tackle by Quay Walker),1.27,1.8,12.0,2022,179
3.0,11:23,2.0,2.0,PHI 43,20.0,27.0,Miles Sanders up the middle for 28 yards (tackle by Rudy Ford),1.8,3.64,12.0,2022,179
3.0,10:54,1.0,10.0,GNB 29,20.0,27.0,Miles Sanders left tackle for 8 yards (tackle by Adrian Amos and Jaire Alexander),3.64,4.18,12.0,2022,179
3.0,10:19,2.0,2.0,GNB 21,20.0,27.0,Jalen Hurts left end for 4 yards (tackle by Adrian Amos),4.18,4.44,12.0,2022,179
3.0,9:46,1.0,10.0,GNB 17,20.0,27.0,Jalen Hurts pass complete short right to Grant Calcaterra for -2 yards (tackle by Keisean Nixon),4.44,3.6,12.0,2022,179
3.0,9:03,2.0,12.0,GNB 19,20.0,27.0,Jalen Hurts pass incomplete intended for DeVonta Smith (defended by Jaire Alexander),3.6,2.91,12.0,2022,179
3.0,8:58,3.0,12.0,GNB 19,20.0,27.0,Jalen Hurts pass complete short left to DeVonta Smith for 14 yards (tackle by Jaire Alexander),2.91,6.06,12.0,2022,179
3.0,8:26,1.0,5.0,GNB 5,20.0,27.0,Kenneth Gainwell right end for 4 yards (tackle by Quay Walker),6.06,5.91,12.0,2022,179
3.0,7:43,2.0,1.0,GNB 1,20.0,27.0,"Penalty on Landon Dickerson: False Start, 5 yards (accepted) (no play)",5.91,4.95,12.0,2022,179
3.0,7:23,2.0,6.0,GNB 6,20.0,33.0,"Jalen Hurts pass complete short right to A.J. Brown for 6 yards, touchdown",4.95,7.0,12.0,2022,179
3.0,7:14,,,GNB 15,20.0,34.0,Jake Elliott kicks extra point good,0.0,0.0,12.0,2022,179
3.0,7:19,,,PHI 35,20.0,34.0,"Jake Elliott kicks off 59 yards, returned by Keisean Nixon for 19 yards (tackle by Shaun Bradley)",0.0,0.61,12.0,2022,179
3.0,7:15,1.0,10.0,GNB 25,20.0,34.0,"Aaron Rodgers pass complete short right to Christian Watson for 11 yards (tackle by Darius Slay). Penalty on Reed Blankenship: Unnecessary Roughness / Defense, 15 yards (accepted)",0.61,2.32,12.0,2022,179
3.0,6:51,1.0,10.0,PHI 49,20.0,34.0,AJ Dillon left tackle for 1 yard (tackle by T.J. Edwards),2.32,1.92,12.0,2022,179
3.0,6:12,2.0,9.0,PHI 48,20.0,34.0,AJ Dillon up the middle for 10 yards (tackle by Marcus Epps),1.92,3.05,12.0,2022,179
3.0,5:36,1.0,10.0,PHI 38,20.0,34.0,"AJ Dillon right end for 2 yards (tackle by Kyzir White). Penalty on Linval Joseph: Defensive Holding, 5 yards (accepted)",3.05,3.51,12.0,2022,179
3.0,5:10,1.0,10.0,PHI 31,20.0,34.0,Aaron Jones right guard for 7 yards (tackle by Reed Blankenship),3.51,3.91,12.0,2022,179
3.0,4:24,2.0,3.0,PHI 24,20.0,34.0,Aaron Rodgers pass complete short left to AJ Dillon for 11 yards (tackle by T.J. Edwards and Reed Blankenship),3.91,4.71,12.0,2022,179
3.0,3:44,1.0,10.0,PHI 13,20.0,34.0,Aaron Rodgers pass incomplete short right intended for AJ Dillon,4.71,4.05,12.0,2022,179
3.0,3:41,2.0,10.0,PHI 13,20.0,34.0,Aaron Jones right end for 6 yards (tackle by Haason Reddick),4.05,4.33,12.0,2022,179
3.0,2:58,3.0,4.0,PHI 7,20.0,34.0,Aaron Jones right guard for 1 yard (tackle by Haason Reddick),4.33,3.01,12.0,2022,179
3.0,2:17,4.0,3.0,PHI 6,20.0,34.0,"Penalty on Yosuah Nijman: False Start, 5 yards (accepted) (no play)",3.01,2.7,12.0,2022,179
3.0,2:06,4.0,8.0,PHI 11,23.0,34.0,Mason Crosby 29 yard field goal good,2.7,3.0,12.0,2022,179
3.0,2:03,,,GNB 35,23.0,34.0,"Mason Crosby kicks off 67 yards, returned by Boston Scott for 28 yards (tackle by Corey Ballentine)",0.0,0.67,12.0,2022,179
3.0,1:58,1.0,10.0,PHI 26,23.0,34.0,Jalen Hurts right tackle for 6 yards (tackle by Isaiah McDuffie),0.67,0.94,12.0,2022,179
3.0,1:31,2.0,4.0,PHI 32,23.0,34.0,Jalen Hurts scrambles left end for 9 yards (tackle by Isaiah McDuffie),0.94,1.66,12.0,2022,179
3.0,0:44,1.0,10.0,PHI 41,23.0,34.0,Jalen Hurts pass complete short left to Miles Sanders for 6 yards (tackle by Adrian Amos),1.66,1.93,12.0,2022,179
3.0,0:08,2.0,4.0,PHI 47,23.0,34.0,Jalen Hurts pass incomplete short left,1.93,1.22,12.0,2022,179
4.0,15:00,3.0,4.0,PHI 47,23.0,34.0,Kenneth Gainwell right guard for 10 yards (tackle by Quay Walker and Isaiah McDuffie),1.22,2.72,12.0,2022,179
4.0,14:25,1.0,10.0,GNB 43,23.0,34.0,Jalen Hurts pass incomplete short left intended for Quez Watkins,2.72,2.18,12.0,2022,179
4.0,14:22,2.0,10.0,GNB 43,23.0,34.0,Miles Sanders right guard for 3 yards (tackle by Preston Smith),2.18,1.88,12.0,2022,179
4.0,13:44,3.0,7.0,GNB 40,23.0,34.0,Kenneth Gainwell left tackle for 5 yards (tackle by Rasul Douglas and Quay Walker),1.88,0.99,12.0,2022,179
4.0,13:26,4.0,2.0,GNB 35,23.0,34.0,Jalen Hurts left guard for 2 yards (tackle by Adrian Amos and Preston Smith),0.99,3.38,12.0,2022,179
4.0,12:43,,,,,,Timeout #1 by Philadelphia Eagles,,,12.0,2022,179
4.0,12:43,1.0,10.0,GNB 33,23.0,34.0,Boston Scott left guard for 19 yards (tackle by Jaire Alexander),3.38,4.65,12.0,2022,179
4.0,12:12,1.0,10.0,GNB 14,23.0,34.0,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Rasul Douglas),4.65,4.0,12.0,2022,179
4.0,12:08,2.0,10.0,GNB 14,23.0,34.0,Boston Scott right tackle for 1 yard (tackle by Tedarrell Slaton),4.0,3.26,12.0,2022,179
4.0,11:24,3.0,9.0,GNB 13,23.0,34.0,Jalen Hurts pass incomplete short left intended for Quez Watkins,3.26,2.57,12.0,2022,179
4.0,11:14,4.0,9.0,GNB 13,23.0,37.0,Jake Elliott 31 yard field goal good,2.57,3.0,12.0,2022,179
4.0,11:11,,,PHI 35,23.0,37.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,179
4.0,11:11,1.0,10.0,GNB 25,23.0,37.0,Aaron Jones for no gain (tackle by Linval Joseph),0.61,0.06,12.0,2022,179
4.0,10:30,2.0,10.0,GNB 25,23.0,37.0,Jordan Love pass complete short left to AJ Dillon for 5 yards (tackle by T.J. Edwards and Reed Blankenship),0.06,0.04,12.0,2022,179
4.0,9:44,3.0,5.0,GNB 30,23.0,37.0,Jordan Love pass complete short right to Allen Lazard for 7 yards (tackle by Darius Slay),0.04,1.4,12.0,2022,179
4.0,9:10,1.0,10.0,GNB 37,29.0,37.0,"Jordan Love pass complete short middle to Christian Watson for 63 yards, touchdown",1.4,7.0,12.0,2022,179
4.0,9:00,,,PHI 15,30.0,37.0,Mason Crosby kicks extra point good,0.0,0.0,12.0,2022,179
4.0,9:00,,,GNB 35,30.0,37.0,"Mason Crosby kicks off 63 yards, returned by Boston Scott for 19 yards (tackle by Eric Wilson)",0.0,0.34,12.0,2022,179
4.0,8:55,1.0,10.0,PHI 21,30.0,37.0,Miles Sanders right tackle for 11 yards (tackle by Kenny Clark),0.34,1.07,12.0,2022,179
4.0,8:10,1.0,10.0,PHI 32,30.0,37.0,Jalen Hurts right end for 1 yard (tackle by Rudy Ford),1.07,0.66,12.0,2022,179
4.0,7:26,2.0,9.0,PHI 33,30.0,37.0,Jalen Hurts scrambles up the middle for 10 yards (tackle by Devonte Wyatt),0.66,1.8,12.0,2022,179
4.0,6:41,1.0,10.0,PHI 43,30.0,37.0,Boston Scott left end for 4 yards (tackle by Keisean Nixon),1.8,1.79,12.0,2022,179
4.0,5:55,2.0,6.0,PHI 47,30.0,37.0,Miles Sanders right end for 2 yards (tackle by Rasul Douglas and Rudy Ford),1.79,1.35,12.0,2022,179
4.0,5:15,3.0,4.0,PHI 49,30.0,37.0,Kenneth Gainwell left guard for 8 yards (tackle by Kingsley Enagbare and Quay Walker),1.35,2.72,12.0,2022,179
4.0,4:34,1.0,10.0,GNB 43,30.0,37.0,Kenneth Gainwell left tackle for 2 yards (tackle by Quay Walker and Tedarrell Slaton),2.72,2.45,12.0,2022,179
4.0,3:52,2.0,8.0,GNB 41,30.0,37.0,Jalen Hurts pass complete short right to Quez Watkins for 1 yard (tackle by Keisean Nixon),2.45,1.88,12.0,2022,179
4.0,3:09,3.0,7.0,GNB 40,30.0,37.0,Kenneth Gainwell right guard for 4 yards (tackle by Preston Smith),1.88,0.89,12.0,2022,179
4.0,2:21,,,,,,Timeout #2 by Philadelphia Eagles,,,12.0,2022,179
4.0,2:21,4.0,3.0,GNB 36,30.0,40.0,Jake Elliott 54 yard field goal good,0.89,3.0,12.0,2022,179
4.0,2:16,,,PHI 35,30.0,40.0,"Jake Elliott kicks off 71 yards, returned by Keisean Nixon for 53 yards (tackle by K'Von Wallace)",0.0,2.06,12.0,2022,179
4.0,2:09,1.0,10.0,GNB 47,30.0,40.0,Jordan Love pass complete short middle to Christian Watson for 15 yards (tackle by Marcus Epps),2.06,3.05,12.0,2022,179
4.0,2:00,1.0,10.0,PHI 38,30.0,40.0,Jordan Love pass incomplete deep right intended for Aaron Jones,3.05,2.51,12.0,2022,179
4.0,1:56,2.0,10.0,PHI 38,30.0,40.0,Jordan Love pass complete short middle to Allen Lazard for 17 yards (tackle by Kyzir White and Josiah Scott),2.51,4.17,12.0,2022,179
4.0,1:46,,,,,,Timeout #3 by Philadelphia Eagles,,,12.0,2022,179
4.0,1:46,1.0,10.0,PHI 21,30.0,40.0,Jordan Love pass incomplete deep right intended for Christian Watson,4.17,3.63,12.0,2022,179
4.0,1:39,2.0,10.0,PHI 21,30.0,40.0,Jordan Love pass complete short left to Robert Tonyan for 6 yards (tackle by Josiah Scott),3.63,3.81,12.0,2022,179
4.0,1:18,3.0,4.0,PHI 15,30.0,40.0,Jordan Love pass incomplete short middle intended for Randall Cobb (defended by K'Von Wallace),3.81,2.52,12.0,2022,179
4.0,1:11,4.0,4.0,PHI 15,33.0,40.0,Mason Crosby 33 yard field goal good,2.52,3.0,12.0,2022,179
4.0,1:08,,,GNB 35,33.0,40.0,"Mason Crosby kicks onside 9 yards, recovered by Jack Stoll",0.0,2.65,12.0,2022,179
4.0,1:07,1.0,10.0,GNB 44,33.0,40.0,Miles Sanders left tackle for 2 yards (tackle by Krys Barnes),2.65,2.38,12.0,2022,179
4.0,1:01,,,,,,Timeout #1 by Green Bay Packers,,,12.0,2022,179
4.0,1:01,2.0,8.0,GNB 42,33.0,40.0,Miles Sanders right tackle for 5 yards (tackle by Dean Lowry),2.38,2.35,12.0,2022,179
4.0,0:57,,,,,,Timeout #2 by Green Bay Packers,,,12.0,2022,179
4.0,0:57,3.0,3.0,GNB 37,33.0,40.0,Miles Sanders right tackle for 4 yards (tackle by Adrian Amos),2.35,3.38,12.0,2022,179
4.0,0:24,1.0,10.0,GNB 33,33.0,40.0,Jalen Hurts kneels for -1 yards,3.38,2.7,12.0,2022,179
