Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA,week,year,game_id
1.0,3:59,2.0,7.0,DET 23,0.0,0.0,"Jared Goff pass complete short right to Craig Reynolds for no gain. Penalty on Taylor Decker: Offensive Holding, 10 yards (accepted) (no play)",0.14,-1.28,9.0,2022,126
1.0,3:44,2.0,17.0,DET 13,0.0,0.0,Jared Goff pass incomplete short right intended for D'Andre Swift,-1.28,-2.19,9.0,2022,126
1.0,3:37,3.0,17.0,DET 13,0.0,0.0,Jared Goff pass incomplete short right intended for Brock Wright (defended by Preston Smith),-2.19,-2.49,9.0,2022,126
1.0,3:32,4.0,17.0,DET 13,0.0,0.0,"Jack Fox punts 45 yards, returned by Amari Rodgers for 10 yards (tackle by Anthony Pittman)",-2.49,-2.39,9.0,2022,126
1.0,3:22,1.0,10.0,DET 48,0.0,0.0,Aaron Jones right tackle for 3 yards (tackle by Will Harris and Josh Paschal),2.39,2.25,9.0,2022,126
1.0,2:39,2.0,7.0,DET 45,0.0,0.0,"Aaron Rodgers pass incomplete short middle intended for Marcedes Lewis. Penalty on David Bakhtiari: Offensive Holding, 10 yards (accepted) (no play)",2.25,0.9,9.0,2022,126
1.0,2:31,2.0,17.0,GNB 45,0.0,0.0,Aaron Rodgers pass complete short middle to AJ Dillon for 7 yards (tackle by Malcolm Rodriguez and Alex Anzalone),0.9,1.16,9.0,2022,126
1.0,1:48,,,,,,Timeout #1 by Green Bay Packers,,,9.0,2022,126
1.0,1:48,3.0,10.0,DET 48,0.0,0.0,Aaron Rodgers pass complete deep right to Allen Lazard for 47 yards (tackle by Will Harris),1.16,6.97,9.0,2022,126
1.0,1:24,1.0,1.0,DET 1,0.0,0.0,AJ Dillon right tackle for no gain (tackle by Kerby Joseph and Derrick Barnes),6.97,5.91,9.0,2022,126
1.0,0:44,2.0,1.0,DET 1,0.0,0.0,Aaron Rodgers pass incomplete short left intended for Sammy Watkins,5.91,5.17,9.0,2022,126
1.0,0:39,3.0,1.0,DET 1,0.0,0.0,AJ Dillon left tackle for no gain (tackle by Derrick Barnes and Benito Jones),5.17,3.55,9.0,2022,126
2.0,15:00,4.0,1.0,DET 1,0.0,0.0,Aaron Rodgers pass intended for David Bakhtiari is intercepted by Aidan Hutchinson in end zone and returned for no gain,3.55,-0.28,9.0,2022,126
2.0,14:56,1.0,10.0,DET 20,0.0,0.0,Jamaal Williams up the middle for 2 yards (tackle by Quay Walker),0.28,0.0,9.0,2022,126
2.0,14:22,2.0,8.0,DET 22,0.0,0.0,Justin Jackson right end for 4 yards (tackle by Keisean Nixon),0.0,-0.16,9.0,2022,126
2.0,13:43,3.0,4.0,DET 26,0.0,0.0,"Penalty on Taylor Decker: False Start, 5 yards (accepted) (no play)",-0.16,-0.82,9.0,2022,126
2.0,13:27,3.0,9.0,DET 21,0.0,0.0,Jared Goff pass complete short left to Kalif Raymond for 9 yards (tackle by Keisean Nixon and Rudy Ford),-0.82,0.94,9.0,2022,126
2.0,12:46,1.0,10.0,DET 30,0.0,0.0,Jared Goff pass complete deep right to Amon-Ra St. Brown for 15 yards (tackle by Darnell Savage and Rasul Douglas),0.94,1.93,9.0,2022,126
2.0,12:21,1.0,10.0,DET 45,0.0,0.0,Justin Jackson left tackle for 5 yards (tackle by Kenny Clark),1.93,2.06,9.0,2022,126
2.0,11:47,2.0,5.0,DET 50,0.0,0.0,"D'Andre Swift right tackle for 3 yards (tackle by Rasul Douglas). Penalty on Tom Kennedy: Offensive Holding, 10 yards (accepted)",2.06,1.11,9.0,2022,126
2.0,11:23,2.0,12.0,DET 43,0.0,0.0,Jared Goff pass complete to Amon-Ra St. Brown for 4 yards (tackle by Rasul Douglas),1.11,0.96,9.0,2022,126
2.0,10:52,3.0,8.0,DET 47,0.0,0.0,Jamaal Williams up the middle for 5 yards (tackle by Rashan Gary and Krys Barnes),0.96,0.07,9.0,2022,126
2.0,10:11,4.0,3.0,GNB 48,0.0,0.0,Jack Fox punts 47 yards downed by Anthony Pittman,0.07,0.38,9.0,2022,126
2.0,10:04,1.0,10.0,GNB 1,0.0,0.0,Aaron Rodgers pass incomplete deep right intended for Allen Lazard (defended by Jerry Jacobs),-0.38,-0.78,9.0,2022,126
2.0,9:57,2.0,10.0,GNB 1,0.0,0.0,AJ Dillon right tackle for 5 yards (tackle by Jerry Jacobs and Malcolm Rodriguez),-0.78,-0.84,9.0,2022,126
2.0,9:12,3.0,5.0,GNB 6,0.0,0.0,Aaron Rodgers pass complete short left to Christian Watson for 6 yards (tackle by Kerby Joseph),-0.84,-0.35,9.0,2022,126
2.0,8:37,1.0,10.0,GNB 12,0.0,0.0,AJ Dillon up the middle for 7 yards (tackle by Alex Anzalone and Julian Okwara),-0.35,0.1,9.0,2022,126
2.0,8:06,2.0,3.0,GNB 19,0.0,0.0,Aaron Rodgers pass complete deep right to Josiah Deguara for 25 yards (tackle by DeShon Elliott),0.1,1.86,9.0,2022,126
2.0,7:18,1.0,10.0,GNB 44,0.0,0.0,Aaron Jones up the middle for 4 yards (tackle by Derrick Barnes and Alim McNeill),1.86,1.86,9.0,2022,126
2.0,6:33,2.0,6.0,GNB 48,0.0,0.0,Aaron Jones right end for -1 yards (tackle by Jeff Okudah and John Cominsky),1.86,1.03,9.0,2022,126
2.0,5:49,3.0,7.0,GNB 47,0.0,0.0,Aaron Rodgers pass complete short left to Allen Lazard for 8 yards (tackle by Jeff Okudah),1.03,2.59,9.0,2022,126
2.0,5:04,1.0,10.0,DET 45,0.0,0.0,AJ Dillon right end for no gain (tackle by Josh Paschal and Derrick Barnes),2.59,2.04,9.0,2022,126
2.0,4:16,2.0,10.0,DET 45,0.0,0.0,Aaron Rodgers sacked by Derrick Barnes for -8 yards,2.04,0.3,9.0,2022,126
2.0,3:28,3.0,18.0,GNB 47,0.0,0.0,Aaron Rodgers pass complete short right to Aaron Jones for 15 yards (tackle by Kerby Joseph and Alex Anzalone),0.3,0.72,9.0,2022,126
2.0,2:39,,,,,,Timeout #2 by Green Bay Packers,,,9.0,2022,126
2.0,2:39,4.0,3.0,DET 38,0.0,0.0,"Aaron Rodgers pass complete deep right to Allen Lazard for 26 yards DET challenged the pass completion ruling, and the original play was overturned. Aaron Rodgers pass incomplete deep right intended for Allen Lazard (defended by Will Harris)",0.72,-1.53,9.0,2022,126
2.0,2:35,1.0,10.0,DET 39,0.0,0.0,"Jared Goff pass complete short right to Tom Kennedy for 16 yards (tackle by Jaire Alexander). Penalty on Jaire Alexander: Unnecessary Roughness / Defense, 15 yards (accepted)",1.53,3.58,9.0,2022,126
2.0,2:09,1.0,10.0,GNB 30,0.0,0.0,Jamaal Williams right tackle for 5 yards (tackle by Kenny Clark and Krys Barnes),3.58,3.71,9.0,2022,126
2.0,2:00,2.0,5.0,GNB 25,0.0,0.0,Jamaal Williams left tackle for 6 yards (tackle by Adrian Amos and Krys Barnes),3.71,4.31,9.0,2022,126
2.0,1:36,1.0,10.0,GNB 19,0.0,0.0,Jamaal Williams right tackle for 5 yards (tackle by Krys Barnes),4.31,4.53,9.0,2022,126
2.0,0:59,2.0,5.0,GNB 14,0.0,0.0,Jamaal Williams left tackle for 1 yard (tackle by Isaiah McDuffie),4.53,3.96,9.0,2022,126
2.0,0:50,,,,,,Timeout #3 by Green Bay Packers,,,9.0,2022,126
2.0,0:50,3.0,4.0,GNB 13,0.0,0.0,Jared Goff pass complete short middle to D'Andre Swift for 12 yards (tackle by Darnell Savage),3.96,6.97,9.0,2022,126
2.0,0:28,,,,,,Timeout #1 by Detroit Lions,,,9.0,2022,126
2.0,0:28,1.0,1.0,GNB 1,0.0,0.0,Jamaal Williams right tackle for no gain (tackle by Rashan Gary),6.97,5.91,9.0,2022,126
2.0,0:20,,,,,,Timeout #2 by Detroit Lions,,,9.0,2022,126
2.0,0:20,2.0,1.0,GNB 1,0.0,6.0,"Jared Goff pass complete short left to Shane Zylstra for 1 yard, touchdown",5.91,7.0,9.0,2022,126
2.0,0:15,,,GNB 15,0.0,6.0,"Michael Badgley kicks extra point no good. Penalty on Jaire Alexander: Running Into the Kicker, 1 yard (accepted) (no play)",0.0,1.0,9.0,2022,126
2.0,0:15,1.0,1.0,GNB 2,0.0,8.0,"Two Point Attempt: Jamaal Williams rushes, conversion succeeds.",1.0,1.0,9.0,2022,126
2.0,0:15,,,DET 35,0.0,8.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,126
2.0,0:15,1.0,10.0,GNB 25,0.0,8.0,Aaron Rodgers kneels for -1 yards,0.61,-0.07,9.0,2022,126
3.0,15:00,,,DET 35,0.0,8.0,"Jack Fox kicks off 65 yards, returned by Keisean Nixon for 33 yards (tackle by Josh Woods and Jack Fox)",0.0,1.14,9.0,2022,126
3.0,14:53,1.0,10.0,GNB 33,0.0,8.0,Aaron Jones right end for 6 yards (tackle by Jerry Jacobs and Alex Anzalone),1.14,1.4,9.0,2022,126
3.0,14:08,2.0,4.0,GNB 39,0.0,8.0,Aaron Rodgers pass incomplete short left,1.4,0.7,9.0,2022,126
3.0,14:07,3.0,4.0,GNB 39,0.0,8.0,Aaron Rodgers pass complete short right to Christian Watson for 18 yards (tackle by Jeff Okudah and Kerby Joseph),0.7,2.72,9.0,2022,126
3.0,13:29,1.0,10.0,DET 43,0.0,8.0,Aaron Jones left end for -6 yards (tackle by Jerry Jacobs and Will Harris),2.72,1.37,9.0,2022,126
3.0,12:48,2.0,16.0,DET 49,0.0,8.0,Aaron Rodgers pass complete short right to Aaron Jones for 5 yards (tackle by Derrick Barnes),1.37,1.36,9.0,2022,126
3.0,12:07,3.0,11.0,DET 44,0.0,8.0,Aaron Rodgers pass incomplete deep middle intended for Samori Toure (defended by Kerby Joseph),1.36,0.33,9.0,2022,126
3.0,12:00,4.0,11.0,DET 44,0.0,8.0,"Pat O'Donnell punts 31 yards, fair catch by Kalif Raymond at DET-13",0.33,0.32,9.0,2022,126
3.0,11:52,1.0,10.0,DET 13,0.0,8.0,Jared Goff pass complete short right to Kalif Raymond for no gain (tackle by Adrian Amos),-0.32,-0.77,9.0,2022,126
3.0,11:18,2.0,10.0,DET 13,0.0,8.0,Justin Jackson left tackle for 7 yards (tackle by Kenny Clark),-0.77,-0.59,9.0,2022,126
3.0,10:41,3.0,3.0,DET 20,0.0,8.0,"Jared Goff sacked by Kingsley Enagbare for no gain. Penalty on Kingsley Enagbare: Roughing the Passer, 15 yards (accepted) (no play)",-0.59,1.27,9.0,2022,126
3.0,10:19,1.0,10.0,DET 35,0.0,8.0,Jared Goff pass deep left intended for Amon-Ra St. Brown is intercepted by Jaire Alexander at GB-48 and returned for 29 yards (tackle by Dan Skipper),1.27,-4.04,9.0,2022,126
3.0,10:06,1.0,10.0,DET 23,0.0,8.0,AJ Dillon up the middle for 1 yard (tackle by Aidan Hutchinson and DeShon Elliott),4.04,3.63,9.0,2022,126
3.0,9:23,2.0,9.0,DET 22,0.0,8.0,Aaron Rodgers pass deep middle intended for Robert Tonyan is intercepted by Kerby Joseph at DET-3 and returned for 9 yards (tackle by Sammy Watkins),3.63,0.35,9.0,2022,126
3.0,9:15,1.0,10.0,DET 12,0.0,8.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,-0.35,-0.78,9.0,2022,126
3.0,9:11,2.0,10.0,DET 12,0.0,8.0,Jamaal Williams up the middle for -2 yards (tackle by Dean Lowry),-0.78,-1.65,9.0,2022,126
3.0,8:30,3.0,12.0,DET 10,0.0,8.0,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown (defended by Keisean Nixon),-1.65,-2.49,9.0,2022,126
3.0,8:23,4.0,12.0,DET 10,0.0,8.0,"Jack Fox punts 44 yards, fair catch by Amari Rodgers at GB-46",-2.49,-1.99,9.0,2022,126
3.0,8:15,1.0,10.0,GNB 46,0.0,8.0,Aaron Jones right tackle for 1 yard (tackle by Derrick Barnes and Julian Okwara),1.99,1.59,9.0,2022,126
3.0,7:37,2.0,9.0,GNB 47,0.0,8.0,Aaron Rodgers pass complete short left to Allen Lazard for 12 yards (tackle by Kerby Joseph),1.59,2.85,9.0,2022,126
3.0,6:48,1.0,10.0,DET 41,0.0,8.0,Aaron Jones up the middle for 2 yards (tackle by Mike Hughes),2.85,2.58,9.0,2022,126
3.0,6:15,2.0,8.0,DET 39,0.0,8.0,Aaron Rodgers pass incomplete short right intended for AJ Dillon,2.58,1.88,9.0,2022,126
3.0,5:46,3.0,8.0,DET 39,0.0,8.0,Aaron Rodgers scrambles right tackle for 7 yards (tackle by Julian Okwara),1.88,1.82,9.0,2022,126
3.0,5:46,4.0,1.0,DET 27,0.0,8.0,"Penalty on Will Harris: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.82,3.78,9.0,2022,126
3.0,5:38,1.0,10.0,DET 27,0.0,8.0,Aaron Rodgers pass complete short middle to Robert Tonyan for 7 yards (tackle by Alex Anzalone and Derrick Barnes),3.78,4.18,9.0,2022,126
3.0,5:00,2.0,3.0,DET 20,6.0,8.0,"Aaron Rodgers pass complete deep left to Allen Lazard for 20 yards, touchdown",4.18,7.0,9.0,2022,126
3.0,4:53,,,DET 2,6.0,8.0,Two Point Attempt: Aaron Rodgers pass incomplete intended for intended for Allen Lazard,1.0,-1.0,9.0,2022,126
3.0,4:53,,,GNB 35,6.0,8.0,"Mason Crosby kicks off 60 yards, returned by Justin Jackson for 25 yards (tackle by Isaiah McDuffie and Eric Wilson)",0.0,0.94,9.0,2022,126
3.0,4:48,1.0,10.0,DET 30,6.0,8.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,0.94,0.39,9.0,2022,126
3.0,4:43,2.0,10.0,DET 30,6.0,8.0,"Penalty on Frank Ragnow: False Start, 5 yards (accepted) (no play)",0.39,-0.28,9.0,2022,126
3.0,4:43,2.0,15.0,DET 25,6.0,8.0,Jared Goff pass incomplete short right intended for Tom Kennedy (defended by Devonte Wyatt),-0.28,-0.96,9.0,2022,126
3.0,4:39,3.0,15.0,DET 25,6.0,8.0,"Jared Goff pass incomplete deep right intended for Kalif Raymond. Penalty on Keisean Nixon: Defensive Holding, 5 yards (accepted) (no play)",-0.96,0.94,9.0,2022,126
3.0,4:34,1.0,10.0,DET 30,6.0,8.0,Jamaal Williams right tackle for 3 yards (tackle by Kingsley Enagbare and Jarran Reed),0.94,0.8,9.0,2022,126
3.0,4:03,2.0,7.0,DET 33,6.0,8.0,Jamaal Williams left end for 6 yards (tackle by Kenny Clark and Krys Barnes),0.8,0.89,9.0,2022,126
3.0,3:20,3.0,1.0,DET 39,6.0,8.0,Jamaal Williams up the middle for 2 yards (tackle by Kenny Clark),0.89,1.66,9.0,2022,126
3.0,2:56,1.0,10.0,DET 41,6.0,8.0,Jamaal Williams right tackle for 14 yards (tackle by Darnell Savage),1.66,2.59,9.0,2022,126
3.0,2:31,1.0,10.0,GNB 45,6.0,8.0,Jamaal Williams left tackle for 3 yards (tackle by Quay Walker and Jonathan Garvin),2.59,2.45,9.0,2022,126
3.0,1:51,2.0,7.0,GNB 42,6.0,8.0,Jamaal Williams left tackle for 1 yard (tackle by Tedarrell Slaton and Devonte Wyatt),2.45,1.88,9.0,2022,126
3.0,1:15,3.0,6.0,GNB 41,6.0,8.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 25 yards (tackle by Adrian Amos),1.88,4.51,9.0,2022,126
3.0,0:49,1.0,10.0,GNB 16,6.0,8.0,Justin Jackson right tackle for 11 yards (tackle by Rasul Douglas),4.51,6.06,9.0,2022,126
3.0,0:12,1.0,5.0,GNB 5,6.0,8.0,Jamaal Williams up the middle for 2 yards (tackle by Isaiah McDuffie and Kenny Clark),6.06,5.53,9.0,2022,126
4.0,15:00,2.0,3.0,GNB 3,6.0,8.0,Jared Goff pass incomplete short right,5.53,4.72,9.0,2022,126
4.0,14:56,3.0,3.0,GNB 3,6.0,14.0,"Jared Goff pass complete short middle to James Mitchell for 3 yards, touchdown",4.72,7.0,9.0,2022,126
4.0,14:51,,,GNB 15,6.0,15.0,Michael Badgley kicks extra point good,0.0,0.0,9.0,2022,126
4.0,14:51,,,DET 35,6.0,15.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,126
4.0,14:51,1.0,10.0,GNB 25,6.0,15.0,AJ Dillon up the middle for 1 yard (tackle by Derrick Barnes and Julian Okwara),0.61,0.2,9.0,2022,126
4.0,14:21,2.0,9.0,GNB 26,6.0,15.0,Aaron Rodgers pass complete deep middle to Robert Tonyan for 17 yards (tackle by Kerby Joseph),0.2,1.8,9.0,2022,126
4.0,13:45,1.0,10.0,GNB 43,6.0,15.0,Aaron Rodgers pass complete short right to Josiah Deguara for 3 yards (tackle by DeShon Elliott),1.8,1.66,9.0,2022,126
4.0,13:03,2.0,7.0,GNB 46,6.0,15.0,"Aaron Rodgers pass complete short left to Amari Rodgers for no gain. Penalty on Samori Toure: Offensive Pass Interference, 10 yards (accepted) (no play)",1.66,0.31,9.0,2022,126
4.0,12:32,2.0,17.0,GNB 36,6.0,15.0,Aaron Rodgers pass incomplete deep right intended for Samori Toure,0.31,-0.36,9.0,2022,126
4.0,12:24,3.0,17.0,GNB 36,6.0,15.0,Aaron Rodgers scrambles up the middle for 18 yards (tackle by DeShon Elliott),-0.36,2.52,9.0,2022,126
4.0,11:33,1.0,10.0,DET 46,6.0,15.0,AJ Dillon right end for 3 yards (tackle by Josh Paschal and Alex Anzalone),2.52,2.38,9.0,2022,126
4.0,10:51,2.0,7.0,DET 43,6.0,15.0,AJ Dillon right tackle for 9 yards (tackle by DeShon Elliott and Derrick Barnes),2.38,3.31,9.0,2022,126
4.0,10:08,1.0,10.0,DET 34,6.0,15.0,Aaron Rodgers pass complete short right to Josiah Deguara for 6 yards (tackle by Julian Okwara),3.31,3.58,9.0,2022,126
4.0,9:19,2.0,4.0,DET 28,6.0,15.0,Kylin Hill left tackle for 7 yards (tackle by John Cominsky),3.58,4.17,9.0,2022,126
4.0,8:43,1.0,10.0,DET 21,6.0,15.0,"Aaron Rodgers pass complete short left to Josiah Deguara for no gain. Penalty on Allen Lazard: Offensive Pass Interference, 10 yards (accepted) (no play)",4.17,3.51,9.0,2022,126
4.0,8:16,1.0,20.0,DET 31,6.0,15.0,Aaron Rodgers pass incomplete short left,3.51,2.28,9.0,2022,126
4.0,8:09,2.0,20.0,DET 31,6.0,15.0,"Aaron Rodgers pass incomplete deep left intended for Samori Toure. Penalty on Jerry Jacobs: Defensive Pass Interference, 17 yards (accepted) (no play)",2.28,4.65,9.0,2022,126
4.0,8:04,1.0,10.0,DET 14,6.0,15.0,Aaron Rodgers pass complete short right to Samori Toure for 2 yards (tackle by Will Harris),4.65,4.33,9.0,2022,126
4.0,7:26,2.0,8.0,DET 12,6.0,15.0,Aaron Rodgers pass complete short middle to Robert Tonyan for 5 yards (tackle by Jeff Okudah and Derrick Barnes),4.33,4.5,9.0,2022,126
4.0,6:44,3.0,3.0,DET 7,6.0,15.0,Aaron Rodgers pass incomplete short left intended for Sammy Watkins,4.5,2.99,9.0,2022,126
4.0,6:39,4.0,3.0,DET 7,9.0,15.0,Mason Crosby 25 yard field goal good,2.99,3.0,9.0,2022,126
4.0,6:36,,,GNB 35,9.0,15.0,"Mason Crosby kicks off 64 yards, returned by Justin Jackson for 22 yards (tackle by Eric Wilson and Adrian Amos)",0.0,0.48,9.0,2022,126
4.0,6:30,1.0,10.0,DET 23,9.0,15.0,"Justin Jackson left end for no gain (tackle by Kingsley Enagbare). Penalty on Brock Wright: Offensive Holding, 10 yards (accepted) (no play)",0.48,-0.59,9.0,2022,126
4.0,6:06,1.0,20.0,DET 13,9.0,15.0,Jared Goff pass incomplete short right intended for Tom Kennedy,-0.59,-1.5,9.0,2022,126
4.0,6:02,2.0,20.0,DET 13,9.0,15.0,"Jared Goff pass complete short right to D'Andre Swift for 8 yards (tackle by Krys Barnes). Penalty on Krys Barnes: Unnecessary Roughness / Defense, 15 yards (accepted)",-1.5,1.33,9.0,2022,126
4.0,5:40,1.0,10.0,DET 36,9.0,15.0,Jamaal Williams right tackle for 1 yard (tackle by Isaiah McDuffie and Jarran Reed),1.33,0.93,9.0,2022,126
4.0,5:02,2.0,9.0,DET 37,9.0,15.0,Jared Goff pass complete short left to Kalif Raymond for 8 yards (tackle by Isaiah McDuffie),0.93,1.29,9.0,2022,126
4.0,4:21,3.0,1.0,DET 45,9.0,15.0,Jared Goff pass complete short left to James Mitchell for 5 yards (tackle by Jaire Alexander),1.29,2.26,9.0,2022,126
4.0,4:15,1.0,10.0,DET 50,9.0,15.0,Jamaal Williams up the middle for 6 yards (tackle by Preston Smith and Devonte Wyatt),2.26,2.52,9.0,2022,126
4.0,3:31,2.0,4.0,GNB 44,9.0,15.0,Jamaal Williams right tackle for 3 yards (tackle by Darnell Savage),2.52,2.21,9.0,2022,126
4.0,2:48,3.0,1.0,GNB 41,9.0,15.0,Jamaal Williams up the middle for -2 yards (tackle by Quay Walker),2.21,0.4,9.0,2022,126
4.0,2:06,4.0,3.0,GNB 43,9.0,15.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,0.4,-1.8,9.0,2022,126
4.0,2:00,1.0,10.0,GNB 43,9.0,15.0,Aaron Rodgers pass complete short middle to Josiah Deguara for 5 yards (tackle by DeShon Elliott),1.8,1.93,9.0,2022,126
4.0,1:32,2.0,5.0,GNB 48,9.0,15.0,Aaron Rodgers pass incomplete short right intended for AJ Dillon,1.93,1.22,9.0,2022,126
4.0,1:25,3.0,5.0,GNB 48,9.0,15.0,"Aaron Rodgers pass complete short right to AJ Dillon for 5 yards (tackle by Chris Board) Replay Assistant challenged the fumble ruling, and the original play was overturned. Aaron Rodgers pass complete short right to AJ Dillon for 3 yards. AJ Dillon fumbles (forced by Chris Board). AJ Dillon fumbles out of bounds",1.22,0.0,9.0,2022,126
4.0,1:08,4.0,2.0,DET 49,9.0,15.0,Aaron Rodgers pass complete deep right to Samori Toure for 32 yards. Samori Toure fumbles (forced by Jeff Okudah). Samori Toure fumbles out of bounds,0.0,4.44,9.0,2022,126
4.0,0:55,,,,,,Timeout #1 by Green Bay Packers,,,9.0,2022,126
4.0,0:55,1.0,10.0,DET 17,9.0,15.0,Aaron Rodgers pass incomplete deep right intended for Allen Lazard,4.44,3.85,9.0,2022,126
4.0,0:50,2.0,10.0,DET 17,9.0,15.0,Aaron Rodgers pass incomplete deep left intended for Allen Lazard,3.85,3.07,9.0,2022,126
4.0,0:46,3.0,10.0,DET 17,9.0,15.0,Aaron Rodgers pass incomplete deep middle intended for Amari Rodgers (defended by C.J. Moore),3.07,2.31,9.0,2022,126
4.0,0:42,,,,,,Timeout #2 by Green Bay Packers,,,9.0,2022,126
4.0,0:42,4.0,10.0,DET 17,9.0,15.0,Aaron Rodgers pass incomplete deep left intended for Sammy Watkins,2.31,0.06,9.0,2022,126
4.0,0:36,1.0,10.0,DET 17,9.0,15.0,Jared Goff kneels for -1 yards,-0.06,-0.73,9.0,2022,126
