Quarter,Time,Down,ToGo,Location,LAC,ATL,Detail,EPB,EPA,week,year,game_id
1.0,5:55,1.0,10.0,LAC 35,0.0,7.0,Cordarrelle Patterson left end for 7 yards (tackle by Kenneth Murray),3.25,3.65,9.0,2022,128
1.0,5:20,2.0,3.0,LAC 28,0.0,7.0,Marcus Mariota scrambles right end for 5 yards (tackle by Derrek Tuszka),3.65,4.04,9.0,2022,128
1.0,4:46,1.0,10.0,LAC 23,0.0,7.0,Cordarrelle Patterson right end for 5 yards (tackle by Michael Davis and Austin Johnson),4.04,4.21,9.0,2022,128
1.0,4:00,2.0,5.0,LAC 18,0.0,7.0,Cordarrelle Patterson left tackle for no gain (tackle by Drue Tranquill),4.21,3.49,9.0,2022,128
1.0,3:19,3.0,5.0,LAC 18,0.0,7.0,Marcus Mariota pass complete short right to Drake London for 6 yards (tackle by Nasir Adderley),3.49,4.78,9.0,2022,128
1.0,2:36,1.0,10.0,LAC 12,0.0,7.0,Caleb Huntley left end for -1 yards (tackle by Drue Tranquill and Christian Covington),4.78,3.94,9.0,2022,128
1.0,1:52,2.0,11.0,LAC 13,0.0,7.0,Marcus Mariota pass incomplete short left intended for Drake London,3.94,3.1,9.0,2022,128
1.0,1:46,3.0,11.0,LAC 13,0.0,7.0,Marcus Mariota pass complete short middle to Avery Williams for 2 yards (tackle by Asante Samuel),3.1,2.7,9.0,2022,128
1.0,0:56,4.0,9.0,LAC 11,0.0,10.0,Younghoe Koo 29 yard field goal good,2.7,3.0,9.0,2022,128
1.0,0:52,,,ATL 35,0.0,10.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,128
1.0,0:52,1.0,10.0,LAC 25,0.0,10.0,Austin Ekeler left guard for 3 yards (tackle by Rashaan Evans and Ta'Quon Graham),0.61,0.47,9.0,2022,128
1.0,0:19,2.0,7.0,LAC 28,0.0,10.0,Justin Herbert pass complete short right to Gerald Everett for 5 yards (tackle by Richie Grant and Rashaan Evans),0.47,0.43,9.0,2022,128
2.0,15:00,3.0,2.0,LAC 33,0.0,10.0,Justin Herbert pass incomplete short middle intended for Josh Palmer,0.43,-1.18,9.0,2022,128
2.0,14:55,4.0,2.0,LAC 33,0.0,10.0,"JK Scott punts 36 yards, fair catch by Avery Williams at ATL-31",-1.18,-1.0,9.0,2022,128
2.0,14:45,1.0,10.0,ATL 31,0.0,10.0,Caleb Huntley left guard for 3 yards (tackle by Kenneth Murray and Sebastian Joseph-Day),1.0,0.87,9.0,2022,128
2.0,14:06,2.0,7.0,ATL 34,0.0,10.0,Marcus Mariota pass incomplete deep right intended for Kyle Pitts,0.87,0.17,9.0,2022,128
2.0,14:00,3.0,7.0,ATL 34,0.0,10.0,Marcus Mariota sacked by Drue Tranquill for -7 yards,0.17,-1.57,9.0,2022,128
2.0,13:25,4.0,14.0,ATL 27,0.0,10.0,"Bradley Pinion punts 46 yards, returned by DeAndre Carter for no gain (tackle by Nick Kwiatkoski and Mike Ford). Penalty on Ja'Sir Taylor: Offensive Holding, 10 yards (accepted)",-1.57,0.06,9.0,2022,128
2.0,13:13,1.0,10.0,LAC 17,0.0,10.0,Gerald Everett left end for no gain (tackle by Rashaan Evans and DeAngelo Malone),-0.06,-0.58,9.0,2022,128
2.0,12:34,2.0,10.0,LAC 17,0.0,10.0,"Penalty on Sony Michel: False Start, 5 yards (accepted) (no play)",-0.58,-1.15,9.0,2022,128
2.0,12:21,2.0,15.0,LAC 12,0.0,10.0,Justin Herbert pass incomplete short middle intended for Sony Michel,-1.15,-2.01,9.0,2022,128
2.0,12:15,3.0,15.0,LAC 12,0.0,10.0,Justin Herbert pass complete deep middle to Josh Palmer for 25 yards (tackle by Richie Grant),-2.01,1.4,9.0,2022,128
2.0,11:35,1.0,10.0,LAC 37,0.0,10.0,Austin Ekeler right guard for 2 yards (tackle by Richie Grant),1.4,1.13,9.0,2022,128
2.0,11:02,2.0,8.0,LAC 39,0.0,10.0,Justin Herbert pass complete short right to Gerald Everett for 2 yards (tackle by Cornell Armstrong),1.13,0.7,9.0,2022,128
2.0,10:22,3.0,6.0,LAC 41,0.0,10.0,Justin Herbert pass complete short right to Josh Palmer for 10 yards (tackle by Cornell Armstrong and Rashaan Evans),0.7,2.32,9.0,2022,128
2.0,9:56,1.0,10.0,ATL 49,0.0,10.0,Justin Herbert pass complete short right to Austin Ekeler for 13 yards (tackle by Cornell Armstrong and Mykal Walker),2.32,3.18,9.0,2022,128
2.0,9:15,1.0,10.0,ATL 36,0.0,10.0,"Austin Ekeler right tackle for no gain (tackle by Isaiah Oliver). Penalty on Trey Pipkins: Face Mask (15 Yards), 15 yards (accepted) (no play)",3.18,2.19,9.0,2022,128
2.0,8:45,1.0,25.0,LAC 49,0.0,10.0,Justin Herbert pass complete short left to Josh Palmer for 10 yards (tackle by Arnold Ebiketie and Rashaan Evans),2.19,1.96,9.0,2022,128
2.0,8:11,2.0,15.0,ATL 41,0.0,10.0,Justin Herbert pass complete short right to Michael Bandy for 6 yards (tackle by Isaiah Oliver),1.96,2.08,9.0,2022,128
2.0,7:32,3.0,9.0,ATL 35,0.0,10.0,Justin Herbert pass complete short left to Gerald Everett for 12 yards (tackle by Mykal Walker),2.08,4.04,9.0,2022,128
2.0,7:04,1.0,10.0,ATL 23,0.0,10.0,Austin Ekeler left tackle for 9 yards (tackle by Isaiah Oliver and Cornell Armstrong),4.04,4.95,9.0,2022,128
2.0,6:32,2.0,1.0,ATL 14,0.0,10.0,Austin Ekeler left tackle for -1 yards (tackle by Grady Jarrett),4.95,4.05,9.0,2022,128
2.0,5:53,3.0,2.0,ATL 15,0.0,10.0,Justin Herbert pass complete short right to Michael Bandy for 4 yards (tackle by Isaiah Oliver),4.05,4.84,9.0,2022,128
2.0,5:19,1.0,10.0,ATL 11,0.0,10.0,Austin Ekeler right tackle for 9 yards (tackle by Jaylinn Hawkins and Isaiah Oliver),4.84,5.85,9.0,2022,128
2.0,4:43,2.0,1.0,ATL 2,6.0,10.0,"Austin Ekeler right end for 2 yards, touchdown",5.85,7.0,9.0,2022,128
2.0,4:38,,,ATL 15,7.0,10.0,Cameron Dicker kicks extra point good,0.0,0.0,9.0,2022,128
2.0,4:38,,,LAC 35,7.0,10.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,128
2.0,4:38,1.0,10.0,ATL 25,7.0,10.0,Marcus Mariota pass complete short left to Olamide Zaccheaus for 4 yards (tackle by Michael Davis),0.61,0.6,9.0,2022,128
2.0,4:00,2.0,6.0,ATL 29,7.0,10.0,Cordarrelle Patterson right guard for 3 yards (tackle by Derwin James),0.6,0.3,9.0,2022,128
2.0,3:19,3.0,3.0,ATL 32,7.0,10.0,Marcus Mariota sacked by Derwin James for -8 yards,0.3,-1.77,9.0,2022,128
2.0,2:42,4.0,11.0,ATL 24,7.0,10.0,"Bradley Pinion punts 52 yards, returned by DeAndre Carter for 13 yards (tackle by Tyler Allgeier and Nick Kwiatkoski)",-1.77,-1.4,9.0,2022,128
2.0,2:28,1.0,10.0,LAC 37,7.0,10.0,Isaiah Spiller for 5 yards (tackle by Jalen Dalton),1.4,1.53,9.0,2022,128
2.0,2:00,2.0,5.0,LAC 42,7.0,10.0,Justin Herbert pass complete short left to Michael Bandy for 4 yards (tackle by Richie Grant),1.53,1.36,9.0,2022,128
2.0,1:49,3.0,1.0,LAC 46,7.0,10.0,Justin Herbert pass complete short left to Austin Ekeler for 3 yards (tackle by Cornell Armstrong),1.36,2.19,9.0,2022,128
2.0,1:48,1.0,10.0,LAC 49,7.0,10.0,Justin Herbert pass incomplete short middle intended for Gerald Everett (defended by Timmy Horne),2.19,1.65,9.0,2022,128
2.0,1:44,2.0,10.0,LAC 49,7.0,10.0,Justin Herbert pass complete short left to Austin Ekeler for 5 yards (tackle by Lorenzo Carter),1.65,1.62,9.0,2022,128
2.0,1:34,3.0,5.0,ATL 46,7.0,10.0,Justin Herbert pass complete short middle to DeAndre Carter for 23 yards (tackle by Mykal Walker),1.62,4.04,9.0,2022,128
2.0,1:12,1.0,10.0,ATL 23,7.0,10.0,Sony Michel right guard for 12 yards (tackle by Richie Grant and Mykal Walker),4.04,4.84,9.0,2022,128
2.0,0:50,1.0,10.0,ATL 11,7.0,10.0,Justin Herbert pass complete short right to DeAndre Carter for 10 yards (tackle by Cornell Armstrong and Jaylinn Hawkins),4.84,6.97,9.0,2022,128
2.0,0:41,,,,,,Timeout #1 by Los Angeles Chargers,,,9.0,2022,128
2.0,0:41,1.0,1.0,ATL 1,7.0,10.0,Justin Herbert pass incomplete short right intended for Richard Rodgers,6.97,5.91,9.0,2022,128
2.0,0:36,2.0,1.0,ATL 1,13.0,10.0,"Justin Herbert pass complete short right to Austin Ekeler for 1 yard, touchdown",5.91,7.0,9.0,2022,128
2.0,0:32,,,ATL 15,14.0,10.0,Cameron Dicker kicks extra point good,0.0,0.0,9.0,2022,128
2.0,0:32,,,LAC 35,14.0,10.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,128
2.0,0:32,1.0,10.0,ATL 25,14.0,10.0,Marcus Mariota pass incomplete deep right intended for Kyle Pitts,0.61,0.06,9.0,2022,128
2.0,0:26,2.0,10.0,ATL 25,14.0,10.0,Marcus Mariota pass incomplete short right intended for KhaDarel Hodge (defended by Michael Davis),0.06,-0.62,9.0,2022,128
2.0,0:22,3.0,10.0,ATL 25,14.0,10.0,Marcus Mariota pass incomplete deep right intended for Kyle Pitts,-0.62,-1.7,9.0,2022,128
2.0,0:12,4.0,10.0,ATL 25,14.0,10.0,"Penalty on ATL: Delay of Game, 5 yards (accepted) (no play)",-1.7,-2.03,9.0,2022,128
2.0,0:12,4.0,15.0,ATL 20,14.0,10.0,Bradley Pinion punts 49 yards downed by Mike Ford,-2.03,0.28,9.0,2022,128
3.0,15:00,,,ATL 35,14.0,10.0,"Bradley Pinion kicks off 62 yards, returned by DeAndre Carter for 18 yards (tackle by Keith Smith)",0.0,0.34,9.0,2022,128
3.0,14:54,1.0,10.0,LAC 21,14.0,10.0,Justin Herbert pass incomplete short left intended for Gerald Everett,0.34,-0.2,9.0,2022,128
3.0,14:49,2.0,10.0,LAC 21,14.0,10.0,Isaiah Spiller right tackle for 3 yards (tackle by Mykal Walker and Adetokunbo Ogundeji),-0.2,-0.49,9.0,2022,128
3.0,14:11,3.0,7.0,LAC 24,14.0,10.0,Justin Herbert pass incomplete short left intended for Richard Rodgers (defended by Troy Andersen),-0.49,-1.77,9.0,2022,128
3.0,14:02,4.0,7.0,LAC 24,14.0,10.0,"JK Scott punts 44 yards, fair catch by Avery Williams at ATL-32",-1.77,-1.07,9.0,2022,128
3.0,13:55,1.0,10.0,ATL 32,14.0,10.0,Tyler Allgeier left end for 9 yards (tackle by Derwin James and Michael Davis),1.07,1.74,9.0,2022,128
3.0,13:29,2.0,1.0,ATL 41,14.0,10.0,Marcus Mariota left guard for 4 yards (tackle by Drue Tranquill),1.74,1.93,9.0,2022,128
3.0,12:51,1.0,10.0,ATL 45,14.0,10.0,Tyler Allgeier left tackle for 2 yards (tackle by Morgan Fox and Nasir Adderley),1.93,1.65,9.0,2022,128
3.0,12:11,2.0,8.0,ATL 47,14.0,10.0,Marcus Mariota pass incomplete short right intended for Damiere Byrd,1.65,0.96,9.0,2022,128
3.0,12:04,3.0,8.0,ATL 47,14.0,10.0,Marcus Mariota pass complete short middle to Olamide Zaccheaus for 15 yards (tackle by Alohi Gilman),0.96,3.05,9.0,2022,128
3.0,11:26,1.0,10.0,LAC 38,14.0,10.0,"Cordarrelle Patterson left end for no gain, touchdown. Penalty on Matt Hennessy: Offensive Holding, 10 yards (declined) . Penalty on Kaleb McGary: Tripping / Offense, 10 yards (accepted) (no play)",3.05,2.39,9.0,2022,128
3.0,11:17,1.0,20.0,LAC 48,14.0,10.0,Marcus Mariota pass complete deep middle to KhaDarel Hodge for 19 yards (tackle by Nasir Adderley),2.39,3.72,9.0,2022,128
3.0,10:51,2.0,1.0,LAC 29,14.0,10.0,Tyler Allgeier left tackle for 10 yards (tackle by Nasir Adderley and Derwin James),3.72,4.31,9.0,2022,128
3.0,10:10,1.0,10.0,LAC 19,14.0,10.0,Tyler Allgeier left end for 8 yards (tackle by Michael Davis and Morgan Fox),4.31,5.14,9.0,2022,128
3.0,9:32,2.0,2.0,LAC 11,14.0,10.0,"Marcus Mariota pass complete short left to Drake London for 5 yards. Drake London fumbles (forced by Khalil Mack), recovered by Khalil Mack at LAC-6 and returned for 44 yards (tackle by Olamide Zaccheaus and Drake London)",5.14,-2.26,9.0,2022,128
3.0,9:15,1.0,10.0,ATL 50,14.0,10.0,Justin Herbert pass incomplete deep right intended for Michael Bandy,2.26,1.71,9.0,2022,128
3.0,9:09,2.0,10.0,ATL 50,14.0,10.0,Austin Ekeler left tackle for 2 yards (tackle by DeAngelo Malone),1.71,1.29,9.0,2022,128
3.0,8:39,3.0,8.0,ATL 48,14.0,10.0,Justin Herbert pass short middle intended for Josh Palmer is intercepted by Richie Grant at ATL-37 and returned for 10 yards (tackle by Corey Linsley),1.29,-2.06,9.0,2022,128
3.0,8:27,1.0,10.0,ATL 47,14.0,10.0,Cordarrelle Patterson right tackle for 7 yards (tackle by Kenneth Murray),2.06,2.46,9.0,2022,128
3.0,7:41,2.0,3.0,LAC 46,14.0,10.0,Marcus Mariota pass complete short right to Kyle Pitts for 9 yards (tackle by Derwin James),2.46,3.12,9.0,2022,128
3.0,7:22,1.0,10.0,LAC 37,14.0,10.0,Cordarrelle Patterson right guard for 6 yards (tackle by Christian Covington and Drue Tranquill),3.12,3.38,9.0,2022,128
3.0,6:45,2.0,4.0,LAC 31,14.0,10.0,Cordarrelle Patterson left tackle for 3 yards (tackle by Bryce Callahan),3.38,3.07,9.0,2022,128
3.0,6:22,3.0,1.0,LAC 28,14.0,10.0,Cordarrelle Patterson left guard for 2 yards (tackle by Drue Tranquill),3.07,3.84,9.0,2022,128
3.0,5:42,,,,,,Timeout #1 by Atlanta Falcons,,,9.0,2022,128
3.0,5:42,1.0,10.0,LAC 26,14.0,10.0,Caleb Huntley right guard for 9 yards (tackle by Alohi Gilman and Drue Tranquill),3.84,4.64,9.0,2022,128
3.0,5:04,2.0,1.0,LAC 17,14.0,10.0,Caleb Huntley left end for 8 yards (tackle by Otito Ogbonnia),4.64,5.14,9.0,2022,128
3.0,4:40,1.0,9.0,LAC 9,14.0,10.0,Caleb Huntley left tackle for 6 yards (tackle by Kenneth Murray and Derwin James),5.14,5.53,9.0,2022,128
3.0,3:53,2.0,3.0,LAC 3,14.0,10.0,Marcus Mariota pass incomplete short left intended for Drake London,5.53,4.72,9.0,2022,128
3.0,3:48,3.0,3.0,LAC 3,14.0,16.0,"Cordarrelle Patterson left guard for 3 yards, touchdown",4.72,7.0,9.0,2022,128
3.0,3:44,,,LAC 15,14.0,17.0,Younghoe Koo kicks extra point good,0.0,0.0,9.0,2022,128
3.0,3:44,,,ATL 35,14.0,17.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,128
3.0,3:44,1.0,10.0,LAC 25,14.0,17.0,Isaiah Spiller right tackle for 7 yards (tackle by Rashaan Evans and Richie Grant),0.61,1.01,9.0,2022,128
3.0,3:07,2.0,3.0,LAC 32,14.0,17.0,Isaiah Spiller right guard for 5 yards (tackle by Abdullah Anderson and Jalen Dalton),1.01,1.4,9.0,2022,128
3.0,2:31,1.0,10.0,LAC 37,14.0,17.0,Justin Herbert pass incomplete short middle intended for Michael Bandy (defended by Abdullah Anderson),1.4,0.86,9.0,2022,128
3.0,2:26,2.0,10.0,LAC 37,14.0,17.0,Justin Herbert pass incomplete deep left intended for DeAndre Carter,0.86,0.17,9.0,2022,128
3.0,2:20,3.0,10.0,LAC 37,14.0,17.0,Justin Herbert pass complete to Josh Palmer for 3 yards (tackle by Richie Grant),0.17,-0.72,9.0,2022,128
3.0,1:43,4.0,7.0,LAC 40,14.0,17.0,"JK Scott punts 40 yards, fair catch by Avery Williams at ATL-20",-0.72,-0.28,9.0,2022,128
3.0,1:34,1.0,10.0,ATL 20,14.0,17.0,Tyler Allgeier left tackle for 4 yards (tackle by Khalil Mack),0.28,0.27,9.0,2022,128
3.0,0:53,2.0,6.0,ATL 24,14.0,17.0,Tyler Allgeier left end for 6 yards (tackle by Drue Tranquill and Derwin James),0.27,0.94,9.0,2022,128
3.0,0:46,1.0,10.0,ATL 30,14.0,17.0,Tyler Allgeier left end for 8 yards (tackle by Kenneth Murray),0.94,1.47,9.0,2022,128
4.0,15:00,2.0,2.0,ATL 38,14.0,17.0,Marcus Mariota left end for 4 yards (tackle by Alohi Gilman),1.47,1.73,9.0,2022,128
4.0,14:26,1.0,10.0,ATL 42,14.0,17.0,Marcus Mariota pass complete short left to Tyler Allgeier for 24 yards (tackle by Nasir Adderley),1.73,3.31,9.0,2022,128
4.0,13:38,1.0,10.0,LAC 34,14.0,17.0,Caleb Huntley right guard for 4 yards (tackle by Morgan Fox),3.31,3.31,9.0,2022,128
4.0,12:59,2.0,6.0,LAC 30,14.0,17.0,Cordarrelle Patterson left end for -2 yards (tackle by Kenneth Murray),3.31,2.35,9.0,2022,128
4.0,12:23,,,,,,Timeout #1 by Los Angeles Chargers,,,9.0,2022,128
4.0,12:23,3.0,8.0,LAC 32,14.0,17.0,Marcus Mariota pass incomplete deep right intended for Kyle Pitts,2.35,1.24,9.0,2022,128
4.0,12:17,4.0,8.0,LAC 32,14.0,17.0,Younghoe Koo 50 yard field goal no good,1.24,-1.6,9.0,2022,128
4.0,12:12,1.0,10.0,LAC 40,14.0,17.0,"Justin Herbert pass complete short right to Gerald Everett for 1 yard (tackle by Ta'Quon Graham and Richie Grant). Penalty on Corey Linsley: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Trey Pipkins: Offensive Holding, 10 yards (accepted)",1.6,1.0,9.0,2022,128
4.0,12:02,1.0,19.0,LAC 31,14.0,17.0,Justin Herbert pass complete short left to Michael Bandy for 11 yards (tackle by Rashaan Evans),1.0,1.32,9.0,2022,128
4.0,11:07,2.0,8.0,LAC 42,14.0,17.0,Austin Ekeler right end for 6 yards (tackle by Richie Grant and Grady Jarrett),1.32,1.42,9.0,2022,128
4.0,10:47,3.0,2.0,LAC 48,14.0,17.0,Justin Herbert pass complete short right to DeAndre Carter for 8 yards (tackle by Jaylinn Hawkins),1.42,2.65,9.0,2022,128
4.0,10:13,1.0,10.0,ATL 44,14.0,17.0,Isaiah Spiller right tackle for 3 yards (tackle by Mykal Walker),2.65,2.52,9.0,2022,128
4.0,9:40,2.0,7.0,ATL 41,14.0,17.0,Isaiah Spiller left guard for 4 yards (tackle by Lorenzo Carter),2.52,2.35,9.0,2022,128
4.0,9:04,3.0,3.0,ATL 37,14.0,17.0,"Justin Herbert pass complete short left to Austin Ekeler for no gain, touchdown Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Justin Herbert pass complete to Austin Ekeler for -1 yards (tackle by Isaiah Oliver)",2.35,0.72,9.0,2022,128
4.0,8:49,4.0,4.0,ATL 38,14.0,17.0,Justin Herbert pass complete short right to DeAndre Carter for 6 yards (tackle by Isaiah Oliver),0.72,3.45,9.0,2022,128
4.0,8:10,1.0,10.0,ATL 32,14.0,17.0,Isaiah Spiller left tackle for 2 yards (tackle by Ta'Quon Graham),3.45,3.17,9.0,2022,128
4.0,7:37,2.0,8.0,ATL 30,14.0,17.0,Justin Herbert pass complete deep left to Josh Palmer for 21 yards (tackle by Richie Grant),3.17,5.14,9.0,2022,128
4.0,6:56,1.0,9.0,ATL 9,14.0,17.0,Austin Ekeler left tackle for 3 yards (tackle by Mykal Walker and Lorenzo Carter),5.14,4.95,9.0,2022,128
4.0,6:20,2.0,6.0,ATL 6,14.0,17.0,Justin Herbert pass complete short left to Austin Ekeler for -7 yards (tackle by Rashaan Evans),4.95,3.06,9.0,2022,128
4.0,5:39,3.0,13.0,ATL 13,14.0,17.0,Justin Herbert pass incomplete short left intended for Gerald Everett,3.06,2.57,9.0,2022,128
4.0,5:31,4.0,13.0,ATL 13,17.0,17.0,Cameron Dicker 31 yard field goal good,2.57,3.0,9.0,2022,128
4.0,5:27,,,LAC 35,17.0,17.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,128
4.0,5:27,1.0,10.0,ATL 25,17.0,17.0,Tyler Allgeier left guard for 2 yards (tackle by Derwin James and Christian Covington),0.61,0.33,9.0,2022,128
4.0,4:46,2.0,8.0,ATL 27,17.0,17.0,Marcus Mariota pass incomplete deep left intended for Kyle Pitts,0.33,-0.36,9.0,2022,128
4.0,4:38,3.0,8.0,ATL 27,17.0,17.0,Marcus Mariota pass incomplete deep left intended for Drake London,-0.36,-1.57,9.0,2022,128
4.0,4:33,4.0,8.0,ATL 27,17.0,17.0,"Bradley Pinion punts 57 yards, returned by DeAndre Carter for 16 yards (tackle by Liam McCullough and Nick Kwiatkoski)",-1.57,-1.07,9.0,2022,128
4.0,4:19,1.0,10.0,LAC 32,17.0,17.0,Austin Ekeler left tackle for 5 yards (tackle by Arnold Ebiketie and Rashaan Evans),1.07,1.2,9.0,2022,128
4.0,3:43,2.0,5.0,LAC 37,17.0,17.0,Austin Ekeler left tackle for no gain (tackle by Rashaan Evans and Jalen Dalton),1.2,0.5,9.0,2022,128
4.0,2:59,3.0,5.0,LAC 37,17.0,17.0,Justin Herbert pass complete short right to DeAndre Carter for 6 yards (tackle by Rashaan Evans),0.5,1.8,9.0,2022,128
4.0,2:14,1.0,10.0,LAC 43,17.0,17.0,"Justin Herbert pass complete deep left to Josh Palmer for 18 yards (tackle by Richie Grant). Penalty on Matt Feiler: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.8,1.47,9.0,2022,128
4.0,2:26,1.0,15.0,LAC 38,17.0,17.0,Justin Herbert pass complete short left to Austin Ekeler for 10 yards (tackle by Isaiah Oliver and Cornell Armstrong),1.47,1.93,9.0,2022,128
4.0,2:00,2.0,5.0,LAC 48,17.0,17.0,Justin Herbert pass complete short left to Josh Palmer for 8 yards (tackle by Cornell Armstrong),1.93,2.65,9.0,2022,128
4.0,1:40,1.0,10.0,ATL 44,17.0,17.0,Justin Herbert pass incomplete short left intended for Austin Ekeler,2.65,2.11,9.0,2022,128
4.0,1:35,2.0,10.0,ATL 44,17.0,17.0,Justin Herbert pass complete short left to Gerald Everett for 16 yards (tackle by Arnold Ebiketie),2.11,3.71,9.0,2022,128
4.0,0:59,1.0,10.0,ATL 28,17.0,17.0,Austin Ekeler right tackle for 3 yards (tackle by Richie Grant and Mykal Walker),3.71,3.57,9.0,2022,128
4.0,0:52,,,,,,Timeout #2 by Atlanta Falcons,,,9.0,2022,128
4.0,0:52,2.0,7.0,ATL 25,17.0,17.0,Justin Herbert scrambles right end for 3 yards (tackle by Mykal Walker),3.57,3.27,9.0,2022,128
4.0,0:46,,,,,,Timeout #3 by Atlanta Falcons,,,9.0,2022,128
4.0,0:46,3.0,4.0,ATL 22,17.0,17.0,"Austin Ekeler left tackle for 2 yards. Austin Ekeler fumbles (forced by Rashaan Evans), recovered by Ta'Quon Graham at ATL-17 and returned for 19 yards. Ta'Quon Graham fumbles, recovered by Matt Feiler at ATL-43 (tackle by Rashaan Evans) (tackle by Rashaan Evans) (tackle by Grady Jarrett) Replay Assistant challenged the fumble ruling, and the play was upheld.",3.27,2.72,9.0,2022,128
4.0,0:34,1.0,10.0,ATL 43,17.0,17.0,Justin Herbert pass complete deep left to Josh Palmer for 22 yards (tackle by Jaylinn Hawkins),2.72,4.17,9.0,2022,128
4.0,0:22,,,,,,Timeout #2 by Los Angeles Chargers,,,9.0,2022,128
4.0,0:22,1.0,10.0,ATL 21,17.0,17.0,Austin Ekeler left guard for 2 yards (tackle by Jaylinn Hawkins),4.17,3.9,9.0,2022,128
4.0,0:03,,,,,,Timeout #3 by Los Angeles Chargers,,,9.0,2022,128
4.0,0:03,2.0,8.0,ATL 19,20.0,17.0,Cameron Dicker 37 yard field goal good,3.9,3.0,9.0,2022,128
