Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA,week,year,game_id
2,14:55,,,KAN 35,0.0,9.0,"Harrison Butker kicks off 55 yards, returned by Hassan Haskins for 16 yards (tackle by Deon Bush and Jack Cochrane)",0.0,0.67,9.0,2022,135
2,14:51,1.0,10.0,TEN 26,0.0,9.0,Malik Willis pass complete short right to Austin Hooper for 16 yards (tackle by Justin Reid),0.67,1.73,9.0,2022,135
2,14:17,1.0,10.0,TEN 42,0.0,9.0,Derrick Henry up the middle for 4 yards (tackle by Michael Danna and Khalen Saunders),1.73,1.73,9.0,2022,135
2,13:40,2.0,6.0,TEN 46,0.0,9.0,Malik Willis right end for 17 yards (tackle by Joshua Williams),1.73,3.12,9.0,2022,135
2,12:58,1.0,10.0,KAN 37,0.0,9.0,Derrick Henry left guard for 24 yards (tackle by Justin Reid),3.12,4.71,9.0,2022,135
2,12:14,1.0,10.0,KAN 13,0.0,9.0,Derrick Henry right end for -2 yards (tackle by Joshua Williams),4.71,3.76,9.0,2022,135
2,11:36,2.0,12.0,KAN 15,0.0,9.0,Malik Willis scrambles left end for 7 yards (tackle by Bryan Cook),3.76,4.1,9.0,2022,135
2,10:55,3.0,5.0,KAN 8,0.0,9.0,"Malik Willis pass incomplete short right intended for Dontrell Hilliard. Penalty on Chris Jones: Defensive Offside, 4 yards (accepted) (no play)",4.1,5.01,9.0,2022,135
2,10:51,3.0,1.0,KAN 4,6.0,9.0,"Derrick Henry right guard for 4 yards, touchdown",5.01,7.0,9.0,2022,135
2,10:48,,,KAN 15,7.0,9.0,Randy Bullock kicks extra point good,0.0,0.0,9.0,2022,135
2,10:48,,,TEN 35,7.0,9.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,135
2,10:48,1.0,10.0,KAN 25,7.0,9.0,Patrick Mahomes pass complete short left to Michael Burton for 9 yards (tackle by Kristian Fulton),0.61,1.28,9.0,2022,135
2,10:13,2.0,1.0,KAN 34,7.0,9.0,Isiah Pacheco left tackle for 2 yards (tackle by David Long),1.28,1.33,9.0,2022,135
2,9:36,1.0,10.0,KAN 36,7.0,9.0,Patrick Mahomes pass incomplete short right,1.33,0.79,9.0,2022,135
2,9:30,2.0,10.0,KAN 36,7.0,9.0,Patrick Mahomes pass incomplete short middle intended for JuJu Smith-Schuster,0.79,0.1,9.0,2022,135
2,9:26,3.0,10.0,KAN 36,7.0,9.0,"Patrick Mahomes pass complete short right to Travis Kelce for no gain. Penalty on Andrew Wylie: Offensive Holding, 10 yards (accepted) (no play)",0.1,-1.22,9.0,2022,135
2,9:00,3.0,20.0,KAN 26,7.0,9.0,Patrick Mahomes pass complete short middle to Jerick McKinnon for 6 yards (tackle by Lonnie Johnson and David Long),-1.22,-1.24,9.0,2022,135
2,8:21,4.0,14.0,KAN 32,7.0,9.0,"Tommy Townsend punts 47 yards, fair catch by Robert Woods at TEN-21",-1.24,-0.34,9.0,2022,135
2,8:14,1.0,10.0,TEN 21,7.0,9.0,Derrick Henry right tackle for 56 yards (tackle by L'Jarius Sneed and Trent McDuffie),0.34,4.04,9.0,2022,135
2,7:33,1.0,10.0,KAN 23,7.0,9.0,Dontrell Hilliard up the middle for 3 yards (tackle by Nick Bolton and Taylor Stallworth),4.04,3.9,9.0,2022,135
2,6:53,2.0,7.0,KAN 20,7.0,9.0,Malik Willis pass complete deep left to Austin Hooper for 18 yards (tackle by Juan Thornhill),3.9,6.74,9.0,2022,135
2,6:10,1.0,2.0,KAN 2,7.0,9.0,Derrick Henry up the middle for 1 yard (tackle by Taylor Stallworth and Derrick Nnadi),6.74,5.91,9.0,2022,135
2,5:28,2.0,1.0,KAN 1,13.0,9.0,"Derrick Henry left guard for 1 yard, touchdown. Penalty on Chris Jones: Defensive Offside, 5 yards (declined)",5.91,7.0,9.0,2022,135
2,5:24,,,KAN 15,14.0,9.0,Randy Bullock kicks extra point good,0.0,0.0,9.0,2022,135
2,5:24,,,TEN 35,14.0,9.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,135
2,5:24,1.0,10.0,KAN 25,14.0,9.0,Isiah Pacheco left guard for 1 yard (tackle by Jeffery Simmons),0.61,0.2,9.0,2022,135
2,4:51,2.0,9.0,KAN 26,14.0,9.0,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Kristian Fulton),0.2,-0.49,9.0,2022,135
2,4:46,3.0,9.0,KAN 26,14.0,9.0,Patrick Mahomes sacked by Denico Autry for -5 yards,-0.49,-1.96,9.0,2022,135
2,4:06,4.0,14.0,KAN 21,14.0,9.0,"Tommy Townsend punts 51 yards, returned by Robert Woods for 11 yards (tackle by Marcus Kemp and Bryan Cook)",-1.96,-1.53,9.0,2022,135
2,3:55,1.0,10.0,TEN 39,14.0,9.0,Derrick Henry right end for 4 yards (tackle by L'Jarius Sneed),1.53,1.53,9.0,2022,135
2,3:15,2.0,6.0,TEN 43,14.0,9.0,"Malik Willis left end for 2 yards (tackle by Trent McDuffie). Penalty on Cody Hollister: Offensive Illegal Block Above the Waist, 10 yards (accepted)",1.53,0.45,9.0,2022,135
2,2:50,2.0,14.0,TEN 35,14.0,9.0,Dontrell Hilliard right end for 5 yards (tackle by Carlos Dunlap),0.45,0.43,9.0,2022,135
2,2:09,3.0,9.0,TEN 40,14.0,9.0,Malik Willis pass incomplete deep right intended for Chris Conley (defended by Jaylen Watson),0.43,-0.72,9.0,2022,135
2,2:04,4.0,9.0,TEN 40,14.0,9.0,"Ryan Stonehouse punts 57 yards downed by Kevin Rader. Penalty on Chris Lammons: Offensive Holding, 1 yard (accepted)",-0.72,0.38,9.0,2022,135
2,1:52,1.0,10.0,KAN 2,14.0,9.0,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 5 yards (tackle by Andrew Adams and Terrance Mitchell),-0.38,-0.42,9.0,2022,135
2,1:19,2.0,5.0,KAN 7,14.0,9.0,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Kevin Byard),-0.42,-0.14,9.0,2022,135
2,1:01,1.0,10.0,KAN 16,14.0,9.0,Patrick Mahomes pass complete short right to Mecole Hardman for 9 yards (tackle by Terrance Mitchell),-0.14,0.69,9.0,2022,135
2,0:53,,,,,,Timeout #1 by Kansas City Chiefs,,,9.0,2022,135
2,0:53,2.0,1.0,KAN 25,14.0,9.0,"Patrick Mahomes pass complete short left to Jerick McKinnon for 16 yards (tackle by Roger McCreary). Penalty on Kristian Fulton: Illegal Contact, 5 yards (declined)",0.69,1.66,9.0,2022,135
2,0:45,1.0,10.0,KAN 41,14.0,9.0,Patrick Mahomes pass incomplete short left intended for Travis Kelce,1.66,1.12,9.0,2022,135
2,0:41,2.0,10.0,KAN 41,14.0,9.0,"Patrick Mahomes scrambles for 11 yards Replay Assistant challenged the first down ruling, and the original play was overturned. Patrick Mahomes scrambles right end for 9 yards (tackle by Andrew Adams)",1.12,1.62,9.0,2022,135
2,0:34,3.0,1.0,KAN 50,14.0,9.0,Patrick Mahomes sacked by Denico Autry for -6 yards,1.62,-0.46,9.0,2022,135
2,0:26,,,,,,Timeout #1 by Tennessee Titans,,,9.0,2022,135
2,0:26,4.0,7.0,KAN 44,14.0,9.0,Tommy Townsend punts 47 yards downed by Chris Lammons,-0.46,0.38,9.0,2022,135
2,0:19,1.0,10.0,TEN 9,14.0,9.0,Malik Willis kneels for -1 yards,-0.38,-0.85,9.0,2022,135
3,15:00,,,KAN 35,14.0,9.0,"Harrison Butker kicks off 61 yards, returned by Hassan Haskins for 22 yards (tackle by Bryan Cook). Penalty on Dylan Cole: Offensive Holding, 10 yards (accepted)",0.0,-0.14,9.0,2022,135
3,14:54,1.0,10.0,TEN 16,14.0,9.0,Derrick Henry up the middle for 1 yard (tackle by Willie Gay),-0.14,-0.51,9.0,2022,135
3,14:14,2.0,9.0,TEN 17,14.0,9.0,"Malik Willis pass complete short left to Austin Hooper for no gain. Penalty on Nate Davis: Ineligible Downfield Pass, 5 yards (accepted) (no play)",-0.51,-1.07,9.0,2022,135
3,13:52,2.0,14.0,TEN 12,14.0,9.0,Malik Willis right end for 6 yards (tackle by Malik Herring and L'Jarius Sneed),-1.07,-1.07,9.0,2022,135
3,13:11,3.0,8.0,TEN 18,14.0,9.0,Hassan Haskins right guard for 5 yards (tackle by George Karlaftis),-1.07,-1.83,9.0,2022,135
3,12:39,4.0,3.0,TEN 23,14.0,9.0,"Ryan Stonehouse punts 52 yards, fair catch by Mecole Hardman at KC-25",-1.83,-0.61,9.0,2022,135
3,12:33,1.0,10.0,KAN 25,14.0,9.0,Isiah Pacheco left end for no gain (tackle by Jeffery Simmons),0.61,0.06,9.0,2022,135
3,11:58,2.0,10.0,KAN 25,14.0,9.0,"Patrick Mahomes pass complete short right to Travis Kelce for 12 yards (tackle by Kevin Byard). Penalty on Kevin Byard: Illegal Contact, 5 yards (declined)",0.06,1.4,9.0,2022,135
3,11:46,1.0,10.0,KAN 37,14.0,9.0,Patrick Mahomes pass short right intended for Travis Kelce is intercepted by Roger McCreary at KC-38 and returned for 4 yards (tackle by Travis Kelce),1.4,-3.31,9.0,2022,135
3,11:27,1.0,10.0,KAN 34,14.0,9.0,Malik Willis pass incomplete deep left intended for Chigoziem Okonkwo,3.31,2.77,9.0,2022,135
3,11:22,2.0,10.0,KAN 34,14.0,9.0,Derrick Henry up the middle for 5 yards (tackle by Willie Gay and Khalen Saunders),2.77,2.74,9.0,2022,135
3,10:35,3.0,5.0,KAN 29,14.0,9.0,Malik Willis left end for 3 yards (tackle by George Karlaftis and Willie Gay),2.74,1.86,9.0,2022,135
3,10:03,4.0,2.0,KAN 26,17.0,9.0,Randy Bullock 44 yard field goal good,1.86,3.0,9.0,2022,135
3,9:58,,,TEN 35,17.0,9.0,"Randy Bullock kicks off 62 yards, returned by Isiah Pacheco for 13 yards (tackle by Hassan Haskins)",0.0,-0.14,9.0,2022,135
3,9:46,1.0,10.0,KAN 16,17.0,9.0,"Patrick Mahomes pass incomplete deep left intended for Skyy Moore. Penalty on David Long: Illegal Contact, 5 yards (accepted) (no play)",-0.14,0.34,9.0,2022,135
3,9:46,1.0,10.0,KAN 21,17.0,9.0,Patrick Mahomes pass incomplete short right intended for JuJu Smith-Schuster (defended by Kristian Fulton),0.34,-0.2,9.0,2022,135
3,9:40,2.0,10.0,KAN 21,17.0,9.0,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 9 yards (tackle by Roger McCreary),-0.2,0.3,9.0,2022,135
3,8:57,3.0,1.0,KAN 30,17.0,9.0,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 14 yards (tackle by Zach Cunningham),0.3,1.86,9.0,2022,135
3,8:20,1.0,10.0,KAN 44,17.0,9.0,Clyde Edwards-Helaire up the middle for 3 yards (tackle by Mario Edwards),1.86,1.72,9.0,2022,135
3,7:41,2.0,7.0,KAN 47,17.0,9.0,Patrick Mahomes pass complete short right to Noah Gray for 5 yards (tackle by Kevin Byard and Zach Cunningham),1.72,1.69,9.0,2022,135
3,7:02,3.0,2.0,TEN 48,17.0,9.0,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 17 yards (tackle by Kevin Byard),1.69,3.51,9.0,2022,135
3,6:17,1.0,10.0,TEN 31,17.0,9.0,Patrick Mahomes pass complete short left to Jerick McKinnon for 2 yards (tackle by Joshua Kalu and David Long),3.51,3.24,9.0,2022,135
3,5:39,2.0,8.0,TEN 29,17.0,9.0,Patrick Mahomes pass incomplete short right,3.24,2.54,9.0,2022,135
3,5:27,3.0,8.0,TEN 29,17.0,9.0,Patrick Mahomes pass incomplete deep left intended for Justin Watson,2.54,1.5,9.0,2022,135
3,5:21,4.0,8.0,TEN 29,17.0,9.0,Harrison Butker 47 yard field goal no good,1.5,-1.4,9.0,2022,135
3,5:17,1.0,10.0,TEN 37,17.0,9.0,"Derrick Henry left end for no gain. Penalty on Aaron Brewer: Offensive Holding, 10 yards (accepted) (no play)",1.4,0.74,9.0,2022,135
3,4:57,1.0,20.0,TEN 27,17.0,9.0,Dontrell Hilliard right end for 4 yards (tackle by Chris Jones and Michael Danna),0.74,0.05,9.0,2022,135
3,4:19,2.0,16.0,TEN 31,17.0,9.0,Malik Willis scrambles left end for 2 yards (tackle by Willie Gay),0.05,-0.36,9.0,2022,135
3,3:34,3.0,14.0,TEN 33,17.0,9.0,Malik Willis pass complete short right to Hassan Haskins for 2 yards (tackle by L'Jarius Sneed and Michael Danna),-0.36,-1.04,9.0,2022,135
3,3:07,4.0,12.0,TEN 35,17.0,9.0,"Ryan Stonehouse punts 45 yards, returned by Mecole Hardman for 20 yards (tackle by Tre Avery)",-1.04,-1.6,9.0,2022,135
3,2:53,1.0,10.0,KAN 40,17.0,9.0,Patrick Mahomes pass complete short middle to Travis Kelce for 14 yards (tackle by Roger McCreary),1.6,2.52,9.0,2022,135
3,2:18,1.0,10.0,TEN 46,17.0,9.0,Patrick Mahomes pass complete short left to Travis Kelce for no gain (tackle by David Long and Joshua Kalu),2.52,1.98,9.0,2022,135
3,1:40,2.0,10.0,TEN 46,17.0,9.0,Patrick Mahomes sacked by Mario Edwards for -6 yards,1.98,0.5,9.0,2022,135
3,0:57,3.0,16.0,KAN 48,17.0,9.0,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman,0.5,-0.19,9.0,2022,135
3,0:51,4.0,16.0,KAN 48,17.0,9.0,"Tommy Townsend punts 42 yards, fair catch by Robert Woods at TEN-10",-0.19,0.38,9.0,2022,135
3,0:43,1.0,10.0,TEN 10,17.0,9.0,Derrick Henry right end for 2 yards (tackle by Leo Chenal and Khalen Saunders),-0.38,-0.63,9.0,2022,135
4,15:00,2.0,8.0,TEN 12,17.0,9.0,Malik Willis scrambles left end for 4 yards (tackle by Carlos Dunlap and Michael Danna),-0.63,-0.72,9.0,2022,135
4,14:13,,,,,,Timeout #1 by Tennessee Titans,,,9.0,2022,135
4,14:13,3.0,4.0,TEN 16,17.0,9.0,Malik Willis pass incomplete deep left intended for Austin Hooper (defended by Trent McDuffie),-0.72,-2.39,9.0,2022,135
4,14:09,4.0,4.0,TEN 16,17.0,9.0,"Ryan Stonehouse punts 63 yards, returned by Mecole Hardman for no gain (tackle by Hassan Haskins). Penalty on Jack Cochrane: Offensive Holding, 10 yards (accepted)",-2.39,0.37,9.0,2022,135
4,13:56,1.0,10.0,KAN 11,17.0,9.0,Patrick Mahomes scrambles right end for 1 yard (tackle by Jeffery Simmons),-0.37,-0.71,9.0,2022,135
4,13:16,2.0,9.0,KAN 12,17.0,9.0,Patrick Mahomes pass incomplete short left,-0.71,-1.3,9.0,2022,135
4,13:13,3.0,9.0,KAN 12,17.0,9.0,Patrick Mahomes pass incomplete deep right intended for Skyy Moore,-1.3,-2.49,9.0,2022,135
4,13:04,4.0,9.0,KAN 12,17.0,9.0,"Tommy Townsend punts 43 yards, returned by Robert Woods for no gain (tackle by Marcus Kemp). Penalty on Chris Lammons: Player Out of Bounds on a Punt, 5 yards (accepted)",-2.49,-2.26,9.0,2022,135
4,12:55,1.0,10.0,TEN 50,17.0,9.0,Derrick Henry left end for 4 yards (tackle by Leo Chenal),2.26,2.25,9.0,2022,135
4,12:18,2.0,6.0,KAN 46,17.0,9.0,Derrick Henry right end for 7 yards (tackle by L'Jarius Sneed),2.25,2.98,9.0,2022,135
4,11:38,1.0,10.0,KAN 39,17.0,9.0,Derrick Henry right guard for 1 yard (tackle by Willie Gay),2.98,2.58,9.0,2022,135
4,10:53,2.0,9.0,KAN 38,17.0,9.0,Malik Willis pass incomplete deep right intended for Nick Westbrook-Ikhine (defended by L'Jarius Sneed),2.58,1.88,9.0,2022,135
4,10:44,3.0,9.0,KAN 38,17.0,9.0,Malik Willis pass complete short left to Dontrell Hilliard for -4 yards (tackle by Nick Bolton),1.88,0.46,9.0,2022,135
4,9:59,4.0,13.0,KAN 42,17.0,9.0,"Ryan Stonehouse punts 35 yards, fair catch by Mecole Hardman at KC-7",0.46,0.38,9.0,2022,135
4,9:54,1.0,10.0,KAN 7,17.0,9.0,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 12 yards (tackle by Dylan Cole),-0.38,0.15,9.0,2022,135
4,9:24,1.0,10.0,KAN 19,17.0,9.0,Patrick Mahomes pass complete short middle to Mecole Hardman for 6 yards (tackle by Andrew Adams),0.15,0.48,9.0,2022,135
4,8:41,2.0,4.0,KAN 25,17.0,9.0,Patrick Mahomes pass complete short middle to Noah Gray for 13 yards (tackle by Andrew Adams),0.48,1.47,9.0,2022,135
4,7:52,1.0,10.0,KAN 38,17.0,9.0,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,1.47,0.92,9.0,2022,135
4,7:50,2.0,10.0,KAN 38,17.0,9.0,Patrick Mahomes sacked by DeMarcus Walker for -7 yards,0.92,-0.69,9.0,2022,135
4,7:11,3.0,17.0,KAN 31,17.0,9.0,Patrick Mahomes scrambles right end for 20 yards (tackle by Kristian Fulton),-0.69,2.32,9.0,2022,135
4,6:26,1.0,10.0,TEN 49,17.0,9.0,Patrick Mahomes pass incomplete short right intended for Justin Watson,2.32,1.78,9.0,2022,135
4,6:22,2.0,10.0,TEN 49,17.0,9.0,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 12 yards (tackle by Terrance Mitchell),1.78,3.12,9.0,2022,135
4,5:39,1.0,10.0,TEN 37,17.0,9.0,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 11 yards (tackle by Dylan Cole and Roger McCreary),3.12,3.84,9.0,2022,135
4,5:05,1.0,10.0,TEN 26,17.0,9.0,Patrick Mahomes pass complete short right to Jerick McKinnon for 11 yards (tackle by Kevin Byard and Dylan Cole),3.84,4.58,9.0,2022,135
4,4:33,1.0,10.0,TEN 15,17.0,9.0,Jerick McKinnon right end for no gain (tackle by David Long and Joshua Kalu),4.58,3.95,9.0,2022,135
4,3:51,2.0,10.0,TEN 15,17.0,9.0,Patrick Mahomes pass complete short right to Jerick McKinnon for 1 yard (tackle by Dylan Cole and Kevin Byard),3.95,3.24,9.0,2022,135
4,3:05,3.0,9.0,TEN 14,17.0,15.0,"Patrick Mahomes scrambles right end for 14 yards, touchdown",3.24,7.0,9.0,2022,135
4,2:56,,,TEN 2,17.0,15.0,"Penalty on Kristian Fulton: Defensive Holding, 5 yards (offset) Penalty on Andrew Wylie: Ineligible Downfield Pass, 5 yards (offset) Penalty on Joseph Jones: Defensive Holding, 5 yards (offset) (no play)",0.0,0.0,9.0,2022,135
4,2:56,,,TEN 2,17.0,15.0,"Penalty on Joshua Kalu: Defensive Holding, 1 yard (accepted) (no play)",0.0,1.0,9.0,2022,135
4,2:56,,,TEN 2,17.0,17.0,"Two Point Attempt: Patrick Mahomes rushes, conversion succeeds.",1.0,1.0,9.0,2022,135
4,2:56,,,KAN 35,17.0,17.0,"Harrison Butker kicks off 67 yards, returned by Hassan Haskins for 19 yards (tackle by Deon Bush)",0.0,-0.06,9.0,2022,135
4,2:52,1.0,10.0,TEN 17,17.0,17.0,Derrick Henry right end for 2 yards (tackle by Khalen Saunders),-0.06,-0.25,9.0,2022,135
4,2:20,2.0,8.0,TEN 19,17.0,17.0,Malik Willis pass incomplete short right,-0.25,-1.0,9.0,2022,135
4,2:13,3.0,8.0,TEN 19,17.0,17.0,Malik Willis sacked by Carlos Dunlap for -6 yards,-1.0,-2.49,9.0,2022,135
4,2:00,4.0,14.0,TEN 13,17.0,17.0,"Ryan Stonehouse punts 51 yards, returned by Mecole Hardman for no gain (tackle by Hassan Haskins and Dylan Cole)",-2.49,-1.33,9.0,2022,135
4,1:47,1.0,10.0,KAN 36,17.0,17.0,Patrick Mahomes pass complete short left to Jerick McKinnon for 4 yards (tackle by Andrew Adams),1.33,1.33,9.0,2022,135
4,1:20,2.0,6.0,KAN 40,17.0,17.0,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 5 yards (tackle by Kristian Fulton),1.33,1.29,9.0,2022,135
4,1:08,3.0,1.0,KAN 45,17.0,17.0,Michael Burton right guard for no gain (tackle by Dylan Cole),1.29,-0.39,9.0,2022,135
4,1:00,,,,,,Timeout #2 by Tennessee Titans,,,9.0,2022,135
4,1:00,4.0,1.0,KAN 45,17.0,17.0,Clyde Edwards-Helaire up the middle for 2 yards (tackle by Joshua Kalu and Teair Tart),-0.39,2.06,9.0,2022,135
4,0:57,,,,,,Timeout #1 by Kansas City Chiefs,,,9.0,2022,135
4,0:57,1.0,10.0,KAN 47,17.0,17.0,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,2.06,1.52,9.0,2022,135
4,0:51,2.0,10.0,KAN 47,17.0,17.0,Patrick Mahomes pass incomplete short middle intended for Justin Watson,1.52,0.83,9.0,2022,135
4,0:48,3.0,10.0,KAN 47,17.0,17.0,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman (defended by Jeffery Simmons),0.83,-0.26,9.0,2022,135
4,0:43,4.0,10.0,KAN 47,17.0,17.0,"Tommy Townsend punts 53 yards, touchback.. Penalty on James Winchester: Offensive Holding, 10 yards (accepted)",-0.26,-0.94,9.0,2022,135
4,0:35,1.0,10.0,TEN 30,17.0,17.0,Malik Willis pass incomplete short right,0.94,0.39,9.0,2022,135
4,0:26,2.0,10.0,TEN 30,17.0,17.0,Malik Willis pass incomplete deep left intended for Cody Hollister,0.39,-0.3,9.0,2022,135
