Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA,week,year,game_id
1.0,9:00,3.0,5.0,ARI 5,0.0,6.0,"Jordan Love pass complete short right to Jayden Reed for 5 yards, touchdown",4.26,7.0,6.0,2024,83
1.0,8:55,,,ARI 15,0.0,7.0,Brayden Narveson kicks extra point good,0.0,0.0,6.0,2024,83
1.0,8:55,,,GNB 35,0.0,7.0,"Brayden Narveson kicks off 58 yards, returned by DeeJay Dallas for 28 yards (tackle by Zayne Anderson)",0.0,1.27,6.0,2024,83
1.0,8:49,1.0,10.0,ARI 35,0.0,7.0,Kyler Murray pass complete short left to James Conner for 9 yards (tackle by Eric Wilson),1.27,1.94,6.0,2024,83
1.0,8:14,2.0,1.0,ARI 44,0.0,7.0,James Conner left end for 9 yards (tackle by Rashan Gary),1.94,2.46,6.0,2024,83
1.0,7:36,1.0,10.0,GNB 47,0.0,7.0,James Conner right tackle for 3 yards (tackle by Rashan Gary and Isaiah McDuffie),2.46,2.32,6.0,2024,83
1.0,6:55,2.0,7.0,GNB 44,0.0,7.0,Kyler Murray pass incomplete short right intended for James Conner,2.32,1.62,6.0,2024,83
1.0,6:53,3.0,7.0,GNB 44,0.0,7.0,Kyler Murray pass incomplete short right intended for Michael Wilson (defended by Keisean Nixon),1.62,0.33,6.0,2024,83
1.0,6:48,4.0,7.0,GNB 44,0.0,7.0,"Blake Gillikin punts 44 yards, touchback.",0.33,-0.28,6.0,2024,83
1.0,6:37,1.0,10.0,GNB 20,0.0,7.0,Jordan Love pass complete deep right to Romeo Doubs for 19 yards (tackle by Max Melton),0.28,1.53,6.0,2024,83
1.0,5:53,1.0,10.0,GNB 39,0.0,7.0,Jayden Reed right end for no gain (tackle by Budda Baker and Mack Wilson),1.53,0.99,6.0,2024,83
1.0,5:14,2.0,10.0,GNB 39,0.0,7.0,Jordan Love pass complete short right to Emanuel Wilson for 19 yards (tackle by Jalen Thompson and Sean Murphy-Bunting),0.99,2.79,6.0,2024,83
1.0,4:31,1.0,10.0,ARI 42,0.0,7.0,Jordan Love pass incomplete short left intended for Emanuel Wilson,2.79,2.24,6.0,2024,83
1.0,4:26,2.0,10.0,ARI 42,0.0,7.0,Emanuel Wilson left tackle for 7 yards (tackle by Bilal Nichols and Budda Baker),2.24,2.48,6.0,2024,83
1.0,3:47,3.0,3.0,ARI 35,0.0,7.0,Jordan Love pass complete short right to Dontayvion Wicks for 9 yards (tackle by Kyzir White and Budda Baker),2.48,3.84,6.0,2024,83
1.0,3:06,1.0,10.0,ARI 26,0.0,7.0,Josh Jacobs right tackle for 2 yards (tackle by Naquan Jones and Dante Stills),3.84,3.57,6.0,2024,83
1.0,2:22,2.0,8.0,ARI 24,0.0,7.0,Jordan Love pass complete short left to Josh Jacobs for 9 yards (tackle by Max Melton),3.57,4.58,6.0,2024,83
1.0,1:43,1.0,10.0,ARI 15,0.0,7.0,Jordan Love scrambles left end for 3 yards (tackle by Jalen Thompson),4.58,4.45,6.0,2024,83
1.0,1:00,2.0,7.0,ARI 12,0.0,7.0,"Josh Jacobs left tackle for no gain (tackle by Mack Wilson). Penalty on Elgton Jenkins: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",4.45,3.08,6.0,2024,83
1.0,0:41,2.0,17.0,ARI 22,0.0,7.0,Jordan Love pass complete short left to Jayden Reed for 7 yards (tackle by Dennis Gardeck and Kyzir White),3.08,3.1,6.0,2024,83
1.0,0:02,3.0,10.0,ARI 15,0.0,7.0,"Penalty on Zaven Collins: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.1,4.0,6.0,2024,83
2.0,15:00,3.0,5.0,ARI 10,0.0,13.0,"Jordan Love pass complete short right to Romeo Doubs for 10 yards, touchdown",4.0,7.0,6.0,2024,83
2.0,14:55,,,ARI 15,0.0,14.0,Brayden Narveson kicks extra point good,0.0,0.0,6.0,2024,83
2.0,14:55,,,GNB 35,0.0,14.0,"Brayden Narveson kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,83
2.0,14:55,1.0,10.0,ARI 30,0.0,14.0,Kyler Murray scrambles right end for 4 yards (tackle by Eric Wilson),0.94,0.93,6.0,2024,83
2.0,14:18,2.0,6.0,ARI 34,0.0,14.0,Trey Benson right guard for 1 yard (tackle by Edgerrin Cooper),0.93,0.37,6.0,2024,83
2.0,13:36,3.0,5.0,ARI 35,0.0,14.0,Kyler Murray pass incomplete short left intended for Greg Dortch,0.37,-1.04,6.0,2024,83
2.0,13:28,4.0,5.0,ARI 35,0.0,14.0,"Blake Gillikin punts 55 yards, returned by Keisean Nixon for no gain (tackle by Max Melton)",-1.04,0.38,6.0,2024,83
2.0,13:20,1.0,10.0,GNB 10,0.0,14.0,Josh Jacobs left end for 5 yards (tackle by L.J. Collier),-0.38,-0.35,6.0,2024,83
2.0,12:36,2.0,5.0,GNB 15,0.0,14.0,"Jordan Love pass complete deep left to Ben Sims for 28 yards (tackle by Mack Wilson). Penalty on Max Melton: Defensive Holding, 5 yards (declined)",-0.35,1.8,6.0,2024,83
2.0,12:10,1.0,10.0,GNB 43,0.0,14.0,Josh Jacobs left tackle for 4 yards (tackle by Roy Lopez and Julian Okwara),1.8,1.79,6.0,2024,83
2.0,11:26,2.0,6.0,GNB 47,0.0,14.0,Jordan Love pass complete short middle to Tucker Kraft for 8 yards (tackle by Krys Barnes),1.79,2.59,6.0,2024,83
2.0,10:47,1.0,10.0,ARI 45,0.0,14.0,Jordan Love pass complete short left to Jayden Reed for 6 yards (tackle by Mack Wilson),2.59,2.85,6.0,2024,83
2.0,10:03,2.0,4.0,ARI 39,0.0,14.0,Josh Jacobs up the middle for 2 yards (tackle by Zaven Collins),2.85,2.41,6.0,2024,83
2.0,9:24,3.0,2.0,ARI 37,0.0,14.0,Josh Jacobs left guard for 1 yard (tackle by Dante Stills and Khyiris Tonga),2.41,0.89,6.0,2024,83
2.0,8:44,,,,,,Timeout #1 by Green Bay Packers,,,6.0,2024,83
2.0,8:44,4.0,1.0,ARI 36,0.0,14.0,Jordan Love pass complete short middle to Christian Watson for 14 yards (tackle by Sean Murphy-Bunting),0.89,4.11,6.0,2024,83
2.0,8:06,1.0,10.0,ARI 22,0.0,14.0,Josh Jacobs left tackle for 2 yards (tackle by Mack Wilson and L.J. Collier),4.11,3.83,6.0,2024,83
2.0,7:24,2.0,8.0,ARI 20,0.0,14.0,Jordan Love pass complete short right to Jayden Reed for 2 yards (tackle by Krys Barnes),3.83,3.4,6.0,2024,83
2.0,6:41,3.0,6.0,ARI 18,0.0,14.0,Jordan Love pass incomplete deep left intended for Christian Watson (defended by Garrett Williams),3.4,2.27,6.0,2024,83
2.0,6:36,4.0,6.0,ARI 18,0.0,17.0,Brayden Narveson 36 yard field goal good,2.27,3.0,6.0,2024,83
2.0,6:32,,,GNB 35,0.0,17.0,"Brayden Narveson kicks off 67 yards, recovered by Emari Demercado in end zone (tackle by Edgerrin Cooper)",0.0,0.41,6.0,2024,83
2.0,6:28,1.0,10.0,ARI 22,0.0,17.0,Kyler Murray pass incomplete short left intended for Marvin Harrison (defended by Jaire Alexander),0.41,-0.13,6.0,2024,83
2.0,6:25,2.0,10.0,ARI 22,0.0,17.0,Kyler Murray pass complete short middle to James Conner for 9 yards (tackle by Quay Walker),-0.13,0.37,6.0,2024,83
2.0,5:39,3.0,1.0,ARI 31,0.0,17.0,Kyler Murray left end for -2 yards (tackle by Evan Williams),0.37,-1.44,6.0,2024,83
2.0,5:07,4.0,3.0,ARI 29,0.0,17.0,"Blake Gillikin punts, returned by Jayden Reed for no gain. Jayden Reed fumbles (forced by Zach Pascal), recovered by Owen Pappoe at GB-23. Penalty on Zayne Anderson: Offensive Holding, 10 yards (offset) . Penalty on DeeJay Dallas: Horse Collar Tackle, 15 yards (offset) (no play)",-1.44,-1.44,6.0,2024,83
2.0,4:54,4.0,3.0,ARI 29,0.0,17.0,"Blake Gillikin punts 54 yards, returned by Keisean Nixon for 39 yards (tackle by Blake Gillikin)",-1.44,-2.65,6.0,2024,83
2.0,4:39,1.0,10.0,ARI 44,0.0,23.0,"Jordan Love pass complete deep middle to Christian Watson for 44 yards, touchdown",2.65,7.0,6.0,2024,83
2.0,4:32,,,ARI 15,0.0,24.0,Brayden Narveson kicks extra point good,0.0,0.0,6.0,2024,83
2.0,4:32,,,GNB 35,0.0,24.0,"Brayden Narveson kicks off 64 yards, returned by DeeJay Dallas for 29 yards (tackle by Ty'Ron Hopper)",0.0,0.94,6.0,2024,83
2.0,4:26,1.0,10.0,ARI 30,0.0,24.0,James Conner left guard for 1 yard (tackle by Xavier McKinney),0.94,0.53,6.0,2024,83
2.0,3:38,2.0,9.0,ARI 31,0.0,24.0,"Kyler Murray scrambles right end for 4 yards (tackle by Javon Bullard). Penalty on Jaire Alexander: Unnecessary Roughness / Defense, 15 yards (accepted)",0.53,2.26,6.0,2024,83
2.0,3:16,1.0,10.0,ARI 50,0.0,24.0,"James Conner right end for 8 yards (tackle by Xavier McKinney). Penalty on Keisean Nixon: Illegal Use of Hands / Defense, 5 yards (accepted)",2.26,3.12,6.0,2024,83
2.0,3:03,1.0,10.0,GNB 37,0.0,24.0,Kyler Murray pass complete deep right to Trey McBride for 27 yards (tackle by Xavier McKinney and Keisean Nixon),3.12,4.91,6.0,2024,83
2.0,2:16,1.0,10.0,GNB 10,0.0,24.0,"James Conner left end for 2 yards (tackle by Javon Bullard). Penalty on Elijah Higgins: Offensive Holding, 10 yards (accepted)",4.91,4.24,6.0,2024,83
2.0,2:00,1.0,18.0,GNB 18,6.0,24.0,"Kyler Murray pass complete deep middle to Michael Wilson for 18 yards, touchdown",4.24,7.0,6.0,2024,83
2.0,1:56,,,GNB 15,7.0,24.0,Chad Ryland kicks extra point good,0.0,0.0,6.0,2024,83
2.0,1:56,,,ARI 35,7.0,24.0,"Chad Ryland kicks off 66 yards, returned by Keisean Nixon for 23 yards (tackle by Jesse Luketa)",0.0,0.41,6.0,2024,83
2.0,1:50,1.0,10.0,GNB 22,7.0,24.0,Josh Jacobs right guard for 5 yards (tackle by Dante Stills),0.41,0.54,6.0,2024,83
2.0,1:16,2.0,5.0,GNB 27,7.0,24.0,Jordan Love pass complete short left to Josh Jacobs for 5 yards (tackle by Garrett Williams),0.54,1.07,6.0,2024,83
2.0,1:13,1.0,10.0,GNB 32,7.0,24.0,Jordan Love pass complete short left to Tucker Kraft for 5 yards (tackle by Owen Pappoe),1.07,1.2,6.0,2024,83
2.0,1:08,2.0,5.0,GNB 37,7.0,24.0,Jordan Love pass short right intended for Bo Melton is intercepted by Sean Murphy-Bunting at GB-45 and returned for no gain (tackle by Romeo Doubs),1.2,-2.59,6.0,2024,83
2.0,1:04,1.0,10.0,GNB 45,7.0,24.0,"Kyler Murray scrambles right end for no gain (tackle by Kingsley Enagbare). Penalty on Evan Brown: Offensive Holding, 10 yards (accepted) (no play)",2.59,1.93,6.0,2024,83
2.0,0:58,1.0,20.0,ARI 45,7.0,24.0,Kyler Murray pass complete short middle to Emari Demercado for 7 yards (tackle by Edgerrin Cooper),1.93,1.64,6.0,2024,83
2.0,0:52,,,,,,Timeout #1 by Arizona Cardinals,,,6.0,2024,83
2.0,0:52,2.0,13.0,GNB 48,7.0,24.0,Kyler Murray pass complete short middle to Trey McBride for 13 yards (tackle by Quay Walker),1.64,3.25,6.0,2024,83
2.0,0:37,1.0,10.0,GNB 35,7.0,24.0,Kyler Murray pass complete short right to Trey McBride for 8 yards (tackle by Quay Walker),3.25,3.78,6.0,2024,83
2.0,0:29,2.0,2.0,GNB 27,7.0,24.0,Kyler Murray pass incomplete short right intended for Greg Dortch,3.78,3.07,6.0,2024,83
2.0,0:25,3.0,2.0,GNB 27,7.0,24.0,Kyler Murray pass complete short left to Michael Wilson for 3 yards (tackle by Jaire Alexander),3.07,3.97,6.0,2024,83
2.0,0:20,,,,,,Timeout #2 by Arizona Cardinals,,,6.0,2024,83
2.0,0:20,1.0,10.0,GNB 24,7.0,24.0,Kyler Murray pass incomplete short left intended for Emari Demercado,3.97,3.43,6.0,2024,83
2.0,0:17,2.0,10.0,GNB 24,7.0,24.0,Kyler Murray pass complete short middle to Emari Demercado for 9 yards (tackle by Evan Williams and Edgerrin Cooper),3.43,4.17,6.0,2024,83
2.0,0:12,,,,,,Timeout #3 by Arizona Cardinals,,,6.0,2024,83
2.0,0:12,3.0,1.0,GNB 15,7.0,24.0,"Penalty on Kelvin Beachum: False Start, 5 yards (accepted) (no play)",4.17,3.27,6.0,2024,83
2.0,0:12,3.0,6.0,GNB 20,7.0,24.0,Kyler Murray pass incomplete deep left intended for Michael Wilson,3.27,2.15,6.0,2024,83
2.0,0:07,,,,,,Timeout #2 by Green Bay Packers,,,6.0,2024,83
2.0,0:07,4.0,6.0,GNB 20,10.0,24.0,Chad Ryland 38 yard field goal good,2.15,3.0,6.0,2024,83
2.0,0:04,,,ARI 35,10.0,24.0,"Chad Ryland kicks off 66 yards, returned by Keisean Nixon for 37 yards (tackle by DeeJay Dallas and Jesse Luketa)",0.0,1.27,6.0,2024,83
3.0,15:00,,,GNB 35,10.0,24.0,"Brayden Narveson kicks off 68 yards, returned by Greg Dortch for 29 yards (tackle by Ty'Ron Hopper)",0.0,0.67,6.0,2024,83
3.0,14:54,1.0,10.0,ARI 26,10.0,24.0,Trey Benson right end for 1 yard (tackle by Quay Walker and Rashan Gary),0.67,0.27,6.0,2024,83
3.0,14:16,2.0,9.0,ARI 27,10.0,24.0,Kyler Murray pass complete short middle to Trey McBride for 12 yards (tackle by Isaiah McDuffie),0.27,1.53,6.0,2024,83
3.0,13:30,1.0,10.0,ARI 39,10.0,24.0,Trey Benson left guard for 3 yards (tackle by Kenny Clark and Tedarrell Slaton),1.53,1.39,6.0,2024,83
3.0,12:45,2.0,7.0,ARI 42,10.0,24.0,Kyler Murray pass complete short middle to Trey McBride for 13 yards (tackle by Javon Bullard),1.39,2.59,6.0,2024,83
3.0,12:04,1.0,10.0,GNB 45,10.0,24.0,Trey Benson right guard for 20 yards (tackle by Keisean Nixon),2.59,3.91,6.0,2024,83
3.0,11:21,1.0,10.0,GNB 25,10.0,24.0,"Penalty on Kyler Murray: Delay of Game, 5 yards (accepted) (no play)",3.91,3.58,6.0,2024,83
3.0,11:01,1.0,15.0,GNB 30,10.0,24.0,Trey Benson left end for 1 yard (tackle by Preston Smith),3.58,2.82,6.0,2024,83
3.0,10:26,2.0,14.0,GNB 29,10.0,24.0,"Kyler Murray pass complete short right to Elijah Higgins for no gain (tackle by Quay Walker and Edgerrin Cooper). Penalty on Kelvin Beachum: Illegal Formation, 5 yards (accepted) (no play)",2.82,2.15,6.0,2024,83
3.0,9:56,2.0,19.0,GNB 34,10.0,24.0,Kyler Murray pass complete short left to Emari Demercado for 13 yards (tackle by Quay Walker and Edgerrin Cooper),2.15,3.2,6.0,2024,83
3.0,9:12,3.0,6.0,GNB 21,10.0,24.0,Kyler Murray pass incomplete deep right intended for Xavier Weaver,3.2,2.08,6.0,2024,83
3.0,9:07,4.0,6.0,GNB 21,13.0,24.0,Chad Ryland 40 yard field goal good,2.08,3.0,6.0,2024,83
3.0,9:03,,,ARI 35,13.0,24.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,83
3.0,9:03,1.0,10.0,GNB 30,13.0,24.0,Josh Jacobs left guard for 6 yards (tackle by Jalen Thompson and Krys Barnes),0.94,1.2,6.0,2024,83
3.0,8:17,2.0,4.0,GNB 36,13.0,24.0,Josh Jacobs right guard for -1 yards (tackle by Roy Lopez),1.2,0.37,6.0,2024,83
3.0,7:47,3.0,5.0,GNB 35,13.0,24.0,"Jordan Love scrambles up the middle for 6 yards (tackle by Krys Barnes). Penalty on Sean Murphy-Bunting: Defensive Holding, 5 yards (accepted)",0.37,1.99,6.0,2024,83
3.0,7:20,1.0,10.0,GNB 46,13.0,24.0,Jordan Love pass complete short middle to Josh Jacobs for 14 yards (tackle by Jalen Thompson),1.99,2.92,6.0,2024,83
3.0,6:41,1.0,10.0,ARI 40,13.0,24.0,Josh Jacobs right end for -1 yards (tackle by Krys Barnes),2.92,2.24,6.0,2024,83
3.0,5:58,2.0,11.0,ARI 41,13.0,24.0,Jordan Love pass complete short right to Ben Sims for 10 yards (tackle by Zaven Collins),2.24,2.87,6.0,2024,83
3.0,5:16,3.0,1.0,ARI 31,13.0,24.0,"Jordan Love pass complete short left to Emanuel Wilson for no gain (tackle by Mack Wilson and Dante Stills). Penalty on Sean Murphy-Bunting: Defensive Holding, 5 yards (accepted) (no play)",2.87,3.84,6.0,2024,83
3.0,4:46,1.0,10.0,ARI 26,13.0,24.0,Jordan Love pass incomplete short right,3.84,3.3,6.0,2024,83
3.0,4:42,2.0,10.0,ARI 26,13.0,24.0,Jordan Love pass complete short middle to Bo Melton for 6 yards (tackle by Budda Baker),3.3,3.4,6.0,2024,83
3.0,3:54,3.0,4.0,ARI 20,13.0,30.0,"Jordan Love pass complete deep right to Romeo Doubs for 20 yards, touchdown",3.4,7.0,6.0,2024,83
3.0,3:48,,,ARI 15,13.0,31.0,Brayden Narveson kicks extra point good,0.0,0.0,6.0,2024,83
3.0,3:48,,,GNB 35,13.0,31.0,"Brayden Narveson kicks off 61 yards, returned by DeeJay Dallas for 22 yards (tackle by Javon Bullard)",0.0,0.67,6.0,2024,83
3.0,3:42,1.0,10.0,ARI 26,13.0,31.0,Kyler Murray pass complete short middle to James Conner for 4 yards (tackle by Edgerrin Cooper),0.67,0.67,6.0,2024,83
3.0,3:05,2.0,6.0,ARI 30,13.0,31.0,"Kyler Murray pass complete short left to James Conner for no gain. James Conner fumbles (forced by Karl Brooks), recovered by Karl Brooks at ARI-30",0.67,-3.58,6.0,2024,83
3.0,2:57,1.0,10.0,ARI 30,13.0,31.0,Jordan Love pass incomplete short right intended for Romeo Doubs (defended by Starling Thomas),3.58,3.03,6.0,2024,83
3.0,2:54,2.0,10.0,ARI 30,13.0,31.0,Jordan Love pass incomplete short left intended for Andrew Beck (defended by Mack Wilson),3.03,2.34,6.0,2024,83
3.0,2:50,3.0,10.0,ARI 30,13.0,31.0,Jordan Love pass complete short left to Jayden Reed for 4 yards (tackle by Mack Wilson and Zaven Collins),2.34,1.76,6.0,2024,83
3.0,2:09,4.0,6.0,ARI 26,13.0,31.0,Brayden Narveson 44 yard field goal no good,1.76,-1.2,6.0,2024,83
3.0,2:04,1.0,10.0,ARI 34,13.0,31.0,Kyler Murray scrambles left end for 1 yard (tackle by Javon Bullard),1.2,0.79,6.0,2024,83
3.0,1:35,2.0,9.0,ARI 35,13.0,31.0,Kyler Murray pass complete short middle to Emari Demercado for 6 yards (tackle by Quay Walker),0.79,0.89,6.0,2024,83
3.0,1:17,3.0,3.0,ARI 41,13.0,31.0,Emari Demercado up the middle for 6 yards (tackle by Edgerrin Cooper and Javon Bullard),0.89,2.06,6.0,2024,83
3.0,0:59,1.0,10.0,ARI 47,13.0,31.0,Kyler Murray pass complete short right to Trey McBride for 8 yards (tackle by Quay Walker),2.06,2.6,6.0,2024,83
3.0,0:41,2.0,2.0,GNB 45,13.0,31.0,Kyler Murray pass complete short right to Trey McBride for 6 yards (tackle by Xavier McKinney),2.6,2.98,6.0,2024,83
3.0,0:21,1.0,10.0,GNB 39,13.0,31.0,"Kyler Murray pass complete short left to Greg Dortch for 16 yards. Greg Dortch fumbles (forced by Evan Williams), recovered by Jaire Alexander at GB-22",2.98,-0.41,6.0,2024,83
3.0,0:12,1.0,10.0,GNB 22,13.0,31.0,Josh Jacobs right end for 3 yards (tackle by Mack Wilson),0.41,0.27,6.0,2024,83
4.0,15:00,2.0,7.0,GNB 25,13.0,31.0,Josh Jacobs up the middle for 3 yards (tackle by Khyiris Tonga and Dante Stills),0.27,-0.03,6.0,2024,83
4.0,14:19,3.0,4.0,GNB 28,13.0,31.0,"Jordan Love scrambles left end for 6 yards (tackle by Krys Barnes). Penalty on Krys Barnes: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.03,2.19,6.0,2024,83
4.0,13:48,1.0,10.0,GNB 49,13.0,31.0,Emanuel Wilson left end for 5 yards (tackle by Budda Baker and Naquan Jones),2.19,2.32,6.0,2024,83
4.0,13:12,2.0,5.0,ARI 46,13.0,31.0,Emanuel Wilson up the middle for 4 yards (tackle by Krys Barnes and Naquan Jones),2.32,2.15,6.0,2024,83
4.0,12:56,3.0,1.0,ARI 42,13.0,31.0,"Jordan Love pass incomplete deep left intended for Tucker Kraft. Penalty on Tucker Kraft: Illegal Formation, 5 yards (offset) . Penalty on Krys Barnes: Defensive Too Many Men on Field, 5 yards (offset) (no play)",2.15,2.15,6.0,2024,83
4.0,12:51,3.0,1.0,ARI 42,13.0,31.0,Tucker Kraft up the middle for 2 yards (tackle by Krys Barnes),2.15,2.92,6.0,2024,83
4.0,12:12,1.0,10.0,ARI 40,13.0,31.0,Josh Jacobs up the middle for 7 yards (tackle by Naquan Jones),2.92,3.32,6.0,2024,83
4.0,11:33,2.0,3.0,ARI 33,13.0,31.0,"Penalty on Sean Rhyan: False Start, 5 yards (accepted) (no play)",3.32,2.64,6.0,2024,83
4.0,11:33,2.0,8.0,ARI 38,13.0,31.0,Jordan Love pass complete short right to Christian Watson for 10 yards (tackle by Max Melton),2.64,3.71,6.0,2024,83
4.0,11:04,1.0,10.0,ARI 28,13.0,31.0,Josh Jacobs left guard for -1 yards (tackle by Dennis Gardeck),3.71,3.03,6.0,2024,83
4.0,10:21,2.0,11.0,ARI 29,13.0,31.0,Chris Brooks left guard for 7 yards (tackle by L.J. Collier and Khyiris Tonga),3.03,3.27,6.0,2024,83
4.0,9:38,3.0,4.0,ARI 22,13.0,31.0,"Jordan Love pass incomplete short right intended for Tucker Kraft. Penalty on Rasheed Walker: Offensive Holding, 10 yards (declined)",3.27,2.07,6.0,2024,83
4.0,9:32,4.0,4.0,ARI 22,13.0,34.0,Brayden Narveson 41 yard field goal good,2.07,3.0,6.0,2024,83
4.0,9:28,,,GNB 35,13.0,34.0,"Brayden Narveson kicks off 63 yards, returned by Emari Demercado for 26 yards (tackle by Bo Melton and Ty'Ron Hopper)",0.0,0.81,6.0,2024,83
4.0,9:24,1.0,10.0,ARI 28,13.0,34.0,Kyler Murray pass complete short right to Greg Dortch for 5 yards (tackle by Javon Bullard),0.81,0.94,6.0,2024,83
4.0,9:01,2.0,5.0,ARI 33,13.0,34.0,Kyler Murray scrambles left end for 2 yards (tackle by Javon Bullard),0.94,0.5,6.0,2024,83
4.0,8:41,3.0,3.0,ARI 35,13.0,34.0,Emari Demercado right end for 7 yards (tackle by Isaiah McDuffie),0.5,1.73,6.0,2024,83
4.0,8:22,1.0,10.0,ARI 42,13.0,34.0,"Kyler Murray pass incomplete short right. Penalty on Lukas Van Ness: Defensive Holding, 5 yards (accepted) (no play)",1.73,2.06,6.0,2024,83
4.0,8:15,1.0,10.0,ARI 47,13.0,34.0,Kyler Murray pass incomplete short middle intended for Emari Demercado,2.06,1.52,6.0,2024,83
4.0,8:11,2.0,10.0,ARI 47,13.0,34.0,Kyler Murray pass complete short middle to Trey McBride for 9 yards (tackle by Quay Walker),1.52,2.02,6.0,2024,83
4.0,7:49,3.0,1.0,GNB 44,13.0,34.0,Emari Demercado right guard for 4 yards (tackle by Kingsley Enagbare),2.02,2.92,6.0,2024,83
4.0,7:16,1.0,10.0,GNB 40,13.0,34.0,Emari Demercado up the middle for 8 yards (tackle by Edgerrin Cooper),2.92,3.45,6.0,2024,83
4.0,6:53,2.0,2.0,GNB 32,13.0,34.0,Kyler Murray pass complete short right to Greg Dortch for 15 yards (tackle by Quay Walker),3.45,4.44,6.0,2024,83
4.0,6:30,1.0,10.0,GNB 17,13.0,34.0,Kyler Murray pass complete short middle to Emari Demercado for 4 yards (tackle by Quay Walker),4.44,4.5,6.0,2024,83
4.0,6:12,2.0,6.0,GNB 13,13.0,34.0,"Kyler Murray left end for 5 yards (tackle by Evan Williams). Penalty on Zach Pascal: Offensive Holding, 10 yards (accepted)",4.5,3.72,6.0,2024,83
4.0,5:42,2.0,11.0,GNB 18,13.0,34.0,"Kyler Murray aborted snap, recovered by Kenny Clark at GB-21",3.72,-0.34,6.0,2024,83
4.0,5:37,1.0,10.0,GNB 21,13.0,34.0,Emanuel Wilson left guard for 3 yards (tackle by Roy Lopez and Zaven Collins),0.34,0.21,6.0,2024,83
4.0,4:49,2.0,7.0,GNB 24,13.0,34.0,Bo Melton right end for 11 yards (tackle by Jalen Thompson),0.21,1.27,6.0,2024,83
4.0,4:42,,,,,,Timeout #1 by Arizona Cardinals,,,6.0,2024,83
4.0,4:42,1.0,10.0,GNB 35,13.0,34.0,Emanuel Wilson left end for 6 yards (tackle by Dennis Gardeck and Krys Barnes),1.27,1.53,6.0,2024,83
