Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA,week,year,game_id
1.0,7:31,1.0,10.0,DET 28,7.0,3.0,Ezekiel Elliott right tackle for 1 yard (tackle by Jack Campbell and Aidan Hutchinson),3.71,3.3,6.0,2024,90
1.0,6:55,2.0,9.0,DET 27,7.0,3.0,Ezekiel Elliott left tackle for 3 yards (tackle by D.J. Reader),3.3,3.01,6.0,2024,90
1.0,6:22,3.0,6.0,DET 24,7.0,3.0,Dak Prescott pass complete short middle to KaVontae Turpin for 12 yards (tackle by Amik Robertson),3.01,4.78,6.0,2024,90
1.0,5:46,1.0,10.0,DET 12,7.0,3.0,Ezekiel Elliott up the middle for -1 yards (tackle by Josh Paschal),4.78,3.94,6.0,2024,90
1.0,5:17,2.0,11.0,DET 13,7.0,3.0,Dak Prescott pass complete short right to Jake Ferguson for 6 yards (tackle by Amik Robertson),3.94,4.16,6.0,2024,90
1.0,4:44,3.0,5.0,DET 7,7.0,3.0,Dak Prescott pass short left intended for CeeDee Lamb is intercepted by Brian Branch in end zone and returned for no gain,4.16,-0.28,6.0,2024,90
1.0,4:34,1.0,10.0,DET 20,7.0,3.0,David Montgomery left tackle for 1 yard (tackle by DeMarvion Overshown),0.28,-0.13,6.0,2024,90
1.0,3:56,2.0,9.0,DET 21,7.0,3.0,Jahmyr Gibbs up the middle for 8 yards (tackle by Donovan Wilson),-0.13,0.23,6.0,2024,90
1.0,3:12,3.0,1.0,DET 29,7.0,3.0,David Montgomery right tackle for 7 yards (tackle by Marist Liufau),0.23,1.33,6.0,2024,90
1.0,2:40,1.0,10.0,DET 36,7.0,3.0,Jahmyr Gibbs right end for 3 yards (tackle by Marist Liufau and Linval Joseph),1.33,1.2,6.0,2024,90
1.0,2:02,2.0,7.0,DET 39,7.0,3.0,Jahmyr Gibbs right guard for 13 yards (tackle by Donovan Wilson and K.J. Henry),1.2,2.39,6.0,2024,90
1.0,1:26,1.0,10.0,DAL 48,7.0,3.0,Jameson Williams right end for 11 yards (tackle by Jourdan Lewis),2.39,3.12,6.0,2024,90
1.0,0:51,1.0,10.0,DAL 37,7.0,3.0,Jared Goff pass incomplete short middle intended for Jameson Williams,3.12,2.57,6.0,2024,90
1.0,0:43,2.0,10.0,DAL 37,7.0,3.0,Jared Goff pass complete short middle to Jameson Williams for 15 yards (tackle by Trevon Diggs),2.57,4.11,6.0,2024,90
2.0,15:00,1.0,10.0,DAL 22,7.0,3.0,Jared Goff pass incomplete deep left intended for Jahmyr Gibbs,4.11,3.56,6.0,2024,90
2.0,14:55,2.0,10.0,DAL 22,7.0,3.0,Jahmyr Gibbs right end for -3 yards (tackle by Damone Clark),3.56,2.48,6.0,2024,90
2.0,14:15,3.0,13.0,DAL 25,7.0,3.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 3 yards (tackle by Damone Clark and Jourdan Lewis),2.48,1.99,6.0,2024,90
2.0,13:31,4.0,10.0,DAL 22,10.0,3.0,Jake Bates 40 yard field goal good,1.99,3.0,6.0,2024,90
2.0,13:28,,,DET 35,10.0,3.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,90
2.0,13:28,1.0,10.0,DAL 30,10.0,3.0,Rico Dowdle left guard for 5 yards (tackle by Brian Branch and Alim McNeill),0.94,1.07,6.0,2024,90
2.0,12:54,2.0,5.0,DAL 35,10.0,3.0,Dak Prescott pass incomplete deep left intended for Jake Ferguson,1.07,0.37,6.0,2024,90
2.0,12:46,3.0,5.0,DAL 35,10.0,3.0,Dak Prescott pass incomplete short middle intended for Jalen Brooks (defended by Alex Anzalone),0.37,-1.04,6.0,2024,90
2.0,12:42,4.0,5.0,DAL 35,10.0,3.0,"Penalty on C.J. Goodwin: False Start, 5 yards (accepted) (no play)",-1.04,-1.37,6.0,2024,90
2.0,12:30,4.0,10.0,DAL 30,10.0,3.0,"Bryan Anger punts 38 yards downed by Hunter Luepke. Penalty on C.J. Goodwin: Player Out of Bounds on a Punt, 5 yards (accepted)",-1.37,-1.4,6.0,2024,90
2.0,12:30,1.0,10.0,DET 37,10.0,3.0,Jared Goff pass incomplete deep left intended for Brock Wright,1.4,0.86,6.0,2024,90
2.0,12:26,2.0,10.0,DET 37,10.0,3.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 11 yards (tackle by Damone Clark),0.86,2.13,6.0,2024,90
2.0,11:49,1.0,10.0,DET 48,16.0,3.0,"Jared Goff pass complete deep right to Sam LaPorta for 52 yards, touchdown",2.13,7.0,6.0,2024,90
2.0,11:39,,,DAL 15,17.0,3.0,Jake Bates kicks extra point good,0.0,0.0,6.0,2024,90
2.0,11:39,,,DET 35,17.0,3.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,90
2.0,11:39,1.0,10.0,DAL 30,17.0,3.0,Ezekiel Elliott right guard for no gain (tackle by Josh Paschal),0.94,0.39,6.0,2024,90
2.0,11:12,2.0,10.0,DAL 30,17.0,3.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Carlton Davis),0.39,-0.3,6.0,2024,90
2.0,11:08,3.0,10.0,DAL 30,17.0,3.0,Dak Prescott sacked by Alim McNeill for -10 yards,-0.3,-2.03,6.0,2024,90
2.0,10:27,4.0,20.0,DAL 20,17.0,3.0,"Bryan Anger punts 55 yards, returned by Kalif Raymond for 6 yards (tackle by C.J. Goodwin)",-2.03,-1.0,6.0,2024,90
2.0,10:17,1.0,10.0,DET 31,17.0,3.0,David Montgomery up the middle for 3 yards (tackle by Damone Clark and Carl Lawson),1.0,0.87,6.0,2024,90
2.0,9:45,2.0,7.0,DET 34,17.0,3.0,David Montgomery right end for 17 yards (tackle by Osa Odighizuwa),0.87,2.32,6.0,2024,90
2.0,9:05,1.0,10.0,DAL 49,17.0,3.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 16 yards (tackle by Amani Oruwariye),2.32,3.38,6.0,2024,90
2.0,8:21,1.0,10.0,DAL 33,17.0,3.0,Jared Goff scrambles left end for 1 yard (tackle by Mazi Smith),3.38,2.97,6.0,2024,90
2.0,7:34,2.0,9.0,DAL 32,17.0,3.0,Jared Goff pass incomplete deep middle intended for Kalif Raymond,2.97,2.28,6.0,2024,90
2.0,7:24,3.0,9.0,DAL 32,17.0,3.0,Jared Goff pass complete short right to Kalif Raymond for 7 yards (tackle by Osa Odighizuwa),2.28,1.93,6.0,2024,90
2.0,6:46,4.0,2.0,DAL 25,17.0,3.0,Jahmyr Gibbs left end for 2 yards (tackle by Carl Lawson and Jourdan Lewis),1.93,4.04,6.0,2024,90
2.0,6:02,1.0,10.0,DAL 23,17.0,3.0,David Montgomery right tackle for 1 yard (tackle by Malik Hooker and Osa Odighizuwa),4.04,3.63,6.0,2024,90
2.0,5:24,2.0,9.0,DAL 22,17.0,3.0,Jared Goff pass complete short right to David Montgomery for no gain (tackle by Donovan Wilson and Mazi Smith),3.63,2.94,6.0,2024,90
2.0,4:41,3.0,9.0,DAL 22,17.0,3.0,Jared Goff sacked by and Damone Clark for -8 yards and Chauncey Golston for -8 yards,2.94,1.41,6.0,2024,90
2.0,4:01,4.0,17.0,DAL 30,20.0,3.0,Jake Bates 48 yard field goal good,1.41,3.0,6.0,2024,90
2.0,3:57,,,DET 35,20.0,3.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,90
2.0,3:57,1.0,10.0,DAL 30,20.0,3.0,Dak Prescott pass complete short middle to Rico Dowdle for 4 yards (tackle by Alex Anzalone and Jack Campbell),0.94,0.93,6.0,2024,90
2.0,3:25,2.0,6.0,DAL 34,20.0,3.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb,0.93,0.23,6.0,2024,90
2.0,3:20,3.0,6.0,DAL 34,20.0,3.0,Dak Prescott pass complete short right to Jalen Tolbert for 4 yards (tackle by Carlton Davis),0.23,-0.85,6.0,2024,90
2.0,2:46,4.0,2.0,DAL 38,20.0,3.0,Dak Prescott pass incomplete short left intended for KaVontae Turpin (defended by Terrion Arnold),-0.85,-3.05,6.0,2024,90
2.0,2:39,1.0,10.0,DAL 38,20.0,3.0,Jahmyr Gibbs left end for -4 yards (tackle by Chauncey Golston),3.05,1.97,6.0,2024,90
2.0,2:00,2.0,14.0,DAL 42,20.0,3.0,"Penalty on Osa Odighizuwa: Encroachment, 5 yards (accepted) (no play)",1.97,2.64,6.0,2024,90
2.0,2:00,2.0,9.0,DAL 37,20.0,3.0,Jared Goff pass complete deep right to Tim Patrick for 18 yards (tackle by Malik Hooker),2.64,4.31,6.0,2024,90
2.0,1:22,1.0,10.0,DAL 19,20.0,3.0,Jahmyr Gibbs left tackle for 4 yards (tackle by Damone Clark and Tyrus Wheat),4.31,4.35,6.0,2024,90
2.0,0:52,2.0,6.0,DAL 15,20.0,3.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 6 yards (tackle by Damone Clark),4.35,5.14,6.0,2024,90
2.0,0:44,,,,,,Timeout #1 by Dallas Cowboys,,,6.0,2024,90
2.0,0:44,1.0,9.0,DAL 9,20.0,3.0,"Jared Goff pass complete short left to Tim Patrick for no gain, touchdown Replay Assistant challenged the short of the line to gain ruling, and the original play was overturned. Jared Goff pass complete short left to Tim Patrick for 8 yards (tackle by Trevon Diggs)",5.14,5.91,6.0,2024,90
2.0,0:40,,,,,,Timeout #2 by Dallas Cowboys,,,6.0,2024,90
2.0,0:40,2.0,1.0,DAL 1,26.0,3.0,"David Montgomery right guard for 1 yard, touchdown",5.91,7.0,6.0,2024,90
2.0,0:36,,,DAL 15,27.0,3.0,Jake Bates kicks extra point good,0.0,0.0,6.0,2024,90
2.0,0:36,,,DET 35,27.0,3.0,"Jake Bates kicks off 74 yards, returned by KaVontae Turpin for 79 yards (tackle by Jake Bates)",0.0,3.58,6.0,2024,90
2.0,0:28,1.0,10.0,DET 30,27.0,3.0,Dak Prescott sacked by Alim McNeill for -8 yards,3.58,1.95,6.0,2024,90
2.0,0:23,,,,,,Timeout #3 by Dallas Cowboys,,,6.0,2024,90
2.0,0:23,2.0,18.0,DET 38,27.0,3.0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb,1.95,1.29,6.0,2024,90
2.0,0:18,3.0,18.0,DET 38,27.0,3.0,Dak Prescott pass complete short left to CeeDee Lamb for 9 yards (tackle by Amik Robertson),1.29,1.5,6.0,2024,90
2.0,0:12,4.0,9.0,DET 29,27.0,6.0,Brandon Aubrey 47 yard field goal good,1.5,3.0,6.0,2024,90
2.0,0:08,,,DAL 35,27.0,6.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,90
2.0,0:08,1.0,10.0,DET 30,27.0,6.0,Jared Goff kneels for -1 yards,0.94,0.26,6.0,2024,90
3.0,15:00,,,DAL 35,27.0,6.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,90
3.0,15:00,1.0,10.0,DET 30,27.0,6.0,Jahmyr Gibbs right end for 11 yards (tackle by Damone Clark and DeMarvion Overshown),0.94,1.66,6.0,2024,90
3.0,14:16,1.0,10.0,DET 41,27.0,6.0,Jared Goff pass complete short right to Jahmyr Gibbs for 20 yards (tackle by Mazi Smith),1.66,2.98,6.0,2024,90
3.0,13:33,1.0,10.0,DAL 39,27.0,6.0,Jahmyr Gibbs left tackle for 2 yards (tackle by Donovan Wilson),2.98,2.71,6.0,2024,90
3.0,12:49,2.0,8.0,DAL 37,27.0,6.0,Jared Goff pass incomplete deep left intended for Kalif Raymond,2.71,2.02,6.0,2024,90
3.0,12:42,3.0,8.0,DAL 37,33.0,6.0,"Jared Goff pass complete deep right to Jameson Williams for 37 yards, touchdown",2.02,7.0,6.0,2024,90
3.0,12:35,,,DAL 15,34.0,6.0,Jake Bates kicks extra point good,0.0,0.0,6.0,2024,90
3.0,12:35,,,DET 35,34.0,6.0,"Jake Bates kicks off 69 yards, returned by KaVontae Turpin for 33 yards (tackle by Sione Vaki and Trevor Nowaske)",0.0,0.87,6.0,2024,90
3.0,12:30,1.0,10.0,DAL 29,34.0,6.0,Dak Prescott pass complete short middle to CeeDee Lamb for 5 yards (tackle by Alex Anzalone and Jack Campbell),0.87,1.0,6.0,2024,90
3.0,11:59,2.0,5.0,DAL 34,34.0,6.0,Dak Prescott sacked by Aidan Hutchinson for -6 yards,1.0,-0.49,6.0,2024,90
3.0,11:35,3.0,11.0,DAL 28,34.0,6.0,"Dak Prescott pass incomplete short right intended for Jalen Tolbert. Penalty on Carlton Davis: Defensive Pass Interference, 10 yards (accepted) (no play)",-0.49,1.47,6.0,2024,90
3.0,11:24,1.0,10.0,DAL 38,34.0,6.0,Dak Prescott scrambles right end for 1 yard (tackle by Brian Branch),1.47,1.06,6.0,2024,90
3.0,10:52,2.0,9.0,DAL 39,34.0,6.0,Dak Prescott pass complete short right to Jake Ferguson for 4 yards (tackle by Carlton Davis),1.06,0.89,6.0,2024,90
3.0,10:28,3.0,5.0,DAL 43,34.0,6.0,Dak Prescott pass incomplete deep right intended for Jalen Tolbert (defended by Kindle Vildor),0.89,-0.52,6.0,2024,90
3.0,10:20,4.0,5.0,DAL 43,34.0,6.0,Dak Prescott pass complete short right to CeeDee Lamb for 19 yards (tackle by Amik Robertson and Kerby Joseph),-0.52,3.05,6.0,2024,90
3.0,9:52,1.0,10.0,DET 38,34.0,6.0,"Dak Prescott pass incomplete short right intended for Jalen Brooks. Penalty on Kindle Vildor: Defensive Pass Interference, 8 yards (accepted) (no play)",3.05,3.58,6.0,2024,90
3.0,9:47,1.0,10.0,DET 30,34.0,6.0,Dak Prescott pass incomplete deep left intended for KaVontae Turpin,3.58,3.03,6.0,2024,90
3.0,9:41,2.0,10.0,DET 30,34.0,6.0,Dak Prescott sacked by Trevor Nowaske for -2 yards,3.03,2.08,6.0,2024,90
3.0,8:58,3.0,12.0,DET 32,34.0,6.0,Dak Prescott pass incomplete short left intended for Jalen Brooks,2.08,1.24,6.0,2024,90
3.0,8:52,4.0,12.0,DET 32,34.0,9.0,Brandon Aubrey 50 yard field goal good,1.24,3.0,6.0,2024,90
3.0,8:48,,,DAL 35,34.0,9.0,"Brandon Aubrey kicks off 58 yards, returned by Khalil Dorsey for 34 yards (tackle by Israel Mukuamu)",0.0,1.66,6.0,2024,90
3.0,8:40,1.0,10.0,DET 41,34.0,9.0,Jared Goff pass complete deep left to Kalif Raymond for 38 yards (tackle by Amani Oruwariye),1.66,4.17,6.0,2024,90
3.0,8:07,1.0,10.0,DAL 21,34.0,9.0,David Montgomery up the middle for 19 yards (tackle by Linval Joseph),4.17,6.74,6.0,2024,90
3.0,7:19,1.0,2.0,DAL 2,34.0,9.0,Jared Goff pass incomplete short left intended for Taylor Decker (defended by Damone Clark),6.74,5.72,6.0,2024,90
3.0,7:14,2.0,2.0,DAL 2,34.0,9.0,David Montgomery up the middle for 1 yard (tackle by Malik Hooker and Chauncey Golston),5.72,5.17,6.0,2024,90
3.0,6:25,3.0,1.0,DAL 1,34.0,9.0,"Penalty on Jared Goff: Delay of Game, 5 yards (accepted) (no play)",5.17,4.04,6.0,2024,90
3.0,6:16,3.0,6.0,DAL 6,34.0,9.0,Jared Goff sacked by Donovan Wilson for -9 yards,4.04,2.44,6.0,2024,90
3.0,5:29,4.0,15.0,DAL 15,37.0,9.0,Jake Bates 33 yard field goal good,2.44,3.0,6.0,2024,90
3.0,5:26,,,DET 35,37.0,9.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,90
3.0,5:26,1.0,10.0,DAL 30,37.0,9.0,Rico Dowdle up the middle for 1 yard (tackle by D.J. Reader and Jack Campbell),0.94,0.53,6.0,2024,90
3.0,5:05,2.0,9.0,DAL 31,37.0,9.0,Dak Prescott pass incomplete short middle intended for Rico Dowdle (defended by Alex Anzalone),0.53,-0.16,6.0,2024,90
3.0,5:00,3.0,9.0,DAL 31,37.0,9.0,Dak Prescott pass complete deep left to CeeDee Lamb for 19 yards (tackle by Kerby Joseph),-0.16,2.26,6.0,2024,90
3.0,4:35,1.0,10.0,DET 50,37.0,9.0,"Dak Prescott pass complete short left to Ryan Flournoy for 12 yards. Ryan Flournoy fumbles (forced by Brian Branch), recovered by Terrion Arnold at DET-29 and returned for -1 yards (tackle by Ryan Flournoy) Replay Assistant challenged the fumble ruling, and the play was upheld.",2.26,-0.81,6.0,2024,90
3.0,4:24,1.0,10.0,DET 28,37.0,9.0,Jared Goff pass complete short left to Jameson Williams for 24 yards (tackle by Malik Hooker),0.81,2.39,6.0,2024,90
3.0,3:53,1.0,10.0,DAL 48,37.0,9.0,Jahmyr Gibbs up the middle for 15 yards (tackle by Chauncey Golston),2.39,3.38,6.0,2024,90
3.0,3:11,1.0,10.0,DAL 33,37.0,9.0,David Montgomery left tackle for 2 yards (tackle by Chauncey Golston),3.38,3.11,6.0,2024,90
3.0,2:38,2.0,8.0,DAL 31,37.0,9.0,Jared Goff pass complete short right to Kalif Raymond for 9 yards (tackle by Amani Oruwariye),3.11,4.11,6.0,2024,90
3.0,1:55,1.0,10.0,DAL 22,37.0,9.0,Jahmyr Gibbs up the middle for 10 yards (tackle by Donovan Wilson and Jourdan Lewis),4.11,4.78,6.0,2024,90
3.0,1:19,1.0,10.0,DAL 12,37.0,9.0,Jahmyr Gibbs right end for 2 yards (tackle by Amani Oruwariye),4.78,4.45,6.0,2024,90
3.0,0:42,2.0,8.0,DAL 10,37.0,9.0,"Jared Goff pass complete short right to Amon-Ra St. Brown for no gain, lateral to Penei Sewell for 6 yards (tackle by Donovan Wilson). Penalty on Frank Ragnow: Ineligible Downfield Pass, 5 yards (accepted) (no play)",4.45,3.66,6.0,2024,90
3.0,0:22,2.0,13.0,DAL 15,37.0,9.0,Jared Goff scrambles left end for 5 yards (tackle by Linval Joseph),3.66,3.48,6.0,2024,90
4.0,15:00,3.0,8.0,DAL 10,37.0,9.0,"Jared Goff pass complete short left to Jameson Williams for no gain, touchdown. Penalty on Jahmyr Gibbs: Offensive Pass Interference, 10 yards (accepted) (no play)",3.48,2.48,6.0,2024,90
4.0,14:55,3.0,18.0,DAL 20,37.0,9.0,Jared Goff pass complete short right to Jahmyr Gibbs for 5 yards (tackle by DeMarvion Overshown),2.48,2.44,6.0,2024,90
4.0,14:15,4.0,13.0,DAL 15,40.0,9.0,Jake Bates 33 yard field goal good,2.44,3.0,6.0,2024,90
4.0,14:12,,,DET 35,40.0,9.0,"Jake Bates kicks off 70 yards, returned by KaVontae Turpin for 33 yards (tackle by Malcolm Rodriguez)",0.0,0.81,6.0,2024,90
4.0,14:06,1.0,10.0,DAL 28,40.0,9.0,Dak Prescott pass complete short left to Jalen Tolbert for 4 yards (tackle by Amik Robertson),0.81,0.8,6.0,2024,90
4.0,13:43,2.0,6.0,DAL 32,40.0,9.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb,0.8,0.1,6.0,2024,90
4.0,13:39,3.0,6.0,DAL 32,40.0,9.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb,0.1,-1.24,6.0,2024,90
4.0,13:34,4.0,6.0,DAL 32,40.0,9.0,Dak Prescott pass deep middle intended for Jalen Brooks is intercepted by Brian Branch at DET-49 and returned for 47 yards (tackle by Jalen Brooks),-1.24,-6.28,6.0,2024,90
4.0,13:22,1.0,4.0,DAL 4,46.0,9.0,"Jared Goff pass complete short right to Amon-Ra St. Brown for 4 yards, touchdown. Penalty on Amon-Ra St. Brown: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",6.28,7.0,6.0,2024,90
4.0,13:18,,,DAL 30,47.0,9.0,Jake Bates kicks extra point good,0.0,0.0,6.0,2024,90
4.0,13:18,,,DET 35,47.0,9.0,"Jake Bates kicks off 73 yards, returned by KaVontae Turpin for 49 yards (tackle by Kerby Joseph and Kindle Vildor)",0.0,1.66,6.0,2024,90
4.0,13:12,1.0,10.0,DAL 41,47.0,9.0,Rico Dowdle left tackle for 12 yards (tackle by Brian Branch),1.66,2.46,6.0,2024,90
4.0,12:46,1.0,10.0,DET 47,47.0,9.0,Rico Dowdle up the middle for 6 yards (tackle by Malcolm Rodriguez),2.46,2.72,6.0,2024,90
4.0,12:17,2.0,4.0,DET 41,47.0,9.0,Cooper Rush pass complete short left to Rico Dowdle for 4 yards (tackle by Ennis Rakestraw),2.72,3.12,6.0,2024,90
4.0,11:37,1.0,10.0,DET 37,47.0,9.0,Ezekiel Elliott left end for 2 yards (tackle by Isaac Ukwu),3.12,2.84,6.0,2024,90
4.0,11:01,2.0,8.0,DET 35,47.0,9.0,Cooper Rush pass complete short right to Jalen Tolbert for 9 yards (tackle by Amik Robertson),2.84,3.84,6.0,2024,90
4.0,10:22,1.0,10.0,DET 26,47.0,9.0,Cooper Rush pass complete short right to Rico Dowdle for 5 yards (tackle by Malcolm Rodriguez),3.84,3.97,6.0,2024,90
4.0,9:36,2.0,5.0,DET 21,47.0,9.0,Cooper Rush pass complete short left to Jalen Brooks for 15 yards (tackle by Jalen Reeves-Maybin and Ennis Rakestraw),3.97,5.83,6.0,2024,90
4.0,8:57,1.0,6.0,DET 6,47.0,9.0,Cooper Rush pass incomplete short left intended for Jalen Brooks,5.83,4.95,6.0,2024,90
4.0,8:49,2.0,6.0,DET 6,47.0,9.0,Cooper Rush pass incomplete short right intended for Jalen Brooks (defended by Khalil Dorsey),4.95,4.04,6.0,2024,90
4.0,8:45,3.0,6.0,DET 6,47.0,9.0,Cooper Rush pass complete short left to Jake Ferguson for 1 yard (tackle by Kerby Joseph),4.04,3.01,6.0,2024,90
4.0,8:07,,,,,,Timeout #1 by Dallas Cowboys,,,6.0,2024,90
4.0,8:07,4.0,5.0,DET 5,47.0,9.0,Cooper Rush pass short right intended for KaVontae Turpin is intercepted by Kerby Joseph in end zone and returned for no gain,3.01,-0.28,6.0,2024,90
4.0,8:02,1.0,10.0,DET 20,47.0,9.0,Hendon Hooker pass complete short right to Kalif Raymond for 19 yards (tackle by Tyrus Wheat),0.28,1.53,6.0,2024,90
4.0,7:21,1.0,10.0,DET 39,47.0,9.0,Craig Reynolds left end for 5 yards (tackle by Andrew Booth and Damone Clark),1.53,1.66,6.0,2024,90
4.0,6:40,2.0,5.0,DET 44,47.0,9.0,"Craig Reynolds left tackle for 3 yards (tackle by Markquese Bell). Penalty on Markquese Bell: Face Mask (15 Yards), 15 yards (accepted)",1.66,3.05,6.0,2024,90
4.0,6:09,1.0,10.0,DAL 38,47.0,9.0,"Craig Reynolds right guard for 2 yards. Craig Reynolds fumbles (forced by DeMarvion Overshown), recovered by Craig Reynolds at DAL-36",3.05,2.78,6.0,2024,90
4.0,5:27,2.0,8.0,DAL 36,47.0,9.0,Hendon Hooker pass incomplete short right intended for Allen Robinson (defended by Amani Oruwariye),2.78,2.08,6.0,2024,90
4.0,5:19,3.0,8.0,DAL 36,47.0,9.0,Sione Vaki right end for 5 yards (tackle by Markquese Bell),2.08,1.38,6.0,2024,90
4.0,4:30,4.0,3.0,DAL 31,47.0,9.0,Hendon Hooker sacked by K.J. Henry for -9 yards,1.38,-1.6,6.0,2024,90
4.0,4:23,1.0,10.0,DAL 40,47.0,9.0,Ezekiel Elliott up the middle for 6 yards (tackle by Khalil Dorsey),1.6,1.86,6.0,2024,90
4.0,3:49,2.0,4.0,DAL 46,47.0,9.0,Cooper Rush pass complete short right to KaVontae Turpin for 6 yards (tackle by Ennis Rakestraw),1.86,2.39,6.0,2024,90
4.0,3:42,1.0,10.0,DET 48,47.0,9.0,Ezekiel Elliott right tackle for 3 yards (tackle by Trevor Nowaske),2.39,2.25,6.0,2024,90
4.0,3:08,2.0,7.0,DET 45,47.0,9.0,KaVontae Turpin left end for 6 yards (tackle by Isaac Ukwu),2.25,2.34,6.0,2024,90
