Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA,week,year,game_id
2.0,14:17,4.0,5.0,CAR 39,7.0,7.0,"Johnny Hekker punts 58 yards, returned by Avery Williams for 14 yards (tackle by Claudin Cherelus and David Moore)",-0.78,0.06,6.0,2024,89
2.0,14:05,1.0,10.0,ATL 17,7.0,7.0,Kirk Cousins pass complete short middle to Kyle Pitts for 4 yards (tackle by Claudin Cherelus),-0.06,0.08,6.0,2024,89
2.0,13:39,2.0,6.0,ATL 21,7.0,7.0,Kirk Cousins pass incomplete short left,0.08,-0.75,6.0,2024,89
2.0,13:33,3.0,6.0,ATL 21,7.0,7.0,Kirk Cousins pass complete short left to Ray-Ray McCloud for 9 yards (tackle by Xavier Woods),-0.75,0.94,6.0,2024,89
2.0,12:56,1.0,10.0,ATL 30,7.0,7.0,Bijan Robinson left end for 4 yards (tackle by DJ Johnson),0.94,0.93,6.0,2024,89
2.0,12:22,2.0,6.0,ATL 34,7.0,7.0,Kirk Cousins pass incomplete short left intended for Drake London (defended by Jaycee Horn),0.93,0.23,6.0,2024,89
2.0,12:17,3.0,6.0,ATL 34,7.0,7.0,"Kirk Cousins pass complete short right to Ray-Ray McCloud for no gain (tackle by Michael Jackson) CAR challenged the runner was down by contact ruling, and the original play was overturned. Kirk Cousins pass complete short right to Ray-Ray McCloud for 9 yards. Ray-Ray McCloud fumbles (tackle by Michael Jackson), recovered by Trevin Wallace at ATL-41 (tackle by Michael Jackson)",0.23,-2.85,6.0,2024,89
2.0,12:09,1.0,10.0,ATL 41,7.0,7.0,Chuba Hubbard up the middle for 15 yards (tackle by Justin Simmons),2.85,3.84,6.0,2024,89
2.0,11:45,1.0,10.0,ATL 26,7.0,7.0,Chuba Hubbard up the middle for 3 yards (tackle by Lorenzo Carter and Ta'Quon Graham),3.84,3.7,6.0,2024,89
2.0,11:07,2.0,7.0,ATL 23,7.0,7.0,Chuba Hubbard right guard for 3 yards (tackle by Lorenzo Carter),3.7,3.4,6.0,2024,89
2.0,10:24,3.0,4.0,ATL 20,7.0,7.0,Andy Dalton pass complete short left to Miles Sanders for 12 yards (tackle by Nathan Landman),3.4,5.37,6.0,2024,89
2.0,10:18,1.0,8.0,ATL 8,7.0,7.0,"Andy Dalton pass complete short right to Chuba Hubbard for -1 yards. Chuba Hubbard fumbles, ball out of bounds at ATL-9 (forced by Nathan Landman). Chuba Hubbard fumbles out of bounds",5.37,4.38,6.0,2024,89
2.0,9:41,2.0,9.0,ATL 9,7.0,7.0,Chuba Hubbard right end for 4 yards (tackle by Jessie Bates and Matt Judon),4.38,4.26,6.0,2024,89
2.0,8:58,3.0,5.0,ATL 5,7.0,7.0,Andy Dalton pass incomplete short right,4.26,3.01,6.0,2024,89
2.0,8:51,4.0,5.0,ATL 5,7.0,10.0,Eddy Pineiro 24 yard field goal good,3.01,3.0,6.0,2024,89
2.0,8:48,,,CAR 35,7.0,10.0,"Eddy Pineiro kicks off 66 yards, returned by Ray-Ray McCloud for 25 yards (tackle by Feleipe Franks)",0.0,0.54,6.0,2024,89
2.0,8:41,1.0,10.0,ATL 24,7.0,10.0,Bijan Robinson right end for 6 yards (tackle by DJ Johnson and Trevin Wallace),0.54,0.81,6.0,2024,89
2.0,8:05,2.0,4.0,ATL 30,7.0,10.0,Kirk Cousins pass complete short left to Darnell Mooney for 7 yards (tackle by Nick Scott),0.81,1.4,6.0,2024,89
2.0,7:31,1.0,10.0,ATL 37,7.0,10.0,Bijan Robinson right end for 4 yards (tackle by Trevin Wallace),1.4,1.4,6.0,2024,89
2.0,6:37,2.0,6.0,ATL 41,7.0,10.0,Kirk Cousins pass complete deep right to Kyle Pitts for 52 yards (tackle by Nick Scott),1.4,5.6,6.0,2024,89
2.0,6:10,1.0,7.0,CAR 7,13.0,10.0,"Bijan Robinson left end for 7 yards, touchdown",5.6,7.0,6.0,2024,89
2.0,6:03,1.0,6.0,CAR 6,13.0,10.0,"Penalty on Chau Smith-Wade: Personal Foul / Defense, 1 yard (accepted) (no play)",5.83,1.0,6.0,2024,89
2.0,6:03,,,CAR 1,15.0,10.0,"Two Point Attempt: Tyler Allgeier rushes, conversion succeeds.",1.0,1.0,6.0,2024,89
2.0,6:03,,,ATL 35,15.0,10.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,89
2.0,6:03,1.0,10.0,CAR 30,15.0,10.0,Chuba Hubbard left tackle for no gain (tackle by Grady Jarrett),0.94,0.39,6.0,2024,89
2.0,5:24,2.0,10.0,CAR 30,15.0,10.0,"Andy Dalton pass incomplete short left intended for Diontae Johnson. Penalty on AJ Terrell: Defensive Pass Interference, 10 yards (accepted) (no play)",0.39,1.6,6.0,2024,89
2.0,5:20,1.0,10.0,CAR 40,15.0,10.0,Miles Sanders left guard for -4 yards (tackle by Grady Jarrett),1.6,0.51,6.0,2024,89
2.0,4:36,,,,,,Timeout #1 by Carolina Panthers,,,6.0,2024,89
2.0,4:36,2.0,14.0,CAR 36,15.0,10.0,Andy Dalton pass complete short right to Chuba Hubbard for -3 yards (tackle by Clark Phillips),0.51,-0.56,6.0,2024,89
2.0,3:49,3.0,17.0,CAR 33,15.0,10.0,Andy Dalton pass complete short right to Ja'Tavion Sanders for 4 yards (tackle by Arnold Ebiketie),-0.56,-0.91,6.0,2024,89
2.0,3:10,4.0,13.0,CAR 37,15.0,10.0,"Johnny Hekker punts 15 yards, returned by Clark Phillips for 15 yards (tackle by Chau Smith-Wade and Feleipe Franks). Penalty on J.J. Jansen: Offensive Holding, 10 yards (accepted)",-0.91,-3.78,6.0,2024,89
2.0,2:59,1.0,10.0,CAR 27,15.0,10.0,Ray-Ray McCloud left end for 3 yards (tackle by Jaycee Horn),3.78,3.64,6.0,2024,89
2.0,2:46,2.0,7.0,CAR 24,15.0,10.0,Kirk Cousins pass complete short left to Drake London for 15 yards (tackle by Charles Harris and Jaycee Horn),3.64,5.14,6.0,2024,89
2.0,2:00,1.0,9.0,CAR 9,15.0,10.0,Bijan Robinson right end for 4 yards (tackle by Charles Harris and Troy Hill),5.14,5.15,6.0,2024,89
2.0,1:52,,,,,,Timeout #2 by Carolina Panthers,,,6.0,2024,89
2.0,1:52,2.0,5.0,CAR 5,15.0,10.0,Tyler Allgeier up the middle for 2 yards (tackle by Charles Harris and A'Shawn Robinson),5.15,4.72,6.0,2024,89
2.0,1:46,,,,,,Timeout #3 by Carolina Panthers,,,6.0,2024,89
2.0,1:46,3.0,3.0,CAR 3,21.0,10.0,"Kirk Cousins pass complete short right to Drake London for 3 yards, touchdown",4.72,7.0,6.0,2024,89
2.0,1:42,,,CAR 15,22.0,10.0,Younghoe Koo kicks extra point good,0.0,0.0,6.0,2024,89
2.0,1:42,,,ATL 35,22.0,10.0,"Bradley Pinion kicks off 66 yards, returned by Xavier Legette for 25 yards (tackle by Antonio Hamilton)",0.0,0.54,6.0,2024,89
2.0,1:36,1.0,10.0,CAR 24,22.0,10.0,Andy Dalton pass incomplete short right intended for Diontae Johnson,0.54,0.0,6.0,2024,89
2.0,1:32,2.0,10.0,CAR 24,22.0,10.0,Andy Dalton pass complete short right to Jalen Coker for 15 yards,0.0,1.53,6.0,2024,89
2.0,1:23,1.0,10.0,CAR 39,22.0,10.0,Andy Dalton pass complete deep middle to Ja'Tavion Sanders for 21 yards (tackle by Jessie Bates),1.53,2.92,6.0,2024,89
2.0,1:03,1.0,10.0,ATL 40,22.0,10.0,Chuba Hubbard up the middle for 5 yards (tackle by Matt Judon and Kevin King),2.92,3.05,6.0,2024,89
2.0,0:46,2.0,5.0,ATL 35,22.0,10.0,Andy Dalton pass complete short left to Jalen Coker for 6 yards,3.05,3.64,6.0,2024,89
2.0,0:43,,,,,,Timeout #1 by Atlanta Falcons,,,6.0,2024,89
2.0,0:43,1.0,10.0,ATL 29,22.0,10.0,Andy Dalton scrambles right end for 18 yards (tackle by Jessie Bates),3.64,4.84,6.0,2024,89
2.0,0:33,1.0,10.0,ATL 11,22.0,10.0,"Andy Dalton pass complete short middle to Chuba Hubbard for no gain (tackle by Jessie Bates). Penalty on Diontae Johnson: Illegal Shift, 4 yards (accepted) (no play)",4.84,4.41,6.0,2024,89
2.0,0:29,1.0,14.0,ATL 15,22.0,10.0,Andy Dalton pass complete short middle to Chuba Hubbard for 8 yards (tackle by DeAundre Alford),4.41,4.89,6.0,2024,89
2.0,0:12,2.0,6.0,ATL 7,22.0,16.0,"Andy Dalton pass complete short left to Xavier Legette for 7 yards, touchdown",4.89,7.0,6.0,2024,89
2.0,0:07,,,ATL 15,22.0,17.0,Eddy Pineiro kicks extra point good,0.0,0.0,6.0,2024,89
2.0,0:07,,,CAR 35,22.0,17.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,89
2.0,0:07,1.0,10.0,ATL 30,22.0,17.0,Kirk Cousins kneels for -1 yards,0.94,0.26,6.0,2024,89
3.0,15:00,,,CAR 35,22.0,17.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,89
3.0,15:00,1.0,10.0,ATL 30,22.0,17.0,Bijan Robinson left end for 1 yard (tackle by Shy Tuttle),0.94,0.53,6.0,2024,89
3.0,14:21,2.0,9.0,ATL 31,22.0,17.0,Kirk Cousins pass complete short left to Drake London for 8 yards (tackle by Xavier Woods),0.53,0.89,6.0,2024,89
3.0,13:54,3.0,1.0,ATL 39,22.0,17.0,Bijan Robinson left end for 3 yards (tackle by Xavier Woods and Claudin Cherelus),0.89,1.73,6.0,2024,89
3.0,13:43,1.0,10.0,ATL 42,22.0,17.0,Bijan Robinson right end for 17 yards (tackle by Troy Hill),1.73,2.85,6.0,2024,89
3.0,13:07,1.0,10.0,CAR 41,22.0,17.0,Bijan Robinson left end for 9 yards (tackle by Claudin Cherelus),2.85,3.52,6.0,2024,89
3.0,12:27,2.0,1.0,CAR 32,22.0,17.0,Tyler Allgeier left guard for 5 yards (tackle by Troy Hill),3.52,3.78,6.0,2024,89
3.0,11:52,1.0,10.0,CAR 27,22.0,17.0,Kirk Cousins pass complete short left to Darnell Mooney for 19 yards,3.78,5.37,6.0,2024,89
3.0,11:14,1.0,8.0,CAR 8,22.0,17.0,Tyler Allgeier left guard for 5 yards (tackle by Xavier Woods),5.37,5.53,6.0,2024,89
3.0,10:53,2.0,3.0,CAR 3,22.0,17.0,Tyler Allgeier right end for no gain (tackle by Claudin Cherelus and A'Shawn Robinson),5.53,4.72,6.0,2024,89
3.0,10:12,3.0,3.0,CAR 3,22.0,17.0,Kirk Cousins pass incomplete short middle intended for Drake London (defended by Michael Jackson),4.72,3.04,6.0,2024,89
3.0,10:07,4.0,3.0,CAR 3,25.0,17.0,Younghoe Koo 21 yard field goal good,3.04,3.0,6.0,2024,89
3.0,10:04,,,ATL 35,25.0,17.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,89
3.0,10:04,1.0,10.0,CAR 30,25.0,17.0,Chuba Hubbard up the middle for 19 yards (tackle by Justin Simmons and Mike Hughes),0.94,2.19,6.0,2024,89
3.0,9:28,1.0,10.0,CAR 49,25.0,17.0,Andy Dalton pass complete short right to Jonathan Mingo for 1 yard (tackle by Kaden Elliss),2.19,1.78,6.0,2024,89
3.0,8:50,2.0,9.0,CAR 50,25.0,17.0,Miles Sanders right tackle for 3 yards (tackle by Kaden Elliss and David Onyemata),1.78,1.49,6.0,2024,89
3.0,8:06,3.0,6.0,ATL 47,25.0,17.0,Andy Dalton pass complete short middle to Xavier Legette for 13 yards (tackle by Mike Hughes),1.49,3.31,6.0,2024,89
3.0,7:27,1.0,10.0,ATL 34,25.0,17.0,Andy Dalton pass incomplete short middle intended for Ian Thomas,3.31,2.77,6.0,2024,89
3.0,7:21,2.0,10.0,ATL 34,25.0,17.0,Andy Dalton pass complete short middle to Diontae Johnson for 14 yards (tackle by Kaden Elliss),2.77,4.24,6.0,2024,89
3.0,6:40,1.0,10.0,ATL 20,25.0,17.0,Andy Dalton pass incomplete deep right intended for Ja'Tavion Sanders,4.24,3.69,6.0,2024,89
3.0,6:33,2.0,10.0,ATL 20,25.0,17.0,"Chuba Hubbard left tackle for 1 yard (tackle by Justin Simmons and Nathan Landman). Penalty on Damien Lewis: Offensive Holding, 10 yards (accepted)",3.69,2.48,6.0,2024,89
3.0,6:28,2.0,19.0,ATL 29,25.0,17.0,Andy Dalton pass complete short middle to Diontae Johnson for 6 yards (tackle by Kaden Elliss),2.48,2.61,6.0,2024,89
3.0,5:30,3.0,13.0,ATL 23,25.0,17.0,Andy Dalton scrambles left end for 1 yard (tackle by Matt Judon and AJ Terrell),2.61,1.99,6.0,2024,89
3.0,4:55,4.0,12.0,ATL 22,25.0,20.0,Eddy Pineiro 40 yard field goal good,1.99,3.0,6.0,2024,89
3.0,4:51,,,CAR 35,25.0,20.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,89
3.0,4:51,1.0,10.0,ATL 30,25.0,20.0,Kirk Cousins pass incomplete short right intended for Kyle Pitts (defended by Xavier Woods),0.94,0.39,6.0,2024,89
3.0,4:45,2.0,10.0,ATL 30,25.0,20.0,Kirk Cousins pass complete short left to Bijan Robinson for 5 yards (tackle by Trevin Wallace),0.39,0.37,6.0,2024,89
3.0,4:00,3.0,5.0,ATL 35,25.0,20.0,Kirk Cousins pass complete short middle to Ray-Ray McCloud for 12 yards (tackle by Nick Scott),0.37,2.06,6.0,2024,89
3.0,3:15,1.0,10.0,ATL 47,25.0,20.0,Kirk Cousins pass complete deep right to Drake London for 24 yards (tackle by Michael Jackson),2.06,3.64,6.0,2024,89
3.0,2:49,1.0,10.0,CAR 29,25.0,20.0,Kirk Cousins pass complete short left to Drake London for 17 yards (tackle by Trevin Wallace),3.64,4.78,6.0,2024,89
3.0,2:07,1.0,10.0,CAR 12,25.0,20.0,"Bijan Robinson left end for 2 yards (tackle by Michael Jackson). Penalty on Chris Lindstrom: Offensive Holding, 10 yards (accepted)",4.78,4.24,6.0,2024,89
3.0,1:36,1.0,18.0,CAR 20,25.0,20.0,Kirk Cousins pass complete short right to Tyler Allgeier for 3 yards (tackle by Troy Hill),4.24,3.42,6.0,2024,89
3.0,1:03,2.0,15.0,CAR 17,25.0,20.0,Kirk Cousins pass complete short left to Bijan Robinson for 4 yards (tackle by Troy Hill),3.42,3.1,6.0,2024,89
3.0,0:14,3.0,11.0,CAR 13,25.0,20.0,Kirk Cousins pass incomplete short left intended for Kyle Pitts,3.1,2.57,6.0,2024,89
3.0,0:10,4.0,11.0,CAR 13,28.0,20.0,Younghoe Koo 31 yard field goal good,2.57,3.0,6.0,2024,89
3.0,0:07,,,ATL 35,28.0,20.0,"Bradley Pinion kicks off 63 yards, returned by Raheem Blackshear for 20 yards (tackle by Lorenzo Carter). Penalty on Thomas Incoom: Offensive Holding, 10 yards (accepted)",0.0,-0.35,6.0,2024,89
3.0,0:01,1.0,10.0,CAR 12,28.0,20.0,Andy Dalton pass complete short left to Ja'Tavion Sanders for 8 yards (tackle by Mike Hughes),-0.35,0.29,6.0,2024,89
4.0,15:00,2.0,2.0,CAR 20,28.0,20.0,Chuba Hubbard right tackle for 9 yards (tackle by Jessie Bates),0.29,0.87,6.0,2024,89
4.0,14:24,1.0,10.0,CAR 29,28.0,20.0,Chuba Hubbard left end for 12 yards (tackle by Nathan Landman and David Onyemata),0.87,1.66,6.0,2024,89
4.0,13:42,1.0,10.0,CAR 41,28.0,20.0,Chuba Hubbard up the middle for 5 yards (tackle by Jessie Bates),1.66,1.8,6.0,2024,89
4.0,13:02,2.0,5.0,CAR 46,28.0,20.0,Chuba Hubbard up the middle for 8 yards (tackle by Nathan Landman),1.8,2.52,6.0,2024,89
4.0,12:20,1.0,10.0,ATL 46,28.0,20.0,Andy Dalton pass complete short left to Diontae Johnson for 12 yards (tackle by AJ Terrell),2.52,3.31,6.0,2024,89
4.0,11:39,1.0,10.0,ATL 34,28.0,20.0,Chuba Hubbard left tackle for 2 yards (tackle by AJ Terrell),3.31,3.04,6.0,2024,89
4.0,10:54,2.0,8.0,ATL 32,28.0,20.0,Andy Dalton pass deep right intended for Ian Thomas is intercepted by AJ Terrell at ATL-15 and returned for 1 yard,3.04,0.14,6.0,2024,89
4.0,10:47,1.0,10.0,ATL 16,28.0,20.0,Tyler Allgeier right end for 18 yards (tackle by Trevin Wallace and Nick Scott),-0.14,1.2,6.0,2024,89
4.0,10:08,1.0,10.0,ATL 34,28.0,20.0,Tyler Allgeier right end for 3 yards (tackle by Trevin Wallace),1.2,1.06,6.0,2024,89
4.0,9:24,2.0,7.0,ATL 37,28.0,20.0,Kirk Cousins pass complete short right to Kyle Pitts for 14 yards (tackle by Xavier Woods),1.06,2.32,6.0,2024,89
4.0,8:41,1.0,10.0,CAR 49,28.0,20.0,Bijan Robinson right tackle for 15 yards (tackle by Xavier Woods),2.32,3.31,6.0,2024,89
4.0,8:02,1.0,10.0,CAR 34,28.0,20.0,Bijan Robinson left end for 7 yards (tackle by Trevin Wallace),3.31,3.72,6.0,2024,89
4.0,7:18,2.0,3.0,CAR 27,28.0,20.0,Tyler Allgeier right tackle for 5 yards (tackle by Michael Jackson and DJ Johnson),3.72,4.11,6.0,2024,89
4.0,6:38,1.0,10.0,CAR 22,28.0,20.0,Tyler Allgeier right end for 20 yards (tackle by Nick Scott),4.11,6.74,6.0,2024,89
4.0,5:50,1.0,2.0,CAR 2,28.0,20.0,Kirk Cousins pass incomplete short left intended for Darnell Mooney,6.74,5.72,6.0,2024,89
4.0,5:45,2.0,2.0,CAR 2,34.0,20.0,"Tyler Allgeier up the middle for 2 yards, touchdown",5.72,7.0,6.0,2024,89
4.0,5:38,,,CAR 15,35.0,20.0,Younghoe Koo kicks extra point good,0.0,0.0,6.0,2024,89
4.0,5:38,,,ATL 35,35.0,20.0,"Bradley Pinion kicks off 65 yards, returned by Raheem Blackshear for 31 yards (tackle by DeAundre Alford)",0.0,1.0,6.0,2024,89
4.0,5:32,1.0,10.0,CAR 31,35.0,20.0,Andy Dalton pass incomplete short left intended for Diontae Johnson (defended by DeAundre Alford),1.0,0.46,6.0,2024,89
4.0,5:28,2.0,10.0,CAR 31,35.0,20.0,"Andy Dalton scrambles right end for no gain. Penalty on Yosh Nijman: Offensive Holding, 10 yards (accepted) (no play)",0.46,-0.89,6.0,2024,89
4.0,4:59,2.0,20.0,CAR 21,35.0,20.0,"Andy Dalton pass complete short left to Ja'Tavion Sanders for 6 yards. Ja'Tavion Sanders fumbles, ball out of bounds at CAR-27 (tackle by DeAundre Alford). Ja'Tavion Sanders fumbles out of bounds",-0.89,-0.76,6.0,2024,89
4.0,4:21,3.0,14.0,CAR 27,35.0,20.0,Andy Dalton pass complete short middle to Ja'Tavion Sanders for 10 yards (tackle by Clark Phillips and DeAundre Alford),-0.76,-0.91,6.0,2024,89
4.0,4:14,4.0,4.0,CAR 37,35.0,20.0,Andy Dalton pass incomplete short left intended for Diontae Johnson,-0.91,-3.18,6.0,2024,89
4.0,4:09,1.0,10.0,CAR 36,35.0,20.0,Tyler Allgeier left end for 8 yards (tackle by Marquis Haynes),3.18,3.72,6.0,2024,89
4.0,4:01,,,,,,Timeout #1 by Carolina Panthers,,,6.0,2024,89
4.0,4:01,2.0,2.0,CAR 28,35.0,20.0,Tyler Allgeier right end for 8 yards (tackle by Shy Tuttle),3.72,4.24,6.0,2024,89
4.0,3:52,,,,,,Timeout #2 by Carolina Panthers,,,6.0,2024,89
4.0,3:52,1.0,10.0,CAR 20,35.0,20.0,Tyler Allgeier right end for 3 yards (tackle by Xavier Woods),4.24,4.12,6.0,2024,89
4.0,3:45,,,,,,Timeout #3 by Carolina Panthers,,,6.0,2024,89
4.0,3:45,2.0,7.0,CAR 17,35.0,20.0,Tyler Allgeier left tackle for no gain (tackle by DJ Johnson and Charles Harris),4.12,3.36,6.0,2024,89
4.0,2:58,3.0,7.0,CAR 17,35.0,20.0,Tyler Allgeier right tackle for no gain (tackle by DJ Johnson and Michael Jackson),3.36,2.31,6.0,2024,89
