Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA,week,year,game_id
1.0,7:46,2.0,10.0,LAC 17,3.0,0.0,Justin Herbert pass complete short left to Will Dissly for 1 yard (tackle by Jonah Elliss),-0.58,-1.13,6.0,2024,87
1.0,7:06,3.0,9.0,LAC 18,3.0,0.0,Justin Herbert pass complete short middle to Josh Palmer for 24 yards (tackle by Brandon Jones),-1.13,1.73,6.0,2024,87
1.0,6:27,1.0,10.0,LAC 42,3.0,0.0,J.K. Dobbins left end for 8 yards (tackle by P.J. Locke),1.73,2.27,6.0,2024,87
1.0,5:44,2.0,2.0,LAC 50,3.0,0.0,J.K. Dobbins up the middle for 12 yards (tackle by Riley Moss and P.J. Locke),2.27,3.05,6.0,2024,87
1.0,5:06,1.0,10.0,DEN 38,9.0,0.0,"Justin Herbert pass complete deep right to Kimani Vidal for 38 yards, touchdown",3.05,7.0,6.0,2024,87
1.0,4:59,,,DEN 15,10.0,0.0,Cameron Dicker kicks extra point good,0.0,0.0,6.0,2024,87
1.0,4:59,,,LAC 35,10.0,0.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,87
1.0,4:59,1.0,10.0,DEN 30,10.0,0.0,Troy Franklin right end for 5 yards (tackle by Cam Hart),0.94,1.07,6.0,2024,87
1.0,4:24,2.0,5.0,DEN 35,10.0,0.0,Javonte Williams right tackle for 3 yards (tackle by Daiyan Henley),1.07,0.76,6.0,2024,87
1.0,3:46,3.0,2.0,DEN 38,10.0,0.0,Bo Nix scrambles left end for 2 yards (tackle by Tuli Tuipulotu),0.76,1.6,6.0,2024,87
1.0,2:54,1.0,10.0,DEN 40,10.0,0.0,Jaleel McLaughlin left tackle for 5 yards (tackle by Teair Tart and Daiyan Henley),1.6,1.73,6.0,2024,87
1.0,2:15,2.0,5.0,DEN 45,10.0,0.0,Bo Nix pass incomplete short middle intended for Javonte Williams,1.73,1.03,6.0,2024,87
1.0,2:10,3.0,5.0,DEN 45,10.0,0.0,Bo Nix pass incomplete deep left intended for Marvin Mims (defended by Tarheeb Still),1.03,-0.39,6.0,2024,87
1.0,2:02,4.0,5.0,DEN 45,10.0,0.0,Riley Dixon punts 46 yards downed by Kristian Welch,-0.39,0.38,6.0,2024,87
1.0,1:50,1.0,10.0,LAC 9,10.0,0.0,J.K. Dobbins up the middle for no gain (tackle by Ja'Quan McMillian),-0.38,-0.78,6.0,2024,87
1.0,1:15,2.0,10.0,LAC 9,10.0,0.0,Justin Herbert pass complete short right to Kimani Vidal for 2 yards (tackle by Justin Strnad),-0.78,-1.19,6.0,2024,87
1.0,0:31,3.0,8.0,LAC 11,10.0,0.0,Justin Herbert pass complete short middle to Josh Palmer for 14 yards (tackle by Brandon Jones),-1.19,0.61,6.0,2024,87
2.0,15:00,1.0,10.0,LAC 25,10.0,0.0,Derius Davis left end for 4 yards (tackle by P.J. Locke),0.61,0.6,6.0,2024,87
2.0,14:24,2.0,6.0,LAC 29,10.0,0.0,Justin Herbert pass complete short right to Will Dissly for 5 yards (tackle by Brandon Jones),0.6,0.56,6.0,2024,87
2.0,13:43,3.0,1.0,LAC 34,10.0,0.0,Hassan Haskins left tackle for 2 yards (tackle by D.J. Jones and Eyioma Uwazurike),0.56,1.33,6.0,2024,87
2.0,13:03,1.0,10.0,LAC 36,10.0,0.0,Justin Herbert pass complete short middle to Simi Fehoko for 14 yards (tackle by Riley Moss),1.33,2.26,6.0,2024,87
2.0,12:23,1.0,10.0,LAC 50,10.0,0.0,J.K. Dobbins right guard for 5 yards (tackle by Justin Strnad),2.26,2.39,6.0,2024,87
2.0,11:46,2.0,5.0,DEN 45,10.0,0.0,J.K. Dobbins up the middle for -1 yards (tackle by Zach Allen and Dondrea Tillman),2.39,1.55,6.0,2024,87
2.0,11:19,3.0,6.0,DEN 46,10.0,0.0,Justin Herbert pass complete short middle to Stone Smartt for 10 yards (tackle by P.J. Locke),1.55,3.18,6.0,2024,87
2.0,10:43,1.0,10.0,DEN 36,10.0,0.0,Kimani Vidal left end for 6 yards (tackle by Justin Strnad),3.18,3.45,6.0,2024,87
2.0,10:04,2.0,4.0,DEN 30,10.0,0.0,Kimani Vidal up the middle for 4 yards (tackle by Jordan Jackson and Cody Barton),3.45,3.84,6.0,2024,87
2.0,9:19,1.0,10.0,DEN 26,10.0,0.0,Justin Herbert pass incomplete deep right intended for Simi Fehoko,3.84,3.3,6.0,2024,87
2.0,9:10,2.0,10.0,DEN 26,10.0,0.0,Derius Davis right end for 10 yards (tackle by Brandon Jones),3.3,4.51,6.0,2024,87
2.0,8:32,1.0,10.0,DEN 16,10.0,0.0,J.K. Dobbins right tackle for 2 yards (tackle by D.J. Jones),4.51,4.21,6.0,2024,87
2.0,7:50,2.0,8.0,DEN 14,10.0,0.0,Justin Herbert pass incomplete short left,4.21,3.37,6.0,2024,87
2.0,7:43,3.0,8.0,DEN 14,10.0,0.0,"Justin Herbert pass incomplete short middle intended for Josh Palmer. Penalty on Ja'Quan McMillian: Defensive Pass Interference, 7 yards (accepted) (no play)",3.37,5.6,6.0,2024,87
2.0,7:43,1.0,7.0,DEN 7,10.0,0.0,Kimani Vidal left end for -1 yards (tackle by Zach Allen),5.6,4.57,6.0,2024,87
2.0,7:17,2.0,8.0,DEN 8,10.0,0.0,Justin Herbert pass incomplete short right,4.57,3.58,6.0,2024,87
2.0,7:09,3.0,8.0,DEN 8,10.0,0.0,"Justin Herbert sacked by and Zach Allen for -7 yards and Jonathon Cooper for -7 yards. Justin Herbert fumbles (forced by Jonathon Cooper), recovered by Justin Herbert at DEN-15",3.58,2.44,6.0,2024,87
2.0,6:24,4.0,15.0,DEN 15,13.0,0.0,Cameron Dicker 33 yard field goal good,2.44,3.0,6.0,2024,87
2.0,6:21,,,LAC 35,13.0,0.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,87
2.0,6:21,1.0,10.0,DEN 30,13.0,0.0,Javonte Williams up the middle for 13 yards (tackle by Alohi Gilman),0.94,1.8,6.0,2024,87
2.0,5:43,1.0,10.0,DEN 43,13.0,0.0,Javonte Williams right end for 4 yards (tackle by Denzel Perryman),1.8,1.79,6.0,2024,87
2.0,5:07,2.0,6.0,DEN 47,13.0,0.0,Bo Nix pass incomplete deep middle intended for Courtland Sutton,1.79,1.09,6.0,2024,87
2.0,5:03,3.0,6.0,DEN 47,13.0,0.0,Bo Nix pass complete short left to Courtland Sutton for 8 yards (tackle by Kristian Fulton),1.09,2.59,6.0,2024,87
2.0,4:38,1.0,10.0,LAC 45,13.0,0.0,"Javonte Williams up the middle for 1 yard. Javonte Williams fumbles (forced by Khalil Mack), recovered by Teair Tart at LAC-44",2.59,-1.86,6.0,2024,87
2.0,4:32,1.0,10.0,LAC 44,13.0,0.0,Justin Herbert pass complete short right to J.K. Dobbins for 1 yard (tackle by Jonathon Cooper),1.86,1.45,6.0,2024,87
2.0,3:53,2.0,9.0,LAC 45,13.0,0.0,Justin Herbert pass incomplete short left intended for Quentin Johnston (defended by Jonah Elliss),1.45,0.76,6.0,2024,87
2.0,3:50,3.0,9.0,LAC 45,13.0,0.0,Justin Herbert pass complete short right to Ladd McConkey for 12 yards (tackle by Riley Moss),0.76,2.72,6.0,2024,87
2.0,3:28,1.0,10.0,DEN 43,13.0,0.0,J.K. Dobbins left end for no gain (tackle by Malcolm Roach),2.72,2.18,6.0,2024,87
2.0,3:16,,,,,,Timeout #1 by Denver Broncos,,,6.0,2024,87
2.0,3:16,2.0,10.0,DEN 43,13.0,0.0,Justin Herbert pass complete short left to Will Dissly for 20 yards (tackle by Malcolm Roach and P.J. Locke),2.18,4.04,6.0,2024,87
2.0,2:32,1.0,10.0,DEN 23,13.0,0.0,J.K. Dobbins right tackle for 9 yards (tackle by Brandon Jones and Cody Barton),4.04,4.95,6.0,2024,87
2.0,2:00,2.0,1.0,DEN 14,13.0,0.0,Justin Herbert pass complete short left to Will Dissly for no gain (tackle by P.J. Locke),4.95,4.28,6.0,2024,87
2.0,1:52,,,,,,Timeout #2 by Denver Broncos,,,6.0,2024,87
2.0,1:52,3.0,1.0,DEN 14,13.0,0.0,J.K. Dobbins up the middle for 2 yards (tackle by Brandon Jones),4.28,4.78,6.0,2024,87
2.0,1:16,1.0,10.0,DEN 12,13.0,0.0,Justin Herbert pass complete short left to Quentin Johnston for 8 yards (tackle by Levi Wallace),4.78,5.6,6.0,2024,87
2.0,1:10,2.0,2.0,DEN 4,13.0,0.0,Justin Herbert pass incomplete short right intended for Josh Palmer,5.6,4.84,6.0,2024,87
2.0,1:03,3.0,2.0,DEN 4,19.0,0.0,"J.K. Dobbins left guard for 4 yards, touchdown",4.84,7.0,6.0,2024,87
2.0,1:00,,,DEN 15,20.0,0.0,Cameron Dicker kicks extra point good,0.0,0.0,6.0,2024,87
2.0,1:00,,,LAC 35,20.0,0.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,87
2.0,1:00,1.0,10.0,DEN 30,20.0,0.0,Bo Nix pass complete short middle to Lucas Krull for 8 yards (tackle by Elijah Molden and Junior Colson),0.94,1.47,6.0,2024,87
2.0,0:44,2.0,2.0,DEN 38,20.0,0.0,Bo Nix pass incomplete short left intended for Javonte Williams (defended by Khalil Mack),1.47,0.76,6.0,2024,87
2.0,0:36,3.0,2.0,DEN 38,20.0,0.0,"Bo Nix pass complete deep middle to Courtland Sutton for no gain (tackle by Alohi Gilman). Penalty on Quinn Meinerz: Offensive Holding, 10 yards (accepted) (no play)",0.76,-0.56,6.0,2024,87
2.0,0:26,3.0,12.0,DEN 28,20.0,0.0,Bo Nix pass incomplete short middle intended for Lucas Krull,-0.56,-1.5,6.0,2024,87
2.0,0:19,4.0,12.0,DEN 28,20.0,0.0,"Riley Dixon punts 54 yards, returned by Derius Davis for 8 yards (tackle by Mitchell Fraboni)",-1.5,-0.67,6.0,2024,87
2.0,0:08,1.0,10.0,LAC 26,20.0,0.0,Justin Herbert kneels for -1 yards,0.67,-0.01,6.0,2024,87
3.0,15:00,,,DEN 35,20.0,0.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,87
3.0,15:00,1.0,10.0,LAC 30,20.0,0.0,J.K. Dobbins left guard for 6 yards (tackle by Brandon Jones),0.94,1.2,6.0,2024,87
3.0,14:24,2.0,4.0,LAC 36,20.0,0.0,J.K. Dobbins up the middle for 3 yards (tackle by P.J. Locke and Cody Barton),1.2,0.89,6.0,2024,87
3.0,13:48,3.0,1.0,LAC 39,20.0,0.0,Hassan Haskins right guard for 3 yards (tackle by Jonathon Cooper),0.89,1.73,6.0,2024,87
3.0,13:10,1.0,10.0,LAC 42,20.0,0.0,Quentin Johnston right end for no gain (tackle by Jonathon Cooper and Cody Barton),1.73,1.26,6.0,2024,87
3.0,12:29,2.0,9.0,LAC 42,20.0,0.0,J.K. Dobbins up the middle for -5 yards (tackle by Zach Allen and Justin Strnad),1.26,-0.1,6.0,2024,87
3.0,11:49,3.0,14.0,LAC 37,20.0,0.0,Justin Herbert scrambles right end for 5 yards (tackle by John Franklin-Myers and Cody Barton),-0.1,-0.59,6.0,2024,87
3.0,11:09,4.0,9.0,LAC 42,20.0,0.0,"JK Scott punts 40 yards, fair catch by Marvin Mims at DEN-18",-0.59,-0.04,6.0,2024,87
3.0,10:59,1.0,10.0,DEN 18,20.0,0.0,Audric Estime up the middle for 2 yards (tackle by Khalil Mack),0.04,-0.13,6.0,2024,87
3.0,10:24,2.0,8.0,DEN 20,20.0,0.0,Bo Nix scrambles left tackle for 10 yards (tackle by Denzel Perryman),-0.13,0.94,6.0,2024,87
3.0,9:41,1.0,10.0,DEN 30,20.0,0.0,Bo Nix pass complete short left to Nate Adkins for 5 yards (tackle by Denzel Perryman),0.94,1.07,6.0,2024,87
3.0,9:12,2.0,5.0,DEN 35,20.0,0.0,Bo Nix scrambles left end for 21 yards (tackle by Alohi Gilman and Daiyan Henley),1.07,2.65,6.0,2024,87
3.0,8:27,1.0,10.0,LAC 44,20.0,0.0,Bo Nix pass incomplete short right intended for Lucas Krull (defended by Derwin James),2.65,2.11,6.0,2024,87
3.0,8:21,2.0,10.0,LAC 44,20.0,0.0,Bo Nix pass incomplete short left intended for Javonte Williams,2.11,1.42,6.0,2024,87
3.0,8:18,3.0,10.0,LAC 44,20.0,0.0,"Penalty on Bo Nix: Delay of Game, 5 yards (accepted) (no play)",1.42,0.76,6.0,2024,87
3.0,8:18,3.0,15.0,LAC 49,20.0,0.0,"Bo Nix pass complete short right to Marvin Mims for no gain (tackle by Elijah Molden and Junior Colson). Penalty on Garett Bolles: Illegal Formation, 5 yards (accepted) (no play)",0.76,0.1,6.0,2024,87
3.0,7:47,3.0,20.0,DEN 46,20.0,0.0,Bo Nix pass incomplete deep left intended for Marvin Mims,0.1,-0.32,6.0,2024,87
3.0,7:40,4.0,20.0,DEN 46,20.0,0.0,"Riley Dixon punts 45 yards, fair catch by Derius Davis at LAC-9",-0.32,0.38,6.0,2024,87
3.0,7:33,1.0,10.0,LAC 9,20.0,0.0,Justin Herbert pass incomplete short right intended for Will Dissly (defended by Riley Moss),-0.38,-0.78,6.0,2024,87
3.0,7:29,2.0,10.0,LAC 9,20.0,0.0,Justin Herbert pass incomplete short left intended for Ladd McConkey (defended by Malcolm Roach),-0.78,-1.42,6.0,2024,87
3.0,7:25,3.0,10.0,LAC 9,20.0,0.0,Justin Herbert pass complete deep right to Simi Fehoko for 30 yards (tackle by Riley Moss),-1.42,1.53,6.0,2024,87
3.0,6:59,1.0,10.0,LAC 39,20.0,0.0,J.K. Dobbins right tackle for 2 yards (tackle by Jonah Elliss and John Franklin-Myers),1.53,1.26,6.0,2024,87
3.0,6:14,2.0,8.0,LAC 41,20.0,0.0,Justin Herbert pass incomplete deep left intended for Simi Fehoko (defended by Levi Wallace),1.26,0.56,6.0,2024,87
3.0,6:09,3.0,8.0,LAC 41,20.0,0.0,Justin Herbert pass complete short left to Ladd McConkey for 15 yards (tackle by Cody Barton and Malcolm Roach),0.56,2.65,6.0,2024,87
3.0,5:28,1.0,10.0,DEN 44,20.0,0.0,J.K. Dobbins left end for 14 yards (tackle by Brandon Jones),2.65,3.58,6.0,2024,87
3.0,4:46,1.0,10.0,DEN 30,20.0,0.0,Justin Herbert sacked by Nik Bonitto for -8 yards,3.58,1.95,6.0,2024,87
3.0,4:03,2.0,18.0,DEN 38,20.0,0.0,Kimani Vidal right guard for 2 yards (tackle by Justin Strnad and Zach Allen),1.95,1.55,6.0,2024,87
3.0,3:20,3.0,16.0,DEN 36,20.0,0.0,Justin Herbert pass complete short middle to Ladd McConkey for 8 yards (tackle by Ja'Quan McMillian),1.55,1.59,6.0,2024,87
3.0,2:39,4.0,8.0,DEN 28,23.0,0.0,Cameron Dicker 46 yard field goal good,1.59,3.0,6.0,2024,87
3.0,2:35,,,LAC 35,23.0,0.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,87
3.0,2:35,1.0,10.0,DEN 30,23.0,0.0,Jaleel McLaughlin right end for no gain (tackle by Poona Ford),0.94,0.39,6.0,2024,87
3.0,1:58,2.0,10.0,DEN 30,23.0,0.0,Bo Nix sacked by Alohi Gilman for no gain,0.39,-0.3,6.0,2024,87
3.0,1:11,3.0,10.0,DEN 30,23.0,0.0,Bo Nix sacked by Morgan Fox for -10 yards,-0.3,-2.03,6.0,2024,87
3.0,0:57,4.0,20.0,DEN 20,23.0,0.0,"Riley Dixon punts 43 yards, returned by Derius Davis for 18 yards (tackle by Kristian Welch and Mitchell Fraboni)",-2.03,-2.59,6.0,2024,87
3.0,0:44,1.0,10.0,DEN 45,23.0,0.0,Justin Herbert pass incomplete deep right intended for Ladd McConkey,2.59,2.04,6.0,2024,87
3.0,0:38,2.0,10.0,DEN 45,23.0,0.0,J.K. Dobbins right tackle for no gain (tackle by Justin Strnad),2.04,1.36,6.0,2024,87
4.0,15:00,3.0,10.0,DEN 45,23.0,0.0,J.K. Dobbins left guard for 3 yards (tackle by Jonathon Cooper),1.36,0.46,6.0,2024,87
4.0,14:19,4.0,7.0,DEN 42,23.0,0.0,JK Scott punts 37 yards out of bounds,0.46,0.38,6.0,2024,87
4.0,14:09,1.0,10.0,DEN 5,23.0,0.0,Bo Nix pass complete short left to Lil'Jordan Humphrey for 8 yards (tackle by Denzel Perryman and Derwin James),-0.38,-0.19,6.0,2024,87
4.0,13:29,2.0,2.0,DEN 13,23.0,0.0,Audric Estime right end for 11 yards (tackle by Cam Hart),-0.19,0.54,6.0,2024,87
4.0,12:53,1.0,10.0,DEN 24,23.0,0.0,Bo Nix pass complete deep left to Troy Franklin for 29 yards (tackle by Alohi Gilman),0.54,2.46,6.0,2024,87
4.0,12:17,1.0,10.0,LAC 47,23.0,0.0,Bo Nix pass incomplete short right intended for Devaughn Vele (defended by Derwin James),2.46,1.91,6.0,2024,87
4.0,12:15,2.0,10.0,LAC 47,23.0,0.0,Bo Nix pass complete short right to Javonte Williams for -2 yards (tackle by Derwin James),1.91,0.96,6.0,2024,87
4.0,11:37,3.0,12.0,LAC 49,23.0,0.0,Bo Nix pass complete short left to Courtland Sutton for 10 yards (tackle by Alohi Gilman and AJ Finley),0.96,0.66,6.0,2024,87
4.0,10:49,,,,,,Timeout #1 by Los Angeles Chargers,,,6.0,2024,87
4.0,10:49,4.0,2.0,LAC 39,23.0,0.0,Bo Nix pass complete short middle to Devaughn Vele for 37 yards (tackle by Tarheeb Still and Alohi Gilman),0.66,6.74,6.0,2024,87
4.0,10:11,1.0,2.0,LAC 2,23.0,6.0,"Bo Nix pass complete short middle to Troy Franklin for 2 yards, touchdown",6.74,7.0,6.0,2024,87
4.0,10:06,,,LAC 15,23.0,7.0,Wil Lutz kicks extra point good,0.0,0.0,6.0,2024,87
4.0,10:06,,,DEN 35,23.0,7.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,87
4.0,10:06,1.0,10.0,LAC 30,23.0,7.0,J.K. Dobbins up the middle for 1 yard (tackle by Cody Barton and Eyioma Uwazurike),0.94,0.53,6.0,2024,87
4.0,9:24,2.0,9.0,LAC 31,23.0,7.0,Justin Herbert pass incomplete short middle intended for Ladd McConkey (defended by Brandon Jones),0.53,-0.16,6.0,2024,87
4.0,9:19,3.0,9.0,LAC 31,23.0,7.0,Justin Herbert sacked by Justin Strnad for no gain,-0.16,-1.31,6.0,2024,87
4.0,8:36,4.0,9.0,LAC 31,23.0,7.0,"JK Scott punts 43 yards, returned by Marvin Mims for 10 yards (tackle by Hassan Haskins and Simi Fehoko)",-1.31,-1.33,6.0,2024,87
4.0,8:25,1.0,10.0,DEN 36,23.0,7.0,Bo Nix scrambles right end for 1 yard (tackle by Denzel Perryman),1.33,0.93,6.0,2024,87
4.0,7:44,2.0,9.0,DEN 37,23.0,7.0,Bo Nix pass complete deep middle to Courtland Sutton for 20 yards (tackle by Tarheeb Still),0.93,2.72,6.0,2024,87
4.0,7:16,1.0,10.0,LAC 43,23.0,7.0,Bo Nix pass complete short middle to Devaughn Vele for 17 yards (tackle by Elijah Molden and Alohi Gilman),2.72,3.84,6.0,2024,87
4.0,6:54,1.0,10.0,LAC 26,23.0,7.0,Bo Nix pass incomplete deep left intended for Courtland Sutton,3.84,3.3,6.0,2024,87
4.0,6:49,2.0,10.0,LAC 26,23.0,7.0,Bo Nix pass incomplete short middle intended for Troy Franklin (defended by Alohi Gilman),3.3,2.61,6.0,2024,87
4.0,6:45,3.0,10.0,LAC 26,23.0,7.0,Bo Nix pass complete short right to Javonte Williams for 5 yards (tackle by Daiyan Henley),2.61,2.11,6.0,2024,87
4.0,6:03,4.0,5.0,LAC 21,23.0,7.0,Bo Nix scrambles left end for 6 yards (tackle by Junior Colson),2.11,4.58,6.0,2024,87
4.0,5:27,1.0,10.0,LAC 15,23.0,13.0,"Bo Nix pass complete short right to Courtland Sutton for 15 yards, touchdown Replay Assistant challenged the pass completion ruling, and the play was upheld.",4.58,7.0,6.0,2024,87
4.0,5:22,,,LAC 2,23.0,13.0,Two Point Attempt: Bo Nix pass incomplete intended for to Marvin Mims for no gain,1.0,-1.0,6.0,2024,87
4.0,5:22,,,DEN 35,23.0,13.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,87
4.0,5:22,1.0,10.0,LAC 30,23.0,13.0,J.K. Dobbins left end for 8 yards (tackle by Cody Barton),0.94,1.47,6.0,2024,87
4.0,5:15,,,,,,Timeout #1 by Denver Broncos,,,6.0,2024,87
4.0,5:15,2.0,2.0,LAC 38,23.0,13.0,J.K. Dobbins left end for 20 yards (tackle by Brandon Jones),1.47,2.79,6.0,2024,87
4.0,5:03,,,,,,Timeout #2 by Denver Broncos,,,6.0,2024,87
4.0,5:03,1.0,10.0,DEN 42,23.0,13.0,J.K. Dobbins left tackle for no gain (tackle by Malcolm Roach and Eyioma Uwazurike),2.79,2.24,6.0,2024,87
4.0,4:58,,,,,,Timeout #3 by Denver Broncos,,,6.0,2024,87
4.0,4:58,2.0,10.0,DEN 42,23.0,13.0,"Justin Herbert pass complete short middle to Simi Fehoko for no gain. Simi Fehoko fumbles (forced by Levi Wallace), recovered by Malcolm Roach at DEN-42. Penalty on Ja'Quan McMillian: Defensive Holding, 5 yards (accepted) (no play)",2.24,3.12,6.0,2024,87
4.0,4:52,1.0,10.0,DEN 37,23.0,13.0,J.K. Dobbins left guard for no gain (tackle by Zach Allen),3.12,2.57,6.0,2024,87
4.0,4:08,2.0,10.0,DEN 37,23.0,13.0,J.K. Dobbins right tackle for 1 yard (tackle by Zach Allen and Eyioma Uwazurike),2.57,2.01,6.0,2024,87
4.0,3:24,3.0,9.0,DEN 36,23.0,13.0,J.K. Dobbins left end for -2 yards (tackle by Zach Allen),2.01,0.72,6.0,2024,87
4.0,2:36,4.0,11.0,DEN 38,23.0,13.0,"Penalty on JK Scott: Delay of Game, 5 yards (accepted) (no play)",0.72,0.4,6.0,2024,87
4.0,2:36,4.0,16.0,DEN 43,23.0,13.0,JK Scott punts 39 yards downed by AJ Finley,0.4,0.38,6.0,2024,87
4.0,2:26,1.0,10.0,DEN 4,23.0,13.0,Bo Nix pass complete short middle to Jaleel McLaughlin for 11 yards (tackle by Junior Colson),-0.38,-0.22,6.0,2024,87
4.0,2:08,1.0,10.0,DEN 15,23.0,13.0,Bo Nix pass complete short right to Devaughn Vele for 4 yards,-0.22,-0.11,6.0,2024,87
4.0,1:59,2.0,6.0,DEN 19,23.0,13.0,Bo Nix pass incomplete deep middle intended for Devaughn Vele,-0.11,-0.88,6.0,2024,87
4.0,1:54,3.0,6.0,DEN 19,23.0,13.0,Bo Nix pass complete deep left to Devaughn Vele for 20 yards (tackle by Tarheeb Still),-0.88,1.53,6.0,2024,87
4.0,1:32,1.0,10.0,DEN 39,23.0,13.0,"Bo Nix pass complete short middle to Javonte Williams for 10 yards (tackle by Alohi Gilman and Elijah Molden). Penalty on Alohi Gilman: Defensive Delay of Game, 5 yards (accepted)",1.53,2.52,6.0,2024,87
4.0,1:19,1.0,10.0,LAC 46,23.0,13.0,Bo Nix pass complete short left to Lucas Krull for 3 yards (tackle by AJ Finley),2.52,2.38,6.0,2024,87
4.0,1:11,2.0,7.0,LAC 43,23.0,13.0,Bo Nix scrambles left end for 21 yards (tackle by Alohi Gilman),2.38,4.11,6.0,2024,87
4.0,1:03,1.0,10.0,LAC 22,23.0,16.0,Wil Lutz 40 yard field goal good,4.11,3.0,6.0,2024,87
4.0,0:59,,,DEN 35,23.0,16.0,"Wil Lutz kicks onside no gain, out of bounds. Penalty on Wil Lutz: Kickoff Out of Bounds (offset) . Penalty on Derius Davis: Illegal Formation, 5 yards (offset) (no play)",0.0,0.0,6.0,2024,87
4.0,0:59,,,DEN 35,23.0,16.0,"Wil Lutz kicks onside 12 yards,. Penalty on Wil Lutz: Kickoff Out of Bounds (accepted)",0.0,2.46,6.0,2024,87
