Quarter,Time,Down,ToGo,Location,PIT,LVR,Detail,EPB,EPA,week,year,game_id
2.0,11:57,2.0,10.0,LVR 30,6.0,7.0,Aidan O'Connell pass complete short right to Brock Bowers for 7 yards (tackle by Elandon Roberts),0.39,0.63,6.0,2024,88
2.0,11:14,3.0,3.0,LVR 37,6.0,7.0,Aidan O'Connell pass complete short middle to Harrison Bryant for 2 yards (tackle by DeShon Elliott),0.63,-0.78,6.0,2024,88
2.0,10:34,4.0,1.0,LVR 39,6.0,7.0,"AJ Cole punts 61 yards, touchback.",-0.78,-0.28,6.0,2024,88
2.0,10:23,1.0,10.0,PIT 20,6.0,7.0,Justin Fields pass complete short left to Connor Heyward for 4 yards (tackle by Charles Snowden and Nate Hobbs),0.28,0.27,6.0,2024,88
2.0,9:45,2.0,6.0,PIT 24,6.0,7.0,"Najee Harris right tackle for no gain (tackle by Isaiah Pola-Mao). Penalty on Darnell Washington: Offensive Holding, 10 yards (accepted) (no play)",0.27,-1.18,6.0,2024,88
2.0,9:22,2.0,16.0,PIT 14,6.0,7.0,Justin Fields pass complete short middle to Najee Harris for 5 yards (tackle by Adam Butler),-1.18,-1.14,6.0,2024,88
2.0,8:38,3.0,11.0,PIT 19,6.0,7.0,Justin Fields pass complete deep left to Calvin Austin for 20 yards (tackle by Nate Hobbs),-1.14,1.53,6.0,2024,88
2.0,7:55,1.0,10.0,PIT 39,6.0,7.0,"Jaylen Warren up the middle for no gain. Penalty on Isaac Seumalo: Offensive Holding, 10 yards (accepted) (no play)",1.53,0.87,6.0,2024,88
2.0,7:35,1.0,20.0,PIT 29,6.0,7.0,Jaylen Warren left tackle for 7 yards (tackle by Tre'von Moehrig),0.87,0.58,6.0,2024,88
2.0,6:56,2.0,13.0,PIT 36,6.0,7.0,Justin Fields up the middle for 18 yards (tackle by Isaiah Pola-Mao),0.58,2.52,6.0,2024,88
2.0,6:09,1.0,10.0,LVR 46,6.0,7.0,Justin Fields pass incomplete deep right intended for Calvin Austin,2.52,1.98,6.0,2024,88
2.0,6:04,2.0,10.0,LVR 46,6.0,7.0,Justin Fields sacked by Divine Deablo for -13 yards,1.98,-0.43,6.0,2024,88
2.0,5:18,3.0,23.0,PIT 41,6.0,7.0,"Penalty on Justin Fields: Delay of Game, 5 yards (accepted) (no play)",-0.43,-1.09,6.0,2024,88
2.0,4:53,3.0,28.0,PIT 36,6.0,7.0,Justin Fields pass incomplete short left intended for Calvin Austin (defended by Robert Spillane),-1.09,-0.98,6.0,2024,88
2.0,4:47,4.0,28.0,PIT 36,6.0,7.0,"Corliss Waitman punts 47 yards, returned by Ameer Abdullah for -1 yards (tackle by Miles Killebrew)",-0.98,0.14,6.0,2024,88
2.0,4:37,1.0,10.0,LVR 16,6.0,7.0,Alexander Mattison left end for -3 yards (tackle by T.J. Watt and Patrick Queen),-0.14,-0.99,6.0,2024,88
2.0,3:54,2.0,13.0,LVR 13,6.0,7.0,Aidan O'Connell pass complete short left to Harrison Bryant for 14 yards (tackle by Minkah Fitzpatrick),-0.99,0.74,6.0,2024,88
2.0,3:18,1.0,10.0,LVR 27,6.0,7.0,Alexander Mattison up the middle for 3 yards (tackle by DeShon Elliott),0.74,0.6,6.0,2024,88
2.0,2:42,2.0,7.0,LVR 30,6.0,7.0,"Dylan Laube right end for no gain. Dylan Laube fumbles (forced by T.J. Watt), recovered by Keeanu Benton at LV-30",0.6,-3.58,6.0,2024,88
2.0,2:32,1.0,10.0,LVR 30,6.0,7.0,Najee Harris right guard for 3 yards (tackle by John Jenkins and Matthew Butler),3.58,3.44,6.0,2024,88
2.0,2:00,2.0,7.0,LVR 27,6.0,7.0,Najee Harris up the middle for 3 yards (tackle by Adam Butler and Robert Spillane),3.44,3.14,6.0,2024,88
2.0,1:18,3.0,4.0,LVR 24,6.0,7.0,"Justin Fields pass short middle is intercepted by Divine Deablo at LV-17 and returned for no gain (tackle by Darnell Washington and George Pickens). Penalty on Matthew Butler: Roughing the Passer, 12 yards (accepted) (no play)",3.14,4.78,6.0,2024,88
2.0,1:11,1.0,10.0,LVR 12,6.0,7.0,Justin Fields scrambles left end for 7 yards (tackle by Robert Spillane),4.78,5.41,6.0,2024,88
2.0,1:02,2.0,3.0,LVR 5,6.0,7.0,Justin Fields left end for 1 yard (tackle by Nate Hobbs),5.41,4.84,6.0,2024,88
2.0,0:55,,,,,,Timeout #1 by Las Vegas Raiders,,,6.0,2024,88
2.0,0:55,3.0,2.0,LVR 4,6.0,7.0,Najee Harris up the middle for 1 yard (tackle by John Jenkins and Adam Butler),4.84,3.06,6.0,2024,88
2.0,0:40,,,,,,Timeout #2 by Las Vegas Raiders,,,6.0,2024,88
2.0,0:40,4.0,1.0,LVR 3,12.0,7.0,"Justin Fields scrambles left end for 3 yards, touchdown",3.06,7.0,6.0,2024,88
2.0,0:34,,,LVR 2,12.0,7.0,Two Point Attempt: Justin Fields pass incomplete intended for intended for Connor Heyward,1.0,-1.0,6.0,2024,88
2.0,0:34,,,PIT 35,12.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,88
2.0,0:34,1.0,10.0,LVR 30,12.0,7.0,Aidan O'Connell pass complete short left to Alex Bachman for 11 yards (tackle by Joey Porter),0.94,1.66,6.0,2024,88
2.0,0:19,1.0,10.0,LVR 41,12.0,7.0,Aidan O'Connell pass complete short middle to DJ Turner for 7 yards (tackle by Patrick Queen),1.66,2.07,6.0,2024,88
2.0,0:12,,,,,,Timeout #3 by Las Vegas Raiders,,,6.0,2024,88
2.0,0:12,2.0,3.0,LVR 48,12.0,7.0,Aidan O'Connell pass incomplete deep left intended for Tre Tucker,2.07,1.36,6.0,2024,88
2.0,0:07,3.0,3.0,LVR 48,12.0,7.0,Aidan O'Connell pass incomplete short left intended for Ameer Abdullah,1.36,-0.19,6.0,2024,88
2.0,0:04,4.0,3.0,LVR 48,12.0,7.0,Aidan O'Connell pass incomplete deep left,-0.19,2.13,6.0,2024,88
3.0,15:00,,,PIT 35,12.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,88
3.0,15:00,1.0,10.0,LVR 30,12.0,7.0,Alexander Mattison left guard for -1 yards (tackle by T.J. Watt),0.94,0.26,6.0,2024,88
3.0,14:22,2.0,11.0,LVR 29,12.0,7.0,Aidan O'Connell pass complete short left to Brock Bowers for 9 yards (tackle by DeShon Elliott),0.26,0.76,6.0,2024,88
3.0,13:39,3.0,2.0,LVR 38,12.0,7.0,Aidan O'Connell pass complete short left to Ameer Abdullah for 3 yards (tackle by Joey Porter),0.76,1.66,6.0,2024,88
3.0,12:57,1.0,10.0,LVR 41,12.0,7.0,"Aidan O'Connell pass complete deep middle to Brock Bowers for no gain (tackle by Minkah Fitzpatrick). Penalty on Andre James: Offensive Holding, 10 yards (accepted) (no play)",1.66,1.0,6.0,2024,88
3.0,12:32,1.0,20.0,LVR 31,12.0,7.0,Alexander Mattison up the middle for 2 yards (tackle by Payton Wilson and Patrick Queen),1.0,0.04,6.0,2024,88
3.0,11:51,2.0,18.0,LVR 33,12.0,7.0,Alexander Mattison up the middle for 1 yard (tackle by Cameron Heyward and Keeanu Benton),0.04,-0.49,6.0,2024,88
3.0,11:13,3.0,17.0,LVR 34,12.0,7.0,Aidan O'Connell pass incomplete short left intended for Ameer Abdullah,-0.49,-1.11,6.0,2024,88
3.0,11:07,4.0,17.0,LVR 34,12.0,7.0,AJ Cole punts blocked by Jeremiah Moon (tackle by Beanie Bishop),-1.11,-5.14,6.0,2024,88
3.0,10:58,1.0,9.0,LVR 9,12.0,7.0,Najee Harris left tackle for 3 yards (tackle by Nate Hobbs and Matthew Butler),5.14,4.95,6.0,2024,88
3.0,10:20,2.0,6.0,LVR 6,12.0,7.0,"Justin Fields aborted snap, recovered by Jaylen Warren at LV-15",4.95,2.93,6.0,2024,88
3.0,9:31,3.0,15.0,LVR 15,12.0,7.0,"Justin Fields right end for 15 yards, touchdown. Penalty on Justin Fields: Illegal Forward Pass, 5 yards (accepted) (no play)",2.93,2.18,6.0,2024,88
3.0,9:24,4.0,19.0,LVR 19,15.0,7.0,Chris Boswell 37 yard field goal good,2.18,3.0,6.0,2024,88
3.0,9:20,,,PIT 35,15.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,88
3.0,9:20,1.0,10.0,LVR 30,15.0,7.0,Aidan O'Connell pass complete short right to Brock Bowers for -4 yards (tackle by Beanie Bishop),0.94,-0.15,6.0,2024,88
3.0,8:41,2.0,14.0,LVR 26,15.0,7.0,Aidan O'Connell pass complete short left to Alexander Mattison for 8 yards (tackle by Patrick Queen),-0.15,0.23,6.0,2024,88
3.0,7:56,3.0,6.0,LVR 34,15.0,7.0,Aidan O'Connell pass incomplete short middle intended for Harrison Bryant,0.23,-1.11,6.0,2024,88
3.0,7:48,4.0,6.0,LVR 34,15.0,7.0,"AJ Cole punts 66 yards, touchback.",-1.11,-0.28,6.0,2024,88
3.0,7:40,1.0,10.0,PIT 20,15.0,7.0,Justin Fields pass incomplete short left,0.28,-0.27,6.0,2024,88
3.0,7:32,2.0,10.0,PIT 20,15.0,7.0,Najee Harris right guard for 26 yards (tackle by Isaiah Pola-Mao),-0.27,1.99,6.0,2024,88
3.0,6:52,1.0,10.0,PIT 46,15.0,7.0,Najee Harris left tackle for 1 yard (tackle by Divine Deablo and Robert Spillane),1.99,1.59,6.0,2024,88
3.0,6:16,2.0,9.0,PIT 47,15.0,7.0,Justin Fields sacked by K'Lavon Chaisson for -9 yards,1.59,-0.3,6.0,2024,88
3.0,5:31,3.0,18.0,PIT 38,15.0,7.0,"Justin Fields pass complete short left to Jaylen Warren for 6 yards (tackle by Isaiah Pola-Mao). Penalty on K'Lavon Chaisson: Roughing the Passer, 15 yards (accepted)",-0.3,2.85,6.0,2024,88
3.0,5:10,1.0,10.0,LVR 41,15.0,7.0,Najee Harris left guard for 5 yards (tackle by Adam Butler and Divine Deablo),2.85,2.98,6.0,2024,88
3.0,4:33,2.0,5.0,LVR 36,21.0,7.0,"Najee Harris left end for 36 yards, touchdown",2.98,7.0,6.0,2024,88
3.0,4:21,,,LVR 15,22.0,7.0,Chris Boswell kicks extra point good,0.0,0.0,6.0,2024,88
3.0,4:21,,,PIT 35,22.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,88
3.0,4:21,1.0,10.0,LVR 30,22.0,7.0,Alexander Mattison left guard for 2 yards (tackle by Cameron Heyward and Larry Ogunjobi),0.94,0.66,6.0,2024,88
3.0,3:45,2.0,8.0,LVR 32,22.0,7.0,Aidan O'Connell pass complete deep left to DJ Turner for 30 yards (tackle by Joey Porter and Minkah Fitzpatrick),0.66,3.05,6.0,2024,88
3.0,2:58,1.0,10.0,PIT 38,22.0,7.0,Aidan O'Connell pass complete short right to Alex Bachman for 2 yards (tackle by Donte Jackson),3.05,2.78,6.0,2024,88
3.0,2:20,2.0,8.0,PIT 36,22.0,7.0,Aidan O'Connell pass complete short right to Ameer Abdullah for 12 yards (tackle by Payton Wilson),2.78,3.97,6.0,2024,88
3.0,1:39,1.0,10.0,PIT 24,22.0,7.0,Ameer Abdullah up the middle for 7 yards (tackle by Payton Wilson),3.97,4.46,6.0,2024,88
3.0,0:56,2.0,3.0,PIT 17,22.0,7.0,Aidan O'Connell pass complete short right to Kristian Wilkerson for 9 yards (tackle by Beanie Bishop),4.46,5.37,6.0,2024,88
3.0,0:30,1.0,8.0,PIT 8,22.0,7.0,Alexander Mattison right guard for 2 yards (tackle by Eku Leota and Elandon Roberts),5.37,4.95,6.0,2024,88
3.0,0:01,2.0,6.0,PIT 6,22.0,7.0,"Aidan O'Connell pass complete short right to Alexander Mattison for no gain, touchdown. Penalty on Jackson Powers-Johnson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",4.95,4.02,6.0,2024,88
4.0,15:00,2.0,11.0,PIT 11,22.0,7.0,Ameer Abdullah up the middle for 10 yards (tackle by DeShon Elliott),4.02,5.17,6.0,2024,88
4.0,14:31,3.0,1.0,PIT 1,22.0,7.0,"Ameer Abdullah right tackle for no gain. Ameer Abdullah fumbles (forced by T.J. Watt), recovered by DeShon Elliott at PIT-1 and returned for 10 yards (tackle by Aidan O'Connell and Jackson Powers-Johnson)",5.17,0.37,6.0,2024,88
4.0,14:21,1.0,10.0,PIT 11,22.0,7.0,Jaylen Warren left guard for 1 yard (tackle by John Jenkins and Charles Snowden),-0.37,-0.71,6.0,2024,88
4.0,13:42,2.0,9.0,PIT 12,22.0,7.0,Justin Fields pass complete short right to Darnell Washington for 9 yards (tackle by Nate Hobbs and Jonah Laulu),-0.71,0.34,6.0,2024,88
4.0,12:54,1.0,10.0,PIT 21,22.0,7.0,Jaylen Warren right guard for -2 yards (tackle by Tre'von Moehrig),0.34,-0.53,6.0,2024,88
4.0,12:15,2.0,12.0,PIT 19,22.0,7.0,Justin Fields scrambles left tackle for 10 yards (tackle by Nate Hobbs and Robert Spillane),-0.53,0.17,6.0,2024,88
4.0,11:33,3.0,2.0,PIT 29,22.0,7.0,Justin Fields pass complete deep middle to Calvin Austin for 16 yards (tackle by Tre'von Moehrig),0.17,1.93,6.0,2024,88
4.0,10:49,1.0,10.0,PIT 45,22.0,7.0,Najee Harris right tackle for 7 yards (tackle by John Jenkins and Tre'von Moehrig),1.93,2.33,6.0,2024,88
4.0,10:16,2.0,3.0,LVR 48,22.0,7.0,Najee Harris right tackle for -3 yards (tackle by Maxx Crosby),2.33,1.22,6.0,2024,88
4.0,9:29,3.0,6.0,PIT 49,22.0,7.0,"Penalty on Justin Fields: Delay of Game, 5 yards (accepted) (no play)",1.22,0.56,6.0,2024,88
4.0,9:29,3.0,11.0,PIT 44,22.0,7.0,Justin Fields pass incomplete short left intended for Calvin Austin,0.56,-0.46,6.0,2024,88
4.0,9:25,4.0,11.0,PIT 44,22.0,7.0,"Corliss Waitman punts 43 yards, recovered by Ameer Abdullah at LV-13",-0.46,0.32,6.0,2024,88
4.0,9:16,1.0,10.0,LVR 13,22.0,7.0,Aidan O'Connell sacked by Cameron Heyward for -9 yards,-0.32,-1.44,6.0,2024,88
4.0,8:38,2.0,19.0,LVR 4,22.0,7.0,Aidan O'Connell pass incomplete short right intended for Tre Tucker,-1.44,-2.47,6.0,2024,88
4.0,8:32,3.0,19.0,LVR 4,22.0,7.0,Aidan O'Connell pass deep right intended for Brock Bowers is intercepted by Donte Jackson at LV-31 and returned for 24 yards (tackle by Alexander Mattison and Tre Tucker),-2.47,-5.6,6.0,2024,88
4.0,8:21,1.0,7.0,LVR 7,28.0,7.0,"Justin Fields left end for 7 yards, touchdown",5.6,7.0,6.0,2024,88
4.0,8:16,,,LVR 15,29.0,7.0,Chris Boswell kicks extra point good,0.0,0.0,6.0,2024,88
4.0,8:16,,,PIT 35,29.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,88
4.0,8:16,1.0,10.0,LVR 30,29.0,7.0,Aidan O'Connell pass complete short middle to Brock Bowers for 18 yards (tackle by Patrick Queen and Payton Wilson),0.94,2.13,6.0,2024,88
4.0,7:47,1.0,10.0,LVR 48,29.0,7.0,Aidan O'Connell pass complete short right to Alexander Mattison for -1 yards (tackle by Payton Wilson and Patrick Queen),2.13,1.45,6.0,2024,88
4.0,7:20,2.0,11.0,LVR 47,29.0,7.0,Aidan O'Connell pass complete short right to Brock Bowers for 10 yards (tackle by Payton Wilson),1.45,2.08,6.0,2024,88
4.0,6:53,3.0,1.0,PIT 43,29.0,7.0,Alexander Mattison left guard for 2 yards (tackle by Keeanu Benton),2.08,2.85,6.0,2024,88
4.0,6:31,1.0,10.0,PIT 41,29.0,7.0,Aidan O'Connell pass complete short right to Alexander Mattison for 6 yards (tackle by Patrick Queen),2.85,3.12,6.0,2024,88
4.0,6:02,2.0,4.0,PIT 35,29.0,7.0,Aidan O'Connell pass complete short right to Alex Bachman for 18 yards (tackle by DeShon Elliott and Patrick Queen),3.12,4.44,6.0,2024,88
4.0,5:33,1.0,10.0,PIT 17,29.0,7.0,Aidan O'Connell pass complete short middle to Brock Bowers for 8 yards (tackle by Minkah Fitzpatrick),4.44,5.29,6.0,2024,88
4.0,5:10,2.0,2.0,PIT 9,29.0,7.0,Aidan O'Connell pass incomplete short right,5.29,4.57,6.0,2024,88
4.0,5:04,3.0,2.0,PIT 9,29.0,7.0,Aidan O'Connell pass incomplete short left intended for Kristian Wilkerson (defended by Beanie Bishop),4.57,2.95,6.0,2024,88
4.0,4:59,4.0,2.0,PIT 9,29.0,13.0,"Aidan O'Connell pass complete short right to Kristian Wilkerson for 9 yards, touchdown",2.95,7.0,6.0,2024,88
4.0,4:54,,,PIT 2,29.0,13.0,Two Point Attempt: Aidan O'Connell pass incomplete intended for intended for Alex Bachman,1.0,-1.0,6.0,2024,88
4.0,4:54,,,LVR 35,29.0,13.0,"Daniel Carlson kicks onside 8 yards, returned by Minkah Fitzpatrick for 7 yards (tackle by Christopher Smith)",0.0,3.18,6.0,2024,88
4.0,4:50,1.0,10.0,LVR 36,29.0,13.0,Jonathan Ward left end for 2 yards (tackle by Isaiah Pola-Mao and Charles Snowden),3.18,2.91,6.0,2024,88
4.0,4:43,2.0,8.0,LVR 34,29.0,13.0,"Justin Fields pass complete deep right to George Pickens for 31 yards (tackle by Isaiah Pola-Mao and Nate Hobbs) LVR challenged the pass completion ruling, and the play was upheld.",2.91,6.51,6.0,2024,88
4.0,4:16,1.0,3.0,LVR 3,29.0,13.0,Justin Fields pass incomplete short left intended for George Pickens (defended by Nate Hobbs),6.51,5.53,6.0,2024,88
4.0,4:11,2.0,3.0,LVR 3,29.0,13.0,Aaron Shampklin left guard for -2 yards (tackle by Maxx Crosby),5.53,4.26,6.0,2024,88
4.0,4:07,,,,,,Timeout #2 by Las Vegas Raiders,,,6.0,2024,88
4.0,4:07,3.0,5.0,LVR 5,29.0,13.0,Justin Fields sacked by and John Jenkins for -13 yards and Maxx Crosby for -13 yards,4.26,2.25,6.0,2024,88
4.0,3:58,,,,,,Timeout #3 by Las Vegas Raiders,,,6.0,2024,88
4.0,3:58,4.0,18.0,LVR 18,32.0,13.0,Chris Boswell 36 yard field goal good,2.25,3.0,6.0,2024,88
4.0,3:55,,,PIT 35,32.0,13.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,88
4.0,3:55,1.0,10.0,LVR 30,32.0,13.0,Aidan O'Connell pass complete short middle to Brock Bowers for 5 yards (tackle by Patrick Queen),0.94,1.07,6.0,2024,88
4.0,3:26,2.0,5.0,LVR 35,32.0,13.0,Aidan O'Connell pass incomplete short right intended for DJ Turner (defended by Donte Jackson),1.07,0.37,6.0,2024,88
4.0,3:21,3.0,5.0,LVR 35,32.0,13.0,Aidan O'Connell pass complete short left to Alexander Mattison for no gain (tackle by Montravius Adams),0.37,-1.04,6.0,2024,88
4.0,2:50,4.0,5.0,LVR 35,32.0,13.0,Aidan O'Connell pass incomplete deep middle intended for DJ Turner (defended by Adetokunbo Ogundeji),-1.04,-3.25,6.0,2024,88
4.0,2:44,1.0,10.0,LVR 35,32.0,13.0,Jonathan Ward left end for 5 yards (tackle by Tre'von Moehrig and Isaiah Pola-Mao),3.25,3.38,6.0,2024,88
4.0,2:00,2.0,5.0,LVR 30,32.0,13.0,Jonathan Ward right tackle for 6 yards (tackle by Matthew Butler and Charles Snowden),3.38,3.97,6.0,2024,88
4.0,1:15,1.0,10.0,LVR 24,32.0,13.0,Justin Fields kneels for -1 yards,3.97,3.3,6.0,2024,88
4.0,0:37,2.0,11.0,LVR 25,32.0,13.0,Justin Fields kneels for -1 yards,3.3,2.48,6.0,2024,88
