Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA,week,year,game_id
1.0,5:38,2.0,5.0,SEA 23,0.0,0.0,Brock Purdy pass complete short middle to Jauan Jennings for 13 yards (tackle by Rayshawn Jenkins),3.84,4.91,6.0,2024,79
1.0,4:54,1.0,10.0,SEA 10,0.0,0.0,Jordan Mason up the middle for 3 yards (tackle by Jarran Reed),4.91,4.76,6.0,2024,79
1.0,4:11,2.0,7.0,SEA 7,0.0,0.0,Brock Purdy pass incomplete short left intended for Jordan Mason (defended by Jerome Baker),4.76,3.81,6.0,2024,79
1.0,4:07,3.0,7.0,SEA 7,0.0,0.0,Brock Purdy pass incomplete short right intended for Deebo Samuel (defended by Artie Burns),3.81,2.97,6.0,2024,79
1.0,4:02,4.0,7.0,SEA 7,3.0,0.0,Matthew Wright 25 yard field goal good,2.97,3.0,6.0,2024,79
1.0,3:58,,,SFO 35,3.0,0.0,"Matthew Wright kicks off 70 yards, recovered by Dee Williams in end zone (tackle by Jaylen Mahoney and Tatum Bethune)",0.0,-0.38,6.0,2024,79
1.0,3:52,1.0,10.0,SEA 10,3.0,0.0,Kenneth Walker up the middle for no gain (tackle by Deommodore Lenoir),-0.38,-0.78,6.0,2024,79
1.0,3:33,2.0,10.0,SEA 10,3.0,0.0,Kenneth Walker left guard for 8 yards (tackle by Malik Mustapha),-0.78,-0.48,6.0,2024,79
1.0,2:51,3.0,2.0,SEA 18,3.0,0.0,Geno Smith pass complete short right to Noah Fant for 7 yards (tackle by Deommodore Lenoir),-0.48,0.61,6.0,2024,79
1.0,2:08,1.0,10.0,SEA 25,3.0,0.0,Geno Smith pass incomplete deep left intended for D.K. Metcalf,0.61,0.06,6.0,2024,79
1.0,2:02,2.0,10.0,SEA 25,3.0,0.0,Geno Smith pass incomplete short right intended for D.K. Metcalf,0.06,-0.62,6.0,2024,79
1.0,1:59,3.0,10.0,SEA 25,3.0,0.0,Geno Smith pass incomplete deep right intended for D.K. Metcalf (defended by Isaac Yiadom),-0.62,-1.7,6.0,2024,79
1.0,1:54,4.0,10.0,SEA 25,3.0,0.0,"Michael Dickson punts 62 yards, returned by Jacob Cowing for 11 yards (tackle by Drake Thomas)",-1.7,-0.54,6.0,2024,79
1.0,1:43,1.0,10.0,SFO 24,3.0,0.0,Brock Purdy pass complete short middle to Jordan Mason for 9 yards (tackle by Rayshawn Jenkins),0.54,1.21,6.0,2024,79
1.0,1:05,2.0,1.0,SFO 33,3.0,0.0,Jordan Mason up the middle for -1 yards (tackle by Tyrel Dodson and Leonard Williams),1.21,0.37,6.0,2024,79
1.0,0:23,3.0,2.0,SFO 32,3.0,0.0,Brock Purdy pass incomplete short right intended for George Kittle (defended by Julian Love),0.37,-1.24,6.0,2024,79
1.0,0:19,4.0,2.0,SFO 32,3.0,0.0,"Penalty on Jalen Graham: False Start, 4 yards (accepted) (no play)",-1.24,-1.5,6.0,2024,79
1.0,0:19,4.0,6.0,SFO 28,3.0,0.0,"Mitch Wishnowsky punts 43 yards, fair catch by Dee Williams at SEA-29",-1.5,-0.87,6.0,2024,79
1.0,0:12,1.0,10.0,SEA 29,3.0,0.0,Kenneth Walker left tackle for 2 yards (tackle by Fred Warner and Kevin Givens),0.87,0.6,6.0,2024,79
2.0,15:00,2.0,8.0,SEA 31,3.0,0.0,Kenneth Walker left end for 5 yards (tackle by Renardo Green),0.6,0.56,6.0,2024,79
2.0,14:24,3.0,3.0,SEA 36,3.0,0.0,Geno Smith pass complete short middle to Kenneth Walker for 1 yard (tackle by Fred Warner),0.56,-0.91,6.0,2024,79
2.0,13:49,4.0,2.0,SEA 37,3.0,0.0,Michael Dickson punts 39 yards out of bounds,-0.91,-0.54,6.0,2024,79
2.0,13:42,1.0,10.0,SFO 24,9.0,0.0,"Brock Purdy pass complete deep left to Deebo Samuel for 76 yards, touchdown",0.54,7.0,6.0,2024,79
2.0,13:30,,,SEA 15,10.0,0.0,Matthew Wright kicks extra point good,0.0,0.0,6.0,2024,79
2.0,13:30,,,SFO 35,10.0,0.0,"Matthew Wright kicks off 69 yards, returned by Laviska Shenault for 33 yards. Laviska Shenault fumbles (tackle by Robert Beal), recovered by Tatum Bethune at SEA-29 (tackle by Robert Beal)",0.0,-3.64,6.0,2024,79
2.0,13:23,1.0,10.0,SEA 29,10.0,0.0,Jordan Mason right guard for 1 yard (tackle by Tyrel Dodson and Derick Hall),3.64,3.24,6.0,2024,79
2.0,12:44,2.0,9.0,SEA 28,10.0,0.0,Jordan Mason up the middle for 5 yards (tackle by Julian Love and Jarran Reed),3.24,3.2,6.0,2024,79
2.0,12:00,3.0,4.0,SEA 23,10.0,0.0,Brock Purdy pass incomplete short left,3.2,2.0,6.0,2024,79
2.0,11:50,4.0,4.0,SEA 23,13.0,0.0,Matthew Wright 41 yard field goal good,2.0,3.0,6.0,2024,79
2.0,11:47,,,SFO 35,13.0,0.0,"Matthew Wright kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,79
2.0,11:47,1.0,10.0,SEA 30,13.0,0.0,Kenneth Walker left guard for -3 yards (tackle by Malik Mustapha),0.94,-0.01,6.0,2024,79
2.0,11:12,2.0,13.0,SEA 27,13.0,0.0,"Geno Smith scrambles up the middle for no gain (tackle by Robert Beal). Penalty on Charles Cross: Offensive Holding, 10 yards (accepted) (no play)",-0.01,-1.5,6.0,2024,79
2.0,10:55,2.0,23.0,SEA 17,13.0,0.0,Geno Smith pass complete short middle to Zach Charbonnet for 15 yards (tackle by De'Vondre Campbell),-1.5,-0.03,6.0,2024,79
2.0,10:34,3.0,8.0,SEA 32,13.0,0.0,"Geno Smith pass incomplete deep middle intended for Jaxon Smith-Njigba. Penalty on Nick Bosa: Defensive Offside, 5 yards (accepted) (no play)",-0.03,0.63,6.0,2024,79
2.0,10:27,3.0,3.0,SEA 37,13.0,0.0,Geno Smith pass incomplete short middle intended for Jaxon Smith-Njigba,0.63,-0.91,6.0,2024,79
2.0,10:23,4.0,3.0,SEA 37,13.0,0.0,"Michael Dickson punts 57 yards, fair catch by Jacob Cowing at SF-6",-0.91,0.38,6.0,2024,79
2.0,10:16,1.0,10.0,SFO 6,13.0,0.0,Brock Purdy pass complete short middle to George Kittle for 7 yards (tackle by Tyrel Dodson),-0.38,-0.27,6.0,2024,79
2.0,9:38,2.0,3.0,SFO 13,13.0,0.0,Jordan Mason left guard for 14 yards (tackle by Julian Love),-0.27,0.74,6.0,2024,79
2.0,9:26,1.0,10.0,SFO 27,13.0,0.0,Isaac Guerendo right guard for 3 yards (tackle by Jerome Baker),0.74,0.6,6.0,2024,79
2.0,8:34,2.0,7.0,SFO 30,13.0,0.0,Brock Purdy pass complete deep middle to Brandon Aiyuk for 16 yards (tackle by Tre Brown and Devon Witherspoon),0.6,1.99,6.0,2024,79
2.0,7:53,1.0,10.0,SFO 46,13.0,0.0,Brock Purdy pass complete short right to George Kittle for 3 yards (tackle by Devon Witherspoon),1.99,1.86,6.0,2024,79
2.0,7:08,2.0,7.0,SFO 49,13.0,0.0,Brock Purdy scrambles up the middle for 10 yards (tackle by Jerome Baker and Boye Mafe),1.86,2.85,6.0,2024,79
2.0,6:26,1.0,10.0,SEA 41,13.0,0.0,Isaac Guerendo right end for 1 yard (tackle by Boye Mafe),2.85,2.44,6.0,2024,79
2.0,5:47,2.0,9.0,SEA 40,13.0,0.0,Deebo Samuel left end for 4 yards (tackle by Julian Love),2.44,2.28,6.0,2024,79
2.0,5:06,3.0,5.0,SEA 36,13.0,0.0,Brock Purdy pass complete short right to Jauan Jennings for 7 yards (tackle by Artie Burns),2.28,3.64,6.0,2024,79
2.0,4:27,1.0,10.0,SEA 29,13.0,0.0,"Isaac Guerendo left tackle for 3 yards (tackle by Dre'Mont Jones). Penalty on Dre'Mont Jones: Face Mask (15 Yards), 13 yards (accepted)",3.64,4.71,6.0,2024,79
2.0,3:58,1.0,10.0,SEA 13,13.0,0.0,Isaac Guerendo left tackle for -1 yards (tackle by Leonard Williams),4.71,3.9,6.0,2024,79
2.0,3:19,2.0,11.0,SEA 14,13.0,0.0,Brock Purdy pass incomplete short left intended for Deebo Samuel (defended by Artie Burns),3.9,3.08,6.0,2024,79
2.0,3:16,3.0,11.0,SEA 14,13.0,0.0,Brock Purdy pass complete short left to Kyle Juszczyk for -3 yards (tackle by Jerome Baker),3.08,2.31,6.0,2024,79
2.0,2:36,4.0,14.0,SEA 17,16.0,0.0,Matthew Wright 35 yard field goal good,2.31,3.0,6.0,2024,79
2.0,2:33,,,SFO 35,16.0,0.0,"Matthew Wright kicks off 65 yards, returned by Laviska Shenault for 29 yards (tackle by Robert Beal)",0.0,0.87,6.0,2024,79
2.0,2:27,1.0,10.0,SEA 29,16.0,0.0,Kenneth Walker up the middle for 3 yards (tackle by Leonard Floyd and Nick Bosa),0.87,0.73,6.0,2024,79
2.0,2:00,2.0,7.0,SEA 32,16.0,0.0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 19 yards (tackle by Ji'Ayir Brown),0.73,2.32,6.0,2024,79
2.0,1:28,1.0,10.0,SFO 49,16.0,0.0,Geno Smith pass complete short right to Kenneth Walker for no gain (tackle by De'Vondre Campbell),2.32,1.78,6.0,2024,79
2.0,0:45,2.0,10.0,SFO 49,16.0,0.0,Geno Smith pass incomplete deep right intended for D.K. Metcalf (defended by George Odum),1.78,1.09,6.0,2024,79
2.0,0:39,,,,,,Timeout #1 by Seattle Seahawks,,,6.0,2024,79
2.0,0:39,3.0,10.0,SFO 49,16.0,0.0,Geno Smith pass complete deep left to Jaxon Smith-Njigba for 18 yards,1.09,3.51,6.0,2024,79
2.0,0:34,1.0,10.0,SFO 31,16.0,0.0,Geno Smith pass complete short middle to Noah Fant for 9 yards (tackle by Ji'Ayir Brown),3.51,4.18,6.0,2024,79
2.0,0:28,,,,,,Timeout #2 by Seattle Seahawks,,,6.0,2024,79
2.0,0:28,2.0,1.0,SFO 22,16.0,0.0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 10 yards (tackle by Ji'Ayir Brown),4.18,4.78,6.0,2024,79
2.0,0:21,,,,,,Timeout #3 by Seattle Seahawks,,,6.0,2024,79
2.0,0:21,1.0,10.0,SFO 12,16.0,0.0,"Geno Smith pass incomplete short right intended for Noah Fant. Penalty on Isaac Yiadom: Defensive Pass Interference, 10 yards (accepted) (no play)",4.78,6.74,6.0,2024,79
2.0,0:16,1.0,2.0,SFO 2,16.0,0.0,Geno Smith pass incomplete short left intended for Tyler Lockett,6.74,5.72,6.0,2024,79
2.0,0:13,2.0,2.0,SFO 2,16.0,0.0,Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba (defended by Deommodore Lenoir),5.72,4.95,6.0,2024,79
2.0,0:08,3.0,2.0,SFO 2,16.0,0.0,Geno Smith pass incomplete short left intended for D.K. Metcalf (defended by Renardo Green),4.95,3.25,6.0,2024,79
2.0,0:03,4.0,2.0,SFO 2,16.0,3.0,Jason Myers 20 yard field goal good,3.25,3.0,6.0,2024,79
3.0,15:00,,,SEA 35,16.0,3.0,"Jason Myers kicks off 67 yards, returned by Patrick Taylor for 27 yards (tackle by Brady Russell and Drake Thomas). Penalty on Artie Burns: Illegal Formation, 5 yards (accepted)",0.0,0.94,6.0,2024,79
3.0,14:53,1.0,10.0,SFO 30,16.0,3.0,Jordan Mason right end for 8 yards (tackle by Tre Brown),0.94,1.47,6.0,2024,79
3.0,14:21,2.0,2.0,SFO 38,16.0,3.0,Isaac Guerendo left guard for 4 yards (tackle by Tyrel Dodson and Julian Love),1.47,1.73,6.0,2024,79
3.0,13:48,1.0,10.0,SFO 42,16.0,3.0,Brock Purdy pass incomplete short right intended for Brandon Aiyuk,1.73,1.19,6.0,2024,79
3.0,13:42,2.0,10.0,SFO 42,16.0,3.0,Brock Purdy pass complete deep left to George Kittle for 29 yards (tackle by K'Von Wallace),1.19,3.64,6.0,2024,79
3.0,12:58,1.0,10.0,SEA 29,16.0,3.0,Isaac Guerendo right end for 6 yards (tackle by Julian Love),3.64,3.91,6.0,2024,79
3.0,12:16,2.0,4.0,SEA 23,16.0,3.0,Isaac Guerendo left guard for 6 yards (tackle by Tre Brown),3.91,4.44,6.0,2024,79
3.0,11:35,1.0,10.0,SEA 17,16.0,3.0,Patrick Taylor up the middle for 6 yards (tackle by K'Von Wallace),4.44,4.89,6.0,2024,79
3.0,10:55,2.0,4.0,SEA 11,16.0,3.0,Patrick Taylor left guard for 1 yard (tackle by Leonard Williams),4.89,4.34,6.0,2024,79
3.0,10:12,3.0,3.0,SEA 10,22.0,3.0,"Brock Purdy pass complete short right to George Kittle for 10 yards, touchdown",4.34,7.0,6.0,2024,79
3.0,10:07,,,SEA 15,23.0,3.0,Matthew Wright kicks extra point good,0.0,0.0,6.0,2024,79
3.0,10:07,,,SFO 35,23.0,9.0,"Matthew Wright kicks off 62 yards, returned by Laviska Shenault for 97 yards, touchdown",0.0,7.0,6.0,2024,79
3.0,9:54,,,SFO 15,23.0,10.0,Jason Myers kicks extra point good,0.0,0.0,6.0,2024,79
3.0,9:54,,,SEA 35,23.0,10.0,"Jason Myers kicks off 63 yards, returned by Deebo Samuel for 29 yards (tackle by Coby Bryant and Ty Okada)",0.0,1.0,6.0,2024,79
3.0,9:49,1.0,10.0,SFO 31,23.0,10.0,Brock Purdy pass complete short middle to Patrick Taylor for 12 yards (tackle by Tyrel Dodson),1.0,1.8,6.0,2024,79
3.0,9:05,1.0,10.0,SFO 43,23.0,10.0,Isaac Guerendo right guard for 2 yards (tackle by Jarran Reed),1.8,1.52,6.0,2024,79
3.0,8:27,2.0,8.0,SFO 45,23.0,10.0,"Brock Purdy pass complete short middle to Brandon Aiyuk for no gain (tackle by Devon Witherspoon and Julian Love). Penalty on Jake Brendel: Offensive Holding, 10 yards (accepted) (no play)",1.52,0.17,6.0,2024,79
3.0,7:53,2.0,18.0,SFO 35,23.0,10.0,Brock Purdy pass incomplete short middle intended for Jauan Jennings,0.17,-0.49,6.0,2024,79
3.0,7:44,3.0,18.0,SFO 35,23.0,10.0,Brock Purdy pass complete short left to Deebo Samuel for 15 yards (tackle by Boye Mafe),-0.49,-0.06,6.0,2024,79
3.0,7:09,4.0,3.0,SFO 50,23.0,10.0,Mitch Wishnowsky punts 44 yards downed by Ronnie Bell,-0.06,0.38,6.0,2024,79
3.0,7:02,1.0,10.0,SEA 6,23.0,10.0,Geno Smith pass complete short middle to AJ Barner for 13 yards (tackle by Dee Winters),-0.38,0.15,6.0,2024,79
3.0,6:36,1.0,10.0,SEA 19,23.0,10.0,Kenneth Walker up the middle for 2 yards (tackle by George Odum),0.15,-0.06,6.0,2024,79
3.0,6:00,2.0,8.0,SEA 21,23.0,10.0,Geno Smith pass incomplete short right intended for Jake Bobo (defended by George Odum),-0.06,-0.81,6.0,2024,79
3.0,5:50,3.0,8.0,SEA 21,23.0,10.0,Geno Smith pass complete deep right to Tyler Lockett for 37 yards (tackle by George Odum),-0.81,2.79,6.0,2024,79
3.0,5:22,1.0,10.0,SFO 42,23.0,10.0,Zach Charbonnet right guard for 4 yards (tackle by Sam Okuayinonu),2.79,2.78,6.0,2024,79
3.0,4:57,2.0,6.0,SFO 38,23.0,10.0,Geno Smith pass complete short right to Noah Fant for 12 yards (tackle by Fred Warner),2.78,3.84,6.0,2024,79
3.0,4:17,1.0,10.0,SFO 26,23.0,10.0,Geno Smith pass complete short left to Kenneth Walker for 8 yards (tackle by Ji'Ayir Brown),3.84,4.45,6.0,2024,79
3.0,3:50,2.0,2.0,SFO 18,23.0,10.0,Kenneth Walker left end for -1 yards (tackle by Ji'Ayir Brown and Deommodore Lenoir),4.45,3.57,6.0,2024,79
3.0,3:22,3.0,3.0,SFO 19,23.0,10.0,Geno Smith pass complete short left to D.K. Metcalf for 8 yards (tackle by Renardo Green),3.57,4.84,6.0,2024,79
3.0,2:59,1.0,10.0,SFO 11,23.0,10.0,Kenneth Walker up the middle for 8 yards (tackle by George Odum and Robert Beal),4.84,5.66,6.0,2024,79
3.0,2:37,2.0,2.0,SFO 3,23.0,10.0,Kenneth Walker left guard for 2 yards (tackle by Ji'Ayir Brown and Fred Warner),5.66,6.97,6.0,2024,79
3.0,2:14,1.0,1.0,SFO 1,23.0,10.0,Geno Smith up the middle for no gain (tackle by Evan Anderson and Fred Warner),6.97,5.91,6.0,2024,79
3.0,1:28,2.0,1.0,SFO 1,23.0,16.0,"Kenneth Walker left guard for 1 yard, touchdown",5.91,7.0,6.0,2024,79
3.0,1:24,,,SFO 15,23.0,17.0,Jason Myers kicks extra point good,0.0,0.0,6.0,2024,79
3.0,1:24,,,SEA 35,23.0,17.0,"Jason Myers kicks off 62 yards, returned by Deebo Samuel for 23 yards (tackle by Jake Bobo)",0.0,0.67,6.0,2024,79
3.0,1:20,1.0,10.0,SFO 26,23.0,17.0,Brock Purdy pass incomplete deep right intended for Brandon Aiyuk,0.67,0.13,6.0,2024,79
3.0,1:14,2.0,10.0,SFO 26,23.0,17.0,Brock Purdy pass complete short right to Kyle Juszczyk for no gain (tackle by Jerome Baker),0.13,-0.56,6.0,2024,79
3.0,0:30,3.0,10.0,SFO 26,23.0,17.0,Brock Purdy pass complete short left to Jauan Jennings for 7 yards (tackle by Julian Love),-0.56,-1.18,6.0,2024,79
4.0,15:00,4.0,3.0,SFO 33,23.0,17.0,"Mitch Wishnowsky punts 49 yards, fair catch by Dee Williams at SEA-18 SFO challenged the kick touched ruling, and the play was upheld.",-1.18,-0.04,6.0,2024,79
4.0,14:51,1.0,10.0,SEA 18,23.0,17.0,Zach Charbonnet right guard for 3 yards (tackle by Fred Warner and Nick Bosa),0.04,0.01,6.0,2024,79
4.0,14:23,2.0,7.0,SEA 21,23.0,17.0,Zach Charbonnet up the middle for 9 yards (tackle by Dee Winters),0.01,0.94,6.0,2024,79
4.0,13:36,1.0,10.0,SEA 30,23.0,17.0,"Geno Smith pass incomplete short right. Penalty on Charles Cross: Ineligible Downfield Pass, 5 yards (declined)",0.94,0.39,6.0,2024,79
4.0,13:31,2.0,10.0,SEA 30,23.0,17.0,Zach Charbonnet up the middle for no gain (tackle by Kevin Givens and Nick Bosa),0.39,-0.3,6.0,2024,79
4.0,12:55,3.0,10.0,SEA 30,23.0,17.0,Geno Smith pass incomplete short right,-0.3,-1.37,6.0,2024,79
4.0,12:46,4.0,10.0,SEA 30,23.0,17.0,"Michael Dickson punts 58 yards, returned by Jacob Cowing for no gain (tackle by Dee Williams)",-1.37,0.35,6.0,2024,79
4.0,12:38,1.0,10.0,SFO 12,23.0,17.0,"Deebo Samuel left end for no gain (tackle by Devon Witherspoon). Penalty on Eric Saubert: Illegal Shift, 5 yards (accepted) (no play)",-0.35,-0.57,6.0,2024,79
4.0,12:19,1.0,15.0,SFO 7,23.0,17.0,Brock Purdy pass complete short left to Kyle Juszczyk for 13 yards (tackle by Jerome Baker and Tyrel Dodson),-0.57,0.29,6.0,2024,79
4.0,11:33,2.0,2.0,SFO 20,23.0,17.0,Patrick Taylor up the middle for 3 yards (tackle by Johnathan Hankins),0.29,0.48,6.0,2024,79
4.0,11:09,1.0,10.0,SFO 23,23.0,17.0,"Deebo Samuel right end for no gain. Penalty on Leonard Williams: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.48,1.47,6.0,2024,79
4.0,11:08,1.0,10.0,SFO 38,23.0,17.0,Brock Purdy pass complete deep middle to Brandon Aiyuk for 21 yards (tackle by Devon Witherspoon),1.47,2.85,6.0,2024,79
4.0,10:26,1.0,10.0,SEA 41,23.0,17.0,Deebo Samuel left end for 1 yard (tackle by Devon Witherspoon and Jerome Baker),2.85,2.44,6.0,2024,79
4.0,9:43,2.0,9.0,SEA 40,23.0,17.0,Brock Purdy pass incomplete short left intended for Kyle Juszczyk,2.44,1.75,6.0,2024,79
4.0,9:38,,,,,,Timeout #2 by San Francisco 49ers,,,6.0,2024,79
4.0,9:38,3.0,9.0,SEA 40,23.0,17.0,Brock Purdy pass incomplete short middle intended for Jauan Jennings,1.75,0.59,6.0,2024,79
4.0,9:35,4.0,9.0,SEA 40,23.0,17.0,Mitch Wishnowsky punts 37 yards downed by Chris Conley,0.59,0.38,6.0,2024,79
4.0,9:27,1.0,10.0,SEA 3,23.0,17.0,Geno Smith pass complete short right to Kenneth Walker for 6 yards (tackle by George Odum),-0.38,-0.34,6.0,2024,79
4.0,8:56,2.0,4.0,SEA 9,23.0,17.0,Geno Smith pass complete short left to Tyler Lockett for 6 yards (tackle by Deommodore Lenoir),-0.34,-0.22,6.0,2024,79
4.0,8:37,1.0,10.0,SEA 15,23.0,17.0,Geno Smith pass complete short left to D.K. Metcalf for 10 yards (tackle by Deommodore Lenoir and Ji'Ayir Brown),-0.22,0.61,6.0,2024,79
4.0,8:04,1.0,10.0,SEA 25,23.0,17.0,"Geno Smith pass complete short left to D.K. Metcalf for 4 yards (tackle by Ji'Ayir Brown). Penalty on AJ Barner: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,6.0,2024,79
4.0,7:56,1.0,20.0,SEA 15,23.0,17.0,Geno Smith pass deep middle intended for D.K. Metcalf is intercepted by Renardo Green at SEA-35 and returned for 20 yards (tackle by Noah Fant),-0.41,-4.58,6.0,2024,79
4.0,7:46,1.0,10.0,SEA 15,23.0,17.0,Patrick Taylor right end for 6 yards (tackle by Julian Love and Dre'Mont Jones),4.58,5.03,6.0,2024,79
4.0,7:06,2.0,4.0,SEA 9,23.0,17.0,Patrick Taylor up the middle for no gain (tackle by Jarran Reed and Johnathan Hankins),5.03,4.22,6.0,2024,79
4.0,6:24,3.0,4.0,SEA 9,29.0,17.0,"Brock Purdy pass complete short middle to George Kittle for 9 yards, touchdown",4.22,7.0,6.0,2024,79
4.0,6:20,,,SEA 2,29.0,17.0,"Two Point Attempt: Brock Purdy pass incomplete intended for intended for George Kittle. Penalty on Nehemiah Pritchett: Defensive Offside, 1 yard (accepted) (no play)",1.0,1.0,6.0,2024,79
4.0,6:20,,,SEA 1,29.0,17.0,"Two Point Attempt: Patrick Taylor rushes, conversion fails.",1.0,-1.0,6.0,2024,79
4.0,6:20,,,SFO 35,29.0,17.0,"Matthew Wright kicks off 60 yards, returned by Dee Williams for 25 yards (tackle by Rock Ya-Sin)",0.0,0.94,6.0,2024,79
4.0,6:14,1.0,10.0,SEA 30,29.0,17.0,Geno Smith pass complete short left to Kenneth Walker for 1 yard (tackle by Renardo Green and Fred Warner),0.94,0.53,6.0,2024,79
4.0,5:40,2.0,9.0,SEA 31,29.0,17.0,Geno Smith pass complete short right to Noah Fant for 12 yards (tackle by Fred Warner),0.53,1.8,6.0,2024,79
4.0,5:17,1.0,10.0,SEA 43,29.0,17.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 5 yards (tackle by Isaac Yiadom),1.8,1.93,6.0,2024,79
4.0,4:49,2.0,5.0,SEA 48,29.0,17.0,Geno Smith pass incomplete short right intended for Tyler Lockett,1.93,1.22,6.0,2024,79
4.0,4:46,3.0,5.0,SEA 48,29.0,17.0,"Geno Smith pass complete short right to D.K. Metcalf for no gain, touchdown (no play)",1.22,0.56,6.0,2024,79
4.0,4:39,3.0,10.0,SEA 43,29.0,17.0,Geno Smith pass complete short left to Jake Bobo for 11 yards (tackle by De'Vondre Campbell and Renardo Green),0.56,2.52,6.0,2024,79
4.0,4:14,1.0,10.0,SFO 46,29.0,17.0,Geno Smith pass complete short left to Jake Bobo for 7 yards,2.52,2.92,6.0,2024,79
4.0,4:09,2.0,3.0,SFO 39,29.0,17.0,"Geno Smith pass complete short right to Jaxon Smith-Njigba for 1 yard. Jaxon Smith-Njigba fumbles (forced by Fred Warner), recovered by Anthony Bradford at SF-38",2.92,2.35,6.0,2024,79
4.0,3:42,3.0,2.0,SFO 38,29.0,17.0,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",2.35,1.68,6.0,2024,79
4.0,3:39,3.0,7.0,SFO 43,29.0,17.0,Geno Smith pass complete short middle to Kenneth Walker for 11 yards (tackle by Deommodore Lenoir and George Odum),1.68,3.45,6.0,2024,79
4.0,3:18,1.0,10.0,SFO 32,29.0,17.0,Geno Smith pass complete short right to Tyler Lockett for 13 yards (tackle by George Odum),3.45,4.31,6.0,2024,79
4.0,3:01,1.0,10.0,SFO 19,29.0,17.0,Geno Smith pass complete short middle to Kenneth Walker for 2 yards (tackle by Kalia Davis),4.31,4.03,6.0,2024,79
4.0,2:36,2.0,8.0,SFO 17,29.0,17.0,Geno Smith pass complete short middle to Kenneth Walker for 8 yards (tackle by Fred Warner),4.03,5.14,6.0,2024,79
4.0,2:07,1.0,9.0,SFO 9,29.0,17.0,Geno Smith pass incomplete short middle intended for Tyler Lockett,5.14,4.38,6.0,2024,79
4.0,1:59,2.0,9.0,SFO 9,29.0,17.0,Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba,4.38,3.36,6.0,2024,79
4.0,1:54,3.0,9.0,SFO 9,29.0,17.0,Geno Smith pass incomplete short right intended for D.K. Metcalf,3.36,2.83,6.0,2024,79
