Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA,week,year,game_id
1.0,9:57,3.0,1.0,CLE 42,0.0,0.0,Connor Heyward left tackle for 6 yards (tackle by Greg Newsome),2.15,3.18,18.0,2022,263
1.0,9:21,1.0,10.0,CLE 36,0.0,0.0,Kenny Pickett pass incomplete short right intended for Diontae Johnson,3.18,2.64,18.0,2022,263
1.0,9:17,2.0,10.0,CLE 36,0.0,0.0,Najee Harris right tackle for -3 yards (tackle by Myles Garrett and D'Anthony Bell),2.64,1.55,18.0,2022,263
1.0,8:36,3.0,13.0,CLE 39,0.0,0.0,"Kenny Pickett pass incomplete intended for George Pickens. Penalty on Alex Wright: Defensive Offside, 5 yards (accepted) (no play)",1.55,2.21,18.0,2022,263
1.0,8:29,3.0,8.0,CLE 34,0.0,0.0,Kenny Pickett pass complete short middle to Diontae Johnson for 32 yards (tackle by D'Anthony Bell),2.21,6.74,18.0,2022,263
1.0,7:40,,,,,,Timeout #1 by Cleveland Browns,,,18.0,2022,263
1.0,7:40,1.0,2.0,CLE 2,0.0,0.0,Najee Harris left guard for 1 yard (tackle by Perrion Winfrey and Tommy Togiai),6.74,5.91,18.0,2022,263
1.0,7:13,2.0,1.0,CLE 1,0.0,0.0,Kenny Pickett for no gain (tackle by Alex Wright and Ronnie Harrison),5.91,5.17,18.0,2022,263
1.0,6:19,3.0,1.0,CLE 1,0.0,0.0,"Najee Harris up the middle for -4 yards. Najee Harris fumbles (forced by Deion Jones), recovered by Alex Wright at CLE-5",5.17,0.38,18.0,2022,263
1.0,6:14,1.0,10.0,CLE 5,0.0,0.0,Nick Chubb right tackle for 11 yards (tackle by Minkah Fitzpatrick),-0.38,-0.14,18.0,2022,263
1.0,5:34,1.0,10.0,CLE 16,0.0,0.0,Nick Chubb left guard for 1 yard (tackle by Mark Robinson and Cameron Heyward),-0.14,-0.51,18.0,2022,263
1.0,5:00,2.0,9.0,CLE 17,0.0,0.0,"Deshaun Watson pass complete to David Njoku for no gain. Penalty on Wyatt Teller: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Jedrick Wills: Offensive Holding, 8 yards (accepted) (no play)",-0.51,-1.29,18.0,2022,263
1.0,4:40,2.0,17.0,CLE 9,0.0,0.0,Deshaun Watson pass complete deep left to Amari Cooper for 15 yards (tackle by James Pierre and Minkah Fitzpatrick),-1.29,-0.37,18.0,2022,263
1.0,3:58,3.0,3.0,CLE 24,0.0,0.0,Kareem Hunt up the middle for 1 yard (tackle by Isaiahh Loudermilk),-0.37,-1.7,18.0,2022,263
1.0,3:11,4.0,1.0,CLE 25,0.0,0.0,"Corey Bojorquez punts 54 yards, returned by Steven Sims for 8 yards (tackle by Jermaine Carter and John Johnson)",-1.7,-0.87,18.0,2022,263
1.0,3:00,1.0,10.0,PIT 29,0.0,0.0,"Kenny Pickett pass complete short middle to Diontae Johnson for no gain. Diontae Johnson fumbles (forced by Denzel Ward) Replay Assistant challenged the fumble ruling, and the original play was overturned. Kenny Pickett pass incomplete short middle intended for Diontae Johnson (defended by Denzel Ward)",0.87,0.33,18.0,2022,263
1.0,2:54,2.0,10.0,PIT 29,0.0,0.0,Steven Sims right end for 16 yards (tackle by Tony Fields),0.33,1.93,18.0,2022,263
1.0,2:13,1.0,10.0,PIT 45,0.0,0.0,"Kenny Pickett sacked by Perrion Winfrey for no gain. Penalty on Tony Fields: Illegal Contact, 5 yards (accepted) (no play)",1.93,2.26,18.0,2022,263
1.0,1:46,1.0,10.0,PIT 50,0.0,0.0,Najee Harris left guard for 2 yards (tackle by Deion Jones),2.26,1.98,18.0,2022,263
1.0,1:06,2.0,8.0,CLE 48,0.0,0.0,Kenny Pickett pass incomplete short left intended for Pat Freiermuth (defended by Martin Emerson),1.98,1.29,18.0,2022,263
1.0,1:01,3.0,8.0,CLE 48,0.0,0.0,Kenny Pickett pass incomplete short middle intended for Diontae Johnson,1.29,0.07,18.0,2022,263
1.0,0:56,4.0,8.0,CLE 48,0.0,0.0,Pressley Harvin punts 42 yards downed by Miles Boykin,0.07,0.38,18.0,2022,263
1.0,0:44,1.0,10.0,CLE 6,0.0,0.0,Deshaun Watson pass complete deep left to Donovan Peoples-Jones for 38 yards (tackle by Cameron Sutton),-0.38,1.86,18.0,2022,263
1.0,0:03,1.0,10.0,CLE 44,0.0,0.0,Deshaun Watson sacked by and T.J. Watt for -5 yards and Cameron Heyward for -5 yards,1.86,0.64,18.0,2022,263
2.0,15:00,2.0,15.0,CLE 39,0.0,0.0,Nick Chubb left tackle for 8 yards (tackle by Cameron Heyward and Cameron Sutton),0.64,1.03,18.0,2022,263
2.0,14:21,3.0,7.0,CLE 47,0.0,0.0,Deshaun Watson pass complete short left to Kareem Hunt for -3 yards (tackle by Cameron Heyward),1.03,-0.46,18.0,2022,263
2.0,13:36,4.0,10.0,CLE 44,0.0,0.0,"Corey Bojorquez punts 56 yards, touchback.",-0.46,-0.28,18.0,2022,263
2.0,13:29,1.0,10.0,PIT 20,0.0,0.0,"Kenny Pickett pass complete to Najee Harris for no gain. Penalty on Kevin Dotson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.28,-0.31,18.0,2022,263
2.0,13:01,1.0,15.0,PIT 15,0.0,0.0,Jaylen Warren up the middle for 1 yard (tackle by Jermaine Carter and Myles Garrett),-0.31,-0.94,18.0,2022,263
2.0,12:22,2.0,14.0,PIT 16,0.0,0.0,Kenny Pickett pass complete short right to Jaylen Warren for 3 yards (tackle by Jermaine Carter and Martin Emerson),-0.94,-1.14,18.0,2022,263
2.0,11:41,3.0,11.0,PIT 19,0.0,0.0,Kenny Pickett pass incomplete deep middle intended for George Pickens,-1.14,-2.14,18.0,2022,263
2.0,11:34,4.0,11.0,PIT 19,0.0,0.0,"Pressley Harvin punts 57 yards, returned by Jaelon Darden for 5 yards (tackle by Elijah Riley)",-2.14,-0.87,18.0,2022,263
2.0,11:24,1.0,10.0,CLE 29,0.0,0.0,Deshaun Watson pass incomplete deep middle intended for Donovan Peoples-Jones (defended by Cameron Sutton),0.87,0.33,18.0,2022,263
2.0,11:18,2.0,10.0,CLE 29,0.0,0.0,Nick Chubb right guard for 7 yards (tackle by Myles Jack),0.33,0.56,18.0,2022,263
2.0,10:37,3.0,3.0,CLE 36,0.0,0.0,Deshaun Watson pass complete short middle to Harrison Bryant for 14 yards (tackle by Minkah Fitzpatrick),0.56,2.26,18.0,2022,263
2.0,9:56,1.0,10.0,CLE 50,0.0,0.0,Nick Chubb left end for no gain (tackle by Alex Highsmith),2.26,1.71,18.0,2022,263
2.0,9:14,2.0,10.0,CLE 50,0.0,0.0,Deshaun Watson pass incomplete deep right,1.71,1.03,18.0,2022,263
2.0,9:02,3.0,10.0,CLE 50,0.0,0.0,"Deshaun Watson pass incomplete intended for David Njoku. Penalty on Robert Spillane: Defensive Holding, 5 yards (accepted) (no play)",1.03,2.59,18.0,2022,263
2.0,8:54,1.0,10.0,PIT 45,0.0,0.0,Deshaun Watson pass complete short middle to Kareem Hunt for 14 yards (tackle by Montravius Adams and Levi Wallace),2.59,3.51,18.0,2022,263
2.0,8:13,1.0,10.0,PIT 31,0.0,0.0,Kareem Hunt right tackle for 4 yards (tackle by Myles Jack),3.51,3.51,18.0,2022,263
2.0,7:44,2.0,6.0,PIT 27,0.0,0.0,Kareem Hunt left guard for 5 yards (tackle by Myles Jack and Robert Spillane),3.51,3.47,18.0,2022,263
2.0,7:10,,,,,,Timeout #2 by Cleveland Browns,,,18.0,2022,263
2.0,7:10,3.0,1.0,PIT 22,0.0,0.0,Nick Chubb left end for 12 yards (tackle by Alex Highsmith and Cameron Sutton),3.47,4.91,18.0,2022,263
2.0,6:33,1.0,10.0,PIT 10,6.0,0.0,"Deshaun Watson pass complete short left to David Njoku for 10 yards, touchdown",4.91,7.0,18.0,2022,263
2.0,6:27,,,PIT 15,7.0,0.0,Cade York kicks extra point good,0.0,0.0,18.0,2022,263
2.0,6:27,,,CLE 35,7.0,0.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,263
2.0,6:27,1.0,10.0,PIT 25,7.0,0.0,Kenny Pickett pass complete short right to Zach Gentry for 23 yards (tackle by John Johnson),0.61,2.13,18.0,2022,263
2.0,5:50,1.0,10.0,PIT 48,7.0,0.0,Najee Harris left tackle for 2 yards (tackle by Jordan Elliott and Chase Winovich),2.13,1.85,18.0,2022,263
2.0,5:13,2.0,8.0,PIT 50,7.0,0.0,Gunner Olszewski left end for 3 yards (tackle by Martin Emerson),1.85,1.55,18.0,2022,263
2.0,4:34,3.0,5.0,CLE 47,7.0,0.0,"Kenny Pickett pass incomplete intended for Diontae Johnson. Penalty on Greg Newsome: Defensive Pass Interference, 11 yards (accepted) (no play)",1.55,3.18,18.0,2022,263
2.0,4:28,1.0,10.0,CLE 36,7.0,0.0,Jaylen Warren up the middle for 6 yards (tackle by Jermaine Carter),3.18,3.45,18.0,2022,263
2.0,3:50,2.0,4.0,CLE 30,7.0,0.0,Jaylen Warren right guard for 3 yards (tackle by D'Anthony Bell),3.45,3.14,18.0,2022,263
2.0,3:12,3.0,1.0,CLE 27,7.0,0.0,Kenny Pickett pass complete short right to Jaylen Warren for 1 yard (tackle by Reggie Ragland and Perrion Winfrey),3.14,3.84,18.0,2022,263
2.0,2:00,1.0,10.0,CLE 26,7.0,0.0,Najee Harris up the middle for no gain (tackle by Chase Winovich),3.84,3.3,18.0,2022,263
2.0,1:58,2.0,10.0,CLE 26,7.0,0.0,Kenny Pickett pass incomplete deep left intended for Diontae Johnson (defended by Greg Newsome),3.3,2.61,18.0,2022,263
2.0,1:52,3.0,10.0,CLE 26,7.0,0.0,"Penalty on PIT: Delay of Game, 5 yards (accepted) (no play)",2.61,1.95,18.0,2022,263
2.0,1:52,3.0,15.0,CLE 31,7.0,6.0,"Kenny Pickett pass complete deep middle to George Pickens for 31 yards, touchdown",1.95,7.0,18.0,2022,263
2.0,1:47,,,CLE 15,7.0,7.0,Chris Boswell kicks extra point good,0.0,0.0,18.0,2022,263
2.0,1:47,,,PIT 35,7.0,7.0,"Chris Boswell kicks off 68 yards, returned by Jerome Ford for 35 yards (tackle by Derek Watt and Arthur Maulet)",0.0,1.07,18.0,2022,263
2.0,1:42,1.0,10.0,CLE 32,7.0,7.0,Deshaun Watson pass complete short middle to Kareem Hunt for 4 yards (tackle by Minkah Fitzpatrick),1.07,1.07,18.0,2022,263
2.0,1:24,2.0,6.0,CLE 36,7.0,7.0,Deshaun Watson pass intended for David Bell is intercepted by Levi Wallace at PIT-41 and returned for 3 yards (tackle by Amari Cooper),1.07,-1.86,18.0,2022,263
2.0,1:11,1.0,10.0,PIT 44,7.0,7.0,Kenny Pickett pass incomplete short left intended for Diontae Johnson (defended by Greg Newsome),1.86,1.32,18.0,2022,263
2.0,1:06,2.0,10.0,PIT 44,7.0,7.0,Kenny Pickett pass complete deep left to George Pickens for 24 yards (tackle by Martin Emerson),1.32,3.45,18.0,2022,263
2.0,0:57,1.0,10.0,CLE 32,7.0,7.0,Kenny Pickett pass incomplete deep left intended for George Pickens (defended by Martin Emerson),3.45,2.9,18.0,2022,263
2.0,0:52,,,,,,Timeout #1 by Pittsburgh Steelers,,,18.0,2022,263
2.0,0:52,2.0,10.0,CLE 32,7.0,7.0,Kenny Pickett scrambles right end for 1 yard (tackle by Chase Winovich),2.9,2.34,18.0,2022,263
2.0,0:47,3.0,9.0,CLE 31,7.0,7.0,Kenny Pickett pass incomplete short right,2.34,1.32,18.0,2022,263
2.0,0:43,4.0,9.0,CLE 31,7.0,10.0,Chris Boswell 49 yard field goal good,1.32,3.0,18.0,2022,263
2.0,0:38,,,PIT 35,7.0,10.0,"Chris Boswell kicks off 57 yards, returned by Jerome Ford for 17 yards (tackle by Jaylen Warren and Benny Snell)",0.0,0.61,18.0,2022,263
2.0,0:33,1.0,10.0,CLE 25,7.0,10.0,Deshaun Watson right guard for 7 yards (tackle by T.J. Watt),0.61,1.01,18.0,2022,263
2.0,0:22,,,,,,Timeout #3 by Cleveland Browns,,,18.0,2022,263
2.0,0:22,2.0,3.0,CLE 32,7.0,10.0,Deshaun Watson pass incomplete short middle intended for Nick Chubb (defended by Cameron Heyward),1.01,0.3,18.0,2022,263
2.0,0:21,3.0,3.0,CLE 32,7.0,10.0,Deshaun Watson pass complete short middle to Michael Woods for 15 yards (tackle by Minkah Fitzpatrick and Damontae Kazee),0.3,2.06,18.0,2022,263
2.0,0:09,1.0,10.0,CLE 47,7.0,10.0,Deshaun Watson spiked the ball,2.06,1.52,18.0,2022,263
2.0,0:07,,,,,,Timeout #2 by Pittsburgh Steelers,,,18.0,2022,263
2.0,0:07,2.0,10.0,CLE 47,7.0,10.0,"Deshaun Watson aborted snap, recovered by Deshaun Watson at CLE-42 Deshaun Watson for 2 yards (tackle by Terrell Edmunds and Minkah Fitzpatrick)",1.52,1.09,18.0,2022,263
3.0,15:00,,,CLE 35,7.0,10.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,263
3.0,15:00,1.0,10.0,PIT 25,7.0,10.0,Najee Harris up the middle for 5 yards (tackle by Myles Garrett and Jordan Elliott),0.61,0.6,18.0,2022,263
3.0,14:22,2.0,6.0,PIT 29,7.0,10.0,Jaylen Warren right end for 22 yards (tackle by Greg Newsome and John Johnson),0.6,2.39,18.0,2022,263
3.0,13:44,1.0,10.0,CLE 48,7.0,10.0,Kenny Pickett pass complete short left to Najee Harris for 10 yards (tackle by Jermaine Carter),2.39,3.05,18.0,2022,263
3.0,13:01,1.0,10.0,CLE 38,7.0,10.0,Najee Harris right guard for 3 yards (tackle by Tony Fields and Myles Garrett),3.05,2.91,18.0,2022,263
3.0,12:22,2.0,7.0,CLE 35,7.0,10.0,Kenny Pickett pass complete short right to Diontae Johnson for 6 yards,2.91,3.01,18.0,2022,263
3.0,11:56,3.0,1.0,CLE 29,7.0,10.0,Gunner Olszewski left guard for 1 yard (tackle by Jermaine Carter and Tony Fields),3.01,3.71,18.0,2022,263
3.0,11:19,1.0,10.0,CLE 28,7.0,10.0,Najee Harris right tackle for 8 yards (tackle by John Johnson and Tommy Togiai),3.71,4.25,18.0,2022,263
3.0,10:56,2.0,2.0,CLE 20,7.0,10.0,Najee Harris left tackle for 9 yards (tackle by Alex Wright and John Johnson),4.25,4.84,18.0,2022,263
3.0,10:30,1.0,10.0,CLE 11,7.0,10.0,Najee Harris up the middle for 1 yard (tackle by Perrion Winfrey),4.84,4.32,18.0,2022,263
3.0,9:50,2.0,9.0,CLE 10,7.0,10.0,Kenny Pickett pass incomplete short right intended for Pat Freiermuth,4.32,3.3,18.0,2022,263
3.0,9:44,3.0,9.0,CLE 10,7.0,10.0,Kenny Pickett sacked by Myles Garrett for -6 yards,3.3,2.38,18.0,2022,263
3.0,9:07,4.0,15.0,CLE 16,7.0,13.0,Chris Boswell 34 yard field goal good,2.38,3.0,18.0,2022,263
3.0,9:04,,,PIT 35,7.0,13.0,"Chris Boswell kicks off 56 yards, returned by Jerome Ford for 11 yards (tackle by Mark Robinson and Miles Killebrew)",0.0,0.28,18.0,2022,263
3.0,8:57,1.0,10.0,CLE 20,7.0,13.0,Deshaun Watson pass incomplete short right intended for Amari Cooper,0.28,-0.27,18.0,2022,263
3.0,8:52,2.0,10.0,CLE 20,7.0,13.0,Nick Chubb right tackle for no gain (tackle by T.J. Watt and Larry Ogunjobi),-0.27,-0.96,18.0,2022,263
3.0,8:02,3.0,10.0,CLE 20,7.0,13.0,Deshaun Watson scrambles right tackle for 21 yards (tackle by Minkah Fitzpatrick),-0.96,1.66,18.0,2022,263
3.0,7:27,1.0,10.0,CLE 41,7.0,13.0,Nick Chubb left tackle for 3 yards (tackle by Jamir Jones and DeMarvin Leal),1.66,1.53,18.0,2022,263
3.0,6:22,2.0,7.0,CLE 44,7.0,13.0,Deshaun Watson sacked by Terrell Edmunds for -11 yards,1.53,-0.63,18.0,2022,263
3.0,5:48,3.0,18.0,CLE 33,7.0,13.0,Deshaun Watson pass short middle intended for David Bell is intercepted by Damontae Kazee at CLE-37 and returned for 12 yards (tackle by Deshaun Watson),-0.63,-3.91,18.0,2022,263
3.0,5:42,1.0,10.0,CLE 25,7.0,13.0,Najee Harris left tackle for 11 yards (tackle by Deion Jones),3.91,4.65,18.0,2022,263
3.0,5:02,1.0,10.0,CLE 14,7.0,13.0,Najee Harris up the middle for 5 yards (tackle by John Johnson and Tony Fields),4.65,4.9,18.0,2022,263
3.0,4:26,2.0,5.0,CLE 9,7.0,13.0,Najee Harris left guard for 2 yards (tackle by Deion Jones and Grant Delpit),4.9,4.5,18.0,2022,263
3.0,3:42,3.0,3.0,CLE 7,7.0,13.0,Kenny Pickett pass complete short left to Jaylen Warren for 3 yards (tackle by Tony Fields),4.5,6.28,18.0,2022,263
3.0,3:20,1.0,4.0,CLE 4,7.0,13.0,Kenny Pickett pass incomplete short left intended for Diontae Johnson (defended by Jordan Elliott),6.28,5.34,18.0,2022,263
3.0,3:17,2.0,4.0,CLE 4,7.0,19.0,"Najee Harris right guard for 4 yards, touchdown",5.34,7.0,18.0,2022,263
3.0,3:12,,,CLE 15,7.0,20.0,Chris Boswell kicks extra point good,0.0,0.0,18.0,2022,263
3.0,3:12,,,PIT 35,7.0,20.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,263
3.0,3:12,1.0,10.0,CLE 25,7.0,20.0,Deshaun Watson scrambles right tackle for 7 yards (tackle by Cameron Heyward),0.61,1.01,18.0,2022,263
3.0,2:33,2.0,3.0,CLE 32,7.0,20.0,Deshaun Watson sacked by Larry Ogunjobi for -6 yards,1.01,-0.49,18.0,2022,263
3.0,1:48,3.0,9.0,CLE 26,7.0,20.0,Deshaun Watson sacked by Alex Highsmith for -7 yards,-0.49,-2.14,18.0,2022,263
3.0,1:05,4.0,16.0,CLE 19,7.0,20.0,"Corey Bojorquez punts 49 yards, returned by Steven Sims for no gain (tackle by D'Anthony Bell)",-2.14,-1.07,18.0,2022,263
3.0,0:57,1.0,10.0,PIT 32,7.0,20.0,"Kenny Pickett aborted snap, recovered by Kevin Dotson at PIT-30",1.07,0.26,18.0,2022,263
3.0,0:20,2.0,12.0,PIT 30,7.0,20.0,Najee Harris right guard for 2 yards (tackle by Myles Garrett and Jordan Elliott),0.26,-0.16,18.0,2022,263
4.0,15:00,3.0,10.0,PIT 32,7.0,20.0,Kenny Pickett pass incomplete short right intended for Jaylen Warren,-0.16,-1.24,18.0,2022,263
4.0,14:55,4.0,10.0,PIT 32,7.0,20.0,"Pressley Harvin punts 45 yards, fair catch by Jaelon Darden at CLE-23",-1.24,-0.48,18.0,2022,263
4.0,14:49,1.0,10.0,CLE 23,7.0,20.0,Nick Chubb left tackle for 15 yards (tackle by Terrell Edmunds),0.48,1.47,18.0,2022,263
4.0,14:04,1.0,10.0,CLE 38,7.0,20.0,Deshaun Watson scrambles left tackle for 1 yard (tackle by Alex Highsmith),1.47,1.06,18.0,2022,263
4.0,13:31,2.0,9.0,CLE 39,7.0,20.0,Nick Chubb left end for 11 yards (tackle by Robert Spillane and Myles Jack),1.06,2.26,18.0,2022,263
4.0,12:48,1.0,10.0,PIT 50,7.0,20.0,Deshaun Watson pass complete deep right to Amari Cooper for 36 yards (tackle by Minkah Fitzpatrick),2.26,4.65,18.0,2022,263
4.0,12:04,1.0,10.0,PIT 14,7.0,20.0,Kareem Hunt up the middle for 3 yards (tackle by Montravius Adams and Jamir Jones),4.65,4.52,18.0,2022,263
4.0,11:27,2.0,7.0,PIT 11,7.0,20.0,"Deshaun Watson sacked by Cameron Heyward for no gain. Penalty on Cameron Heyward: Roughing the Passer, 5 yards (accepted) (no play)",4.52,5.83,18.0,2022,263
4.0,11:05,1.0,6.0,PIT 6,7.0,20.0,Deshaun Watson pass complete short left to Donovan Peoples-Jones for 4 yards (tackle by Alex Highsmith),5.83,5.72,18.0,2022,263
4.0,10:21,2.0,2.0,PIT 2,13.0,20.0,"Deshaun Watson pass complete short left to Nick Chubb for 2 yards, touchdown",5.72,7.0,18.0,2022,263
4.0,10:11,,,PIT 15,14.0,20.0,Cade York kicks extra point good,0.0,0.0,18.0,2022,263
4.0,10:11,,,CLE 35,14.0,20.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,263
4.0,10:11,1.0,10.0,PIT 25,14.0,20.0,Kenny Pickett pass complete short right to Connor Heyward for 9 yards (tackle by Deion Jones),0.61,1.28,18.0,2022,263
4.0,9:29,2.0,1.0,PIT 34,14.0,20.0,Najee Harris left guard for 6 yards (tackle by Grant Delpit),1.28,1.6,18.0,2022,263
4.0,8:47,,,,,,Timeout #1 by Pittsburgh Steelers,,,18.0,2022,263
4.0,8:47,1.0,10.0,PIT 40,14.0,20.0,Najee Harris up the middle for no gain (tackle by Myles Garrett),1.6,1.05,18.0,2022,263
4.0,8:28,2.0,10.0,PIT 40,14.0,20.0,Kenny Pickett pass incomplete deep left intended for George Pickens,1.05,0.37,18.0,2022,263
4.0,8:22,3.0,10.0,PIT 40,14.0,20.0,Kenny Pickett pass complete deep right to George Pickens for 17 yards (tackle by Martin Emerson),0.37,2.72,18.0,2022,263
4.0,7:39,1.0,10.0,CLE 43,14.0,20.0,Najee Harris left end for 2 yards (tackle by Tony Fields and Taven Bryan),2.72,2.45,18.0,2022,263
4.0,6:55,2.0,8.0,CLE 41,14.0,20.0,Kenny Pickett pass incomplete short left intended for Diontae Johnson,2.45,1.75,18.0,2022,263
4.0,6:48,3.0,8.0,CLE 41,14.0,20.0,Kenny Pickett pass complete deep middle to Connor Heyward for 27 yards (tackle by A.J. Green),1.75,4.65,18.0,2022,263
4.0,6:21,1.0,10.0,CLE 14,14.0,20.0,Najee Harris up the middle for 2 yards (tackle by Chase Winovich and Alex Wright),4.65,4.33,18.0,2022,263
4.0,5:41,2.0,8.0,CLE 12,14.0,20.0,Kenny Pickett pass incomplete short middle intended for Diontae Johnson (defended by Jordan Elliott),4.33,3.43,18.0,2022,263
4.0,5:37,3.0,8.0,CLE 12,14.0,20.0,Kenny Pickett pass complete short middle to Connor Heyward for 9 yards (tackle by A.J. Green),3.43,6.51,18.0,2022,263
4.0,4:55,1.0,3.0,CLE 3,14.0,20.0,Jaylen Warren up the middle for 1 yard (tackle by Jordan Elliott),6.51,5.72,18.0,2022,263
4.0,4:48,,,,,,Timeout #1 by Cleveland Browns,,,18.0,2022,263
4.0,4:48,2.0,2.0,CLE 2,14.0,20.0,Kenny Pickett pass incomplete short left intended for Connor Heyward,5.72,4.95,18.0,2022,263
4.0,4:42,3.0,2.0,CLE 2,14.0,20.0,"Kenny Pickett pass incomplete intended for George Pickens. Penalty on Martin Emerson: Defensive Pass Interference, 1 yard (accepted) (no play)",4.95,6.97,18.0,2022,263
4.0,4:39,,,,,,Timeout #2 by Pittsburgh Steelers,,,18.0,2022,263
4.0,4:39,1.0,1.0,CLE 1,14.0,26.0,"Derek Watt for 1 yard, touchdown",6.97,7.0,18.0,2022,263
4.0,4:37,,,CLE 2,14.0,28.0,Two Point Attempt: Kenny Pickett pass complete to to Diontae Johnson for no gain,1.0,1.0,18.0,2022,263
4.0,4:37,,,PIT 35,14.0,28.0,"Chris Boswell kicks off 54 yards, returned by Jerome Ford for 14 yards (tackle by James Pierre and Miles Boykin). Penalty on Tae Davis: Offensive Holding, 10 yards (accepted)",0.0,-0.22,18.0,2022,263
4.0,4:30,1.0,10.0,CLE 15,14.0,28.0,Nick Chubb right guard for 5 yards (tackle by Cameron Heyward and Larry Ogunjobi),-0.22,0.08,18.0,2022,263
4.0,4:07,2.0,5.0,CLE 20,14.0,28.0,Deshaun Watson pass complete short right to David Njoku for 7 yards (tackle by Robert Spillane),0.08,0.74,18.0,2022,263
4.0,3:38,1.0,10.0,CLE 27,14.0,28.0,Deshaun Watson sacked by and Cameron Heyward for -10 yards and Alex Highsmith for -10 yards,0.74,-1.29,18.0,2022,263
4.0,3:28,,,,,,Timeout #2 by Cleveland Browns,,,18.0,2022,263
4.0,3:28,2.0,20.0,CLE 17,14.0,28.0,Deshaun Watson pass complete short left to Nick Chubb for 8 yards (tackle by Robert Spillane and Minkah Fitzpatrick),-1.29,-0.76,18.0,2022,263
4.0,3:01,3.0,12.0,CLE 25,14.0,28.0,Deshaun Watson scrambles up the middle for 6 yards (tackle by Minkah Fitzpatrick and Damontae Kazee),-0.76,-1.31,18.0,2022,263
4.0,2:26,4.0,6.0,CLE 31,14.0,28.0,Deshaun Watson pass complete deep left to David Njoku for 18 yards (tackle by Terrell Edmunds),-1.31,2.19,18.0,2022,263
4.0,2:02,1.0,10.0,CLE 49,14.0,28.0,Nick Chubb right tackle for 4 yards (tackle by DeMarvin Leal),2.19,2.19,18.0,2022,263
4.0,1:57,2.0,6.0,PIT 47,14.0,28.0,Deshaun Watson pass incomplete deep left intended for Donovan Peoples-Jones (defended by James Pierre),2.19,1.49,18.0,2022,263
4.0,1:52,3.0,6.0,PIT 47,14.0,28.0,Deshaun Watson pass complete short middle to David Njoku for 7 yards (tackle by Robert Spillane and Terrell Edmunds),1.49,2.92,18.0,2022,263
4.0,1:15,1.0,10.0,PIT 40,14.0,28.0,"Deshaun Watson pass incomplete intended for David Njoku. Penalty on Ethan Pocic: Offensive Holding, 10 yards (accepted) (no play)",2.92,2.26,18.0,2022,263
4.0,1:15,1.0,20.0,PIT 50,14.0,28.0,Deshaun Watson pass complete short left to Nick Chubb for 11 yards (tackle by James Pierre and Robert Spillane),2.26,2.64,18.0,2022,263
4.0,0:52,2.0,8.0,PIT 38,14.0,28.0,Deshaun Watson sacked by. Deshaun Watson fumbles (no play),2.64,1.83,18.0,2022,263
