Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA,week,year,game_id
2.0,4:44,2.0,1.0,SFO 1,12.0,14.0,"Corey Clement up the middle for 1 yard, touchdown",5.91,7.0,18.0,2022,266
2.0,4:41,,,SFO 15,13.0,14.0,Matt Prater kicks extra point good,0.0,0.0,18.0,2022,266
2.0,4:41,,,ARI 35,13.0,14.0,"Matt Prater kicks off 64 yards, returned by Ray-Ray McCloud for 33 yards (tackle by Josh Thomas and Dennis Gardeck)",0.0,1.2,18.0,2022,266
2.0,4:34,1.0,10.0,SFO 34,13.0,14.0,Brock Purdy pass complete short middle to Brandon Aiyuk for 22 yards (tackle by Jalen Thompson and Ben Niemann),1.2,2.65,18.0,2022,266
2.0,3:52,1.0,10.0,ARI 44,13.0,14.0,"Christian McCaffrey left tackle for no gain (tackle by Isaiah Simmons and Markus Golden). Penalty on Markus Golden: Defensive Offside, 5 yards (accepted) (no play)",2.65,3.38,18.0,2022,266
2.0,3:24,1.0,5.0,ARI 39,13.0,14.0,Christian McCaffrey right tackle for 10 yards (tackle by Christian Matthew),3.38,3.64,18.0,2022,266
2.0,2:44,1.0,10.0,ARI 29,13.0,14.0,Christian McCaffrey up the middle for -1 yards (tackle by J.J. Watt),3.64,2.97,18.0,2022,266
2.0,2:00,2.0,11.0,ARI 30,13.0,14.0,"Brock Purdy pass complete short right to Jauan Jennings for 11 yards (tackle by Christian Matthew) Replay Assistant challenged the first down ruling, and the original play was overturned. Brock Purdy pass complete short right to Jauan Jennings for 10 yards (tackle by Christian Matthew and Zeke Turner)",2.97,3.6,18.0,2022,266
2.0,1:34,3.0,1.0,ARI 20,13.0,14.0,"Penalty on Jake Brendel: False Start, 5 yards (accepted) (no play)",3.6,2.94,18.0,2022,266
2.0,1:34,3.0,6.0,ARI 25,13.0,14.0,Brock Purdy pass complete short left to Christian McCaffrey for 7 yards (tackle by Jalen Thompson),2.94,4.37,18.0,2022,266
2.0,1:06,1.0,10.0,ARI 18,13.0,14.0,Brock Purdy pass complete to Deebo Samuel for 9 yards (tackle by Ben Niemann),4.37,5.42,18.0,2022,266
2.0,0:36,2.0,1.0,ARI 9,13.0,14.0,Christian McCaffrey right guard for 5 yards (tackle by Jalen Thompson and Zeke Turner),5.42,6.28,18.0,2022,266
2.0,0:29,,,,,,Timeout #1 by Arizona Cardinals,,,18.0,2022,266
2.0,0:29,1.0,4.0,ARI 4,13.0,14.0,Christian McCaffrey left tackle for no gain (tackle by Ben Niemann and Markus Golden),6.28,5.34,18.0,2022,266
2.0,0:24,,,,,,Timeout #2 by Arizona Cardinals,,,18.0,2022,266
2.0,0:24,2.0,4.0,ARI 4,13.0,20.0,"Brock Purdy pass complete short left to George Kittle for 4 yards, touchdown",5.34,7.0,18.0,2022,266
2.0,0:19,,,ARI 15,13.0,21.0,Robbie Gould kicks extra point good,0.0,0.0,18.0,2022,266
2.0,0:19,,,SFO 35,13.0,21.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,266
2.0,0:19,1.0,10.0,ARI 25,13.0,21.0,Corey Clement left tackle for 1 yard (tackle by Fred Warner and Azeez Al-Shaair),0.61,0.2,18.0,2022,266
3.0,15:00,,,ARI 35,13.0,21.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,266
3.0,15:00,1.0,10.0,SFO 25,13.0,21.0,Brock Purdy pass complete short middle to Brandon Aiyuk for 20 yards (tackle by Isaiah Simmons),0.61,1.93,18.0,2022,266
3.0,14:21,1.0,10.0,SFO 45,13.0,21.0,Christian McCaffrey up the middle for 3 yards (tackle by Zeke Turner),1.93,1.79,18.0,2022,266
3.0,13:44,2.0,7.0,SFO 48,13.0,21.0,Brock Purdy sacked by J.J. Watt for -10 yards,1.79,-0.23,18.0,2022,266
3.0,13:01,3.0,17.0,SFO 38,13.0,21.0,Christian McCaffrey left tackle for 19 yards (tackle by Jace Whittaker and Josh Thomas),-0.23,2.72,18.0,2022,266
3.0,12:21,1.0,10.0,ARI 43,13.0,21.0,Brock Purdy pass incomplete short left intended for George Kittle,2.72,2.18,18.0,2022,266
3.0,12:15,2.0,10.0,ARI 43,13.0,21.0,Elijah Mitchell right end for 37 yards (tackle by Manny Jones and Zeke Turner),2.18,5.83,18.0,2022,266
3.0,11:36,1.0,6.0,ARI 6,13.0,27.0,"Elijah Mitchell left tackle for 6 yards, touchdown",5.83,7.0,18.0,2022,266
3.0,11:32,,,ARI 15,13.0,28.0,Robbie Gould kicks extra point good,0.0,0.0,18.0,2022,266
3.0,11:32,,,SFO 35,13.0,28.0,"Robbie Gould kicks off 66 yards, returned by Pharoh Cooper for 16 yards (tackle by George Odum)",0.0,-0.22,18.0,2022,266
3.0,11:27,1.0,10.0,ARI 15,13.0,28.0,Corey Clement up the middle for 5 yards (tackle by Nick Bosa),-0.22,0.08,18.0,2022,266
3.0,11:01,2.0,5.0,ARI 20,13.0,28.0,"Penalty on Billy Price: False Start, 5 yards (accepted) (no play)",0.08,-0.71,18.0,2022,266
3.0,10:44,2.0,10.0,ARI 15,13.0,28.0,David Blough pass incomplete short left intended for Corey Clement,-0.71,-1.37,18.0,2022,266
3.0,10:38,3.0,10.0,ARI 15,13.0,28.0,David Blough pass deep left intended for Marquise Brown is intercepted by Tashaun Gipson at SF-43 and returned for 23 yards (tackle by Billy Price),-1.37,-3.31,18.0,2022,266
3.0,10:23,1.0,10.0,ARI 34,13.0,28.0,Brock Purdy pass complete short left to Deebo Samuel for 11 yards (tackle by Jalen Thompson),3.31,4.04,18.0,2022,266
3.0,9:48,1.0,10.0,ARI 23,13.0,28.0,Jordan Mason left guard for 3 yards (tackle by Ben Niemann and Isaiah Simmons),4.04,3.9,18.0,2022,266
3.0,9:09,2.0,7.0,ARI 20,13.0,28.0,Jordan Mason up the middle for 5 yards (tackle by Isaiah Simmons),3.9,4.05,18.0,2022,266
3.0,8:27,3.0,2.0,ARI 15,13.0,28.0,Kyle Juszczyk up the middle for 3 yards (tackle by Michael Dogbe),4.05,4.78,18.0,2022,266
3.0,7:46,1.0,10.0,ARI 12,13.0,28.0,Deebo Samuel right end for 4 yards (tackle by Kamu Grugier-Hill),4.78,4.83,18.0,2022,266
3.0,7:10,2.0,6.0,ARI 8,13.0,28.0,Brock Purdy scrambles left end for 2 yards (tackle by Ben Niemann),4.83,4.38,18.0,2022,266
3.0,6:32,3.0,4.0,ARI 6,13.0,28.0,Brock Purdy sacked by Cameron Thomas for -3 yards,4.38,2.83,18.0,2022,266
3.0,5:50,4.0,7.0,ARI 9,13.0,31.0,Robbie Gould 27 yard field goal good,2.83,3.0,18.0,2022,266
3.0,5:47,,,SFO 35,13.0,31.0,"Robbie Gould kicks off 67 yards, returned by Pharoh Cooper for 26 yards (tackle by George Odum and Talanoa Hufanga). Penalty on Dennis Gardeck: Offensive Holding, 10 yards (accepted)",0.0,-0.28,18.0,2022,266
3.0,5:40,1.0,10.0,ARI 14,13.0,31.0,David Blough pass complete short left to Greg Dortch for 15 yards (tackle by Deommodore Lenoir),-0.28,0.87,18.0,2022,266
3.0,4:59,1.0,10.0,ARI 29,13.0,31.0,David Blough pass complete short right to Keaontay Ingram for 1 yard (tackle by Fred Warner),0.87,0.46,18.0,2022,266
3.0,4:22,2.0,9.0,ARI 30,13.0,31.0,"David Blough sacked by Jordan Willis for -2 yards. David Blough fumbles (forced by Jordan Willis), recovered by Michael Dwumfour at ARI-28 (tackle by Jordan Willis)",0.46,-3.71,18.0,2022,266
3.0,4:13,1.0,10.0,ARI 28,13.0,31.0,Jordan Mason up the middle for 6 yards (tackle by Isaiah Simmons),3.71,3.98,18.0,2022,266
3.0,3:32,2.0,4.0,ARI 22,13.0,31.0,Jordan Mason right tackle for 2 yards (tackle by Michael Dogbe and J.J. Watt),3.98,3.53,18.0,2022,266
3.0,2:48,3.0,2.0,ARI 20,13.0,31.0,Brock Purdy pass complete short middle to George Kittle for 15 yards (tackle by Jalen Thompson and Josh Thomas),3.53,6.06,18.0,2022,266
3.0,1:59,1.0,5.0,ARI 5,13.0,31.0,"Jordan Mason right guard for 5 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Jordan Mason right guard for 4 yards (tackle by J.J. Watt and Michael Dogbe)",6.06,5.91,18.0,2022,266
3.0,1:48,2.0,1.0,ARI 1,13.0,31.0,Brock Purdy up the middle for no gain (tackle by Manny Jones),5.91,5.17,18.0,2022,266
3.0,1:06,3.0,1.0,ARI 1,13.0,37.0,"Brock Purdy pass complete short right to George Kittle for 1 yard, touchdown",5.17,7.0,18.0,2022,266
3.0,1:01,,,ARI 15,13.0,38.0,Robbie Gould kicks extra point good,0.0,0.0,18.0,2022,266
3.0,1:01,,,SFO 35,13.0,38.0,"Robbie Gould kicks off 65 yards, returned by Pharoh Cooper for 33 yards (tackle by Oren Burks)",0.0,1.14,18.0,2022,266
3.0,0:55,1.0,10.0,ARI 33,13.0,38.0,Corey Clement up the middle for 3 yards (tackle by Oren Burks),1.14,1.0,18.0,2022,266
3.0,0:26,2.0,7.0,ARI 36,13.0,38.0,Trace McSorley pass incomplete deep left intended for Marquise Brown,1.0,0.3,18.0,2022,266
3.0,0:22,3.0,7.0,ARI 36,13.0,38.0,Trace McSorley scrambles left guard for 9 yards (tackle by Azeez Al-Shaair),0.3,1.93,18.0,2022,266
4.0,15:00,1.0,10.0,ARI 45,13.0,38.0,Pharoh Cooper left tackle for 1 yard (tackle by Jordan Willis and Azeez Al-Shaair),1.93,1.52,18.0,2022,266
4.0,14:25,2.0,9.0,ARI 46,13.0,38.0,Trace McSorley pass complete deep middle to A.J. Green for 18 yards (tackle by Jimmie Ward),1.52,3.18,18.0,2022,266
4.0,13:49,1.0,10.0,SFO 36,13.0,38.0,Trace McSorley pass incomplete short left intended for Keaontay Ingram,3.18,2.64,18.0,2022,266
4.0,13:45,2.0,10.0,SFO 36,13.0,38.0,Keaontay Ingram up the middle for no gain (tackle by Jordan Willis),2.64,1.95,18.0,2022,266
4.0,13:00,,,,,,Timeout #1 by Arizona Cardinals,,,18.0,2022,266
4.0,13:00,3.0,10.0,SFO 36,13.0,38.0,Trace McSorley left tackle for 5 yards (tackle by Talanoa Hufanga),1.95,1.35,18.0,2022,266
4.0,12:18,4.0,5.0,SFO 31,13.0,38.0,Trace McSorley pass complete short left to Keaontay Ingram for -3 yards (tackle by Deommodore Lenoir),1.35,-1.2,18.0,2022,266
4.0,12:11,1.0,10.0,SFO 34,13.0,38.0,Jordan Mason left tackle for 2 yards (tackle by Dennis Gardeck and Tanner Vallejo),1.2,0.93,18.0,2022,266
4.0,11:27,2.0,8.0,SFO 36,13.0,38.0,Jordan Mason left end for -2 yards (tackle by Jalen Thompson),0.93,-0.03,18.0,2022,266
4.0,10:43,3.0,10.0,SFO 34,13.0,38.0,Jordan Mason up the middle for 8 yards (tackle by Kamu Grugier-Hill and Josh Thomas),-0.03,-0.59,18.0,2022,266
4.0,9:57,4.0,2.0,SFO 42,13.0,38.0,"Mitch Wishnowsky punts 46 yards, fair catch by Pharoh Cooper at ARI-12",-0.59,0.35,18.0,2022,266
4.0,9:50,1.0,10.0,ARI 12,13.0,38.0,Trace McSorley pass complete short left to A.J. Green for -4 yards (tackle by Samuel Womack and Azeez Al-Shaair),-0.35,-1.07,18.0,2022,266
4.0,9:09,2.0,14.0,ARI 8,13.0,38.0,Trace McSorley pass complete short right to Trey McBride for 7 yards (tackle by Azeez Al-Shaair),-1.07,-1.18,18.0,2022,266
4.0,8:27,3.0,8.0,ARI 15,13.0,38.0,"Trace McSorley pass complete short left to Ty'Son Williams for 5 yards (tackle by Deommodore Lenoir and Azeez Al-Shaair). Penalty on Kelvin Beachum: Offensive Holding, 10 yards (declined)",-1.18,-2.03,18.0,2022,266
4.0,7:58,4.0,2.0,ARI 20,13.0,38.0,Andy Lee punts 51 yards out of bounds,-2.03,-0.87,18.0,2022,266
4.0,7:49,1.0,10.0,SFO 29,13.0,38.0,Tyrion Davis-Price right tackle for 12 yards (tackle by Jalen Thompson and Christian Matthew),0.87,1.66,18.0,2022,266
4.0,7:10,1.0,10.0,SFO 41,13.0,38.0,Tyrion Davis-Price up the middle for 4 yards (tackle by Manny Jones and Dennis Gardeck),1.66,1.66,18.0,2022,266
4.0,6:26,2.0,6.0,SFO 45,13.0,38.0,Tyrion Davis-Price up the middle for 2 yards (tackle by Michael Dogbe and Dennis Gardeck),1.66,1.22,18.0,2022,266
4.0,5:39,3.0,4.0,SFO 47,13.0,38.0,Tyrion Davis-Price left tackle for 3 yards (tackle by Michael Dogbe and Ben Niemann),1.22,-0.06,18.0,2022,266
4.0,4:54,4.0,1.0,SFO 50,13.0,38.0,Mitch Wishnowsky punts 47 yards downed by Danny Gray,-0.06,0.38,18.0,2022,266
4.0,4:44,1.0,10.0,ARI 3,13.0,38.0,Keaontay Ingram up the middle for 1 yard (tackle by Deommodore Lenoir and Azeez Al-Shaair),-0.38,-0.71,18.0,2022,266
4.0,4:04,2.0,9.0,ARI 4,13.0,38.0,Trace McSorley pass complete short right to Andre Baccellia for 6 yards (tackle by Jackrabbit Jenkins and Oren Burks),-0.71,-0.6,18.0,2022,266
4.0,3:20,3.0,3.0,ARI 10,13.0,38.0,Keaontay Ingram up the middle for 4 yards (tackle by Kerry Hyder and Azeez Al-Shaair),-0.6,-0.28,18.0,2022,266
4.0,2:47,1.0,10.0,ARI 14,13.0,38.0,Trace McSorley pass deep middle intended for A.J. Green is intercepted by George Odum at ARI-38 and returned for 25 yards (tackle by Keaontay Ingram),-0.28,-4.71,18.0,2022,266
4.0,2:29,,,,,,Timeout #1 by San Francisco 49ers,,,18.0,2022,266
4.0,2:29,1.0,10.0,ARI 13,13.0,38.0,Tyrion Davis-Price left tackle for no gain (tackle by Michael Dogbe and Eric Banks),4.71,4.05,18.0,2022,266
4.0,2:00,2.0,10.0,ARI 13,13.0,38.0,Tyrion Davis-Price right tackle for 2 yards (tackle by Isaiah Simmons and Ben Niemann),4.05,3.45,18.0,2022,266
4.0,1:15,3.0,8.0,ARI 11,13.0,38.0,Tyrion Davis-Price up the middle for 1 yard (tackle by Michael Dogbe),3.45,2.76,18.0,2022,266
4.0,0:34,4.0,7.0,ARI 10,13.0,38.0,Tyrion Davis-Price left tackle for 3 yards (tackle by Tanner Vallejo and Isaiah Simmons),2.76,0.38,18.0,2022,266
4.0,0:27,1.0,10.0,ARI 7,13.0,38.0,Trace McSorley kneels for -1 yards,-0.38,-0.85,18.0,2022,266
