Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA,week,year,game_id
2.0,12:20,2.0,10.0,NYJ 45,0.0,0.0,Joe Flacco pass complete short middle to Corey Davis for 17 yards (tackle by Kader Kohou),1.38,3.05,18.0,2022,265
2.0,11:42,1.0,10.0,MIA 38,0.0,0.0,Zonovan Knight right guard for 1 yard (tackle by Christian Wilkins),3.05,2.64,18.0,2022,265
2.0,11:03,2.0,9.0,MIA 37,0.0,0.0,Joe Flacco pass incomplete short right intended for Garrett Wilson,2.64,1.95,18.0,2022,265
2.0,10:57,3.0,9.0,MIA 37,0.0,0.0,Joe Flacco pass incomplete deep left intended for Garrett Wilson,1.95,0.79,18.0,2022,265
2.0,10:53,4.0,9.0,MIA 37,0.0,0.0,Greg Zuerlein 55 yard field goal no good,0.79,-1.93,18.0,2022,265
2.0,10:48,1.0,10.0,MIA 45,0.0,0.0,Jeff Wilson left end for -1 yards (tackle by Micheal Clemons),1.93,1.25,18.0,2022,265
2.0,10:13,2.0,11.0,MIA 44,0.0,0.0,"Penalty on Nathan Shepherd: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.25,1.92,18.0,2022,265
2.0,10:00,2.0,6.0,MIA 49,0.0,0.0,Jeff Wilson right end for 5 yards (tackle by Jermaine Johnson),1.92,1.88,18.0,2022,265
2.0,9:19,3.0,1.0,NYJ 46,0.0,0.0,Jeff Wilson up the middle for 11 yards (tackle by Jordan Whitehead),1.88,3.25,18.0,2022,265
2.0,8:41,1.0,10.0,NYJ 35,0.0,0.0,Jeff Wilson right guard for 3 yards (tackle by Nathan Shepherd and John Franklin-Myers),3.25,3.11,18.0,2022,265
2.0,8:02,2.0,7.0,NYJ 32,0.0,0.0,Jeff Wilson right tackle for 4 yards (tackle by Sauce Gardner and Nathan Shepherd),3.11,2.94,18.0,2022,265
2.0,7:19,3.0,3.0,NYJ 28,0.0,0.0,"Skylar Thompson pass complete short right to Jaylen Waddle for 11 yards (tackle by Sauce Gardner). Penalty on Sauce Gardner: Defensive Holding, 5 yards (declined)",2.94,4.44,18.0,2022,265
2.0,7:10,1.0,10.0,NYJ 17,0.0,0.0,Raheem Mostert left end for -2 yards (tackle by Kwon Alexander),4.44,3.6,18.0,2022,265
2.0,6:11,2.0,12.0,NYJ 19,0.0,0.0,Skylar Thompson pass incomplete deep right intended for Mike Gesicki (defended by Jordan Whitehead),3.6,2.91,18.0,2022,265
2.0,6:04,3.0,12.0,NYJ 19,0.0,0.0,Skylar Thompson pass complete short right to Jeff Wilson for no gain (tackle by Kwon Alexander),2.91,2.18,18.0,2022,265
2.0,5:22,4.0,12.0,NYJ 19,0.0,3.0,Jason Sanders 37 yard field goal good,2.18,3.0,18.0,2022,265
2.0,5:17,,,MIA 35,0.0,3.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,265
2.0,5:17,1.0,10.0,NYJ 25,0.0,3.0,Zonovan Knight right end for 1 yard (tackle by Raekwon Davis and Elandon Roberts),0.61,0.2,18.0,2022,265
2.0,4:31,2.0,9.0,NYJ 26,0.0,3.0,Joe Flacco pass incomplete short middle intended for Corey Davis (defended by Kader Kohou),0.2,-0.49,18.0,2022,265
2.0,4:28,3.0,9.0,NYJ 26,0.0,3.0,"Penalty on Bradley Chubb: Defensive Offside, 5 yards (accepted) (no play)",-0.49,0.17,18.0,2022,265
2.0,4:28,3.0,4.0,NYJ 31,0.0,3.0,"Penalty on Cedric Ogbuehi: False Start, 5 yards (accepted) (no play)",0.17,-0.49,18.0,2022,265
2.0,4:28,3.0,9.0,NYJ 26,0.0,3.0,Joe Flacco pass complete short right to Ty Johnson for 12 yards (tackle by Duke Riley and Melvin Ingram),-0.49,1.47,18.0,2022,265
2.0,3:45,1.0,10.0,NYJ 38,0.0,3.0,Joe Flacco pass complete short right to Garrett Wilson for 36 yards (tackle by Jevon Holland),1.47,3.84,18.0,2022,265
2.0,3:03,1.0,10.0,MIA 26,0.0,3.0,Ty Johnson left tackle for 3 yards (tackle by Christian Wilkins and Zach Sieler),3.84,3.7,18.0,2022,265
2.0,2:27,2.0,7.0,MIA 23,0.0,3.0,Zonovan Knight right end for 2 yards (tackle by Jerome Baker and Raekwon Davis),3.7,3.27,18.0,2022,265
2.0,2:00,3.0,5.0,MIA 21,0.0,3.0,Joe Flacco pass complete short middle to Tyler Conklin for 6 yards (tackle by Jevon Holland),3.27,4.58,18.0,2022,265
2.0,1:55,,,,,,Timeout #1 by Miami Dolphins,,,18.0,2022,265
2.0,1:55,1.0,10.0,MIA 15,0.0,3.0,Michael Carter right end for 1 yard (tackle by Jevon Holland),4.58,4.11,18.0,2022,265
2.0,1:50,2.0,9.0,MIA 14,0.0,3.0,Joe Flacco pass complete short left to Michael Carter for -5 yards (tackle by Elandon Roberts),4.11,2.79,18.0,2022,265
2.0,1:43,,,,,,Timeout #2 by Miami Dolphins,,,18.0,2022,265
2.0,1:43,3.0,14.0,MIA 19,0.0,3.0,Zonovan Knight up the middle for 5 yards (tackle by Duke Riley and Verone McKinley),2.79,2.51,18.0,2022,265
2.0,1:38,,,,,,Timeout #3 by Miami Dolphins,,,18.0,2022,265
2.0,1:38,4.0,9.0,MIA 14,3.0,3.0,Greg Zuerlein 32 yard field goal good,2.51,3.0,18.0,2022,265
2.0,1:35,,,NYJ 35,3.0,3.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,265
2.0,1:35,1.0,10.0,MIA 25,3.0,3.0,Skylar Thompson pass complete short left to Mike Gesicki for 9 yards (tackle by D.J. Reed),0.61,1.28,18.0,2022,265
2.0,1:06,2.0,1.0,MIA 34,3.0,3.0,Skylar Thompson pass complete short middle to Jaylen Waddle for 15 yards (tackle by C.J. Mosley),1.28,2.19,18.0,2022,265
2.0,0:41,1.0,10.0,MIA 49,3.0,3.0,Skylar Thompson pass incomplete short right,2.19,1.65,18.0,2022,265
2.0,0:39,2.0,10.0,MIA 49,3.0,3.0,Skylar Thompson sacked by Quincy Williams for -12 yards,1.65,-0.62,18.0,2022,265
3.0,15:00,,,MIA 35,3.0,3.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,265
3.0,15:00,1.0,10.0,NYJ 25,3.0,3.0,Zonovan Knight up the middle for 2 yards (tackle by Christian Wilkins),0.61,0.33,18.0,2022,265
3.0,14:27,2.0,8.0,NYJ 27,3.0,3.0,Joe Flacco pass incomplete short left intended for Tyler Conklin,0.33,-0.36,18.0,2022,265
3.0,14:21,,,,,,Timeout #1 by New York Jets,,,18.0,2022,265
3.0,14:21,3.0,8.0,NYJ 27,3.0,3.0,Joe Flacco pass complete short left to Tyler Conklin for 7 yards (tackle by Jevon Holland and Duke Riley),-0.36,-1.11,18.0,2022,265
3.0,13:40,4.0,1.0,NYJ 34,3.0,3.0,"Braden Mann punts 57 yards, fair catch by Jevon Holland at MIA-9",-1.11,0.38,18.0,2022,265
3.0,13:30,1.0,10.0,MIA 9,3.0,3.0,Jaylen Waddle left end for 9 yards (tackle by Tony Adams),-0.38,0.14,18.0,2022,265
3.0,13:02,2.0,1.0,MIA 18,3.0,3.0,Raheem Mostert up the middle for 2 yards (tackle by Quinnen Williams and Kwon Alexander),0.14,0.28,18.0,2022,265
3.0,12:25,1.0,10.0,MIA 20,3.0,3.0,Skylar Thompson pass complete short left to Durham Smythe for 9 yards (tackle by D.J. Reed),0.28,0.95,18.0,2022,265
3.0,11:47,2.0,1.0,MIA 29,3.0,3.0,Raheem Mostert right tackle for 14 yards (tackle by Tony Adams),0.95,1.8,18.0,2022,265
3.0,11:04,1.0,10.0,MIA 43,3.0,3.0,Raheem Mostert up the middle for 11 yards (tackle by Tony Adams and Jermaine Johnson),1.8,2.52,18.0,2022,265
3.0,10:27,1.0,10.0,NYJ 46,3.0,3.0,Jeff Wilson left guard for 2 yards (tackle by Jordan Whitehead and Nathan Shepherd),2.52,2.25,18.0,2022,265
3.0,9:52,2.0,8.0,NYJ 44,3.0,3.0,Jeff Wilson up the middle for 3 yards (tackle by Micheal Clemons),2.25,1.95,18.0,2022,265
3.0,9:12,3.0,5.0,NYJ 41,3.0,3.0,Skylar Thompson pass incomplete deep right,1.95,0.53,18.0,2022,265
3.0,9:03,,,,,,Timeout #2 by New York Jets,,,18.0,2022,265
3.0,9:03,4.0,5.0,NYJ 41,3.0,3.0,Jeff Wilson for 8 yards (tackle by Tony Adams and C.J. Mosley),0.53,3.38,18.0,2022,265
3.0,8:17,1.0,10.0,NYJ 33,3.0,3.0,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",3.38,3.05,18.0,2022,265
3.0,7:57,1.0,15.0,NYJ 38,3.0,3.0,Skylar Thompson pass complete short right to Durham Smythe for 4 yards (tackle by Quincy Williams),3.05,2.7,18.0,2022,265
3.0,7:18,2.0,11.0,NYJ 34,3.0,3.0,Raheem Mostert left end for 21 yards (tackle by Sauce Gardner),2.7,4.71,18.0,2022,265
3.0,6:52,1.0,10.0,NYJ 13,3.0,3.0,Skylar Thompson pass complete short middle to Raheem Mostert for -11 yards (tackle by Quincy Williams and Sheldon Rankins),4.71,2.67,18.0,2022,265
3.0,6:09,2.0,21.0,NYJ 24,3.0,3.0,Skylar Thompson pass complete short right to River Cracraft for 5 yards,2.67,2.67,18.0,2022,265
3.0,5:28,3.0,16.0,NYJ 19,3.0,3.0,Skylar Thompson pass incomplete deep right intended for Tyreek Hill (defended by Quincy Williams),2.67,2.18,18.0,2022,265
3.0,5:22,4.0,16.0,NYJ 19,3.0,6.0,Jason Sanders 37 yard field goal good,2.18,3.0,18.0,2022,265
3.0,5:18,,,MIA 35,3.0,6.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,265
3.0,5:18,1.0,10.0,NYJ 25,3.0,6.0,Joe Flacco pass complete short middle to Garrett Wilson for 16 yards (tackle by Jevon Holland),0.61,1.66,18.0,2022,265
3.0,4:43,1.0,10.0,NYJ 41,3.0,6.0,Zonovan Knight right end for 5 yards (tackle by John Jenkins),1.66,1.8,18.0,2022,265
3.0,3:51,2.0,5.0,NYJ 46,3.0,6.0,Zonovan Knight up the middle for no gain (tackle by Jaelan Phillips),1.8,1.09,18.0,2022,265
3.0,3:18,3.0,5.0,NYJ 46,3.0,6.0,Joe Flacco pass complete to Garrett Wilson for 5 yards (tackle by Xavien Howard),1.09,2.32,18.0,2022,265
3.0,2:34,1.0,10.0,MIA 49,3.0,6.0,"Joe Flacco pass complete short middle to Garrett Wilson for 11 yards (tackle by Eric Rowe). Penalty on Mike Remmers: Offensive Holding, 10 yards (accepted) (no play)",2.32,1.66,18.0,2022,265
3.0,2:16,1.0,20.0,NYJ 41,3.0,6.0,Joe Flacco pass complete short middle to Garrett Wilson for 12 yards (tackle by Xavien Howard),1.66,2.05,18.0,2022,265
3.0,1:39,2.0,8.0,MIA 47,3.0,6.0,Ty Johnson left tackle for 2 yards (tackle by Jerome Baker),2.05,1.62,18.0,2022,265
3.0,1:02,3.0,6.0,MIA 45,3.0,6.0,Joe Flacco pass complete to Garrett Wilson for 11 yards (tackle by Duke Riley and Jevon Holland),1.62,3.31,18.0,2022,265
3.0,0:19,1.0,10.0,MIA 34,3.0,6.0,Michael Carter right guard for 1 yard (tackle by Elandon Roberts),3.31,2.91,18.0,2022,265
4.0,15:00,2.0,9.0,MIA 33,3.0,6.0,Joe Flacco pass complete short right to Jeremy Ruckert for 8 yards (tackle by Raekwon Davis),2.91,3.27,18.0,2022,265
4.0,14:40,3.0,1.0,MIA 25,3.0,6.0,Zonovan Knight left guard for 3 yards (tackle by Raekwon Davis),3.27,4.11,18.0,2022,265
4.0,13:33,1.0,10.0,MIA 22,3.0,6.0,Zonovan Knight up the middle for -2 yards (tackle by Jaelan Phillips and Eric Rowe),4.11,3.29,18.0,2022,265
4.0,12:50,2.0,12.0,MIA 24,3.0,6.0,Joe Flacco pass incomplete short left intended for Corey Davis,3.29,2.61,18.0,2022,265
4.0,12:47,3.0,12.0,MIA 24,3.0,6.0,"Penalty on Mike Remmers: False Start, 5 yards (accepted) (no play)",2.61,1.95,18.0,2022,265
4.0,12:47,3.0,17.0,MIA 29,3.0,6.0,Ty Johnson right tackle for 12 yards (tackle by Zach Sieler and Verone McKinley),1.95,2.36,18.0,2022,265
4.0,12:03,4.0,5.0,MIA 17,6.0,6.0,Greg Zuerlein 35 yard field goal good,2.36,3.0,18.0,2022,265
4.0,11:59,,,NYJ 35,6.0,6.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,265
4.0,11:59,1.0,10.0,MIA 25,6.0,6.0,Skylar Thompson pass complete to Tyreek Hill for no gain (tackle by D.J. Reed) (no play),0.61,0.28,18.0,2022,265
4.0,11:39,1.0,15.0,MIA 20,6.0,6.0,Skylar Thompson pass complete short right to Jeff Wilson for 2 yards (tackle by Kwon Alexander and Sauce Gardner),0.28,-0.34,18.0,2022,265
4.0,11:09,2.0,13.0,MIA 22,6.0,6.0,Skylar Thompson pass complete deep right to Mike Gesicki for 32 yards (tackle by Michael Carter),-0.34,2.52,18.0,2022,265
4.0,10:23,1.0,10.0,NYJ 46,6.0,6.0,Jeff Wilson up the middle for 2 yards (tackle by Quincy Williams and D.J. Reed),2.52,2.25,18.0,2022,265
4.0,9:41,2.0,8.0,NYJ 44,6.0,6.0,Skylar Thompson pass incomplete short right intended for Durham Smythe,2.25,1.55,18.0,2022,265
4.0,9:36,3.0,8.0,NYJ 44,6.0,6.0,Skylar Thompson pass complete short right to Mike Gesicki for 2 yards (tackle by Will Parks),1.55,0.46,18.0,2022,265
4.0,9:11,4.0,6.0,NYJ 42,6.0,6.0,Thomas Morstead punts 31 yards,0.46,0.37,18.0,2022,265
4.0,9:05,1.0,10.0,NYJ 11,6.0,6.0,Joe Flacco pass incomplete deep right intended for Garrett Wilson (defended by Xavien Howard),-0.37,-0.78,18.0,2022,265
4.0,8:55,2.0,10.0,NYJ 11,6.0,6.0,"Zonovan Knight left tackle for 1 yard. Zonovan Knight fumbles (forced by Eric Rowe) (tackle by Christian Wilkins, recovered by Zonovan Knight at NYJ-12",-0.78,-1.3,18.0,2022,265
4.0,8:15,3.0,9.0,NYJ 12,6.0,6.0,Joe Flacco pass complete short right to Garrett Wilson for 11 yards (tackle by Jevon Holland),-1.3,0.48,18.0,2022,265
4.0,7:29,1.0,10.0,NYJ 23,6.0,6.0,Joe Flacco pass incomplete short left intended for Garrett Wilson,0.48,-0.07,18.0,2022,265
4.0,7:28,2.0,10.0,NYJ 23,6.0,6.0,"Joe Flacco pass incomplete deep left intended for Garrett Wilson. Penalty on Kader Kohou: Defensive Pass Interference, 27 yards (accepted) (no play)",-0.07,2.26,18.0,2022,265
4.0,7:21,1.0,10.0,NYJ 50,6.0,6.0,Ty Johnson up the middle for -1 yards (tackle by Christian Wilkins),2.26,1.58,18.0,2022,265
4.0,6:43,2.0,11.0,NYJ 49,6.0,6.0,Joe Flacco pass incomplete short left intended for Ty Johnson (defended by Jevon Holland),1.58,0.89,18.0,2022,265
4.0,6:40,3.0,11.0,NYJ 49,6.0,6.0,"Joe Flacco pass complete to Garrett Wilson for 9 yards (tackle by Kader Kohou) MIA challenged the pass completion ruling, and the original play was overturned. Joe Flacco pass incomplete short right intended for Garrett Wilson",0.89,-0.13,18.0,2022,265
4.0,6:37,4.0,11.0,NYJ 49,6.0,6.0,"Braden Mann punts 41 yards, fair catch by Jevon Holland at MIA-10",-0.13,0.38,18.0,2022,265
4.0,6:31,1.0,10.0,MIA 10,6.0,6.0,Skylar Thompson pass incomplete short right intended for Mike Gesicki,-0.38,-0.78,18.0,2022,265
4.0,6:24,2.0,10.0,MIA 10,6.0,6.0,Jeff Wilson right end for 16 yards (tackle by Jordan Whitehead),-0.78,0.67,18.0,2022,265
4.0,5:48,1.0,10.0,MIA 26,6.0,6.0,Jeff Wilson up the middle for 1 yard (tackle by Vinny Curry),0.67,0.27,18.0,2022,265
4.0,5:11,2.0,9.0,MIA 27,6.0,6.0,Skylar Thompson pass incomplete short right intended for Durham Smythe (defended by Michael Carter),0.27,-0.43,18.0,2022,265
4.0,5:04,3.0,9.0,MIA 27,6.0,6.0,Skylar Thompson pass incomplete short right,-0.43,-1.57,18.0,2022,265
4.0,4:59,4.0,9.0,MIA 27,6.0,6.0,"Thomas Morstead punts 54 yards, returned by Braxton Berrios for 9 yards (tackle by Justin Bethel and Blake Ferguson)",-1.57,-0.81,18.0,2022,265
4.0,4:44,1.0,10.0,NYJ 28,6.0,6.0,"Joe Flacco pass incomplete short right. Penalty on Joe Flacco: Intentional Grounding, 14 yards (accepted)",0.81,-1.76,18.0,2022,265
4.0,4:39,2.0,24.0,NYJ 14,6.0,6.0,Joe Flacco pass complete short left to Michael Carter for 6 yards (tackle by Elandon Roberts),-1.76,-1.48,18.0,2022,265
4.0,4:03,3.0,18.0,NYJ 20,6.0,6.0,Joe Flacco pass complete short middle to Garrett Wilson for 6 yards (tackle by Kader Kohou),-1.48,-1.63,18.0,2022,265
4.0,3:17,4.0,12.0,NYJ 26,6.0,6.0,Braden Mann punts 42 yards downed by Thomas Hennessy,-1.63,-1.07,18.0,2022,265
4.0,3:01,1.0,10.0,MIA 32,6.0,6.0,Skylar Thompson scrambles left end for 2 yards (tackle by D.J. Reed),1.07,0.8,18.0,2022,265
4.0,2:54,2.0,8.0,MIA 34,6.0,6.0,Skylar Thompson pass complete short left to Jaylen Waddle for 9 yards (tackle by C.J. Mosley),0.8,1.8,18.0,2022,265
4.0,2:13,1.0,10.0,MIA 43,6.0,6.0,Skylar Thompson left tackle for 1 yard (tackle by Quinnen Williams),1.8,1.39,18.0,2022,265
4.0,2:00,2.0,9.0,MIA 44,6.0,6.0,"Skylar Thompson pass complete short left to Jaylen Waddle for 2 yards (tackle by Quincy Williams). Penalty on Quincy Williams: Horse Collar Tackle, 15 yards (accepted)",1.39,2.98,18.0,2022,265
4.0,1:53,1.0,10.0,NYJ 39,6.0,6.0,Jeff Wilson right guard for 1 yard (tackle by Carl Lawson and Michael Carter),2.98,2.58,18.0,2022,265
4.0,1:13,2.0,9.0,NYJ 38,6.0,6.0,Salvon Ahmed left guard for 7 yards (tackle by C.J. Mosley),2.58,2.81,18.0,2022,265
4.0,1:04,,,,,,Timeout #3 by New York Jets,,,18.0,2022,265
4.0,1:04,3.0,2.0,NYJ 31,6.0,6.0,Jeff Wilson right guard for -1 yards (tackle by Quincy Williams),2.81,1.29,18.0,2022,265
4.0,0:23,,,,,,Timeout #2 by Miami Dolphins,,,18.0,2022,265
4.0,0:23,4.0,3.0,NYJ 32,6.0,9.0,Jason Sanders 50 yard field goal good,1.29,3.0,18.0,2022,265
4.0,0:18,,,MIA 35,6.0,9.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,265
4.0,0:18,1.0,10.0,NYJ 25,6.0,9.0,Joe Flacco pass incomplete deep right intended for Garrett Wilson (defended by Xavien Howard),0.61,0.06,18.0,2022,265
4.0,0:12,2.0,10.0,NYJ 25,6.0,9.0,Joe Flacco pass incomplete deep right intended for Garrett Wilson (defended by Xavien Howard),0.06,-0.62,18.0,2022,265
4.0,0:05,3.0,10.0,NYJ 25,6.0,11.0,"Joe Flacco pass complete to Garrett Wilson for -13 yards, lateral to Joe Flacco for no gain, lateral to Elijah Moore for no gain. Elijah Moore fumbles",-0.62,-2.0,18.0,2022,265
