Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA,week,year,game_id
4.0,0:50,,,IND 2,32.0,31.0,Two Point Attempt: Davis Mills pass complete to to Jordan Akins for no gain,1.0,1.0,18.0,2022,264
4.0,0:50,,,HOU 35,32.0,31.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,264
4.0,0:50,1.0,10.0,IND 25,32.0,31.0,Sam Ehlinger pass incomplete short middle intended for Parris Campbell,0.61,0.06,18.0,2022,264
4.0,0:46,2.0,10.0,IND 25,32.0,31.0,Sam Ehlinger pass incomplete short right intended for Jelani Woods,0.06,-0.62,18.0,2022,264
4.0,0:41,3.0,10.0,IND 25,32.0,31.0,Sam Ehlinger pass complete short middle to Deon Jackson for 11 yards (tackle by Christian Harris),-0.62,1.33,18.0,2022,264
4.0,0:34,,,,,,Timeout #2 by Indianapolis Colts,,,18.0,2022,264
4.0,0:34,1.0,10.0,IND 36,32.0,31.0,Sam Ehlinger pass complete short left to Jelani Woods for 9 yards (tackle by Blake Cashman and Tavierre Thomas),1.33,2.01,18.0,2022,264
4.0,0:13,2.0,1.0,IND 45,32.0,31.0,"Sam Ehlinger pass complete to Parris Campbell for 5 yards Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Sam Ehlinger pass complete short left to Parris Campbell for 1 yard (tackle by Desmond King)",2.01,1.99,18.0,2022,264
4.0,0:08,,,,,,Timeout #3 by Indianapolis Colts,,,18.0,2022,264
4.0,0:08,1.0,10.0,IND 46,32.0,31.0,Sam Ehlinger pass incomplete short right intended for Deon Jackson,1.99,1.45,18.0,2022,264
4.0,0:02,2.0,10.0,IND 46,32.0,31.0,Sam Ehlinger pass incomplete deep middle (defended by Tremon Smith),1.45,0.76,18.0,2022,264
