Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA,week,year,game_id
1.0,9:21,2.0,4.0,CHI 40,6.0,0.0,"Nathan Peterman pass complete deep left to Velus Jones for 28 yards (tackle by Patrick Peterson). Penalty on Patrick Peterson: Illegal Contact, 5 yards (declined)",1.47,3.45,18.0,2022,262
1.0,9:06,1.0,10.0,MIN 32,6.0,0.0,Nathan Peterman pass incomplete deep left intended for Chase Claypool,3.45,2.9,18.0,2022,262
1.0,8:53,2.0,10.0,MIN 32,6.0,0.0,David Montgomery left tackle for 4 yards (tackle by Harrison Phillips and Danielle Hunter),2.9,2.74,18.0,2022,262
1.0,8:12,3.0,6.0,MIN 28,6.0,0.0,Nathan Peterman sacked by Patrick Jones for -6 yards,2.74,1.06,18.0,2022,262
1.0,7:23,4.0,12.0,MIN 34,6.0,0.0,"Penalty on CHI: Delay of Game, 5 yards (declined) (no play)",1.06,1.06,18.0,2022,262
1.0,7:23,4.0,12.0,MIN 34,6.0,0.0,"Trenton Gill punts 24 yards, returned by Jalen Reagor for 4 yards",1.06,0.28,18.0,2022,262
1.0,7:07,1.0,10.0,MIN 14,6.0,0.0,Dalvin Cook left tackle for 3 yards (tackle by Nicholas Morrow and Armon Watts),-0.28,-0.37,18.0,2022,262
1.0,6:34,2.0,7.0,MIN 17,6.0,0.0,Kirk Cousins pass complete short left to C.J. Ham for 17 yards (tackle by Harrison Hand),-0.37,1.2,18.0,2022,262
1.0,6:05,1.0,10.0,MIN 34,6.0,0.0,Kirk Cousins pass complete deep left to Justin Jefferson for 23 yards (tackle by DeAndre Houston-Carson),1.2,2.72,18.0,2022,262
1.0,5:27,1.0,10.0,CHI 43,6.0,0.0,Dalvin Cook right guard for 12 yards (tackle by Elijah Hicks and Jaquan Brisker),2.72,3.51,18.0,2022,262
1.0,4:49,1.0,10.0,CHI 31,6.0,0.0,"Dalvin Cook left end for 3 yards (tackle by Jaquan Brisker). Penalty on T.J. Hockenson: Offensive Holding, 10 yards (accepted)",3.51,3.05,18.0,2022,262
1.0,4:27,1.0,17.0,CHI 38,6.0,0.0,Kirk Cousins pass incomplete short middle intended for Justin Jefferson,3.05,2.02,18.0,2022,262
1.0,4:20,2.0,17.0,CHI 38,6.0,0.0,"Dalvin Cook left end for 1 yard. Dalvin Cook fumbles (forced by Harrison Hand), recovered by Joe Thomas at CHI-29",2.02,-0.87,18.0,2022,262
1.0,4:12,1.0,10.0,CHI 29,6.0,0.0,Khalil Herbert left tackle for 3 yards (tackle by Eric Kendricks and Jordan Hicks),0.87,0.73,18.0,2022,262
1.0,3:33,2.0,7.0,CHI 32,6.0,0.0,Khalil Herbert left end for 13 yards (tackle by Patrick Peterson),0.73,1.93,18.0,2022,262
1.0,2:55,1.0,10.0,CHI 45,6.0,0.0,Khalil Herbert right guard for -1 yards (tackle by Esezi Otomewo),1.93,1.25,18.0,2022,262
1.0,2:17,2.0,11.0,CHI 44,6.0,0.0,Nathan Peterman pass complete short right to Dante Pettis for 13 yards (tackle by Camryn Bynum),1.25,2.72,18.0,2022,262
1.0,1:33,1.0,10.0,MIN 43,6.0,0.0,Nathan Peterman pass incomplete short left intended for Khalil Herbert,2.72,2.18,18.0,2022,262
1.0,1:28,2.0,10.0,MIN 43,6.0,0.0,Khalil Herbert right guard for 3 yards (tackle by D.J. Wonnum and Eric Kendricks),2.18,1.88,18.0,2022,262
1.0,1:00,3.0,7.0,MIN 40,6.0,0.0,Nathan Peterman pass incomplete deep left intended for Dante Pettis,1.88,0.59,18.0,2022,262
1.0,0:53,4.0,7.0,MIN 40,6.0,0.0,Nathan Peterman pass complete short middle to Dante Pettis for 6 yards (tackle by Chandon Sullivan and Theo Jackson),0.59,-1.2,18.0,2022,262
1.0,0:49,1.0,10.0,MIN 34,6.0,0.0,Dalvin Cook right guard for no gain (tackle by Trevis Gipson),1.2,0.66,18.0,2022,262
1.0,0:12,2.0,10.0,MIN 34,6.0,0.0,Alexander Mattison right guard for -1 yards (tackle by Justin Jones and Al-Quadin Muhammad),0.66,-0.16,18.0,2022,262
2.0,15:00,3.0,11.0,MIN 33,6.0,0.0,Kirk Cousins pass complete short middle to T.J. Hockenson for 16 yards (tackle by DeAndre Houston-Carson and Elijah Hicks),-0.16,2.19,18.0,2022,262
2.0,14:13,1.0,10.0,MIN 49,6.0,0.0,Kirk Cousins pass complete short right to C.J. Ham for 11 yards (tackle by Greg Stroman),2.19,2.92,18.0,2022,262
2.0,13:35,1.0,10.0,CHI 40,6.0,0.0,Alexander Mattison right guard for 11 yards (tackle by Elijah Hicks and DeAndre Houston-Carson),2.92,3.64,18.0,2022,262
2.0,12:57,1.0,10.0,CHI 29,6.0,0.0,Adam Thielen left end for 4 yards (tackle by Nicholas Morrow),3.64,3.64,18.0,2022,262
2.0,12:19,2.0,6.0,CHI 25,6.0,0.0,Kirk Cousins pass incomplete deep right,3.64,2.94,18.0,2022,262
2.0,12:14,3.0,6.0,CHI 25,6.0,0.0,Kirk Cousins pass complete short right to K.J. Osborn for 7 yards (tackle by Greg Stroman),2.94,4.37,18.0,2022,262
2.0,11:31,1.0,10.0,CHI 18,6.0,0.0,Kirk Cousins pass complete short middle to Irv Smith for 8 yards (tackle by Nicholas Morrow),4.37,5.23,18.0,2022,262
2.0,10:53,2.0,2.0,CHI 10,6.0,0.0,Alexander Mattison right guard for 3 yards (tackle by Joe Thomas),5.23,5.6,18.0,2022,262
2.0,10:12,1.0,7.0,CHI 7,6.0,0.0,Alexander Mattison left guard for 6 yards (tackle by Elijah Hicks and DeAndre Houston-Carson),5.6,5.91,18.0,2022,262
2.0,9:24,,,,,,Timeout #1 by Minnesota Vikings,,,18.0,2022,262
2.0,9:24,2.0,1.0,CHI 1,12.0,0.0,"Alexander Mattison right tackle for 1 yard, touchdown",5.91,7.0,18.0,2022,262
2.0,9:20,,,CHI 15,13.0,0.0,Greg Joseph kicks extra point good,0.0,0.0,18.0,2022,262
2.0,9:20,,,MIN 35,13.0,0.0,"Greg Joseph kicks off 59 yards, returned by Velus Jones for 22 yards (tackle by C.J. Ham)",0.0,0.81,18.0,2022,262
2.0,9:15,1.0,10.0,CHI 28,13.0,0.0,Tim Boyle pass incomplete deep left intended for Chase Claypool (defended by Josh Metellus),0.81,0.26,18.0,2022,262
2.0,9:09,2.0,10.0,CHI 28,13.0,0.0,David Montgomery right tackle for 3 yards (tackle by Jordan Hicks),0.26,-0.03,18.0,2022,262
2.0,8:30,3.0,7.0,CHI 31,13.0,0.0,Tim Boyle pass deep left intended for Chase Claypool is intercepted by Patrick Peterson at MIN-37 and returned for 28 yards (tackle by Riley Reiff),-0.03,-3.25,18.0,2022,262
2.0,8:19,1.0,10.0,CHI 35,13.0,0.0,Kirk Cousins pass complete short left to C.J. Ham for 9 yards (tackle by Harrison Hand),3.25,3.92,18.0,2022,262
2.0,7:42,2.0,1.0,CHI 26,13.0,0.0,Dalvin Cook left tackle for 15 yards (tackle by DeAndre Houston-Carson),3.92,4.84,18.0,2022,262
2.0,6:58,1.0,10.0,CHI 11,13.0,0.0,Dalvin Cook right guard for 2 yards (tackle by Greg Stroman and Jalyn Holmes),4.84,4.51,18.0,2022,262
2.0,6:18,2.0,8.0,CHI 9,13.0,0.0,Kirk Cousins pass complete short right to Adam Thielen for 4 yards (tackle by Greg Stroman),4.51,4.44,18.0,2022,262
2.0,5:28,3.0,4.0,CHI 5,13.0,0.0,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",4.44,3.3,18.0,2022,262
2.0,5:07,3.0,9.0,CHI 10,13.0,0.0,Kirk Cousins pass incomplete short left intended for Adam Thielen,3.3,2.76,18.0,2022,262
2.0,5:02,4.0,9.0,CHI 10,16.0,0.0,Greg Joseph 28 yard field goal good,2.76,3.0,18.0,2022,262
2.0,4:57,,,MIN 35,16.0,0.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,262
2.0,4:57,1.0,10.0,CHI 25,16.0,0.0,Tim Boyle pass complete short left to Cole Kmet for 17 yards (tackle by Camryn Bynum),0.61,1.73,18.0,2022,262
2.0,4:17,1.0,10.0,CHI 42,16.0,0.0,Tim Boyle pass complete short left to Cole Kmet for 16 yards (tackle by Josh Metellus),1.73,2.79,18.0,2022,262
2.0,3:42,1.0,10.0,MIN 42,16.0,6.0,"Velus Jones for 42 yards, touchdown Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",2.79,7.0,18.0,2022,262
2.0,3:31,,,MIN 15,16.0,6.0,"Cairo Santos kicks extra point good. Penalty on Patrick Peterson: Defensive Offside, 1 yard (accepted) (no play)",0.0,1.0,18.0,2022,262
2.0,3:23,1.0,1.0,MIN 2,16.0,6.0,Two Point Attempt: Tim Boyle pass incomplete intended for intended for Cole Kmet,1.0,-1.0,18.0,2022,262
2.0,3:31,,,CHI 35,16.0,6.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,262
2.0,3:31,1.0,10.0,MIN 25,16.0,6.0,Kirk Cousins pass complete short left to Alexander Mattison for 6 yards (tackle by Harrison Hand),0.61,0.87,18.0,2022,262
2.0,2:57,2.0,4.0,MIN 31,16.0,6.0,Alexander Mattison right guard for 11 yards (tackle by Greg Stroman and DeAndre Houston-Carson),0.87,1.73,18.0,2022,262
2.0,2:17,1.0,10.0,MIN 42,16.0,6.0,Kirk Cousins pass complete deep right to K.J. Osborn for 30 yards (tackle by Elijah Hicks),1.73,3.71,18.0,2022,262
2.0,2:00,1.0,10.0,CHI 28,16.0,6.0,Dalvin Cook right guard for 3 yards (tackle by Joe Thomas),3.71,3.57,18.0,2022,262
2.0,1:22,2.0,7.0,CHI 25,16.0,6.0,"Kirk Cousins pass complete short left to K.J. Osborn for 9 yards. K.J. Osborn fumbles (forced by Elijah Hicks) (tackle by Harrison Hand), recovered by K.J. Osborn at CHI-16",3.57,4.51,18.0,2022,262
2.0,1:12,,,,,,Timeout #1 by Chicago Bears,,,18.0,2022,262
2.0,1:12,1.0,10.0,CHI 16,16.0,6.0,Kirk Cousins pass complete to Justin Jefferson for 6 yards (tackle by Greg Stroman and DeAndre Houston-Carson),4.51,4.84,18.0,2022,262
2.0,1:05,,,,,,Timeout #2 by Chicago Bears,,,18.0,2022,262
2.0,1:05,2.0,5.0,CHI 10,16.0,6.0,Kirk Cousins pass complete short left to Justin Jefferson for 4 yards (tackle by Elijah Hicks),4.84,5.83,18.0,2022,262
2.0,0:57,,,,,,Timeout #3 by Chicago Bears,,,18.0,2022,262
2.0,0:57,1.0,6.0,CHI 6,16.0,6.0,Dalvin Cook right guard for 1 yard (tackle by Joe Thomas and Trevis Gipson),5.83,5.15,18.0,2022,262
2.0,0:25,,,,,,Timeout #2 by Minnesota Vikings,,,18.0,2022,262
2.0,0:25,2.0,5.0,CHI 5,16.0,6.0,Dalvin Cook right guard for -1 yards (tackle by Joe Thomas),5.15,4.04,18.0,2022,262
2.0,0:20,,,,,,Timeout #3 by Minnesota Vikings,,,18.0,2022,262
2.0,0:20,3.0,6.0,CHI 6,16.0,6.0,Kirk Cousins pass complete short right to Dalvin Cook for no gain (tackle by Nicholas Morrow),4.04,2.99,18.0,2022,262
2.0,0:01,4.0,6.0,CHI 6,16.0,6.0,Greg Joseph yard field goal good (no play),2.99,-0.32,18.0,2022,262
3.0,15:00,,,CHI 35,16.0,6.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,262
3.0,15:00,1.0,10.0,MIN 25,16.0,6.0,Nick Mullens pass complete short right to K.J. Osborn for 5 yards (tackle by DeAndre Houston-Carson),0.61,0.74,18.0,2022,262
3.0,14:24,2.0,5.0,MIN 30,16.0,6.0,Alexander Mattison right guard for 6 yards (tackle by Jaquan Brisker and Elijah Hicks),0.74,1.33,18.0,2022,262
3.0,13:46,1.0,10.0,MIN 36,16.0,6.0,Alexander Mattison for 11 yards (tackle by Elijah Hicks and Jaquan Brisker),1.33,2.06,18.0,2022,262
3.0,13:01,1.0,10.0,MIN 47,16.0,6.0,Nick Mullens pass complete short left to C.J. Ham for 10 yards (tackle by Joe Thomas),2.06,2.72,18.0,2022,262
3.0,12:41,1.0,10.0,CHI 43,16.0,6.0,Nick Mullens pass complete short middle to Jalen Nailor for 26 yards (tackle by Jaquan Brisker),2.72,4.44,18.0,2022,262
3.0,11:54,1.0,10.0,CHI 17,16.0,6.0,Nick Mullens scrambles left end for 4 yards (tackle by Trevis Gipson),4.44,4.5,18.0,2022,262
3.0,11:08,2.0,6.0,CHI 13,16.0,6.0,Jalen Reagor left end for 5 yards (tackle by Nicholas Morrow and Jaquan Brisker),4.5,4.8,18.0,2022,262
3.0,10:36,3.0,1.0,CHI 8,16.0,6.0,Nick Mullens right guard for 2 yards (tackle by Armon Watts and Jalyn Holmes),4.8,5.83,18.0,2022,262
3.0,10:07,,,,,,Timeout #1 by Minnesota Vikings,,,18.0,2022,262
3.0,10:07,1.0,6.0,CHI 6,16.0,6.0,Alexander Mattison right end for 5 yards (tackle by Dominique Robinson and Elijah Hicks),5.83,5.91,18.0,2022,262
3.0,9:51,2.0,1.0,CHI 1,16.0,6.0,Nick Mullens right guard for no gain (tackle by Matthew Adams and Mike Pennel),5.91,5.17,18.0,2022,262
3.0,9:28,3.0,1.0,CHI 1,22.0,6.0,"Alexander Mattison left tackle for 1 yard, touchdown",5.17,7.0,18.0,2022,262
3.0,9:25,,,CHI 15,23.0,6.0,Greg Joseph kicks extra point good,0.0,0.0,18.0,2022,262
3.0,9:25,,,MIN 35,23.0,6.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,262
3.0,9:25,1.0,10.0,CHI 25,23.0,6.0,Nathan Peterman pass complete deep left to Chase Claypool for 20 yards (tackle by Duke Shelley),0.61,1.93,18.0,2022,262
3.0,8:48,1.0,10.0,CHI 45,23.0,6.0,David Montgomery left guard for 3 yards (tackle by Khyiris Tonga and D.J. Wonnum),1.93,1.79,18.0,2022,262
3.0,8:14,2.0,7.0,CHI 48,23.0,6.0,David Montgomery right tackle for 8 yards (tackle by Troy Dye and Duke Shelley),1.79,2.65,18.0,2022,262
3.0,7:32,1.0,10.0,MIN 44,23.0,6.0,David Montgomery left tackle for 5 yards (tackle by Camryn Bynum and Kris Boyd),2.65,2.78,18.0,2022,262
3.0,6:46,2.0,5.0,MIN 39,23.0,6.0,Nathan Peterman pass incomplete deep left intended for N'Keal Harry,2.78,2.08,18.0,2022,262
3.0,6:41,3.0,5.0,MIN 39,23.0,6.0,Nathan Peterman pass complete short middle to N'Keal Harry for 7 yards (tackle by Chandon Sullivan),2.08,3.45,18.0,2022,262
3.0,6:02,1.0,10.0,MIN 32,23.0,6.0,Khalil Herbert left end for 4 yards (tackle by Troy Dye),3.45,3.44,18.0,2022,262
3.0,5:26,2.0,6.0,MIN 28,23.0,6.0,Nathan Peterman pass complete short right to Cole Kmet for 13 yards (tackle by Patrick Jones),3.44,4.58,18.0,2022,262
3.0,4:56,1.0,10.0,MIN 15,23.0,6.0,Khalil Herbert left end for 4 yards (tackle by Ryan Connelly),4.58,4.64,18.0,2022,262
3.0,4:16,2.0,6.0,MIN 11,23.0,12.0,"Nathan Peterman pass complete short left to Cole Kmet for 11 yards, touchdown",4.64,7.0,18.0,2022,262
3.0,4:07,,,MIN 15,23.0,13.0,Cairo Santos kicks extra point good,0.0,0.0,18.0,2022,262
3.0,4:07,,,CHI 35,23.0,13.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,262
3.0,4:07,1.0,10.0,MIN 25,23.0,13.0,Kene Nwangwu right end for 8 yards (tackle by A.J. Thomas),0.61,1.14,18.0,2022,262
3.0,3:30,2.0,2.0,MIN 33,23.0,13.0,Nick Mullens pass complete short left to Kene Nwangwu for 16 yards (tackle by Jaquan Brisker),1.14,2.19,18.0,2022,262
3.0,2:50,1.0,10.0,MIN 49,23.0,13.0,Kene Nwangwu right tackle for 2 yards (tackle by Nicholas Morrow and Greg Stroman),2.19,1.92,18.0,2022,262
3.0,14:55,2.0,8.0,CHI 49,23.0,13.0,"Nick Mullens pass complete short left to Jalen Reagor for 7 yards (tackle by Harrison Hand). Penalty on Joe Thomas: Roughing the Passer, 15 yards (accepted)",1.92,3.78,18.0,2022,262
3.0,1:40,1.0,10.0,CHI 27,23.0,13.0,"Penalty on Oli Udoh: False Start, 5 yards (accepted) (no play)",3.78,3.45,18.0,2022,262
3.0,1:19,1.0,15.0,CHI 32,23.0,13.0,Nick Mullens pass incomplete deep left intended for K.J. Osborn (defended by Jaquan Brisker),3.45,2.56,18.0,2022,262
3.0,1:12,2.0,15.0,CHI 32,23.0,13.0,Nick Mullens right tackle for 2 yards (tackle by Joe Thomas),2.56,2.15,18.0,2022,262
3.0,0:32,3.0,13.0,CHI 30,23.0,13.0,Nick Mullens pass complete short left to Irv Smith for -2 yards (tackle by Justin Jones),2.15,1.24,18.0,2022,262
4.0,15:00,4.0,15.0,CHI 32,26.0,13.0,Greg Joseph 50 yard field goal good,1.24,3.0,18.0,2022,262
4.0,14:55,,,MIN 35,26.0,13.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,262
4.0,14:55,1.0,10.0,CHI 25,26.0,13.0,Khalil Herbert left guard for 6 yards (tackle by Patrick Jones and Luiji Vilain),0.61,0.87,18.0,2022,262
4.0,14:13,2.0,4.0,CHI 31,26.0,13.0,Khalil Herbert left guard for 12 yards (tackle by Kris Boyd),0.87,1.8,18.0,2022,262
4.0,13:29,1.0,10.0,CHI 43,26.0,13.0,Nathan Peterman scrambles left tackle for 1 yard (tackle by Luiji Vilain),1.8,1.39,18.0,2022,262
4.0,12:52,2.0,9.0,CHI 44,26.0,13.0,Khalil Herbert right guard for no gain (tackle by Khyiris Tonga),1.39,0.69,18.0,2022,262
4.0,12:14,3.0,9.0,CHI 44,26.0,13.0,"Penalty on Braxton Jones: False Start, 5 yards (accepted) (no play)",0.69,0.04,18.0,2022,262
4.0,12:10,3.0,14.0,CHI 39,26.0,13.0,Nathan Peterman pass complete short left to Khalil Herbert for -1 yards (tackle by Patrick Jones),0.04,-0.85,18.0,2022,262
4.0,11:41,4.0,15.0,CHI 38,26.0,13.0,Trenton Gill punts 44 yards out of bounds,-0.85,-0.04,18.0,2022,262
4.0,11:32,1.0,10.0,MIN 18,26.0,13.0,"Penalty on Vederian Lowe: False Start, 5 yards (accepted) (no play)",0.04,-0.45,18.0,2022,262
4.0,11:32,1.0,15.0,MIN 13,26.0,13.0,Nick Mullens pass complete short right to Jalen Nailor for 14 yards (tackle by Jaquan Brisker and Greg Stroman),-0.45,0.82,18.0,2022,262
4.0,10:51,2.0,1.0,MIN 27,26.0,13.0,Kene Nwangwu left tackle for 4 yards (tackle by Joe Thomas),0.82,1.0,18.0,2022,262
4.0,10:14,1.0,10.0,MIN 31,26.0,13.0,Nick Mullens pass complete short middle to Jalen Reagor for 10 yards (tackle by Harrison Hand),1.0,1.66,18.0,2022,262
4.0,9:31,1.0,10.0,MIN 41,26.0,13.0,Nick Mullens pass deep right intended for Jalen Nailor is intercepted by Greg Stroman at CHI-37 and returned for 10 yards (tackle by Kene Nwangwu),1.66,-2.06,18.0,2022,262
4.0,9:18,1.0,10.0,CHI 47,26.0,13.0,Nathan Peterman pass incomplete short right intended for Cole Kmet (defended by Josh Metellus),2.06,1.52,18.0,2022,262
4.0,9:15,2.0,10.0,CHI 47,26.0,13.0,Nathan Peterman pass complete short left to Byron Pringle for 5 yards (tackle by Kris Boyd),1.52,1.49,18.0,2022,262
4.0,8:41,3.0,5.0,MIN 48,26.0,13.0,Nathan Peterman pass complete short left to Chase Claypool for 9 yards (tackle by Kris Boyd),1.49,2.98,18.0,2022,262
4.0,8:03,1.0,10.0,MIN 39,26.0,13.0,David Montgomery right guard for -2 yards (tackle by William Kwenkeu),2.98,2.17,18.0,2022,262
4.0,7:26,2.0,12.0,MIN 41,26.0,13.0,Nathan Peterman pass incomplete short left intended for Trestan Ebner,2.17,1.49,18.0,2022,262
4.0,7:22,3.0,12.0,MIN 41,26.0,13.0,Nathan Peterman pass incomplete short middle intended for Dante Pettis (defended by Chandon Sullivan),1.49,0.53,18.0,2022,262
4.0,7:20,4.0,12.0,MIN 41,26.0,13.0,Nathan Peterman pass incomplete deep right intended for Velus Jones,0.53,-1.66,18.0,2022,262
4.0,7:14,1.0,10.0,MIN 41,26.0,13.0,Ty Chandler right tackle for 1 yard (tackle by Nicholas Morrow),1.66,1.26,18.0,2022,262
4.0,7:10,,,,,,Timeout #1 by Chicago Bears,,,18.0,2022,262
4.0,7:10,2.0,9.0,MIN 42,26.0,13.0,Ty Chandler right end for 1 yard (tackle by Armon Watts and Joe Thomas),1.26,0.7,18.0,2022,262
4.0,7:05,,,,,,Timeout #2 by Chicago Bears,,,18.0,2022,262
4.0,7:05,3.0,8.0,MIN 43,26.0,13.0,Nick Mullens pass complete short left to Jalen Nailor for 11 yards (tackle by Harrison Hand),0.7,2.52,18.0,2022,262
4.0,6:18,1.0,10.0,CHI 46,26.0,13.0,"Penalty on Vederian Lowe: False Start, 5 yards (accepted) (no play)",2.52,2.19,18.0,2022,262
4.0,6:18,1.0,15.0,MIN 49,26.0,13.0,Nick Mullens pass complete short middle to Jalen Nailor for 11 yards (tackle by Harrison Hand),2.19,2.79,18.0,2022,262
4.0,5:55,2.0,4.0,CHI 40,26.0,13.0,Ty Chandler left tackle for 10 yards (tackle by A.J. Thomas),2.79,3.58,18.0,2022,262
4.0,5:14,1.0,10.0,CHI 30,26.0,13.0,Kene Nwangwu left end for 1 yard (tackle by Jalyn Holmes and Al-Quadin Muhammad),3.58,3.17,18.0,2022,262
4.0,5:08,,,,,,Timeout #3 by Chicago Bears,,,18.0,2022,262
4.0,5:08,2.0,9.0,CHI 29,26.0,13.0,Nick Mullens pass complete short left to Irv Smith for 8 yards (tackle by Joe Thomas),3.17,3.53,18.0,2022,262
4.0,4:30,3.0,1.0,CHI 21,26.0,13.0,Kene Nwangwu left guard for -2 yards (tackle by Joe Thomas),3.53,2.03,18.0,2022,262
4.0,3:43,,,,,,Timeout #2 by Minnesota Vikings,,,18.0,2022,262
4.0,3:43,4.0,3.0,CHI 23,29.0,13.0,Greg Joseph 41 yard field goal good,2.03,3.0,18.0,2022,262
4.0,3:39,,,MIN 35,29.0,13.0,"Greg Joseph kicks off 55 yards, returned by Velus Jones for 14 yards (tackle by William Kwenkeu)",0.0,0.54,18.0,2022,262
4.0,3:33,1.0,10.0,CHI 24,29.0,13.0,Tim Boyle pass incomplete short right intended for Dante Pettis (defended by Josh Metellus),0.54,0.0,18.0,2022,262
4.0,3:28,2.0,10.0,CHI 24,29.0,13.0,Tim Boyle pass incomplete short right intended for Dante Pettis,0.0,-0.69,18.0,2022,262
4.0,3:25,3.0,10.0,CHI 24,29.0,13.0,Tim Boyle pass incomplete short right intended for Trestan Ebner,-0.69,-1.77,18.0,2022,262
4.0,3:20,4.0,10.0,CHI 24,29.0,13.0,Tim Boyle pass deep right intended for Chase Claypool is intercepted by Duke Shelley at MIN-36 and returned for no gain (tackle by Chase Claypool),-1.77,-1.33,18.0,2022,262
4.0,3:13,1.0,10.0,MIN 36,29.0,13.0,Ty Chandler right guard for 4 yards (tackle by Trevis Gipson and Joe Thomas),1.33,1.33,18.0,2022,262
4.0,2:26,2.0,6.0,MIN 40,29.0,13.0,Ty Chandler right tackle for 1 yard (tackle by Jaquan Brisker),1.33,0.76,18.0,2022,262
4.0,2:00,3.0,5.0,MIN 41,29.0,13.0,Ty Chandler right tackle for 3 yards (tackle by Matthew Adams and Jaquan Brisker),0.76,-0.46,18.0,2022,262
4.0,0:56,4.0,2.0,MIN 44,29.0,13.0,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",-0.46,-0.78,18.0,2022,262
4.0,0:56,4.0,7.0,MIN 39,29.0,13.0,"Ryan Wright punts 35 yards, returned by Dante Pettis for -2 yards (tackle by Theo Jackson)",-0.78,-0.54,18.0,2022,262
4.0,0:47,1.0,10.0,CHI 24,29.0,13.0,Tim Boyle kneels for -1 yards,0.54,-0.14,18.0,2022,262
4.0,0:27,2.0,11.0,CHI 23,29.0,13.0,Tim Boyle kneels for -1 yards,-0.14,-0.96,18.0,2022,262
