Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA,week,year,game_id
1,9:05,1.0,10.0,LAR 14,3.0,0.0,"Penalty on Geno Smith: False Start, 5 yards (accepted) (no play)",4.65,4.26,18.0,2022,270
1,8:42,1.0,15.0,LAR 19,3.0,0.0,Kenneth Walker left guard for 2 yards (tackle by Jonah Williams and Earnest Brown),4.26,3.59,18.0,2022,270
1,8:04,2.0,13.0,LAR 17,3.0,0.0,Geno Smith sacked by Leonard Floyd for -2 yards,3.59,2.73,18.0,2022,270
1,7:18,3.0,15.0,LAR 19,3.0,0.0,Geno Smith pass incomplete deep middle intended for D.K. Metcalf (defended by Troy Hill),2.73,2.18,18.0,2022,270
1,7:13,4.0,15.0,LAR 19,3.0,3.0,Jason Myers 37 yard field goal good,2.18,3.0,18.0,2022,270
1,7:09,,,SEA 35,3.0,3.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,270
1,7:09,1.0,10.0,LAR 25,3.0,3.0,Baker Mayfield sacked by Coby Bryant for -3 yards,0.61,-0.34,18.0,2022,270
1,6:28,2.0,13.0,LAR 22,3.0,3.0,Baker Mayfield right end for 11 yards (tackle by Coby Bryant),-0.34,0.43,18.0,2022,270
1,5:55,3.0,2.0,LAR 33,3.0,3.0,Baker Mayfield sacked by Bruce Irvin for -10 yards,0.43,-1.83,18.0,2022,270
1,5:11,4.0,12.0,LAR 23,3.0,3.0,"Riley Dixon punts 46 yards, returned by DeeJay Dallas for 20 yards (tackle by Quentin Lake)",-1.83,-2.32,18.0,2022,270
1,5:00,1.0,10.0,LAR 49,3.0,3.0,Kenneth Walker right guard for 4 yards (tackle by Ernest Jones),2.32,2.32,18.0,2022,270
1,4:19,2.0,6.0,LAR 45,3.0,3.0,Geno Smith scrambles right end for 8 yards (tackle by Leonard Floyd),2.32,3.12,18.0,2022,270
1,3:49,1.0,10.0,LAR 37,3.0,3.0,Geno Smith scrambles left end for 9 yards (tackle by Cobie Durant),3.12,3.79,18.0,2022,270
1,3:10,2.0,1.0,LAR 28,3.0,3.0,Kenneth Walker right end for 6 yards (tackle by Troy Hill and Jonah Williams),3.79,4.11,18.0,2022,270
1,2:32,1.0,10.0,LAR 22,3.0,3.0,Geno Smith pass complete short right to Noah Fant for 2 yards,4.11,3.83,18.0,2022,270
1,1:57,2.0,8.0,LAR 20,3.0,3.0,Kenneth Walker right tackle for -1 yards (tackle by Russ Yeast),3.83,3.01,18.0,2022,270
1,1:15,3.0,9.0,LAR 21,3.0,3.0,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",3.01,2.35,18.0,2022,270
1,0:55,3.0,14.0,LAR 26,3.0,3.0,Geno Smith pass complete short middle to Noah Fant for 8 yards (tackle by Taylor Rapp),2.35,2.27,18.0,2022,270
1,0:20,4.0,6.0,LAR 18,3.0,6.0,Jason Myers 36 yard field goal good,2.27,3.0,18.0,2022,270
1,0:15,,,SEA 35,3.0,6.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,270
1,0:15,1.0,10.0,LAR 25,3.0,6.0,Cam Akers right guard for no gain (tackle by Shelby Harris and Alexander Johnson),0.61,0.06,18.0,2022,270
2,15:00,2.0,10.0,LAR 25,3.0,6.0,Baker Mayfield pass complete short right to Tyler Higbee for 9 yards (tackle by Coby Bryant),0.06,0.56,18.0,2022,270
2,14:37,3.0,1.0,LAR 34,3.0,6.0,Cam Akers right end for 32 yards (tackle by Quandre Diggs),0.56,3.31,18.0,2022,270
2,14:05,1.0,10.0,SEA 34,3.0,6.0,Cam Akers right guard for 4 yards (tackle by Cody Barton),3.31,3.31,18.0,2022,270
2,13:24,2.0,6.0,SEA 30,3.0,6.0,Cam Akers left guard for 3 yards (tackle by Shelby Harris and Tariq Woolen),3.31,3.01,18.0,2022,270
2,12:45,3.0,3.0,SEA 27,3.0,6.0,Baker Mayfield sacked by Boye Mafe for no gain,3.01,1.77,18.0,2022,270
2,12:02,4.0,3.0,SEA 27,6.0,6.0,Matt Gay 45 yard field goal good,1.77,3.0,18.0,2022,270
2,11:58,,,LAR 35,6.0,6.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,270
2,11:58,1.0,10.0,SEA 25,6.0,6.0,"Penalty on Colby Parkinson: False Start, 5 yards (accepted) (no play)",0.61,0.28,18.0,2022,270
2,11:58,1.0,15.0,SEA 20,6.0,6.0,Kenneth Walker right tackle for 8 yards (tackle by Ernest Jones),0.28,0.47,18.0,2022,270
2,11:17,2.0,7.0,SEA 28,6.0,6.0,Geno Smith pass complete short right to Tyler Lockett for -6 yards (tackle by Ernest Jones),0.47,-1.02,18.0,2022,270
2,10:35,3.0,13.0,SEA 22,6.0,6.0,DeeJay Dallas right guard for 2 yards (tackle by Bobby Wagner),-1.02,-1.77,18.0,2022,270
2,9:54,4.0,11.0,SEA 24,6.0,6.0,"Michael Dickson punts 51 yards, returned by Brandon Powell for 7 yards (tackle by Nick Bellore)",-1.77,-1.07,18.0,2022,270
2,9:42,1.0,10.0,LAR 32,6.0,6.0,Baker Mayfield pass incomplete short left intended for Brandon Powell,1.07,0.53,18.0,2022,270
2,9:37,2.0,10.0,LAR 32,6.0,6.0,Baker Mayfield pass complete short right to Tyler Higbee for 3 yards (tackle by Johnathan Abram),0.53,0.23,18.0,2022,270
2,9:03,3.0,7.0,LAR 35,6.0,6.0,"Baker Mayfield pass incomplete short right intended for Van Jefferson. Penalty on Johnathan Abram: Illegal Contact, 5 yards (accepted) (no play)",0.23,1.6,18.0,2022,270
2,8:55,1.0,10.0,LAR 40,6.0,6.0,Baker Mayfield pass complete short left to Cam Akers for 13 yards (tackle by Tanner Muse),1.6,2.46,18.0,2022,270
2,8:12,1.0,10.0,SEA 47,6.0,6.0,Cam Akers right guard for 4 yards (tackle by Michael Jackson),2.46,2.45,18.0,2022,270
2,7:33,2.0,6.0,SEA 43,6.0,6.0,"Baker Mayfield pass complete short right to Van Jefferson for no gain (tackle by Johnathan Abram and Cody Barton). Penalty on Chandler Brewer: Chop Block, 15 yards (accepted) (no play)",2.45,0.43,18.0,2022,270
2,7:05,2.0,21.0,LAR 42,6.0,6.0,Cam Akers left guard for 3 yards (tackle by Quinton Jefferson and Shelby Harris),0.43,0.17,18.0,2022,270
2,6:42,3.0,18.0,LAR 45,6.0,6.0,Baker Mayfield pass complete short left to Cam Akers for 8 yards (tackle by Johnathan Abram),0.17,0.13,18.0,2022,270
2,6:05,4.0,10.0,SEA 47,6.0,6.0,"Riley Dixon punts 47 yards, touchback.",0.13,-0.28,18.0,2022,270
2,5:59,1.0,10.0,SEA 20,6.0,6.0,Geno Smith pass incomplete short left,0.28,-0.27,18.0,2022,270
2,5:53,2.0,10.0,SEA 20,6.0,6.0,Geno Smith pass complete short middle to Cade Johnson for 11 yards (tackle by Cobie Durant),-0.27,1.0,18.0,2022,270
2,5:12,1.0,10.0,SEA 31,6.0,6.0,Kenneth Walker left guard for -2 yards (tackle by Earnest Brown),1.0,0.19,18.0,2022,270
2,4:35,2.0,12.0,SEA 29,6.0,6.0,Geno Smith pass complete short right to Kenneth Walker for 10 yards (tackle by Bobby Wagner),0.19,0.83,18.0,2022,270
2,3:50,,,,,,Timeout #1 by Seattle Seahawks,,,18.0,2022,270
2,3:50,3.0,2.0,SEA 39,6.0,6.0,Geno Smith pass incomplete short middle intended for Colby Parkinson (defended by Quentin Lake),0.83,-0.78,18.0,2022,270
2,3:46,4.0,2.0,SEA 39,6.0,6.0,Michael Dickson punts 48 yards out of bounds,-0.78,0.32,18.0,2022,270
2,3:39,1.0,10.0,LAR 13,6.0,6.0,Cam Akers left guard for 4 yards (tackle by Cody Barton and Johnathan Abram),-0.32,-0.3,18.0,2022,270
2,2:56,2.0,6.0,LAR 17,6.0,6.0,Baker Mayfield pass incomplete short left intended for Brycen Hopkins (defended by Cody Barton),-0.3,-0.94,18.0,2022,270
2,2:49,3.0,6.0,LAR 17,6.0,6.0,Baker Mayfield pass complete deep left to Van Jefferson for 35 yards (tackle by Tariq Woolen),-0.94,2.39,18.0,2022,270
2,2:20,1.0,10.0,SEA 48,6.0,6.0,Baker Mayfield pass incomplete deep left intended for Brandon Powell,2.39,1.85,18.0,2022,270
2,2:14,2.0,10.0,SEA 48,6.0,6.0,Baker Mayfield pass incomplete short left intended for Tyler Higbee,1.85,1.16,18.0,2022,270
2,2:13,,,,,,Timeout #2 by Seattle Seahawks,,,18.0,2022,270
2,2:13,3.0,10.0,SEA 48,6.0,6.0,Baker Mayfield pass complete short right to Tyler Higbee for 17 yards (tackle by Teez Tabor and Coby Bryant),1.16,3.51,18.0,2022,270
2,2:00,1.0,10.0,SEA 31,6.0,6.0,Brandon Powell left guard for 15 yards (tackle by Quandre Diggs),3.51,4.51,18.0,2022,270
2,1:24,1.0,10.0,SEA 16,6.0,6.0,Cam Akers right guard for 5 yards (tackle by Tanner Muse and Quinton Jefferson),4.51,4.76,18.0,2022,270
2,0:45,2.0,5.0,SEA 11,12.0,6.0,"Tutu Atwell left end for 11 yards, touchdown",4.76,7.0,18.0,2022,270
2,0:39,,,SEA 15,13.0,6.0,Matt Gay kicks extra point good,0.0,0.0,18.0,2022,270
2,0:39,,,LAR 35,13.0,6.0,"Matt Gay kicks off 54 yards, returned by Godwin Igwebuike for 29 yards (tackle by Keir Thomas)",0.0,1.6,18.0,2022,270
2,0:33,1.0,10.0,SEA 40,13.0,6.0,Geno Smith sacked by Michael Hoecht for -5 yards,1.6,0.38,18.0,2022,270
2,0:26,,,,,,Timeout #3 by Seattle Seahawks,,,18.0,2022,270
2,0:26,2.0,15.0,SEA 35,13.0,6.0,Geno Smith pass incomplete deep right intended for Tyler Lockett (defended by Taylor Rapp),0.38,-0.3,18.0,2022,270
2,0:20,3.0,15.0,SEA 35,13.0,6.0,Geno Smith pass complete short left to D.K. Metcalf for 11 yards (tackle by Troy Hill),-0.3,-0.32,18.0,2022,270
2,0:16,4.0,4.0,SEA 46,13.0,6.0,Michael Dickson punts 28 yards out of bounds,-0.32,-0.67,18.0,2022,270
2,0:10,1.0,10.0,LAR 26,13.0,6.0,Baker Mayfield kneels for -1 yards,0.67,-0.01,18.0,2022,270
3,15:00,,,SEA 35,13.0,6.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,270
3,15:00,1.0,10.0,LAR 25,13.0,6.0,Cam Akers right tackle for 5 yards (tackle by Michael Jackson),0.61,0.74,18.0,2022,270
3,14:21,2.0,5.0,LAR 30,13.0,6.0,Cam Akers right tackle for 4 yards (tackle by Poona Ford),0.74,0.56,18.0,2022,270
3,13:41,3.0,1.0,LAR 34,13.0,6.0,Cam Akers left guard for no gain (tackle by Bruce Irvin and Coby Bryant),0.56,-1.11,18.0,2022,270
3,12:58,4.0,1.0,LAR 34,13.0,6.0,Cam Akers right tackle for 4 yards (tackle by Tanner Muse and Poona Ford),-1.11,1.47,18.0,2022,270
3,12:21,1.0,10.0,LAR 38,13.0,6.0,Baker Mayfield pass incomplete deep left intended for Van Jefferson (defended by Tariq Woolen),1.47,0.92,18.0,2022,270
3,12:14,2.0,10.0,LAR 38,13.0,6.0,Baker Mayfield pass incomplete short left intended for Tyler Higbee,0.92,0.23,18.0,2022,270
3,12:10,3.0,10.0,LAR 38,13.0,6.0,Baker Mayfield sacked by Darrell Taylor for -4 yards,0.23,-1.11,18.0,2022,270
3,11:37,4.0,14.0,LAR 34,13.0,6.0,"Riley Dixon punts 58 yards, returned by DeeJay Dallas for 4 yards (tackle by Robert Rochell)",-1.11,0.35,18.0,2022,270
3,11:31,1.0,10.0,SEA 12,13.0,6.0,Kenneth Walker left guard for -1 yards (tackle by Bobby Wagner),-0.35,-0.85,18.0,2022,270
3,11:05,2.0,11.0,SEA 11,13.0,6.0,Geno Smith pass complete short middle to Colby Parkinson for 15 yards (tackle by Jalen Ramsey),-0.85,0.67,18.0,2022,270
3,10:41,1.0,10.0,SEA 26,13.0,6.0,Geno Smith pass complete deep middle to D.K. Metcalf for 23 yards (tackle by Taylor Rapp),0.67,2.19,18.0,2022,270
3,9:57,1.0,10.0,SEA 49,13.0,6.0,Kenneth Walker left guard for 15 yards (tackle by Quentin Lake),2.19,3.18,18.0,2022,270
3,9:16,1.0,10.0,LAR 36,13.0,12.0,"Geno Smith pass complete deep middle to Tyler Lockett for 36 yards, touchdown",3.18,7.0,18.0,2022,270
3,9:09,,,LAR 15,13.0,13.0,Jason Myers kicks extra point good,0.0,0.0,18.0,2022,270
3,9:09,,,SEA 35,13.0,13.0,"Jason Myers kicks off 63 yards, returned by Brandon Powell for 17 yards (tackle by Jon Rhattigan)",0.0,0.15,18.0,2022,270
3,9:04,1.0,10.0,LAR 19,13.0,13.0,Baker Mayfield pass complete short right to Van Jefferson for 14 yards (tackle by Johnathan Abram),0.15,1.14,18.0,2022,270
3,8:24,1.0,10.0,LAR 33,13.0,13.0,Baker Mayfield scrambles left end for 10 yards (tackle by Cody Barton),1.14,1.8,18.0,2022,270
3,7:44,1.0,10.0,LAR 43,13.0,13.0,Cam Akers left tackle for 8 yards (tackle by Cody Barton and Johnathan Abram),1.8,2.33,18.0,2022,270
3,7:04,2.0,2.0,SEA 49,13.0,13.0,Baker Mayfield pass complete short middle to Tyler Higbee for 4 yards (tackle by Shelby Harris and Poona Ford),2.33,2.59,18.0,2022,270
3,6:18,1.0,10.0,SEA 45,13.0,13.0,Baker Mayfield pass complete short left to Tutu Atwell for 21 yards (tackle by Quandre Diggs),2.59,3.97,18.0,2022,270
3,5:42,1.0,10.0,SEA 24,13.0,13.0,Cam Akers right tackle for 4 yards (tackle by Michael Jackson and Alexander Johnson),3.97,3.97,18.0,2022,270
3,5:05,2.0,6.0,SEA 20,13.0,13.0,Baker Mayfield right end for 1 yard (tackle by Boye Mafe),3.97,3.41,18.0,2022,270
3,4:25,3.0,5.0,SEA 19,13.0,13.0,Baker Mayfield pass incomplete short right,3.41,2.24,18.0,2022,270
3,4:17,4.0,5.0,SEA 19,16.0,13.0,Matt Gay 38 yard field goal good,2.24,3.0,18.0,2022,270
3,4:13,,,LAR 35,16.0,13.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,270
3,4:13,1.0,10.0,SEA 25,16.0,13.0,Kenneth Walker right guard for 3 yards (tackle by Cobie Durant),0.61,0.47,18.0,2022,270
3,3:51,2.0,7.0,SEA 28,16.0,13.0,Geno Smith pass complete short middle to Dareke Young for 12 yards (tackle by Marquise Copeland),0.47,1.6,18.0,2022,270
3,3:12,1.0,10.0,SEA 40,16.0,13.0,Kenneth Walker left tackle for 3 yards (tackle by Keir Thomas and Marquise Copeland),1.6,1.46,18.0,2022,270
3,2:35,2.0,7.0,SEA 43,16.0,13.0,Geno Smith pass deep left intended for D.K. Metcalf is intercepted by Jalen Ramsey at LA-41 and returned for no gain (tackle by D.K. Metcalf),1.46,-1.66,18.0,2022,270
3,2:25,1.0,10.0,LAR 41,16.0,13.0,Cam Akers left end for 5 yards (tackle by Cody Barton and Uchenna Nwosu),1.66,1.8,18.0,2022,270
3,1:43,2.0,5.0,LAR 46,16.0,13.0,Cam Akers right tackle for 10 yards (tackle by Cody Barton),1.8,2.65,18.0,2022,270
3,1:02,1.0,10.0,SEA 44,16.0,13.0,Baker Mayfield sacked by and Bruce Irvin for -7 yards and Uchenna Nwosu for -7 yards,2.65,1.17,18.0,2022,270
3,0:17,2.0,17.0,LAR 49,16.0,13.0,Cam Akers right guard for 5 yards (tackle by Uchenna Nwosu),1.17,1.16,18.0,2022,270
4,15:00,3.0,12.0,SEA 46,16.0,13.0,Baker Mayfield pass complete short right to Brandon Powell for 2 yards (tackle by Quandre Diggs and Coby Bryant),1.16,0.33,18.0,2022,270
4,14:22,4.0,10.0,SEA 44,16.0,13.0,Riley Dixon punts 27 yards downed by Quentin Lake,0.33,0.06,18.0,2022,270
4,14:14,1.0,10.0,SEA 17,16.0,13.0,Kenneth Walker left guard for 6 yards (tackle by Leonard Floyd),-0.06,0.35,18.0,2022,270
4,13:37,2.0,4.0,SEA 23,16.0,13.0,Kenneth Walker left tackle for no gain (tackle by Bobby Wagner),0.35,-0.49,18.0,2022,270
4,12:55,3.0,4.0,SEA 23,16.0,13.0,Geno Smith pass complete short left to DeeJay Dallas for -3 yards (tackle by Taylor Rapp),-0.49,-2.03,18.0,2022,270
4,12:11,4.0,7.0,SEA 20,16.0,13.0,"Michael Dickson punts 54 yards, returned by Brandon Powell for 9 yards (tackle by Godwin Igwebuike)",-2.03,-1.27,18.0,2022,270
4,11:58,1.0,10.0,LAR 35,16.0,13.0,Cam Akers right guard for 3 yards (tackle by Alexander Johnson and Boye Mafe),1.27,1.13,18.0,2022,270
4,11:20,2.0,7.0,LAR 38,16.0,13.0,Baker Mayfield pass incomplete short right,1.13,0.43,18.0,2022,270
4,11:15,3.0,7.0,LAR 38,16.0,13.0,Baker Mayfield pass complete short left to Van Jefferson for 12 yards (tackle by Tariq Woolen),0.43,2.26,18.0,2022,270
4,10:35,1.0,10.0,LAR 50,16.0,13.0,Cam Akers left end for -5 yards (tackle by Uchenna Nwosu),2.26,1.04,18.0,2022,270
4,9:53,2.0,15.0,LAR 45,16.0,13.0,Baker Mayfield pass incomplete short middle intended for Van Jefferson (defended by Michael Jackson),1.04,0.37,18.0,2022,270
4,9:48,3.0,15.0,LAR 45,16.0,13.0,Baker Mayfield pass incomplete deep right intended for Tutu Atwell,0.37,-0.39,18.0,2022,270
4,9:42,4.0,15.0,LAR 45,16.0,13.0,"Riley Dixon punts 41 yards, fair catch by Tyler Lockett at SEA-14",-0.39,0.28,18.0,2022,270
4,9:35,1.0,10.0,SEA 14,16.0,13.0,Geno Smith pass complete short middle to Noah Fant for 7 yards (tackle by Quentin Lake),-0.28,0.28,18.0,2022,270
4,8:58,2.0,3.0,SEA 21,16.0,13.0,Geno Smith pass incomplete deep left intended for Tyler Lockett,0.28,-0.56,18.0,2022,270
4,8:51,3.0,3.0,SEA 21,16.0,13.0,Geno Smith pass incomplete short right intended for Tyler Lockett (defended by Jalen Ramsey),-0.56,-1.96,18.0,2022,270
4,8:47,4.0,3.0,SEA 21,16.0,13.0,"Michael Dickson punts downed by Dareke Young. Penalty on Jonah Williams: Running Into the Kicker, 5 yards (accepted) (no play)",-1.96,0.67,18.0,2022,270
4,8:38,1.0,10.0,SEA 26,16.0,13.0,Geno Smith sacked by Quentin Lake for -1 yards,0.67,-0.01,18.0,2022,270
4,7:57,,,,,,Timeout #1 by Seattle Seahawks,,,18.0,2022,270
4,7:57,2.0,11.0,SEA 25,16.0,13.0,Geno Smith pass complete deep right to Colby Parkinson for 32 yards (tackle by Taylor Rapp),-0.01,2.72,18.0,2022,270
4,7:22,1.0,10.0,LAR 43,16.0,13.0,Geno Smith pass complete short left to Dareke Young for 12 yards (tackle by Jalen Ramsey),2.72,3.51,18.0,2022,270
4,6:41,1.0,10.0,LAR 31,16.0,13.0,Geno Smith pass complete short left to D.K. Metcalf for 6 yards (tackle by Jalen Ramsey),3.51,3.78,18.0,2022,270
4,6:02,2.0,4.0,LAR 25,16.0,13.0,Nick Bellore right guard for 3 yards (tackle by Michael Hoecht),3.78,3.47,18.0,2022,270
4,5:18,3.0,1.0,LAR 22,16.0,13.0,Kenneth Walker right end for no gain (tackle by Troy Hill and Marquise Copeland),3.47,2.14,18.0,2022,270
4,4:32,,,,,,Timeout #2 by Seattle Seahawks,,,18.0,2022,270
4,4:32,4.0,1.0,LAR 22,16.0,13.0,Kenneth Walker left end for 9 yards (tackle by Troy Hill),2.14,4.71,18.0,2022,270
4,3:48,1.0,10.0,LAR 13,16.0,13.0,Geno Smith scrambles right end for 9 yards (tackle by Quentin Lake),4.71,5.73,18.0,2022,270
4,3:18,2.0,1.0,LAR 4,16.0,13.0,Kenneth Walker right guard for 2 yards (tackle by Quentin Lake and Marquise Copeland),5.73,6.74,18.0,2022,270
4,2:37,1.0,2.0,LAR 2,16.0,13.0,Kenneth Walker right guard for 1 yard (tackle by Earnest Brown),6.74,5.91,18.0,2022,270
4,2:31,,,,,,Timeout #1 by Los Angeles Rams,,,18.0,2022,270
4,2:31,2.0,1.0,LAR 1,16.0,13.0,Kenneth Walker left end for no gain (tackle by Jalen Ramsey),5.91,5.17,18.0,2022,270
4,2:27,,,,,,Timeout #3 by Seattle Seahawks,,,18.0,2022,270
4,2:27,3.0,1.0,LAR 1,16.0,13.0,Kenneth Walker right guard for -3 yards (tackle by Taylor Rapp),5.17,3.03,18.0,2022,270
4,2:23,,,,,,Timeout #2 by Los Angeles Rams,,,18.0,2022,270
4,2:23,4.0,4.0,LAR 4,16.0,16.0,Jason Myers 22 yard field goal good,3.03,3.0,18.0,2022,270
4,2:19,,,SEA 35,16.0,16.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,270
4,2:19,1.0,10.0,LAR 25,16.0,16.0,Cam Akers right guard for 2 yards (tackle by Uchenna Nwosu and Michael Jackson),0.61,0.33,18.0,2022,270
4,2:00,2.0,8.0,LAR 27,16.0,16.0,Baker Mayfield pass incomplete short middle intended for Van Jefferson,0.33,-0.36,18.0,2022,270
4,1:57,3.0,8.0,LAR 27,16.0,16.0,Baker Mayfield pass complete short right to Tutu Atwell for 6 yards (tackle by Michael Jackson),-0.36,-1.18,18.0,2022,270
4,1:07,4.0,2.0,LAR 33,16.0,16.0,"Riley Dixon punts 67 yards, touchback.",-1.18,-0.28,18.0,2022,270
4,0:56,1.0,10.0,SEA 20,16.0,16.0,Geno Smith pass complete short middle to Cade Johnson for 10 yards (tackle by Cobie Durant and Quentin Lake),0.28,0.94,18.0,2022,270
4,0:40,1.0,10.0,SEA 30,16.0,16.0,"Geno Smith scrambles up the middle for 25 yards (tackle by Jalen Ramsey). Penalty on Jalen Ramsey: Unnecessary Roughness / Defense, 15 yards (accepted)",0.94,3.58,18.0,2022,270
4,0:32,1.0,10.0,LAR 30,16.0,16.0,Kenneth Walker right guard for 2 yards (tackle by Leonard Floyd and Michael Hoecht),3.58,3.3,18.0,2022,270
4,0:04,2.0,8.0,LAR 28,16.0,16.0,Geno Smith spiked the ball,3.3,2.61,18.0,2022,270
4,0:03,,,,,,Timeout #3 by Los Angeles Rams,,,18.0,2022,270
4,0:03,3.0,8.0,LAR 28,16.0,16.0,Jason Myers 46 yard field goal no good,2.61,0.0,18.0,2022,270
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,,18.0,2022,270
OT,10:00,,,LAR 35,16.0,16.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,270
OT,10:00,1.0,10.0,SEA 25,16.0,16.0,Kenneth Walker left guard for 3 yards (tackle by Ernest Jones and Michael Hoecht),0.61,0.47,18.0,2022,270
OT,9:34,2.0,7.0,SEA 28,16.0,16.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,0.47,-0.23,18.0,2022,270
OT,9:30,3.0,7.0,SEA 28,16.0,16.0,Geno Smith pass incomplete short right,-0.23,-1.5,18.0,2022,270
OT,9:26,4.0,7.0,SEA 28,16.0,16.0,"Michael Dickson punts 52 yards, returned by Brandon Powell for 6 yards (tackle by Dareke Young)",-1.5,-0.67,18.0,2022,270
OT,9:16,1.0,10.0,LAR 26,16.0,16.0,Baker Mayfield right end for -5 yards (tackle by Uchenna Nwosu and Shelby Harris),0.67,-0.55,18.0,2022,270
OT,8:32,2.0,15.0,LAR 21,16.0,16.0,Baker Mayfield pass deep left intended for Van Jefferson is intercepted by Quandre Diggs at SEA-32 and returned for 4 yards,-0.55,-1.33,18.0,2022,270
OT,8:24,,,,,,Timeout #1 by Seattle Seahawks,,,18.0,2022,270
OT,8:24,1.0,10.0,SEA 36,16.0,16.0,Geno Smith pass incomplete short middle intended for D.K. Metcalf,1.33,0.79,18.0,2022,270
OT,8:20,2.0,10.0,SEA 36,16.0,16.0,Geno Smith pass complete short middle to Tyler Lockett for 17 yards (tackle by Bobby Wagner),0.79,2.46,18.0,2022,270
OT,7:52,1.0,10.0,LAR 47,16.0,16.0,Kenneth Walker right guard for 20 yards (tackle by Quentin Lake),2.46,3.78,18.0,2022,270
OT,7:24,1.0,10.0,LAR 27,16.0,16.0,Kenneth Walker left guard for 2 yards (tackle by Bobby Wagner),3.78,3.5,18.0,2022,270
OT,6:52,2.0,8.0,LAR 25,16.0,16.0,Kenneth Walker left guard for 8 yards (tackle by Troy Hill),3.5,4.44,18.0,2022,270
OT,5:58,1.0,10.0,LAR 17,16.0,16.0,Kenneth Walker right guard for 1 yard (tackle by Michael Hoecht),4.44,4.0,18.0,2022,270
OT,5:18,2.0,9.0,LAR 16,16.0,16.0,Kenneth Walker left end for 2 yards (tackle by Marquise Copeland),4.0,3.5,18.0,2022,270
OT,4:38,,,,,,Timeout #1 by Los Angeles Rams,,,18.0,2022,270
OT,4:38,3.0,7.0,LAR 14,16.0,19.0,Jason Myers 32 yard field goal good,3.5,3.0,18.0,2022,270
