Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA,week,year,game_id
4.0,4:07,2.0,6.0,NWE 29,14.0,24.0,"Drake Maye pass incomplete short middle intended for Demario Douglas. Penalty on Ja'Marcus Ingram: Defensive Pass Interference, 7 yards (accepted) (no play)",0.6,1.33,16.0,2024,236
4.0,4:03,1.0,10.0,NWE 36,14.0,24.0,Antonio Gibson left guard for 4 yards (tackle by Quinton Jefferson and Ed Oliver),1.33,1.33,16.0,2024,236
4.0,3:43,2.0,6.0,NWE 40,14.0,24.0,Drake Maye pass complete short right to Demario Douglas for 5 yards (tackle by Ja'Marcus Ingram),1.33,1.29,16.0,2024,236
4.0,3:36,3.0,1.0,NWE 45,14.0,24.0,Antonio Gibson left guard for no gain (tackle by Terrel Bernard),1.29,-0.39,16.0,2024,236
4.0,3:04,4.0,1.0,NWE 45,14.0,24.0,Drake Maye right end for 13 yards (tackle by Cameron Lewis),-0.39,2.79,16.0,2024,236
4.0,2:33,1.0,10.0,BUF 42,14.0,24.0,"Drake Maye pass complete deep middle to Austin Hooper for 26 yards (tackle by Terrel Bernard). Penalty on Terrel Bernard: Unnecessary Roughness / Defense, 8 yards (accepted)",2.79,5.37,16.0,2024,236
4.0,2:26,1.0,8.0,BUF 8,14.0,24.0,"Penalty on Dawuane Smoot: Encroachment, 4 yards (accepted) (no play)",5.37,6.28,16.0,2024,236
4.0,2:26,1.0,4.0,BUF 4,14.0,24.0,Drake Maye pass incomplete short right intended for Hunter Henry,6.28,5.34,16.0,2024,236
4.0,2:23,2.0,4.0,BUF 4,14.0,24.0,Drake Maye pass incomplete short right,5.34,4.49,16.0,2024,236
4.0,2:18,3.0,4.0,BUF 4,14.0,24.0,"Drake Maye pass incomplete short right intended for Kayshon Boutte. Penalty on Kaiir Elam: Defensive Pass Interference, 3 yards (accepted) (no play)",4.49,6.97,16.0,2024,236
4.0,2:14,1.0,1.0,BUF 1,14.0,24.0,Antonio Gibson right end for -3 yards (tackle by Cole Bishop and Dorian Williams),6.97,5.34,16.0,2024,236
4.0,2:00,2.0,4.0,BUF 4,14.0,24.0,Drake Maye pass incomplete short right intended for Hunter Henry,5.34,4.49,16.0,2024,236
4.0,1:54,3.0,4.0,BUF 4,14.0,24.0,"Drake Maye pass incomplete short left intended for Kendrick Bourne. Penalty on Kaiir Elam: Defensive Pass Interference, 3 yards (accepted) (no play)",4.49,6.97,16.0,2024,236
4.0,1:50,1.0,1.0,BUF 1,14.0,24.0,"Drake Maye pass complete short left to Demario Douglas for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Drake Maye pass incomplete short left intended for Demario Douglas",6.97,5.91,16.0,2024,236
4.0,1:47,2.0,1.0,BUF 1,14.0,24.0,"Drake Maye sacked by. Drake Maye fumbles, recovered by Drake Maye at BUF-9",5.91,3.36,16.0,2024,236
4.0,1:17,3.0,9.0,BUF 9,20.0,24.0,"Drake Maye pass complete short right to Hunter Henry for 9 yards, touchdown",3.36,7.0,16.0,2024,236
4.0,1:13,,,BUF 15,21.0,24.0,Joey Slye kicks extra point good,0.0,0.0,16.0,2024,236
4.0,1:13,,,NWE 35,21.0,24.0,"Joey Slye kicks onside 13 yards, returned by Khalil Shakir for no gain",0.0,2.39,16.0,2024,236
4.0,1:11,1.0,10.0,NWE 48,21.0,24.0,Ty Johnson left end for 12 yards (tackle by Jahlani Tavai),2.39,3.18,16.0,2024,236
4.0,1:04,,,,,,Timeout #1 by New England Patriots,,,16.0,2024,236
