Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA,week,year,game_id
OT,7:34,2.0,10.0,ARI 10,30.0,30.0,Kyler Murray pass incomplete short left intended for Marvin Harrison (defended by Michael Jackson),-0.78,-1.42,16.0,2024,229
OT,7:30,3.0,10.0,ARI 10,30.0,30.0,Kyler Murray scrambles right end for 8 yards (tackle by D.J. Wonnum),-1.42,-2.24,16.0,2024,229
OT,6:48,,,,,,Timeout #2 by Arizona Cardinals,,,16.0,2024,229
OT,6:48,4.0,2.0,ARI 18,30.0,30.0,Michael Carter up the middle for 4 yards (tackle by Jadeveon Clowney),-2.24,0.41,16.0,2024,229
OT,6:14,1.0,10.0,ARI 22,30.0,30.0,Michael Carter left tackle for 5 yards (tackle by Jadeveon Clowney and D.J. Wonnum),0.41,0.54,16.0,2024,229
OT,5:31,2.0,5.0,ARI 27,30.0,30.0,Kyler Murray pass incomplete short middle intended for Elijah Higgins,0.54,-0.16,16.0,2024,229
OT,5:26,3.0,5.0,ARI 27,30.0,30.0,"Penalty on Kyler Murray: Delay of Game, 5 yards (accepted) (no play)",-0.16,-0.82,16.0,2024,229
OT,5:26,3.0,10.0,ARI 22,30.0,30.0,Kyler Murray sacked by D.J. Wonnum for -14 yards,-0.82,-2.49,16.0,2024,229
OT,4:35,4.0,24.0,ARI 8,30.0,30.0,"Michael Palardy punts. Penalty on Victor Dimukeje: Ineligible Downfield Kick, 4 yards (accepted) (no play)",-2.49,-2.49,16.0,2024,229
OT,4:22,4.0,28.0,ARI 4,30.0,30.0,"Michael Palardy punts 47 yards, returned by Deven Thompkins for 2 yards (tackle by Victor Dimukeje)",-2.49,-2.32,16.0,2024,229
OT,4:11,1.0,10.0,ARI 49,30.0,30.0,Chuba Hubbard right tackle for 28 yards (tackle by Jalen Thompson),2.32,4.17,16.0,2024,229
OT,3:24,,,,,,Timeout #1 by Carolina Panthers,,,16.0,2024,229
OT,3:24,1.0,10.0,ARI 21,30.0,36.0,"Chuba Hubbard right tackle for 21 yards, touchdown",4.17,6.0,16.0,2024,229
