Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA,week,year,game_id
1.0,8:23,1.0,10.0,PIT 30,0.0,0.0,Derrick Henry left guard for 13 yards (tackle by Damontae Kazee),3.58,4.44,16.0,2024,227
1.0,7:44,1.0,10.0,PIT 17,0.0,0.0,Derrick Henry right tackle for 9 yards (tackle by Joey Porter),4.44,5.48,16.0,2024,227
1.0,7:07,2.0,1.0,PIT 8,0.0,0.0,Derrick Henry right guard for 2 yards (tackle by Elandon Roberts and Alex Highsmith),5.48,5.83,16.0,2024,227
1.0,6:28,1.0,6.0,PIT 6,0.0,0.0,Derrick Henry left guard for -3 yards (tackle by Cameron Heyward),5.83,4.38,16.0,2024,227
1.0,5:57,2.0,9.0,PIT 9,0.0,6.0,"Lamar Jackson pass complete short right to Isaiah Likely for 9 yards, touchdown",4.38,7.0,16.0,2024,227
1.0,5:52,,,PIT 15,0.0,7.0,Justin Tucker kicks extra point good,0.0,0.0,16.0,2024,227
1.0,5:52,,,BAL 35,0.0,7.0,"Justin Tucker kicks off 56 yards, returned by Cordarrelle Patterson for 18 yards (tackle by Malik Harrison)",0.0,0.74,16.0,2024,227
1.0,5:44,1.0,10.0,PIT 27,0.0,7.0,Russell Wilson pass complete short left to Ben Skowronek for 17 yards (tackle by Kyle Hamilton),0.74,1.86,16.0,2024,227
1.0,5:12,1.0,10.0,PIT 44,0.0,7.0,Russell Wilson sacked by Michael Pierce for -10 yards,1.86,-0.03,16.0,2024,227
1.0,4:30,2.0,20.0,PIT 34,0.0,7.0,Russell Wilson pass complete short middle to Jaylen Warren for 13 yards (tackle by Chris Board),-0.03,1.03,16.0,2024,227
1.0,4:05,3.0,7.0,PIT 47,0.0,7.0,Russell Wilson pass complete short left to Ben Skowronek for 8 yards (tackle by Marlon Humphrey),1.03,2.59,16.0,2024,227
1.0,3:24,1.0,10.0,BAL 45,0.0,7.0,Jaylen Warren right tackle for 9 yards (tackle by Nnamdi Madubuike and Kyle Hamilton),2.59,3.26,16.0,2024,227
1.0,2:46,2.0,1.0,BAL 36,0.0,7.0,Russell Wilson pass complete short right to Connor Heyward for 3 yards (tackle by Marlon Humphrey),3.26,3.38,16.0,2024,227
1.0,2:00,1.0,10.0,BAL 33,0.0,7.0,Jaylen Warren right end for 9 yards (tackle by Nate Wiggins and Malik Harrison),3.38,4.05,16.0,2024,227
1.0,1:20,2.0,1.0,BAL 24,0.0,7.0,Jaylen Warren right guard for 2 yards (tackle by Tavius Robinson),4.05,4.11,16.0,2024,227
1.0,0:37,1.0,10.0,BAL 22,0.0,7.0,Russell Wilson pass complete deep middle to Van Jefferson for 21 yards (tackle by Ar'Darius Washington),4.11,6.97,16.0,2024,227
2.0,15:00,1.0,1.0,BAL 1,6.0,7.0,"Russell Wilson pass complete short middle to MyCole Pruitt for 1 yard, touchdown",6.97,7.0,16.0,2024,227
2.0,14:56,,,BAL 15,7.0,7.0,Chris Boswell kicks extra point good,0.0,0.0,16.0,2024,227
2.0,14:56,,,PIT 35,7.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,227
2.0,14:56,1.0,10.0,BAL 30,7.0,7.0,Lamar Jackson pass incomplete deep left intended for Mark Andrews,0.94,0.39,16.0,2024,227
2.0,14:50,2.0,10.0,BAL 30,7.0,7.0,"Lamar Jackson scrambles up the middle for 8 yards (tackle by Patrick Queen). Penalty on Cory Trice: Illegal Use of Hands / Defense, 5 yards (accepted)",0.39,1.8,16.0,2024,227
2.0,14:36,1.0,10.0,BAL 43,7.0,7.0,Derrick Henry left guard for 4 yards (tackle by Isaiahh Loudermilk),1.8,1.79,16.0,2024,227
2.0,14:01,2.0,6.0,BAL 47,7.0,7.0,"Penalty on Patrick Ricard: False Start, 5 yards (accepted) (no play)",1.79,1.12,16.0,2024,227
2.0,13:51,2.0,11.0,BAL 42,7.0,7.0,"Lamar Jackson pass incomplete short left intended for Zay Flowers. Penalty on Tyler Linderbaum: Offensive Holding, 10 yards (declined)",1.12,0.43,16.0,2024,227
2.0,13:44,3.0,11.0,BAL 42,7.0,7.0,Lamar Jackson pass incomplete short right intended for Rashod Bateman,0.43,-0.59,16.0,2024,227
2.0,13:38,4.0,11.0,BAL 42,7.0,7.0,Jordan Stout punts 14 yards out of bounds,-0.59,-1.86,16.0,2024,227
2.0,13:32,1.0,10.0,PIT 44,7.0,7.0,Russell Wilson pass complete short right to Jaylen Warren for 12 yards (tackle by Nnamdi Madubuike),1.86,2.65,16.0,2024,227
2.0,12:51,1.0,10.0,BAL 44,7.0,7.0,Russell Wilson scrambles left end for 6 yards (tackle by Roquan Smith),2.65,2.92,16.0,2024,227
2.0,12:11,2.0,4.0,BAL 38,7.0,7.0,Najee Harris left guard for 11 yards (tackle by Roquan Smith and Kyle Hamilton),2.92,3.78,16.0,2024,227
2.0,11:44,1.0,10.0,BAL 27,7.0,7.0,Najee Harris left end for 4 yards (tackle by Kyle Hamilton),3.78,3.77,16.0,2024,227
2.0,11:11,2.0,6.0,BAL 23,7.0,7.0,"Russell Wilson scrambles right end for 19 yards. Russell Wilson fumbles (forced by Ar'Darius Washington), recovered by Kyle Van Noy at BAL-4",3.77,0.38,16.0,2024,227
2.0,10:57,1.0,10.0,BAL 4,7.0,7.0,Derrick Henry right tackle for 2 yards (tackle by T.J. Watt),-0.38,-0.63,16.0,2024,227
2.0,10:21,2.0,8.0,BAL 6,7.0,7.0,Lamar Jackson pass complete deep right to Isaiah Likely for 19 yards (tackle by Beanie Bishop),-0.63,0.61,16.0,2024,227
2.0,9:40,1.0,10.0,BAL 25,7.0,7.0,Justice Hill left tackle for 5 yards (tackle by Payton Wilson),0.61,0.74,16.0,2024,227
2.0,9:02,2.0,5.0,BAL 30,7.0,7.0,Justice Hill left end for 25 yards (tackle by Damontae Kazee),0.74,2.59,16.0,2024,227
2.0,8:52,1.0,10.0,PIT 45,7.0,7.0,"Lamar Jackson pass complete short middle to Zay Flowers for 14 yards (tackle by James Pierre and Minkah Fitzpatrick). Penalty on Minkah Fitzpatrick: Face Mask (15 Yards), 15 yards (accepted)",2.59,4.51,16.0,2024,227
2.0,8:20,1.0,10.0,PIT 16,7.0,7.0,Lamar Jackson left end for 2 yards (tackle by Cameron Heyward and Preston Smith),4.51,4.21,16.0,2024,227
2.0,7:39,2.0,8.0,PIT 14,7.0,7.0,Lamar Jackson pass incomplete short left intended for Mark Andrews (defended by Patrick Queen),4.21,3.37,16.0,2024,227
2.0,7:33,3.0,8.0,PIT 14,7.0,13.0,"Lamar Jackson pass complete short left to Rashod Bateman for 14 yards, touchdown",3.37,7.0,16.0,2024,227
2.0,7:28,,,PIT 15,7.0,14.0,Justin Tucker kicks extra point good,0.0,0.0,16.0,2024,227
2.0,7:28,,,BAL 35,7.0,14.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,227
2.0,7:28,1.0,10.0,PIT 30,7.0,14.0,Russell Wilson pass incomplete short left,0.94,0.39,16.0,2024,227
2.0,7:21,2.0,10.0,PIT 30,7.0,14.0,Russell Wilson pass complete short middle to Mike Williams for 5 yards (tackle by Nate Wiggins),0.39,0.37,16.0,2024,227
2.0,6:35,,,,,,Timeout #1 by Pittsburgh Steelers,,,16.0,2024,227
2.0,6:35,3.0,5.0,PIT 35,7.0,14.0,Russell Wilson sacked by and Kyle Van Noy for -5 yards and Nnamdi Madubuike for -5 yards,0.37,-1.37,16.0,2024,227
2.0,6:04,4.0,10.0,PIT 30,7.0,14.0,"Corliss Waitman punts 42 yards, fair catch by Desmond King at BAL-28",-1.37,-0.81,16.0,2024,227
2.0,5:57,1.0,10.0,BAL 28,7.0,14.0,Derrick Henry left guard for 4 yards (tackle by Patrick Queen),0.81,0.8,16.0,2024,227
2.0,5:20,2.0,6.0,BAL 32,7.0,14.0,Lamar Jackson pass complete short left to Zay Flowers for 9 yards (tackle by Cory Trice),0.8,1.66,16.0,2024,227
2.0,4:44,1.0,10.0,BAL 41,7.0,14.0,Lamar Jackson pass incomplete deep left intended for Zay Flowers (defended by Minkah Fitzpatrick),1.66,1.12,16.0,2024,227
2.0,4:34,2.0,10.0,BAL 41,7.0,14.0,Lamar Jackson left guard for 3 yards (tackle by Keeanu Benton and Payton Wilson),1.12,0.83,16.0,2024,227
2.0,3:49,3.0,7.0,BAL 44,7.0,14.0,Lamar Jackson pass complete short left to Mark Andrews for 9 yards (tackle by Cory Trice),0.83,2.46,16.0,2024,227
2.0,3:26,1.0,10.0,PIT 47,7.0,14.0,Derrick Henry left tackle for 12 yards (tackle by Minkah Fitzpatrick and Cory Trice),2.46,3.25,16.0,2024,227
2.0,2:43,1.0,10.0,PIT 35,7.0,14.0,Derrick Henry left guard for 1 yard (tackle by Montravius Adams),3.25,2.84,16.0,2024,227
2.0,2:00,2.0,9.0,PIT 34,7.0,14.0,Lamar Jackson pass incomplete deep middle intended for Zay Flowers,2.84,2.15,16.0,2024,227
2.0,1:55,3.0,9.0,PIT 34,7.0,14.0,Lamar Jackson pass complete short left to Isaiah Likely for 1 yard (tackle by Cameron Heyward),2.15,1.15,16.0,2024,227
2.0,1:48,,,,,,Timeout #2 by Pittsburgh Steelers,,,16.0,2024,227
2.0,1:48,4.0,8.0,PIT 33,7.0,17.0,Justin Tucker 51 yard field goal good,1.15,3.0,16.0,2024,227
2.0,1:43,,,BAL 35,7.0,17.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,227
2.0,1:43,1.0,10.0,PIT 30,7.0,17.0,Jaylen Warren left tackle for 5 yards (tackle by Kyle Van Noy and Travis Jones),0.94,1.07,16.0,2024,227
2.0,1:22,2.0,5.0,PIT 35,7.0,17.0,Russell Wilson pass complete short left to Mike Williams for 6 yards (tackle by Brandon Stephens),1.07,1.66,16.0,2024,227
2.0,1:06,1.0,10.0,PIT 41,7.0,17.0,Russell Wilson pass complete short left to Calvin Austin for 6 yards (tackle by Kyle Hamilton),1.66,1.93,16.0,2024,227
2.0,0:46,2.0,4.0,PIT 47,7.0,17.0,Russell Wilson pass incomplete short right,1.93,1.22,16.0,2024,227
2.0,0:41,3.0,4.0,PIT 47,7.0,17.0,Russell Wilson pass complete short right to Pat Freiermuth for 5 yards (tackle by Brandon Stephens),1.22,2.39,16.0,2024,227
2.0,0:23,1.0,10.0,BAL 48,7.0,17.0,Russell Wilson pass complete short left to Jaylen Warren for 13 yards (tackle by Roquan Smith),2.39,3.25,16.0,2024,227
2.0,0:17,,,,,,Timeout #3 by Pittsburgh Steelers,,,16.0,2024,227
2.0,0:17,1.0,10.0,BAL 35,7.0,17.0,Russell Wilson up the middle for 2 yards (tackle by Roquan Smith),3.25,2.97,16.0,2024,227
2.0,0:07,2.0,8.0,BAL 33,7.0,17.0,Russell Wilson spiked the ball,2.97,2.28,16.0,2024,227
2.0,0:05,3.0,8.0,BAL 33,10.0,17.0,Chris Boswell 51 yard field goal good,2.28,3.0,16.0,2024,227
3.0,15:00,,,BAL 35,10.0,17.0,"Jordan Stout kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,227
3.0,15:00,1.0,10.0,PIT 30,10.0,17.0,Jaylen Warren left tackle for no gain (tackle by Kyle Hamilton),0.94,0.39,16.0,2024,227
3.0,14:34,2.0,10.0,PIT 30,10.0,17.0,Russell Wilson pass incomplete short right intended for Van Jefferson,0.39,-0.3,16.0,2024,227
3.0,14:28,3.0,10.0,PIT 30,10.0,17.0,Russell Wilson pass complete short right to Van Jefferson for 6 yards (tackle by Kyle Van Noy),-0.3,-0.98,16.0,2024,227
3.0,13:58,4.0,4.0,PIT 36,10.0,17.0,Corliss Waitman punts 56 yards downed by Jeremiah Moon,-0.98,0.38,16.0,2024,227
3.0,13:45,1.0,10.0,BAL 8,10.0,17.0,Derrick Henry right guard for 11 yards (tackle by T.J. Watt and Patrick Queen),-0.38,0.15,16.0,2024,227
3.0,13:08,1.0,10.0,BAL 19,10.0,17.0,"Penalty on Ronnie Stanley: False Start, 5 yards (accepted) (no play)",0.15,-0.39,16.0,2024,227
3.0,12:59,1.0,15.0,BAL 14,10.0,17.0,Lamar Jackson pass complete short right to Derrick Henry for 11 yards (tackle by Minkah Fitzpatrick),-0.39,0.48,16.0,2024,227
3.0,12:20,2.0,4.0,BAL 25,10.0,17.0,Lamar Jackson left guard for 5 yards (tackle by Alex Highsmith),0.48,0.94,16.0,2024,227
3.0,11:44,1.0,10.0,BAL 30,10.0,17.0,Lamar Jackson pass complete short left to Mark Andrews for 5 yards (tackle by Joey Porter),0.94,1.07,16.0,2024,227
3.0,11:02,2.0,5.0,BAL 35,10.0,17.0,Derrick Henry left tackle for 4 yards (tackle by Isaiahh Loudermilk),1.07,0.89,16.0,2024,227
3.0,10:42,3.0,1.0,BAL 39,10.0,17.0,Derrick Henry left tackle for -1 yards (tackle by Elandon Roberts),0.89,-0.85,16.0,2024,227
3.0,9:59,4.0,2.0,BAL 38,10.0,17.0,"Jordan Stout punts 50 yards, fair catch by Calvin Austin at PIT-12",-0.85,0.35,16.0,2024,227
3.0,9:52,1.0,10.0,PIT 12,10.0,17.0,Russell Wilson pass complete deep right to Calvin Austin for 44 yards (tackle by Nate Wiggins),-0.35,2.65,16.0,2024,227
3.0,9:33,1.0,10.0,BAL 44,10.0,17.0,Najee Harris right tackle for 4 yards (tackle by Ar'Darius Washington and Tavius Robinson),2.65,2.65,16.0,2024,227
3.0,8:59,2.0,6.0,BAL 40,10.0,17.0,Najee Harris right tackle for no gain (tackle by Marlon Humphrey and Roquan Smith),2.65,1.95,16.0,2024,227
3.0,8:00,3.0,6.0,BAL 40,10.0,17.0,Russell Wilson pass complete short middle to Calvin Austin for 16 yards (tackle by Brandon Stephens),1.95,3.97,16.0,2024,227
3.0,7:10,1.0,10.0,BAL 24,10.0,17.0,Najee Harris left tackle for 9 yards (tackle by Tavius Robinson and Kyle Van Noy),3.97,4.85,16.0,2024,227
3.0,6:27,2.0,1.0,BAL 15,10.0,17.0,Jaylen Warren left tackle for 4 yards (tackle by Roquan Smith and Malik Harrison),4.85,4.84,16.0,2024,227
3.0,6:01,1.0,10.0,BAL 11,10.0,17.0,Jaylen Warren left tackle for -1 yards (tackle by Nnamdi Madubuike),4.84,3.98,16.0,2024,227
3.0,5:19,2.0,11.0,BAL 12,16.0,17.0,"Russell Wilson pass complete short left to Cordarrelle Patterson for 12 yards, touchdown",3.98,7.0,16.0,2024,227
3.0,5:14,,,BAL 15,17.0,17.0,Chris Boswell kicks extra point good,0.0,0.0,16.0,2024,227
3.0,5:14,,,PIT 35,17.0,17.0,"Chris Boswell kicks off 25 yards, out of bounds. Penalty on Chris Boswell: Kickoff Out of Bounds (accepted)",0.0,1.6,16.0,2024,227
3.0,5:14,1.0,10.0,BAL 40,17.0,17.0,Lamar Jackson pass complete short left to Mark Andrews for 16 yards (tackle by Patrick Queen),1.6,2.65,16.0,2024,227
3.0,4:41,1.0,10.0,PIT 44,17.0,17.0,Lamar Jackson left end for 3 yards (tackle by Minkah Fitzpatrick),2.65,2.52,16.0,2024,227
3.0,3:57,2.0,7.0,PIT 41,17.0,17.0,Lamar Jackson pass complete short middle to Zay Flowers for 14 yards (tackle by Damontae Kazee),2.52,3.78,16.0,2024,227
3.0,3:16,1.0,10.0,PIT 27,17.0,17.0,Lamar Jackson pass complete short left to Derrick Henry for 16 yards (tackle by James Pierre and Isaiahh Loudermilk),3.78,4.84,16.0,2024,227
3.0,2:35,1.0,10.0,PIT 11,17.0,17.0,Lamar Jackson left tackle for 4 yards (tackle by Patrick Queen and Minkah Fitzpatrick),4.84,4.89,16.0,2024,227
3.0,1:53,2.0,6.0,PIT 7,17.0,23.0,"Lamar Jackson pass complete short middle to Mark Andrews for 7 yards, touchdown",4.89,7.0,16.0,2024,227
3.0,1:50,,,PIT 15,17.0,24.0,Justin Tucker kicks extra point good,0.0,0.0,16.0,2024,227
3.0,1:50,,,BAL 35,17.0,24.0,"Jordan Stout kicks off 61 yards, returned by Jaylen Warren for 34 yards (tackle by Desmond King)",0.0,1.47,16.0,2024,227
3.0,1:44,1.0,10.0,PIT 38,17.0,24.0,Russell Wilson pass incomplete short left intended for Najee Harris,1.47,0.92,16.0,2024,227
3.0,1:39,2.0,10.0,PIT 38,17.0,24.0,Russell Wilson pass complete short left to Mike Williams for 13 yards (tackle by Tre'Davious White),0.92,2.32,16.0,2024,227
3.0,1:09,1.0,10.0,BAL 49,17.0,24.0,Najee Harris left guard for 3 yards (tackle by Travis Jones),2.32,2.19,16.0,2024,227
3.0,0:31,2.0,7.0,BAL 46,17.0,24.0,Russell Wilson pass incomplete deep left,2.19,1.49,16.0,2024,227
3.0,0:25,3.0,7.0,BAL 46,17.0,24.0,"Russell Wilson pass complete short left to Jaylen Warren for 1 yard. Jaylen Warren fumbles (forced by Kyle Hamilton), recovered by Jaylen Warren at BAL-45",1.49,0.27,16.0,2024,227
4.0,15:00,4.0,6.0,BAL 45,17.0,24.0,Russell Wilson pass incomplete deep middle intended for Calvin Austin (defended by Kyle Hamilton),0.27,-1.93,16.0,2024,227
4.0,14:53,1.0,10.0,BAL 45,17.0,24.0,Derrick Henry left end for 44 yards (tackle by Damontae Kazee),1.93,4.84,16.0,2024,227
4.0,14:14,1.0,10.0,PIT 11,17.0,24.0,Lamar Jackson pass short middle intended for Rashod Bateman is intercepted by Minkah Fitzpatrick at PIT-8 and returned for 25 yards (tackle by Patrick Mekari),4.84,-1.14,16.0,2024,227
4.0,13:57,1.0,10.0,PIT 33,17.0,24.0,Najee Harris left guard for 3 yards (tackle by Brent Urban and Chris Board),1.14,1.0,16.0,2024,227
4.0,13:15,2.0,7.0,PIT 36,17.0,30.0,"Russell Wilson pass short right intended for MyCole Pruitt is intercepted by Marlon Humphrey at PIT-37 and returned for 37 yards, touchdown",1.0,-7.0,16.0,2024,227
4.0,13:06,,,PIT 15,17.0,31.0,Justin Tucker kicks extra point good,0.0,0.0,16.0,2024,227
4.0,13:06,,,BAL 35,17.0,31.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,227
4.0,13:06,1.0,10.0,PIT 30,17.0,31.0,Jaylen Warren left guard for 11 yards (tackle by Tavius Robinson and Kyle Hamilton),0.94,1.66,16.0,2024,227
4.0,12:43,1.0,10.0,PIT 41,17.0,31.0,Russell Wilson pass complete short middle to Pat Freiermuth for 4 yards (tackle by Roquan Smith),1.66,1.66,16.0,2024,227
4.0,12:20,2.0,6.0,PIT 45,17.0,31.0,Jaylen Warren right guard for 2 yards (tackle by David Ojabo),1.66,1.22,16.0,2024,227
4.0,11:54,3.0,4.0,PIT 47,17.0,31.0,Russell Wilson pass complete short middle to Jaylen Warren for 5 yards (tackle by Chris Board and Roquan Smith),1.22,2.39,16.0,2024,227
4.0,11:23,1.0,10.0,BAL 48,17.0,31.0,Russell Wilson sacked by Kyle Van Noy for -4 yards,2.39,1.31,16.0,2024,227
4.0,10:40,2.0,14.0,PIT 48,17.0,31.0,"Penalty on Broderick Jones: False Start, 4 yards (accepted) (no play)",1.31,0.77,16.0,2024,227
4.0,10:40,2.0,18.0,PIT 44,17.0,31.0,Russell Wilson pass complete short middle to Pat Freiermuth for 7 yards (tackle by Ar'Darius Washington),0.77,1.03,16.0,2024,227
4.0,10:02,3.0,11.0,BAL 49,17.0,31.0,Russell Wilson pass complete short right to Calvin Austin for -1 yards (tackle by Brandon Stephens),1.03,-0.06,16.0,2024,227
4.0,9:27,4.0,12.0,BAL 50,17.0,31.0,"Corliss Waitman punts 42 yards, fair catch by Desmond King at BAL-8",-0.06,0.38,16.0,2024,227
4.0,9:19,1.0,10.0,BAL 8,17.0,31.0,Derrick Henry left guard for no gain (tackle by Patrick Queen and Alex Highsmith),-0.38,-0.78,16.0,2024,227
4.0,8:49,2.0,10.0,BAL 8,17.0,31.0,Derrick Henry left guard for 5 yards (tackle by James Pierre),-0.78,-0.84,16.0,2024,227
4.0,8:10,3.0,5.0,BAL 13,17.0,31.0,Lamar Jackson pass complete deep right to Zay Flowers for 49 yards (tackle by Damontae Kazee),-0.84,3.05,16.0,2024,227
4.0,7:21,1.0,10.0,PIT 38,17.0,31.0,Derrick Henry left guard for 5 yards (tackle by Cameron Heyward and T.J. Watt),3.05,3.18,16.0,2024,227
4.0,6:39,2.0,5.0,PIT 33,17.0,31.0,Derrick Henry up the middle for 4 yards (tackle by T.J. Watt and Cameron Heyward),3.18,3.01,16.0,2024,227
4.0,6:03,3.0,1.0,PIT 29,17.0,31.0,Mark Andrews up the middle for 1 yard (tackle by Patrick Queen and Dean Lowry),3.01,3.71,16.0,2024,227
4.0,5:21,1.0,10.0,PIT 28,17.0,31.0,Derrick Henry up the middle for 13 yards (tackle by Cory Trice and Minkah Fitzpatrick),3.71,4.58,16.0,2024,227
4.0,4:39,1.0,10.0,PIT 15,17.0,31.0,Derrick Henry left guard for 1 yard (tackle by Isaiahh Loudermilk and Nick Herbig),4.58,4.11,16.0,2024,227
4.0,4:00,2.0,9.0,PIT 14,17.0,31.0,Rasheen Ali left tackle for 2 yards (tackle by Cory Trice),4.11,3.58,16.0,2024,227
4.0,3:17,3.0,7.0,PIT 12,17.0,31.0,"Penalty on Alex Highsmith: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.58,4.68,16.0,2024,227
4.0,3:17,3.0,2.0,PIT 7,17.0,31.0,Derrick Henry left guard for 1 yard (tackle by Isaiahh Loudermilk and Cameron Heyward),4.68,3.02,16.0,2024,227
4.0,3:14,,,,,,Timeout #1 by Pittsburgh Steelers,,,16.0,2024,227
4.0,3:14,4.0,1.0,PIT 6,17.0,34.0,Justin Tucker 23 yard field goal good,3.02,3.0,16.0,2024,227
4.0,3:10,,,BAL 35,17.0,34.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,227
4.0,3:10,1.0,10.0,PIT 30,17.0,34.0,Jaylen Warren right guard for 5 yards (tackle by Nnamdi Madubuike),0.94,1.07,16.0,2024,227
4.0,2:49,2.0,5.0,PIT 35,17.0,34.0,Jaylen Warren right guard for 5 yards (tackle by Chris Board and Roquan Smith),1.07,1.6,16.0,2024,227
4.0,2:31,1.0,10.0,PIT 40,17.0,34.0,Russell Wilson pass incomplete short right,1.6,1.05,16.0,2024,227
4.0,2:25,2.0,10.0,PIT 40,17.0,34.0,Jaylen Warren up the middle for -3 yards (tackle by Nnamdi Madubuike and Chris Board),1.05,-0.03,16.0,2024,227
4.0,2:00,3.0,13.0,PIT 37,17.0,34.0,Russell Wilson pass incomplete short left,-0.03,-0.91,16.0,2024,227
4.0,1:52,4.0,13.0,PIT 37,17.0,34.0,"Corliss Waitman punts 49 yards, recovered by Kristian Welch at BAL-15",-0.91,0.22,16.0,2024,227
4.0,1:39,1.0,10.0,BAL 15,17.0,34.0,Lamar Jackson kneels for -1 yards,-0.22,-0.82,16.0,2024,227
4.0,0:58,2.0,11.0,BAL 14,17.0,34.0,Lamar Jackson kneels for -1 yards,-0.82,-1.64,16.0,2024,227
4.0,0:24,3.0,12.0,BAL 13,17.0,34.0,Lamar Jackson kneels for -1 yards,-1.64,-2.49,16.0,2024,227
