Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA,week,year,game_id
2.0,1:34,3.0,4.0,TEN 36,7.0,17.0,"Mason Rudolph pass short right intended for Tyler Boyd is intercepted by Kenny Moore at TEN-45 and returned for 12 yards (tackle by Tyjae Spears). Penalty on Nicholas Petit-Frere: Illegal Formation, 5 yards (declined)",0.5,-3.38,16.0,2024,232
2.0,1:25,1.0,10.0,TEN 33,7.0,17.0,Jonathan Taylor left tackle for 7 yards (tackle by James Williams),3.38,3.78,16.0,2024,232
2.0,0:59,2.0,3.0,TEN 26,7.0,17.0,Jonathan Taylor up the middle for -1 yards (tackle by Jarvis Brownlee),3.78,2.94,16.0,2024,232
2.0,0:22,3.0,4.0,TEN 27,7.0,23.0,"Anthony Richardson pass complete short right to Josh Downs for 27 yards, touchdown",2.94,7.0,16.0,2024,232
2.0,0:15,,,TEN 15,7.0,24.0,Matt Gay kicks extra point good,0.0,0.0,16.0,2024,232
2.0,0:15,,,IND 35,7.0,24.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,232
2.0,0:15,1.0,10.0,TEN 30,7.0,24.0,Mason Rudolph kneels for -1 yards,0.94,0.26,16.0,2024,232
3.0,15:00,,,TEN 35,7.0,24.0,"Brayden Narveson kicks off 65 yards, returned by Ashton Dulin for 30 yards (tackle by Mike Brown and Cedric Gray)",0.0,0.94,16.0,2024,232
3.0,14:53,1.0,10.0,IND 30,7.0,30.0,"Jonathan Taylor left tackle for 70 yards, touchdown",0.94,7.0,16.0,2024,232
3.0,14:42,,,TEN 15,7.0,31.0,Matt Gay kicks extra point good,0.0,0.0,16.0,2024,232
3.0,14:42,,,IND 35,7.0,31.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,232
3.0,14:42,1.0,10.0,TEN 30,7.0,31.0,Tony Pollard left tackle for 3 yards (tackle by Zaire Franklin and Grover Stewart),0.94,0.8,16.0,2024,232
3.0,14:04,2.0,7.0,TEN 33,7.0,31.0,Tony Pollard right tackle for 5 yards (tackle by Grover Stewart),0.8,0.76,16.0,2024,232
3.0,13:19,3.0,2.0,TEN 38,7.0,31.0,Mason Rudolph sacked by Kwity Paye for -10 yards,0.76,-1.5,16.0,2024,232
3.0,12:41,4.0,12.0,TEN 28,7.0,31.0,"Ryan Stonehouse punts 54 yards, returned by Anthony Gould for 4 yards (tackle by Cedric Gray)",-1.5,-0.41,16.0,2024,232
3.0,12:28,1.0,10.0,IND 22,7.0,31.0,Jonathan Taylor right tackle for no gain (tackle by Jeffery Simmons),0.41,-0.13,16.0,2024,232
3.0,11:46,2.0,10.0,IND 22,7.0,31.0,Jonathan Taylor left tackle for 8 yards (tackle by Cedric Gray and James Williams),-0.13,0.23,16.0,2024,232
3.0,11:01,3.0,2.0,IND 30,7.0,31.0,Jonathan Taylor up the middle for no gain (tackle by Cedric Gray and Daryl Worley),0.23,-1.37,16.0,2024,232
3.0,10:27,4.0,2.0,IND 30,7.0,31.0,"Rigoberto Sanchez punts 49 yards, returned by Mason Kinsey for 6 yards (tackle by Ashton Dulin)",-1.37,-0.74,16.0,2024,232
3.0,10:19,1.0,10.0,TEN 27,7.0,31.0,Mason Rudolph pass complete short middle to Chigoziem Okonkwo for 7 yards (tackle by Zaire Franklin),0.74,1.14,16.0,2024,232
3.0,9:41,2.0,3.0,TEN 34,7.0,31.0,"Penalty on John Ojukwu: False Start, 5 yards (accepted) (no play)",1.14,0.47,16.0,2024,232
3.0,9:12,2.0,8.0,TEN 29,7.0,31.0,Mason Rudolph pass complete short right to Chigoziem Okonkwo for 11 yards (tackle by Jaylon Carlies),0.47,1.6,16.0,2024,232
3.0,8:43,1.0,10.0,TEN 40,7.0,31.0,Mason Rudolph pass incomplete short right intended for Nick Westbrook-Ikhine,1.6,1.05,16.0,2024,232
3.0,8:38,2.0,10.0,TEN 40,7.0,31.0,Mason Rudolph pass short right intended for Tony Pollard is intercepted by Samuel Womack at TEN-44 and returned for 4 yards (tackle by Tony Pollard),1.05,-2.92,16.0,2024,232
3.0,8:33,1.0,10.0,TEN 40,7.0,31.0,Anthony Richardson pass complete short right to Josh Downs for 31 yards (tackle by Amani Hooker),2.92,5.14,16.0,2024,232
3.0,7:46,1.0,9.0,TEN 9,7.0,31.0,Jonathan Taylor right tackle for 5 yards (tackle by Jeffery Simmons and Cedric Gray),5.14,5.34,16.0,2024,232
3.0,7:01,2.0,4.0,TEN 4,7.0,31.0,"Anthony Richardson right tackle for 4 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Anthony Richardson right tackle for 3 yards (tackle by Cedric Gray)",5.34,5.17,16.0,2024,232
3.0,6:53,3.0,1.0,TEN 1,7.0,37.0,"Jonathan Taylor right tackle for 1 yard, touchdown",5.17,7.0,16.0,2024,232
3.0,6:50,,,TEN 15,7.0,38.0,Matt Gay kicks extra point good,0.0,0.0,16.0,2024,232
3.0,6:50,,,IND 35,7.0,38.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,232
3.0,6:50,1.0,10.0,TEN 30,7.0,38.0,Tyjae Spears left guard for -1 yards (tackle by DeForest Buckner),0.94,0.26,16.0,2024,232
3.0,6:17,2.0,11.0,TEN 29,7.0,38.0,Mason Rudolph pass complete short right to Chigoziem Okonkwo for 22 yards (tackle by Samuel Womack),0.26,2.32,16.0,2024,232
3.0,5:37,1.0,10.0,IND 49,7.0,38.0,Mason Rudolph pass complete short left to Chigoziem Okonkwo for 9 yards (tackle by Kenny Moore),2.32,3.0,16.0,2024,232
3.0,5:06,2.0,1.0,IND 40,7.0,38.0,Mason Rudolph pass incomplete short right intended for Tyjae Spears,3.0,2.28,16.0,2024,232
3.0,5:03,3.0,1.0,IND 40,7.0,38.0,Mason Rudolph up the middle for 1 yard (tackle by Jaylon Carlies),2.28,2.98,16.0,2024,232
3.0,4:33,1.0,10.0,IND 39,7.0,38.0,"Tyjae Spears up the middle for 4 yards (tackle by Zaire Franklin). Penalty on Jaylon Jones: Face Mask (15 Yards), 15 yards (accepted)",2.98,4.24,16.0,2024,232
3.0,4:11,1.0,10.0,IND 20,7.0,38.0,Mason Rudolph pass complete short left to Tyjae Spears for 3 yards (tackle by Jaylon Jones),4.24,4.12,16.0,2024,232
3.0,3:36,2.0,7.0,IND 17,7.0,38.0,Tyjae Spears up the middle for 6 yards (tackle by Julian Blackmon),4.12,4.59,16.0,2024,232
3.0,3:02,3.0,1.0,IND 11,13.0,38.0,"Tyjae Spears left guard for 11 yards, touchdown",4.59,7.0,16.0,2024,232
3.0,2:57,,,IND 15,13.0,38.0,"Penalty on Raekwon Davis: Unsportsmanlike Conduct / Defense, 1 yard (accepted)",0.0,1.0,16.0,2024,232
3.0,2:57,,,IND 1,15.0,38.0,"Two Point Attempt: Tony Pollard rushes, conversion succeeds.",1.0,1.0,16.0,2024,232
3.0,2:57,,,TEN 35,15.0,38.0,"Brayden Narveson kicks off 68 yards, returned by Anthony Gould for 26 yards (tackle by David Martin-Robinson and Julius Chestnut)",0.0,0.48,16.0,2024,232
3.0,2:52,1.0,10.0,IND 23,15.0,38.0,Trey Sermon right tackle for 2 yards (tackle by Keondre Coburn and James Lynch),0.48,0.2,16.0,2024,232
3.0,2:07,2.0,8.0,IND 25,15.0,38.0,Trey Sermon left tackle for 7 yards (tackle by Cedric Gray),0.2,0.43,16.0,2024,232
3.0,1:25,3.0,1.0,IND 32,15.0,38.0,Trey Sermon left tackle for 4 yards (tackle by Cedric Gray and Jarvis Brownlee),0.43,1.33,16.0,2024,232
3.0,0:42,1.0,10.0,IND 36,15.0,38.0,Tyler Goodson left guard for 6 yards (tackle by Jeffery Simmons),1.33,1.6,16.0,2024,232
4.0,15:00,2.0,4.0,IND 42,15.0,38.0,Tyler Goodson left guard for 7 yards (tackle by James Williams),1.6,2.19,16.0,2024,232
4.0,14:17,1.0,10.0,IND 49,15.0,38.0,Tyler Goodson up the middle for 7 yards (tackle by James Williams),2.19,2.59,16.0,2024,232
4.0,13:34,2.0,3.0,TEN 44,15.0,38.0,Tyler Goodson left tackle for 2 yards (tackle by Harold Landry),2.59,2.15,16.0,2024,232
4.0,12:51,3.0,1.0,TEN 42,15.0,38.0,Anthony Richardson left guard for 2 yards (tackle by Cedric Gray and Daryl Worley),2.15,2.92,16.0,2024,232
4.0,12:04,1.0,10.0,TEN 40,15.0,38.0,Trey Sermon left tackle for 2 yards (tackle by Harold Landry and T'Vondre Sweat),2.92,2.64,16.0,2024,232
4.0,11:20,2.0,8.0,TEN 38,15.0,38.0,Anthony Richardson pass incomplete short middle intended for Josh Downs,2.64,1.95,16.0,2024,232
4.0,11:16,3.0,8.0,TEN 38,15.0,38.0,Trey Sermon right tackle for 1 yard (tackle by Cedric Gray and Mike Brown),1.95,0.79,16.0,2024,232
4.0,10:35,4.0,7.0,TEN 37,15.0,38.0,Matt Gay 55 yard field goal no good,0.79,-1.93,16.0,2024,232
4.0,10:30,1.0,10.0,TEN 45,15.0,38.0,Mason Rudolph pass incomplete short left,1.93,1.38,16.0,2024,232
4.0,10:26,2.0,10.0,TEN 45,15.0,38.0,Mason Rudolph pass complete short left to Chigoziem Okonkwo for 12 yards (tackle by Jaylon Jones),1.38,2.72,16.0,2024,232
4.0,9:58,1.0,10.0,IND 43,15.0,38.0,Mason Rudolph pass complete short left to Tony Pollard for -3 yards (tackle by Jaylon Carlies),2.72,1.77,16.0,2024,232
4.0,9:28,2.0,13.0,IND 46,15.0,38.0,Mason Rudolph pass complete deep left to Calvin Ridley for 21 yards (tackle by Nick Cross),1.77,3.91,16.0,2024,232
4.0,8:53,1.0,10.0,IND 25,15.0,38.0,Mason Rudolph pass complete short left to Tyjae Spears for 19 yards (tackle by Jaylon Carlies and Zaire Franklin),3.91,5.83,16.0,2024,232
4.0,8:19,1.0,6.0,IND 6,21.0,38.0,"Mason Rudolph pass complete short middle to Nick Westbrook-Ikhine for 6 yards, touchdown",5.83,7.0,16.0,2024,232
4.0,8:13,,,IND 15,22.0,38.0,Brayden Narveson kicks extra point good,0.0,0.0,16.0,2024,232
4.0,8:13,,,TEN 35,22.0,38.0,"Brayden Narveson kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,232
4.0,8:13,1.0,10.0,IND 30,22.0,38.0,Jonathan Taylor up the middle for 5 yards (tackle by Daryl Worley and James Lynch),0.94,1.07,16.0,2024,232
4.0,7:30,2.0,5.0,IND 35,22.0,38.0,"Penalty on Michael Pittman: False Start, 5 yards (accepted)",1.07,0.39,16.0,2024,232
4.0,7:30,2.0,10.0,IND 30,22.0,38.0,Jonathan Taylor right tackle for 1 yard (tackle by Harold Landry and James Lynch),0.39,-0.16,16.0,2024,232
4.0,6:51,3.0,9.0,IND 31,22.0,38.0,Anthony Richardson sacked by Jeffery Simmons for -8 yards,-0.16,-1.83,16.0,2024,232
4.0,6:10,4.0,17.0,IND 23,22.0,38.0,"Rigoberto Sanchez punts 57 yards, returned by Mason Kinsey for 9 yards (tackle by Segun Olubi)",-1.83,-0.87,16.0,2024,232
4.0,5:58,1.0,10.0,TEN 29,22.0,38.0,Mason Rudolph left end for 3 yards (tackle by Kwity Paye and Kenny Moore),0.87,0.73,16.0,2024,232
4.0,5:33,2.0,7.0,TEN 32,22.0,38.0,Mason Rudolph pass complete short right to Nick Westbrook-Ikhine for 11 yards (tackle by Samuel Womack),0.73,1.8,16.0,2024,232
4.0,5:10,1.0,10.0,TEN 43,22.0,38.0,Tyjae Spears up the middle for 1 yard (tackle by Zaire Franklin and Laiatu Latu),1.8,1.39,16.0,2024,232
4.0,4:43,2.0,9.0,TEN 44,22.0,38.0,"Mason Rudolph pass incomplete deep left intended for Nick Westbrook-Ikhine. Penalty on David Long: Defensive Pass Interference, 16 yards (accepted) (no play)",1.39,1.39,16.0,2024,232
4.0,4:43,2.0,9.0,TEN 44,22.0,38.0,"Penalty on David Long: Face Mask (15 Yards), 15 yards (accepted) (no play)",1.39,3.91,16.0,2024,232
4.0,4:36,1.0,10.0,IND 25,22.0,38.0,Mason Rudolph pass complete short middle to Mason Kinsey for 6 yards (tackle by Kenny Moore),3.91,4.2,16.0,2024,232
4.0,4:16,2.0,4.0,IND 19,22.0,38.0,Mason Rudolph pass complete short middle to Tyjae Spears for 17 yards (tackle by Samuel Womack),4.2,6.74,16.0,2024,232
4.0,3:37,1.0,2.0,IND 2,22.0,38.0,Tyjae Spears up the middle for no gain (tackle by Zaire Franklin and Kwity Paye),6.74,5.72,16.0,2024,232
4.0,2:56,2.0,2.0,IND 2,28.0,38.0,"Tyjae Spears up the middle for 2 yards, touchdown",5.72,7.0,16.0,2024,232
4.0,2:53,,,IND 2,30.0,38.0,Two Point Attempt: Mason Rudolph pass complete to to Chigoziem Okonkwo for no gain,1.0,1.0,16.0,2024,232
4.0,2:53,,,TEN 35,30.0,38.0,"Brayden Narveson kicks off 64 yards, returned by Anthony Gould for 31 yards (tackle by Cedric Gray)",0.0,1.07,16.0,2024,232
4.0,2:47,1.0,10.0,IND 32,30.0,38.0,Jonathan Taylor up the middle for 2 yards (tackle by Cedric Gray),1.07,0.8,16.0,2024,232
4.0,2:06,2.0,8.0,IND 34,30.0,38.0,Jonathan Taylor right tackle for no gain (tackle by Sebastian Joseph-Day),0.8,0.1,16.0,2024,232
4.0,2:00,3.0,8.0,IND 34,30.0,38.0,Anthony Richardson pass complete short left to Michael Pittman for 10 yards,0.1,1.86,16.0,2024,232
4.0,1:55,1.0,10.0,IND 44,30.0,38.0,Jonathan Taylor up the middle for 2 yards (tackle by Sebastian Joseph-Day and Jarvis Brownlee),1.86,1.59,16.0,2024,232
4.0,1:51,,,,,,Timeout #1 by Tennessee Titans,,,16.0,2024,232
4.0,1:51,2.0,8.0,IND 46,30.0,38.0,Anthony Richardson left end for 9 yards (tackle by Jarvis Brownlee),1.59,2.59,16.0,2024,232
4.0,1:45,,,,,,Timeout #2 by Tennessee Titans,,,16.0,2024,232
4.0,1:45,1.0,10.0,TEN 45,30.0,38.0,Jonathan Taylor up the middle for 1 yard (tackle by T'Vondre Sweat and Mike Brown),2.59,2.18,16.0,2024,232
4.0,1:40,,,,,,Timeout #3 by Tennessee Titans,,,16.0,2024,232
4.0,1:40,2.0,9.0,TEN 44,30.0,38.0,Jonathan Taylor right tackle for 3 yards (tackle by Daryl Worley and Jeffery Simmons),2.18,1.88,16.0,2024,232
4.0,0:55,,,,,,Timeout #1 by Indianapolis Colts,,,16.0,2024,232
4.0,0:55,3.0,6.0,TEN 41,30.0,38.0,Jonathan Taylor up the middle for 1 yard (tackle by Jeffery Simmons and Sebastian Joseph-Day),1.88,0.59,16.0,2024,232
4.0,0:10,4.0,5.0,TEN 40,30.0,38.0,"Penalty on Anthony Richardson: Delay of Game, 5 yards (accepted)",0.59,0.27,16.0,2024,232
4.0,0:10,4.0,10.0,TEN 45,30.0,38.0,"Rigoberto Sanchez punts 34 yards, fair catch by Mason Kinsey at TEN-11",0.27,0.37,16.0,2024,232
4.0,0:03,1.0,10.0,TEN 11,30.0,38.0,Mason Rudolph pass deep middle intended for Calvin Ridley is intercepted by Kenny Moore at TEN-34 and returned for 4 yards,-0.37,3.58,16.0,2024,232
