Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA,week,year,game_id
4.0,3:17,2.0,10.0,MIN 45,24.0,21.0,Kirk Cousins pass complete short right to Jalen Reagor for 2 yards (tackle by Alim McNeill),1.38,0.96,3.0,2022,39
4.0,2:42,3.0,8.0,MIN 47,24.0,21.0,Kirk Cousins pass incomplete deep right intended for Adam Thielen,0.96,-0.26,3.0,2022,39
4.0,2:36,4.0,8.0,MIN 47,24.0,21.0,Kirk Cousins pass incomplete short right intended for Adam Thielen,-0.26,-2.46,3.0,2022,39
4.0,2:32,1.0,10.0,MIN 47,24.0,21.0,Jamaal Williams left guard for no gain (tackle by Eric Kendricks),2.46,1.91,3.0,2022,39
4.0,2:28,,,,,,Timeout #2 by Minnesota Vikings,,,3.0,2022,39
4.0,2:28,2.0,10.0,MIN 47,24.0,21.0,"Jared Goff pass incomplete short middle. Penalty on Camryn Bynum: Defensive Holding, 5 yards (accepted) (no play)",1.91,2.79,3.0,2022,39
4.0,2:24,1.0,10.0,MIN 42,24.0,21.0,Jamaal Williams up the middle for -4 yards (tackle by Jonathan Bullard),2.79,1.7,3.0,2022,39
4.0,2:20,,,,,,Timeout #3 by Minnesota Vikings,,,3.0,2022,39
4.0,2:20,2.0,14.0,MIN 46,24.0,21.0,Jamaal Williams right guard for no gain (tackle by Harrison Phillips and Jordan Hicks),1.7,1.03,3.0,2022,39
4.0,2:00,3.0,14.0,MIN 46,24.0,21.0,Jamaal Williams left end for 10 yards (tackle by Eric Kendricks),1.03,0.89,3.0,2022,39
4.0,1:14,,,,,,Timeout #2 by Detroit Lions,,,3.0,2022,39
4.0,1:14,4.0,4.0,MIN 36,24.0,21.0,Austin Seibert 54 yard field goal no good,0.89,-1.86,3.0,2022,39
4.0,1:10,1.0,10.0,MIN 44,24.0,21.0,Kirk Cousins pass incomplete short middle intended for K.J. Osborn,1.86,1.32,3.0,2022,39
4.0,1:06,2.0,10.0,MIN 44,24.0,21.0,Kirk Cousins pass complete deep left to K.J. Osborn for 28 yards (tackle by Mike Hughes),1.32,3.71,3.0,2022,39
4.0,0:50,,,,,,Timeout #3 by Detroit Lions,,,3.0,2022,39
4.0,0:50,1.0,10.0,DET 28,24.0,27.0,"Kirk Cousins pass complete deep right to K.J. Osborn for 28 yards, touchdown",3.71,7.0,3.0,2022,39
4.0,0:45,,,DET 15,24.0,28.0,Greg Joseph kicks extra point good,0.0,0.0,3.0,2022,39
4.0,0:45,,,MIN 35,24.0,28.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,39
4.0,0:45,1.0,10.0,DET 25,24.0,28.0,Jared Goff pass incomplete deep left intended for Amon-Ra St. Brown (defended by Eric Kendricks),0.61,0.06,3.0,2022,39
4.0,0:40,2.0,10.0,DET 25,24.0,28.0,Jared Goff pass complete deep left to Josh Reynolds for 25 yards (tackle by Josh Metellus),0.06,2.26,3.0,2022,39
4.0,0:24,1.0,10.0,DET 50,24.0,28.0,Jared Goff spiked the ball,2.26,1.71,3.0,2022,39
4.0,0:23,2.0,10.0,DET 50,24.0,28.0,Jared Goff pass incomplete deep middle intended for Josh Reynolds (defended by Josh Metellus),1.71,1.03,3.0,2022,39
4.0,0:17,3.0,10.0,DET 50,24.0,28.0,Jared Goff pass deep left intended for DJ Chark is intercepted by Josh Metellus at MIN-5 and returned for no gain (tackle by DJ Chark),1.03,0.38,3.0,2022,39
4.0,0:09,1.0,10.0,MIN 5,24.0,28.0,Kirk Cousins kneels for -1 yards,-0.38,-0.85,3.0,2022,39
