Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA,week,year,game_id
1.0,7:10,,,ATL 35,7.0,3.0,"Bradley Pinion kicks off 61 yards, returned by DeeJay Dallas for 22 yards (tackle by Erik Harris and Dean Marlowe)",0.0,0.67,3.0,2022,44
1.0,7:03,1.0,10.0,SEA 26,7.0,3.0,Geno Smith pass complete short middle to D.K. Metcalf for 14 yards (tackle by Jaylinn Hawkins),0.67,1.6,3.0,2022,44
1.0,6:32,1.0,10.0,SEA 40,7.0,3.0,Rashaad Penny left guard for 5 yards (tackle by Rashaan Evans and Ta'Quon Graham),1.6,1.73,3.0,2022,44
1.0,6:00,2.0,5.0,SEA 45,7.0,3.0,Geno Smith pass complete short right to Noah Fant for 4 yards (tackle by Rashaan Evans),1.73,1.55,3.0,2022,44
1.0,5:30,3.0,1.0,SEA 49,7.0,3.0,Geno Smith pass complete deep right to Colby Parkinson for 36 yards (tackle by Jaylinn Hawkins),1.55,4.58,3.0,2022,44
1.0,4:53,1.0,10.0,ATL 15,7.0,3.0,Rashaad Penny left tackle for -3 yards (tackle by Grady Jarrett),4.58,3.56,3.0,2022,44
1.0,4:16,2.0,13.0,ATL 18,7.0,9.0,"Geno Smith pass complete deep middle to Will Dissly for 18 yards, touchdown",3.56,7.0,3.0,2022,44
1.0,4:12,,,ATL 15,7.0,10.0,Jason Myers kicks extra point good,0.0,0.0,3.0,2022,44
1.0,4:12,,,SEA 35,7.0,10.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,44
1.0,4:12,1.0,10.0,ATL 25,7.0,10.0,Marcus Mariota scrambles right tackle for 6 yards (tackle by Jordyn Brooks),0.61,0.87,3.0,2022,44
1.0,3:31,2.0,4.0,ATL 31,7.0,10.0,Tyler Allgeier right guard for 7 yards (tackle by Al Woods),0.87,1.47,3.0,2022,44
1.0,2:50,1.0,10.0,ATL 38,7.0,10.0,Marcus Mariota pass complete deep right to Olamide Zaccheaus for 23 yards (tackle by Tariq Woolen),1.47,2.98,3.0,2022,44
1.0,2:02,1.0,10.0,SEA 39,7.0,10.0,Marcus Mariota pass incomplete deep right intended for Drake London (defended by Michael Jackson),2.98,2.44,3.0,2022,44
1.0,1:55,2.0,10.0,SEA 39,7.0,10.0,Marcus Mariota pass complete deep right to Kyle Pitts for 28 yards (tackle by Josh Jones),2.44,4.84,3.0,2022,44
1.0,1:09,1.0,10.0,SEA 11,7.0,10.0,Cordarrelle Patterson left guard for 4 yards (tackle by Jordyn Brooks and Tariq Woolen),4.84,4.89,3.0,2022,44
1.0,0:31,2.0,6.0,SEA 7,7.0,10.0,"Marcus Mariota pass incomplete short middle intended for Drake London. Penalty on Drew Dalman: Offensive Holding, 10 yards (accepted) (no play)",4.89,3.33,3.0,2022,44
1.0,0:23,2.0,16.0,SEA 17,7.0,10.0,"Marcus Mariota sacked by Coby Bryant for -6 yards. Penalty on Jake Matthews: Offensive Holding, 10 yards (declined)",3.33,2.01,3.0,2022,44
1.0,0:17,3.0,22.0,SEA 23,7.0,10.0,"Marcus Mariota pass incomplete intended for Drake London. Penalty on Drake London: Illegal Touch Pass, 5 yards (declined)",2.01,1.93,3.0,2022,44
1.0,0:11,4.0,22.0,SEA 23,10.0,10.0,Younghoe Koo 41 yard field goal good,1.93,3.0,3.0,2022,44
1.0,0:07,,,ATL 35,10.0,10.0,"Bradley Pinion kicks off 62 yards, returned by DeeJay Dallas for 30 yards (tackle by Mike Ford and Dean Marlowe)",0.0,1.14,3.0,2022,44
2.0,15:00,1.0,10.0,SEA 33,10.0,10.0,Geno Smith pass complete short right to Tyler Lockett for 8 yards,1.14,1.67,3.0,2022,44
2.0,14:38,2.0,2.0,SEA 41,10.0,10.0,Geno Smith left tackle for -3 yards (tackle by Grady Jarrett),1.67,0.56,3.0,2022,44
2.0,13:54,3.0,5.0,SEA 38,10.0,10.0,Geno Smith pass incomplete short right intended for D.K. Metcalf,0.56,-0.85,3.0,2022,44
2.0,13:50,4.0,5.0,SEA 38,10.0,10.0,Michael Dickson punts 51 yards out of bounds,-0.85,0.37,3.0,2022,44
2.0,13:43,1.0,10.0,ATL 11,10.0,10.0,Cordarrelle Patterson right guard for 1 yard (tackle by Al Woods),-0.37,-0.71,3.0,2022,44
2.0,13:00,2.0,9.0,ATL 12,10.0,10.0,Marcus Mariota pass complete deep right to Drake London for 30 yards (tackle by Michael Jackson),-0.71,1.73,3.0,2022,44
2.0,12:19,1.0,10.0,ATL 42,10.0,10.0,Cordarrelle Patterson left tackle for no gain (tackle by Boye Mafe and Quinton Jefferson),1.73,1.19,3.0,2022,44
2.0,11:41,2.0,10.0,ATL 42,10.0,10.0,Marcus Mariota sacked by Quinton Jefferson for -9 yards,1.19,-0.69,3.0,2022,44
2.0,11:00,3.0,19.0,ATL 33,10.0,10.0,Marcus Mariota pass complete deep left to Olamide Zaccheaus for 26 yards (tackle by Josh Jones),-0.69,2.85,3.0,2022,44
2.0,10:26,1.0,10.0,SEA 41,10.0,10.0,Tyler Allgeier right end for 3 yards (tackle by Cody Barton),2.85,2.71,3.0,2022,44
2.0,9:41,2.0,7.0,SEA 38,10.0,10.0,Marcus Mariota scrambles left end for 2 yards (tackle by Jordyn Brooks),2.71,2.28,3.0,2022,44
2.0,9:01,3.0,5.0,SEA 36,10.0,10.0,Marcus Mariota pass complete short middle to Kyle Pitts for 19 yards (tackle by Quandre Diggs),2.28,4.44,3.0,2022,44
2.0,8:18,1.0,10.0,SEA 17,16.0,10.0,"Cordarrelle Patterson right tackle for 17 yards, touchdown",4.44,7.0,3.0,2022,44
2.0,8:12,,,SEA 15,17.0,10.0,Younghoe Koo kicks extra point good,0.0,0.0,3.0,2022,44
2.0,8:12,,,ATL 35,17.0,10.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,44
2.0,8:12,1.0,10.0,SEA 25,17.0,10.0,Rashaad Penny left tackle for 3 yards (tackle by Lorenzo Carter and Mykal Walker),0.61,0.47,3.0,2022,44
2.0,7:31,2.0,7.0,SEA 28,17.0,10.0,Geno Smith pass incomplete deep left intended for D.K. Metcalf (defended by AJ Terrell),0.47,-0.23,3.0,2022,44
2.0,7:26,3.0,7.0,SEA 28,17.0,10.0,Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Casey Hayward),-0.23,1.27,3.0,2022,44
2.0,6:56,1.0,10.0,SEA 35,17.0,10.0,Geno Smith pass complete short middle to Noah Fant for 16 yards (tackle by Casey Hayward),1.27,2.32,3.0,2022,44
2.0,6:27,1.0,10.0,ATL 49,17.0,10.0,Rashaad Penny left guard for 3 yards (tackle by Rashaan Evans and Anthony Rush),2.32,2.19,3.0,2022,44
2.0,5:49,2.0,7.0,ATL 46,17.0,10.0,Geno Smith pass complete short right to Tyler Lockett for 5 yards,2.19,2.15,3.0,2022,44
2.0,5:20,3.0,2.0,ATL 41,17.0,10.0,Kenneth Walker left tackle for no gain (tackle by AJ Terrell),2.15,0.53,3.0,2022,44
2.0,4:39,4.0,2.0,ATL 41,17.0,10.0,Geno Smith pass complete deep left to Marquise Goodwin for 23 yards (tackle by Casey Hayward),0.53,4.37,3.0,2022,44
2.0,4:04,1.0,10.0,ATL 18,17.0,16.0,"Geno Smith pass complete deep left to D.K. Metcalf for 18 yards, touchdown",4.37,7.0,3.0,2022,44
2.0,3:58,,,ATL 15,17.0,17.0,Jason Myers kicks extra point good,0.0,0.0,3.0,2022,44
2.0,3:58,,,SEA 35,17.0,17.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,44
2.0,3:58,1.0,10.0,ATL 25,17.0,17.0,Cordarrelle Patterson right tackle for 2 yards (tackle by Boye Mafe and Jordyn Brooks),0.61,0.33,3.0,2022,44
2.0,3:23,2.0,8.0,ATL 27,17.0,17.0,Marcus Mariota pass incomplete deep left intended for Kyle Pitts,0.33,-0.36,3.0,2022,44
2.0,3:18,3.0,8.0,ATL 27,17.0,17.0,Marcus Mariota pass incomplete intended for Kyle Pitts,-0.36,-1.57,3.0,2022,44
2.0,3:12,4.0,8.0,ATL 27,17.0,17.0,"Bradley Pinion punts 73 yards, touchback.",-1.57,-0.28,3.0,2022,44
2.0,3:03,1.0,10.0,SEA 20,17.0,17.0,Geno Smith pass complete short right to Tyler Lockett for 5 yards (tackle by Casey Hayward),0.28,0.41,3.0,2022,44
2.0,2:40,2.0,5.0,SEA 25,17.0,17.0,Geno Smith pass incomplete deep left intended for Tyler Lockett (defended by Richie Grant),0.41,-0.3,3.0,2022,44
2.0,2:33,3.0,5.0,SEA 25,17.0,17.0,Geno Smith pass complete short left to Colby Parkinson for 8 yards (tackle by Mykal Walker),-0.3,1.14,3.0,2022,44
2.0,2:00,1.0,10.0,SEA 33,17.0,17.0,Geno Smith pass complete short middle to Penny Hart for 15 yards (tackle by Richie Grant),1.14,2.13,3.0,2022,44
2.0,1:43,1.0,10.0,SEA 48,17.0,17.0,DeeJay Dallas right guard for 16 yards (tackle by Richie Grant),2.13,3.18,3.0,2022,44
2.0,1:24,1.0,10.0,ATL 36,17.0,17.0,DeeJay Dallas right guard for 3 yards (tackle by Arnold Ebiketie),3.18,3.04,3.0,2022,44
2.0,0:58,2.0,7.0,ATL 33,17.0,17.0,Geno Smith pass incomplete short right intended for Marquise Goodwin,3.04,2.35,3.0,2022,44
2.0,0:52,3.0,7.0,ATL 33,17.0,17.0,Geno Smith pass complete short right to D.K. Metcalf for 13 yards (tackle by Casey Hayward),2.35,4.24,3.0,2022,44
2.0,0:45,1.0,10.0,ATL 20,17.0,17.0,Geno Smith pass complete short middle to DeeJay Dallas for 7 yards (tackle by Mykal Walker and Grady Jarrett),4.24,4.83,3.0,2022,44
2.0,0:22,2.0,3.0,ATL 13,17.0,17.0,Geno Smith pass incomplete short right intended for D.K. Metcalf (defended by AJ Terrell),4.83,4.1,3.0,2022,44
2.0,0:17,3.0,3.0,ATL 13,17.0,17.0,Geno Smith pass incomplete intended for D.K. Metcalf,4.1,2.67,3.0,2022,44
2.0,0:09,4.0,3.0,ATL 13,17.0,20.0,Jason Myers 31 yard field goal good,2.67,3.0,3.0,2022,44
2.0,0:05,,,SEA 35,17.0,20.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,44
2.0,0:05,1.0,10.0,ATL 25,17.0,20.0,Marcus Mariota pass short middle intended for Drake London is intercepted by Tariq Woolen at ATL-36 and returned for 7 yards (tackle by Parker Hesse),0.61,3.64,3.0,2022,44
3.0,15:00,,,SEA 35,17.0,20.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,44
3.0,15:00,1.0,10.0,ATL 25,17.0,20.0,Tyler Allgeier right guard for 5 yards (tackle by Jordyn Brooks and Uchenna Nwosu),0.61,0.74,3.0,2022,44
3.0,14:19,2.0,5.0,ATL 30,17.0,20.0,Marcus Mariota pass complete short left to Tyler Allgeier for 5 yards (tackle by Al Woods and Jordyn Brooks),0.74,1.27,3.0,2022,44
3.0,13:41,1.0,10.0,ATL 35,17.0,20.0,Tyler Allgeier right end for 5 yards (tackle by Jordyn Brooks and Cody Barton),1.27,1.4,3.0,2022,44
3.0,12:59,2.0,5.0,ATL 40,17.0,20.0,"Marcus Mariota pass incomplete deep left. Penalty on Quandre Diggs: Roughing the Passer, 15 yards (accepted) (no play)",1.4,2.59,3.0,2022,44
3.0,12:55,1.0,10.0,SEA 45,17.0,20.0,Cordarrelle Patterson left guard for 5 yards (tackle by Boye Mafe and Cody Barton),2.59,2.72,3.0,2022,44
3.0,12:09,2.0,5.0,SEA 40,17.0,20.0,Marcus Mariota pass complete short left to Cordarrelle Patterson for 12 yards (tackle by Tariq Woolen),2.72,3.71,3.0,2022,44
3.0,11:27,1.0,10.0,SEA 28,17.0,20.0,Cordarrelle Patterson right tackle for 4 yards (tackle by Darryl Johnson and Bryan Mone),3.71,3.71,3.0,2022,44
3.0,11:01,2.0,6.0,SEA 24,17.0,20.0,Marcus Mariota pass incomplete deep left,3.71,3.01,3.0,2022,44
3.0,10:55,3.0,6.0,SEA 24,17.0,20.0,"Penalty on Colby Gossett: False Start, 5 yards (accepted) (no play)",3.01,2.34,3.0,2022,44
3.0,10:55,3.0,11.0,SEA 29,17.0,20.0,"Marcus Mariota sacked by Darrell Taylor for -7 yards. Marcus Mariota fumbles (forced by Darrell Taylor), recovered by Kaleb McGary at SEA-36",2.34,0.88,3.0,2022,44
3.0,10:07,4.0,18.0,SEA 36,20.0,20.0,Younghoe Koo 54 yard field goal good,0.88,3.0,3.0,2022,44
3.0,10:00,,,ATL 35,20.0,20.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,44
3.0,10:00,1.0,10.0,SEA 25,20.0,20.0,Geno Smith pass complete short middle to Marquise Goodwin for 8 yards (tackle by Troy Andersen),0.61,1.14,3.0,2022,44
3.0,9:39,2.0,2.0,SEA 33,20.0,20.0,Rashaad Penny right tackle for 1 yard (tackle by Anthony Rush),1.14,0.56,3.0,2022,44
3.0,9:17,3.0,1.0,SEA 34,20.0,20.0,Geno Smith up the middle for 2 yards (tackle by Troy Andersen),0.56,1.33,3.0,2022,44
3.0,8:38,1.0,10.0,SEA 36,20.0,20.0,Rashaad Penny left guard for 6 yards (tackle by Richie Grant and Adetokunbo Ogundeji),1.33,1.6,3.0,2022,44
3.0,8:12,2.0,4.0,SEA 42,20.0,20.0,Geno Smith pass complete short middle to Will Dissly for 10 yards (tackle by Mykal Walker),1.6,2.39,3.0,2022,44
3.0,7:28,1.0,10.0,ATL 48,20.0,20.0,Kenneth Walker right end for 21 yards (tackle by Rashaan Evans),2.39,3.78,3.0,2022,44
3.0,6:38,1.0,10.0,ATL 27,20.0,20.0,Rashaad Penny right tackle for 3 yards (tackle by Ta'Quon Graham and Rashaan Evans),3.78,3.64,3.0,2022,44
3.0,5:57,2.0,7.0,ATL 24,20.0,20.0,Geno Smith pass complete short right to Kenneth Walker for 6 yards (tackle by Mykal Walker),3.64,3.84,3.0,2022,44
3.0,5:19,3.0,1.0,ATL 18,20.0,20.0,Rashaad Penny right guard for 3 yards (tackle by Rashaan Evans and Richie Grant),3.84,4.58,3.0,2022,44
3.0,4:49,1.0,10.0,ATL 15,20.0,20.0,"Penalty on Colby Parkinson: False Start, 5 yards (accepted) (no play)",4.58,4.24,3.0,2022,44
3.0,4:28,1.0,15.0,ATL 20,20.0,20.0,Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Mykal Walker),4.24,4.28,3.0,2022,44
3.0,3:49,2.0,8.0,ATL 13,20.0,20.0,Geno Smith pass complete short right to Will Dissly for 6 yards (tackle by Mykal Walker and Jaylinn Hawkins),4.28,4.68,3.0,2022,44
3.0,3:18,3.0,2.0,ATL 7,20.0,20.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,4.68,3.02,3.0,2022,44
3.0,3:15,,,,,,Timeout #1 by Seattle Seahawks,,,3.0,2022,44
3.0,3:15,4.0,1.0,ATL 6,20.0,23.0,Jason Myers 25 yard field goal good,3.02,3.0,3.0,2022,44
3.0,3:11,,,SEA 35,20.0,23.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,44
3.0,3:11,1.0,10.0,ATL 25,20.0,23.0,Cordarrelle Patterson right guard for 40 yards (tackle by Josh Jones),0.61,3.25,3.0,2022,44
3.0,2:41,1.0,10.0,SEA 35,20.0,23.0,Cordarrelle Patterson right end for 18 yards (tackle by Cody Barton),3.25,4.44,3.0,2022,44
3.0,2:05,1.0,10.0,SEA 17,20.0,23.0,Tyler Allgeier left guard for 3 yards (tackle by Al Woods),4.44,4.32,3.0,2022,44
3.0,1:26,2.0,7.0,SEA 14,20.0,23.0,Marcus Mariota left end for no gain (tackle by Tariq Woolen),4.32,3.5,3.0,2022,44
3.0,0:41,3.0,7.0,SEA 14,26.0,23.0,"Marcus Mariota pass complete short left to Drake London for 14 yards, touchdown",3.5,7.0,3.0,2022,44
3.0,0:35,,,SEA 15,27.0,23.0,Younghoe Koo kicks extra point good,0.0,0.0,3.0,2022,44
3.0,0:35,,,ATL 35,27.0,23.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,44
3.0,0:35,1.0,10.0,SEA 25,27.0,23.0,Geno Smith pass complete short left to Rashaad Penny for 3 yards (tackle by Mykal Walker),0.61,0.47,3.0,2022,44
4.0,15:00,2.0,7.0,SEA 28,27.0,23.0,Geno Smith pass complete short middle to Noah Fant for 1 yard (tackle by Richie Grant),0.47,-0.1,3.0,2022,44
4.0,14:16,3.0,6.0,SEA 29,27.0,23.0,Geno Smith pass complete short middle to DeeJay Dallas for 10 yards (tackle by Rashaan Evans and Nathan Landman),-0.1,1.53,3.0,2022,44
4.0,13:34,1.0,10.0,SEA 39,27.0,23.0,DeeJay Dallas left tackle for 2 yards (tackle by Mike Ford),1.53,1.26,3.0,2022,44
4.0,12:56,2.0,8.0,SEA 41,27.0,23.0,Geno Smith pass incomplete deep middle intended for D.K. Metcalf (defended by Rashaan Evans),1.26,0.56,3.0,2022,44
4.0,12:51,3.0,8.0,SEA 41,27.0,23.0,Geno Smith pass complete short left to Tyler Lockett for 9 yards (tackle by AJ Terrell),0.56,2.26,3.0,2022,44
4.0,12:10,1.0,10.0,SEA 50,27.0,23.0,"Rashaad Penny left guard for no gain (tackle by Rashaan Evans). Penalty on Damien Lewis: Offensive Holding, 10 yards (accepted) (no play)",2.26,1.6,3.0,2022,44
4.0,11:55,1.0,20.0,SEA 40,27.0,23.0,Geno Smith pass incomplete short middle intended for Marquise Goodwin (defended by Mykal Walker),1.6,0.36,3.0,2022,44
4.0,11:51,2.0,20.0,SEA 40,27.0,23.0,Geno Smith pass incomplete deep middle intended for Marquise Goodwin (defended by Rashaan Evans),0.36,-0.3,3.0,2022,44
4.0,11:46,3.0,20.0,SEA 40,27.0,23.0,Geno Smith pass complete short middle to Kenneth Walker for 5 yards (tackle by Rashaan Evans),-0.3,-0.39,3.0,2022,44
4.0,11:00,4.0,15.0,SEA 45,27.0,23.0,"Michael Dickson punts 51 yards, returned by Avery Williams for 6 yards (tackle by Penny Hart and Isaiah Dunn)",-0.39,0.38,3.0,2022,44
4.0,10:48,1.0,10.0,ATL 10,27.0,23.0,Cordarrelle Patterson right tackle for 3 yards (tackle by Al Woods and Darryl Johnson),-0.38,-0.56,3.0,2022,44
4.0,10:08,2.0,7.0,ATL 13,27.0,23.0,Marcus Mariota pass complete short right to Drake London for 10 yards (tackle by Poona Ford),-0.56,0.48,3.0,2022,44
4.0,9:27,1.0,10.0,ATL 23,27.0,23.0,Cordarrelle Patterson left tackle for 18 yards (tackle by Josh Jones),0.48,1.66,3.0,2022,44
4.0,8:45,1.0,10.0,ATL 41,27.0,23.0,Cordarrelle Patterson right end for 6 yards (tackle by Uchenna Nwosu),1.66,1.93,3.0,2022,44
4.0,8:03,2.0,4.0,ATL 47,27.0,23.0,Marcus Mariota pass complete short right to Kyle Pitts for 5 yards (tackle by Darrell Taylor),1.93,2.39,3.0,2022,44
4.0,7:19,1.0,10.0,SEA 48,27.0,23.0,Tyler Allgeier left guard for 2 yards (tackle by Uchenna Nwosu and Jordyn Brooks),2.39,2.12,3.0,2022,44
4.0,6:29,2.0,8.0,SEA 46,27.0,23.0,Avery Williams right end for 9 yards (tackle by Quandre Diggs),2.12,3.12,3.0,2022,44
4.0,5:52,1.0,10.0,SEA 37,27.0,23.0,Cordarrelle Patterson left end for 3 yards (tackle by Cody Barton),3.12,2.98,3.0,2022,44
4.0,5:16,2.0,7.0,SEA 34,27.0,23.0,"Marcus Mariota for -3 yards. Marcus Mariota fumbles, recovered by Uchenna Nwosu at SEA-37",2.98,-1.4,3.0,2022,44
4.0,5:12,1.0,10.0,SEA 37,27.0,23.0,Geno Smith sacked by Lorenzo Carter for -7 yards,1.4,-0.09,3.0,2022,44
4.0,4:44,2.0,17.0,SEA 30,27.0,23.0,Geno Smith pass complete short right to Tyler Lockett for 10 yards (tackle by Mykal Walker),-0.09,0.56,3.0,2022,44
4.0,4:13,3.0,7.0,SEA 40,27.0,23.0,Geno Smith pass complete short left to Noah Fant for 6 yards (tackle by Rashaan Evans),0.56,-0.32,3.0,2022,44
4.0,3:40,4.0,1.0,SEA 46,27.0,23.0,Rashaad Penny left guard for 4 yards (tackle by AJ Terrell),-0.32,2.26,3.0,2022,44
4.0,3:13,1.0,10.0,ATL 50,27.0,23.0,Geno Smith pass complete deep left to Tyler Lockett for 20 yards (tackle by AJ Terrell),2.26,3.58,3.0,2022,44
4.0,2:39,1.0,10.0,ATL 30,27.0,23.0,Rashaad Penny left guard for 6 yards (tackle by Richie Grant),3.58,3.84,3.0,2022,44
4.0,2:16,2.0,4.0,ATL 24,27.0,23.0,"Geno Smith pass complete short left to Rashaad Penny for 13 yards (tackle by Mike Ford). Penalty on Damien Lewis: Offensive Holding, 10 yards (accepted) (no play)",3.84,2.49,3.0,2022,44
4.0,2:05,2.0,14.0,ATL 34,27.0,23.0,Geno Smith pass complete short left to D.K. Metcalf for 6 yards (tackle by AJ Terrell),2.49,2.61,3.0,2022,44
4.0,2:00,3.0,8.0,ATL 28,27.0,23.0,Geno Smith sacked by Grady Jarrett for -10 yards,2.61,0.72,3.0,2022,44
4.0,1:30,4.0,18.0,ATL 38,27.0,23.0,Geno Smith pass deep right intended for Tyler Lockett is intercepted by Richie Grant at ATL-6 and returned for 12 yards,0.72,-0.04,3.0,2022,44
4.0,1:17,1.0,10.0,ATL 18,27.0,23.0,Cordarrelle Patterson right guard for 5 yards (tackle by Darrell Taylor),0.04,0.28,3.0,2022,44
4.0,1:12,,,,,,Timeout #2 by Seattle Seahawks,,,3.0,2022,44
4.0,1:12,2.0,5.0,ATL 23,27.0,23.0,Cordarrelle Patterson right guard for 5 yards (tackle by Poona Ford),0.28,0.81,3.0,2022,44
4.0,1:06,,,,,,Timeout #3 by Seattle Seahawks,,,3.0,2022,44
4.0,1:06,1.0,10.0,ATL 28,27.0,23.0,Marcus Mariota kneels for -1 yards,0.81,0.13,3.0,2022,44
4.0,0:36,2.0,11.0,ATL 27,27.0,23.0,Marcus Mariota kneels for -1 yards,0.13,-0.69,3.0,2022,44
