Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA,week,year,game_id
1.0,1:48,3.0,6.0,PHI 26,0.0,0.0,Jalen Hurts pass complete short left to A.J. Brown for 13 yards (tackle by Darrick Forrest),-0.29,1.53,3.0,2022,42
1.0,1:22,1.0,10.0,PHI 39,0.0,0.0,Jalen Hurts pass complete deep right to DeVonta Smith for 45 yards (tackle by Benjamin St-Juste),1.53,4.51,3.0,2022,42
1.0,1:00,1.0,10.0,WAS 16,0.0,0.0,Jalen Hurts pass complete short left to Dallas Goedert for 2 yards (tackle by Kendall Fuller),4.51,4.21,3.0,2022,42
1.0,0:31,2.0,8.0,WAS 14,0.0,0.0,Miles Sanders right guard for no gain (tackle by Cole Holcomb),4.21,3.37,3.0,2022,42
2.0,15:00,3.0,8.0,WAS 14,0.0,0.0,Jalen Hurts pass incomplete short middle intended for DeVonta Smith (defended by Benjamin St-Juste),3.37,2.51,3.0,2022,42
2.0,14:56,4.0,8.0,WAS 14,3.0,0.0,Jake Elliott 32 yard field goal good,2.51,3.0,3.0,2022,42
2.0,14:53,,,PHI 35,3.0,0.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,42
2.0,14:53,1.0,10.0,WAS 25,3.0,0.0,Antonio Gibson left tackle for 4 yards (tackle by Brandon Graham),0.61,0.6,3.0,2022,42
2.0,14:13,2.0,6.0,WAS 29,3.0,0.0,"Carson Wentz sacked by Brandon Graham for -5 yards. Carson Wentz fumbles (forced by Brandon Graham), recovered by Javon Hargrave at WAS-24 (tackle by Brandon Graham)",0.6,-3.97,3.0,2022,42
2.0,14:03,1.0,10.0,WAS 24,3.0,0.0,Boston Scott left guard for 1 yard (tackle by Daron Payne and Efe Obada),3.97,3.57,3.0,2022,42
2.0,13:26,2.0,9.0,WAS 23,9.0,0.0,"Jalen Hurts pass complete short middle to Dallas Goedert for 23 yards, touchdown",3.57,7.0,3.0,2022,42
2.0,13:18,,,WAS 15,10.0,0.0,Jake Elliott kicks extra point good,0.0,0.0,3.0,2022,42
2.0,13:18,,,PHI 35,10.0,0.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,42
2.0,13:18,1.0,10.0,WAS 25,10.0,0.0,Antonio Gibson right tackle for 7 yards (tackle by Kyzir White),0.61,1.01,3.0,2022,42
2.0,12:46,2.0,3.0,WAS 32,10.0,0.0,Carson Wentz scrambles right end for 2 yards (tackle by T.J. Edwards),1.01,0.56,3.0,2022,42
2.0,12:04,3.0,1.0,WAS 34,10.0,0.0,Jonathan Williams left guard for 6 yards (tackle by Avonte Maddox and Milton Williams),0.56,1.6,3.0,2022,42
2.0,11:20,1.0,10.0,WAS 40,10.0,0.0,Carson Wentz pass incomplete short right intended for Jahan Dotson,1.6,1.05,3.0,2022,42
2.0,11:15,2.0,10.0,WAS 40,10.0,0.0,Curtis Samuel left end for no gain (tackle by Haason Reddick and Brandon Graham),1.05,0.37,3.0,2022,42
2.0,10:56,3.0,10.0,WAS 40,10.0,0.0,Carson Wentz pass incomplete deep right intended for Jahan Dotson,0.37,-0.72,3.0,2022,42
2.0,10:46,4.0,10.0,WAS 40,10.0,0.0,"Tress Way punts 48 yards, recovered by Britain Covey at PHI-6 (tackle by Armani Rogers and Jeremy Reaves)",-0.72,0.38,3.0,2022,42
2.0,10:35,1.0,10.0,PHI 6,10.0,0.0,Miles Sanders left guard for 13 yards (tackle by Kamren Curl and Cole Holcomb),-0.38,0.15,3.0,2022,42
2.0,10:12,1.0,10.0,PHI 19,10.0,0.0,Jalen Hurts pass complete deep left to A.J. Brown for 38 yards (tackle by Kendall Fuller),0.15,2.72,3.0,2022,42
2.0,9:40,1.0,10.0,WAS 43,10.0,0.0,Jalen Hurts pass complete short middle to DeVonta Smith for 13 yards (tackle by Jamin Davis and Cole Holcomb),2.72,3.58,3.0,2022,42
2.0,9:18,1.0,10.0,WAS 30,10.0,0.0,Jalen Hurts pass complete short right to Zach Pascal for 13 yards (tackle by Benjamin St-Juste),3.58,4.44,3.0,2022,42
2.0,8:49,1.0,10.0,WAS 17,10.0,0.0,Jalen Hurts pass complete short left to Zach Pascal for 1 yard (tackle by Rachad Wildgoose),4.44,4.0,3.0,2022,42
2.0,8:16,2.0,9.0,WAS 16,10.0,0.0,Jalen Hurts up the middle for 4 yards (tackle by Kamren Curl),4.0,3.88,3.0,2022,42
2.0,7:39,3.0,5.0,WAS 12,10.0,0.0,Jalen Hurts scrambles left end for 4 yards (tackle by Shaka Toney),3.88,2.99,3.0,2022,42
2.0,7:11,,,,,,Timeout #1 by Washington Commanders,,,3.0,2022,42
2.0,7:11,4.0,1.0,WAS 8,10.0,0.0,Zach Pascal right end for no gain (tackle by Shaka Toney and Cole Holcomb),2.99,0.38,3.0,2022,42
2.0,7:08,1.0,10.0,WAS 9,10.0,0.0,Antonio Gibson left guard for 11 yards (tackle by Marcus Epps and Jordan Davis),-0.38,0.28,3.0,2022,42
2.0,6:43,1.0,10.0,WAS 20,10.0,0.0,Carson Wentz pass incomplete short right intended for John Bates (defended by Brandon Graham),0.28,-0.27,3.0,2022,42
2.0,6:39,2.0,10.0,WAS 20,10.0,0.0,Carson Wentz pass incomplete deep left intended for Terry McLaurin,-0.27,-0.96,3.0,2022,42
2.0,6:34,3.0,10.0,WAS 20,10.0,0.0,"Carson Wentz sacked by Haason Reddick for -7 yards. Carson Wentz fumbles (forced by Haason Reddick), recovered by Carson Wentz at WAS-13 (tackle by Haason Reddick)",-0.96,-2.49,3.0,2022,42
2.0,5:54,4.0,17.0,WAS 13,10.0,0.0,"Tress Way punts 52 yards, returned by Britain Covey for 1 yard (tackle by Jeremy Reaves and Darrick Forrest)",-2.49,-1.33,3.0,2022,42
2.0,5:45,1.0,10.0,PHI 36,10.0,0.0,"Jalen Hurts pass incomplete deep left intended for Quez Watkins. Penalty on Rachad Wildgoose: Defensive Pass Interference, 17 yards (accepted) (no play)",1.33,2.46,3.0,2022,42
2.0,5:39,1.0,10.0,WAS 47,10.0,0.0,Jalen Hurts pass complete short right to Jack Stoll for 4 yards (tackle by Cole Holcomb),2.46,2.45,3.0,2022,42
2.0,5:02,2.0,6.0,WAS 43,10.0,0.0,Jalen Hurts pass complete short middle to Dallas Goedert for 1 yard (tackle by Cole Holcomb and Montez Sweat),2.45,1.88,3.0,2022,42
2.0,4:19,3.0,5.0,WAS 42,10.0,0.0,Jalen Hurts pass complete short right to DeVonta Smith for 31 yards (tackle by Bobby McCain),1.88,4.84,3.0,2022,42
2.0,3:47,1.0,10.0,WAS 11,10.0,0.0,Kenneth Gainwell right end for 2 yards (tackle by Jamin Davis),4.84,4.51,3.0,2022,42
2.0,3:06,2.0,8.0,WAS 9,10.0,0.0,Jalen Hurts pass incomplete short right intended for A.J. Brown (defended by Bobby McCain),4.51,3.53,3.0,2022,42
2.0,3:00,,,,,,Timeout #1 by Philadelphia Eagles,,,3.0,2022,42
2.0,3:00,3.0,8.0,WAS 9,16.0,0.0,"Jalen Hurts pass complete short right to A.J. Brown for 9 yards, touchdown",3.53,7.0,3.0,2022,42
2.0,2:56,,,WAS 15,17.0,0.0,Jake Elliott kicks extra point good,0.0,0.0,3.0,2022,42
2.0,2:56,,,PHI 35,17.0,0.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,42
2.0,2:56,1.0,10.0,WAS 25,17.0,0.0,Carson Wentz pass incomplete short right intended for Curtis Samuel,0.61,0.06,3.0,2022,42
2.0,2:53,2.0,10.0,WAS 25,17.0,0.0,Carson Wentz pass incomplete short middle intended for J.D. McKissic,0.06,-0.62,3.0,2022,42
2.0,2:49,3.0,10.0,WAS 25,17.0,0.0,Carson Wentz pass complete short left to Jahan Dotson for 3 yards (tackle by T.J. Edwards),-0.62,-1.5,3.0,2022,42
2.0,2:07,4.0,7.0,WAS 28,17.0,0.0,"Tress Way punts 57 yards, returned by Britain Covey for 9 yards (tackle by Jonathan Bostic and David Mayo). Penalty on Josh Jobe: Illegal Blindside Block, 12 yards (accepted)",-1.5,0.35,3.0,2022,42
2.0,1:57,1.0,10.0,PHI 12,17.0,0.0,Kenneth Gainwell left guard for 3 yards (tackle by Shaka Toney),-0.35,-0.5,3.0,2022,42
2.0,1:28,2.0,7.0,PHI 15,17.0,0.0,Jalen Hurts scrambles left end for 5 yards (tackle by Kamren Curl),-0.5,-0.48,3.0,2022,42
2.0,1:20,3.0,2.0,PHI 20,17.0,0.0,Jalen Hurts pass complete short left to Zach Pascal for 4 yards (tackle by Kendall Fuller and Kamren Curl),-0.48,0.54,3.0,2022,42
2.0,0:58,1.0,10.0,PHI 24,17.0,0.0,Jalen Hurts pass incomplete deep right intended for DeVonta Smith,0.54,0.0,3.0,2022,42
2.0,0:51,2.0,10.0,PHI 24,17.0,0.0,Jalen Hurts pass complete short right to A.J. Brown for 15 yards (tackle by Benjamin St-Juste),0.0,1.53,3.0,2022,42
2.0,0:42,,,,,,Timeout #2 by Philadelphia Eagles,,,3.0,2022,42
2.0,0:42,1.0,10.0,PHI 39,17.0,0.0,Jalen Hurts pass complete short left to DeVonta Smith for 16 yards (tackle by Rachad Wildgoose),1.53,2.59,3.0,2022,42
2.0,0:37,1.0,10.0,WAS 45,17.0,0.0,Jalen Hurts pass complete deep middle to DeVonta Smith for 44 yards (tackle by Kendall Fuller),2.59,6.97,3.0,2022,42
2.0,0:25,,,,,,Timeout #2 by Washington Commanders,,,3.0,2022,42
2.0,0:25,,,,,,Timeout #3 by Philadelphia Eagles,,,3.0,2022,42
2.0,0:25,1.0,1.0,WAS 1,17.0,0.0,Jalen Hurts pass incomplete short middle intended for A.J. Brown,6.97,5.91,3.0,2022,42
2.0,0:22,2.0,1.0,WAS 1,17.0,0.0,Jalen Hurts pass incomplete short middle intended for Jack Stoll,5.91,5.17,3.0,2022,42
2.0,0:18,3.0,1.0,WAS 1,17.0,0.0,Jalen Hurts left tackle for -1 yards (tackle by Kamren Curl and Bobby McCain),5.17,3.25,3.0,2022,42
2.0,0:01,4.0,2.0,WAS 2,23.0,0.0,"Jalen Hurts pass complete short left to DeVonta Smith for 2 yards, touchdown",3.25,7.0,3.0,2022,42
2.0,0:00,,,WAS 15,24.0,0.0,Jake Elliott kicks extra point good,0.0,0.0,3.0,2022,42
3.0,15:00,,,WAS 35,24.0,0.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,42
3.0,15:00,1.0,10.0,PHI 25,24.0,0.0,Jalen Hurts pass complete deep left to Grant Calcaterra for 40 yards (tackle by Cole Holcomb),0.61,3.25,3.0,2022,42
3.0,14:36,1.0,10.0,WAS 35,24.0,0.0,Miles Sanders up the middle for no gain (tackle by Jonathan Allen),3.25,2.7,3.0,2022,42
3.0,14:00,2.0,10.0,WAS 35,24.0,0.0,Jalen Hurts sacked by Efe Obada for -9 yards,2.7,0.83,3.0,2022,42
3.0,13:18,3.0,19.0,WAS 44,24.0,0.0,Jalen Hurts pass incomplete deep right intended for DeVonta Smith (defended by Benjamin St-Juste),0.83,0.33,3.0,2022,42
3.0,13:09,4.0,19.0,WAS 44,24.0,0.0,"Arryn Siposs punts 44 yards, touchback.",0.33,-0.28,3.0,2022,42
3.0,13:00,1.0,10.0,WAS 20,24.0,0.0,Antonio Gibson right end for 6 yards (tackle by Haason Reddick),0.28,0.54,3.0,2022,42
3.0,12:29,2.0,4.0,WAS 26,24.0,0.0,Antonio Gibson left end for -3 yards (tackle by T.J. Edwards),0.54,-0.56,3.0,2022,42
3.0,11:49,3.0,7.0,WAS 23,24.0,0.0,Carson Wentz pass complete short middle to Curtis Samuel for 4 yards (tackle by C.J. Gardner-Johnson),-0.56,-1.57,3.0,2022,42
3.0,11:08,4.0,3.0,WAS 27,24.0,0.0,"Tress Way punts 52 yards, fair catch by Britain Covey at PHI-21",-1.57,-0.34,3.0,2022,42
3.0,10:56,1.0,10.0,PHI 21,24.0,0.0,Miles Sanders left tackle for 3 yards (tackle by Jamin Davis),0.34,0.21,3.0,2022,42
3.0,10:21,2.0,7.0,PHI 24,24.0,0.0,Jalen Hurts pass complete short right to DeVonta Smith for 13 yards (tackle by William Bradley-King),0.21,1.4,3.0,2022,42
3.0,9:54,1.0,10.0,PHI 37,24.0,0.0,Jalen Hurts scrambles up the middle for 4 yards (tackle by Efe Obada),1.4,1.4,3.0,2022,42
3.0,9:09,2.0,6.0,PHI 41,24.0,0.0,Jalen Hurts right end for 3 yards (tackle by Jamin Davis),1.4,1.09,3.0,2022,42
3.0,8:29,3.0,3.0,PHI 44,24.0,0.0,Kenneth Gainwell right guard for 1 yard (tackle by Montez Sweat),1.09,-0.39,3.0,2022,42
3.0,7:49,4.0,2.0,PHI 45,24.0,0.0,"Arryn Siposs punts 44 yards, fair catch by Dax Milne at WAS-11",-0.39,0.37,3.0,2022,42
3.0,7:43,1.0,10.0,WAS 11,24.0,0.0,Carson Wentz pass complete short right to Antonio Gibson for 2 yards (tackle by T.J. Edwards and James Bradberry),-0.37,-0.63,3.0,2022,42
3.0,7:01,2.0,8.0,WAS 13,24.0,0.0,Carson Wentz pass complete short middle to Terry McLaurin for 6 yards (tackle by Kyzir White),-0.63,-0.48,3.0,2022,42
3.0,6:24,3.0,2.0,WAS 19,24.0,0.0,Carson Wentz pass incomplete short middle intended for Logan Thomas (defended by James Bradberry),-0.48,-2.14,3.0,2022,42
3.0,6:17,4.0,2.0,WAS 19,24.0,0.0,"Tress Way punts 52 yards, returned by Britain Covey for 12 yards (tackle by David Mayo)",-2.14,-1.66,3.0,2022,42
3.0,6:05,1.0,10.0,PHI 41,24.0,0.0,Jalen Hurts pass incomplete short middle intended for Dallas Goedert (defended by Cole Holcomb),1.66,1.12,3.0,2022,42
3.0,6:01,2.0,10.0,PHI 41,24.0,0.0,Jalen Hurts pass incomplete deep middle intended for A.J. Brown,1.12,0.43,3.0,2022,42
3.0,5:55,3.0,10.0,PHI 41,24.0,0.0,Jalen Hurts pass incomplete short right,0.43,-0.65,3.0,2022,42
3.0,5:48,4.0,10.0,PHI 41,24.0,0.0,Arryn Siposs punts 53 yards downed by Zech McPhearson,-0.65,0.38,3.0,2022,42
3.0,5:37,1.0,10.0,WAS 6,24.0,0.0,Antonio Gibson left tackle for 5 yards (tackle by T.J. Edwards),-0.38,-0.42,3.0,2022,42
3.0,5:11,2.0,5.0,WAS 11,24.0,0.0,Carson Wentz pass complete short right to Curtis Samuel for 3 yards (tackle by James Bradberry),-0.42,-0.48,3.0,2022,42
3.0,4:24,3.0,2.0,WAS 14,24.0,0.0,Carson Wentz pass complete short right to J.D. McKissic for 2 yards (tackle by Kyzir White),-0.48,-0.14,3.0,2022,42
3.0,3:56,1.0,10.0,WAS 16,24.0,0.0,Carson Wentz scrambles right guard for 7 yards (tackle by Javon Hargrave),-0.14,0.42,3.0,2022,42
3.0,3:23,2.0,3.0,WAS 23,24.0,0.0,J.D. McKissic right guard for no gain (tackle by Kyzir White),0.42,-0.45,3.0,2022,42
3.0,2:54,3.0,3.0,WAS 23,24.0,0.0,Carson Wentz pass complete short left to Logan Thomas for 5 yards (tackle by T.J. Edwards),-0.45,0.81,3.0,2022,42
3.0,2:23,1.0,10.0,WAS 28,24.0,0.0,Carson Wentz pass complete deep left to Terry McLaurin for 45 yards (tackle by C.J. Gardner-Johnson),0.81,3.78,3.0,2022,42
3.0,1:40,1.0,10.0,PHI 27,24.0,0.0,Carson Wentz pass complete short left to J.D. McKissic for 3 yards (tackle by Kyzir White),3.78,3.64,3.0,2022,42
3.0,1:07,2.0,7.0,PHI 24,24.0,0.0,Carson Wentz pass incomplete short middle intended for Curtis Samuel (defended by Avonte Maddox),3.64,2.94,3.0,2022,42
3.0,1:00,3.0,7.0,PHI 24,24.0,0.0,"Penalty on Charles Leno: False Start, 5 yards (accepted) (no play)",2.94,2.28,3.0,2022,42
3.0,1:00,3.0,12.0,PHI 29,24.0,0.0,Carson Wentz pass incomplete short right intended for Jahan Dotson,2.28,1.5,3.0,2022,42
3.0,0:54,4.0,12.0,PHI 29,24.0,0.0,"Joey Slye yard field goal good. Penalty on Jordan Davis: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",1.5,4.65,3.0,2022,42
3.0,0:49,1.0,10.0,PHI 14,24.0,0.0,Carson Wentz pass complete short left to Terry McLaurin for 10 yards (tackle by Darius Slay),4.65,6.28,3.0,2022,42
3.0,0:15,1.0,4.0,PHI 4,24.0,0.0,Carson Wentz pass incomplete short left intended for Curtis Samuel,6.28,5.34,3.0,2022,42
3.0,0:11,2.0,4.0,PHI 4,24.0,0.0,Antonio Gibson right end for -10 yards (tackle by C.J. Gardner-Johnson and Avonte Maddox),5.34,3.0,3.0,2022,42
4.0,15:00,3.0,14.0,PHI 14,24.0,0.0,Carson Wentz scrambles left end for 13 yards (tackle by C.J. Gardner-Johnson),3.0,3.55,3.0,2022,42
4.0,14:17,4.0,1.0,PHI 1,24.0,0.0,Carson Wentz pass complete short middle to Logan Thomas for no gain (tackle by Avonte Maddox),3.55,0.38,3.0,2022,42
4.0,14:10,1.0,10.0,PHI 1,24.0,2.0,"Boston Scott up the middle for -1 yards (tackle by Daron Payne), safety.",-0.38,-2.0,3.0,2022,42
4.0,14:06,,,PHI 20,24.0,2.0,"Arryn Siposs kicks off 70 yards, returned by Dax Milne for 29 yards (tackle by Shaun Bradley)",0.0,1.53,3.0,2022,42
4.0,13:58,1.0,10.0,WAS 39,24.0,2.0,Carson Wentz pass complete short middle to J.D. McKissic for 9 yards (tackle by Kyzir White),1.53,2.2,3.0,2022,42
4.0,13:33,2.0,1.0,WAS 48,24.0,2.0,Carson Wentz pass complete short right to J.D. McKissic for 5 yards (tackle by James Bradberry),2.2,2.46,3.0,2022,42
4.0,13:11,1.0,10.0,PHI 47,24.0,2.0,Carson Wentz pass incomplete deep right intended for Jahan Dotson,2.46,1.91,3.0,2022,42
4.0,13:02,2.0,10.0,PHI 47,24.0,2.0,Carson Wentz pass complete short right to Curtis Samuel for 5 yards (tackle by Marcus Epps),1.91,1.88,3.0,2022,42
4.0,12:20,3.0,5.0,PHI 42,24.0,2.0,Carson Wentz pass complete short right to J.D. McKissic for 5 yards (tackle by James Bradberry),1.88,3.12,3.0,2022,42
4.0,11:57,1.0,10.0,PHI 37,24.0,2.0,Carson Wentz pass complete short middle to Terry McLaurin for 8 yards (tackle by Kyzir White),3.12,3.65,3.0,2022,42
4.0,11:26,2.0,2.0,PHI 29,24.0,2.0,"Carson Wentz pass incomplete intended for Antonio Gibson. Penalty on Kyzir White: Defensive Pass Interference, 5 yards (accepted) (no play)",3.65,3.97,3.0,2022,42
4.0,11:21,1.0,10.0,PHI 24,24.0,2.0,Carson Wentz pass incomplete short right intended for Jahan Dotson,3.97,3.43,3.0,2022,42
4.0,11:17,2.0,10.0,PHI 24,24.0,2.0,Carson Wentz pass incomplete short middle intended for J.D. McKissic,3.43,2.74,3.0,2022,42
4.0,11:13,3.0,10.0,PHI 24,24.0,2.0,Carson Wentz pass complete short middle to Curtis Samuel for 10 yards (tackle by Avonte Maddox),2.74,4.65,3.0,2022,42
4.0,10:33,1.0,10.0,PHI 14,24.0,2.0,Curtis Samuel right guard for -2 yards (tackle by Brandon Graham and Josh Sweat),4.65,3.72,3.0,2022,42
4.0,9:52,2.0,12.0,PHI 16,24.0,2.0,Carson Wentz sacked by Brandon Graham for -10 yards,3.72,1.82,3.0,2022,42
4.0,9:09,3.0,22.0,PHI 26,24.0,2.0,Carson Wentz pass incomplete deep left intended for Terry McLaurin,1.82,1.74,3.0,2022,42
4.0,9:01,4.0,22.0,PHI 26,24.0,2.0,Carson Wentz sacked by Josh Sweat for -5 yards,1.74,-1.07,3.0,2022,42
4.0,8:55,1.0,10.0,PHI 32,24.0,2.0,Miles Sanders up the middle for 6 yards (tackle by Kendall Fuller),1.07,1.34,3.0,2022,42
4.0,8:17,2.0,4.0,PHI 38,24.0,2.0,Miles Sanders right end for 3 yards (tackle by Cole Holcomb and Kamren Curl),1.34,1.03,3.0,2022,42
4.0,7:38,3.0,1.0,PHI 41,24.0,2.0,Jalen Hurts left end for 4 yards (tackle by Kamren Curl),1.03,1.93,3.0,2022,42
4.0,6:58,1.0,10.0,PHI 45,24.0,2.0,Miles Sanders left tackle for no gain (tackle by Jonathan Allen),1.93,1.38,3.0,2022,42
4.0,6:13,2.0,10.0,PHI 45,24.0,2.0,Jalen Hurts pass complete short left to Miles Sanders for -2 yards (tackle by Darrick Forrest),1.38,0.43,3.0,2022,42
4.0,5:30,3.0,12.0,PHI 43,24.0,2.0,"Jalen Hurts sacked by Jamin Davis for no gain. Penalty on Sua Opeta: Offensive Holding, 10 yards (declined)",0.43,-0.52,3.0,2022,42
4.0,5:17,4.0,12.0,PHI 43,24.0,2.0,Arryn Siposs punts 44 yards downed by Jack Stoll,-0.52,0.32,3.0,2022,42
4.0,5:05,1.0,10.0,WAS 13,24.0,2.0,Carson Wentz pass complete short right to Jahan Dotson for 7 yards (tackle by James Bradberry),-0.32,0.22,3.0,2022,42
4.0,4:43,2.0,3.0,WAS 20,24.0,2.0,Carson Wentz pass complete deep left to Terry McLaurin for 18 yards,0.22,1.47,3.0,2022,42
4.0,4:35,1.0,10.0,WAS 38,24.0,2.0,Carson Wentz pass incomplete short left intended for Terry McLaurin,1.47,0.92,3.0,2022,42
4.0,4:28,2.0,10.0,WAS 38,24.0,2.0,Carson Wentz sacked by T.J. Edwards for -3 yards,0.92,-0.16,3.0,2022,42
4.0,4:06,3.0,13.0,WAS 35,24.0,2.0,"Carson Wentz pass complete to J.D. McKissic for no gain. Penalty on Kyzir White: Defensive Holding, 5 yards (accepted) (no play)",-0.16,1.6,3.0,2022,42
4.0,3:54,1.0,10.0,WAS 40,24.0,2.0,"Carson Wentz pass complete short left to J.D. McKissic for 8 yards (tackle by Zech McPhearson). Penalty on Zech McPhearson: Face Mask (15 Yards), 15 yards (accepted)",1.6,3.12,3.0,2022,42
4.0,3:47,1.0,10.0,PHI 37,24.0,2.0,Carson Wentz pass complete short right to Curtis Samuel for 5 yards (tackle by Marcus Epps),3.12,3.25,3.0,2022,42
